surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt520_rank	gdt521_rank	candidate_recipe	gdt520_score	order5_nll	gdt521_score	alignment_trace
aiicthy	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	NO	19	11	11	A_ADDR+LOCAL_CHAR_I+LOCAL_C+T+Y	10.068131578	3.865847640	12.001055398	a=>a~A_ADDR@edit0+alias0.000 | i=>i~LOCAL_CHAR_I@edit0+alias0.000 | ic=>c~LOCAL_C@edit1+alias0.000 | thy=>thy~T+Y@edit0+alias0.250
aiicthy	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	NO	17	12	12	A_ADDR+IIN+LOCAL_C+T+Y	10.352950533	4.041541061	12.373721064	a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | c=>c~LOCAL_C@edit0+alias0.000 | thy=>thy~T+Y@edit0+alias0.250
chady	CH+A_ADDR+DY	NO	2	1	1	CH+DY	2.897892236	3.978518991	4.887151731	cha=>cha~CH@edit0+alias0.268 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	1	2	2	CH+A_ADDR+Y	3.971797195	3.549330018	5.746462204	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	YES	5	3	3	CH+A_ADDR+DY	4.297916084	3.549330018	6.072581093	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	3	4	4	CH+D_ADDR+Y	4.407004690	3.929936651	6.371973016	cha=>cha~CH@edit0+alias0.268 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	4	5	5	CH+Y	5.180343936	3.471043479	6.915865675	cha=>cha~CH@edit0+alias0.268 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	6	7	6	CH+A_ADDR+D_ADDR+Y	6.442862502	3.596301941	8.241013473	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	8	6	7	LOCAL_C+A_ADDR+DY	6.077245190	4.852724052	8.503607217	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	15	8	8	LOCAL_C+SH+A_ADDR+DY	7.175531271	4.639017168	9.495039855	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	10	9	9	LOCAL_C+A_ADDR+Y	7.583707766	4.852724052	10.010069792	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	7	10	10	LOCAL_C+SH+A_ADDR+Y	7.693234615	4.639017168	10.012743199	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	13	12	11	CH+SH+A_ADDR+Y	8.443263844	3.900787248	10.393657468	ch=>ch~CH@edit0+alias0.000 | a=>h~SH@edit1+alias0.502 | d=>a~A_ADDR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	9	11	12	LOCAL_C+A_ADDR+D_ADDR+Y	8.157161867	4.639017168	10.476670452	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chap	CH+A_ADDR+P	NO	1	1	1	CH+P	2.164131110	2.956204023	3.642233122	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	YES	2	2	2	CH+A_ADDR+P	2.839909135	3.549330018	4.614574143	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	3	3	3	LOCAL_C+A_ADDR+P	4.748328356	4.852724052	7.174690382	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	4	4	4	LOCAL_C+SH+A_ADDR+P	5.508849869	4.639017168	7.828358453	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	5	5	5	CH+SH+A_ADDR+P	6.986728593	3.900787248	8.937122217	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	1	1	1	CH+K+Y	3.693351810	1.905813351	4.646258486	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	YES	5	2	2	CH+K+CH+Y	4.550659036	2.804160912	5.952739492	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	17	3	3	CH+K+LOCAL_C+Y	5.150806557	3.225825123	6.763719118	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	6	4	4	CH+E+K+CH+Y	6.420429685	3.315152756	8.078006063	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	4	5	5	CH+E+K+Y	6.520664200	3.221345380	8.131336890	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | kch=>kh~K@edit1+alias0.250 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	8	10	6	CH+K+E+Y	7.625545769	1.919311547	8.585201542	chek=>chek~CH+K@edit0+alias0.291 | c=>e~E@edit1+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	2	8	7	Y+CH+K	7.321858389	2.625968590	8.634842685	che=>hy~Y@edit2+alias0.254 | kch=>ch~CH@edit1+alias0.000 | y=>k~K@edit1+alias0.000
chekchy	CH+K+CH+Y	NO	11	6	8	CHD+K+CH+Y	6.960278815	4.020808678	8.970683154	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	39	11	9	CH+E+K+LOCAL_C+Y	7.665379578	3.315152756	9.322955955	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	23	7	10	LOCAL_C+K+CH+Y	7.016520419	4.639017168	9.336029003	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	40	13	11	CH+K+LOCAL_C+SH+Y	8.237606065	3.318885875	9.897049003	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	3	9	12	LOCAL_C+K+Y	7.499860021	4.852724052	9.926222047	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | chy=>hy~Y@edit1+alias0.254
cthom	CH+T+O+M_LOCAL	NO	1	1	1	CH+T+O+AM_ADDR	3.210600757	2.837072772	4.629137143	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	YES	2	2	2	CH+T+O+M_LOCAL	4.177789280	2.837072772	5.596325666	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	4	4	3	O+CH+T+AM_ADDR	7.677055749	2.856710563	9.105411030	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	7	6	4	O+CH+T+M_LOCAL	8.062436736	2.856710563	9.490792017	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	9	3	5	LOCAL_C+T+O+AM_ADDR	7.400750647	4.639017168	9.720259231	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	11	5	6	LOCAL_C+T+O+M_LOCAL	7.875462685	4.639017168	10.194971269	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	6	7	7	CH+T+O+D_ADDR+M_LOCAL	8.777829474	3.009427478	10.282543213	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	10	8	8	CH+T+SH+O+AM_ADDR	8.847745539	3.333287331	10.514389204	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	3	9	9	CH+T+O+D_ADDR+AM_ADDR	9.248258105	3.009427478	10.752971844	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	12	10	10	CH+T+SH+O+M_LOCAL	9.301825585	3.333287331	10.968469251	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	5	13	11	CARRIER_Q+O+CH+T+AM_ADDR	11.336979977	2.686725990	12.680342972	c=>q~CARRIER_Q@edit1+alias0.000 | tho=>oct~O+CH+T@edit3+alias0.500 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	8	14	12	CARRIER_Q+O+CH+T+M_LOCAL	11.631410254	2.686725990	12.974773249	c=>q~CARRIER_Q@edit1+alias0.000 | tho=>oct~O+CH+T@edit3+alias0.500 | m=>m~M_LOCAL@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	1	D_ADDR+AIR+Y+K+O+DA+S	5.332589994	3.623355460	7.144267724	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	3	2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	7.904806853	3.641225924	9.725419816	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	2	3	AIR+Y+K+O+DA+S	7.867598783	4.026696864	9.880947215	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	4	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	8.482203641	3.623355460	10.293881371	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	5	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	9.131161722	3.996383460	11.129353452	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	7	6	D_ADDR+AIR+Y+K+O+DA+SH	10.052798134	3.623355460	11.864475864	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>h~SH@edit1+alias0.502
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	33	6	7	AIR+Y+K+O+D_ADDR+S	9.873965963	4.026696864	11.887314395	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	9	8	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	10.272369331	3.524096977	12.034417820	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | ∅=>a~A_ADDR@edit2+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	17	8	9	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	10.245897100	3.623355460	12.057574830	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	11.308080914	3.491585395	13.053873611	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>y~Y@edit2+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	70	11	11	AIR+Y+K+O+D_ADDR+A_ADDR	11.503466261	4.026696864	13.516814693	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	16	12	12	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	11.728751541	3.641225924	13.549364503	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | ∅=>i~LOCAL_CHAR_I@edit2+alias0.000 | s=>s~S@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	2	1	1	AL+EEE+K+Y	5.392599586	3.974805392	7.380002282	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	YES	56	2	2	AL+CH+EEE+K+Y	7.657867810	3.943036099	9.629385859	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	3	3	3	AL+CH+E+EE+K+Y	8.124646289	3.920343747	10.084818162	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	55	4	4	AL+LOCAL_C+EEE+K+Y	8.166761591	3.943036099	10.138279641	dal=>dal~AL@edit0+alias0.273 | c=>c~LOCAL_C@edit0+alias0.000 | heee=>heee~EEE@edit0+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	4	5	5	AL+CH+EE+E+K+Y	8.459519505	3.920343747	10.419691378	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	16	6	6	D_ADDR+AL+EEE+K+Y	8.700953733	3.732412397	10.567159932	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	58	7	7	D_ADDR+AL+CH+EEE+K+Y	8.920223839	3.739809145	10.790128412	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	13	8	8	AL+CHD+EE+K+Y	9.681489723	3.577519289	11.470249367	dal=>dal~AL@edit0+alias0.273 | che=>chd~CHD@edit1+alias0.500 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	81	9	9	D_ADDR+AL+LOCAL_C+EEE+K+Y	9.781525509	3.739809145	11.651430082	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | heee=>heee~EEE@edit0+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	25	10	10	AL+CH+EE+K+Y	9.793858831	3.943036099	11.765376881	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ek=>k~K@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	6	11	11	D_ADDR+AL+CH+E+EE+K+Y	10.045138285	3.745356706	11.917816638	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	24	12	12	AL+CH+K+EE+Y	10.887578565	3.689298343	12.732227736	dal=>dal~AL@edit0+alias0.273 | cheeek=>cheek~CH+K+EE@edit1+alias0.518 | y=>y~Y@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	3	1	1	D_ADDR+CH+E+OL	3.151045515	3.012562149	4.657326589	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	YES	1	2	2	D_ADDR+CH+E+O+L	4.126784183	2.467819832	5.360694099	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	2	3	3	CH+E+OL	4.398594803	2.700027682	5.748608645	dch=>ch~CH@edit1+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	10	6	4	CH+E+O+L	8.087140677	1.765059367	8.969670361	dch=>ch~CH@edit1+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	12	4	5	D_ADDR+LOCAL_C+E+OL	7.062946152	3.932889055	9.029390680	d=>d~D_ADDR@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | he=>e~E@edit1+alias0.000 | ol=>ol~OL@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	5	5	6	D_ADDR+E+OL	7.688341042	3.706523779	9.541602931	d=>d~D_ADDR@edit0+alias0.000 | che=>e~E@edit2+alias0.000 | ol=>ol~OL@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	16	8	7	D_ADDR+CH+OL	8.165947686	3.274174472	9.803034921	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | eol=>ol~OL@edit1+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	8	7	8	D_ADDR+CH+SH+E+OL	8.098792931	3.444179526	9.820882694	dc=>dc~D_ADDR+CH@edit0+alias0.521 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	9	11	9	D_ADDR+CH+E+O+AL	9.084166224	2.662460512	10.415396480	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>al~AL@edit2+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	14	9	10	D_ADDR+LOCAL_C+SH+E+OL	8.576470622	3.908105818	10.530523531	d=>d~D_ADDR@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
