event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence
E011	f10r	H1	H1-S002	1	qokchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES
E012	f10r	H1	H1-S002	2	qotchol	OT+CH+OL	ACTION	danach fortsetzen den laufenden Posten abziehen	abnehmen	abnehmen	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES
E013	f10r	H1	H1-S002	3	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES
E014	f10r	H1	H1-S002	4	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: Pflanzenstoff in den Ansatz geben; dann abnehmen. Angaben: fortsetzen | bereit · dieser Posten.	YES
E015	f10r	H2	H2-S001	1	ycheor	Y+CH+E+OR	ACTION	diesen Posten kurz abziehen	abziehen	abziehen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E016	f10r	H2	H2-S001	2	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E017	f10r	H2	H2-S001	3	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E018	f10r	H2	H2-S001	4	cthaiin	CTH+AIIN	ARGUMENT_OR_STATE	bereit · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	bereit · vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E019	f10r	H2	H2-S001	5	qoctholy	O+CTH+OL+Y	ARGUMENT_OR_STATE	Arbeitsgang · bereit · fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	Arbeitsgang · bereit · fortsetzen · dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E020	f10r	H2	H2-S001	6	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E021	f10r	H2	H2-S001	7	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E022	f10r	H2	H2-S001	8	taiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E023	f10r	H2	H2-S001	9	shy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: bereit · dieser Posten | Ansatz | bereit · vorgeschriebenes Maß | Arbeitsgang · bereit · fortsetzen · dieser Posten | dieser Posten | dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
E024	f10r	H2	H2-S002	1	qotchor	OT+CH+OR	ACTION	danach den Ansatz abziehen	abziehen	abziehen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E025	f10r	H2	H2-S002	2	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E026	f10r	H2	H2-S002	3	otol	OT+OL	ARGUMENT_OR_STATE	danach · fortsetzen	NON_ACTION_CONTRIBUTION	danach · fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E027	f10r	H2	H2-S002	4	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E028	f10r	H2	H2-S002	5	cholor	OL+OR	ARGUMENT_OR_STATE	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	fortsetzen · Ansatz	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E029	f10r	H2	H2-S002	6	chol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E030	f10r	H2	H2-S002	7	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E031	f10r	H2	H2-S002	8	dar	AR	ARGUMENT_OR_STATE	von dort	NON_ACTION_CONTRIBUTION	von dort	YES	WM10	Bei der abgebildeten Pflanze: Den bezeichneten Stoff vorbereiten. Vollfolge: abziehen. Angaben: Ansatz | danach · fortsetzen | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | von dort.	YES
E032	f10r	H2	H2-S003	1	oykchor	O+Y+K+OR	ACTION	diesen Posten zuführen	zugeben	zugeben	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E033	f10r	H2	H2-S003	2	shor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E034	f10r	H2	H2-S003	3	chor	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E035	f10r	H2	H2-S003	4	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E036	f10r	H2	H2-S003	5	kaiiin	K+IIN	ACTION	den laufenden Posten zuführen bis Sollstufe	zugeben	zugeben	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E037	f10r	H2	H2-S003	6	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E038	f10r	H2	H2-S003	7	chodaiin	CH+O+AIIN	ACTION	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	abziehen	YES	NONE	Bei der ersten abgebildeten Pflanze: zugeben; dann zugeben; dann abziehen. Angaben: Ansatz | Ansatz | dieser Posten | dieser Posten.	YES
E039	f11r	H3	H3-S001	1	tshol	T+SH+OL	ACTION	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	eintragen + halten	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E040	f11r	H3	H3-S001	2	schoal	SH+O+AL	ACTION	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	an Ort halten	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E041	f11r	H3	H3-S001	3	cfhy	CFH+Y	ACTION	diesen Posten auswringen	auswringen	auswringen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E042	f11r	H3	H3-S001	4	shfydaiin	SH+Y+AIIN	ACTION	diesen Posten nach vorgeschriebenes Maß halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E043	f11r	H3	H3-S001	5	cphy	P+Y	ACTION	diesen Posten hineingeben	hineingeben	hineingeben	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E044	f11r	H3	H3-S001	6	shey	SH+EE+Y	ACTION	diesen Posten länger halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E045	f11r	H3	H3-S001	7	tchody	T+CH+O+DY	ACTION	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	abschließend eintragen + abziehen	YES	NONE	Bei der abgebildeten Blütenpflanze: eintragen + halten; dann an Ort halten; dann auswringen; dann ziehen lassen; dann hineingeben; dann ziehen lassen; dann abschließend eintragen + abziehen.	YES
E046	f11r	H3	H3-S002	1	shoyty	SH+O+Y+T+Y	ACTION	diesen Posten halten und eintragen	halten + eintragen	halten + eintragen	YES	NONE	Bei der abgebildeten Blütenpflanze: halten + eintragen.	YES
E047	f11r	H3	H3-S003	1	dchol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES
E048	f11r	H3	H3-S003	2	chy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES
E049	f11r	H3	H3-S003	3	kchy	K+Y	ACTION	diesen Posten zuführen	zugeben	zugeben	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES
E050	f11r	H3	H3-S003	4	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES
E051	f11r	H3	H3-S003	5	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: fortsetzen | dieser Posten | dieser Posten | vorgeschriebenes Maß.	YES
E052	f11r	H3	H3-S004	1	qotchy	OT+Y	ARGUMENT_OR_STATE	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES
E053	f11r	H3	H3-S004	2	okchol	OK+OL	ACTION	fortsetzen den laufenden Posten ansetzen	einsetzen	weiter beschicken	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES
E054	f11r	H3	H3-S004	3	cthy	CTH+Y	ARGUMENT_OR_STATE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES
E055	f11r	H3	H3-S004	4	dy	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM04	Am sichtbaren Besitzer: Die vorgesehene Menge einfüllen. Vollfolge: weiter beschicken. Angaben: danach · dieser Posten | bereit · dieser Posten | dieser Posten.	YES
E056	f55v	H4	H4-S001	1	qokaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES
E057	f55v	H4	H4-S001	2	chaiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES
E058	f55v	H4	H4-S001	3	ykain	Y+K+AIN	ACTION	diesen Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES
E059	f55v	H4	H4-S001	4	ykan	Y+K+AIN	ACTION	diesen Posten nach Portion zuführen	zugeben	zugeben	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES
E060	f55v	H4	H4-S001	5	ody	O+DY	ARGUMENT_OR_STATE	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	Arbeitsgang; Schritt schließen	YES	WM11	Bei der abgebildeten Pflanze: Bis zum Sollmaß beschicken und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → zugeben. Angaben: vorgeschriebenes Maß | Arbeitsgang; Schritt schließen.	YES
E061	f55v	H4	H4-S002	1	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES
E062	f55v	H4	H4-S002	2	chedy	CHD+Y	ACTION	den aktuellen Posten umsetzen	abmessen und umsetzen	abmessen und umsetzen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES
E063	f55v	H4	H4-S002	3	talam	TALAM	ACTION	den laufenden Posten verwahren	verwahren	verwahren	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: abmessen und umsetzen; dann verwahren. Angaben: vorgeschriebenes Maß.	YES
E064	f55v	H4	H4-S003	1	ykaiin	Y+K+AIIN	ACTION	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	dosiert zugeben	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES
E065	f55v	H4	H4-S003	2	cheoar	CH+E+O+AR	ACTION	den Arbeitsgang von dort kurz abziehen	entnehmen	entnehmen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES
E066	f55v	H4	H4-S003	3	cheeky	CHK+EE+Y	ACTION	den aktuellen Posten länger wärmen	temperieren	temperieren	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES
E067	f55v	H4	H4-S003	4	oldy	OL+DY	ARGUMENT_OR_STATE	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	fortsetzen; Schritt schließen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: dosiert zugeben; dann entnehmen; dann temperieren. Angaben: fortsetzen; Schritt schließen.	YES
E068	f55v	H4	H4-S004	1	aiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E069	f55v	H4	H4-S004	2	okal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E070	f55v	H4	H4-S004	3	oltchy	OL+T+Y	ACTION	fortsetzen diesen Posten eintragen	eintragen	eintragen	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E071	f55v	H4	H4-S004	4	or	OR	ARGUMENT_OR_STATE	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E072	f55v	H4	H4-S004	5	y	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E073	f55v	H4	H4-S004	6	orain	OR+AIN	ARGUMENT_OR_STATE	Ansatz · Portion	NON_ACTION_CONTRIBUTION	Ansatz · Portion	YES	NONE	Bei der abgebildeten breitblättrigen Pflanze: anlegen; dann eintragen. Angaben: vorgeschriebenes Maß | Ansatz | dieser Posten | Ansatz · Portion.	YES
E074	f56r	H5	H5-S001	1	chochor	HO+CH+OR	ACTION	den Gabe und Ansatz abziehen	abziehen	abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E075	f56r	H5	H5-S001	2	cho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
