statement_id	page	record	silent_owner_de	phase_signature	macro_id	editorial_mode	full_action_sequence_de	argument_sequence_de	natural_complete_translation_de	all_actions_visible
B1-S003	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	HOLD>MEASURE_CHARGE>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	halten + zugeben + überführen	fortsetzen	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES
B1-S004	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>SETTLE>CLOSE	WM14	NATURAL_MACRO_PLUS_FULL_EXPANSION	umschöpfen → absetzen lassen	fortsetzen	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES
B1-S005	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B1-S006	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	MEASURE_CHARGE>ROUTE>THERMAL	NONE	EXPLICIT_ONE_OFF_SEQUENCE	eine Portion einfüllen → durchleiten → abkühlen lassen	Durchlass · dieser Posten	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	MEASURE_CHARGE>ROUTE>CLOSE	WM06	NATURAL_MACRO_PLUS_FULL_EXPANSION	einsetzen + überführen	NONE	Am gemeinsamen Becken: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: einsetzen + überführen.	YES
B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	HOLD>SETTLE>CLOSE	WM09	NATURAL_MACRO_PLUS_FULL_EXPANSION	warm halten → absetzen lassen	dieser Posten | fortsetzen | fortsetzen	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE	WM12	NATURAL_MACRO_PLUS_FULL_EXPANSION	einleiten	Durchlass · dieser Posten	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen. Vollfolge: einleiten. Angaben: Durchlass · dieser Posten.	YES
B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	WASH>HOLD>WASH>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	waschen → wirken lassen → durchwaschen	NONE	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.	YES
B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	WASH>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	durchwaschen	NONE	Bei dem gemeinsamen Becken: durchwaschen.	YES
B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>SETTLE>ROUTE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	umschöpfen → auffangen → hinleiten + umfüllen	fortsetzen | danach · von dort	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	WM13	NATURAL_MACRO_PLUS_FULL_EXPANSION	übertragen → einsetzen + überführen	NONE	Am gemeinsamen Becken: Von der vorigen Station übernehmen, beschicken, weiterführen und abschließen. Vollfolge: übertragen → einsetzen + überführen.	YES
B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	APPLY>HOLD>SETTLE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	anlegen → wirken lassen → absetzen lassen	fortsetzen	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	umfüllen	bezeichnete Stelle | kurz · fortsetzen	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: umfüllen. Angaben: bezeichnete Stelle | kurz · fortsetzen.	YES
B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	ROUTE>HOLD>SETTLE>HOLD>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	führen → stehen lassen → auffangen und stehen lassen	Arbeitsgang · Sollstufe	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	absetzen lassen	NONE	Am gemeinsamen Becken: Ruhen und absetzen lassen; danach abschließen. Vollfolge: absetzen lassen.	YES
B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	warm halten → zurückhalten	NONE	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: warm halten → zurückhalten.	YES
B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	STATE_ONLY	NONE	EXPLICIT_ONE_OFF_SEQUENCE	NO_EXPLICIT_ACTION_CARD	bezeichnete Stelle	Bei dem gemeinsamen Becken: die gelernte Zustands- und Adressfolge setzen. Angaben: bezeichnete Stelle.	YES
B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	Am oberen Beckenpaar: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	Am oberen Beckenpaar: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	MEASURE_CHARGE>HOLD>CLOSE	WM05	NATURAL_MACRO_PLUS_FULL_EXPANSION	eine Portion einfüllen → einwirken lassen	dieser Posten	Am oberen Beckenpaar: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → einwirken lassen. Angaben: dieser Posten.	YES
B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	APPLY>ROUTE>SPECIALIST>HOLD>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten	NONE	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	APPLY>SETTLE>ROUTE>HOLD>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen	Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	APPLY>HOLD>MEASURE_CHARGE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	anlegen → zurückhalten → den Arbeitsstoff einsetzen	danach · länger · dieser Posten	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann den Arbeitsstoff einsetzen. Angaben: danach · länger · dieser Posten.	YES
B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	ruhen lassen	NONE	Am mittleren Handgerät: Ruhen und absetzen lassen; danach abschließen. Vollfolge: ruhen lassen.	YES
B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	MEASURE_CHARGE>SETTLE>CLOSE	WM08	NATURAL_MACRO_PLUS_FULL_EXPANSION	aus der bezeichneten Quelle beschicken → absetzen lassen	danach · vorgeschriebenes Maß	Am mittleren Handgerät: Beschicken, absetzen lassen und abschließen. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen. Angaben: danach · vorgeschriebenes Maß.	YES
B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	ruhen lassen	NONE	Am mittleren Handgerät: Ruhen und absetzen lassen; danach abschließen. Vollfolge: ruhen lassen.	YES
B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	HOLD>MEASURE_CHARGE>HOLD	NONE	EXPLICIT_ONE_OFF_SEQUENCE	wirken lassen → den Arbeitsstoff einsetzen → stehen lassen	weiter	Bei dem mittleren Handgerät: wirken lassen; dann den Arbeitsstoff einsetzen; dann stehen lassen. Angaben: weiter.	YES
B2-S011	f82r	B2	mittlere rechte unklare Station	MEASURE_CHARGE>HOLD>CLOSE	WM05	NATURAL_MACRO_PLUS_FULL_EXPANSION	eine Portion einfüllen → eine Portion einfüllen → einwirken lassen	von dort	An der mittleren rechten Station: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eine Portion einfüllen → eine Portion einfüllen → einwirken lassen. Angaben: von dort.	YES
B2-S012	f82r	B2	mittlere rechte unklare Station	ROUTE>MATERIAL_PREP>HOLD>ROUTE>MEASURE_CHARGE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	führen + abnehmen → stehen lassen → wirken lassen → führen → vollständig beschicken und abschließen	bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
B2-S013	f82r	B2	unteres grünes Mehrfigurenbecken	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	Am unteren grünen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	ROUTE	WM12	NATURAL_MACRO_PLUS_FULL_EXPANSION	ableiten	NONE	Am unteren grünen Becken: Zur nächsten sichtbaren Station führen. Vollfolge: ableiten.	YES
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	stehen lassen → einwirken lassen	NONE	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: stehen lassen → einwirken lassen.	YES
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	ROUTE>MATERIAL_PREP>MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	ableiten + umfüllen → abnehmen + abteilen → bis zum Sollmaß beschicken → wirken lassen → einfüllen + überführen	bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	THERMAL>SETTLE>CLOSE	WM15	NATURAL_MACRO_PLUS_FULL_EXPANSION	abkühlen lassen + ruhen lassen	bezeichnete Stelle; Schritt schließen	An den kleinen Randstationen: Temperieren, ruhen oder absetzen und abschließen. Vollfolge: abkühlen lassen + ruhen lassen. Angaben: bezeichnete Stelle; Schritt schließen.	YES
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	THERMAL>SETTLE>CLOSE	WM15	NATURAL_MACRO_PLUS_FULL_EXPANSION	auskühlen lassen + absetzen lassen	NONE	An den kleinen Randstationen: Temperieren, ruhen oder absetzen und abschließen. Vollfolge: auskühlen lassen + absetzen lassen.	YES
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	CLOSE	WM07	NATURAL_MACRO_PLUS_FULL_EXPANSION	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	An den kleinen Randstationen: Den laufenden Arbeitsschritt abschließen. Vollfolge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	An den kleinen Randstationen: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	An den kleinen Randstationen: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B3-S001	f83r	B3	obere offene Fächerstation am Rand	SETTLE>HOLD>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	auffangen und stehen lassen	NONE	Bei der oberen Fächerstation: auffangen und stehen lassen.	YES
B3-S002	f83r	B3	obere offene Fächerstation am Rand	THERMAL>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	anwärmen	danach · bezeichnete Stelle	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.	YES
B3-S003	f83r	B3	obere offene Fächerstation am Rand	ROUTE>MEASURE_CHARGE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	abführen + abmessen und umsetzen	dieser Posten | vorgeschriebenes Maß | dieser Posten	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
B3-S004	f83r	B3	obere offene Fächerstation am Rand	MEASURE_CHARGE	WM04	NATURAL_MACRO_PLUS_FULL_EXPANSION	bis zum Sollmaß beschicken	danach · bezeichnete Stelle | von dort	An der oberen Fächerstation: Die vorgesehene Menge einfüllen. Vollfolge: bis zum Sollmaß beschicken. Angaben: danach · bezeichnete Stelle | von dort.	YES
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	umfüllen	NONE	Am runden Gefäß: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: umfüllen.	YES
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	ROUTE>APPLY>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	umschöpfen → anlegen → in die nächste Station weitergeben	NONE	Bei dem runden Gefäß: umschöpfen; dann anlegen; dann in die nächste Station weitergeben.	YES
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	bis zum Sollmaß beschicken → umschöpfen → einwirken lassen	NONE	Bei dem runden Gefäß: bis zum Sollmaß beschicken; dann umschöpfen; dann einwirken lassen.	YES
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	Am runden Gefäß: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	MEASURE_CHARGE	WM04	NATURAL_MACRO_PLUS_FULL_EXPANSION	den Arbeitsstoff einsetzen	NONE	Am runden Gefäß: Die vorgesehene Menge einfüllen. Vollfolge: den Arbeitsstoff einsetzen.	YES
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	MEASURE_CHARGE>ROUTE>CLOSE	WM06	NATURAL_MACRO_PLUS_FULL_EXPANSION	einfüllen + umfüllen	danach · kurz; Schritt schließen	Am korbartigen Gefäß: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	YES
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	halten + umsetzen → den Arbeitsstoff einsetzen → umschöpfen	von dort · dieser Posten	Bei dem korbartigen Gefäß: halten + umsetzen; dann den Arbeitsstoff einsetzen; dann umschöpfen. Angaben: von dort · dieser Posten.	YES
