event_id	page	record	statement_id	group_id	position_in_group	surface	component_parse	spoken_component_sequence_de	short_event_reading_de	is_close_card
E077	f56r	H5	H5-S001	H5-S001-G01	4	daiin	AIIN	Maß	Maß	NO
E078	f56r	H5	H5-S001	H5-S001-G02	1	sho	HO	Gabe	Gabe	NO
E079	f56r	H5	H5-S001	H5-S001-G02	2	kchol	K+OL	gib zu · fort	zuführen	NO
E080	f56r	H5	H5-S001	H5-S001-G02	3	otchor	OT+CH+OR	danach · ziehe ab · Ansatz	abziehen	NO
E081	f56r	H5	H5-S001	H5-S001-G02	4	choky	OK+Y	setze an · dies	Pflanzenstoff in den Ansatz geben	NO
E082	f56r	H5	H5-S001	H5-S001-G03	1	dal	AL	dorthin	Ziel	NO
E091	f56r	H5	H5-S004	H5-S004-G01	1	okchy	OK+Y	setze an · dies	Pflanzenstoff in den Ansatz geben	NO
E092	f56r	H5	H5-S004	H5-S004-G01	2	chokcheo	OK+CH+E+O	setze an · ziehe ab · kurz · Gang	ansetzen + abziehen	NO
E093	f56r	H5	H5-S004	H5-S004-G01	3	kchal	K+AL	gib zu · dorthin	zuführen	NO
E102	f81v	B1	B1-S002	B1-S002-G01	1	okaiin	OK+AIIN	setze an · Maß	bis zum Sollmaß beschicken	NO
E103	f81v	B1	B1-S002	B1-S002-G01	2	kair	K+AIR	gib zu · Lauf	einspeisen	NO
E104	f81v	B1	B1-S002	B1-S002-G01	3	okal	OK+AL	setze an · dorthin	anlegen	NO
E105	f81v	B1	B1-S002	B1-S002-G01	4	sar	AR	davon	davon	NO
E106	f81v	B1	B1-S002	B1-S002-G02	1	ol	OL	fort	fort	NO
E107	f81v	B1	B1-S002	B1-S002-G02	2	kain	K+AIN	gib zu · Teil	dosiert zugeben	NO
E108	f81v	B1	B1-S002	B1-S002-G02	3	olkain	OL+K+AIN	fort · gib zu · Teil	dosiert zugeben	NO
E109	f81v	B1	B1-S002	B1-S002-G02	4	al	AL	dorthin	Ziel	NO
E110	f81v	B1	B1-S002	B1-S002-G03	1	ol	OL	fort	fort	NO
E111	f81v	B1	B1-S002	B1-S002-G03	2	rol	R+OL	kühle · fort	abkühlen lassen	NO
E112	f81v	B1	B1-S002	B1-S002-G03	3	dl	L	führe	führen	NO
E113	f81v	B1	B1-S002	B1-S002-G03	4	olor	OL+OR	fort · Ansatz	fort · Ansatz	NO
E114	f81v	B1	B1-S002	B1-S002-G04	1	ol	OL	fort	fort	NO
E115	f81v	B1	B1-S002	B1-S002-G04	2	sheckhal	SH+E+CKH+AL	halte · kurz · Durchlass · dorthin	zurückhalten	NO
E116	f81v	B1	B1-S002	B1-S002-G04	3	daiin	AIIN	Maß	Maß	NO
E117	f81v	B1	B1-S002	B1-S002-G04	4	qokeedal	OK+EE+AL	setze an · länger · dorthin	anlegen	NO
E118	f81v	B1	B1-S002	B1-S002-G05	1	daiin	AIIN	Maß	Maß	NO
E119	f81v	B1	B1-S002	B1-S002-G05	2	chckhy	CKH+Y	Durchlass · dies	Durchlass · dieser Posten	NO
E120	f81v	B1	B1-S002	B1-S002-G05	3	schedy	CHD+DY	setze um · schließe	durchleiten	YES
E141	f81v	B1	B1-S012	B1-S012-G01	1	lsho	LSH+O	wasche · Gang	waschen	NO
E142	f81v	B1	B1-S012	B1-S012-G01	2	qokey	OK+E+Y	setze an · kurz · dies	wirken lassen	NO
E143	f81v	B1	B1-S012	B1-S012-G01	3	lshedy	LSH+E+DY	wasche · kurz · schließe	durchwaschen	YES
E159	f81v	B1	B1-S018	B1-S018-G01	1	ly	L+Y	führe · dies	führen	NO
E160	f81v	B1	B1-S018	B1-S018-G01	2	dsheol	SH+E+OL	halte · kurz · fort	stehen lassen	NO
E161	f81v	B1	B1-S018	B1-S018-G01	3	oiiin	O+IIN	Gang · Grad	Gang · Sollstufe	NO
E162	f81v	B1	B1-S018	B1-S018-G01	4	olkeedy	SOLK+EE+DY	fange auf · länger · schließe	auffangen und stehen lassen	YES
E172	f82r	B2	B2-S004	B2-S004-G01	1	qokal	OK+AL	setze an · dorthin	anlegen	NO
E173	f82r	B2	B2-S004	B2-S004-G01	2	lcheckhy	L+CKH+Y	führe · Durchlass · dies	durchleiten	NO
E174	f82r	B2	B2-S004	B2-S004-G01	3	lched	L+CHD	führe · setze um	führen + umsetzen	NO
E175	f82r	B2	B2-S004	B2-S004-G01	4	qokeey	OK+EE+Y	setze an · länger · dies	wirken lassen	NO
E176	f82r	B2	B2-S004	B2-S004-G02	1	lcheckhedy	L+CKH+E+DY	führe · Durchlass · kurz · schließe	durchleiten	YES
E177	f82r	B2	B2-S005	B2-S005-G01	1	qokaly	OK+AL+Y	setze an · dorthin · dies	anlegen	NO
E178	f82r	B2	B2-S005	B2-S005-G01	2	solkaiin	SOLK+AIIN	fange auf · Maß	bis zum Maß auffangen	NO
E179	f82r	B2	B2-S005	B2-S005-G01	3	chckhy	CKH+Y	Durchlass · dies	Durchlass · dieser Posten	NO
E180	f82r	B2	B2-S005	B2-S005-G01	4	qokaiin	OK+AIIN	setze an · Maß	einleiten	NO
E181	f82r	B2	B2-S005	B2-S005-G02	1	qokaiin	OK+AIIN	setze an · Maß	einleiten	NO
E182	f82r	B2	B2-S005	B2-S005-G02	2	octheol	O+CTH+E+OL	Gang · bereit · kurz · fort	Gang · bereit · kurz · fort	NO
E183	f82r	B2	B2-S005	B2-S005-G02	3	chkeey	CHK+EE+Y	wärme · länger · dies	warm halten	NO
E184	f82r	B2	B2-S005	B2-S005-G02	4	ldy	L+DY	führe · schließe	abführen	YES
E185	f82r	B2	B2-S006	B2-S006-G01	1	oteey	OT+EE+Y	danach · länger · dies	danach · länger · dieser Posten	NO
E186	f82r	B2	B2-S006	B2-S006-G01	2	qokal	OK+AL	setze an · dorthin	anlegen	NO
E187	f82r	B2	B2-S006	B2-S006-G01	3	sheckhy	SH+E+CKH+Y	halte · kurz · Durchlass · dies	zurückhalten	NO
E188	f82r	B2	B2-S006	B2-S006-G01	4	qoky	OK+Y	setze an · dies	den Arbeitsstoff einsetzen	NO
E194	f82r	B2	B2-S010	B2-S010-G01	1	qokeey	OK+EE+Y	setze an · länger · dies	wirken lassen	NO
E195	f82r	B2	B2-S010	B2-S010-G01	2	qoky	OK+Y	setze an · dies	den Arbeitsstoff einsetzen	NO
E196	f82r	B2	B2-S010	B2-S010-G01	3	ls	LS	fort	weiter	NO
E197	f82r	B2	B2-S010	B2-S010-G01	4	cheey	SH+EE+Y	halte · länger · dies	stehen lassen	NO
E202	f82r	B2	B2-S012	B2-S012-G01	1	lchy	L+CH+Y	führe · ziehe ab · dies	führen + abnehmen	NO
E203	f82r	B2	B2-S012	B2-S012-G01	2	cheey	SH+EE+Y	halte · länger · dies	stehen lassen	NO
E204	f82r	B2	B2-S012	B2-S012-G01	3	qcthey	CTH+E+Y	bereit · kurz · dies	bereit · kurz · dieser Posten	NO
E205	f82r	B2	B2-S012	B2-S012-G01	4	qokeey	OK+EE+Y	setze an · länger · dies	wirken lassen	NO
E206	f82r	B2	B2-S012	B2-S012-G02	1	lcheey	L+EE+Y	führe · länger · dies	führen	NO
E207	f82r	B2	B2-S012	B2-S012-G02	2	daiin	AIIN	Maß	Maß	NO
E208	f82r	B2	B2-S012	B2-S012-G02	3	chey	Y	dies	dieser Posten	NO
E209	f82r	B2	B2-S012	B2-S012-G02	4	qokeeedy	OK+EEE+DY	setze an · voll · schließe	vollständig beschicken und abschließen	YES
E214	f82r	B2	B2-S016	B2-S016-G01	1	cheal	AL	dorthin	Ziel	NO
E215	f82r	B2	B2-S016	B2-S016-G01	2	lchedar	L+CHD+AR	führe · setze um · davon	ableiten + umfüllen	NO
E216	f82r	B2	B2-S016	B2-S016-G01	3	ches	CH+E+S	ziehe ab · kurz · teile	abnehmen + abteilen	NO
E217	f82r	B2	B2-S016	B2-S016-G01	4	aiin	AIIN	Maß	Maß	NO
E218	f82r	B2	B2-S016	B2-S016-G02	1	oteey	OT+EE+Y	danach · länger · dies	danach · länger · dieser Posten	NO
E219	f82r	B2	B2-S016	B2-S016-G02	2	qokaiin	OK+AIIN	setze an · Maß	bis zum Sollmaß beschicken	NO
E220	f82r	B2	B2-S016	B2-S016-G02	3	okey	OK+E+Y	setze an · kurz · dies	wirken lassen	NO
E221	f82r	B2	B2-S016	B2-S016-G02	4	pchedy	P+CHD+DY	gib hinein · setze um · schließe	einfüllen + überführen	YES
E250	f83r	B3	B3-S011	B3-S011-G01	1	shecthedchy	SH+E+CTH+CHD+Y	halte · kurz · bereit · setze um · dies	halten + umsetzen	NO
E251	f83r	B3	B3-S011	B3-S011-G01	2	qoky	OK+Y	setze an · dies	den Arbeitsstoff einsetzen	NO
E252	f83r	B3	B3-S011	B3-S011-G01	3	chedy	CHD+Y	setze um · dies	umschöpfen	NO
E253	f83r	B3	B3-S011	B3-S011-G01	4	chary	AR+Y	davon · dies	davon · dieser Posten	NO
E270	f83r	B3	B3-S021	B3-S021-G01	1	qokaiin	OK+AIIN	setze an · Maß	bis zum Sollmaß beschicken	NO
E271	f83r	B3	B3-S021	B3-S021-G01	2	shcthy	CTH+Y	bereit · dies	bereit · dieser Posten	NO
E272	f83r	B3	B3-S021	B3-S021-G01	3	dal	AL	dorthin	Ziel	NO
E273	f83r	B3	B3-S021	B3-S021-G01	4	sy	Y	dies	dieser Posten	NO
E274	f83r	B3	B3-S021	B3-S021-G02	1	saiin	AIIN	Maß	Maß	NO
E275	f83r	B3	B3-S021	B3-S021-G02	2	shedal	SHED+AL	setze ab · dorthin	ablagern	NO
E276	f83r	B3	B3-S021	B3-S021-G02	3	shecthy	SH+E+CTH+Y	halte · kurz · bereit · dies	stehen lassen	NO
E277	f83r	B3	B3-S021	B3-S021-G02	4	chey	Y	dies	dieser Posten	NO
E278	f83r	B3	B3-S021	B3-S021-G03	1	tal	AL	dorthin	Ziel	NO
E279	f83r	B3	B3-S021	B3-S021-G03	2	shcthy	CTH+Y	bereit · dies	bereit · dieser Posten	NO
E280	f83r	B3	B3-S021	B3-S021-G03	3	dalchdy	AL+CHD+DY	dorthin · setze um · schließe	umfüllen	YES
E285	f83r	B3	B3-S026	B3-S026-G01	1	cheedar	EE+AR	länger · davon	länger · davon	NO
E286	f83r	B3	B3-S026	B3-S026-G01	2	chldaiin	L+AIIN	führe · Maß	ableiten	NO
E287	f83r	B3	B3-S026	B3-S026-G01	3	chedy	CHD+Y	setze um · dies	umschöpfen	NO
E288	f83r	B3	B3-S026	B3-S026-G01	4	qokain	OK+AIN	setze an · Teil	eine Portion einfüllen	NO
E289	f83r	B3	B3-S026	B3-S026-G02	1	checthy	CTH+Y	bereit · dies	bereit · dieser Posten	NO
E290	f83r	B3	B3-S026	B3-S026-G02	2	chealror	AL+R+OR	dorthin · kühle · Ansatz	abkühlen lassen	NO
E291	f83r	B3	B3-S026	B3-S026-G02	3	solkeedy	SOLK+EE+DY	fange auf · länger · schließe	auffangen und stehen lassen	YES
E319	f83r	B4	B4-S003	B4-S003-G01	1	chedy	CHD+Y	setze um · dies	umschöpfen	NO
E320	f83r	B4	B4-S003	B4-S003-G01	2	otal	OT+AL	danach · dorthin	danach · Ziel	NO
E321	f83r	B4	B4-S003	B4-S003-G01	3	otchey	OT+Y	danach · dies	danach · dieser Posten	NO
E322	f83r	B4	B4-S003	B4-S003-G01	4	qokeey	OK+EE+Y	setze an · länger · dies	anlegen	NO
E323	f83r	B4	B4-S003	B4-S003-G02	1	qoky	OK+Y	setze an · dies	den Arbeitsstoff einsetzen	NO
E324	f83r	B4	B4-S003	B4-S003-G02	2	tol	OL	fort	fort	NO
E325	f83r	B4	B4-S003	B4-S003-G02	3	shedy	SHED+DY	setze ab · schließe	absetzen lassen	YES
E338	f83r	B4	B4-S011	B4-S011-G01	1	saiin	AIIN	Maß	Maß	NO
E339	f83r	B4	B4-S011	B4-S011-G01	2	cheky	CHK+E+Y	wärme · kurz · dies	warm halten	NO
E340	f83r	B4	B4-S011	B4-S011-G01	3	okeeol	OK+EE+OL	setze an · länger · fort	wirken lassen	NO
E341	f83r	B4	B4-S011	B4-S011-G01	4	okain	OK+AIN	setze an · Teil	eine Portion einfüllen	NO
E342	f83r	B4	B4-S011	B4-S011-G02	1	chdy	CHD+Y	setze um · dies	umschöpfen	NO
E343	f83r	B4	B4-S011	B4-S011-G02	2	sol	OL	fort	fort	NO
E344	f83r	B4	B4-S011	B4-S011-G02	3	lkedy	L+K+E+DY	führe · gib zu · kurz · schließe	abführen + zugeben	YES
E352	f83r	B4	B4-S015	B4-S015-G01	1	qokain	OK+AIN	setze an · Teil	eine Portion einfüllen	NO
E353	f83r	B4	B4-S015	B4-S015-G01	2	shey	SH+EE+Y	halte · länger · dies	stehen lassen	NO
E354	f83r	B4	B4-S015	B4-S015-G01	3	kain	K+AIN	gib zu · Teil	dosiert zugeben	NO
E355	f83r	B4	B4-S015	B4-S015-G01	4	chckhal	CH+CKH+AL	ziehe ab · Durchlass · dorthin	ablaufen lassen	NO
E356	f83r	B4	B4-S015	B4-S015-G02	1	solkey	SOLK+E+Y	fange auf · kurz · dies	auffangen	NO
E357	f83r	B4	B4-S015	B4-S015-G02	2	lchedy	L+CHD+DY	führe · setze um · schließe	abführen + überführen	YES
E364	f83r	B5	B5-S003	B5-S003-G01	1	shedal	SHED+AL	setze ab · dorthin	ablagern	NO
E365	f83r	B5	B5-S003	B5-S003-G01	2	dal	AL	dorthin	Ziel	NO
E366	f83r	B5	B5-S003	B5-S003-G01	3	cheol	OL	fort	fort	NO
E367	f83r	B5	B5-S003	B5-S003-G01	4	lol	L+OL	führe · fort	hinleiten	NO
E368	f83r	B5	B5-S003	B5-S003-G02	1	chdal	CHD+AL	setze um · dorthin	umfüllen	NO
E369	f83r	B5	B5-S003	B5-S003-G02	2	aiin	AIIN	Maß	Maß	NO
E370	f83r	B5	B5-S003	B5-S003-G02	3	sol	OL	fort	fort	NO
E371	f83r	B5	B5-S003	B5-S003-G02	4	daiiin	DA+IIN	zweiter · Grad	zweite · Sollstufe	NO
E372	f83r	B5	B5-S003	B5-S003-G03	1	chedy	CHD+Y	setze um · dies	abmessen und umsetzen	NO
E373	f83r	B6	B6-S001	B6-S001-G01	1	solkeey	SOLK+EE+Y	fange auf · länger · dies	auffangen	NO
E374	f83r	B6	B6-S001	B6-S001-G01	2	qekey	E+K+E+Y	kurz · gib zu · kurz · dies	zugeben	NO
E375	f83r	B6	B6-S001	B6-S001-G01	3	raly	R+AL+Y	kühle · dorthin · dies	abkühlen lassen	NO
E376	f83r	B6	B6-S001	B6-S001-G01	4	ol	OL	fort	fort	NO
E377	f83r	B6	B6-S001	B6-S001-G02	1	daiin	AIIN	Maß	Maß	NO
E378	f83r	B6	B6-S001	B6-S001-G02	2	ol	OL	fort	fort	NO
E379	f83r	B6	B6-S001	B6-S001-G02	3	dain	AIN	Teil	Portion	NO
E380	f83r	B6	B6-S001	B6-S001-G02	4	chey	Y	dies	dieser Posten	NO
E381	f83r	B6	B6-S001	B6-S001-G03	1	ldalor	L+AL+OR	führe · dorthin · Ansatz	hinleiten	NO
