codebook_entry_id	entry_type	recognition_form	short_value_de	surface_variants	events_or_uses
R035	PRODUCTIVE_ROOT	S_ADDR	STERNORT	PRODUCTIVE	24
R036	PRODUCTIVE_ROOT	SOLK	AUFFANGEN	PRODUCTIVE	22
R037	PRODUCTIVE_ROOT	EEE	VOLL	PRODUCTIVE	18
R038	PRODUCTIVE_ROOT	LSH	SPÜLEN	PRODUCTIVE	17
R039	PRODUCTIVE_ROOT	LOCAL_CHAR_F	NEBENWEG	PRODUCTIVE	13
R040	PRODUCTIVE_ROOT	CPH	UMLEITEN	PRODUCTIVE	12
R041	PRODUCTIVE_ROOT	HO	TEILSTOFF	PRODUCTIVE	11
R042	PRODUCTIVE_ROOT	AN	ZUSATZ	PRODUCTIVE	9
R043	PRODUCTIVE_ROOT	G_LABEL	PRÜFEN	PRODUCTIVE	7
R044	PRODUCTIVE_ROOT	CFH	TRENNEN	PRODUCTIVE	5
R045	PRODUCTIVE_ROOT	LOCAL_CHAR_G	EINMAL	PRODUCTIVE	5
R046	PRODUCTIVE_ROOT	LOCAL_CHAR_I	UNTERSTUFE	PRODUCTIVE	5
R047	PRODUCTIVE_ROOT	OS	DAZU	PRODUCTIVE	4
R048	PRODUCTIVE_ROOT	D_LABEL	RAND	PRODUCTIVE	3
R049	PRODUCTIVE_ROOT	S_LABEL	RAHMEN	PRODUCTIVE	3
R050	PRODUCTIVE_ROOT	LOCAL_CHAR_B	PAAR	PRODUCTIVE	2
R051	PRODUCTIVE_ROOT	M_LOCAL	MITTE	PRODUCTIVE	2
R052	PRODUCTIVE_ROOT	Z_ADDR	AUSSEN	PRODUCTIVE	2
R053	PRODUCTIVE_ROOT	LD	BEFESTIGEN	PRODUCTIVE	1
R054	PRODUCTIVE_ROOT	LOCAL_CHAR_J	VERBINDEN	PRODUCTIVE	1
R055	PRODUCTIVE_ROOT	LOCAL_CHAR_Z	ZWISCHEN	PRODUCTIVE	1
R056	PRODUCTIVE_ROOT	RESUME_CARD	WIEDER	PRODUCTIVE	1
F001	LEARNED_FORMULA	CHD+Y	DIESEN POSTEN UMSETZEN	chedy|chdy|chedchy	52
F002	LEARNED_FORMULA	SHED+DY	ABSETZEN; ENDE	shedy	46
F003	LEARNED_FORMULA	OK+E+DY	KURZ ANSETZEN; ENDE	qokedy|okedy	45
F004	LEARNED_FORMULA	OK+EE+DY	LAENGER ANSETZEN; ENDE	qokeedy|okeedy	45
F005	LEARNED_FORMULA	OK+Y	DIESEN POSTEN ANSETZEN	qoky|oky|qokchy|choky|okchy|okchey	41
F006	LEARNED_FORMULA	OK+AIN	EINE PORTION ANSETZEN	qokain|okain|chokain	37
F007	LEARNED_FORMULA	OK+EE+Y	LAENGER ANSETZEN	qokeey|okeey|chokeey	30
F008	LEARNED_FORMULA	OK+AIIN	NACH SOLLMASS ANSETZEN	qokaiin|okaiin	26
F009	LEARNED_FORMULA	OK+AL	AN DER ZIELSTELLE ANSETZEN	qokal|okal|chokal	26
F010	LEARNED_FORMULA	SH+E+Y	KURZ HALTEN	shey|tshey	26
F011	LEARNED_FORMULA	OT+Y	DANACH DIESER POSTEN	qoty|oty|qotchy|otchey	24
F012	LEARNED_FORMULA	D_ADDR+AR	AUS DEM BEZEICHNETEN TEIL	dar	21
F013	LEARNED_FORMULA	OK+AR	AUS DER QUELLE ANSETZEN	okar|qokar	21
F014	LEARNED_FORMULA	SH+EE+Y	LAENGER HALTEN	cheey|sheey	21
F015	LEARNED_FORMULA	L+CHD+DY	WEITER UMSETZEN; ENDE	lchedy	20
F016	LEARNED_FORMULA	OT+AR	DANACH AUS DER QUELLE	otar|qotar	19
F017	LEARNED_FORMULA	OK+E+Y	KURZ ANSETZEN	qokey|okey	15
F018	LEARNED_FORMULA	OL+DY	DAMIT FORTFAHREN; ENDE	oldy|qoldy	14
F019	LEARNED_FORMULA	CHEO+L	DEN AUSZUG WEITERFUEHREN	cheol	13
F020	LEARNED_FORMULA	CKH+Y	DURCH DEN DURCHLASS FUEHREN	chckhy|ckhy|qckhsy	13
F021	LEARNED_FORMULA	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	otedy|qotedy	13
F022	LEARNED_FORMULA	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	qoteedy|oteedy	11
F023	LEARNED_FORMULA	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	oteey|qoteey	11
F024	LEARNED_FORMULA	S+AR	QUELLE WAEHLEN	sar	11
F025	LEARNED_FORMULA	CTH+Y	BIS BEREIT FUEHREN	cthy|checthy	10
F026	LEARNED_FORMULA	OT+OR	DER NAECHSTE ANSATZ	otor|qotor	10
F027	LEARNED_FORMULA	S+AIIN	SOLLWERT WAEHLEN	saiin|saii	10
F028	LEARNED_FORMULA	CH+OR	VOM ANSATZ ENTNEHMEN	chor	9
F029	LEARNED_FORMULA	S+AIN	EINHEIT WAEHLEN	sain	9
F030	LEARNED_FORMULA	CHK+E+Y	KURZ BEHANDELN	cheky|chekey	7
F031	LEARNED_FORMULA	S+AL	ZIELSTELLE WAEHLEN	sal	7
F032	LEARNED_FORMULA	SH+EE+DY	LAENGER HALTEN; ENDE	sheedy	7
F033	LEARNED_FORMULA	SH+OL	WEITER HALTEN	shol	7
F034	LEARNED_FORMULA	CHEO+R	AUSZUG MARKIEREN	cheor	6
F035	LEARNED_FORMULA	OK+OL	ANSETZEN UND WEITERFÜHREN	qokol|okol|chokchol|chokol|okchol|qokchol	14
F036	LEARNED_FORMULA	OL+Y	MIT DIESEM POSTEN WEITER	oly|olchey|choly|qoly|qolchey	14
F037	LEARNED_FORMULA	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	qokchdy|okchdy|okchedy	8
F038	LEARNED_FORMULA	OL+CHD+DY	WEITER UMSETZEN; ENDE	olchedy|qolchedy	7
F039	LEARNED_FORMULA	OT+AL	ZUR NÄCHSTEN STELLE	otal|qotal	11
F040	LEARNED_FORMULA	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	dol|dchol	6
F041	LEARNED_FORMULA	LSH+E+DY	KURZ SPÜLEN; ENDE	lshedy	6
F042	LEARNED_FORMULA	SH+E+DY	KURZ HALTEN; ENDE	dshedy	6
F043	LEARNED_FORMULA	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	sheol|dsheol	6
F044	LEARNED_FORMULA	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	cheeky|chkeey	5
F045	LEARNED_FORMULA	D_ADDR+OR	BEZEICHNETER TEILANSATZ	dor	5
F046	LEARNED_FORMULA	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	kar|skar	5
F047	LEARNED_FORMULA	K+OL	WEITER ZUGEBEN	kchol|kol	5
F048	LEARNED_FORMULA	S+OR	ZUBEREITUNGSVARIANTE	sor	5
F049	LEARNED_FORMULA	SOLK+EE+DY	LÄNGER AUFFANGEN; ENDE	olkeedy	5
F050	LEARNED_FORMULA	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	olkeey|solkeey	5
F051	LEARNED_FORMULA	OK+SH+E+DY	ANSETZEN, KURZ HALTEN; ENDE	qokshedy|okshedy	5
F052	LEARNED_FORMULA	P+CHD+DY	EINSETZEN, UMSETZEN; ENDE	pchedy	5
F053	LEARNED_FORMULA	Y+T+Y	DIESEN POSTEN EINSTELLEN	ytchy|yty|ytshy	5
F054	LEARNED_FORMULA	O+CKH+E+Y	DIESEN POSTEN KURZ DURCHFÜHREN	qockhey|ockhey	4
F055	LEARNED_FORMULA	OL+SH+E+DY	WEITER KURZ HALTEN; ENDE	olshedy|solshedy	4
F056	LEARNED_FORMULA	OT+CH+OL	DANACH TEIL ENTNEHMEN UND WEITER	otchol|qotchol	4
F057	LEARNED_FORMULA	T+CHD+Y	DIESEN POSTEN UMSTELLEN	tchedy	4
F058	LEARNED_FORMULA	CH+E+CKH+Y	DIESEN TEIL KURZ DURCHFÜHREN	checkhy	3
F059	LEARNED_FORMULA	CH+O+D_ADDR+Y	DEN BEZEICHNETEN TEIL BEARBEITEN	chody	3
F060	LEARNED_FORMULA	CH+O+S	TEIL BEARBEITEN UND VARIANTE WÄHLEN	chos	3
F061	LEARNED_FORMULA	D_ADDR+CHD+Y	DEN BEZEICHNETEN TEIL UMSETZEN	dchedy	3
F062	LEARNED_FORMULA	L+K+E+DY	AM WEG KURZ ZUGEBEN; ENDE	lkedy	3
F063	LEARNED_FORMULA	OT+CH+OR	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN	otchor|qotchor	3
F064	LEARNED_FORMULA	SH+CKH+E+DY	KURZ IM DURCHLASS HALTEN; ENDE	shckhedy	3
F065	LEARNED_FORMULA	Y+K+EE+Y	DIESEN POSTEN LÄNGER ZUGEBEN	ykeey	5
F066	LEARNED_FORMULA	Y+K+OR	DIESEN POSTEN DEM ANSATZ ZUGEBEN	ykor	3
