statement_id	page	record	events	owner_noun_de	surface_sequence	component_sequence	working_reading_de	global_forms	context_forms	owner_default_forms	override_forms	owner_break_inside_statement	closes
H4-S002	f55v	H4	3	die breitblaettrige rispige Pflanze	daiin chedy talam	AIIN | CHD+Y | TALAM	Bei der breitblaettrigen rispigen Pflanze: Nach Mass den laufenden Posten umsetzen und anschliessend verwahren.	3	0	0	0	NO	NO
H4-S003	f55v	H4	4	die breitblaettrige rispige Pflanze	ykaiin cheoar cheeky oldy	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Mass zudosieren; dann kurz im Gang aus der Quelle abnehmen; dann ihn laenger erwaermen; dann fortsetzen; den Schritt schliessen.	4	0	0	0	NO	YES
H4-S004	f55v	H4	6	die breitblaettrige rispige Pflanze	aiin okal oltchy or y orain	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN	Bei der breitblaettrigen rispigen Pflanze: Nach Mass am Ziel ansetzen, den laufenden Posten weiter eintragen, als Ansatz beibehalten und als Ansatzportion fuehren.	2	1	2	1	NO	NO
H5-S001	f56r	H5	9	die mehrkoepfige stachelige Pflanze	chochor cho chodaly daiin sho kchol otchor choky dal	HO+CH+OR | HO | HO+AL+Y | AIIN | HO | K+OL | OT+CH+OR | OK+Y | AL	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz abnehmen, zum Ziel bringen und nach Mass weiter zudosieren; danach vom Ansatz abnehmen und den Posten am Ziel ansetzen.	9	0	0	0	NO	NO
H5-S002	f56r	H5	4	die mehrkoepfige stachelige Pflanze	schol choy choky cheeckhody	RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Gang durch den Durchlass abnehmen und schliessen.	3	0	1	0	NO	YES
H5-S003	f56r	H5	4	die mehrkoepfige stachelige Pflanze	sh cho kchey qokokchy	SH | HO | K+E+Y | OK+OK+Y	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zudosieren und ihn zweimal ansetzen.	4	0	0	0	NO	NO
H5-S004	f56r	H5	3	die mehrkoepfige stachelige Pflanze	okchy chokcheo kchal	OK+Y | OK+CH+E+O | K+AL	Bei der mehrkoepfigen stacheligen Pflanze: Den laufenden Posten ansetzen; dann kurz im Gang ansetzen und abnehmen; dann zum Ziel zudosieren.	3	0	0	0	NO	NO
H5-S005	f56r	H5	4	die mehrkoepfige stachelige Pflanze	sho chokchy kchoar sotodan	HO | OK+Y | K+HO+AR | OT+O+AIN	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereitstellen, den laufenden Posten ansetzen und die Zutat aus der Quelle zudosieren; danach eine Portion in den Gang nehmen.	3	0	1	0	NO	NO
H5-S006	f56r	H5	3	die mehrkoepfige stachelige Pflanze	otchey keol daiin	OT+Y | K+E+OL | AIIN	Bei der mehrkoepfigen stacheligen Pflanze: Danach den laufenden Posten kurz weiterdosieren, bis das Mass erreicht ist.	3	0	0	0	NO	NO
B1-S001	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	OK+E+DY	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	1	0	0	0	NO	YES
B1-S002	f81v	B1	19	das gemeinsame zweireihige Becken	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	OK+AIIN | K+AIR | OK+AL | AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L | OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zudosieren. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zudosieren, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	15	0	4	0	NO	YES
B1-S003	f81v	B1	2	das gemeinsame zweireihige Becken	qol sshkchdy	OL | SH+K+CHD+DY	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zudosieren und umsetzen; den Schritt schliessen.	1	0	1	0	NO	YES
B1-S004	f81v	B1	3	das gemeinsame zweireihige Becken	chedy ol shedy	CHD+Y | OL | SHED+DY	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	3	0	0	0	NO	YES
B1-S005	f81v	B1	1	das gemeinsame zweireihige Becken	qolchedy	OL+CHD+DY	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B1-S006	f81v	B1	4	das gemeinsame zweireihige Becken	qokain shckhy dl ral	OK+AIN | CKH+Y | L | R+AL	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	3	0	1	0	NO	NO
B1-S007	f81v	B1	1	das gemeinsame zweireihige Becken	qokchdy	OK+CHD+DY	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B1-S008	f81v	B1	5	das gemeinsame zweireihige Becken	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	5	0	0	0	NO	YES
B1-S009	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	OK+E+DY	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B1-S010	f81v	B1	1	das gemeinsame zweireihige Becken	qokedy	OK+E+DY	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B1-S011	f81v	B1	2	das gemeinsame zweireihige Becken	chckhy qoky	CKH+Y | OK+Y	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	2	0	0	0	NO	NO
B1-S012	f81v	B1	3	das gemeinsame zweireihige Becken	lsho qokey lshedy	LSH+O | OK+E+Y | LSH+E+DY	Am gemeinsamen zweireihigen Becken: Den Gang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	2	0	1	0	NO	YES
B1-S013	f81v	B1	1	das gemeinsame zweireihige Becken	lshedy	LSH+E+DY	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	1	0	0	0	NO	YES
B1-S014	f81v	B1	5	das gemeinsame zweireihige Becken	chedy qolky lchedal qol otar	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	4	0	1	0	NO	NO
B1-S015	f81v	B1	2	das gemeinsame zweireihige Becken	ytey okchedy	T+E+Y | OK+CHD+DY	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten eintragen; dann ansetzen und umsetzen; den Schritt schliessen.	2	0	0	0	NO	YES
B1-S016	f81v	B1	4	das gemeinsame zweireihige Becken	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+DY	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	1	0	3	0	NO	YES
B1-S017	f81v	B1	3	das gemeinsame zweireihige Becken	sal teol dchdy	AL | E+OL | CHD+DY	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	2	0	0	1	NO	YES
B1-S018	f81v	B1	4	das gemeinsame zweireihige Becken	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Gang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	4	0	0	0	NO	YES
B1-S019	f81v	B1	1	das gemeinsame zweireihige Becken	tedy	SHED+DY	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	0	0	0	1	NO	YES
B1-S020	f81v	B1	2	das gemeinsame zweireihige Becken	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	2	0	0	0	NO	YES
B1-S021	f81v	B1	1	das gemeinsame zweireihige Becken	chal	AL	Am gemeinsamen zweireihigen Becken: Das Ziel festlegen.	0	0	0	1	NO	NO
B2-S001	f82r	B2	1	die oberen Paarbecken mit Zylinder	dchedy	CHD+DY	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	0	0	1	0	NO	YES
B2-S002	f82r	B2	1	die oberen Paarbecken mit Zylinder	qolchedy	OL+CHD+DY	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S003	f82r	B2	3	die oberen Paarbecken mit Zylinder	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	2	0	1	0	NO	YES
B2-S004	f82r	B2	5	die oberen Paarbecken mit Zylinder	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	An den oberen Paarbecken mit Zylinder: Am Ziel ansetzen; den Posten durch den Durchlass weiterleiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass weiterleiten und schliessen.	5	0	0	0	NO	YES
B2-S005	f82r	B2	8	die oberen Paarbecken mit Zylinder	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	An den oberen Paarbecken mit Zylinder: Den Posten am Ziel ansetzen und nach Mass auffangen. Ihn durch den Durchlass fuehren, zweimal nach Mass ansetzen, im Gang kurz bis zur Bereitschaft fortsetzen, laenger erwaermen, weiterleiten und schliessen.	8	0	0	0	NO	YES
B2-S006	f82r	B2	4	die oberen Paarbecken mit Zylinder	oteey qokal sheckhy qoky	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zum Ziel ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	4	0	0	0	NO	NO
B2-S007	f82r	B2	1	die linke Mittelstation mit Zwischenknoten	dshedy	SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S008	f82r	B2	3	die linke Mittelstation mit Zwischenknoten	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+DY	An der linken Mittelstation mit Zwischenknoten: Danach nach Mass; dann aus der Quelle ansetzen; dann absetzen lassen; den Schritt schliessen.	2	0	1	0	NO	YES
B2-S009	f82r	B2	1	die linke Mittelstation mit Zwischenknoten	solshedy	OL+SH+E+DY	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S010	f82r	B2	4	die linke Mittelstation mit Zwischenknoten	qokeey qoky ls cheey	OK+EE+Y | OK+Y | OL | SH+EE+Y	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann fortsetzen; dann ihn laenger halten.	4	0	0	0	NO	NO
B2-S011	f82r	B2	4	die rechte unklare Mittelstation	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+DY	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	2	1	1	0	NO	YES
B2-S012	f82r	B2	8	die rechte unklare Mittelstation und das untere gruene Figurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten weiterleiten und abnehmen; laenger halten, kurz bereithalten, laenger ansetzen und laenger weiterleiten; nach Mass beibehalten, vollstaendig ansetzen und schliessen.	8	0	0	0	YES	YES
B2-S013	f82r	B2	1	das untere gruene Figurenbecken	lchedy	L+CHD+DY	Am unteren gruenen Figurenbecken: Weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S014	f82r	B2	1	das untere gruene Figurenbecken	lar	L+AR	Am unteren gruenen Figurenbecken: Aus der Quelle weiterleiten.	1	0	0	0	NO	NO
B2-S015	f82r	B2	2	die Randstationen des unteren Beckens	tshey qokeedy	SH+E+Y | OK+EE+DY	An den Randstationen des unteren Beckens: Kurz den laufenden Posten halten; dann laenger ansetzen; den Schritt schliessen.	2	0	0	0	NO	YES
B2-S016	f82r	B2	8	die Randstationen des unteren Beckens	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	An den Randstationen des unteren Beckens: Am Ziel aus der Quelle weiterleiten und umsetzen. Kurz abnehmen und teilen; nach Mass den naechsten Posten laenger fuehren, nach Mass und kurz ansetzen, einfuellen, umsetzen und schliessen.	6	0	2	0	NO	YES
B2-S017	f82r	B2	2	die Randstationen des unteren Beckens	rsheal daldy	R+SH+E+AL | AL+DY	An den Randstationen des unteren Beckens: Am Ziel kurz kuehlen und halten, dann den Zielschritt schliessen.	2	0	0	0	NO	YES
B2-S018	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S019	f82r	B2	1	die Randstationen des unteren Beckens	rshedy	R+SHED+DY	An den Randstationen des unteren Beckens: Kuehlen und absetzen lassen; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S020	f82r	B2	1	die Randstationen des unteren Beckens	qoteedy	OT+EE+DY	An den Randstationen des unteren Beckens: Danach laenger; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S021	f82r	B2	1	die Randstationen des unteren Beckens	qokeedy	OK+EE+DY	An den Randstationen des unteren Beckens: Laenger ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B2-S022	f82r	B2	1	die Randstationen des unteren Beckens	lochedy	L+O+CHD+DY	An den Randstationen des unteren Beckens: Im Gang weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S001	f83r	B3	1	die obere offene Faecherstation	olkeedy	SOLK+EE+DY	An der oberen offenen Faecherstation: Laenger auffangen und den Schritt schliessen.	1	0	0	0	NO	YES
B3-S002	f83r	B3	2	die obere offene Faecherstation	qotal chkeedy	OT+AL | CHK+EE+DY	An der oberen offenen Faecherstation: Danach zum Ziel; dann laenger erwaermen; den Schritt schliessen.	2	0	0	0	NO	YES
B3-S003	f83r	B3	4	die obere offene Faecherstation	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	An der oberen offenen Faecherstation: Den laufenden Posten nach Mass beibehalten, anschliessend weiterleiten und umsetzen, dann schliessen.	4	0	0	0	NO	YES
B3-S004	f83r	B3	3	die obere offene Faecherstation	qokaiin qotal dar	OK+AIIN | OT+AL | AR	An der oberen offenen Faecherstation: Nach Mass ansetzen; danach zum Ziel wechseln und aus der Quelle weiterarbeiten.	2	1	0	0	NO	NO
B3-S005	f83r	B3	1	das runde Mittelgefaess	schedy	CHD+DY	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S006	f83r	B3	3	das runde Mittelgefaess	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zum Ziel ansetzen; dann weiter umsetzen; den Schritt schliessen.	2	0	1	0	NO	YES
B3-S007	f83r	B3	3	das runde Mittelgefaess	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	Am runden Mittelgefaess: Nach Mass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	3	0	0	0	NO	YES
B3-S008	f83r	B3	1	das runde Mittelgefaess	lchedy	L+CHD+DY	Am runden Mittelgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S009	f83r	B3	1	das runde Mittelgefaess	qoky	OK+Y	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	1	0	0	0	NO	NO
B3-S010	f83r	B3	2	das untere Korbgefaess	pchedal otedy	P+CHD+AL | OT+E+DY	Am unteren Korbgefaess: Am Ziel einfuellen und umsetzen; danach den kurzen Folgeschritt schliessen.	2	0	0	0	NO	YES
B3-S011	f83r	B3	4	das untere Korbgefaess	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	4	0	0	0	NO	NO
B3-S012	f83r	B3	2	das untere Korbgefaess	sor shedy	OR | SHED+DY	Am unteren Korbgefaess: Den Ansatz absetzen lassen und den Schritt schliessen.	1	0	1	0	NO	YES
B3-S013	f83r	B3	4	das untere Korbgefaess	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	Am unteren Korbgefaess: Nach Mass ansetzen; dann als Portion zudosieren; dann kurz den laufenden Posten bereithalten; dann kurz ansetzen; den Schritt schliessen.	2	0	2	0	NO	YES
B3-S014	f83r	B3	2	das untere Korbgefaess	okair sheedy	OK+AIR | SH+EE+DY	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.	2	0	0	0	NO	YES
B3-S015	f83r	B3	1	das untere Korbgefaess	lchedy	L+CHD+DY	Am unteren Korbgefaess: Weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S016	f83r	B3	2	das untere Korbgefaess und der bildlich unverbundene Zwischenabschnitt	lo qokchedy	L+O | OK+CHD+DY	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Gang weiterleiten; dann ansetzen und umsetzen; den Schritt schliessen.	1	0	1	0	YES	YES
B3-S017	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokeedy	OK+EE+DY	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S018	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	shedy	SHED+DY	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S019	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokshedy	OK+SH+E+DY	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S020	f83r	B3	2	der bildlich unverbundene Zwischenabschnitt	dal lchedy	AL | L+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	2	0	0	0	NO	YES
B3-S021	f83r	B3	11	der bildlich unverbundene Zwischenabschnitt	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.	7	0	4	0	NO	YES
B3-S022	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qotchedy	OT+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	0	0	1	0	NO	YES
B3-S023	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	lchedy	L+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S024	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	tchedy	CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	0	0	1	0	NO	YES
B3-S025	f83r	B3	1	der bildlich unverbundene Zwischenabschnitt	qokchdy	OK+CHD+DY	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S026	f83r	B3	7	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	6	0	1	0	YES	YES
B3-S027	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qoteedy	OT+EE+DY	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S028	f83r	B3	2	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	OK+EE+Y | OK+E+DY	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	2	0	0	0	NO	YES
B3-S029	f83r	B3	3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten eintragen; dann kurz ansetzen; den Schritt schliessen.	3	0	0	0	NO	YES
B3-S030	f83r	B3	4	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	3	0	1	0	NO	YES
B3-S031	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S032	f83r	B3	5	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	5	0	0	0	NO	YES
B3-S033	f83r	B3	1	das durch den Bogen verbundene Hauptpaar	ldy	L+DY	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	1	0	0	0	NO	YES
B3-S034	f83r	B3	6	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und eintragen; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	4	0	2	0	NO	YES
