card_no	surfaces	component_recipe	compact_atomic_reading_de	card_class	surface_forms	surface_plans	events	pages	copy_rule_de
PROC011	chokchy|okchy|qokchy	OK+Y	ANSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	3	chokchy=ok-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER] | okchy=ok-y[ITEM_CONTINUATION_CARRIER] | qokchy=ok-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER]	3	f10r|f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC012	qotchol	OT+CH+OL	DANACH · ABNEHMEN · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	qotchol=ot-ch-ol[ENTRY_FRAME]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC013	cheol|chol|ol|qol|sol|tol	OL	FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	6	cheol=ol[ENTRY_FRAME] | chol=ol[ENTRY_FRAME] | ol=ol[DIRECT] | qol=ol[ENTRY_FRAME] | sol=ol[ENTRY_FRAME] | tol=ol[ENTRY_FRAME]	19	f10r|f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC014	checthy|cthy|shcthy	CTH+Y	BEREIT · DIES	COMPOSED_WITH_BOUND_RENDERER	3	checthy=cth-y[ENTRY_FRAME] | cthy=cth-y[DIRECT] | shcthy=cth-y[ENTRY_FRAME]	7	f10r|f11r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC015	ycheor	Y+CH+E+OR	DIES · ABNEHMEN · KURZ · ANSATZ	COMPOSED_DIRECT_ALL_FORMS	1	ycheor=y-ch-e-or[DIRECT]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC016	chor|or|shor|sor	OR	ANSATZ	COMPOSED_WITH_BOUND_RENDERER	4	chor=or[ENTRY_FRAME] | or=or[DIRECT] | shor=or[ENTRY_FRAME] | sor=or[ENTRY_FRAME]	7	f10r|f55v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC017	cthaiin	CTH+AIIN	BEREIT · MASS	COMPOSED_DIRECT_ALL_FORMS	1	cthaiin=cth-aiin[DIRECT]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC018	qoctholy	O+CTH+OL+Y	GANG · BEREIT · FORTSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qoctholy=o-cth-ol-y[ENTRY_FRAME]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC019	chey|chy|dy|shy|sy|y	Y	DIES	COMPOSED_WITH_BOUND_RENDERER	6	chey=y[ENTRY_FRAME] | chy=y[ENTRY_FRAME] | dy=y[ENTRY_FRAME] | shy=y[ENTRY_FRAME] | sy=y[ENTRY_FRAME] | y=y[DIRECT]	18	f10r|f11r|f55v|f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC020	otchor|qotchor	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	2	otchor=ot-ch-or[DIRECT] | qotchor=ot-ch-or[ENTRY_FRAME]	2	f10r|f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC021	otol	OT+OL	DANACH · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	otol=ot-ol[DIRECT]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC022	cholor|olor	OL+OR	FORTSETZEN · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	2	cholor=ol-or[ENTRY_FRAME] | olor=ol-or[DIRECT]	2	f10r|f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC023	oykchor	O+Y+K+OR	GANG · DIES · ZUDOSIEREN · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	1	oykchor=o-y-k-or[TRANSFER_LINKER]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC024	kaiiin	K+IIN	ZUDOSIEREN · STUFE	COMPOSED_WITH_BOUND_RENDERER	1	kaiiin=k-iin[IIN_STRETCH]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC025	chodaiin	CH+O+AIIN	ABNEHMEN · GANG · MASS	COMPOSED_WITH_BOUND_RENDERER	1	chodaiin=ch-o-aiin[ADDRESS_HINGE]	1	f10r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC026	tshol	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	tshol=t-sh-ol[DIRECT]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC027	schoal	SH+O+AL	HALTEN · GANG · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	schoal=sch-o-al[DIRECT]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	COMPOSED_DIRECT_ALL_FORMS	1	cfhy=cfh-y[DIRECT]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · MASS	COMPOSED_WITH_BOUND_RENDERER	1	shfydaiin=sh-y-aiin[ITEM_CONTINUATION_CARRIER>ADDRESS_HINGE]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC030	cphy	P+Y	EINFUELLEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	cphy=p-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC031	cheey|shey	SH+EE+Y	HALTEN · LANG · DIES	COMPOSED_DIRECT_ALL_FORMS	2	cheey=ch-ee-y[DIRECT] | shey=sh-e-y[DIRECT]	4	f11r|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC032	tchody	T+CH+O+DY	EINTRAGEN · ABNEHMEN · GANG · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	tchody=t-ch-o-dy[DIRECT]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · GANG · DIES · EINTRAGEN · DIES	COMPOSED_DIRECT_ALL_FORMS	1	shoyty=sh-o-y-t-y[DIRECT]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC034	dchol|schol	RESUME_CARD	WIEDERAUFNEHMEN	MEMORIZED_WHOLE_COMMAND	2	dchol=chol[ENTRY_FRAME] | schol=chol[ENTRY_FRAME]	2	f11r|f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC035	kchy	K+Y	ZUDOSIEREN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	kchy=k-y[ITEM_CONTINUATION_CARRIER]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC036	qotchy	OT+Y	DANACH · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qotchy=ot-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC037	okchol	OK+OL	ANSETZEN · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	okchol=ok-ol[ITEM_CONTINUATION_CARRIER]	1	f11r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC038	okaiin|qokaiin	OK+AIIN	ANSETZEN · MASS	COMPOSED_WITH_BOUND_RENDERER	2	okaiin=ok-aiin[DIRECT] | qokaiin=ok-aiin[ENTRY_FRAME]	9	f55v|f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC039	ykain	Y+K+AIN	DIES · ZUDOSIEREN · PORTION	COMPOSED_DIRECT_ALL_FORMS	1	ykain=y-k-ain[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC040	ykan	Y+K+AN	DIES · ZUDOSIEREN · NACHGABE	COMPOSED_DIRECT_ALL_FORMS	1	ykan=y-k-an[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC041	ody	O+DY	GANG · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	ody=o-dy[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC042	chdy|chedy	CHD+Y	UMSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	2	chdy=ch-y[CHD_JOINT] | chedy=ch-y[CHD_JOINT]	11	f55v|f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC043	talam	TALAM	VERWAHREN	MEMORIZED_WHOLE_COMMAND	1	talam=talam[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC044	ykaiin	Y+K+AIIN	DIES · ZUDOSIEREN · MASS	COMPOSED_DIRECT_ALL_FORMS	1	ykaiin=y-k-aiin[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC045	cheoar	CH+E+O+AR	ABNEHMEN · KURZ · GANG · QUELLE	COMPOSED_DIRECT_ALL_FORMS	1	cheoar=ch-e-o-ar[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	COMPOSED_WITH_BOUND_RENDERER	1	cheeky=ch-ee-y[ITEM_CONTINUATION_CARRIER]	2	f55v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC047	oldy	OL+DY	FORTSETZEN · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	oldy=ol-dy[DIRECT]	2	f55v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC048	okal|qokal	OK+AL	ANSETZEN · ZIEL	COMPOSED_WITH_BOUND_RENDERER	2	okal=ok-al[DIRECT] | qokal=ok-al[ENTRY_FRAME]	6	f55v|f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC049	oltchy	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	oltchy=ol-t-y[ITEM_CONTINUATION_CARRIER]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC050	orain	OR+AIN	ANSATZ · PORTION	COMPOSED_DIRECT_ALL_FORMS	1	orain=or-ain[DIRECT]	1	f55v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC051	chochor	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	1	chochor=ho-ch-or[ENTRY_FRAME]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC052	cho|sho	HO	ZUTAT	COMPOSED_WITH_BOUND_RENDERER	2	cho=ho[ENTRY_FRAME] | sho=ho[ENTRY_FRAME]	4	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIEL · DIES	COMPOSED_WITH_BOUND_RENDERER	1	chodaly=ho-al-y[ENTRY_FRAME>ADDRESS_HINGE]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC054	kchol	K+OL	ZUDOSIEREN · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	kchol=k-ol[TRANSFER_LINKER]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC055	al|chal|cheal|dal|sal|tal	AL	ZIEL	COMPOSED_WITH_BOUND_RENDERER	6	al=al[DIRECT] | chal=al[ENTRY_FRAME] | cheal=al[ENTRY_FRAME] | dal=al[ENTRY_FRAME] | sal=al[ENTRY_FRAME] | tal=al[ENTRY_FRAME]	10	f56r|f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC056	choy	HO+Y	ZUTAT · DIES	COMPOSED_WITH_BOUND_RENDERER	1	choy=ho-y[ENTRY_FRAME]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC057	cheeckhody	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	cheeckhody=ch-ee-ckh-o-dy[DIRECT]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC058	sh	SH	HALTEN	COMPOSED_DIRECT_ALL_FORMS	1	sh=sh[DIRECT]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC059	kchey	K+E+Y	ZUDOSIEREN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	kchey=k-e-y[TRANSFER_LINKER]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qokokchy=ok-ok-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	COMPOSED_WITH_BOUND_RENDERER	1	chokcheo=ok-ch-e-o[ENTRY_FRAME]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC062	kchal	K+AL	ZUDOSIEREN · ZIEL	COMPOSED_WITH_BOUND_RENDERER	1	kchal=k-al[ADDRESS_HINGE]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC063	kchoar	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	COMPOSED_WITH_BOUND_RENDERER	1	kchoar=k-ho-ar[TRANSFER_LINKER]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC064	sotodan	OT+O+AIN	DANACH · GANG · PORTION	COMPOSED_WITH_BOUND_RENDERER	1	sotodan=ot-o-an[ENTRY_FRAME>ADDRESS_HINGE]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC065	otchey	OT+Y	DANACH · DIES	COMPOSED_WITH_BOUND_RENDERER	1	otchey=ot-y[ITEM_CONTINUATION_CARRIER]	2	f56r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC066	keol	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	keol=k-e-ol[DIRECT]	1	f56r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokedy=ok-e-dy[ENTRY_FRAME]	8	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC068	kair	K+AIR	ZUDOSIEREN · LAUF	COMPOSED_DIRECT_ALL_FORMS	1	kair=k-air[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC069	chkain|kain	K+AIN	ZUDOSIEREN · PORTION	COMPOSED_WITH_BOUND_RENDERER	2	chkain=k-ain[ENTRY_FRAME] | kain=k-ain[DIRECT]	3	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC070	olkain|qolkain	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	COMPOSED_WITH_BOUND_RENDERER	2	olkain=ol-k-ain[DIRECT] | qolkain=ol-k-ain[ENTRY_FRAME]	2	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC071	rol	R+OL	KUEHLEN · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	rol=r-ol[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC072	dl	L	WEITERLEITEN	COMPOSED_WITH_BOUND_RENDERER	1	dl=l[ENTRY_FRAME]	2	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	sheckhal=sh-e-ckh-al[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIEL	COMPOSED_WITH_BOUND_RENDERER	1	qokeedal=ok-ee-al[ENTRY_FRAME>ADDRESS_HINGE]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC075	chckhy|shckhy	CKH+Y	DURCHLASS · DIES	COMPOSED_WITH_BOUND_RENDERER	2	chckhy=ckh-y[ENTRY_FRAME] | shckhy=ckh-y[ENTRY_FRAME]	4	f81v|f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC076	dchedy|schedy|tchedy	CHD+DY	UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	3	dchedy=ch-dy[ENTRY_FRAME>CHD_JOINT] | schedy=ch-dy[ENTRY_FRAME>CHD_JOINT] | tchedy=ch-dy[ENTRY_FRAME>CHD_JOINT]	4	f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	sshkchdy=sh-k-ch-dy[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC078	cheedy|shedy|tedy	SHED+DY	ABSETZEN · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	3	cheedy=chee-dy[DIRECT] | shedy=she-dy[DIRECT] | tedy=te-dy[DIRECT]	12	f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC079	olchedy|qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	2	olchedy=ol-ch-dy[CHD_JOINT] | qolchedy=ol-ch-dy[ENTRY_FRAME>CHD_JOINT]	3	f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	COMPOSED_WITH_BOUND_RENDERER	2	okain=ok-ain[DIRECT] | qokain=ok-ain[ENTRY_FRAME]	7	f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC081	ral	R+AL	KUEHLEN · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	ral=r-al[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokchdy=ok-ch-dy[ENTRY_FRAME]	3	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	cheky=ch-e-y[ITEM_CONTINUATION_CARRIER]	3	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC084	lsho	LSH+O	WASCHEN · GANG	COMPOSED_DIRECT_ALL_FORMS	1	lsho=lsh-o[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	2	okey=ok-e-y[DIRECT] | qokey=ok-e-y[ENTRY_FRAME]	2	f81v|f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	lshedy=lsh-e-dy[DIRECT]	2	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC087	qolky	SOLK+Y	AUFFANGEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qolky=olk-y[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC088	lchedal	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIEL	COMPOSED_WITH_BOUND_RENDERER	1	lchedal=l-ch-al[CHD_JOINT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC089	otar	OT+AR	DANACH · QUELLE	COMPOSED_DIRECT_ALL_FORMS	1	otar=ot-ar[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC090	ytey	T+E+Y	EINTRAGEN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	ytey=t-e-y[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
