master_card_id	master_form	registered_surfaces	semantic_atoms	current_spoken_default_de	teaching_layer	drawer	event_count	records
MC025	dchedy	dchedy|schedy|tchedy	CHD+CLOSE	übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	B1|B2|B3
MC026	choky	choky|oky|qoky	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE	10	B1|B2|B3|B4|H1|H5
MC027	oykchor	oykchor	Y+KCH+OR	Posten · bearbeiten · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2
MC028	olchedy	olchedy|qolchedy	OL+CHD+CLOSE	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B2|B3
MC029	lar	lar	L+AR	abführen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC030	lo	lo	L	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC031	dalchdy	dalchdy	AL+CHD+CLOSE	Zielstelle · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC032	cheeky	cheeky	CHK+EE+Y	länger bearbeiten	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H4
MC033	oiiin	oiiin|soiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2	B1|B3
MC034	cho	cho|sho	HO	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	H5
MC035	chckhy	chckhy|shckhy	CKH+Y	durchführen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	4	B1|B2
MC036	solkaiin	solkaiin	SOLK+AIIN	auffangen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC037	tchody	tchody	HO+CLOSE	Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3
MC038	lshedy	lshedy	WASH+CLOSE	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	2	B1
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	AIIN	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5
MC040	okal	okal|qokal	OK+AL	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE	6	B1|B2|B3|H4
MC041	okchol	okchol	OK+OL	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3
MC042	cheedar	cheedar	CHD+AR	übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC043	shecthedchy	shecthedchy	CTH+CHD+Y	bereitstellen · übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC044	qokar	qokar	OK+AR	einsetzen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC045	olkeedy	olkeedy|solkeedy	SOLK+EE+CLOSE	länger auffangen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3
MC046	raly	raly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6
MC047	ykain	ykain	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4
MC048	kaiiin	kaiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H2
MC049	schoal	schoal	HO+AL	Zutat · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3
MC050	solkey	solkey	SOLK+E+Y	auffangen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4
MC051	lchedal	lchedal	L+CHD+AL	abführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1
MC052	qekey	qekey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B6
MC053	otol	otol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H2
MC054	qokaly	qokaly	OK+AL+Y	einsetzen · Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC055	char	char|dar|sar	AR	davon	REVISED_SHARED_17	ACTIVE_CORE	5	B1|B2|B3|H1|H2
MC056	ral	ral	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1
MC057	otchedy	otchedy|qotchedy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	2	B3
MC058	sheckhal	sheckhal	CKH+E+AL	Durchgang · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1
MC059	dain	dain	DAIN	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	2	B4|B6
MC060	otaiin	otaiin|sotaiin	OT+AIIN	nächstes Sollmaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B2|B3
MC061	sshkchdy	sshkchdy	SH+KCH+CHD+CLOSE	halten · bearbeiten · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1
MC062	shoyty	shoyty	HO+Y+TY	Zutat · Posten · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3
MC063	oteey	oteey	OT+EE+Y	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2
MC064	chedchy	chedchy	CHD+Y	übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC065	ls	ls	L	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC066	lcheey	lcheey	L+CHEEY	abführen · Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC067	otchdy	otchdy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5
MC068	sotodan	sotodan	OT+DAN	danach · anwenden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H5
MC069	otytchol	otytchol	OT+TY+OL	danach · Teil · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H1
MC070	pchedy	pchedy	P+CHD+CLOSE	zuführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC071	dchey	dchey	DCHE+Y	Wurzel · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1
MC072	orain	orain	OR+AIN	Ansatz · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3
MC074	chdy	chdy|chedy	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE	11	B1|B3|B4|B5|H4
MC075	ycheor	ycheor	Y+CHEO+OR	Posten · Auszug · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2
MC076	dsheol	dsheol	SH+E+OL	halten · kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1
MC077	kchal	kchal	KCH+AL	bearbeiten · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	H5
MC078	olsaly	olsaly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC079	daldy	daldy	AL+CLOSE	Zielstelle; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC080	chor	chor|or|shor|sor	OR	Arbeitsansatz	REVISED_SHARED_17	ACTIVE_CORE	7	B3|B4|H2|H4
MC081	okair	okair	OK+AIR	einsetzen · Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC082	qokeedy	qokeedy	OK+EE+CLOSE	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	10	B2|B3|B4
MC083	qokedy	qokedy	OK+E+CLOSE	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B1|B3|B4
MC084	rshedy	rshedy	WASH+CLOSE	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC085	cheoar	cheoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4
MC086	chety	chety|chty	PARTITION+TY	einen Teil abtrennen	REVISED_SHARED_17	ACTIVE_CORE	2	B3|H1
MC087	chodaiin	chodaiin	HO+AIIN	Zutat · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2
MC088	qokchdy	qokchdy	OK+CHD+CLOSE	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B5
MC089	skar	skar	SK+AR	ausgießen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4
MC090	kchol	kchol	KCH+OL	bearbeiten · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H5
MC091	dairydy	dairydy	AIR+Y+CLOSE	Flüssigkeitslauf · Posten; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4
MC092	lol	lol	L+OL	abführen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5
MC093	otal	otal|qotal	OT+AL	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B3|B4
MC094	cheeety	cheeety	EEE+TY	vollständig · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC095	sheey	sheey	SH+EE+Y	halten · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4
MC096	qokeedal	qokeedal	OK+EE+AL	einsetzen · länger · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1
MC097	olkain	olkain|qolkain	OL+AIN	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2	B1|B4
MC098	tshol	tshol	HO+L	Zutat · abführen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3
MC099	cheeckhody	cheeckhody	EE+CKH+HO+CLOSE	länger · Durchgang · Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H5
MC100	ody	ody	ODY	kühlen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H4
MC101	ldalor	ldalor	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6
MC102	rsheal	rsheal	SH+E+AL	halten · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	diesen Posten weiterbearbeiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	H1|H5
MC104	keol	keol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5
MC105	chkain	chkain|kain	AIN	einen Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B4
MC106	teol	teol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1
MC107	qotchy	qotchy	OT+Y	danach · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3
MC108	etyd	etyd	E+TY	kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H1
MC109	ytey	ytey	Y+E+TY	Posten · kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1
MC110	chkeedy	chkeedy	CHK+EE+CLOSE	wärmen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC111	shfydaiin	shfydaiin	SH+AIIN	halten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H3
MC112	octheol	octheol	CTH+OL	bereitstellen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC113	shedal	shedal	SHED+AL	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3|B5
MC114	sh	sh	SH	halten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5
MC115	qoctholy	qoctholy	CTH+OL+Y	bereitstellen · weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2
MC116	schedair	schedair	AIR	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC117	kchy	kchy	KCH+Y	bearbeiten · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	H3
MC118	ly	ly	L+Y	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1
MC119	cheey	cheey|shey	CHEEY	Klarlauf	REVISED_SHARED_17	ACTIVE_CORE	4	B2|B4|H3
MC120	okaiin	okaiin|qokaiin	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE	9	B1|B2|B3|H4
MC121	otar	otar	OT+AR	danach · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1
MC122	kchey	kchey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5
MC123	chey	chey|chy|dy|shy|sy|y	Y	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE	18	B1|B2|B3|B4|B6|H2|H3|H4
MC124	lkedy	lkedy	L+E+CLOSE	abführen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4
MC125	chochor	chochor	HO+OR	Zutat · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5
MC126	pchedal	pchedal	P+CHD+AL	zuführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC127	lched	lched	L+CHD	abführen · übertragen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC128	cheedy	cheedy|shedy|tedy	SHED+E+CLOSE	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	12	B1|B2|B3|B4
MC129	cfhy	cfhy	CFH+Y	auswringen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3
MC130	lsho	lsho	WASH	waschen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1
MC131	choy	choy	HO+Y	Zutat · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5
MC132	sheckhy	sheckhy	CKH+E+Y	Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC133	lcheckhedy	lcheckhedy	L+CKHE+CLOSE	abführen · trennen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC134	qolky	qolky	OL	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B1
MC135	otedy	otedy	OT+E+CLOSE	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3
MC136	kchoar	kchoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5
MC137	shecthy	shecthy	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC138	dshedy	dshedy	SHED+E+CLOSE	absetzen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC139	dchdy	dchdy	CHD+CLOSE	übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1
MC140	qokeeedy	qokeeedy	OK+EEE+CLOSE	einsetzen · vollständig; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC141	tshey	tshey	CHEEY	Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC142	dchol	dchol|schol	DCHOL	vom vorigen Posten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	2	H3|H5
MC143	shckhedy	shckhedy	CKHE+CLOSE	seihen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4
MC144	chldaiin	chldaiin	SHED+AIIN	absetzen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC145	chedain	chedain	CHD+AIN	übertragen · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3
MC146	chealror	chealror	AL+OR	Zielstelle · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	B3
MC147	cheky	cheky	CHK+E+Y	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4
MC148	ykan	ykan	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4
MC149	solshedy	solshedy	OL+SHED+CLOSE	weiter · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC150	okeeol	okeeol	OK+EE+OL	einsetzen · länger · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4
MC151	qokshedy	qokshedy	OK+SHED+CLOSE	einsetzen · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3
MC152	ches	ches	PARTITION	teilen	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	B2
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	REVISED_SHARED_17	ACTIVE_CORE	19	B1|B3|B4|B5|B6|H1|H2
MC154	al	al|chal|cheal|dal|sal|tal	AL	dorthin	REVISED_SHARED_17	ACTIVE_CORE	10	B1|B2|B3|B4|B5|H5
MC155	lchedy	lchedy	L+CHD+CLOSE	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B2|B3|B4
MC156	cphy	cphy	CPH+Y	nachseihen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3
MC157	cholor	cholor|olor	OL+OR	damit weiter	REVISED_SHARED_17	ACTIVE_CORE	2	B1|H2
MC158	cthoor	cthoor	CTH+OR	bereitstellen · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1
MC159	os	os	OS	Gefäß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1
MC160	talam	talam	AL+AM	Zielstelle · verwahren	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H4
MC161	checthy	checthy|cthy|shcthy	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE	7	B3|H1|H2|H3
MC162	qolchey	qolchey	OL+Y	weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B4
MC163	qotchol	qotchol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H1
MC164	qokylddy	qokylddy	OK+Y+LDDY	einsetzen · Posten · festbinden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	B4
MC165	qockhey	qockhey	OK+CKH+E+Y	einsetzen · Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B4
MC166	chkeey	chkeey	CHK+EE+Y	wärmen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2
MC167	lochedy	lochedy	L+CHD+CLOSE	abführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2
MC168	lcheckhy	lcheckhy	L+CKH+Y	abführen · Durchgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2
MC169	cthaiin	cthaiin	CTH+AIIN	bereitstellen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2
MC170	ykaiin	ykaiin	Y+AIIN	Posten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4
MC171	otchey	otchey	OT+Y	der nächste Posten	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H5
MC172	daiiin	daiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	B5
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3
