event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	current_spoken_default_de	teaching_layer	drawer
37	H2-S003	H2	f10r	dy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
38	H2-S003	H2	f10r	chodaiin	MC087	Zutat · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
39	H3-S001	H3	f11r	tshol	MC098	Zutat · abführen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
40	H3-S001	H3	f11r	schoal	MC049	Zutat · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
41	H3-S001	H3	f11r	cfhy	MC129	auswringen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
42	H3-S001	H3	f11r	shfydaiin	MC111	halten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
43	H3-S001	H3	f11r	cphy	MC156	nachseihen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
44	H3-S001	H3	f11r	shey	MC119	Klarlauf	REVISED_SHARED_17	ACTIVE_CORE
45	H3-S001	H3	f11r	tchody	MC037	Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
46	H3-S002	H3	f11r	shoyty	MC062	Zutat · Posten · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
47	H3-S003	H3	f11r	dchol	MC142	vom vorigen Posten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
48	H3-S003	H3	f11r	chy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
49	H3-S003	H3	f11r	kchy	MC117	bearbeiten · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION
50	H3-S003	H3	f11r	dy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
51	H3-S003	H3	f11r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
52	H3-S004	H3	f11r	qotchy	MC107	danach · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
53	H3-S004	H3	f11r	okchol	MC041	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
54	H3-S004	H3	f11r	cthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE
55	H3-S004	H3	f11r	dy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
56	H4-S001	H4	f55v	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
57	H4-S001	H4	f55v	chaiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
58	H4-S001	H4	f55v	ykain	MC047	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
59	H4-S001	H4	f55v	ykan	MC148	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
60	H4-S001	H4	f55v	ody	MC100	kühlen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
61	H4-S002	H4	f55v	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
62	H4-S002	H4	f55v	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
63	H4-S002	H4	f55v	talam	MC160	Zielstelle · verwahren	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE
64	H4-S003	H4	f55v	ykaiin	MC170	Posten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
65	H4-S003	H4	f55v	cheoar	MC085	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
66	H4-S003	H4	f55v	cheeky	MC032	länger bearbeiten	REVISED_SHARED_17	ACTIVE_CORE
67	H4-S003	H4	f55v	oldy	MC019	fortsetzen; abschließen	REVISED_SHARED_17	ACTIVE_CORE
68	H4-S004	H4	f55v	aiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
69	H4-S004	H4	f55v	okal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
70	H4-S004	H4	f55v	oltchy	MC021	weiter · bereitstellen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
71	H4-S004	H4	f55v	or	MC080	Arbeitsansatz	REVISED_SHARED_17	ACTIVE_CORE
72	H4-S004	H4	f55v	y	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
73	H4-S004	H4	f55v	orain	MC072	Ansatz · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
74	H5-S001	H5	f56r	chochor	MC125	Zutat · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
75	H5-S001	H5	f56r	cho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
76	H5-S001	H5	f56r	chodaly	MC010	Zutat · Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
77	H5-S001	H5	f56r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
78	H5-S001	H5	f56r	sho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
79	H5-S001	H5	f56r	kchol	MC090	bearbeiten · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
80	H5-S001	H5	f56r	otchor	MC013	nächster Arbeitsansatz	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
81	H5-S001	H5	f56r	choky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
82	H5-S001	H5	f56r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
83	H5-S002	H5	f56r	schol	MC142	vom vorigen Posten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
84	H5-S002	H5	f56r	choy	MC131	Zutat · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
85	H5-S002	H5	f56r	choky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
86	H5-S002	H5	f56r	cheeckhody	MC099	länger · Durchgang · Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
87	H5-S003	H5	f56r	sh	MC114	halten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
88	H5-S003	H5	f56r	cho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
89	H5-S003	H5	f56r	kchey	MC122	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
90	H5-S003	H5	f56r	qokokchy	MC015	einsetzen · einsetzen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION
91	H5-S004	H5	f56r	okchy	MC103	diesen Posten weiterbearbeiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
92	H5-S004	H5	f56r	chokcheo	MC006	einsetzen · Auszug	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
93	H5-S004	H5	f56r	kchal	MC077	bearbeiten · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
94	H5-S005	H5	f56r	sho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
95	H5-S005	H5	f56r	chokchy	MC103	diesen Posten weiterbearbeiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
96	H5-S005	H5	f56r	kchoar	MC136	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
97	H5-S005	H5	f56r	sotodan	MC068	danach · anwenden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE
98	H5-S006	H5	f56r	otchey	MC171	der nächste Posten	REVISED_SHARED_17	ACTIVE_CORE
99	H5-S006	H5	f56r	keol	MC104	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
100	H5-S006	H5	f56r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
101	B1-S001	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
102	B1-S002	B1	f81v	okaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
103	B1-S002	B1	f81v	kair	MC023	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
104	B1-S002	B1	f81v	okal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
105	B1-S002	B1	f81v	sar	MC055	davon	REVISED_SHARED_17	ACTIVE_CORE
106	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
107	B1-S002	B1	f81v	kain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
108	B1-S002	B1	f81v	olkain	MC097	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
109	B1-S002	B1	f81v	al	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
110	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
111	B1-S002	B1	f81v	rol	MC016	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
112	B1-S002	B1	f81v	dl	MC012	Zusatz	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
113	B1-S002	B1	f81v	olor	MC157	damit weiter	REVISED_SHARED_17	ACTIVE_CORE
114	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
115	B1-S002	B1	f81v	sheckhal	MC058	Durchgang · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
116	B1-S002	B1	f81v	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
117	B1-S002	B1	f81v	qokeedal	MC096	einsetzen · länger · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
118	B1-S002	B1	f81v	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
119	B1-S002	B1	f81v	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
120	B1-S002	B1	f81v	schedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
121	B1-S003	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
122	B1-S003	B1	f81v	sshkchdy	MC061	halten · bearbeiten · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
123	B1-S004	B1	f81v	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
124	B1-S004	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
125	B1-S004	B1	f81v	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
126	B1-S005	B1	f81v	qolchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
127	B1-S006	B1	f81v	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
128	B1-S006	B1	f81v	shckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
129	B1-S006	B1	f81v	dl	MC012	Zusatz	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
130	B1-S006	B1	f81v	ral	MC056	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
131	B1-S007	B1	f81v	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
132	B1-S008	B1	f81v	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
133	B1-S008	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
134	B1-S008	B1	f81v	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
135	B1-S008	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
136	B1-S008	B1	f81v	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
137	B1-S009	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
138	B1-S010	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
139	B1-S011	B1	f81v	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
140	B1-S011	B1	f81v	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
141	B1-S012	B1	f81v	lsho	MC130	waschen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
142	B1-S012	B1	f81v	qokey	MC007	kurz einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
143	B1-S012	B1	f81v	lshedy	MC038	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
144	B1-S013	B1	f81v	lshedy	MC038	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
145	B1-S014	B1	f81v	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
146	B1-S014	B1	f81v	qolky	MC134	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
147	B1-S014	B1	f81v	lchedal	MC051	abführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
148	B1-S014	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
149	B1-S014	B1	f81v	otar	MC121	danach · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
150	B1-S015	B1	f81v	ytey	MC109	Posten · kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
151	B1-S015	B1	f81v	okchedy	MC005	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
152	B1-S016	B1	f81v	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
153	B1-S016	B1	f81v	okeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
154	B1-S016	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
155	B1-S016	B1	f81v	cheedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
156	B1-S017	B1	f81v	sal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
157	B1-S017	B1	f81v	teol	MC106	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
158	B1-S017	B1	f81v	dchdy	MC139	übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
159	B1-S018	B1	f81v	ly	MC118	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
160	B1-S018	B1	f81v	dsheol	MC076	halten · kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
161	B1-S018	B1	f81v	oiiin	MC033	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
162	B1-S018	B1	f81v	olkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
163	B1-S019	B1	f81v	tedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
164	B1-S020	B1	f81v	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
165	B1-S020	B1	f81v	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
166	B1-S021	B1	f81v	chal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
167	B2-S001	B2	f82r	dchedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
168	B2-S002	B2	f82r	qolchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
169	B2-S003	B2	f82r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
170	B2-S003	B2	f82r	dy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
171	B2-S003	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
172	B2-S004	B2	f82r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
173	B2-S004	B2	f82r	lcheckhy	MC168	abführen · Durchgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
174	B2-S004	B2	f82r	lched	MC127	abführen · übertragen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
175	B2-S004	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
176	B2-S004	B2	f82r	lcheckhedy	MC133	abführen · trennen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
177	B2-S005	B2	f82r	qokaly	MC054	einsetzen · Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
178	B2-S005	B2	f82r	solkaiin	MC036	auffangen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
179	B2-S005	B2	f82r	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
180	B2-S005	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
181	B2-S005	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
182	B2-S005	B2	f82r	octheol	MC112	bereitstellen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
183	B2-S005	B2	f82r	chkeey	MC166	wärmen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
184	B2-S005	B2	f82r	ldy	MC004	abziehen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
185	B2-S006	B2	f82r	oteey	MC063	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
186	B2-S006	B2	f82r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
187	B2-S006	B2	f82r	sheckhy	MC132	Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
188	B2-S006	B2	f82r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
189	B2-S007	B2	f82r	dshedy	MC138	absetzen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
190	B2-S008	B2	f82r	sotaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
191	B2-S008	B2	f82r	qokar	MC044	einsetzen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
193	B2-S009	B2	f82r	solshedy	MC149	weiter · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
194	B2-S010	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
195	B2-S010	B2	f82r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
196	B2-S010	B2	f82r	ls	MC065	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
197	B2-S010	B2	f82r	cheey	MC119	Klarlauf	REVISED_SHARED_17	ACTIVE_CORE
198	B2-S011	B2	f82r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
199	B2-S011	B2	f82r	char	MC055	davon	REVISED_SHARED_17	ACTIVE_CORE
200	B2-S011	B2	f82r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
201	B2-S011	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
202	B2-S012	B2	f82r	lchy	MC008	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
203	B2-S012	B2	f82r	cheey	MC119	Klarlauf	REVISED_SHARED_17	ACTIVE_CORE
204	B2-S012	B2	f82r	qcthey	MC073	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
205	B2-S012	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
206	B2-S012	B2	f82r	lcheey	MC066	abführen · Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
208	B2-S012	B2	f82r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
209	B2-S012	B2	f82r	qokeeedy	MC140	einsetzen · vollständig; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
210	B2-S013	B2	f82r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
211	B2-S014	B2	f82r	lar	MC029	abführen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
212	B2-S015	B2	f82r	tshey	MC141	Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
213	B2-S015	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
214	B2-S016	B2	f82r	cheal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
