witness	word	value	provenance
FULL01_independent	shedain	RETURN	unchanged GDT1013 saved dictionary
FULL01_independent	sheedy	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	sheekar	M	unchanged GDT1013 saved dictionary
FULL01_independent	shos	LEAVE	unchanged GDT1013 saved dictionary
FULL01_independent	solkaiin	ALL	unchanged GDT1013 saved dictionary
FULL01_independent	solkchy	LEAVE	unchanged GDT1013 saved dictionary
FULL01_independent	sor	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL01_independent	taipar	ALONE	unchanged GDT1013 saved dictionary
FULL01_independent	tchdy	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	todalain	W	unchanged GDT1013 saved dictionary
FULL01_independent	tshol	THEN	unchanged GDT1013 saved dictionary
FULL01_independent	y	THERE	unchanged GDT1013 saved dictionary
FULL01_independent	yk	AT_MOST_ONE	unchanged GDT1013 saved dictionary
FULL01_independent	ykaiin	BESIDES	unchanged GDT1013 saved dictionary
FULL01_independent	ykain	RETURN	unchanged GDT1013 saved dictionary
FULL01_independent	ykeey	C	unchanged GDT1013 saved dictionary
FULL01_independent	ytchdy	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL02_primary	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL02_primary	[sh:{c's}]ear	LEAVE	unchanged GDT1013 saved dictionary
FULL02_primary	ald	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	alol	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	ar	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	ariin	EXAMPLE	unchanged GDT1013 saved dictionary
FULL02_primary	chckhy	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	chedy	G	unchanged GDT1013 saved dictionary
FULL02_primary	cheeor	FAR_BANK	unchanged GDT1013 saved dictionary
FULL02_primary	chefchdy	TAKE_OUT	unchanged GDT1013 saved dictionary
FULL02_primary	chkaiin	RETURN	unchanged GDT1013 saved dictionary
FULL02_primary	chky	M	unchanged GDT1013 saved dictionary
FULL02_primary	chody	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	daiiin	W	unchanged GDT1013 saved dictionary
FULL02_primary	daiin	HARM	unchanged GDT1013 saved dictionary
FULL02_primary	dair	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	dar	M	unchanged GDT1013 saved dictionary
FULL02_primary	dariin	UNSAFE	unchanged GDT1013 saved dictionary
FULL02_primary	darin	ATTENDED_BY	unchanged GDT1013 saved dictionary
FULL02_primary	dy	W	unchanged GDT1013 saved dictionary
FULL02_primary	ka[r:s]	M	unchanged GDT1013 saved dictionary
FULL02_primary	kaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL02_primary	kar	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	kchdy	WITH_TRIP	unchanged GDT1013 saved dictionary
FULL02_primary	kchedy	LEAVE	unchanged GDT1013 saved dictionary
FULL02_primary	keodaiin	W	unchanged GDT1013 saved dictionary
FULL02_primary	laiin	B	unchanged GDT1013 saved dictionary
FULL02_primary	o	WITH_TRIP	unchanged GDT1013 saved dictionary
FULL02_primary	ockhody	C	unchanged GDT1013 saved dictionary
FULL02_primary	odam	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	okain	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	okal	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	okam	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	okar	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	okchedy	C	unchanged GDT1013 saved dictionary
FULL02_primary	okeody	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	oky	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL02_primary	ol	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	olfchedy	COLOC	unchanged GDT1013 saved dictionary
FULL02_primary	olk[ee:a]dy	WITHOUT_HARM	unchanged GDT1013 saved dictionary
FULL02_primary	olkair	CARGOS	unchanged GDT1013 saved dictionary
FULL02_primary	ols	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	opalke	UNHARMED	unchanged GDT1013 saved dictionary
FULL02_primary	opchey	HOME	unchanged GDT1013 saved dictionary
FULL02_primary	or	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	orolkain	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	orsheckhy	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL02_primary	otaiin	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	otal	AT_MOST_ONE	unchanged GDT1013 saved dictionary
FULL02_primary	otchdy	WITHOUT_AGENT	unchanged GDT1013 saved dictionary
FULL02_primary	pchdy	G	unchanged GDT1013 saved dictionary
FULL02_primary	psheor	INIT	unchanged GDT1013 saved dictionary
FULL02_primary	qokaiin	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	qokain	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	qokas	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	qokchdy	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	qokedy	C	unchanged GDT1013 saved dictionary
FULL02_primary	qoky	FERRY	unchanged GDT1013 saved dictionary
FULL02_primary	qop[eee:che]dar	M	unchanged GDT1013 saved dictionary
FULL02_primary	qotal	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	qotor	GOAL	unchanged GDT1013 saved dictionary
FULL02_primary	she	BESIDES	unchanged GDT1013 saved dictionary
FULL02_primary	shedain	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	sheedy	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	sheekar	WHEN	unchanged GDT1013 saved dictionary
FULL02_primary	shos	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	solkaiin	ALL	unchanged GDT1013 saved dictionary
FULL02_primary	solkchy	LEAVE	unchanged GDT1013 saved dictionary
FULL02_primary	sor	G	unchanged GDT1013 saved dictionary
FULL02_primary	taipar	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	tchdy	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	todalain	FIRST_CARGO	unchanged GDT1013 saved dictionary
FULL02_primary	tshol	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	y	THEN	unchanged GDT1013 saved dictionary
FULL02_primary	yk	PAIRS	unchanged GDT1013 saved dictionary
FULL02_primary	ykaiin	FORBIDDEN	unchanged GDT1013 saved dictionary
FULL02_primary	ykain	W	unchanged GDT1013 saved dictionary
FULL02_primary	ykeey	THERE	unchanged GDT1013 saved dictionary
FULL02_primary	ytchdy	FIRST_CARGO	unchanged GDT1013 saved dictionary
FULL02_independent	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL02_independent	[sh:{c's}]ear	ALONE	unchanged GDT1013 saved dictionary
FULL02_independent	ald	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	alol	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	ar	LEAVE	unchanged GDT1013 saved dictionary
FULL02_independent	ariin	WHEN	unchanged GDT1013 saved dictionary
FULL02_independent	chckhy	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	chedy	G	unchanged GDT1013 saved dictionary
FULL02_independent	cheeor	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL02_independent	chefchdy	HARM	unchanged GDT1013 saved dictionary
FULL02_independent	chkaiin	WOULD_BE	unchanged GDT1013 saved dictionary
FULL02_independent	chky	M	unchanged GDT1013 saved dictionary
FULL02_independent	chody	PAIRED_WITH	unchanged GDT1013 saved dictionary
FULL02_independent	daiiin	G	unchanged GDT1013 saved dictionary
FULL02_independent	daiin	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	dair	GOAL	unchanged GDT1013 saved dictionary
FULL02_independent	dar	G	unchanged GDT1013 saved dictionary
FULL02_independent	dariin	M	unchanged GDT1013 saved dictionary
FULL02_independent	darin	ATTENDED_BY	unchanged GDT1013 saved dictionary
FULL02_independent	dy	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	ka[r:s]	FORBIDDEN	unchanged GDT1013 saved dictionary
FULL02_independent	kaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL02_independent	kar	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	kchdy	UNATTENDED	unchanged GDT1013 saved dictionary
FULL02_independent	kchedy	NEXT	unchanged GDT1013 saved dictionary
FULL02_independent	keodaiin	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	laiin	WITHOUT_HARM	unchanged GDT1013 saved dictionary
FULL02_independent	o	FAR_BANK	unchanged GDT1013 saved dictionary
FULL02_independent	ockhody	G	unchanged GDT1013 saved dictionary
FULL02_independent	odam	UNSAFE	unchanged GDT1013 saved dictionary
FULL02_independent	okain	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	okal	W	unchanged GDT1013 saved dictionary
FULL02_independent	okam	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	okar	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	okchedy	WITHOUT_AGENT	unchanged GDT1013 saved dictionary
FULL02_independent	okeody	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	oky	FERRY	unchanged GDT1013 saved dictionary
FULL02_independent	ol	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL02_independent	olfchedy	COLOC	unchanged GDT1013 saved dictionary
FULL02_independent	olk[ee:a]dy	G	unchanged GDT1013 saved dictionary
FULL02_independent	olkair	CARGOS	unchanged GDT1013 saved dictionary
FULL02_independent	ols	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	opalke	UNHARMED	unchanged GDT1013 saved dictionary
FULL02_independent	opchey	HOME	unchanged GDT1013 saved dictionary
FULL02_independent	or	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	orolkain	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	orsheckhy	NEXT	unchanged GDT1013 saved dictionary
FULL02_independent	otaiin	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	otal	UNSAFE	unchanged GDT1013 saved dictionary
FULL02_independent	otchdy	EXAMPLE	unchanged GDT1013 saved dictionary
FULL02_independent	pchdy	G	unchanged GDT1013 saved dictionary
FULL02_independent	psheor	INIT	unchanged GDT1013 saved dictionary
FULL02_independent	qokaiin	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	qokain	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	qokas	FERRY	unchanged GDT1013 saved dictionary
FULL02_independent	qokchdy	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	qokedy	C	unchanged GDT1013 saved dictionary
FULL02_independent	qoky	FERRY	unchanged GDT1013 saved dictionary
FULL02_independent	qop[eee:che]dar	M	unchanged GDT1013 saved dictionary
FULL02_independent	qotal	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	qotor	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	she	PAIRS	unchanged GDT1013 saved dictionary
FULL02_independent	shedain	RETURN	unchanged GDT1013 saved dictionary
FULL02_independent	sheedy	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	sheekar	M	unchanged GDT1013 saved dictionary
FULL02_independent	shos	LEAVE	unchanged GDT1013 saved dictionary
FULL02_independent	solkaiin	ALL	unchanged GDT1013 saved dictionary
FULL02_independent	solkchy	LEAVE	unchanged GDT1013 saved dictionary
FULL02_independent	sor	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL02_independent	taipar	ALONE	unchanged GDT1013 saved dictionary
FULL02_independent	tchdy	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	todalain	W	unchanged GDT1013 saved dictionary
FULL02_independent	tshol	THEN	unchanged GDT1013 saved dictionary
FULL02_independent	y	THERE	unchanged GDT1013 saved dictionary
FULL02_independent	yk	AT_MOST_ONE	unchanged GDT1013 saved dictionary
FULL02_independent	ykaiin	BESIDES	unchanged GDT1013 saved dictionary
FULL02_independent	ykain	RETURN	unchanged GDT1013 saved dictionary
FULL02_independent	ykeey	C	unchanged GDT1013 saved dictionary
FULL02_independent	ytchdy	CONVEY_OUT	unchanged GDT1013 saved dictionary
FULL03_primary	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL03_primary	[sh:{c's}]ear	WITHOUT_HARM	unchanged GDT1013 saved dictionary
FULL03_primary	ald	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	alol	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	ar	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	ariin	WHEN	unchanged GDT1013 saved dictionary
FULL03_primary	chckhy	THERE	unchanged GDT1013 saved dictionary
FULL03_primary	chedy	G	unchanged GDT1013 saved dictionary
FULL03_primary	cheeor	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	chefchdy	W	unchanged GDT1013 saved dictionary
FULL03_primary	chkaiin	OTHER_CARGO	unchanged GDT1013 saved dictionary
FULL03_primary	chky	M	unchanged GDT1013 saved dictionary
FULL03_primary	chody	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL03_primary	daiiin	G	unchanged GDT1013 saved dictionary
FULL03_primary	daiin	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	dair	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	dar	G	unchanged GDT1013 saved dictionary
FULL03_primary	dariin	M	unchanged GDT1013 saved dictionary
FULL03_primary	darin	ATTENDED_BY	unchanged GDT1013 saved dictionary
FULL03_primary	dy	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	ka[r:s]	FORBIDDEN	unchanged GDT1013 saved dictionary
FULL03_primary	kaiin	LEAVE	unchanged GDT1013 saved dictionary
FULL03_primary	kar	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	kchdy	C	unchanged GDT1013 saved dictionary
FULL03_primary	kchedy	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	keodaiin	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	laiin	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL03_primary	o	W	unchanged GDT1013 saved dictionary
FULL03_primary	ockhody	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	odam	JOINING_RESULT	unchanged GDT1013 saved dictionary
FULL03_primary	okain	GOAL	unchanged GDT1013 saved dictionary
FULL03_primary	okal	OTHER_CARGO	unchanged GDT1013 saved dictionary
FULL03_primary	okam	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL03_primary	okar	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	okchedy	WITHOUT_AGENT	unchanged GDT1013 saved dictionary
FULL03_primary	okeody	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	oky	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	ol	HARM	unchanged GDT1013 saved dictionary
FULL03_primary	olfchedy	COLOC	unchanged GDT1013 saved dictionary
FULL03_primary	olk[ee:a]dy	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	olkair	CARGOS	unchanged GDT1013 saved dictionary
FULL03_primary	ols	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	opalke	UNHARMED	unchanged GDT1013 saved dictionary
FULL03_primary	opchey	HOME	unchanged GDT1013 saved dictionary
FULL03_primary	or	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	orolkain	C	unchanged GDT1013 saved dictionary
FULL03_primary	orsheckhy	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	otaiin	THERE	unchanged GDT1013 saved dictionary
FULL03_primary	otal	UNSAFE	unchanged GDT1013 saved dictionary
FULL03_primary	otchdy	EXAMPLE	unchanged GDT1013 saved dictionary
FULL03_primary	pchdy	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	psheor	INIT	unchanged GDT1013 saved dictionary
FULL03_primary	qokaiin	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	qokain	THERE	unchanged GDT1013 saved dictionary
FULL03_primary	qokas	COLOC	unchanged GDT1013 saved dictionary
FULL03_primary	qokchdy	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	qokedy	C	unchanged GDT1013 saved dictionary
FULL03_primary	qoky	FERRY	unchanged GDT1013 saved dictionary
FULL03_primary	qop[eee:che]dar	M	unchanged GDT1013 saved dictionary
FULL03_primary	qotal	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	qotor	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	she	PAIRS	unchanged GDT1013 saved dictionary
FULL03_primary	shedain	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	sheedy	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	sheekar	M	unchanged GDT1013 saved dictionary
FULL03_primary	shos	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	solkaiin	ALL	unchanged GDT1013 saved dictionary
FULL03_primary	solkchy	LEAVE	unchanged GDT1013 saved dictionary
FULL03_primary	sor	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	taipar	RETURN_EXCLUDING	unchanged GDT1013 saved dictionary
FULL03_primary	tchdy	REST_CARGO	unchanged GDT1013 saved dictionary
FULL03_primary	todalain	FIRST_CARGO	unchanged GDT1013 saved dictionary
FULL03_primary	tshol	G	unchanged GDT1013 saved dictionary
FULL03_primary	y	THEN	unchanged GDT1013 saved dictionary
FULL03_primary	yk	AT_MOST_ONE	unchanged GDT1013 saved dictionary
FULL03_primary	ykaiin	BESIDES	unchanged GDT1013 saved dictionary
FULL03_primary	ykain	FAR_BANK	unchanged GDT1013 saved dictionary
FULL03_primary	ykeey	W	unchanged GDT1013 saved dictionary
FULL03_primary	ytchdy	THEN	unchanged GDT1013 saved dictionary
FULL03_independent	[a:y]lo[s:r]am	THUS	unchanged GDT1013 saved dictionary
FULL03_independent	[sh:{c's}]ear	ALONE	unchanged GDT1013 saved dictionary
FULL03_independent	ald	THEN	unchanged GDT1013 saved dictionary
FULL03_independent	alol	THERE	unchanged GDT1013 saved dictionary
FULL03_independent	ar	LEAVE	unchanged GDT1013 saved dictionary
FULL03_independent	ariin	WHEN	unchanged GDT1013 saved dictionary
FULL03_independent	chckhy	THERE	unchanged GDT1013 saved dictionary
