witness	context	status	successful_safe_paths	failed_safe_prefixes	open_choice_prefixes	multi_eligible_prefixes	then_positions	lifts	first_failure	independent_meaning_capacity
FULL06_primary	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	1	10	8	7	27	18	"{""clause"":""S18"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S02"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S06"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S08"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S11"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S12"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""R""}},{""clause"":""S17"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S18"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL06_independent	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	1	1	1	1	24	18	"{""clause"":""S36"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S07"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""L""}},{""clause"":""S16"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S31"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S32"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S34"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S36"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL07_primary	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	2	8	8	8	39	12	"{""clause"":""S22"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S13"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S16"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S19"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""R""}},{""clause"":""S20"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}}],""attempt"":{""clause"":""S22"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL07_independent	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	1	1	2	1	24	12	"{""clause"":""S19"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S17"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}}],""attempt"":{""clause"":""S19"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL08_primary	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	2	14	10	9	25	12	"{""clause"":""S05"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S04"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}}],""attempt"":{""clause"":""S05"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL08_independent	ZL3b|f50r|f50r.1-f50r.10	SUFFICIENT	1	0	1	0	24	12	null	0
FULL09_primary	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	1	3	4	3	33	12	"{""clause"":""S23"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S06"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""W"":""R""}},{""clause"":""S08"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""W"":""R""}},{""clause"":""S15"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""W"":""R""}},{""clause"":""S21"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S23"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL10_primary	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	3	22	17	16	26	12	"{""clause"":""S22"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S07"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S11"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S13"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S16"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S17"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""R""}},{""clause"":""S20"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S22"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL10_independent	ZL3b|f50r|f50r.1-f50r.10	INSUFFICIENT	1	1	1	1	24	12	"{""clause"":""S36"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S07"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""L""}},{""clause"":""S16"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S31"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S32"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S34"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S36"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL11_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	8	5	5	31	24	"{""clause"":""S12"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S02"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S03"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S05"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""R""}},{""clause"":""S09"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}}],""attempt"":{""clause"":""S12"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL12_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	2	3	3	3	30	24	"{""clause"":""S23"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S02"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S03"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S04"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S15"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S16"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""R""}},{""clause"":""S21"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}}],""attempt"":{""clause"":""S23"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL13_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	11	8	8	24	18	"{""clause"":""S22"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S02"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S03"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S04"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S05"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S11"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""R""}},{""clause"":""S15"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S16"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""R""}},{""clause"":""S18"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S22"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL14_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	2	2	1	28	18	"{""clause"":""S16"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S06"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S08"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S12"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}}],""attempt"":{""clause"":""S16"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""R""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL15_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	2	2	2	23	18	"{""clause"":""S45"",""reason"":""FINAL_LOCAL_ASSERTION_FALSE"",""trace"":[{""clause"":""S04"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S05"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S07"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S08"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S13"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""R""}},{""clause"":""S14"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S18"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S21"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S22"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S26"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S34"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""R""}}],""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""R""}}"	0
FULL16_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	3	3	2	22	18	"{""clause"":""S19"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S08"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S10"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""L""}},{""clause"":""S13"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S14"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S16"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S17"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""L""}}],""attempt"":{""clause"":""S19"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""L""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL17_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	2	2	2	17	12	"{""clause"":""S15"",""reason"":""FIXED_TRIP_FAILED"",""trace"":[{""clause"":""S03"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S04"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""L""}},{""clause"":""S05"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S06"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""L"",""W"":""L""}},{""clause"":""S07"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S09"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S12"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S13"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""L""}}],""attempt"":{""clause"":""S15"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""R"",""G"":""R"",""W"":""L""}},""reasons"":[""CARGO_NOT_AT_AGENT""]}"	0
FULL18_primary	IT2a|f50r|f50r.1-f50r.10	INSUFFICIENT	1	1	2	1	36	12	"{""clause"":""S54"",""reason"":""FINAL_LOCAL_ASSERTION_FALSE"",""trace"":[{""clause"":""S12"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S15"",""load"":null,""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S17"",""load"":""C"",""positions"":{""M"":""R"",""B"":""R"",""C"":""R"",""G"":""R"",""W"":""L""}},{""clause"":""S23"",""load"":""C"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S29"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S39"",""load"":""W"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""R"",""W"":""L""}},{""clause"":""S42"",""load"":""W"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}},{""clause"":""S43"",""load"":""G"",""positions"":{""M"":""L"",""B"":""L"",""C"":""L"",""G"":""L"",""W"":""R""}},{""clause"":""S49"",""load"":""G"",""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}}],""positions"":{""M"":""R"",""B"":""R"",""C"":""L"",""G"":""R"",""W"":""R""}}"	0
