frame_id	visible_frame	recipe_frame	surface	occurrence_role	full_recipe	support_tier	observed_requirement_modes	frame_position	frame_realization_trace	same_mode_bridge_contacts	guard
F001	she	SH+E	lsheody	STRONG_PEER	L+SH+E+O+D_ADDR+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	INTERNAL	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	olsheor	STRONG_PEER	OL+SH+E+OR	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	INTERNAL	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	psheody	STRONG_PEER	P+SH+E+O+D_ADDR+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	INTERNAL	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shedshey	STRONG_PEER	SH+E+D_ADDR+SH+E+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekair	SEQUENCE_TARGET	SH+E+K+AIR	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	REQUIRES_ACTIVE_ARGUMENT	START	she→SH+E	tosheo	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekaly	SEQUENCE_TARGET	SH+E+K+AL+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	lsheody|olsheor|psheody|shedshey|shekeefy|shekeey|shekey|sheocthy|sheod|sheodaiin|sheoy|ykshedy|yshedair	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekeefy	STRONG_PEER	SH+E+K+EE+LOCAL_CHAR_F+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekeey	STRONG_PEER	SH+E+K+EE+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekey	STRONG_PEER	SH+E+K+E+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	shekol	SEQUENCE_TARGET	SH+E+K+OL	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	REQUIRES_ACTIVE_ARGUMENT	START	she→SH+E	tosheo	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	sheocthy	STRONG_PEER	SH+E+O+CH+T+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	sheod	STRONG_PEER	SH+E+O+D_ADDR	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	sheodaiin	STRONG_PEER	SH+E+O+D_ADDR+AIIN	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	sheoy	STRONG_PEER	SH+E+O+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	tosheo	STRONG_PEER	T+O+SH+E+O	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	REQUIRES_ACTIVE_ARGUMENT	INTERNAL	she→SH+E	dalalshedy|shekair|shekol	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	ykshedy	STRONG_PEER	Y+K+SH+E+DY	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	INTERNAL	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F001	she	SH+E	yshedair	STRONG_PEER	Y+SH+E+D_ADDR+AIR	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	INTERNAL	she→SH+E	shekaly	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F004	shy	SH+Y	dolarshy	STRONG_PEER	D_ADDR+OL+AR+SH+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	END	sh→SH | y→Y	shyshol|tolshy	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F004	shy	SH+Y	shyshol	SEQUENCE_TARGET	SH+Y+SH+OL	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	START	sh→SH | y→Y	dolarshy|shytchy	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F004	shy	SH+Y	shytchy	STRONG_PEER	SH+Y+T+CH+Y	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	SELF_CONTAINED	START	sh→SH | y→Y	shyshol|tolshy	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
F004	shy	SH+Y	tolshy	SEQUENCE_TARGET	T+OL+SH+Y	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	SELF_CONTAINED	END	sh→SH | y→Y	dolarshy|shytchy	EXACT_FRAME_OCCURRENCE_INSIDE_FULL_OLD_ALIAS_COVER
