unified_id	layer	page	local_unit	local_statement_or_locus	source_id	surface	opaque_identity	working_reading_de	picture_contribution_de	master_contribution_de
U067	WHAT_PREPARATION	f55v	H4	H4-S003	E067	oldy	PROC047	WEITER · SCHLUSS	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U068	WHAT_PREPARATION	f55v	H4	H4-S004	E068	aiin	PROC009	SOLLMASS	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U069	WHAT_PREPARATION	f55v	H4	H4-S004	E069	okal	PROC048	ANSETZEN · ZIELSTELLE	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U070	WHAT_PREPARATION	f55v	H4	H4-S004	E070	oltchy	PROC049	WEITER · BEARBEITEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U071	WHAT_PREPARATION	f55v	H4	H4-S004	E071	or	PROC016	ANSATZ	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U072	WHAT_PREPARATION	f55v	H4	H4-S004	E072	y	PROC019	POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U073	WHAT_PREPARATION	f55v	H4	H4-S004	E073	orain	PROC050	ANSATZ · PORTION	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U074	WHAT_PREPARATION	f56r	H5	H5-S001	E074	chochor	PROC051	ZUTAT · ENTNEHMEN · ANSATZ	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U075	WHAT_PREPARATION	f56r	H5	H5-S001	E075	cho	PROC052	ZUTAT	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U076	WHAT_PREPARATION	f56r	H5	H5-S001	E076	chodaly	PROC053	ZUTAT · ZIELSTELLE · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U077	WHAT_PREPARATION	f56r	H5	H5-S001	E077	daiin	PROC009	SOLLMASS	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U078	WHAT_PREPARATION	f56r	H5	H5-S001	E078	sho	PROC052	ZUTAT	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U079	WHAT_PREPARATION	f56r	H5	H5-S001	E079	kchol	PROC054	ZUGEBEN · WEITER	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U080	WHAT_PREPARATION	f56r	H5	H5-S001	E080	otchor	PROC020	DANACH · ENTNEHMEN · ANSATZ	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U081	WHAT_PREPARATION	f56r	H5	H5-S001	E081	choky	PROC008	ANSETZEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U082	WHAT_PREPARATION	f56r	H5	H5-S001	E082	dal	PROC055	ZIELSTELLE	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U083	WHAT_PREPARATION	f56r	H5	H5-S002	E083	schol	PROC034	DAVON	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U084	WHAT_PREPARATION	f56r	H5	H5-S002	E084	choy	PROC056	ZUTAT · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U085	WHAT_PREPARATION	f56r	H5	H5-S002	E085	choky	PROC008	ANSETZEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U086	WHAT_PREPARATION	f56r	H5	H5-S002	E086	cheeckhody	PROC057	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U087	WHAT_PREPARATION	f56r	H5	H5-S003	E087	sh	PROC058	HALTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U088	WHAT_PREPARATION	f56r	H5	H5-S003	E088	cho	PROC052	ZUTAT	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U089	WHAT_PREPARATION	f56r	H5	H5-S003	E089	kchey	PROC059	ZUGEBEN · KURZ · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U090	WHAT_PREPARATION	f56r	H5	H5-S003	E090	qokokchy	PROC060	ANSETZEN · ANSETZEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U091	WHAT_PREPARATION	f56r	H5	H5-S004	E091	okchy	PROC011	ANSETZEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U092	WHAT_PREPARATION	f56r	H5	H5-S004	E092	chokcheo	PROC061	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U093	WHAT_PREPARATION	f56r	H5	H5-S004	E093	kchal	PROC062	ZUGEBEN · ZIELSTELLE	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U094	WHAT_PREPARATION	f56r	H5	H5-S005	E094	sho	PROC052	ZUTAT	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U095	WHAT_PREPARATION	f56r	H5	H5-S005	E095	chokchy	PROC011	ANSETZEN · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U096	WHAT_PREPARATION	f56r	H5	H5-S005	E096	kchoar	PROC063	ZUGEBEN · ZUTAT · QUELLE	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U097	WHAT_PREPARATION	f56r	H5	H5-S005	E097	sotodan	PROC064	DANACH · ARBEITSGANG · PORTION	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U098	WHAT_PREPARATION	f56r	H5	H5-S006	E098	otchey	PROC065	DANACH · POSTEN	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U099	WHAT_PREPARATION	f56r	H5	H5-S006	E099	keol	PROC066	ZUGEBEN · KURZ · WEITER	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U100	WHAT_PREPARATION	f56r	H5	H5-S006	E100	daiin	PROC009	SOLLMASS	abgebildete Pflanze als Besitzer	konkreter Pflanzen- und Produktname; reale Maß-/Zeitwerte
U101	HOW_APPLICATION	f81v	B1	B1-S001	E101	qokedy	PROC067	ANSETZEN · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U102	HOW_APPLICATION	f81v	B1	B1-S002	E102	okaiin	PROC038	ANSETZEN · SOLLMASS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U103	HOW_APPLICATION	f81v	B1	B1-S002	E103	kair	PROC068	ZUGEBEN · WASSER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U104	HOW_APPLICATION	f81v	B1	B1-S002	E104	okal	PROC048	ANSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U105	HOW_APPLICATION	f81v	B1	B1-S002	E105	sar	PROC003	QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U106	HOW_APPLICATION	f81v	B1	B1-S002	E106	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U107	HOW_APPLICATION	f81v	B1	B1-S002	E107	kain	PROC069	ZUGEBEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U108	HOW_APPLICATION	f81v	B1	B1-S002	E108	olkain	PROC070	WEITER · ZUGEBEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U109	HOW_APPLICATION	f81v	B1	B1-S002	E109	al	PROC055	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U110	HOW_APPLICATION	f81v	B1	B1-S002	E110	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U111	HOW_APPLICATION	f81v	B1	B1-S002	E111	rol	PROC071	KUEHLEN · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U112	HOW_APPLICATION	f81v	B1	B1-S002	E112	dl	PROC072	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U113	HOW_APPLICATION	f81v	B1	B1-S002	E113	olor	PROC022	WEITER · ANSATZ	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U114	HOW_APPLICATION	f81v	B1	B1-S002	E114	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U115	HOW_APPLICATION	f81v	B1	B1-S002	E115	sheckhal	PROC073	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U116	HOW_APPLICATION	f81v	B1	B1-S002	E116	daiin	PROC009	SOLLMASS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U117	HOW_APPLICATION	f81v	B1	B1-S002	E117	qokeedal	PROC074	ANSETZEN · LANG · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U118	HOW_APPLICATION	f81v	B1	B1-S002	E118	daiin	PROC009	SOLLMASS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U119	HOW_APPLICATION	f81v	B1	B1-S002	E119	chckhy	PROC075	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U120	HOW_APPLICATION	f81v	B1	B1-S002	E120	schedy	PROC076	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U121	HOW_APPLICATION	f81v	B1	B1-S003	E121	qol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U122	HOW_APPLICATION	f81v	B1	B1-S003	E122	sshkchdy	PROC077	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U123	HOW_APPLICATION	f81v	B1	B1-S004	E123	chedy	PROC042	UMSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U124	HOW_APPLICATION	f81v	B1	B1-S004	E124	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U125	HOW_APPLICATION	f81v	B1	B1-S004	E125	shedy	PROC078	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U126	HOW_APPLICATION	f81v	B1	B1-S005	E126	qolchedy	PROC079	WEITER · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U127	HOW_APPLICATION	f81v	B1	B1-S006	E127	qokain	PROC080	ANSETZEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U128	HOW_APPLICATION	f81v	B1	B1-S006	E128	shckhy	PROC075	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U129	HOW_APPLICATION	f81v	B1	B1-S006	E129	dl	PROC072	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U130	HOW_APPLICATION	f81v	B1	B1-S006	E130	ral	PROC081	KUEHLEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
