page	locus	position_count	changed_position_ids	changed_position_count	lexical_core_changed_position_ids	lexical_core_changed_position_count	v98r1_reader_sha256	v99_reader_sha256	reader_changed	v98r1_reader_de	v99_reader_de	score_changes	component_global_exports	historical_confirmation
f112r	f112r.36	6	NONE	0	NONE	0	25767a8bbe11be26595ae964d681362a5157b98e73d2dcf6606cad27344b1ffa	25767a8bbe11be26595ae964d681362a5157b98e73d2dcf6606cad27344b1ffa	0	Samen, Charge II · Ansatz · trockene Mischung, Anfangsstufe · Holzansatz, trocken auf Stufe II · heißer Ansatz am Ende des Grades · ein Maß Holz	Samen, Charge II · Ansatz · trockene Mischung, Anfangsstufe · Holzansatz, trocken auf Stufe II · heißer Ansatz am Ende des Grades · ein Maß Holz	0	0	H0_NONE
f112v	f112v.10	4	NONE	0	NONE	0	0c42d93a02dc52c9ae42c8622cf3f499494845a79da4b3ae7438c14684f573d5	0c42d93a02dc52c9ae42c8622cf3f499494845a79da4b3ae7438c14684f573d5	0	Grad II · feucht, Endstufe · heiß-trockene Zubereitung; Mittelstufe erreicht · zwei Portionen	Grad II · feucht, Endstufe · heiß-trockene Zubereitung; Mittelstufe erreicht · zwei Portionen	0	0	H0_NONE
f113v	f113v.12	5	NONE	0	NONE	0	82741fe1da011d049c0808c559b5beda37b90bbb9cb58a3b2f81fce094e9dee6	82741fe1da011d049c0808c559b5beda37b90bbb9cb58a3b2f81fce094e9dee6	0	bis zur Mittelstufe getrocknete Samenmasse · fertiges kalt angefeuchtetes Mazerat · Anteil I der Holzdroge · Holzansatz, bis Mittelstufe getrocknet · zwei Portionen	bis zur Mittelstufe getrocknete Samenmasse · fertiges kalt angefeuchtetes Mazerat · Anteil I der Holzdroge · Holzansatz, bis Mittelstufe getrocknet · zwei Portionen	0	0	H0_NONE
f113v	f113v.17	7	NONE	0	NONE	0	ff1b18e4f57d660e28b0c98e060efba590f4e917eeed9f280b6476db70f67807	ff1b18e4f57d660e28b0c98e060efba590f4e917eeed9f280b6476db70f67807	0	drei Teile des Samenanteils I · mittlere Feuchtstufe erreicht · trocken gebundenes Holz, Form II · heißer Holzanteil I · heißer Ansatz, Grad III · drei Portionen Krautdroge · hiervon eine Portion bis zur letzten Stufe abkühlen	drei Teile des Samenanteils I · mittlere Feuchtstufe erreicht · trocken gebundenes Holz, Form II · heißer Holzanteil I · heißer Ansatz, Grad III · drei Portionen Krautdroge · hiervon eine Portion bis zur letzten Stufe abkühlen	0	0	H0_NONE
f113v	f113v.3	7	NONE	0	NONE	0	f08d1046c48efa6589544a6b4c0113fcfb252a033886f23f775c59be6e32896a	f08d1046c48efa6589544a6b4c0113fcfb252a033886f23f775c59be6e32896a	0	Samenanteil I · Menge III · Anteil I des abgekühlten Trockenansatzes · Anteil I des vollständig erhitzten Auszugs · heiß, Grad II · Holz-Grundansatz · ein Maß Holz	Samenanteil I · Menge III · Anteil I des abgekühlten Trockenansatzes · Anteil I des vollständig erhitzten Auszugs · heiß, Grad II · Holz-Grundansatz · ein Maß Holz	0	0	H0_NONE
f114r	f114r.24	13	NONE	0	NONE	0	1b33e807e19ab03235289baf6203f3c38a1a12a60b2b2c4692ebcda3e450a685	1b33e807e19ab03235289baf6203f3c38a1a12a60b2b2c4692ebcda3e450a685	0	eine abgemessene kalt-trockene Menge III auf Mittelstufe · abgemessenes Material I · Pflanzenteil · nachgetrocknetes Pulver, Form II · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · trockene Mischung im Ansatz, Grundstufe · eine trockene Zubereitung · Anteil III der vorstehenden trockenen Zubereitung · trocken-kalt am Gradanfang · Pulverzubereitung aus Trockengut · Samenanteil II · Mischung, Grundform · abgemessener Anteil II	eine abgemessene kalt-trockene Menge III auf Mittelstufe · abgemessenes Material I · Pflanzenteil · nachgetrocknetes Pulver, Form II · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · trockene Mischung im Ansatz, Grundstufe · eine trockene Zubereitung · Anteil III der vorstehenden trockenen Zubereitung · trocken-kalt am Gradanfang · Pulverzubereitung aus Trockengut · Samenanteil II · Mischung, Grundform · abgemessener Anteil II	0	0	H0_NONE
f114r	f114r.26	10	P142	1	P142	1	5ddcbb5b94ad9d9ae224fc76f577d322087f56a17c2b0d4cc2cf899313676b81	b0f84450f2a920326ae73da2ab11f4a93e1a6f5834bb8876f6dc938c01d487bd	1	hiervon drei Dosen des zweiten Trockenansatzes abmessen · Anteil III des heißen Holzansatzes · heiß, Grad III · trockene Zubereitung, Menge III · Anteil I des heißen Ansatzes · heiß, Stufe III · heißer Ansatz, Grad III · getrocknete Masse · Grundansatz aus Anteil II der vorstehenden getrockneten Masse · ein Maß Holz	drei Portionen des zweiten Trockenansatzes abmessen · Anteil III des heißen Holzansatzes · heiß, Grad III · trockene Zubereitung, Menge III · Anteil I des heißen Ansatzes · heiß, Stufe III · heißer Ansatz, Grad III · getrocknete Masse · Grundansatz aus Anteil II der vorstehenden getrockneten Masse · ein Maß Holz	0	0	H0_NONE
f114v	f114v.36	11	NONE	0	NONE	0	5b02aefdedfdb36f8ab0cb014b0337b72b9ecead55147331d133ffedf7f82eed	5b02aefdedfdb36f8ab0cb014b0337b72b9ecead55147331d133ffedf7f82eed	0	kalt-feucht, Mittelstufe · Rohstoff I, abgemessen · Pulverzubereitung · erhitzte Feuchtzubereitung · kalt-trockene Zubereitung, Mittelstufe · nimm getrockneten Pulverstoff · drei Teile der Pulverzubereitung nehmen · kalter Drogenanteil I · Material I · Material I im heißen Anfangsansatz · ein Maß Wurzel	kalt-feucht, Mittelstufe · Rohstoff I, abgemessen · Pulverzubereitung · erhitzte Feuchtzubereitung · kalt-trockene Zubereitung, Mittelstufe · nimm getrockneten Pulverstoff · drei Teile der Pulverzubereitung nehmen · kalter Drogenanteil I · Material I · Material I im heißen Anfangsansatz · ein Maß Wurzel	0	0	H0_NONE
f115r	f115r.1	11	NONE	0	NONE	0	9a1e2e95008b76dfe91b4295a602f24077a63d20fb75b59075d28cb46321bda9	9a1e2e95008b76dfe91b4295a602f24077a63d20fb75b59075d28cb46321bda9	0	Blütenanteil I abmessen · nimm getrockneten Pulverstoff · hiervon die Trockenmenge II auf Mittelstufe abmessen · kalter Ansatz, Mittelstufe erreicht · bis zur Mittelstufe getrockneter Pulverstoff · vollständig abgekühlte Zubereitung, fertig · eine Portion des vorstehenden fertigen Zubereitungsanteils III · fertige, bis zur Mittelstufe getrocknete Masse · kalter Ansatz am Ende des Grades · kalt-trockene Mittelstufe erreicht	Blütenanteil I abmessen · nimm getrockneten Pulverstoff · hiervon die Trockenmenge II auf Mittelstufe abmessen · kalter Ansatz, Mittelstufe erreicht · bis zur Mittelstufe getrockneter Pulverstoff · vollständig abgekühlte Zubereitung, fertig · eine Portion des vorstehenden fertigen Zubereitungsanteils III · fertige, bis zur Mittelstufe getrocknete Masse · kalter Ansatz am Ende des Grades · kalt-trockene Mittelstufe erreicht	0	0	H0_NONE
f115r	f115r.23	13	NONE	0	NONE	0	82ec518b3eb3cfd8c50b2572c423bb2ed7ada9274ac450f7763e330ec39cfd47	82ec518b3eb3cfd8c50b2572c423bb2ed7ada9274ac450f7763e330ec39cfd47	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · heiß am Ende des Grades · heißen Auszug bereiten und abschließen · leicht getrocknete Zubereitung; abgeschlossen · diese leicht getrocknete Zubereitung erhitzen, trocknen und ansetzen · Samenposten · trockenes Kraut · stark erhitzt, Endstufe III · stark erhitzt, Endstufe III · Holzstoff · mittlere Trockenstufe erreicht · heiß-trockene Mittelstufe erreicht · fertig aufbereitetes Holz	Eine abgemessene Portion bis zur Mittelstufe trocknen · heiß am Ende des Grades · heißen Auszug bereiten und abschließen · leicht getrocknete Zubereitung; abgeschlossen · diese leicht getrocknete Zubereitung erhitzen, trocknen und ansetzen · Samenposten · trockenes Kraut · stark erhitzt, Endstufe III · stark erhitzt, Endstufe III · Holzstoff · mittlere Trockenstufe erreicht · heiß-trockene Mittelstufe erreicht · fertig aufbereitetes Holz	0	0	H0_NONE
f116r	f116r.12	12	NONE	0	NONE	0	c0ee5ad36e926d27bb842210465b4fbc0aee9a31c0c419d9813df0f2e43e5ad7	c0ee5ad36e926d27bb842210465b4fbc0aee9a31c0c419d9813df0f2e43e5ad7	0	zweiten Ansatz nehmen · Drogenanteil I · nachgetrocknetes Material, Mittelstufe · heißer Ansatz, Grad II · davon zwei Portionen · trocken am Ende des Grades · heißer Ansatz am Ende des Grades · kalter Ansatz, Grad II · Holz im Ansatz fertig getrocknet · zwei Portionen des Materials I im kalten Anfangsansatz · ein Maß Holz	zweiten Ansatz nehmen · Drogenanteil I · nachgetrocknetes Material, Mittelstufe · heißer Ansatz, Grad II · davon zwei Portionen · trocken am Ende des Grades · heißer Ansatz am Ende des Grades · kalter Ansatz, Grad II · Holz im Ansatz fertig getrocknet · zwei Portionen des Materials I im kalten Anfangsansatz · ein Maß Holz	0	0	H0_NONE
f23r	f23r.6	12	NONE	0	NONE	0	179e348f657024293f99048238f8c995abc92c9540eb024e8dbcf7e602e4e7ed	179e348f657024293f99048238f8c995abc92c9540eb024e8dbcf7e602e4e7ed	0	kalt-feuchtes Material · Hierzu: eine heiße Portion · heiß, Grad III · die heiße Portion auf Stufe III leicht nachwärmen · abgemessener Anteil I · heißer Ansatzstoff · fertige abgemessene Mittelstufen-Trockenportion · Material I, dreimal abgemessen · abgemessenes Maß · hieraus eine kalte Trockenmischung herstellen · eine Charge Holzrohstoff I abmessen	kalt-feuchtes Material · Hierzu: eine heiße Portion · heiß, Grad III · die heiße Portion auf Stufe III leicht nachwärmen · abgemessener Anteil I · heißer Ansatzstoff · fertige abgemessene Mittelstufen-Trockenportion · Material I, dreimal abgemessen · abgemessenes Maß · hieraus eine kalte Trockenmischung herstellen · eine Charge Holzrohstoff I abmessen	0	0	H0_NONE
f24v	f24v.15	4	NONE	0	NONE	0	ec3a39a919b9a6128dc93c9df69ecfddc61ada7c3b04af285e00b62ddfaa97ee	ec3a39a919b9a6128dc93c9df69ecfddc61ada7c3b04af285e00b62ddfaa97ee	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · heißer Auszug aus Trockengut, abgezogen und abgeschlossen · angetrocknetes, abgemessenes Material I · fertige Trockenmasse	Eine abgemessene Portion bis zur Mittelstufe trocknen · heißer Auszug aus Trockengut, abgezogen und abgeschlossen · angetrocknetes, abgemessenes Material I · fertige Trockenmasse	0	0	H0_NONE
f26r	f26r.2	9	NONE	0	NONE	0	492dd4f97a96b0b7aec881e4056e165d73a5f445cd63dd4bacedb5e70582a7d3	492dd4f97a96b0b7aec881e4056e165d73a5f445cd63dd4bacedb5e70582a7d3	0	fertige abgemessene Mittelstufen-Trockenportion · Menge III · gleich großer abgemessener Teil der fertigen Zubereitung · hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen · mittlere Trockenstufe erreicht · hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen · eine Charge Holz	fertige abgemessene Mittelstufen-Trockenportion · Menge III · gleich großer abgemessener Teil der fertigen Zubereitung · hiervon Krautdroge bis zur Mittelstufe erhitzen und abschließen · mittlere Trockenstufe erreicht · hiervon bis zur Mittelstufe abkühlen und abschließen; Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen · eine Charge Holz	0	0	H0_NONE
f27r	f27r.9	7	NONE	0	NONE	0	94a5f316a77c760e1f3bbd1f6299f3ec2d6747ee6a81a76adcb044daf3713bc7	94a5f316a77c760e1f3bbd1f6299f3ec2d6747ee6a81a76adcb044daf3713bc7	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · vollständig erhitzter und abgezogener Auszug · kalt angefeuchtetes Mazerat, Trockenstufe II · trocken · eine kalte Zubereitung auf Anfangsstufe · trocken am Anfang des Grades · kaltes Material	Eine abgemessene Portion bis zur Mittelstufe trocknen · vollständig erhitzter und abgezogener Auszug · kalt angefeuchtetes Mazerat, Trockenstufe II · trocken · eine kalte Zubereitung auf Anfangsstufe · trocken am Anfang des Grades · kaltes Material	0	0	H0_NONE
f30r	f30r.9	7	NONE	0	NONE	0	b83c81bedc2b3415f797f733ef014f806ead5cf897a0ceea09a192f380958bcb	b83c81bedc2b3415f797f733ef014f806ead5cf897a0ceea09a192f380958bcb	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · den trockenen Anteil I dieser Portion nehmen · trocken · heiß, Endstufe III · Krautdroge bis zur mittleren Stufe trocknen · Pflanzenteil · bis zur mittleren Trockenstufe, dann leicht erhitzen	Eine abgemessene Portion bis zur Mittelstufe trocknen · den trockenen Anteil I dieser Portion nehmen · trocken · heiß, Endstufe III · Krautdroge bis zur mittleren Stufe trocknen · Pflanzenteil · bis zur mittleren Trockenstufe, dann leicht erhitzen	0	0	H0_NONE
f49r	f49r.16	4	NONE	0	NONE	0	502a0b481f96b4a2b8cc181293336a0d58d15a101b817cf0ea2bb96a98def2ef	502a0b481f96b4a2b8cc181293336a0d58d15a101b817cf0ea2bb96a98def2ef	0	getrocknete Droge nehmen · trocken am Ende des Grades · fertige abgemessene Mittelstufen-Trockenportion · abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	getrocknete Droge nehmen · trocken am Ende des Grades · fertige abgemessene Mittelstufen-Trockenportion · abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	0	H0_NONE
f56r	f56r.6	6	NONE	0	NONE	0	02e46ff0f2427cd5bd98e674ec6717f5400c847f7379d011e543665e69c5acc6	02e46ff0f2427cd5bd98e674ec6717f5400c847f7379d011e543665e69c5acc6	0	hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion · heiß am Ende des Grades · Grad III.	hieraus eine warme Trockenmischung bereiten; fertige abgemessene Mittelstufen-Trockenportion · heiß am Ende des Grades · Grad III.	0	0	H0_NONE
f75r	f75r.3	9	NONE	0	NONE	0	de67cdf4f9c5be19d475ff045e81b0cdced5822ac822be40f0497abb7cdb6bcd	de67cdf4f9c5be19d475ff045e81b0cdced5822ac822be40f0497abb7cdb6bcd	0	heiß, Grad II · trockenes Material I, Anfangsstufe · eine trockene Portion auf Mittelstufe · die vorstehende trockene Mittelstufenportion anschließend nehmen · heiß, Grad II · vollständig einweichen, erhitzen und abschließen · Holz, kalt auf Stufe II · heißer Holzanteil I · Drogenportion	heiß, Grad II · trockenes Material I, Anfangsstufe · eine trockene Portion auf Mittelstufe · die vorstehende trockene Mittelstufenportion anschließend nehmen · heiß, Grad II · vollständig einweichen, erhitzen und abschließen · Holz, kalt auf Stufe II · heißer Holzanteil I · Drogenportion	0	0	H0_NONE
f76v	f76v.10	10	NONE	0	NONE	0	22355263c27d059f103d7421ea3d7eba6ba8834703b3b6bd9518a84d38e6f449	22355263c27d059f103d7421ea3d7eba6ba8834703b3b6bd9518a84d38e6f449	0	eine Portion Arzneikompositum abmessen · feuchtes, abgemessenes Material I, Mittelstufe · fertig getrocknetes Pulver nehmen · bis zur Mittelstufe angefeuchtete Drogenportion · mittlere Feuchtstufe erreicht · kalt-trockene Mittelstufe erreicht · Rohholz I, vollständig eingeweicht und kaltgestellt · bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · drei Portionen des vorstehenden eingeweichten Arzneikompositums.	eine Portion Arzneikompositum abmessen · feuchtes, abgemessenes Material I, Mittelstufe · fertig getrocknetes Pulver nehmen · bis zur Mittelstufe angefeuchtete Drogenportion · mittlere Feuchtstufe erreicht · kalt-trockene Mittelstufe erreicht · Rohholz I, vollständig eingeweicht und kaltgestellt · bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · drei Portionen des vorstehenden eingeweichten Arzneikompositums.	0	0	H0_NONE
f77r	f77r.38	9	NONE	0	NONE	0	eba0528d6c9e8e3e3dd04aa4c2c312b20d42c35cb1ed2eed75ca1d82216c1613	eba0528d6c9e8e3e3dd04aa4c2c312b20d42c35cb1ed2eed75ca1d82216c1613	0	Pulverstoff · mittlere Feuchtstufe erreicht · nimm die Endportion hinzu · heiß, Grad III · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holz, kalt auf Stufe III · mittlere Feuchtstufe erreicht · Drogenstoff zugeben	Pulverstoff · mittlere Feuchtstufe erreicht · nimm die Endportion hinzu · heiß, Grad III · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holz, kalt auf Stufe III · mittlere Feuchtstufe erreicht · Drogenstoff zugeben	0	0	H0_NONE
f77v	f77v.7	11	NONE	0	NONE	0	a2ccd3f1ef8d44f948838e79969f1667f0accd31696ef66073b7f7caab4aad75	a2ccd3f1ef8d44f948838e79969f1667f0accd31696ef66073b7f7caab4aad75	0	bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen · vollständig eingeweichten Drogenstoff zugeben und abschließen · hiervon nehmen · getrocknete Wurzel · hiervon bis zur Endstufe trocknen · heißer Ansatz, Mittelstufe erreicht · vollständig eingeweichtes Holz, Form I · eine trockene Grundform · feuchtes, abgemessenes Material I, Anfangsstufe · mittlere Trockenstufe erreicht · leicht erhitzten Drogenstoff hinzugeben	bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen · vollständig eingeweichten Drogenstoff zugeben und abschließen · hiervon nehmen · getrocknete Wurzel · hiervon bis zur Endstufe trocknen · heißer Ansatz, Mittelstufe erreicht · vollständig eingeweichtes Holz, Form I · eine trockene Grundform · feuchtes, abgemessenes Material I, Anfangsstufe · mittlere Trockenstufe erreicht · leicht erhitzten Drogenstoff hinzugeben	0	0	H0_NONE
