card_no	joint_tuple_id	surfaces	events	event_ids	registers	records	component_parse	small_value_de	lexicon_class	rule_source	pass458_note	exact_selection_layer	exact_selection_rule	wet_context_value_de	common_root_revision
PROC017	f3c23f42baf625639e1e	cthaiin	1	E018	HERBAL	H2	CTH+AIIN	auf Maß bereitstellen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	auf Maß bereitstellen	NO
PROC018	af816c04e65874a0f2fa	qoctholy	1	E019	HERBAL	H2	O+CTH+OL+Y	dies bereit weiterführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies bereit weiterführen	NO
PROC019	b921a237be883a820352	chey|chy|dy|shy|sy|y	18	E020|E021|E023|E035|E037|E048|E050|E055|E072|E132|E170|E208|E232|E234|E273|E277|E349|E380	BIOLOGICAL|HERBAL	B1|B2|B3|B4|B6|H2|H3|H4	Y	dies	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies	NO
PROC020	10488b911aae52b3b334	otchor|qotchor	2	E024|E080	HERBAL	H2|H5	OT+CH+OR	danach Ansatz abziehen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	danach Ansatz abziehen	NO
PROC021	497cbd9c7401810ff56b	otol	1	E026	HERBAL	H2	OT+OL	danach fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	danach fortsetzen	NO
PROC022	dec401773c1f0347793d	cholor|olor	2	E028|E113	BIOLOGICAL|HERBAL	B1|H2	OL+OR	weiterer Ansatz	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	weiterer Ansatz	NO
PROC023	27d97af8c96eb056c2e6	oykchor	1	E032	HERBAL	H2	O+Y+K+OR	dies dem Ansatz zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies dem Ansatz zuführen	NO
PROC024	409de02322e7b2ca0c62	kaiiin	1	E036	HERBAL	H2	K+IIN	bis zur Sollstufe zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	bis zur Sollstufe zuführen	NO
PROC025	834825c61d048a6b5628	chodaiin	1	E038	HERBAL	H2	CH+O+AIIN	auf Maß abziehen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	auf Maß abziehen	NO
PROC026	953ad19b79517fc8a211	tshol	1	E039	HERBAL	H3	T+SH+OL	weiter eingetragen halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	weiter gefuellt halten	YES
PROC027	428a5e3662aa57b4b256	schoal	1	E040	HERBAL	H3	SH+O+AL	an der Stelle halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle halten	NO
PROC028	bdad9f9ea8b80f141496	cfhy	1	E041	HERBAL	H3	CFHY	auswringen	MEMORIZED_WHOLE_CARD	HERBAL_WHOLE_CARD	unchanged	UNIQUE_VALUE	write only card with this value	auswringen	NO
PROC029	a8af08e69edab8e54f15	shfydaiin	1	E042	HERBAL	H3	SH+Y+AIIN	dies bis zum Maß halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies bis zum Maß halten	NO
PROC030	deb377381ceaf55ea310	cphy	1	E043	HERBAL	H3	P+Y	dies hineinführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies hineinführen	NO
PROC031	b5df9126607030b95175	cheey|shey	4	E044|E197|E203|E353	BIOLOGICAL|HERBAL	B2|B4|H3	WHOLE[cheey|shey]	Ergebnis	MEMORIZED_WHOLE_CARD	BIOLOGICAL_SEVEN_WHOLE_CARDS	unchanged	UNIQUE_VALUE	write only card with this value	Klarauszug	YES
PROC032	2e2027b1951d79911e24	tchody	1	E045	HERBAL	H3	T+CH+O+DY	eintragen und abziehen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	fuellen und abziehen; Schluss	YES
PROC033	577c03a928d674d420d7	shoyty	1	E046	HERBAL	H3	SH+O+Y+T+Y	dies halten und eintragen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies halten und fuellen	YES
PROC034	d665560c8ff80799a82c	dchol|schol	2	E047|E083	HERBAL	H3|H5	OL	fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	STATEMENT_POSITION	DCHOL/SCHOL for Herbal statement-entry resumption; ordinary OL inside	fortsetzen	NO
PROC035	b2812c8283c3a62438bd	kchy	1	E049	HERBAL	H3	K+Y	dies zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies zuführen	NO
PROC036	a48efd6c4491a046ba78	qotchy	1	E052	HERBAL	H3	OT+Y	nächster Posten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	RECORD_RENDERER	QOTCHY in H3; OTCHEY in H5 and B4	nächster Posten	NO
PROC037	322281bd391aa621f568	okchol	1	E053	HERBAL	H3	OK+OL	weiter ansetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	weiter ansetzen	NO
PROC038	b5fcea1eaed06b2f2291	okaiin|qokaiin	9	E056|E102|E180|E181|E219|E236|E243|E256|E270	BIOLOGICAL|HERBAL	B1|B2|B3|H4	OK+AIIN	bemessen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	bemessen	NO
PROC039	403c1592f918c8f23b88	ykain	1	E058	HERBAL	H4	Y+K+AIN	eine Portion davon zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	LOCAL_CONTEXT	contract to YKAN on immediate repetition; otherwise YKAIN	eine Portion davon zuführen	NO
PROC040	d929a14ec45749b2e805	ykan	1	E059	HERBAL	H4	Y+K+AIN	eine Portion davon zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	LOCAL_CONTEXT	contract to YKAN on immediate repetition; otherwise YKAIN	eine Portion davon zuführen	NO
PROC041	97cc9ac109148723c472	ody	1	E060	HERBAL	H4	O+DY	Arbeitsgang abschließen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	Arbeitsgang abschließen	NO
PROC042	6f7ff8287eddf4da9fdb	chdy|chedy	11	E062|E123|E145|E244|E252|E287|E304|E319|E328|E342|E372	BIOLOGICAL|HERBAL	B1|B3|B4|B5|H4	CHD+Y	dies umsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	CHEDCHY before target-setting; otherwise CHDY/CHEDY	dies umsetzen	NO
PROC043	e026af581c99322fbd46	talam	1	E063	HERBAL	H4	TALAM	verwahren	MEMORIZED_WHOLE_CARD	HERBAL_WHOLE_CARD	unchanged	UNIQUE_VALUE	write only card with this value	verwahren	NO
PROC044	f7dc90b2c31fd341f0a4	ykaiin	1	E064	HERBAL	H4	Y+K+AIIN	dies auf Maß zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies auf Maß zuführen	NO
PROC045	807591efc3d3f7ddbfab	cheoar	1	E065	HERBAL	H4	CHEO+AR	Auszug aus der Quelle	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	Auszug aus der Quelle	NO
PROC046	2c1a5fd92b9e3c762242	cheeky	2	E066|E333	BIOLOGICAL|HERBAL	B4|H4	CHK+EE+Y	dies länger wärmen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	CHKEEY in B2; CHEEKY in H4 and B4	dies länger wärmen	NO
PROC047	1b1ffdd869fb1429ad03	oldy	2	E067|E337	BIOLOGICAL|HERBAL	B4|H4	OL+DY	fortsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	fortsetzen; Schluss	NO
PROC048	308e8ea2d5d190c498e8	okal|qokal	6	E069|E104|E152|E172|E186|E241	BIOLOGICAL|HERBAL	B1|B2|B3|H4	OK+AL	an die Stelle setzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an die Stelle setzen	NO
PROC049	204b04837409088c48f9	oltchy	1	E070	HERBAL	H4	OL+T+Y	dies weiter eintragen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies weiter fuellen	YES
PROC050	6afeb5c9ab9f6cbdea0d	orain	1	E073	HERBAL	H4	OR+AIN	Ansatzportion	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	Ansatzportion	NO
PROC051	b9d7b6d68209a9019e7a	chochor	1	E074	HERBAL	H5	HO+CH+OR	Gabe aus dem Ansatz abziehen	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	Zutat aus dem Ansatz abziehen	YES
PROC052	2cc054357a929df85f64	cho|sho	4	E075|E078|E088|E094	HERBAL	H5	HO	Gabe	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	Zutat	YES
PROC053	0ec6a45e2950e8e7061d	chodaly	1	E076	HERBAL	H5	HO+AL+Y	diese Gabe an die Stelle	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	diese Zutat an die Stelle	YES
PROC054	893c570f3fa3fce99711	kchol	1	E079	HERBAL	H5	K+OL	weiter zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	weiter zuführen	NO
PROC055	dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	E082|E109|E156|E166|E214|E268|E272|E278|E359|E365	BIOLOGICAL|HERBAL	B1|B2|B3|B4|B5|H5	AL	Stelle	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Stelle	NO
PROC056	c10aec6d4dd877ec8bd8	choy	1	E084	HERBAL	H5	HO+Y	diese Gabe	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	diese Zutat	YES
PROC057	95987d6f198d6d247511	cheeckhody	1	E086	HERBAL	H5	CH+EE+CKH+O+DY	länger durch den Durchlass; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	länger durch den Durchlass; Schluss	NO
PROC058	ad3581d3144f69a5912d	sh	1	E087	HERBAL	H5	SH	halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	halten	NO
PROC059	b74e9e65637b7c8538dd	kchey	1	E089	HERBAL	H5	K+E+Y	dies kurz zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	RECORD_RENDERER	KCHEY in H5; QEKY in B6	dies kurz zuführen	NO
PROC060	1322bc176443fc2a8a86	qokokchy	1	E090	HERBAL	H5	OK+OK+Y	dies erneut ansetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	dies erneut ansetzen	NO
PROC061	087a47b5423438cd6b6a	chokcheo	1	E092	HERBAL	H5	OK+CHEO	Auszug ansetzen	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	Auszug ansetzen	NO
PROC062	75a523fcf039b006f97b	kchal	1	E093	HERBAL	H5	K+AL	an die Stelle zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	an die Stelle zuführen	NO
PROC063	c71c72da4e09e0833392	kchoar	1	E096	HERBAL	H5	K+HO+AR	Gabe aus dem Vorrat zuführen	PRODUCTIVE_COMPOSITION	HERBAL_COMPONENT_EXTENSION	unchanged	UNIQUE_VALUE	write only card with this value	Zutat aus dem Vorrat zuführen	YES
PROC064	61a075bc54793c1c781f	sotodan	1	E097	HERBAL	H5	OT+O+AIN	danach eine Portion	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	danach eine Portion	NO
PROC065	faf321940aed922846a9	otchey	2	E098|E321	BIOLOGICAL|HERBAL	B4|H5	OT+Y	nächster Posten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	QOTCHY in H3; OTCHEY in H5 and B4	nächster Posten	NO
PROC066	9bb7122b386ebbc6138f	keol	1	E099	HERBAL	H5	K+E+OL	kurz weiter zuführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_COMPONENTS	unchanged	UNIQUE_VALUE	write only card with this value	kurz weiter zuführen	NO
PROC067	7db18b2f0fb7ed0fcfd3	qokedy	8	E101|E137|E138|E259|E294|E297|E318|E335	BIOLOGICAL	B1|B3|B4	OK+E+DY	kurz ansetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz ansetzen; Schluss	NO
PROC068	22fb87a5a83e5c3fb510	kair	1	E103	BIOLOGICAL	B1	K+AIR	Lauf zufuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Wasser zufuehren	YES
PROC069	9da1b6ac2c929daea697	chkain|kain	3	E107|E257|E354	BIOLOGICAL	B1|B3|B4	K+AIN	eine Portion	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	eine Portion	NO
PROC070	94df4847b7b16c98394a	olkain|qolkain	2	E108|E358	BIOLOGICAL	B1|B4	OL+K+AIN	weitere Portion	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	weitere Portion	NO
PROC071	1496a731803a9f48d2e1	rol	1	E111	BIOLOGICAL	B1	R+OL	weiter abkuehlen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	weiter abkuehlen	NO
PROC072	0f18de177ed7c878bf95	dl	2	E112|E129	BIOLOGICAL	B1	L	weiterfuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	DL in B1; LOL in B5	weiterfuehren	NO
PROC073	4eab1841ed655c20a348	sheckhal	1	E115	BIOLOGICAL	B1	SH+E+CKH+AL	kurz an der Durchlassstelle	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz an der Durchlassstelle	NO
PROC074	93f69c38fdedee1598e9	qokeedal	1	E117	BIOLOGICAL	B1	OK+EE+AL	länger an der Stelle halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger an der Stelle halten	NO
PROC075	2cc8bb3c2af19607888f	chckhy|shckhy	4	E119|E128|E139|E179	BIOLOGICAL	B1|B2	CKH+Y	durchführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	durchführen	NO
PROC076	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	E120|E167|E239|E283	BIOLOGICAL	B1|B2|B3	CHD+DY	umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	short DCHDY after KURZ FORTSETZEN; otherwise expanded DCHEDY	umsetzen; Schluss	NO
PROC077	54e32e9c1414b20640e9	sshkchdy	1	E122	BIOLOGICAL	B1	SH+K+CHD+DY	gebuendelt umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	gebuendelt umsetzen; Schluss	NO
PROC078	bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	BIOLOGICAL	B1|B2|B3|B4	SHED+DY	absetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	absetzen; Schluss	NO
PROC079	28ffbc88b97772a75f1e	olchedy|qolchedy	3	E126|E168|E242	BIOLOGICAL	B1|B2|B3	OL+CHD+DY	weiterführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	weiterführen; Schluss	NO
PROC080	1645e612504fcef59ced	okain|qokain	7	E127|E169|E198|E200|E288|E341|E352	BIOLOGICAL	B1|B2|B3|B4	OK+AIN	eine Portion zugeben	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	eine Portion zugeben	NO
PROC081	4da0f0f7b5fc7ac20067	ral	1	E130	BIOLOGICAL	B1	R+AL	an der Stelle abkuehlen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle abkuehlen	NO
PROC082	87411f84689b4f93a303	qokchdy	3	E131|E284|E363	BIOLOGICAL	B1|B3|B5	OK+CHD+DY	Ansatz umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	short QOKCHDY at statement entry; expanded OKCHEDY after prior action	Ansatz umsetzen; Schluss	NO
PROC083	d904bf7b044dd3922781	cheky	3	E134|E164|E339	BIOLOGICAL	B1|B4	CHK+E+Y	kurz wärmen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz wärmen	NO
PROC084	be0974b366c981dc1eef	lsho	1	E141	BIOLOGICAL	B1	LSH+O	Waschgang	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Waschgang	NO
PROC085	08bd5ca0c2ad137a056d	okey|qokey	2	E142|E220	BIOLOGICAL	B1|B2	OK+E+Y	kurz ansetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz ansetzen	NO
PROC086	2e7e89e0bd12b999c280	lshedy	2	E143|E144	BIOLOGICAL	B1	LSH+E+DY	Waschgang; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Waschgang; Schluss	NO
PROC087	c205570c49d4d93c23d3	qolky	1	E146	BIOLOGICAL	B1	SOLK+Y	dies auffangen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies auffangen	NO
PROC088	433713294b25b0a12f66	lchedal	1	E147	BIOLOGICAL	B1	L+CHD+AL	zum Auslass führen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	zum Auslass führen	NO
PROC089	b6b654722e55729cc947	otar	1	E149	BIOLOGICAL	B1	OT+AR	danach von dort	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	danach von dort	NO
PROC090	a7af89ab31ce5e247395	ytey	1	E150	BIOLOGICAL	B1	T+E+Y	dies kurz eintragen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	ETYD in H1; YTEY in B1	dies kurz fuellen	YES
PROC091	07913ef9b1fb773cd325	okchedy|qokchedy	2	E151|E264	BIOLOGICAL	B1|B3	OK+CHD+DY	Ansatz umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	short QOKCHDY at statement entry; expanded OKCHEDY after prior action	Ansatz umsetzen; Schluss	NO
PROC092	0275fbf14e07935b0a45	okeey|qokeey	7	E153|E175|E194|E205|E293|E317|E322	BIOLOGICAL	B1|B2|B3|B4	OK+EE+Y	länger ansetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger ansetzen	NO
PROC093	a06244ef1f2b37ca44c1	teol	1	E157	BIOLOGICAL	B1	E+OL	kurz fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz fortsetzen	NO
