event_id	page	record	statement_id	owner_de	surface	exact_card_id	component_recipe	card_meaning_de	semantic_atom_count	shared_with_herbal	quantity	target	source	passage	heat	close
E130	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	ral	PROC081	R+AL	KUEHLEN · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E131	f81v	B1	B1-S007	gemeinsame zweireihige Figuren-/Beckenstation	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E132	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E133	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E134	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	YES	NO
E135	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E136	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E137	f81v	B1	B1-S009	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E138	f81v	B1	B1-S010	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E139	f81v	B1	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	DURCHLASS · POSTEN	2	NO	NO	NO	NO	YES	NO	NO
E140	f81v	B1	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E141	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	lsho	PROC084	LSH+O	SPUELEN · ARBEITSGANG	2	NO	NO	NO	NO	NO	NO	NO
E142	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	qokey	PROC085	OK+E+Y	ANSETZEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E143	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	SPUELEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E144	f81v	B1	B1-S013	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	SPUELEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E145	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E146	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	qolky	PROC087	SOLK+Y	SAMMELN · POSTEN	2	NO	NO	NO	NO	NO	NO	NO
E147	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	lchedal	PROC088	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	3	NO	NO	YES	NO	NO	NO	NO
E148	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E149	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	otar	PROC089	OT+AR	DANACH · QUELLE	2	NO	NO	NO	YES	NO	NO	NO
E150	f81v	B1	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	ytey	PROC090	T+E+Y	BEARBEITEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E151	f81v	B1	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	okchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E152	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	2	YES	NO	YES	NO	NO	NO	NO
E153	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	okeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E154	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E155	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	cheedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E156	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	sal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E157	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	teol	PROC093	E+OL	KURZ · WEITER	2	NO	NO	NO	NO	NO	NO	NO
E158	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	dchdy	PROC094	CHD+DY	UMSETZEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E159	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	ly	PROC095	L+Y	LEITEN · POSTEN	2	NO	NO	NO	NO	NO	NO	NO
E160	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	dsheol	PROC096	SH+E+OL	HALTEN · KURZ · WEITER	3	NO	NO	NO	NO	NO	NO	NO
E161	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	oiiin	PROC097	O+IIN	ARBEITSGANG · STUFE	2	NO	YES	NO	NO	NO	NO	NO
E162	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	olkeedy	PROC098	SOLK+EE+DY	SAMMELN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E163	f81v	B1	B1-S019	gemeinsame zweireihige Figuren-/Beckenstation	tedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E164	f81v	B1	B1-S020	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	YES	NO
E165	f81v	B1	B1-S020	gemeinsame zweireihige Figuren-/Beckenstation	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	4	NO	NO	NO	NO	YES	NO	YES
E166	f81v	B1	B1-S021	gemeinsame zweireihige Figuren-/Beckenstation	chal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E167	f82r	B2	B2-S001	oberes Beckenpaar mit Zylinder	dchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E168	f82r	B2	B2-S002	oberes Beckenpaar mit Zylinder	qolchedy	PROC079	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E169	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E170	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	dy	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E171	f82r	B2	B2-S003	oberes Beckenpaar mit Zylinder	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E172	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	2	YES	NO	YES	NO	NO	NO	NO
E173	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	lcheckhy	PROC101	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	3	NO	NO	NO	NO	YES	NO	NO
E174	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	lched	PROC102	L+CHD	LEITEN · UMSETZEN	2	NO	NO	NO	NO	NO	NO	NO
E175	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E176	f82r	B2	B2-S004	oberes Beckenpaar mit Zylinder	lcheckhedy	PROC103	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	4	NO	NO	NO	NO	YES	NO	YES
E177	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	qokaly	PROC104	OK+AL+Y	ANSETZEN · ZIELSTELLE · POSTEN	3	NO	NO	YES	NO	NO	NO	NO
E178	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	solkaiin	PROC105	SOLK+AIIN	SAMMELN · SOLLMASS	2	NO	YES	NO	NO	NO	NO	NO
E179	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	chckhy	PROC075	CKH+Y	DURCHLASS · POSTEN	2	NO	NO	NO	NO	YES	NO	NO
E180	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E181	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E182	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	octheol	PROC106	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	4	NO	NO	NO	NO	NO	NO	NO
E183	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	chkeey	PROC107	CHK+EE+Y	WAERMEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	YES	NO
E184	f82r	B2	B2-S005	oberes Beckenpaar mit Zylinder	ldy	PROC108	L+DY	LEITEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E185	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	oteey	PROC109	OT+EE+Y	DANACH · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E186	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	2	YES	NO	YES	NO	NO	NO	NO
E187	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	sheckhy	PROC110	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	4	NO	NO	NO	NO	YES	NO	NO
E188	f82r	B2	B2-S006	oberes Beckenpaar mit Zylinder	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E189	f82r	B2	B2-S007	mittleres linkes Handgerät mit Inline-Knoten	dshedy	PROC111	SH+E+DY	HALTEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E190	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	sotaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	2	NO	YES	NO	NO	NO	NO	NO
E191	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	qokar	PROC113	OK+AR	ANSETZEN · QUELLE	2	NO	NO	NO	YES	NO	NO	NO
E192	f82r	B2	B2-S008	mittleres linkes Handgerät mit Inline-Knoten	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E193	f82r	B2	B2-S009	mittleres linkes Handgerät mit Inline-Knoten	solshedy	PROC114	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	4	NO	NO	NO	NO	NO	NO	YES
E194	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E195	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E196	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	ls	PROC115	OL	WEITER	1	NO	NO	NO	NO	NO	NO	NO
E197	f82r	B2	B2-S010	mittleres linkes Handgerät mit Inline-Knoten	cheey	PROC031	SH+EE+Y	HALTEN · LANG · POSTEN	3	YES	NO	NO	NO	NO	NO	NO
E198	f82r	B2	B2-S011	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E199	f82r	B2	B2-S011	mittlere rechte unklare Station	char	PROC003	AR	QUELLE	1	YES	NO	NO	YES	NO	NO	NO
E200	f82r	B2	B2-S011	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E201	f82r	B2	B2-S011	mittlere rechte unklare Station	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E202	f82r	B2	B2-S012	mittlere rechte unklare Station	lchy	PROC116	L+CH+Y	LEITEN · ENTNEHMEN · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E203	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	cheey	PROC031	SH+EE+Y	HALTEN · LANG · POSTEN	3	YES	NO	NO	NO	NO	NO	NO
E204	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	qcthey	PROC117	CTH+E+Y	BEREITEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E205	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E206	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	lcheey	PROC118	L+EE+Y	LEITEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E207	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	daiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E208	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E209	f82r	B2	B2-S012	unteres grünes Mehrfigurenbecken	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E210	f82r	B2	B2-S013	unteres grünes Mehrfigurenbecken	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E211	f82r	B2	B2-S014	unteres grünes Mehrfigurenbecken	lar	PROC121	L+AR	LEITEN · QUELLE	2	NO	NO	NO	YES	NO	NO	NO
E212	f82r	B2	B2-S015	kleine Randstationen des unteren Beckens	tshey	PROC122	SH+E+Y	HALTEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E213	f82r	B2	B2-S015	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E214	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	cheal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E215	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	lchedar	PROC123	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	3	NO	NO	NO	YES	NO	NO	NO
E216	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	ches	PROC124	CH+E+S	ENTNEHMEN · KURZ · PROBE	3	NO	NO	NO	NO	NO	NO	NO
E217	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	aiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E218	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	oteey	PROC109	OT+EE+Y	DANACH · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E219	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E220	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	okey	PROC085	OK+E+Y	ANSETZEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E221	f82r	B2	B2-S016	kleine Randstationen des unteren Beckens	pchedy	PROC125	P+CHD+DY	EINBRINGEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E222	f82r	B2	B2-S017	kleine Randstationen des unteren Beckens	rsheal	PROC126	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	4	NO	NO	YES	NO	NO	NO	NO
E223	f82r	B2	B2-S017	kleine Randstationen des unteren Beckens	daldy	PROC127	AL+DY	ZIELSTELLE · SCHLUSS	2	NO	NO	YES	NO	NO	NO	YES
E224	f82r	B2	B2-S018	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E225	f82r	B2	B2-S019	kleine Randstationen des unteren Beckens	rshedy	PROC128	R+SHED+DY	KUEHLEN · STEHENLASSEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E226	f82r	B2	B2-S020	kleine Randstationen des unteren Beckens	qoteedy	PROC129	OT+EE+DY	DANACH · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E227	f82r	B2	B2-S021	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E228	f82r	B2	B2-S022	kleine Randstationen des unteren Beckens	lochedy	PROC130	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	4	NO	NO	NO	NO	NO	NO	YES
E229	f83r	B3	B3-S001	obere offene Fächerstation am Rand	olkeedy	PROC098	SOLK+EE+DY	SAMMELN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E230	f83r	B3	B3-S002	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	DANACH · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E231	f83r	B3	B3-S002	obere offene Fächerstation am Rand	chkeedy	PROC132	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	YES	YES
E232	f83r	B3	B3-S003	obere offene Fächerstation am Rand	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E233	f83r	B3	B3-S003	obere offene Fächerstation am Rand	daiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E234	f83r	B3	B3-S003	obere offene Fächerstation am Rand	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E235	f83r	B3	B3-S003	obere offene Fächerstation am Rand	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E236	f83r	B3	B3-S004	obere offene Fächerstation am Rand	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E237	f83r	B3	B3-S004	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	DANACH · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E238	f83r	B3	B3-S004	obere offene Fächerstation am Rand	dar	PROC003	AR	QUELLE	1	YES	NO	NO	YES	NO	NO	NO
E239	f83r	B3	B3-S005	mittlere Randfigur im runden Gefäß	schedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E240	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	chedchy	PROC133	CHD+Y	UMSETZEN · POSTEN	2	NO	NO	NO	NO	NO	NO	NO
E241	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	2	YES	NO	YES	NO	NO	NO	NO
E242	f83r	B3	B3-S006	mittlere Randfigur im runden Gefäß	olchedy	PROC079	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E243	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E244	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E245	f83r	B3	B3-S007	mittlere Randfigur im runden Gefäß	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E246	f83r	B3	B3-S008	mittlere Randfigur im runden Gefäß	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E247	f83r	B3	B3-S009	mittlere Randfigur im runden Gefäß	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E248	f83r	B3	B3-S010	untere Randfigur im korbartigen Gefäß	pchedal	PROC134	P+CHD+AL	EINBRINGEN · UMSETZEN · ZIELSTELLE	3	NO	NO	YES	NO	NO	NO	NO
E249	f83r	B3	B3-S010	untere Randfigur im korbartigen Gefäß	otedy	PROC135	OT+E+DY	DANACH · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E250	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	shecthedchy	PROC136	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN	5	NO	NO	NO	NO	NO	NO	NO
