position	unit	local_position	locus	source_id	word	value	denotation	clause	anchor_eligible	value_status	confirmed
25	II	25	f107v.47	ZL3b|f107v.47|G005	qokey	FULLY	One completion modifier: BOIL has a thorough-preparation endpoint; RETAIN has complete own-juice retention. These two chosen endpoint interpretations are explicit semantic assumptions, not a shared numerical scale.	C02	False	LITERAL_PARENT	0
26	II	26	f107v.47	ZL3b|f107v.47|G006	qokey	FULLY	One completion modifier: BOIL has a thorough-preparation endpoint; RETAIN has complete own-juice retention. These two chosen endpoint interpretations are explicit semantic assumptions, not a shared numerical scale.	C03	False	LITERAL_PARENT	0
27	II	27	f107v.47	ZL3b|f107v.47|G007	qokeey	BOIL	One boiling operation in the C02 prohibition, C03 quoted reprise and C05 duration comparison. Occurrence mode comes from the production, not a new word meaning.	C03	False	LITERAL_PARENT	0
28	II	28	f107v.47	ZL3b|f107v.47|G008	daiin	BECAUSE	C03 takes the previously prohibited FULLY BOIL as quoted explanandum and the retention desire as reason.	C03	False	LITERAL_PARENT	0
29	II	29	f107v.47	ZL3b|f107v.47|G009	y	FOR	Same relation to a use/purpose at21,29,46. C02 norm, C03 reason and C05 relevance scopes are declared by productions; FOR does not itself create a medical effect.	C03	False	LITERAL_PARENT	0
30	II	30	f107v.47	ZL3b|f107v.47|G010	okeey	THIS_USE	Resumes the evacuation purpose of C02; no unmarked return to the drying branch.	C03	False	LITERAL_PARENT	0
31	II	31	f107v.47	ZL3b|f107v.47|G011	odain	DESIRE	Same denotation as porain; freely assumed whole-word synonym, counted.	C03	False	LITERAL_PARENT	0
32	II	32	f107v.48	ZL3b|f107v.48|G001	oteedy	RETAIN	Retain the food’s own intrinsic liquid/juice. Under DESIRE/AS_POSSIBLE this is a goal, not an observed achieved amount.	C03	False	LITERAL_PARENT	0
33	II	33	f107v.48	ZL3b|f107v.48|G002	qokey	FULLY	One completion modifier: BOIL has a thorough-preparation endpoint; RETAIN has complete own-juice retention. These two chosen endpoint interpretations are explicit semantic assumptions, not a shared numerical scale.	C03	False	LITERAL_PARENT	0
34	II	34	f107v.48	ZL3b|f107v.48|G003	qokeedy	AS_POSSIBLE	Qualify the desired extent as as much/as fully as feasible. No numerical optimum, attained maximum or existence of a maximizing physical state is asserted.	C03	False	LITERAL_PARENT	0
35	II	35	f107v.48	ZL3b|f107v.48|G004	chody	OWN	Select the food’s intrinsic juice, J(owner), rather than the cooking water merely surrounding that owner.	C03	False	LITERAL_PARENT	0
36	II	36	f107v.48	ZL3b|f107v.48|G005	chey	LIQUID	Generic liquid kind. Apposition in C01 resolves it to W1; OWN in C03 and the inherited owner schema in C04/C05 resolve it to the food’s intrinsic juice. This context narrowing is an explicit grammar cost, not a fixed JUICE gloss.	C03	False	LITERAL_PARENT	0
37	II	37	f107v.48	ZL3b|f107v.48|G006	qoky	NO	General typed negative existential over the supplied domain and predicate. Original C04 instantiates it with full own-juice-retention capability; the new construction instantiates it with contact in a conforming planned two-boil preparation. Factual versus normative force comes from the explicitly different productions.	C04	False	BROADENED_QOKY	0
38	II	38	f107v.48	ZL3b|f107v.48|G007	oteey	BOILED_FOOD	Same kind at19/38: the current cooked portion at19, a variable of that same kind under NO at38. A new generic binder, not a switch to all objects.	C04	False	LITERAL_PARENT	0
39	II	39	f107v.48	ZL3b|f107v.48|G008	otain	CAN_RETAIN	Capability to retain at a given extent. It is not an alias of the DESIRE-governed RETAIN verb at32; final COMPLETELY supplies its extent argument.	C04	False	LITERAL_PARENT	0
40	II	40	f107v.48	ZL3b|f107v.48|G009	chey	LIQUID	Generic liquid kind. Apposition in C01 resolves it to W1; OWN in C03 and the inherited owner schema in C04/C05 resolve it to the food’s intrinsic juice. This context narrowing is an explicit grammar cost, not a fixed JUICE gloss.	C04	False	LITERAL_PARENT	0
41	II	41	f107v.48	ZL3b|f107v.48|G010	aiinal	COMPLETELY	Same completion extent as FULLY when applied to retention. Its scope is the embedded retention extent of CAN_RETAIN, not completion of an ability itself. This is one freely assumed lexical synonym.	C04	False	LITERAL_PARENT	0
42	II	42	f107v.49	ZL3b|f107v.49|G001	ycheosaiin	LONGER	Compare longer with shorter relevant histories; no minutes or universal unbounded continuous-time law.	C05	False	LITERAL_PARENT	0
43	II	43	f107v.49	ZL3b|f107v.49|G002	oekey	MORE	Greater own-juice loss in the corresponding history; no fraction or invented measured amount.	C05	False	LITERAL_PARENT	0
44	II	44	f107v.49	ZL3b|f107v.49|G003	chey	LIQUID	Generic liquid kind. Apposition in C01 resolves it to W1; OWN in C03 and the inherited owner schema in C04/C05 resolve it to the food’s intrinsic juice. This context narrowing is an explicit grammar cost, not a fixed JUICE gloss.	C05	False	LITERAL_PARENT	0
45	II	45	f107v.49	ZL3b|f107v.49|G004	qokeey	BOIL	One boiling operation in the C02 prohibition, C03 quoted reprise and C05 duration comparison. Occurrence mode comes from the production, not a new word meaning.	C05	False	LITERAL_PARENT	0
46	II	46	f107v.49	ZL3b|f107v.49|G005	y	FOR	Same relation to a use/purpose at21,29,46. C02 norm, C03 reason and C05 relevance scopes are declared by productions; FOR does not itself create a medical effect.	C05	False	LITERAL_PARENT	0
47	II	47	f107v.49	ZL3b|f107v.49|G006	cheey	EVACUATION	Same evacuation goal at22/47, resumed by THIS_USE30.	C05	False	LITERAL_PARENT	0
48	II	48	f107v.49	ZL3b|f107v.49|G007	dy	LOSE	Loss of own juice during boiling; the word does not encode a clinical effect.	C05	False	LITERAL_PARENT	0
49	II	49	f107v.49	ZL3b|f107v.49|G008	qoy	THEREFORE	Connect the final loss comparison to the earlier evacuation policy/rationale; it is not a newly executed cooking step.	C05	False	LITERAL_PARENT	0
50	III	1	f111r.44	ZL3b|f111r.44|G001	pchedar	LENTIL_SOUP	Lentil soup, a guessed source food identity; no plant-name evidence.	N01	True	NEW	0
51	III	2	f111r.44	ZL3b|f111r.44|G002	oteeol	PREVIOUSLY_SAID	Attribute the following preparation comparison to earlier speech; no observed event history.	N01	True	NEW	0
52	III	3	f111r.44	ZL3b|f111r.44|G003	lkeedain	CABBAGE	Cabbage, a guessed source food identity; no image/name anchor.	N01	True	NEW	0
53	III	4	f111r.44	ZL3b|f111r.44|G004	okeam	PREPARE_LIKE	Prescribe corresponding preparation of one food as of the other, with method/reference bound by the construction.	N01	True	NEW	0
54	III	5	f111r.44	ZL3b|f111r.44|G005	sheo	BOTH	Both members of the stated effect pair; no numerical dose or mixture.	N01	True	NEW	0
55	III	6	f111r.44	ZL3b|f111r.44|G006	teolkedain	CAN_CAUSE	Source attributes possible production of the named effect; no performed treatment or measured outcome.	N01	True	NEW	0
56	III	7	f111r.44	ZL3b|f111r.44|G007	shal	CHECKING_BELLY	Checking/retarding evacuation of the belly; distinct from a mere current moist/dry material state.	N01	True	NEW	0
57	III	8	f111r.44	ZL3b|f111r.44|G008	keey	EVACUATION	Same evacuation referent E used by old cheey; explicitly a new whole-form synonym, not a phonetic rule.	N01	True	NEW	0
58	III	9	f111r.44	ZL3b|f111r.44|G009	lteeal	ONION	Source onion; entirely unconfirmed name.	N03	True	NEW	0
59	III	10	f111r.44	ZL3b|f111r.44|G010	cheal	LEEK	Source leek; entirely unconfirmed name.	N03	True	NEW	0
60	III	11	f111r.44	ZL3b|f111r.44|G011	oty	ESPECIALLY	The following wild-leek/garlic pair is especially included; no exact efficacy ranking.	N03	True	NEW	0
61	III	12	f111r.45	ZL3b|f111r.45|G001	oain	WILD_LEEK	Source wild leek; compound name, no modern botanical identification.	N03	False	NEW	0
62	III	13	f111r.45	ZL3b|f111r.45|G002	ain	GARLIC	Source garlic; no inherited amount or morphology value.	N03	False	NEW	0
63	III	14	f111r.45	ZL3b|f111r.45|G003	keeey	ANY_OTHER	Any other food meeting the following desired-change condition.	N03	False	NEW	0
64	III	15	f111r.45	ZL3b|f111r.45|G004	teed	DESIRE	Same desire operator as old porain/odain, with no achieved effect; a counted additional synonym.	N03	False	NEW	0
65	III	16	f111r.45	ZL3b|f111r.45|G005	checkhed	ORIGINAL_NATURE	The food’s original nature, retained as the reference even if its later condition changes.	N03	False	NEW	0
66	III	17	f111r.45	ZL3b|f111r.45|G006	iir	OPPOSITE	Opposition to the supplied original nature; no assigned wet/dry, hot/cold or quantitative clinical scale.	N03	False	NEW	0
67	III	18	f111r.45	ZL3b|f111r.45|G007	okeey	THIS_USE	Resumes the evacuation purpose of C02; no unmarked return to the drying branch.	N01	False	LITERAL_PARENT	0
68	III	19	f111r.45	ZL3b|f111r.45|G008	lkeeey	CALLED	Source naming assertion; a quoted procedure description need not execute it.	N02	False	NEW	0
69	III	20	f111r.45	ZL3b|f111r.45|G009	okeeo	BOTH_THUS_PREPARED	Resumes lentil/cabbage as prepared by the referenced twice-boiling method. Both + prepared + anaphoric method is a counted compound.	N02	False	NEW	0
70	III	21	f111r.45	ZL3b|f111r.45|G010	lkeey	BOIL	Exactly the same boiling operation as old qokeey; new synonym. Quoted and prospective modes are grammar costs, not denotation changes.	N02	False	NEW	0
71	III	22	f111r.45	ZL3b|f111r.45|G011	lkeey	BOIL	Exactly the same boiling operation as old qokeey; new synonym. Quoted and prospective modes are grammar costs, not denotation changes.	N02	False	NEW	0
72	III	23	f111r.45	ZL3b|f111r.45|G012	lkeedy	FOOD	The same food portion X at both occurrences; its intended two-boil preparation is supplied by the construction.	N04	False	NEW	0
73	III	24	f111r.45	ZL3b|f111r.45|G013	qoky	NO	General typed negative existential over the supplied domain and predicate. Original C04 instantiates it with full own-juice-retention capability; the new construction instantiates it with contact in a conforming planned two-boil preparation. Factual versus normative force comes from the explicitly different productions.	N04	False	BROADENED_QOKY	0
74	III	25	f111r.46	ZL3b|f111r.46|G001	y	FOR	Same relation to a use/purpose at21,29,46. C02 norm, C03 reason and C05 relevance scopes are declared by productions; FOR does not itself create a medical effect.	N04	False	LITERAL_PARENT	0
75	III	26	f111r.46	ZL3b|f111r.46|G002	cheeo	REMEMBER_ABOVE_ALL	Instruction to remember the supplied no-contact rule above all; not an assertion that it is already remembered or an extra physical action.	N04	False	NEW	0
76	III	27	f111r.46	ZL3b|f111r.46|G003	lkeey	BOIL	Exactly the same boiling operation as old qokeey; new synonym. Quoted and prospective modes are grammar costs, not denotation changes.	N04	False	NEW	0
77	III	28	f111r.46	ZL3b|f111r.46|G004	oteed	PROPERLY_SOFT	Properly soft, as an endpoint in the source claim; no measured threshold. Similar to old SOFT but the qualification is explicit.	N05	False	NEW	0
78	III	29	f111r.46	ZL3b|f111r.46|G005	lkeedy	FOOD	The same food portion X at both occurrences; its intended two-boil preparation is supplied by the construction.	N05	False	NEW	0
79	III	30	f111r.46	ZL3b|f111r.46|G006	okeeshey	NO_LONGER	Following the bound contact event, the stated softening endpoint is not reached; does not assert that the food was already soft before contact.	N05	False	NEW	0
80	III	31	f111r.46	ZL3b|f111r.46|G007	chey	LIQUID	Generic liquid kind. Apposition in C01 resolves it to W1; OWN in C03 and the inherited owner schema in C04/C05 resolve it to the food’s intrinsic juice. This context narrowing is an explicit grammar cost, not a fixed JUICE gloss.	N06	False	LITERAL_PARENT	0
81	III	32	f111r.46	ZL3b|f111r.46|G008	lkar	IMMEDIATE_TRANSFER	One composite transfer predicate with an immediacy modifier; its food argument is supplied by the declared topic binding. Immediacy does not prove zero air exposure.	N06	False	LITERAL_PARENT	0
82	III	33	f111r.46	ZL3b|f111r.46|G009	al	IN	Same IN relation in transfer postcondition and the reboil location; no TO-versus-IN word polysemy.	N06	False	LITERAL_PARENT	0
83	III	34	f111r.46	ZL3b|f111r.46|G010	olchal	AIR	Air as the source’s literal forbidden contact medium; not a covert temperature synonym.	N04	False	NEW	0
84	III	35	f111r.46	ZL3b|f111r.46|G011	or	COLD	Cold at contact time; no numerical threshold and not a permanent material identity.	N04	False	NEW	0
85	III	36	f111r.46	ZL3b|f111r.46|G012	aiin	WATER	The same water kind at9 and12. FIRST/OTHER create distinct contextual water references; the word itself does not change meaning.	N04	False	LITERAL_PARENT	0
86	III	37	f111r.46	ZL3b|f111r.46|G013	che[o:?]m	TOUCH	Actual contact with the supplied medium at the supplied time; unresolved raw group retained exactly.	N04	False	NEW	0
87	III	38	f111r.47	ZL3b|f111r.47|G001	sheedy	HOWEVER_LONG	Even very prolonged boiling does not undo the stated post-contact failure; no numeric duration.	N05	True	NEW	0
88	III	39	f111r.47	ZL3b|f111r.47|G002	qokeey	BOIL	One boiling operation in the C02 prohibition, C03 quoted reprise and C05 duration comparison. Occurrence mode comes from the production, not a new word meaning.	N05	True	LITERAL_PARENT	0
89	III	40	f111r.47	ZL3b|f111r.47|G003	sheey	AS_JUST_SAID	Resumes the already stated hot replacement-water transfer instruction; not a command to execute another copy.	N06	True	NEW	0
90	III	41	f111r.47	ZL3b|f111r.47|G004	qoteedy	FORMER	Selects the earlier W0 in the old W0/W1 preparation context.	N06	True	NEW	0
91	III	42	f111r.47	ZL3b|f111r.47|G005	qeear	READY_HOT	The same replacement water is ready and hot when transfer begins; no claim that previous exposure is erased.	N06	True	NEW	0
92	III	43	f111r.47	ZL3b|f111r.47|G006	al	IN	Same IN relation in transfer postcondition and the reboil location; no TO-versus-IN word polysemy.	N05	True	LITERAL_PARENT	0
93	III	44	f111r.47	ZL3b|f111r.47|G007	chedy	THAT_WATER	Resumes the W1 introduced by OTHER WATER, not W0.	N05	True	LITERAL_PARENT	0
94	III	45	f111r.47	ZL3b|f111r.47|G008	okeey	THIS_USE	Resumes the evacuation purpose of C02; no unmarked return to the drying branch.	N01	True	LITERAL_PARENT	0
95	III	46	f111r.47	ZL3b|f111r.47|G009	chedy	THAT_WATER	Resumes the W1 introduced by OTHER WATER, not W0.	N06	True	LITERAL_PARENT	0
