event_id	physical_page	locus	surface	component_recipe	primary_layer	primary_teaching_unit_ids	mnemonic_common_unit_ids	complete_working_reading_de
P912-E0044	f10r	f10r.6	ycheor	Y+CHEO+R	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-CHEO|R-R		DIES · AUSZUG · MARKIEREN
P912-E0045	f10r	f10r.6	cthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E0046	f10r	f10r.6	chor	CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR		ENTNEHMEN · ANSATZ
P912-E0047	f10r	f10r.6	cthaiin	CTH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CTH|R-AIIN		BEREIT · SOLLMASS
P912-E0048	f10r	f10r.6	qoctholy	CARRIER_Q+O+CTH+OL+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W027	R-CARRIER_Q|R-O|R-CTH|R-OL|R-Y	pressen
P912-E0049	f10r	f10r.6	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0050	f10r	f10r.6	chy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0051	f10r	f10r.6	taiin	T+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-AIIN		EINSTELLEN · SOLLMASS
P912-E0052	f10r	f10r.6	shy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0053	f10r	f10r.7	dchy	D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-Y		TEIL · DIES
P912-E0054	f10r	f10r.7	qokchol	OK+OL	COMMON_FORMULA_CARD	F035		ANSETZEN · FORTSETZEN
P912-E0055	f10r	f10r.7	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0056	f10r	f10r.7	kchaiin	K+CH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-CH|R-AIIN		ZUGEBEN · ENTNEHMEN · SOLLMASS
P912-E0057	f10r	f10r.7	yty	Y+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-Y		DIES · EINSTELLEN · DIES
P912-E0058	f10r	f10r.7	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0059	f10r	f10r.7	cth	CTH	PRODUCTIVE_ROOT_COMPOSITION	R-CTH		BEREIT
P912-E0060	f10r	f10r.7	dain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		PORTION
P912-E0061	f10r	f10r.7	dair	D_ADDR+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-AIR		TEIL · FLÜSSIGKEITSLAUF
P912-E0062	f10r	f10r.7	am	AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-AM_ADDR		INNEN
P912-E0063	f10r	f10r.8	qotchor	OT+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CH|R-OR		DANACH · ENTNEHMEN · ANSATZ
P912-E0064	f10r	f10r.8	chor	CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR		ENTNEHMEN · ANSATZ
P912-E0065	f10r	f10r.8	otol	OT+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-OL		DANACH · FORTSETZEN
P912-E0066	f10r	f10r.8	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0067	f10r	f10r.8	cholor	OL+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-OR		FORTSETZEN · ANSATZ
P912-E0068	f10r	f10r.8	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0069	f10r	f10r.8	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0070	f10r	f10r.8	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · VORRAT
P912-E0071	f10r	f10r.9	oykchor	O+Y+K+CH+OR	MEMORIZED_SPECIALIST_WHOLE_WORD	W039	R-O|R-Y|R-K|R-CH|R-OR	Topf
P912-E0072	f10r	f10r.9	shor	SH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OR		HALTEN · ANSATZ
P912-E0073	f10r	f10r.9	chor	CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR		ENTNEHMEN · ANSATZ
P912-E0074	f10r	f10r.9	chy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0075	f10r	f10r.9	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-A_ADDR|R-LOCAL_CHAR_I|R-IIN		ZUGEBEN · ORT · UNTERSTUFE · STUFE
P912-E0076	f10r	f10r.9	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0077	f10r	f10r.9	chodaiin	CH+O+D_ADDR+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-O|R-D_ADDR|R-AIIN		ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS
P912-E0078	f10r	f10r.10	oqotor	O+OT+OR	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-OT|R-OR		AUSFÜHREN · DANACH · ANSATZ
P912-E0079	f10r	f10r.10	otor	OT+OR	COMMON_FORMULA_CARD	F026		DANACH · ANSATZ
P912-E0080	f10r	f10r.10	cfhy	CFH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CFH|R-Y		TRENNEN · DIES
P912-E0081	f10r	f10r.10	cthor	CTH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CTH|R-OR		BEREIT · ANSATZ
P912-E0082	f10r	f10r.10	osain	O+S+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-S|R-AIN		AUSFÜHREN · AUSWÄHLEN · PORTION
P912-E0083	f10r	f10r.10	ytoiin	Y+T+O+IIN	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-O|R-IIN		DIES · EINSTELLEN · AUSFÜHREN · STUFE
P912-E0084	f10r	f10r.11	otchoshor	OT+CH+O+SH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-CH|R-O|R-SH|R-OR		DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ
P912-E0085	f10r	f10r.11	qoty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0086	f10r	f10r.11	qotor	OT+OR	COMMON_FORMULA_CARD	F026		DANACH · ANSATZ
P912-E0087	f10r	f10r.11	cthyd	CTH+Y+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-CTH|R-Y|R-D_ADDR		BEREIT · DIES · TEIL
P912-E0088	f10r	f10r.11	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · VORRAT
P912-E0089	f10r	f10r.12	odaiin	O+D_ADDR+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-D_ADDR|R-AIIN		AUSFÜHREN · TEIL · SOLLMASS
P912-E0090	f10r	f10r.12	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0091	f10r	f10r.12	qotchy	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0092	f10r	f10r.12	qotor	OT+OR	COMMON_FORMULA_CARD	F026		DANACH · ANSATZ
P912-E0093	f11r	f11r.1	tshol	T+SH+OL	MEMORIZED_SPECIALIST_WHOLE_WORD	W023	R-T|R-SH|R-OL	Blütenkraut
P912-E0094	f11r	f11r.1	schoal	SH+O+AL	MEMORIZED_SPECIALIST_WHOLE_WORD	W037	R-SH|R-O|R-AL	Weinsud
P912-E0095	f11r	f11r.1	cfhy	CFH+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W011	R-CFH|R-Y	auswringen
P912-E0096	f11r	f11r.1	shfydaiin	SH+Y+AIIN	MEMORIZED_SPECIALIST_WHOLE_WORD	W035	R-SH|R-Y|R-AIIN	vorgeschriebene Stehzeit
P912-E0097	f11r	f11r.1	cphy	CPH+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W026	R-CPH|R-Y	nachseihen
P912-E0098	f11r	f11r.1	shey	SH+E+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W022	F010	Klarlauf
P912-E0099	f11r	f11r.1	tchody	T+CH+O+DY	MEMORIZED_SPECIALIST_WHOLE_WORD	W024	R-T|R-CH|R-O|R-DY	kalt stellen
P912-E0100	f11r	f11r.1	shoyty	SH+O+Y+T+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W028	R-SH|R-O|R-Y|R-T|R-Y	Blütenreserve
P912-E0101	f11r	f11r.2	socthody	S+O+CTH+O+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-O|R-CTH|R-O|R-D_ADDR|R-Y		AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES
P912-E0102	f11r	f11r.2	qodor	CARRIER_Q+O+D_ADDR+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CARRIER_Q|R-O|R-D_ADDR|R-OR		BEGINNEN · AUSFÜHREN · TEIL · ANSATZ
P912-E0103	f11r	f11r.2	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0104	f11r	f11r.2	kshy	K+SH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-SH|R-Y		ZUGEBEN · HALTEN · DIES
P912-E0105	f11r	f11r.2	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0106	f11r	f11r.2	ytchy	Y+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-Y		DIES · EINSTELLEN · DIES
P912-E0107	f11r	f11r.2	ytchoky	Y+T+OK+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-OK|R-Y		DIES · EINSTELLEN · ANSETZEN · DIES
P912-E0108	f11r	f11r.2	kchol	K+OL	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-OL		ZUGEBEN · FORTSETZEN
P912-E0109	f11r	f11r.2	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0110	f11r	f11r.3	qoty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0111	f11r	f11r.3	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0112	f11r	f11r.3	cthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E0113	f11r	f11r.3	dor	D_ADDR+OR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-OR		TEIL · ANSATZ
P912-E0114	f11r	f11r.3	ykychy	Y+K+Y+CH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-Y|R-CH|R-Y		DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES
P912-E0115	f11r	f11r.3	choty	CH+OT+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OT|R-Y		ENTNEHMEN · DANACH · DIES
P912-E0116	f11r	f11r.3	dain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		PORTION
P912-E0117	f11r	f11r.3	chaiin	CH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-AIIN		ENTNEHMEN · SOLLMASS
P912-E0118	f11r	f11r.3	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0119	f11r	f11r.3	dod	D_ADDR+O+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-O|R-D_ADDR		TEIL · AUSFÜHREN · TEIL
P912-E0120	f11r	f11r.4	dchol	D_ADDR+OL	MEMORIZED_SPECIALIST_WHOLE_WORD	W044	R-D_ADDR|R-OL	Voriges
P912-E0121	f11r	f11r.4	chy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0122	f11r	f11r.4	kchy	K+Y	MEMORIZED_SPECIALIST_WHOLE_WORD	W040	R-K|R-Y	Trank
P912-E0123	f11r	f11r.4	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0124	f11r	f11r.4	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0125	f11r	f11r.5	tchol	T+OL	PRODUCTIVE_ROOT_COMPOSITION	R-T|R-OL		EINSTELLEN · FORTSETZEN
P912-E0126	f11r	f11r.5	shor	SH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OR		HALTEN · ANSATZ
P912-E0127	f11r	f11r.5	shor	SH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OR		HALTEN · ANSATZ
P912-E0128	f11r	f11r.5	dky	D_ADDR+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-K|R-Y		TEIL · ZUGEBEN · DIES
P912-E0129	f11r	f11r.5	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0130	f11r	f11r.5	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0131	f11r	f11r.5	cthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E0132	f11r	f11r.5	d	D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR		TEIL
P912-E0133	f11r	f11r.5	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0134	f11r	f11r.5	chodl	CH+O+D_ADDR+L	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-O|R-D_ADDR|R-L		ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN
P912-E0135	f11r	f11r.5	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0136	f11r	f11r.6	odl	O+D_ADDR+L	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-D_ADDR|R-L		AUSFÜHREN · TEIL · LEITEN
P912-E0137	f11r	f11r.6	d	D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR		TEIL
P912-E0138	f11r	f11r.6	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0139	f11r	f11r.6	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0140	f11r	f11r.6	otol	OT+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-OL		DANACH · FORTSETZEN
P912-E0141	f11r	f11r.6	chaiin	CH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-AIIN		ENTNEHMEN · SOLLMASS
P912-E0142	f11r	f11r.6	ykchor	Y+K+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-CH|R-OR		DIES · ZUGEBEN · ENTNEHMEN · ANSATZ
P912-E0143	f11r	f11r.6	dair	D_ADDR+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-AIR		TEIL · FLÜSSIGKEITSLAUF
P912-E0144	f11r	f11r.6	chody	CH+O+D_ADDR+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-O|R-D_ADDR|R-Y		ENTNEHMEN · AUSFÜHREN · TEIL · DIES
P912-E0145	f11r	f11r.6	cthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E0146	f11r	f11r.6	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0147	f11r	f11r.6	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0148	f11r	f11r.7	qotchy	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0149	f11r	f11r.7	okchol	OK+OL	COMMON_FORMULA_CARD	F035		ANSETZEN · FORTSETZEN
P912-E0150	f11r	f11r.7	cthy	CTH+Y	COMMON_FORMULA_CARD	F025		BEREIT · DIES
P912-E0151	f11r	f11r.7	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0152	f13r	f13r.1	torshor	T+OR+SH+OR	IMAGE_OWNED_SPECIALIST_CARD	L001	R-T|R-OR|R-SH|R-OR	Artikelkopf: die große sichtbare Speicherwurzel/Krone aktivieren.
P912-E0153	f13r	f13r.1	opchy	O+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-P|R-Y		AUSFÜHREN · EINSETZEN · DIES
P912-E0154	f13r	f13r.1	shol	SH+OL	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OL		HALTEN · FORTSETZEN
P912-E0155	f13r	f13r.1	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0156	f13r	f13r.1	qopchy	O+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-P|R-Y		AUSFÜHREN · EINSETZEN · DIES
P912-E0157	f13r	f13r.1	shol	SH+OL	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-OL		HALTEN · FORTSETZEN
P912-E0158	f13r	f13r.1	opchor	O+P+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-P|R-CH|R-OR		AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ
P912-E0159	f13r	f13r.1	dypchy	D_ADDR+Y+P+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-Y|R-P|R-Y		TEIL · DIES · EINSETZEN · DIES
P912-E0160	f13r	f13r.1	dchg	D_ADDR+CH+LOCAL_CHAR_G	IMAGE_OWNED_SPECIALIST_CARD	L002	R-D_ADDR|R-CH|R-LOCAL_CHAR_G	Einen der kleinen sichtbaren Rundkörper am Wurzelhals abnehmen.
P912-E0161	f13r	f13r.2	dchol	D_ADDR+OL	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-OL		TEIL · FORTSETZEN
P912-E0162	f13r	f13r.2	chol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0163	f13r	f13r.2	dol	D_ADDR+OL	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-OL		TEIL · FORTSETZEN
P912-E0164	f13r	f13r.2	shkchy	SH+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-K|R-Y		HALTEN · ZUGEBEN · DIES
P912-E0165	f13r	f13r.2	ydal	Y+AL	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-AL		DIES · ZIELSTELLE
P912-E0166	f13r	f13r.2	shy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0167	f13r	f13r.2	ykchy	Y+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-Y		DIES · ZUGEBEN · DIES
P912-E0168	f13r	f13r.2	qoty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0169	f13r	f13r.2	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		SOLLMASS
P912-E0170	f13r	f13r.2	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0171	f13r	f13r.2	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0172	f13r	f13r.3	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0173	f13r	f13r.3	y	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0174	f13r	f13r.3	dchor	D_ADDR+CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-CH|R-OR		TEIL · ENTNEHMEN · ANSATZ
P912-E0175	f13r	f13r.3	shaiin	SH+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-AIIN		HALTEN · SOLLMASS
P912-E0176	f13r	f13r.3	oeees	O+EEE+S	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-EEE|R-S		AUSFÜHREN · VOLL · AUSWÄHLEN
P912-E0177	f13r	f13r.3	ykor	Y+K+OR	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-OR		DIES · ZUGEBEN · ANSATZ
P912-E0178	f13r	f13r.3	chor	CH+OR	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-OR		ENTNEHMEN · ANSATZ
P912-E0179	f13r	f13r.3	ytshy	Y+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-T|R-Y		DIES · EINSTELLEN · DIES
P912-E0180	f13r	f13r.3	ykchy	Y+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-K|R-Y		DIES · ZUGEBEN · DIES
