dispatch_id	patch_id	occurrence_id	page	locus	token_index	token_ordinal	surface	body	opaque_head_id	line_position	family	level	favored_axis_not_automatic	gdt738_render_de	dimension_dispatch	scalar_rival_classes	state_mode	state_mode_evidence_tier	state_mode_reason	favored_axis_locally_supported	carrier_dispatch	selecting_anchor_distance	carrier_anchor_distance	dispatch_evidence_tier	eligible_anchor_r1	eligible_anchor_r2	eligible_anchor_r3	eligible_anchor_r5	eligible_anchor_count_r2	eligible_anchor_count_r3	eligible_anchor_count_r5	r2_axis_counts	selecting_evidence	competing_local_evidence	gdt739_working_render_de	specific_local_dispatch	axis_specific_dispatch	carrier_locally_bound	scope	literal_patient_or_species_claimed	literal_plaintext_claimed	unconditional_global_export	head_or_body_lexeme_credit	component_export_credit	unseen_form_export
G739-D0011	G738-P0011	G737-O0155	f107v	f107v.12	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_AXIS_OPEN	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	1	1	1	1	2	2	3	HOT:2|VALUE:2	NONE	L1 qokeey=heiß am Ende des Grades [HOT|VALUE] || R2 kaiin=heiß, Grad III [HOT|VALUE]	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0012	G738-P0012	G737-O0213	f111r	f111r.2	11	11	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_AXIS_OPEN	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	1	1	0	1	1	NONE	NONE	NONE	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0013	G738-P0013	G737-O0251	f111v	f111v.23	6	6	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_DRY_LOCAL	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	1	PREPARATION	1	1	DIRECT_R1	1	1	1	1	1	1	1	CLOSE:1|DRY:1|PREPARATION:1|VALUE:1	L1 chckhedy=Arzneikompositum: trocken, Gradmitte, abgeschlossen [DRY|VALUE|PREPARATION|CLOSE]	NONE	Trockenstatus der Zubereitung	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0014	G738-P0014	G737-O0321	f113v	f113v.6	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_AXIS_OPEN	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	0	0	0	0	NONE	NONE	NONE	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0015	G738-P0015	G737-O0632	f78v	f78v.17	4	4	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_DRY_LOCAL	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	1	MATERIAL	2	2	NEAR_R2	0	1	1	1	1	1	1	AMOUNT:1|CLOSE:1|DRY:1|MATERIAL:1|PROCESS:1	R2 dchdy=Trockendroge abmessen und fertigstellen [DRY|AMOUNT|MATERIAL|PROCESS|CLOSE]	NONE	Trockenstatus des Materials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0016	G738-P0016	G737-O0649	f79r	f79r.34	1	1	lcheol	cheol	H4	FIRST	STATE	NA	DRY	Trockenstatus-Eintrag; Träger offen	QUALITY_STATE_DRY_LOCAL	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	1	OPEN	1	NA	DIRECT_R1	1	1	1	1	1	1	2	CLOSE:1|DRY:1|HOT:1|VALUE:1	R1 kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen [HOT|DRY|VALUE|CLOSE]	NONE	Trockenstatus-Eintrag; Träger offen	1	1	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0017	G738-P0017	G737-O0650	f79r	f79r.37	1	1	lcheol	cheol	H4	FIRST	STATE	NA	DRY	Trockenstatus-Eintrag; Träger offen	QUALITY_STATE_AXIS_OPEN	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	0	0	0	0	NONE	NONE	NONE	Status-Eintrag; Zustandsachse offen; Träger offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0018	G738-P0018	G737-O0760	f85r2	f85r2.23	2	2	lcheol	cheol	H4	MIDDLE	STATE	NA	DRY	trocken; Träger offen	QUALITY_STATE_AXIS_OPEN	NONE	QUALITY_STATE	DESCRIPTIVE_WHOLE	cheol-family descriptive state field	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	0	0	0	0	NONE	NONE	NONE	Statusfeld; Zustandsachse offen; Träger offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0019	G738-P0019	G737-O0014	f103r	f103r.9	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	1	1	0	1	2	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0020	G738-P0020	G737-O0030	f103r	f103r.52	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	1	0	0	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0021	G738-P0021	G737-O0059	f104r	f104r.24	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	1	0	0	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0022	G738-P0022	G737-O0061	f104r	f104r.32	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	1	0	0	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0023	G738-P0023	G737-O0062	f104r	f104r.33	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	0	0	0	0	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0024	G738-P0024	G737-O0066	f104r	f104r.41	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	1	0	0	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0025	G738-P0025	G737-O0069	f104v	f104v.13	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION	NA	1	DIRECT_R1	1	1	1	1	1	1	2	DRY:1|PREPARATION:1	L1 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION]	NONE	Skalarstufe III der Zubereitung; Dimension offen	1	0	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0026	G738-P0026	G737-O0083	f105r	f105r.15	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	QUALITY_DEGREE	QUALITY_DEGREE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION_MATERIAL	2	1	DIRECT_R1	1	1	1	1	2	2	3	CLOSE:1|HOT:2|MATERIAL:1|PREPARATION:2|VALUE:1	R1 okeeol=vollständig erhitzter Ansatzstoff [HOT|MATERIAL|PREPARATION] || L2 okeedy=heißer Ansatz am Ende des Grades, abgeschlossen [HOT|VALUE|PREPARATION|CLOSE]	NONE	Heißgrad III des Zubereitungsmaterials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0027	G738-P0027	G737-O0093	f105v	f105v.7	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	PROCESS_PASS	PROCESS_PASS	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION	1	1	DIRECT_R1	1	1	1	1	1	1	1	DRY:1|PASS:1|PREPARATION:1	L1 ycheeo=Eintrag: zweiter Trockenansatz [DRY|PREPARATION|PASS]	NONE	Verarbeitungsgang III der Zubereitung	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0028	G738-P0028	G737-O0098	f105v	f105v.37	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	PROCESS_PASS	PROCESS_PASS	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION	1	1	DIRECT_R1	1	1	1	1	2	2	2	MOIST:2|PASS:1|PREPARATION:2	L1 qoeeo=zweite Feuchtzubereitung [MOIST|PREPARATION|PASS]	L2 sheo=Feuchtzubereitung [MOIST|PREPARATION]	Verarbeitungsgang III der Zubereitung	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	PROCESS_PASS	PROCESS_PASS	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION	1	1	DIRECT_R1	1	1	1	1	2	2	2	DRY:2|PASS:1|PREPARATION:2	L1 ycheeo=Eintrag: zweiter Trockenansatz [DRY|PREPARATION|PASS] || R1 cho=Trockenansatz [DRY|PREPARATION]	NONE	Verarbeitungsgang III der Zubereitung	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0030	G738-P0030	G737-O0113	f106r	f106r.40	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	0	0	0	0	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0031	G738-P0031	G737-O0126	f107r	f107r.8	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	QUALITY_DEGREE	QUALITY_DEGREE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	2	NA	NEAR_R2	0	1	1	1	1	1	1	HOT:1|VALUE:1	L2 qokeey=heiß am Ende des Grades [HOT|VALUE]	NONE	Heißgrad III	1	1	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0032	G738-P0032	G737-O0129	f107r	f107r.21	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	QUALITY_DEGREE	QUALITY_DEGREE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	MATERIAL	1	1	DIRECT_R1	1	1	1	1	1	2	2	HOT:1|MATERIAL:1|PROCESS:1|VALUE:1	L1 qokeol=erhitze den Drogenstoff bis zur Mittelstufe [HOT|VALUE|MATERIAL|PROCESS]	NONE	Heißgrad III des Materials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0033	G738-P0033	G737-O0130	f107r	f107r.21	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	1	1	0	1	2	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0034	G738-P0034	G737-O0132	f107r	f107r.28	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	0	1	0	0	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0035	G738-P0035	G737-O0137	f107r	f107r.35	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	AMOUNT_DOSE	AMOUNT_DOSE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	MATERIAL	1	1	DIRECT_R1	1	1	1	1	1	1	1	AMOUNT:1|HOT:1|MATERIAL:1	L1 qokor=heiße Drogenportion [HOT|AMOUNT|MATERIAL]	NONE	Mengen-/Portionsstufe III des Materials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0036	G738-P0036	G737-O0139	f107r	f107r.36	11	11	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	OPEN	NA	NA	OPEN_NO_SELECTING_R1_R2	0	0	1	1	0	1	1	NONE	NONE	NONE	Skalarstufe III; Dimension offen	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0037	G738-P0037	G737-O0146	f107r	f107r.49	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	AMOUNT_DOSE	AMOUNT_DOSE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION_MATERIAL_PART	1	1	DIRECT_R1	1	1	1	1	2	2	2	HOT:2|MATERIAL:2|PART:2|PREPARATION:2	R1 okair=heiße Drogenfraktion II im Ansatz [HOT|PART|MATERIAL|PREPARATION]	L2 okair=heiße Drogenfraktion II im Ansatz [HOT|PART|MATERIAL|PREPARATION]	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0038	G738-P0038	G737-O0148	f107v	f107v.1	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	AMOUNT_DOSE	AMOUNT_DOSE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PART	2	2	NEAR_R2	0	1	1	1	1	1	1	HOT:1|PART:1|PROCESS:1	R2 qokair=erhitze die zweite Fraktion [HOT|PART|PROCESS]	NONE	Mengen-/Portionsstufe III der Teilfraktion	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0039	G738-P0039	G737-O0151	f107v	f107v.3	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	OPEN_SCALAR	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	PREPARATION_MATERIAL	NA	1	DIRECT_R1	1	1	1	1	1	1	1	CLOSE:1|DRY:1|MATERIAL:1|PREPARATION:1	L1 ochedy=Ansatz aus getrockneter Droge, abgeschlossen [DRY|MATERIAL|PREPARATION|CLOSE]	NONE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	1	0	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0040	G738-P0040	G737-O0157	f107v	f107v.15	4	4	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	QUALITY_DEGREE	QUALITY_DEGREE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	MATERIAL	2	2	NEAR_R2	0	1	1	1	1	1	1	DRY:1|HOT:1|MATERIAL:1|VALUE:1	R2 chkal=Rohstoffklasse I, trocken-heiß am Gradanfang [HOT|DRY|VALUE|MATERIAL]	NONE	Qualitätsstufe III im heiß/trocken-Feld des Materials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
G739-D0041	G738-P0041	G737-O0160	f107v	f107v.24	5	5	lkaiin	kaiin	H4	LAST	SCALAR	III	HOT	Wärme-/Verarbeitungsstufe III	QUALITY_DEGREE	QUALITY_DEGREE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	0	MATERIAL	1	1	DIRECT_R1	1	1	1	1	1	2	2	HOT:1|MATERIAL:1|VALUE:1	L1 olkain=heißes Drogenmaterial, Grad II [HOT|VALUE|MATERIAL]	NONE	Heißgrad III des Materials	1	1	1	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0
