window_id	patch_id	occurrence_id	page	locus	target_ordinal	target_surface	target_position	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_reader_exact	neighbor_semantic_value_de	neighbor_confidence_level	neighbor_unknown_v99r7	neighbor_composition_semantic_credit	strict_initial_head_neighbor	another_gdt738_target	retired_patient_words	axis_tags	scalar_host_types	eligible_local_anchor	ineligibility_reasons	head_or_body_lexeme_credit	component_export_credit
G739-N00012	G738-P0002	G737-O0342	f113v	f113v.46	4	lain	MIDDLE	L	-1	1	3	cheey	1	trocken am Ende des Grades	NA	0	0	0	0	NONE	DRY|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00013	G738-P0002	G737-O0342	f113v	f113v.46	4	lain	MIDDLE	R	1	1	5	al	1	Rohstoffklasse I	NA	0	0	0	0	NONE	VALUE|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00014	G738-P0002	G737-O0342	f113v	f113v.46	4	lain	MIDDLE	R	2	2	6	cheey	1	trocken am Ende des Grades	NA	0	0	0	0	NONE	DRY|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00015	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	L	-4	4	1	dain	1	Grad-/Maßwert II	NA	0	0	0	0	NONE	AMOUNT|VALUE	AMOUNT_DOSE	0	BELOW_W2_OR_NA	0	0
G739-N00016	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	L	-3	3	2	chey	1	trocken in der Mitte des Grades	NA	0	0	0	0	NONE	DRY|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00017	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	L	-2	2	3	qokeey	1	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	1	NONE	0	0
G739-N00018	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	L	-1	1	4	okeey	1	heißer Ansatz am Ende des Grades	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00019	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	R	1	1	6	okeey	1	heißer Ansatz am Ende des Grades	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00020	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	R	2	2	7	qol	1	Drogenstoff zugeben	NA	0	0	0	0	NONE	MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00021	G738-P0003	G737-O0407	f116r	f116r.17	5	lain	MIDDLE	R	3	3	8	chedy	1	trocken in der Mitte des Grades, abgeschlossen	NA	0	0	0	0	NONE	DRY|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00022	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	L	-5	5	3	shol	1	feucht; nominal feuchtes Gut/Material	NA	0	0	0	0	NONE	MOIST|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00023	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	L	-4	4	4	okeey	1	heißer Ansatz am Ende des Grades	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00024	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	L	-3	3	5	chol	1	trocken; nominal trockenes Gut/Material	NA	0	0	0	0	NONE	DRY|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00025	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	L	-2	2	6	dar	1	abgemessene Fraktion I	NA	0	0	0	0	NONE	PART	AMOUNT_DOSE	0	BELOW_W2_OR_NA	0	0
G739-N00026	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	L	-1	1	7	ols	1	Drogenstoffposten	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	MATERIAL	NONE	1	NONE	0	0
G739-N00027	G738-P0004	G737-O0502	f46r	f46r.13	8	lain	MIDDLE	R	1	1	9	y	1	Eintrag abgeschlossen	NA	0	0	0	0	NONE	CLOSE	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00028	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	L	-5	5	1	ssheey	0	vollständig eingeweichtes Saatgut	W1_WEAK_WORKING	0	0	1	0	saat	NONE	NONE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|BELOW_W2_OR_NA|RETIRED_LITERAL_PATIENT|NO_SELECTING_AXIS	0	0
G739-N00029	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	L	-4	4	2	okeeo	0	[okeeo:?]	NA	1	0	0	0	NONE	NONE	NONE	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00030	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	L	-3	3	3	l	0	Grundstoff des vorstehenden Ansatzes	NA	0	0	0	0	NONE	MATERIAL|PREPARATION	NONE	0	READER_VARIANT|BELOW_W2_OR_NA	0	0
G739-N00031	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	L	-2	2	4	lchey	1	Drogenholz, trocken gebunden, Form I	W3_SOLID_WORKING_THEORY	0	0	1	0	holz	DRY|MATERIAL	NONE	0	OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00032	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	L	-1	1	5	qokaly	1	erhitze Rohdroge I leicht und schließe ab	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|MATERIAL|PROCESS	NONE	1	NONE	0	0
G739-N00033	G738-P0005	G737-O0026	f103r	f103r.47	6	lcheedy	MIDDLE	R	1	1	7	oloraiin	1	[oloraiin:?]	NA	1	0	0	0	NONE	NONE	NONE	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00034	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	L	-2	2	1	or	1	Drogenportion	NA	0	0	0	0	NONE	AMOUNT|MATERIAL	AMOUNT_DOSE	0	BELOW_W2_OR_NA	0	0
G739-N00035	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	L	-1	1	2	sheeo	1	vollständig eingeweichter Ansatz	W2_PROVISIONAL_WORKING	0	0	0	0	NONE	PREPARATION	NONE	1	NONE	0	0
G739-N00036	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	R	1	1	4	qokeey	1	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	1	NONE	0	0
G739-N00037	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	R	2	2	5	qochey	1	[qochey:?]	NA	1	0	0	0	NONE	NONE	NONE	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00038	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	R	3	3	6	qotcheedy	1	kalt und trocken am Ende des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	COLD|DRY|VALUE|CLOSE	QUALITY_DEGREE	1	NONE	0	0
G739-N00039	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	R	4	4	7	qotchedy	1	kalt und trocken in der Mitte des Grades, abgeschlossen	NA	0	0	0	0	NONE	COLD|DRY|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00040	G738-P0006	G737-O0072	f104v	f104v.20	3	lcheedy	MIDDLE	R	5	5	8	qokol	1	erhitzen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|PROCESS	NONE	1	NONE	0	0
G739-N00041	G738-P0007	G737-O0100	f106r	f106r.12	2	lcheedy	MIDDLE	L	-1	1	1	okeey	1	heißer Ansatz am Ende des Grades	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00042	G738-P0007	G737-O0100	f106r	f106r.12	2	lcheedy	MIDDLE	R	1	1	3	olkeey	1	Holzdrogenansatz vollständig erhitzt	NA	0	0	0	0	holz	HOT|MATERIAL|PREPARATION	NONE	0	BELOW_W2_OR_NA|RETIRED_LITERAL_PATIENT	0	0
G739-N00043	G738-P0007	G737-O0100	f106r	f106r.12	2	lcheedy	MIDDLE	R	2	2	4	qokeeo	0	heißer Ansatz, Bindungsstufe II	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	READER_VARIANT	0	0
G739-N00044	G738-P0007	G737-O0100	f106r	f106r.12	2	lcheedy	MIDDLE	R	3	3	5	dchedy	0	abgemessene Trockendroge, fertig	NA	0	0	0	0	NONE	DRY|MATERIAL|CLOSE	NONE	0	READER_VARIANT|BELOW_W2_OR_NA	0	0
G739-N00045	G738-P0008	G737-O0162	f107v	f107v.28	4	lcheedy	MIDDLE	L	-3	3	1	y	0	Eintrag:	NA	0	0	0	0	NONE	NONE	NONE	0	READER_VARIANT|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00046	G738-P0008	G737-O0162	f107v	f107v.28	4	lcheedy	MIDDLE	L	-2	2	2	cheor	0	trockener Drogenteil	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	DRY|PART|MATERIAL	NONE	0	READER_VARIANT	0	0
G739-N00047	G738-P0008	G737-O0162	f107v	f107v.28	4	lcheedy	MIDDLE	L	-1	1	3	cheol	1	trockener Drogenstoff	NA	0	0	0	0	NONE	DRY|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00048	G738-P0008	G737-O0162	f107v	f107v.28	4	lcheedy	MIDDLE	R	1	1	5	raraiin	0	drei Teile der ersten Wurzelfraktion	W3_SOLID_WORKING_THEORY	0	0	1	0	wurzel	PART	AMOUNT_DOSE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00049	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	L	-5	5	3	chdar	1	abgemessene Trockenfraktion I, Anfangsstufe	NA	0	0	0	0	NONE	DRY|VALUE|PART	QUALITY_DEGREE|AMOUNT_DOSE	0	BELOW_W2_OR_NA	0	0
G739-N00050	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	L	-4	4	4	chckhy	1	Arzneikompositum: trocken, Gradanfang	NA	0	0	0	0	NONE	DRY|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00051	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	L	-3	3	5	chees	1	vollständig getrocknete Kräutermischung	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	DRY|PREPARATION	NONE	1	NONE	0	0
G739-N00052	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	L	-2	2	6	salkchdy	0	[salkchdy:?]	NA	1	0	1	0	NONE	NONE	NONE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00053	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	L	-1	1	7	chey	1	trocken in der Mitte des Grades	NA	0	0	0	0	NONE	DRY|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00054	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	R	1	1	9	lchedy	0	getrocknetes Drogenholz	W3_SOLID_WORKING_THEORY	0	0	1	0	holz	DRY|MATERIAL	NONE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00055	G738-P0009	G737-O0593	f76v	f76v.21	8	lcheedy	MIDDLE	R	2	2	10	qoteedy	1	kalt am Ende des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	COLD|VALUE|CLOSE	QUALITY_DEGREE	1	NONE	0	0
G739-N00056	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	L	-1	1	1	qokeedy	1	heiß am Ende des Grades, abgeschlossen	NA	0	0	0	0	NONE	HOT|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00057	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	R	1	1	3	qokeoy	0	Ansatz bis zur Mittelstufe erhitzen und abschließen	W2_PROVISIONAL_WORKING	0	0	0	0	NONE	HOT|VALUE|PREPARATION|PROCESS	QUALITY_DEGREE	0	READER_VARIANT	0	0
G739-N00058	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	R	2	2	4	sal	1	Saat-Rohstoff I	W2_PROVISIONAL_WORKING	0	0	1	0	saat	MATERIAL	NONE	0	OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00059	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	R	3	3	5	raiin	1	Wurzel, Typ/Charge III	NA	0	0	1	0	wurzel	AMOUNT|VALUE	AMOUNT_DOSE	0	OPAQUE_INITIAL_HEAD|BELOW_W2_OR_NA|RETIRED_LITERAL_PATIENT	0	0
G739-N00060	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	R	4	4	6	qokeey	1	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	1	NONE	0	0
G739-N00061	G738-P0010	G737-O0703	f82r	f82r.24	2	lcheedy	MIDDLE	R	5	5	7	lkeey	1	Drogenholz, heiß am Gradende	W3_SOLID_WORKING_THEORY	0	0	1	0	holz	HOT|VALUE|MATERIAL	QUALITY_DEGREE	0	OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00062	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	L	-1	1	1	qokeey	1	heiß am Ende des Grades	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	1	NONE	0	0
G739-N00063	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	R	1	1	3	chol	1	trocken; nominal trockenes Gut/Material	NA	0	0	0	0	NONE	DRY|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00064	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	R	2	2	4	kaiin	1	heiß, Grad III	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	1	NONE	0	0
G739-N00065	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	R	3	3	5	olkal	1	Holzdrogenansatz aus Rohstoff I leicht erhitzt	W3_SOLID_WORKING_THEORY	0	0	0	0	holz	HOT|MATERIAL|PREPARATION	NONE	0	RETIRED_LITERAL_PATIENT	0	0
G739-N00066	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	R	4	4	6	shedy	0	feucht in der Mitte des Grades, abgeschlossen	NA	0	0	0	0	NONE	MOIST|VALUE|CLOSE	QUALITY_DEGREE	0	READER_VARIANT|BELOW_W2_OR_NA	0	0
G739-N00067	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	MIDDLE	R	5	5	7	qokaly	1	erhitze Rohdroge I leicht und schließe ab	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|MATERIAL|PROCESS	NONE	1	NONE	0	0
G739-N00068	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	L	-5	5	6	shedy	1	feucht in der Mitte des Grades, abgeschlossen	NA	0	0	0	0	NONE	MOIST|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00069	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	L	-4	4	7	okeey	0	heißer Ansatz am Ende des Grades	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	READER_VARIANT|BELOW_W2_OR_NA	0	0
G739-N00070	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	L	-3	3	8	oteey	1	kalter Ansatz am Ende des Grades	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	COLD|VALUE|PREPARATION	QUALITY_DEGREE	1	NONE	0	0
G739-N00071	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	L	-2	2	9	shedy	1	feucht in der Mitte des Grades, abgeschlossen	NA	0	0	0	0	NONE	MOIST|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00072	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	L	-1	1	10	chcthy	1	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	NA	0	0	0	0	NONE	DRY|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00073	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	MIDDLE	R	1	1	12	oteeam	0	[oteeam:?]	NA	1	0	0	0	NONE	NONE	NONE	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00074	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	L	-5	5	1	qokaiin	1	heiß, Grad III	NA	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00075	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	L	-4	4	2	sheckhy	1	feuchtes Arzneikompositum am Gradanfang	NA	0	0	0	0	NONE	MOIST|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00076	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	L	-3	3	3	qokar	1	heiße Drogenfraktion I	NA	0	0	0	0	NONE	HOT|PART|MATERIAL	AMOUNT_DOSE	0	BELOW_W2_OR_NA	0	0
G739-N00077	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	L	-2	2	4	chalkain	1	[chalkain:?]	NA	1	0	0	0	NONE	NONE	NONE	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00078	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	L	-1	1	5	chckhedy	1	Arzneikompositum: trocken, Gradmitte, abgeschlossen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	DRY|VALUE|PREPARATION|CLOSE	QUALITY_DEGREE	1	NONE	0	0
G739-N00079	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	R	1	1	7	okaiin	1	heiß, Grad III, im Ansatzrahmen	NA	0	0	0	0	NONE	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00080	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	R	2	2	8	qokain	1	heiß, Grad II	NA	0	0	0	0	NONE	HOT|VALUE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00081	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	R	3	3	9	cheol	1	trockener Drogenstoff	NA	0	0	0	0	NONE	DRY|MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00082	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	R	4	4	10	daiin	1	Qualitätsgrad III	NA	0	0	0	0	NONE	VALUE	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00083	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	MIDDLE	R	5	5	11	lam	0	ein Maß Holzdroge	W2_PROVISIONAL_WORKING	0	0	1	0	holz	AMOUNT|MATERIAL	AMOUNT_DOSE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00084	G738-P0014	G737-O0321	f113v	f113v.6	2	lcheol	MIDDLE	L	-1	1	1	tcheolchy	1	[tcheolchy:?]	NA	1	0	0	0	NONE	NONE	NONE	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00085	G738-P0014	G737-O0321	f113v	f113v.6	2	lcheol	MIDDLE	R	1	1	3	chockhy	1	Arzneikompositum im Trockenansatz am Gradanfang	NA	0	0	0	0	NONE	DRY|VALUE|PREPARATION	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00086	G738-P0014	G737-O0321	f113v	f113v.6	2	lcheol	MIDDLE	R	2	2	4	cheodadaiin	0	[cheodadaiin:?]	NA	1	0	0	0	NONE	NONE	NONE	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00087	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	L	-3	3	1	qol	1	Drogenstoff zugeben	NA	0	0	0	0	NONE	MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00088	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	L	-2	2	2	sheedy	1	feucht am Ende des Grades, abgeschlossen	NA	0	0	0	0	NONE	MOIST|VALUE|CLOSE	QUALITY_DEGREE	0	BELOW_W2_OR_NA	0	0
G739-N00089	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	L	-1	1	3	qol	1	Drogenstoff zugeben	NA	0	0	0	0	NONE	MATERIAL	NONE	0	BELOW_W2_OR_NA	0	0
G739-N00090	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	R	1	1	5	lchdy	0	getrocknete Holzdroge, Kompaktform	W3_SOLID_WORKING_THEORY	0	0	1	0	holz	DRY|MATERIAL	NONE	0	READER_VARIANT|OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	0	0
G739-N00091	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	R	2	2	6	dchdy	1	Trockendroge abmessen und fertigstellen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	DRY|AMOUNT|MATERIAL|PROCESS|CLOSE	AMOUNT_DOSE	1	NONE	0	0
G739-N00092	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	R	3	3	7	da	0	eine Teilmenge abmessen	W1_WEAK_WORKING	0	0	0	0	NONE	AMOUNT|PART|PROCESS	AMOUNT_DOSE	0	READER_VARIANT|BELOW_W2_OR_NA	0	0
G739-N00093	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	R	4	4	8	qar	0	[qar:?]	NA	1	0	0	0	NONE	NONE	NONE	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	0	0
G739-N00094	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	MIDDLE	R	5	5	9	olkal	0	Holzdrogenansatz aus Rohstoff I leicht erhitzt	W3_SOLID_WORKING_THEORY	0	0	0	0	holz	HOT|MATERIAL|PREPARATION	NONE	0	READER_VARIANT|RETIRED_LITERAL_PATIENT	0	0
G739-N00095	G738-P0016	G737-O0649	f79r	f79r.34	1	lcheol	FIRST	R	1	1	2	kchedy	1	heiß und trocken in der Mitte des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	0	0	0	0	NONE	HOT|DRY|VALUE|CLOSE	QUALITY_DEGREE	1	NONE	0	0
