decision_no	event_id	statement_id	record	page	decision_type	selected_value
31	E074	H5-S001	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S001
32	E074	H5-S001	H5	f56r	RESET_VISIBLE_OWNER	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB
33	E083	H5-S002	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S002
34	E083	H5-S002	H5	f56r	ENTER_ALLOGRAPH_BLOCK	AB14
35	E087	H5-S003	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S003
36	E091	H5-S004	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S004
37	E094	H5-S005	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S005
38	E095	H5-S005	H5	f56r	ENTER_ALLOGRAPH_BLOCK	AB15
39	E098	H5-S006	H5	f56r	SELECT_UNUSUAL_PROGRAM	H5-S006
40	E101	B1-S001	B1	f81v	RESET_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL
41	E102	B1-S002	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S002
42	E102	B1-S002	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB16
43	E109	B1-S002	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB17
44	E121	B1-S003	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S003
45	E121	B1-S003	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB18
46	E123	B1-S004	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S004
47	E127	B1-S006	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S006
48	E128	B1-S006	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB19
49	E132	B1-S008	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S008
50	E139	B1-S011	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S011
51	E142	B1-S012	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB20
52	E145	B1-S014	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S014
53	E148	B1-S014	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB21
54	E150	B1-S015	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S015
55	E152	B1-S016	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S016
56	E153	B1-S016	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB22
57	E156	B1-S017	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S017
58	E159	B1-S018	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S018
59	E163	B1-S019	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB23
60	E166	B1-S021	B1	f81v	SELECT_UNUSUAL_PROGRAM	B1-S021
61	E166	B1-S021	B1	f81v	ENTER_ALLOGRAPH_BLOCK	AB24
62	E167	B2-S001	B2	f82r	RESET_VISIBLE_OWNER	B2_UPPER_PAIRED_BASINS_AND_CYLINDER
63	E167	B2-S001	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB25
64	E170	B2-S003	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB26
65	E172	B2-S004	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S004
66	E177	B2-S005	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S005
67	E185	B2-S006	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S006
68	E189	B2-S007	B2	f82r	RESET_VISIBLE_OWNER	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE
69	E190	B2-S008	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S008
70	E190	B2-S008	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB27
71	E194	B2-S010	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S010
72	E198	B2-S011	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S011
73	E198	B2-S011	B2	f82r	RESET_VISIBLE_OWNER	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION
74	E198	B2-S011	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB28
75	E202	B2-S012	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S012
76	E203	B2-S012	B2	f82r	RESET_VISIBLE_OWNER	B2_LOWER_GREEN_MULTI_FIGURE_POOL
77	E211	B2-S014	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S014
78	E212	B2-S015	B2	f82r	RESET_VISIBLE_OWNER	B2_LOWER_POOL_EDGE_STATIONS
79	E214	B2-S016	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S016
80	E214	B2-S016	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB29
81	E217	B2-S016	B2	f82r	ENTER_ALLOGRAPH_BLOCK	AB30
82	E222	B2-S017	B2	f82r	SELECT_UNUSUAL_PROGRAM	B2-S017
83	E229	B3-S001	B3	f83r	RESET_VISIBLE_OWNER	B3_UPPER_MARGIN_OPEN_FAN_STATION
84	E232	B3-S003	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S003
85	E236	B3-S004	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S004
86	E238	B3-S004	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB31
87	E239	B3-S005	B3	f83r	RESET_VISIBLE_OWNER	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION
88	E240	B3-S006	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S006
89	E242	B3-S006	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB32
90	E243	B3-S007	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S007
91	E247	B3-S009	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S009
92	E248	B3-S010	B3	f83r	RESET_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION
93	E250	B3-S011	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S011
94	E254	B3-S012	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB33
95	E257	B3-S013	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB34
96	E260	B3-S014	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S014
97	E263	B3-S016	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S016
98	E264	B3-S016	B3	f83r	RESET_VISIBLE_OWNER	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED
99	E264	B3-S016	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB35
100	E268	B3-S020	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S020
101	E270	B3-S021	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S021
102	E271	B3-S021	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB36
103	E278	B3-S021	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB37
104	E283	B3-S024	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB38
105	E285	B3-S026	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S026
106	E291	B3-S026	B3	f83r	RESET_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR
107	E291	B3-S026	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB39
108	E298	B3-S030	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S030
109	E299	B3-S030	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB40
110	E303	B3-S032	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S032
111	E309	B3-S034	B3	f83r	SELECT_UNUSUAL_PROGRAM	B3-S034
112	E309	B3-S034	B3	f83r	ENTER_ALLOGRAPH_BLOCK	AB41
113	E315	B4-S001	B4	f83r	RESET_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR
114	E319	B4-S003	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S003
115	E320	B4-S003	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB42
116	E324	B4-S003	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB43
117	E337	B4-S010	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S010
118	E338	B4-S011	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S011
119	E338	B4-S011	B4	f83r	RESET_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION
120	E341	B4-S011	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB44
121	E348	B4-S014	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S014
122	E348	B4-S014	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB45
123	E352	B4-S015	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S015
124	E353	B4-S015	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB46
125	E356	B4-S015	B4	f83r	RESET_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION
126	E358	B4-S016	B4	f83r	SELECT_UNUSUAL_PROGRAM	B4-S016
127	E358	B4-S016	B4	f83r	ENTER_ALLOGRAPH_BLOCK	AB47
128	E362	B5-S001	B5	f83r	RESET_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION
129	E364	B5-S003	B5	f83r	SELECT_UNUSUAL_PROGRAM	B5-S003
130	E366	B5-S003	B5	f83r	ENTER_ALLOGRAPH_BLOCK	AB48
131	E369	B5-S003	B5	f83r	ENTER_ALLOGRAPH_BLOCK	AB49
132	E373	B6-S001	B6	f83r	SELECT_UNUSUAL_PROGRAM	B6-S001
133	E373	B6-S001	B6	f83r	RESET_VISIBLE_OWNER	B6_RIGHT_S_RUN_MULTIPORT_STATION
134	E377	B6-S001	B6	f83r	ENTER_ALLOGRAPH_BLOCK	AB50
