locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.21	f100r	P	A	f100r.21|P01|f100r.21|P02	okols	erenz	erenz	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.22	f100r	P	A	f100r.22|P01|f100r.22|P02|f100r.22|P03	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	uenwen denso udes edien gen vliz wie azize ankume	uenwen denso udes edien gen vliz wie azize ankume	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.23	f100r	P	A	f100r.23|P01|f100r.23|P02|f100r.23|P03	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	zen den gen wen wen vuen det den we rie e eriag	zen den gen wen wen vuen det den we rie e eriag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	zacdet wiet vuen esiet er wie denwien zah dien to	zacdet wiet vuen esiet er wie denwien zah dien to	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	wiet frien den so mien endien dire dien dieue erien	wiet frien den so mien endien dire dien dieue erien	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	eo dirie den denen dez endet vrien erien dienz an	eo dirie den denen dez endet vrien erien dienz an	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	den dien de duien elendie	den dien de duien elendie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	eliat	eliat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	deuate	deuate	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	zat dat son	zat dat son	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	etate	etate	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	danzaht	danzaht	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	zehle	zehle	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	zezag	zezag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	lends	lends	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	erdiet	erdiet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	elden	elden	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	nrdan	nrdan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos ctharal	dez matan	dez matan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	sie wiege vlien ueet at det elie so vrege	sie wiege vlien ueet at det elie so vrege	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	zet die saht en dien venrie den die vrien delen z	zet die saht en dien venrie den die vrien delen z	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	erien den die iezie z wie erien diz eriet erien n	erien den die iezie z wie erien diz eriet erien n	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey sholkcheol qokeol okol chol chotor chso solcthy	deuie wenrdien vrien eren den delet dze zenme	deuie wenrdien vrien eren den delet dze zenme	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	ladze z en die diet esahn ues w des vrien zan	ladze z en die diet esahn ues w des vrien zan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey keody choor chckhey du	zaht dieriez deue demie rien deet duie sp	zaht dieriez deue demie rien deet duie sp	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	denz	denz	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ediere werize vrie derien zataneane diet en deuat	ediere werize vrie derien zataneane diet en deuat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	zetan eret en dee ne atatee erat dian dierien etie	zetan eret en dee ne atatee erat dian dierien etie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	so dire dete	so dire dete	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	ebdet	ebdet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	zenze	zenze	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	zenizez	zenizez	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	erdedn	erdedn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	erdn	erdn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	sdn	sdn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	sanze	sanze	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	bdien wien en wie vuen wet elien wieuie fben diat z o enie frie debdie diuie gieme erde die dirie san die	bdien wien en wie vuen wet elien wieuie fben diat z o enie frie debdie diuie gieme erde die dirie san die	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	ysho qykeeol chol sho odor dor chees ykeol chol dol kor ay ol chso sha olcheeol kolshey okeoly oiin aiioly	ewe ferien den we eset set diz erien den sen ret ae en dze wa endien renwie eriene en acene	ewe ferien den we eset set diz erien den sen ret ae en dze wa endien renwie eriene en acene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okalchol kol o keey r or ol okol ol olchey qok chal okey qokeol kar shey teol or oiiin chol daiin	sen derie drie mie eranden ren e rie t et en eren en endie vr dan erie vrien rat wie lien et echt den so	sen derie drie mie eranden ren e rie t et en eren en endie vr dan erie vrien rat wie lien et echt den so	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	oleol okeor r sheol qokol shey dol shey okeey ctheey yteeoldy kchol ol sheody or ol sheor qotoiir otol sheey s sheo tchey ol dar am	enien eriet t wien vren wie sen wie erie mie elienn rden en wien et en wiet vlect elen wie z wie ldie en sat ag	enien eriet t wien vren wie sen wie erie mie elienn rden en wien et en wiet vlect elen wie z wie ldie en sat ag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shy chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	edie et wien so wien erien mien rie vuien so we den eriet n drden salien erien sahtht erie erie sahtht	edie et wien so wien erien mien rie vuien so we den eriet n drden salien erien sahtht erie erie sahtht	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol dor chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheam	so mien dien eret et o dien de riesdie eren erien set den de t o elien et o en die elies wien erien dezo wiag	so mien dien eret et o dien de riesdie eren erien set den de t o elien et o en die elies wien erien dezo wiag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheas sheokeey sheeor chchy chodaiin cheeckhey teeol s cheol rar oeeor	erien we wen we wen erien diaz wierie wiet dde deso diuie lien z dien tat eiet	erien we wen we wen erien diaz wierie wiet dde deso diuie lien z dien tat eiet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin cheolain ypchey ody shotey odariin sheoor sheor ckheey ey qokchey cholp cheol dy	geat eo ebdene so elo elo eueno dienaht ebdie en welie esatn wieet wiet uie ie vrdie denb dien n	geat eo ebdene so elo elo eueno dienaht ebdie en welie esatn wieet wiet uie ie vrdie denb dien n	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.8	f101r	P	A	f101r.8|P01|f101r.8|P02|f101r.8|P03	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	eno elien det elie derdie ret so wer den den vre so en z an esat so et ete erie so wie so eren diet	eno elien det elie derdie ret so wer den den vre so en z an esat so et ete erie so wie so eren diet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.9	f101r	P	A	f101r.9|P01|f101r.9|P02|f101r.9|P03	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeol shey qodar soiin choko qokeol daiin o dar okchol cheo rcheky	so erien vrdien eriet sat en elide eriet set o dn z dien erien wie vsat zen dere vrien so e sat erden die tdire	so erien vrdien eriet sat en elide eriet set o dn z dien erien wie vsat zen dere vrien so e sat erden die tdire	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.1	f101v	P	A	f101v.1|P01|f101v.1|P02	sairaly	zahtane	zahtane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.10	f101v	P	A	f101v.10|P01	okol	eren	eren	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.11	f101v	P	A	f101v.11|P01	arom	ateg	ateg	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.12	f101v	P	A	f101v.12|P01|f101v.12|P02	oraram	etatag	etatag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.13	f101v	P	A	f101v.13|P01|f101v.13|P02|f101v.13|P03	oraeep	etaib	etaib	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.14	f101v	P	A	f101v.14|P01|f101v.14|P02	dytolg	nlenc	nlenc	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.15	f101v	P	A	f101v.15|P01	olkor	enret	enret	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.16	f101v	P	A	f101v.16|P01	dolary	senate	senate	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.17	f101v	P	A	f101v.17|P01	odor	eset	eset	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.18	f101v	P	A	f101v.18|P01	olaran	enatat	enatat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.19	f101v	P	A	f101v.19|P01|f101v.19|P02|f101v.19|P03	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	lendet diebet et en gie t wi uen z en elwie elde rde bdene det et detet ze setat ereto etenesaht	lendet diebet et en gie t wi uen z en elwie elde rde bdene det et detet ze setat ereto etenesaht	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.2	f101v	P	A	f101v.2|P01|f101v.2|P02	otaldy	elann	elann	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.20	f101v	P	A	f101v.20|P01|f101v.20|P02|f101v.20|P03	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	et o et e et esag det z o eret diet wien vren ilen vet die feries eie t dee z erien deso me eren sat	et o et e et esag det z o eret diet wien vren ilen vet die feries eie t dee z erien deso me eren sat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.21	f101v	P	A	f101v.21|P01|f101v.21|P02|f101v.21|P03	ycheor oo dain cheokal ody cheeods oraiin qoeey cthey eocthy dain cheod dydy	ediet ee saht dieran en diesz eto vie mie ieme saht dies nn	ediet ee saht dieran en diesz eto vie mie ieme saht dies nn	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.22	f101v	P	A	f101v.22|P01|f101v.22|P02|f101v.22|P03	ksear lol keeol otal or ol aiin okeod ey dain olcheol opcheol cthey qekeoldy qocthor sheody qoey odaiin shoytolaiin sodaiin dy	rziat nen rien elan et en o eries ie saht endien ebdien mie firienn vmet wien vie eso weeleno zeso n	rziat nen rien elan et en o eries ie saht endien ebdien mie firienn vmet wien vie eso weeleno zeso n	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.23	f101v	P	A	f101v.23|P01|f101v.23|P02|f101v.23|P03	yaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olchdar qokeol dol oraiin oldaiin keeol rch qokeeeor s ydy cheor okeey choldy dar	eo en enet so erie vr erien so vue so endsat vrien sen eto enso rien td vriet z en diet erie denn sat	eo en enet so erie vr erien so vue so endsat vrien sen eto enso rien td vriet z en diet erie denn sat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.24	f101v	P	A	f101v.24|P01|f101v.24|P02|f101v.24|P03	teeeol sheol qokeor ol olcho r chokey chor ctheey daiindaiin cheeody cheey keo cheol daiiin deeor cheedy	lien wien vriet en ende t derie det mie soso dien die rie dien sacht siet din	lien wien vriet en ende t derie det mie soso dien die rie dien sacht siet din	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.25	f101v	P	A	f101v.25|P01|f101v.25|P02|f101v.25|P03	daiin dair yteol chor qockhol daiin ckheey chey kchey daoiin okeey ckheo l cheody kcheol daiin eteeos ctheody ctheo ckhosh olchor	so saht elien det vuen so uie die rdie saen erie uie n dien rdien so iliez mien mie uew endet	so saht elien det vuen so uie die rdie saen erie uie n dien rdien so iliez mien mie uew endet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.26	f101v	P	A	f101v.26|P01|f101v.26|P02|f101v.26|P03	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	eno erien die ren diz wie vet vrien diet erie en die mie ete mie vrie wen en dien etanat wie vrat ate	eno erien die ren diz wie vet vrien diet erie en die mie ete mie vrie wen en dien etanat wie vrat ate	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.27	f101v	P	A	f101v.27|P01|f101v.27|P02|f101v.27|P03	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	zan den dene erie san vn wuien den miat rien die en dz eto vrie zen vso dien vrie so diesag	zan den dene erie san vn wuien den miat rien die en dz eto vrie zen vso dien vrie so diesag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.28	f101v	P	A	f101v.28|P01|f101v.28|P02|f101v.28|P03	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	lien dien ildie die t dien men deno den frat	lien dien ildie die t dien men deno den frat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.3	f101v	P	A	f101v.3|P01|f101v.3|P02|f101v.3|P03	otol	elen	elen	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.4	f101v	P	A	f101v.4|P01|f101v.4|P02	ytal	elan	elan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.5	f101v	P	A	f101v.5|P01	dokor	seret	seret	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.6	f101v	P	A	f101v.6|P01	orar	etat	etat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.7	f101v	P	A	f101v.7|P01|f101v.7|P02	otarar	elatat	elatat	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.8	f101v	P	A	f101v.8|P01|f101v.8|P02|f101v.8|P03	otoly	elene	elene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.9	f101v	P	A	f101v.9|P01	soraly	zetane	zetane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.1	f102r1	P	A	f102r1.1|P01|f102r1.1|P02|f102r1.1|P03	daarod	saates	saates	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.10	f102r1	P	A	f102r1.10|P01|f102r1.10|P02|f102r1.10|P03	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	edien wenn den den erien sen senieso san min	edien wenn den den erien sen senieso san min	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.11	f102r1	P	A	f102r1.11|P01|f102r1.11|P02|f102r1.11|P03	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	sdie vue zen wie erien vriesen weuie enien	sdie vue zen wie erien vriesen weuie enien	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.12	f102r1	P	A	f102r1.12|P01|f102r1.12|P02|f102r1.12|P03	ddardsh	ssatsw	ssatsw	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.13	f102r1	P	A	f102r1.13|P01|f102r1.13|P02|f102r1.13|P03	teesody qoeol olcheor qokey okshey qokeol sheofoly	lizen vien endiet vrie erwie vrien wieuene	lizen vien endiet vrie erwie vrien wieuene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.14	f102r1	P	A	f102r1.14|P01|f102r1.14|P02|f102r1.14|P03	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	seie rien vrie saet wie vlien eren dez z et eio	seie rien vrie saet wie vlien eren dez z et eio	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.15	f102r1	P	A	f102r1.15|P01|f102r1.15|P02|f102r1.15|P03	or chol daiin dykeor sheey qokeody dor os ykeeykam	et den so nriet wie vrien set ez erierag	et den so nriet wie vrien set ez erierag	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.16	f102r1	P	A	f102r1.16|P01|f102r1.16|P02|f102r1.16|P03	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	sset detsag zeto erie n erien seieiat z atan set	sset detsag zeto erie n erien seieiat z atan set	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.17	f102r1	P	A	f102r1.17|P01|f102r1.17|P02|f102r1.17|P03	ydar arody oldaiin sody chockhy oly	esat aten enso zen deue ene	esat aten enso zen deue ene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.2	f102r1	P	A	f102r1.2|P01	otodeeodor	elesieset	elesieset	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.3	f102r1	P	A	f102r1.3|P01|f102r1.3|P02	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	beno weme vlien necht eliet giesat wenso	beno weme vlien necht eliet giesat wenso	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.4	f102r1	P	A	f102r1.4|P01|f102r1.4|P02|f102r1.4|P03	dsheody okeeoy kod chkeeody daraiiin ctheoly qokcheololain	swien eriee res drien satacht miene vrdienenaht	swien eriee res drien satacht miene vrdienenaht	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.5	f102r1	P	A	f102r1.5|P01|f102r1.5|P02	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	elen wien wi eno etaht etateirien den irie vren saht	elen wien wi eno etaht etateirien den irie vren saht	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.6	f102r1	P	A	f102r1.6|P01|f102r1.6|P02	daiin ykeeol oldy okodaiin	so erien enn ereso	so erien enn ereso	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.7	f102r1	P	A	f102r1.7|P01|f102r1.7|P02	okolaly	erenane	erenane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.8	f102r1	P	A	f102r1.8|P01|f102r1.8|P02	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	bweso vetat debe deuen so elien vlien sene	bweso vetat debe deuen so elien vlien sene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.9	f102r1	P	A	f102r1.9|P01|f102r1.9|P02|f102r1.9|P03	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	so etwienn vrien elien nwenriesan vrwn ze	so etwienn vrien elien nwenriesan vrwn ze	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.1	f102r2	P	A	f102r2.1|P01|f102r2.1|P02	kodaiig	resacc	resacc	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.10	f102r2	P	A	f102r2.10|P01|f102r2.10|P02	shockhy qockhey sol eeey dol cheol doaiin qkeeey cthey	weue vuie zen ie sen dien seo frie mie	weue vuie zen ie sen dien seo frie mie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.11	f102r2	P	A	f102r2.11|P01|f102r2.11|P02|f102r2.11|P03	kockhas okor ykeey okeey qokeey dol ol sheody okey da l y	reuaz eret erie erie vrie sen en wien erie sa n e	reuaz eret erie erie vrie sen en wien erie sa n e	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.12	f102r2	P	A	f102r2.12|P01|f102r2.12|P02|f102r2.12|P03	ytchy o l ockhy okeey cheody saiin dol ockhy okeady	elde e n eue erie dien zo sen eue erian	elde e n eue erie dien zo sen eue erian	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.13	f102r2	P	A	f102r2.13|P01|f102r2.13|P02|f102r2.13|P03	loeekadag	neirasac	neirasac	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.14	f102r2	P	A	f102r2.14|P01|f102r2.14|P02|f102r2.14|P03	osheal	ewian	ewian	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r2.15	f102r2	P	A	f102r2.15|P01|f102r2.15|P02|f102r2.15|P03	sodch	zesd	zesd	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
