locus	selected_path_id	source	segmentation	rule
f100r.27	f100r.27|P01	chol cheol cho chckheody otolchey	ch+o+l ch+e+o+l ch+o ch+ckh+e+o+dy o+t+o+l+ch+e+y	greedy longest unit; byte-order tie break
f100r.3	f100r.3|P01	otear	o+t+e+a+r	greedy longest unit; byte-order tie break
f100r.4	f100r.4|P01	chofary	ch+o+f+a+r+y	greedy longest unit; byte-order tie break
f100r.5	f100r.5|P01	sar char daiindy	s+a+r ch+a+r d+aiin+dy	greedy longest unit; byte-order tie break
f100r.6	f100r.6|P01	oraro	o+r+a+r+o	greedy longest unit; byte-order tie break
f100r.7	f100r.7|P01	chalsain	ch+a+l+s+a+i+n	greedy longest unit; byte-order tie break
f100r.8	f100r.8|P01	soity	s+o+i+t+y	greedy longest unit; byte-order tie break
f100r.9	f100r.9|P01	sosam	s+o+s+a+m	greedy longest unit; byte-order tie break
f100v.1	f100v.1|P01	tolchd	t+o+l+ch+d	greedy longest unit; byte-order tie break
f100v.10	f100v.10|P01	okcheor	o+k+ch+e+o+r	greedy longest unit; byte-order tie break
f100v.11	f100v.11|P01	ytchol	y+t+ch+o+l	greedy longest unit; byte-order tie break
f100v.12	f100v.12|P01	dykchal	dy+k+ch+a+l	greedy longest unit; byte-order tie break
f100v.13	f100v.13|P01	chos ctharal	ch+o+s cth+a+r+a+l	greedy longest unit; byte-order tie break
f100v.14	f100v.14|P01	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	d+ee+y sh+e+o+cph+y qo+t+e+o+dy ckh+o+o+r a+r ch+o+r o+t+ee+y d+aiin qo+k+o+m+o	greedy longest unit; byte-order tie break
f100v.15	f100v.15|P01	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	s+o+r ch+ee+y d+a+i+r o+l ch+e+o+l qo+o+l+k+ee+y ch+o+l ch+ee+y qo+k+e+o+l ch+o+t+o+l s	greedy longest unit; byte-order tie break
f100v.16	f100v.16|P01	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	y+k+ee+o+l ch+o+l ch+e+y ee+o+s+ee+o s sh+ee+o o+k+e+o+l ch+e+s o+k+e+o+r o+k+e+o+l dy	greedy longest unit; byte-order tie break
f100v.17	f100v.17|P01	chockhey sholkcheol qokeol okol chol chotor chso solcthy	ch+o+ckh+e+y sh+o+l+k+ch+e+o+l qo+k+e+o+l o+k+o+l ch+o+l ch+o+t+o+r ch+s+o s+o+l+cth+y	greedy longest unit; byte-order tie break
f100v.18	f100v.18|P01	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	t+a+ch+s+o s o+l ch+e+o ch+ee+o+r o+d+a+i+dy ckh+o+d sh ch+o+d qo+k+e+o+l s+a+l	greedy longest unit; byte-order tie break
f100v.19	f100v.19|P01	sain cheokeos chockhy chocthey keody choor chckhey du	s+a+i+n ch+e+o+k+e+o+s ch+o+ckh+y ch+o+cth+e+y k+e+o+dy ch+o+o+r ch+ckh+e+y d+u	greedy longest unit; byte-order tie break
f100v.2	f100v.2|P01	chols	ch+o+l+s	greedy longest unit; byte-order tie break
f100v.20	f100v.20|P01	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	y+ch+e+o+k+y sh+o+k+ee+s+y qo+k+ee+y ch+o+k+e+o+l s+a+r+a+l+o+a+l+y ch+e+o+r o+l ch+o+ckh+a+r	greedy longest unit; byte-order tie break
f100v.21	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	s+o+r+a+l o+k+o+r o+l ch+o+y l+y a+r+a+r+o+y o+k+a+r ch+eee+a+l ch+e+o+k+e+o+l o+r+e+y	greedy longest unit; byte-order tie break
f100v.22	f100v.22|P01	daiin cheky chory	d+aiin ch+e+k+y ch+o+r+y	greedy longest unit; byte-order tie break
f100v.3	f100v.3|P01	opchor	o+p+ch+o+r	greedy longest unit; byte-order tie break
f100v.4	f100v.4|P01	solsy	s+o+l+s+y	greedy longest unit; byte-order tie break
f100v.5	f100v.5|P01	soleesos	s+o+l+ee+s+o+s	greedy longest unit; byte-order tie break
f100v.6	f100v.6|P01	ykchochdy	y+k+ch+o+ch+dy	greedy longest unit; byte-order tie break
f100v.7	f100v.7|P01	ykchdy	y+k+ch+dy	greedy longest unit; byte-order tie break
f100v.8	f100v.8|P01	dchdy	d+ch+dy	greedy longest unit; byte-order tie break
f100v.9	f100v.9|P01	dalsy	d+a+l+s+y	greedy longest unit; byte-order tie break
f101r.1	f101r.1|P01	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	p+ch+e+o+l sh+e+o+l o+l sh+e+y qo+ckh+o+l sh+o+r y+t+e+o+l sh+e+o+ckh+e+y q+p+o+l ch+e+a+r s aiin o+l+eee+y q+k+ee+y ch+o+p+ch+ee+y ch+e+ckh+e+y cph+e+o+cth+y y+k+ch+y ch+ee+y ch+e+k+ee+y d+a+l ch+e+y	greedy longest unit; byte-order tie break
f101r.10	f101r.10|P01	ysho qykeeol chol sho odor dor chees ykeol chol dol kor ay ol chso sha olcheeol kolshey okeoly oiin aiioly	y+sh+o q+y+k+ee+o+l ch+o+l sh+o o+d+o+r d+o+r ch+ee+s y+k+e+o+l ch+o+l d+o+l k+o+r a+y o+l ch+s+o sh+a o+l+ch+ee+o+l k+o+l+sh+e+y o+k+e+o+l+y o+iin a+ii+o+l+y	greedy longest unit; byte-order tie break
f101r.2	f101r.2|P01	dol chokeey chkey cthey okalchol kol o keey r or ol okol ol olchey qok chal okey qokeol kar shey teol or oiiin chol daiin	d+o+l ch+o+k+ee+y ch+k+e+y cth+e+y o+k+a+l+ch+o+l k+o+l o k+ee+y r o+r o+l o+k+o+l o+l o+l+ch+e+y qo+k ch+a+l o+k+e+y qo+k+e+o+l k+a+r sh+e+y t+e+o+l o+r o+ii+i+n ch+o+l d+aiin	greedy longest unit; byte-order tie break
f101r.3	f101r.3|P01	oleol okeor r sheol qokol shey dol shey okeey ctheey yteeoldy kchol ol sheody or ol sheor qotoiir otol sheey s sheo tchey ol dar am	o+l+e+o+l o+k+e+o+r r sh+e+o+l qo+k+o+l sh+e+y d+o+l sh+e+y o+k+ee+y cth+ee+y y+t+ee+o+l+dy k+ch+o+l o+l sh+e+o+dy o+r o+l sh+e+o+r qo+t+o+ii+r o+t+o+l sh+ee+y s sh+e+o t+ch+e+y o+l d+a+r a+m	greedy longest unit; byte-order tie break
f101r.4	f101r.4|P01	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shy chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	y+ch+ee+o o+r sh+ee+o+l d+aiin sh+ee+o+l o+k+e+o+l cth+e+o+l k+ee+o qo+ckh+e+o+l d+aiin sh+y ch+o+l o+k+ee+o+r dy ch+k+ch+o+l d+a+t+e+o+dy o+k+e+o+l d+a+i+r+i+n o+k+ee+y o+k+ee+y d+a+i+r+i+n	greedy longest unit; byte-order tie break
f101r.5	f101r.5|P01	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol dor chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheam	d+aiin cth+e+o+l ch+e+o+l o+k+o+r o+r aiin ch+e+o+l ch+o k+ee+o+d+ch+e+y o+k+o+l o+k+e+o+l d+o+r ch+o+l ch+y r aiin o+t+e+o+l o+r aiin o+l ch+e+y o+t+ee+o+d sh+e+o+l o+k+e+o+l ch+o+s+aiin sh+e+a+m	greedy longest unit; byte-order tie break
f101r.6	f101r.6|P01	okeeol sho shody sho shol okeeeol cheas sheokeey sheeor chchy chodaiin cheeckhey teeol s cheol rar oeeor	o+k+ee+o+l sh+o sh+o+dy sh+o sh+o+l o+k+eee+o+l ch+e+a+s sh+e+o+k+ee+y sh+ee+o+r ch+ch+y ch+o+d+aiin ch+ee+ckh+e+y t+ee+o+l s ch+e+o+l r+a+r o+ee+o+r	greedy longest unit; byte-order tie break
f101r.7	f101r.7|P01	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin cheolain ypchey ody shotey odariin sheoor sheor ckheey ey qokchey cholp cheol dy	cph+o+a+r o+aiin y+p+ch+o+l+y d+aiin o+t+aiin o+t+aiin y+f+o+l+aiin ch+e+o+l+a+i+n y+p+ch+e+y o+dy sh+o+t+e+y o+d+a+r+iin sh+e+o+o+r sh+e+o+r ckh+ee+y e+y qo+k+ch+e+y ch+o+l+p ch+e+o+l dy	greedy longest unit; byte-order tie break
f101r.8	f101r.8|P01	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	o+l+aiin o+t+e+o+l ch+o+r o+t+ee+y ch+o+k+ch+e+y k+o+r d+aiin sh+o+k ch+o+l ch+o+l qo+k+y d+aiin o+l s a+l y+d+a+r d+aiin o+r o+r+y o+k+ee+y d+aiin sh+e+y d+aiin o+k+o+l ch+e+o+r	greedy longest unit; byte-order tie break
f101r.9	f101r.9|P01	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeol shey qodar soiin choko qokeol daiin o dar okchol cheo rcheky	d+aiin o+k+e+o+l qo+k+ch+e+o+l y+k+e+o+r d+a+r o+l o+t+e+ch+y y+k+e+o+r d+o+r aiin ch+l s ch+e+o+l o+k+e+o+l sh+e+y qo+d+a+r s+o+iin ch+o+k+o qo+k+e+o+l d+aiin o d+a+r o+k+ch+o+l ch+e+o r+ch+e+k+y	greedy longest unit; byte-order tie break
f101v.1	f101v.1|P01	sairaly	s+a+i+r+a+l+y	greedy longest unit; byte-order tie break
f101v.10	f101v.10|P01	okol	o+k+o+l	greedy longest unit; byte-order tie break
f101v.11	f101v.11|P01	arom	a+r+o+m	greedy longest unit; byte-order tie break
f101v.12	f101v.12|P01	oraram	o+r+a+r+a+m	greedy longest unit; byte-order tie break
f101v.13	f101v.13|P01	oraeep	o+r+a+ee+p	greedy longest unit; byte-order tie break
f101v.14	f101v.14|P01	dytolg	dy+t+o+l+g	greedy longest unit; byte-order tie break
f101v.15	f101v.15|P01	olkor	o+l+k+o+r	greedy longest unit; byte-order tie break
f101v.16	f101v.16|P01	dolary	d+o+l+a+r+y	greedy longest unit; byte-order tie break
f101v.17	f101v.17|P01	odor	o+d+o+r	greedy longest unit; byte-order tie break
f101v.18	f101v.18|P01	olaran	o+l+a+r+a+n	greedy longest unit; byte-order tie break
f101v.19	f101v.19|P01	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	t+o+l+ch+o+r ch+e+o+p+o+r o+r o+dy cph+e+y r sh+ee f+o+l s o+iin o+t+sh+ee+y o+t+ch+y k+ch+o p+ch+o+l+y ch+o+r o+r ch+o+r+o+r s+y d+o+r+a+r o+k+o+r+aiin o+r+o+l+o+d+a+i+n	greedy longest unit; byte-order tie break
f101v.2	f101v.2|P01	otaldy	o+t+a+l+dy	greedy longest unit; byte-order tie break
f101v.20	f101v.20|P01	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	o+r aiin o+r o o+r o+d+a+m ch+o+r s aiin o+k+o+r ch+ee+o+r sh+ee+o+l qo+k+o+l e+t+o+l qo+o+r ch+ee+y q+y+k+e+o+d o+ee+o r ch+o+y s o+k+ee+o+dy ch+o+d+aiin cth+y o+k+o+dy d+a+r	greedy longest unit; byte-order tie break
f101v.21	f101v.21|P01	ycheor oo dain cheokal ody cheeods oraiin qoeey cthey eocthy dain cheod dydy	y+ch+e+o+r o+o d+a+i+n ch+e+o+k+a+l o+dy ch+ee+o+d+s o+r+aiin qo+ee+y cth+e+y e+o+cth+y d+a+i+n ch+e+o+d dy+dy	greedy longest unit; byte-order tie break
f101v.22	f101v.22|P01	ksear lol keeol otal or ol aiin okeod ey dain olcheol opcheol cthey qekeoldy qocthor sheody qoey odaiin shoytolaiin sodaiin dy	k+s+e+a+r l+o+l k+ee+o+l o+t+a+l o+r o+l aiin o+k+e+o+d e+y d+a+i+n o+l+ch+e+o+l o+p+ch+e+o+l cth+e+y q+e+k+e+o+l+dy qo+cth+o+r sh+e+o+dy qo+e+y o+d+aiin sh+o+y+t+o+l+aiin s+o+d+aiin dy	greedy longest unit; byte-order tie break
f101v.23	f101v.23|P01	yaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olchdar qokeol dol oraiin oldaiin keeol rch qokeeeor s ydy cheor okeey choldy dar	y+aiin o+l o+l+o+r d+aiin o+k+ee+y qo+k y+k+e+o+l d+aiin qo+ckh+y d+aiin o+l+ch+d+a+r qo+k+e+o+l d+o+l o+r+aiin o+l+d+aiin k+ee+o+l r+ch qo+k+eee+o+r s y+dy ch+e+o+r o+k+ee+y ch+o+l+dy d+a+r	greedy longest unit; byte-order tie break
f101v.24	f101v.24|P01	teeeol sheol qokeor ol olcho r chokey chor ctheey daiindaiin cheeody cheey keo cheol daiiin deeor cheedy	t+eee+o+l sh+e+o+l qo+k+e+o+r o+l o+l+ch+o r ch+o+k+e+y ch+o+r cth+ee+y d+aiin+d+aiin ch+ee+o+dy ch+ee+y k+e+o ch+e+o+l d+a+ii+i+n d+ee+o+r ch+ee+dy	greedy longest unit; byte-order tie break
f101v.25	f101v.25|P01	daiin dair yteol chor qockhol daiin ckheey chey kchey daoiin okeey ckheo l cheody kcheol daiin eteeos ctheody ctheo ckhosh olchor	d+aiin d+a+i+r y+t+e+o+l ch+o+r qo+ckh+o+l d+aiin ckh+ee+y ch+e+y k+ch+e+y d+a+o+iin o+k+ee+y ckh+e+o l ch+e+o+dy k+ch+e+o+l d+aiin e+t+ee+o+s cth+e+o+dy cth+e+o ckh+o+sh o+l+ch+o+r	greedy longest unit; byte-order tie break
f101v.26	f101v.26|P01	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	o+l+aiin o+k+e+o+l ch+e+o k+o+l ch+e+s sh+ee+y qo+o+r qo+k+e+o+dy ch+e+o+r o+k+e+o o+iin ch+ee+y cth+e+y o+r+y cth+ee+y qo+k+ee+y sh+o+l o+dy ch+e+o+l o+r+a+l+a+r sh+e+y qo+k+a+r a+r+y	greedy longest unit; byte-order tie break
f101v.27	f101v.27|P01	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	s+a+l ch+o+l ch+o+l+y o+k+ee+y d+a+l qo+l sh+ckh+e+o+l ch+o+l cth+e+a+r k+ee+o+l ch+ee+o o+l ch+s o+r+aiin qo+k+eee+y s+o+iin qo+d+aiin ch+e+o+l qo+k+ee+y d+aiin ch+e+o+d+a+m	greedy longest unit; byte-order tie break
f101v.28	f101v.28|P01	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	t+e+o+l ch+e+o+l e+t+ch+e+y ch+e+o r ch+e+o+l cth+o+l ch+o+l+aiin ch+o+l q+k+a+r	greedy longest unit; byte-order tie break
f101v.3	f101v.3|P01	otol	o+t+o+l	greedy longest unit; byte-order tie break
f101v.4	f101v.4|P01	ytal	y+t+a+l	greedy longest unit; byte-order tie break
f101v.5	f101v.5|P01	dokor	d+o+k+o+r	greedy longest unit; byte-order tie break
f101v.6	f101v.6|P01	orar	o+r+a+r	greedy longest unit; byte-order tie break
f101v.7	f101v.7|P01	otarar	o+t+a+r+a+r	greedy longest unit; byte-order tie break
f101v.8	f101v.8|P01	otoly	o+t+o+l+y	greedy longest unit; byte-order tie break
f101v.9	f101v.9|P01	soraly	s+o+r+a+l+y	greedy longest unit; byte-order tie break
f102r1.1	f102r1.1|P01	daarod	d+a+a+r+o+d	greedy longest unit; byte-order tie break
f102r1.10	f102r1.10|P01	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	y+ch+e+o+l sh+o+l+dy ch+o+l ch+o+l y+k+ee+o+l d+o+l d+o+l+e+o+d+aiin d+a+l cth+e+dy	greedy longest unit; byte-order tie break
f102r1.11	f102r1.11|P01	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	d+ch+e+o qo+ckh+y s+o+l sh+ee+y o+k+e+o+dy qo+k+e+o+d+o+l sh+o+ckh+e+y o+l+ee+o+l	greedy longest unit; byte-order tie break
f102r1.12	f102r1.12|P01	ddardsh	d+d+a+r+d+sh	greedy longest unit; byte-order tie break
f102r1.13	f102r1.13|P01	teesody qoeol olcheor qokey okshey qokeol sheofoly	t+ee+s+o+dy qo+e+o+l o+l+ch+e+o+r qo+k+e+y o+k+sh+e+y qo+k+e+o+l sh+e+o+f+o+l+y	greedy longest unit; byte-order tie break
f102r1.14	f102r1.14|P01	doeey keeol qokeo daor shey qoteol okol chos s or oeeaiin	d+o+ee+y k+ee+o+l qo+k+e+o d+a+o+r sh+e+y qo+t+e+o+l o+k+o+l ch+o+s s o+r o+ee+aiin	greedy longest unit; byte-order tie break
f102r1.15	f102r1.15|P01	or chol daiin dykeor sheey qokeody dor os ykeeykam	o+r ch+o+l d+aiin dy+k+e+o+r sh+ee+y qo+k+e+o+dy d+o+r o+s y+k+ee+y+k+a+m	greedy longest unit; byte-order tie break
f102r1.16	f102r1.16|P01	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	d+d+o+r ch+o+r+d+a+m s+o+r+aiin y+k+ee+y dy o+k+e+o+l d+o+e+o+e+a+r s a+r+a+l d+o+r	greedy longest unit; byte-order tie break
f102r1.17	f102r1.17|P01	ydar arody oldaiin sody chockhy oly	y+d+a+r a+r+o+dy o+l+d+aiin s+o+dy ch+o+ckh+y o+l+y	greedy longest unit; byte-order tie break
f102r1.2	f102r1.2|P01	otodeeodor	o+t+o+d+ee+o+d+o+r	greedy longest unit; byte-order tie break
f102r1.3	f102r1.3|P01	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	p+o+l+aiin sh+o+cth+y qo+t+e+o+l l+o+ii+i+n o+t+ee+o+r cph+e+o+d+a+r sh+o+l+d+aiin	greedy longest unit; byte-order tie break
f102r1.4	f102r1.4|P01	dsheody okeeoy kod chkeeody daraiiin ctheoly qokcheololain	d+sh+e+o+dy o+k+ee+o+y k+o+d ch+k+ee+o+dy d+a+r+a+ii+i+n cth+e+o+l+y qo+k+ch+e+o+l+o+l+a+i+n	greedy longest unit; byte-order tie break
f102r1.5	f102r1.5|P01	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	y+t+o+l sh+e+o+l sh+e o+l+aiin o+r+a+i+n o+r+a+r+o+e+k+e+o+l ch+o+l e+k+e+y qo+k+o+l d+a+i+n	greedy longest unit; byte-order tie break
f102r1.6	f102r1.6|P01	daiin ykeeol oldy okodaiin	d+aiin y+k+ee+o+l o+l+dy o+k+o+d+aiin	greedy longest unit; byte-order tie break
f102r1.7	f102r1.7|P01	okolaly	o+k+o+l+a+l+y	greedy longest unit; byte-order tie break
f102r1.8	f102r1.8|P01	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	p+sh+o+d+aiin qo+o+r+a+r ch+o+p+y ch+o+f+o+l d+aiin o+t+e+o+l qo+t+e+o+l d+o+l+y	greedy longest unit; byte-order tie break
f102r1.9	f102r1.9|P01	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	d+aiin o+r+sh+e+o+l+dy qo+k+e+o+l o+t+ee+o+dy l+sh+o+dy+k+e+o+d+a+l qo+k+sh+dy s+y	greedy longest unit; byte-order tie break
f102r2.1	f102r2.1|P01	kodaiig	k+o+d+a+ii+g	greedy longest unit; byte-order tie break
f102r2.10	f102r2.10|P01	shockhy qockhey sol eeey dol cheol doaiin qkeeey cthey	sh+o+ckh+y qo+ckh+e+y s+o+l eee+y d+o+l ch+e+o+l d+o+aiin q+k+eee+y cth+e+y	greedy longest unit; byte-order tie break
f102r2.11	f102r2.11|P01	kockhas okor ykeey okeey qokeey dol ol sheody okey da l y	k+o+ckh+a+s o+k+o+r y+k+ee+y o+k+ee+y qo+k+ee+y d+o+l o+l sh+e+o+dy o+k+e+y d+a l y	greedy longest unit; byte-order tie break
f102r2.12	f102r2.12|P01	ytchy o l ockhy okeey cheody saiin dol ockhy okeady	y+t+ch+y o l o+ckh+y o+k+ee+y ch+e+o+dy s+aiin d+o+l o+ckh+y o+k+e+a+dy	greedy longest unit; byte-order tie break
f102r2.13	f102r2.13|P01	loeekadag	l+o+ee+k+a+d+a+g	greedy longest unit; byte-order tie break
f102r2.14	f102r2.14|P01	osheal	o+sh+e+a+l	greedy longest unit; byte-order tie break
f102r2.15	f102r2.15|P01	sodch	s+o+d+ch	greedy longest unit; byte-order tie break
f102r2.16	f102r2.16|P01	ol dody cthol soeees ykeody qokeey qotchy soefchocphy	o+l d+o+dy cth+o+l s+o+eee+s y+k+e+o+dy qo+k+ee+y qo+t+ch+y s+o+e+f+ch+o+cph+y	greedy longest unit; byte-order tie break
f102r2.17	f102r2.17|P01	ykeockhey okey qokeeo ckhey qokey desey qyoeey dol chkey choky	y+k+e+o+ckh+e+y o+k+e+y qo+k+ee+o ckh+e+y qo+k+e+y d+e+s+e+y q+y+o+ee+y d+o+l ch+k+e+y ch+o+k+y	greedy longest unit; byte-order tie break
f102r2.18	f102r2.18|P01	otol shey qockhey dol shey dol sheey qokol daiin oky oky	o+t+o+l sh+e+y qo+ckh+e+y d+o+l sh+e+y d+o+l sh+ee+y qo+k+o+l d+aiin o+k+y o+k+y	greedy longest unit; byte-order tie break
f102r2.19	f102r2.19|P01	qokeod okeal okeo l y cheo ckhey qody qokey ody keeody chody	qo+k+e+o+d o+k+e+a+l o+k+e+o l y ch+e+o ckh+e+y qo+dy qo+k+e+y o+dy k+ee+o+dy ch+o+dy	greedy longest unit; byte-order tie break
f102r2.2	f102r2.2|P01	lsais azg cheey cfhey por aiin chefol y	l+s+a+i+s a+z+g ch+ee+y c+f+h+e+y p+o+r aiin ch+e+f+o+l y	greedy longest unit; byte-order tie break
f102r2.20	f102r2.20|P01	ykeey keeol cheos ydeeal cheody ykeea d o lchey	y+k+ee+y k+ee+o+l ch+e+o+s y+d+ee+a+l ch+e+o+dy y+k+ee+a d o l+ch+e+y	greedy longest unit; byte-order tie break
f102r2.21	f102r2.21|P01	koldarod	k+o+l+d+a+r+o+d	greedy longest unit; byte-order tie break
f102r2.22	f102r2.22|P01	odalydary	o+d+a+l+y+d+a+r+y	greedy longest unit; byte-order tie break
f102r2.3	f102r2.3|P01	ycheor olaiin olsho qokol olaiin oldam	y+ch+e+o+r o+l+aiin o+l+sh+o qo+k+o+l o+l+aiin o+l+d+a+m	greedy longest unit; byte-order tie break
f102r2.4	f102r2.4|P01	daiin ckheeol oldor okol cheodor sor airam	d+aiin ckh+ee+o+l o+l+d+o+r o+k+o+l ch+e+o+d+o+r s+o+r a+i+r+a+m	greedy longest unit; byte-order tie break
f102r2.5	f102r2.5|P01	tor sheo or chey qoor yteor chol choky	t+o+r sh+e+o o+r ch+e+y qo+o+r y+t+e+o+r ch+o+l ch+o+k+y	greedy longest unit; byte-order tie break
f102r2.6	f102r2.6|P01	daiin okody qokeody okeol dor chckhy oteod s orsy	d+aiin o+k+o+dy qo+k+e+o+dy o+k+e+o+l d+o+r ch+ckh+y o+t+e+o+d s o+r+s+y	greedy longest unit; byte-order tie break
f102r2.7	f102r2.7|P01	okrolda	o+k+r+o+l+d+a	greedy longest unit; byte-order tie break
f102r2.8	f102r2.8|P01	kolor olaiin opor shey opolkod odain sheo qoeol shey	k+o+l+o+r o+l+aiin o+p+o+r sh+e+y o+p+o+l+k+o+d o+d+a+i+n sh+e+o qo+e+o+l sh+e+y	greedy longest unit; byte-order tie break
f102r2.9	f102r2.9|P01	dor oiin okeody qokeol sheoy qoochey ckheol sheey skeekyd	d+o+r o+iin o+k+e+o+dy qo+k+e+o+l sh+e+o+y qo+o+ch+e+y ckh+e+o+l sh+ee+y s+k+ee+k+y+d	greedy longest unit; byte-order tie break
f102v1.1	f102v1.1|P01	keoraiiin	k+e+o+r+a+ii+i+n	greedy longest unit; byte-order tie break
