target_occurrence_id	page	physical_folio	locus	line_number	section	language	hand	target_surface	target_ordinal	line_token_count	target_line_position	target_polarity	target_carrier_role	target_working_candidate_de	written_line_eva	l2_ordinal	l2_surface	l2_status	l2_axes	l2_semantic_candidate_de	l2_semantic_source	l2_unknown_cell	l1_ordinal	l1_surface	l1_status	l1_axes	l1_semantic_candidate_de	l1_semantic_source	l1_unknown_cell	r1_ordinal	r1_surface	r1_status	r1_axes	r1_semantic_candidate_de	r1_semantic_source	r1_unknown_cell	r2_ordinal	r2_surface	r2_status	r2_axes	r2_semantic_candidate_de	r2_semantic_source	r2_unknown_cell
G761-O011	f103r	f103	f103r.13	13	S	B	3	sheor	2	12	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	podar	NONEXACT	NONE	[podar:?]	GDT734_CELL	1	3	qotedy	ELIGIBLE	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	kalt in der Mitte des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	0	4	okeey	ELIGIBLE	NONE	heiß an der End-/Vollstufe; Trägerrolle offen	GDT752_POST_G734_OVERRIDE	0
G761-O012	f104r	f104	f104r.22	22	S	B	3	cheor	9	12	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	7	cheedy	NONEXACT	NONE	trocken am Ende des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	0	8	opchar	ELIGIBLE	NONE	trockene Pulverfraktion I im Ansatz	GDT734_COMPLETE_WHOLE	0	10	chckhey	ELIGIBLE	DRY|PREPARATION|MIDDLE_STAGE	Arzneikompositum: trocken, Gradmitte	GDT734_COMPLETE_WHOLE	0	11	taiin	ELIGIBLE	NONE	kalt, Grad III	GDT734_CELL	0
G761-O013	f104v	f104	f104v.13	13	S	B	3	cheo	7	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	5	qotaiin	ELIGIBLE	NONE	kalt; Wert III	GDT734_COMPLETE_WHOLE	0	6	chedar	NONEXACT	NONE	abgemessene Trockenfraktion I, Mittelstufe	GDT734_COMPLETE_WHOLE	0	8	lkaiin	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	9	cheetar	ELIGIBLE	NONE	[cheetar:?]	GDT734_CELL	1
G761-O014	f104v	f104	f104v.24	24	S	B	3	cheo	5	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	3	cheeey	ELIGIBLE	NONE	[cheeey:?]	GDT734_CELL	1	4	daiiin	NONEXACT	NONE	Grad-/Maßwert IV	GDT734_CELL	0	6	dalaiin	NONEXACT	NONE	[dalaiin:?]	GDT734_CELL	1	7	chockhedy	ELIGIBLE	DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	GDT734_COMPLETE_WHOLE	0
G761-O015	f104v	f104	f104v.38	38	S	B	3	cheo	9	13	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	7	or	ELIGIBLE	NONE	Portionsform	GDT760_AMOUNT_FAMILY	0	8	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	10	or	NONEXACT	NONE	Portionsform	GDT760_AMOUNT_FAMILY	0	11	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0
G761-O016	f105r	f105	f105r.24	24	S	B	3	sheo	9	13	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	7	aiiin	ELIGIBLE	NONE	Wert IV	GDT760_AMOUNT_FAMILY	0	8	chpaiikey	ELIGIBLE	NONE	[chpaiikey:?]	GDT734_CELL	1	10	pcheey	ELIGIBLE	NONE	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	GDT736_POST_G734_OVERRIDE	0	11	dal	ELIGIBLE	NONE	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	0
G761-O017	f105v	f105	f105v.20	20	S	B	3	cheo	8	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	6	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	7	alol	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	9	ypchedy	ELIGIBLE	NONE	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	GDT734_COMPLETE_WHOLE	0	10	kairodl	NONEXACT	NONE	[kairodl:?]	GDT734_CELL	1
G761-O018	f105v	f105	f105v.37	37	S	B	3	sheo	3	12	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	1	yshey	NONEXACT	NONE	weiche hiervon bis zur mittleren Stufe ein	GDT734_COMPLETE_WHOLE	0	2	ckhy	ELIGIBLE	NONE	Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	0	4	qoeeo	ELIGIBLE	MOIST|PREPARATION|PASS	zweiter feuchter Ansatz	GDT734_COMPLETE_WHOLE	0	5	lkaiin	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0
G761-O019	f106r	f106	f106r.6	6	S	B	3	sheor	2	11	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	shor	ELIGIBLE	NONE	Blüte / Fruchtstand	GDT761_CARRIER_PRIOR	0	3	orkchsd	ELIGIBLE	NONE	[orkchsd:?]	GDT734_CELL	1	4	otair	NONEXACT	NONE	Anteil II des kalten Ansatzes	GDT734_COMPLETE_WHOLE	0
G761-O020	f106r	f106	f106r.21	21	S	B	3	cheo	3	6	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	olkeedy qokchedy cheo lkeedy chearaiin okain	1	olkeedy	NONEXACT	NONE	Holzansatz vollständig erhitzt	GDT734_COMPLETE_WHOLE	0	2	qokchedy	NONEXACT	NONE	heiß-trockene Mittelstufe erreicht	GDT734_COMPLETE_WHOLE	0	4	lkeedy	ELIGIBLE	NONE	Drogenholz, heiß am Gradende, abgeschlossen	GDT734_COMPLETE_WHOLE	0	5	chearaiin	ELIGIBLE	DRY|PART	drei Teile der ersten Trockenfraktion	GDT734_COMPLETE_WHOLE	0
G761-O021	f106r	f106	f106r.43	43	S	B	3	cheor	7	11	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	daiiral sheol daiin otedy qokain okar cheor al taiin chekal otaras	5	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0	6	okar	NONEXACT	NONE	Anteil I des heißen Ansatzes	GDT734_COMPLETE_WHOLE	0	8	al	ELIGIBLE	NONE	Material I	GDT712_GDT734_POST_G734_OVERRIDE	0	9	taiin	ELIGIBLE	NONE	kalt, Grad III	GDT734_CELL	0
G761-O022	f106v	f106	f106v.2	2	S	B	3	sheo	11	13	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	daiin al sheeodar y chtain char otar qokar otar shed sheo keorain amchy	9	otar	NONEXACT	NONE	kalter Zubereitungsanteil I	GDT734_COMPLETE_WHOLE	0	10	shed	ELIGIBLE	MOIST|PROCESS|MIDDLE_STAGE	Einweichen bis zur mittleren Stufe abschließen	GDT734_COMPLETE_WHOLE	0	12	keorain	NONEXACT	NONE	[keorain:?]	GDT734_CELL	1	13	amchy	ELIGIBLE	NONE	[amchy:?]	GDT734_CELL	1
G761-O023	f106v	f106	f106v.8	8	S	B	3	cheo	2	5	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	oraiin cheo rol aiin otaiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	oraiin	ELIGIBLE	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	0	3	rol	ELIGIBLE	NONE	Wurzelstoff	GDT734_COMPLETE_WHOLE	0	4	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0
G761-O024	f107r	f107	f107r.33	33	S	B	3	cheo	3	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	1	yaiin	ELIGIBLE	NONE	[yaiin:?]	GDT734_CELL	1	2	chekain	ELIGIBLE	HOT|DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	GDT734_COMPLETE_WHOLE	0	4	kaiin	ELIGIBLE	HOT|LEVEL_III	heiß, Grad III	GDT734_COMPLETE_WHOLE	0	5	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0
G761-O025	f107r	f107	f107r.46	46	S	B	3	cheor	6	12	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	4	qokaiin	ELIGIBLE	NONE	heiß/warm; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	5	ol	ELIGIBLE	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	7	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	8	otal	ELIGIBLE	NONE	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	0
G761-O026	f107v	f107	f107v.26	26	S	B	3	sheor	2	12	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	oraiin	ELIGIBLE	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	0	3	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0	4	cheody	NONEXACT	NONE	getrocknete Masse	GDT734_COMPLETE_WHOLE	0
G761-O027	f107v	f107	f107v.39	39	S	B	3	cheor	2	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	okain	ELIGIBLE	NONE	heißer Ansatz, Grad II	GDT734_COMPLETE_WHOLE	0	3	olkaiin	ELIGIBLE	NONE	heiß; Wert III	GDT734_COMPLETE_WHOLE	0	4	oain	ELIGIBLE	PART|PREPARATION	zwei Teile Ansatz	GDT734_COMPLETE_WHOLE	0
G761-O028	f108r	f108	f108r.5	5	S	B	3	cheo	9	12	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	tchokedy chey oteey okeey lkededy okche y pchofar cheo pchedy qotedy otol	7	y	NONEXACT	NONE	Eintragsteil abgeschlossen	GDT734_CELL	0	8	pchofar	ELIGIBLE	NONE	[pchofar:?]	GDT734_CELL	1	10	pchedy	ELIGIBLE	NONE	getrocknetes Pulver	GDT734_COMPLETE_WHOLE	0	11	qotedy	ELIGIBLE	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	kalt in der Mitte des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	0
G761-O029	f108v	f108	f108v.20	20	S	B	3	sheo	2	11	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	polkeedal	ELIGIBLE	NONE	[polkeedal:?]	GDT734_CELL	1	3	kchey	ELIGIBLE	NONE	heiß-trocken, Mittelstufe	GDT734_COMPLETE_WHOLE	0	4	lotedaiin	NONEXACT	NONE	[lotedaiin:?]	GDT734_CELL	1
G761-O030	f108v	f108	f108v.37	37	S	B	3	sheor	2	11	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	sain	ELIGIBLE	NONE	zwei Drachmen	GDT760_AMOUNT_FAMILY	0	3	sheey	ELIGIBLE	NONE	feucht, Endstufe	GDT734_COMPLETE_WHOLE	0	4	sheckhey	ELIGIBLE	MOIST|PREPARATION|MIDDLE_STAGE	feuchtes Arzneikompositum in der Gradmitte	GDT734_COMPLETE_WHOLE	0
G761-O031	f10v	f10	f10v.1	1	H	A	1	sheo	3	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	paiin daiin sheo pcheey qoty daiin cthor otydy sain	1	paiin	ELIGIBLE	NONE	Pulver, Charge III	GDT734_COMPLETE_WHOLE	0	2	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0	4	pcheey	ELIGIBLE	NONE	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	GDT736_POST_G734_OVERRIDE	0	5	qoty	ELIGIBLE	NONE	kalt am Anfang des Grades	GDT734_COMPLETE_WHOLE	0
G761-O032	f111r	f111	f111r.21	21	S	B	3	cheo	13	19	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	11	ky	NONEXACT	NONE	heiß am Anfang des Grades	GDT734_COMPLETE_WHOLE	0	12	deedy	NONEXACT	NONE	[deedy:?]	GDT734_CELL	1	14	dain	NONEXACT	NONE	Grad-/Maßwert II	GDT734_CELL	0	15	sheet	ELIGIBLE	NONE	[sheet:?]	GDT734_CELL	1
G761-O033	f111r	f111	f111r.44	44	S	B	3	sheo	5	11	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	pchedar oteeol lkeedain okeam sheo teolkedain shal keey lteeal cheal oty	3	lkeedain	NONEXACT	NONE	[lkeedain:?]	GDT734_CELL	1	4	okeam	ELIGIBLE	NONE	[okeam:?]	GDT734_CELL	1	6	teolkedain	NONEXACT	NONE	[teolkedain:?]	GDT734_CELL	1	7	shal	ELIGIBLE	NONE	feuchtes Material I, Anfangsstufe	GDT734_COMPLETE_WHOLE	0
G761-O034	f111v	f111	f111v.10	10	S	B	3	cheo	5	13	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	3	qoksheo	NONEXACT	NONE	[qoksheo:?]	GDT734_CELL	1	4	lor	ELIGIBLE	NONE	Holzportion	GDT734_COMPLETE_WHOLE	0	6	lol	NONEXACT	NONE	Holzstoff	GDT734_COMPLETE_WHOLE	0	7	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0
G761-O035	f111v	f111	f111v.21	21	S	B	3	sheo	11	15	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	9	lkain	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	10	cheokain	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	12	qo	ELIGIBLE	PROCESS	nehmen	GDT734_COMPLETE_WHOLE	0	13	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0
G761-O036	f112r	f112	f112r.17	17	S	B	3	cheo	6	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	4	cheey	ELIGIBLE	NONE	trocken; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	5	qor	ELIGIBLE	NONE	nimm eine Drogenportion	GDT734_COMPLETE_WHOLE	0	7	ral	ELIGIBLE	NONE	Wurzelrohstoff I	GDT734_COMPLETE_WHOLE	0	8	cheey	ELIGIBLE	NONE	trocken; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0
G761-O037	f112v	f112	f112v.38	38	S	B	3	cheo	11	12	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	9	chedar	ELIGIBLE	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	GDT734_COMPLETE_WHOLE	0	10	lkain	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	12	dain	ELIGIBLE	NONE	Grad-/Maßwert II	GDT734_CELL	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O038	f113r	f113	f113r.6	6	S	B	3	cheo	2	16	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	sor	ELIGIBLE	NONE	Samenportion	GDT734_COMPLETE_WHOLE	0	3	cheey	ELIGIBLE	NONE	trocken; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	4	oteeos	ELIGIBLE	NONE	[oteeos:?]	GDT734_CELL	1
G761-O039	f113r	f113	f113r.22	22	S	B	3	sheor	8	10	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy qopam	6	qokaiin	ELIGIBLE	NONE	heiß/warm; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	7	chokain	NONEXACT	NONE	erhitze den Trockenansatz auf Stufe II	GDT734_COMPLETE_WHOLE	0	9	qokchy	ELIGIBLE	NONE	heiß-trocken, Anfangsstufe	GDT734_COMPLETE_WHOLE	0	10	qopam	ELIGIBLE	NONE	[qopam:?]	GDT734_CELL	1
G761-O040	f113r	f113	f113r.38	38	S	B	3	sheor	2	7	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	daiin sheor qoteey daiin okchedy sheos aiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0	3	qoteey	ELIGIBLE	COLD|END_STAGE	kalt am Ende des Grades	GDT734_COMPLETE_WHOLE	0	4	daiin	NONEXACT	NONE	Grad-/Maßwert III	GDT734_CELL	0
G761-O041	f113r	f113	f113r.49	49	S	B	3	cheo	3	13	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	1	sain	ELIGIBLE	NONE	zwei Drachmen	GDT760_AMOUNT_FAMILY	0	2	cheeey	ELIGIBLE	NONE	[cheeey:?]	GDT734_CELL	1	4	kcheey	ELIGIBLE	HOT|DRY|END_STAGE	heiß und trocken am Ende des Grades	GDT734_COMPLETE_WHOLE	0	5	qokeey	ELIGIBLE	HOT|END_STAGE	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	0
G761-O042	f113v	f113	f113v.40	40	S	B	3	cheor	2	12	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	oraiin	ELIGIBLE	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	0	3	alkain	ELIGIBLE	NONE	[alkain:?]	GDT734_CELL	1	4	oteey	ELIGIBLE	COLD|PREPARATION|END_STAGE	kalter Ansatz am Ende des Grades	GDT734_COMPLETE_WHOLE	0
G761-O043	f114r	f114	f114r.16	16	S	B	3	cheo	10	14	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy	8	cheoty	ELIGIBLE	COLD|DRY|PREPARATION|BEGIN_STAGE	trocken angesetzte kalte Zubereitung am Gradanfang	GDT734_COMPLETE_WHOLE	0	9	otal	ELIGIBLE	NONE	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	0	11	dair	NONEXACT	NONE	Wurzelteil oder Mengenform II	GDT761_CARRIER_PRIOR	0	12	chekar	NONEXACT	NONE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GDT734_COMPLETE_WHOLE	0
G761-O044	f114r	f114	f114r.33	33	S	B	3	cheo	12	14	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	daiin oteed aiin saiin yteey aiin al odaiin chedal odaiis aiin cheo dal chedy	10	odaiis	NONEXACT	NONE	[odaiis:?]	GDT734_CELL	1	11	aiin	NONEXACT	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	13	dal	ELIGIBLE	NONE	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	0	14	chedy	NONEXACT	NONE	mittlere Trockenstufe erreicht	GDT734_COMPLETE_WHOLE	0
