contact_id	target_occurrence_id	page	physical_folio	locus	target_surface	target_ordinal	target_polarity	target_carrier_role	target_working_candidate_de	neighbor_side	neighbor_distance	neighbor_surface	neighbor_ordinal	neighbor_axes	neighbor_semantic_candidate_de	neighbor_semantic_source	intervening_surface	intervening_status	written_line_eva	reader_exact_target_and_neighbor	component_export_credit
G761-D056	G761-O042	f113v	f113	f113v.40	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	L	1	oraiin	1	AMOUNT	drei Portionen	GDT760_AMOUNT_FAMILY	NONE	NONE	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	1	0
G761-D057	G761-O042	f113v	f113	f113v.40	cheor	2	DRY	MATERIAL_PART	trockener Drogenteil	R	1	alkain	3	NONE	[alkain:?]	GDT734_CELL	NONE	NONE	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	1	0
G761-D058	G761-O043	f114r	f114	f114r.16	cheo	10	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	otal	9	NONE	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy	1	0
G761-D059	G761-O044	f114r	f114	f114r.33	cheo	12	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	dal	13	NONE	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	NONE	NONE	daiin oteed aiin saiin yteey aiin al odaiin chedal odaiis aiin cheo dal chedy	1	0
G761-D060	G761-O045	f114r	f114	f114r.35	sheo	4	MOIST	PREPARATION	Feuchtzubereitung	L	1	oy	3	PREPARATION|BEGIN_STAGE	Ansatz in Grundform	GDT734_COMPLETE_WHOLE	NONE	NONE	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar	1	0
G761-D061	G761-O046	f114r	f114	f114r.43	cheo	10	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	qotar	9	NONE	kalter Drogenanteil I	GDT734_COMPLETE_WHOLE	NONE	NONE	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	1	0
G761-D062	G761-O046	f114r	f114	f114r.43	cheo	10	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	dain	11	NONE	Grad-/Maßwert II	GDT734_CELL	NONE	NONE	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	1	0
G761-D063	G761-O047	f114v	f114	f114v.6	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	tedcheo	1	NONE	[tedcheo:?]	GDT734_CELL	NONE	NONE	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy	1	0
G761-D064	G761-O047	f114v	f114	f114v.6	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	cthedy	3	NONE	[cthedy:?]	GDT734_CELL	NONE	NONE	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy	1	0
G761-D065	G761-O048	f114v	f114	f114v.14	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	tsheodar	1	NONE	[tsheodar:?]	GDT734_CELL	NONE	NONE	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds	1	0
G761-D066	G761-O049	f114v	f114	f114v.18	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	dorkcheky	1	NONE	[dorkcheky:?]	GDT734_CELL	NONE	NONE	dorkcheky cheo aiin qotaiin otody qokalsheody choypshedy qoto shxam	1	0
G761-D067	G761-O049	f114v	f114	f114v.18	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	aiin	3	NONE	Wert III	GDT760_AMOUNT_FAMILY	NONE	NONE	dorkcheky cheo aiin qotaiin otody qokalsheody choypshedy qoto shxam	1	0
G761-D068	G761-O050	f114v	f114	f114v.31	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	olaiin	1	AMOUNT|MATERIAL	drei Portionen Drogenstoff	GDT734_COMPLETE_WHOLE	NONE	NONE	olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar	1	0
G761-D069	G761-O051	f115r	f115	f115r.9	cheor	9	DRY	MATERIAL_PART	trockener Drogenteil	L	1	ar	8	NONE	Anteilsform	GDT760_AMOUNT_FAMILY	NONE	NONE	dchedaiin qoteeedy qokeedy qoteo lor cheo r ar cheor cheody	1	0
G761-D070	G761-O051	f115r	f115	f115r.9	cheor	9	DRY	MATERIAL_PART	trockener Drogenteil	R	1	cheody	10	NONE	getrocknete Masse	GDT734_COMPLETE_WHOLE	NONE	NONE	dchedaiin qoteeedy qokeedy qoteo lor cheo r ar cheor cheody	1	0
G761-D071	G761-O052	f115r	f115	f115r.11	cheo	9	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	chkain	10	HOT|DRY|LEVEL_II	trocken-heiß, Stufe II	GDT734_COMPLETE_WHOLE	NONE	NONE	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory	1	0
G761-D072	G761-O053	f115r	f115	f115r.28	cheo	1	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	chos	2	NONE	trockene Zubereitung	GDT734_COMPLETE_WHOLE	NONE	NONE	cheo chos al saiin cheody llsan arorochees	1	0
G761-D073	G761-O054	f115r	f115	f115r.30	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	L	1	dsheodar	1	NONE	[dsheodar:?]	GDT734_CELL	NONE	NONE	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal	1	0
G761-D074	G761-O054	f115r	f115	f115r.30	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	R	1	qokecheos	3	NONE	[qokecheos:?]	GDT734_CELL	NONE	NONE	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal	1	0
G761-D075	G761-O055	f115r	f115	f115r.44	cheor	4	DRY	MATERIAL_PART	trockener Drogenteil	L	1	qoor	3	AMOUNT|MATERIAL	Drogenportion	GDT734_COMPLETE_WHOLE	NONE	NONE	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	1	0
G761-D076	G761-O055	f115r	f115	f115r.44	cheor	4	DRY	MATERIAL_PART	trockener Drogenteil	R	1	shody	5	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	1	0
G761-D077	G761-O056	f115v	f115	f115v.16	sheo	7	MOIST	PREPARATION	Feuchtzubereitung	L	1	y	6	NONE	Eintragsteil abgeschlossen	GDT734_CELL	NONE	NONE	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	1	0
G761-D078	G761-O056	f115v	f115	f115v.16	sheo	7	MOIST	PREPARATION	Feuchtzubereitung	R	1	lkechdy	8	NONE	[lkechdy:?]	GDT734_CELL	NONE	NONE	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	1	0
G761-D079	G761-O057	f115v	f115	f115v.20	cheo	5	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	raiin	4	NONE	Wurzel, Charge III	GDT734_COMPLETE_WHOLE	NONE	NONE	ysheey qoteey lkeey raiin cheo lor otal otchedy	1	0
G761-D080	G761-O057	f115v	f115	f115v.20	cheo	5	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	lor	6	NONE	Holzportion	GDT734_COMPLETE_WHOLE	NONE	NONE	ysheey qoteey lkeey raiin cheo lor otal otchedy	1	0
G761-D081	G761-O058	f115v	f115	f115v.35	cheo	4	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	oky	3	NONE	erste Wärmestufe	GDT758_COMPLETE_WHOLE	NONE	NONE	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	1	0
G761-D082	G761-O059	f115v	f115	f115v.41	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	L	1	dcheodl	1	NONE	[dcheodl:?]	GDT734_CELL	NONE	NONE	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr	1	0
G761-D083	G761-O059	f115v	f115	f115v.41	sheo	2	MOIST	PREPARATION	Feuchtzubereitung	R	1	kolchey	3	NONE	[kolchey:?]	GDT734_CELL	NONE	NONE	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr	1	0
G761-D084	G761-O060	f15v	f15	f15v.11	cheor	3	DRY	MATERIAL_PART	trockener Drogenteil	R	1	chol	4	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	NONE	NONE	sol oiin cheor chol daiin cthy	1	0
G761-D085	G761-O061	f17v	f17	f17v.7	cheor	4	DRY	MATERIAL_PART	trockener Drogenteil	L	1	poiis	3	NONE	[poiis:?]	GDT734_CELL	NONE	NONE	sor chkeey poiis cheor os s aiin	1	0
G761-D086	G761-O061	f17v	f17	f17v.7	cheor	4	DRY	MATERIAL_PART	trockener Drogenteil	R	1	os	5	NONE	Zubereitung	GDT734_COMPLETE_WHOLE	NONE	NONE	sor chkeey poiis cheor os s aiin	1	0
G761-D087	G761-O062	f17v	f17	f17v.15	cheo	4	DRY	PREPARATION	trocken angesetzte Zubereitung	L	1	cheeky	3	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	GDT734_COMPLETE_WHOLE	NONE	NONE	ychor cthy cheeky cheo otor oteol	1	0
G761-D088	G761-O062	f17v	f17	f17v.15	cheo	4	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	otor	5	COLD|AMOUNT|MATERIAL|PREPARATION	kalte Drogenportion im Ansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	ychor cthy cheeky cheo otor oteol	1	0
G761-D089	G761-O063	f17v	f17	f17v.20	cheor	3	DRY	MATERIAL_PART	trockener Drogenteil	L	1	okeey	2	NONE	heiß an der End-/Vollstufe; Trägerrolle offen	GDT752_POST_G734_OVERRIDE	NONE	NONE	ykeey okeey cheor chol sho odaiin	1	0
G761-D090	G761-O063	f17v	f17	f17v.20	cheor	3	DRY	MATERIAL_PART	trockener Drogenteil	R	1	chol	4	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	NONE	NONE	ykeey okeey cheor chol sho odaiin	1	0
G761-D091	G761-O064	f17v	f17	f17v.21	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	L	1	oal	1	MATERIAL|PREPARATION	Rohstoffklasse I im Ansatz	GDT734_COMPLETE_WHOLE	NONE	NONE	oal sheor sholor or shecthy cpheor daiin	1	0
G761-D092	G761-O064	f17v	f17	f17v.21	sheor	2	MOIST	MATERIAL_PART	feuchter Drogenteil	R	1	sholor	3	NONE	[sholor:?]	GDT734_CELL	NONE	NONE	oal sheor sholor or shecthy cpheor daiin	1	0
G761-D093	G761-O065	f20r	f20	f20r.8	cheo	2	DRY	PREPARATION	trocken angesetzte Zubereitung	R	1	r	3	NONE	Wurzel	GDT734_CELL	NONE	NONE	schodain cheo r cheody	1	0
