neighbor_surface	direct_contacts	direct_contact_pages	target_coverage	target_counts	polarity_counts	side_counts	global_reader_exact_occurrences	global_reader_exact_pages	direct_contact_share	global_background_share	descriptive_contact_lift	current_semantic_candidate_de	current_role_class	decision	carrier_candidate_selected	specific_identity_confirmed	component_export_credit
dsheodar	1	1	1	sheo:1	MOIST:1	L:1	1	1	0.004464	0.000043	102.928571	[dsheodar:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
keeeos	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[keeeos:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kolchey	1	1	1	sheo:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[kolchey:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
lkechdy	1	1	1	sheo:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[lkechdy:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
odalar	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[odalar:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
okeam	1	1	1	sheo:1	MOIST:1	L:1	1	1	0.004464	0.000043	102.928571	[okeam:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
orkchsd	1	1	1	sheor:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[orkchsd:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
pchofar	1	1	1	cheo:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[pchofar:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
poiis	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[poiis:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
polkeedal	1	1	1	sheo:1	MOIST:1	L:1	1	1	0.004464	0.000043	102.928571	[polkeedal:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
psheot	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[psheot:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qkeeody	1	1	1	sheor:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[qkeeody:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qockhody	1	1	1	sheor:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[qockhody:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qoeeo	1	1	1	sheo:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	zweiter feuchter Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokalos	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[qokalos:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokeaiin	1	1	1	cheo:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[qokeaiin:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokecheos	1	1	1	sheo:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[qokecheos:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
saiichor	1	1	1	sheor:1	MOIST:1	L:1	1	1	0.004464	0.000043	102.928571	[saiichor:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sholfchor	1	1	1	sheor:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[sholfchor:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sholor	1	1	1	sheor:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[sholor:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tedcheo	1	1	1	cheo:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[tedcheo:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tocthey	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[tocthey:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tsheodar	1	1	1	cheo:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[tsheodar:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tshoiin	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	kalter Feuchtansatz in Form III	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
yotaiin	1	1	1	cheor:1	DRY:1	L:1	1	1	0.004464	0.000043	102.928571	[yotaiin:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ypchseds	1	1	1	sheo:1	MOIST:1	R:1	1	1	0.004464	0.000043	102.928571	[ypchseds:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheory	1	1	1	sheo:1	MOIST:1	R:1	2	2	0.004464	0.000087	51.464286	[cheory:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cholo	1	1	1	cheor:1	DRY:1	L:1	2	2	0.004464	0.000087	51.464286	Trockenstoff in Ansatzform	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kas	1	1	1	cheor:1	DRY:1	R:1	2	2	0.004464	0.000087	51.464286	[kas:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oal	1	1	1	sheor:1	MOIST:1	L:1	2	2	0.004464	0.000087	51.464286	Rohstoffklasse I im Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oekeody	1	1	1	cheor:1	DRY:1	R:1	2	2	0.004464	0.000087	51.464286	[oekeody:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
opchar	1	1	1	cheor:1	DRY:1	L:1	2	2	0.004464	0.000087	51.464286	trockene Pulverfraktion I im Ansatz	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
pchar	1	1	1	sheo:1	MOIST:1	L:1	2	2	0.004464	0.000087	51.464286	[pchar:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
pydaiin	1	1	1	sheor:1	MOIST:1	L:1	2	2	0.004464	0.000087	51.464286	[pydaiin:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qoeor	1	1	1	cheor:1	DRY:1	R:1	2	2	0.004464	0.000087	51.464286	[qoeor:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokchody	1	1	1	cheor:1	DRY:1	L:1	2	2	0.004464	0.000087	51.464286	[qokchody:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qoteees	1	1	1	cheo:1	DRY:1	L:1	2	2	0.004464	0.000087	51.464286	kalter Qualitätsendwert, abgeschlossen	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tos	1	1	1	sheor:1	MOIST:1	R:1	2	2	0.004464	0.000087	51.464286	[tos:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ysheod	1	1	1	sheo:1	MOIST:1	L:1	2	2	0.004464	0.000087	51.464286	[ysheod:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ckhaiin	1	1	1	sheo:1	MOIST:1	R:1	3	3	0.004464	0.000130	34.309524	[ckhaiin:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ckhal	1	1	1	cheor:1	DRY:1	R:1	3	3	0.004464	0.000130	34.309524	Arzneikompositum, Rohstoffklasse I	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kcheey	1	1	1	cheo:1	DRY:1	R:1	3	2	0.004464	0.000130	34.309524	heiß und trocken am Ende des Grades	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
lkeo	1	1	1	cheor:1	DRY:1	L:1	3	3	0.004464	0.000130	34.309524	[lkeo:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
odaiiin	1	1	1	cheor:1	DRY:1	L:1	3	3	0.004464	0.000130	34.309524	[odaiiin:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
dory	1	1	1	sheor:1	MOIST:1	L:1	4	4	0.004464	0.000173	25.732143	abgemessene Portion	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kcheol	1	1	1	cheor:1	DRY:1	L:1	4	4	0.004464	0.000173	25.732143	[kcheol:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kcho	1	1	1	cheo:1	DRY:1	R:1	4	4	0.004464	0.000173	25.732143	Zubereitung: heiß und trocken	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
okaiiin	1	1	1	sheor:1	MOIST:1	L:1	4	4	0.004464	0.000173	25.732143	heiß im Zubereitungsrahmen, Grad IV	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
podaiin	1	1	1	cheo:1	DRY:1	L:1	4	4	0.004464	0.000173	25.732143	drei Portionen Pulverzubereitung	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheekey	1	1	1	cheor:1	DRY:1	R:1	5	5	0.004464	0.000217	20.585714	[cheekey:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oy	1	1	1	sheo:1	MOIST:1	L:1	5	5	0.004464	0.000217	20.585714	Ansatz in Grundform	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qoor	1	1	1	cheor:1	DRY:1	L:1	5	5	0.004464	0.000217	20.585714	Drogenportion	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
so	1	1	1	sheo:1	MOIST:1	R:1	5	5	0.004464	0.000217	20.585714	[so:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tcheo	1	1	1	sheor:1	MOIST:1	L:1	5	5	0.004464	0.000217	20.585714	[tcheo:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ykeeey	1	1	1	cheor:1	DRY:1	L:1	5	5	0.004464	0.000217	20.585714	[ykeeey:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
alkain	1	1	1	cheor:1	DRY:1	R:1	6	5	0.004464	0.000260	17.154762	[alkain:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheeey	1	1	1	cheo:1	DRY:1	L:1	7	5	0.004464	0.000304	14.704082	[cheeey:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chekain	1	1	1	cheo:1	DRY:1	L:1	7	5	0.004464	0.000304	14.704082	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sheos	1	1	1	cheor:1	DRY:1	R:1	7	7	0.004464	0.000304	14.704082	[sheos:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ykeol	1	1	1	sheo:1	MOIST:1	L:1	7	6	0.004464	0.000304	14.704082	[ykeol:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cthedy	1	1	1	cheo:1	DRY:1	R:1	8	7	0.004464	0.000347	12.866071	[cthedy:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
okeeo	1	1	1	cheor:1	DRY:1	R:1	9	7	0.004464	0.000390	11.436508	[okeeo:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheeor	1	1	1	cheo:1	DRY:1	R:1	11	11	0.004464	0.000477	9.357143	eine Portion vollständig getrocknete Droge	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chkain	1	1	1	cheo:1	DRY:1	R:1	11	11	0.004464	0.000477	9.357143	trocken-heiß, Stufe II	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ypchedy	1	1	1	cheo:1	DRY:1	R:1	11	9	0.004464	0.000477	9.357143	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
okchor	1	1	1	sheor:1	MOIST:1	L:1	12	11	0.004464	0.000520	8.577381	eine Portion heiß-trockene Droge im Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ols	1	1	1	cheor:1	DRY:1	R:1	12	12	0.004464	0.000520	8.577381	abgeseihtes Endprodukt	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qody	1	1	1	sheo:1	MOIST:1	R:1	12	11	0.004464	0.000520	8.577381	fertige Zubereitung	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ral	1	1	1	cheo:1	DRY:1	R:1	12	12	0.004464	0.000520	8.577381	Wurzelrohstoff I	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
keody	1	1	1	sheo:1	MOIST:1	R:1	13	11	0.004464	0.000564	7.917582	[keody:?]	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kor	1	1	1	cheor:1	DRY:1	R:1	13	13	0.004464	0.000564	7.917582	heiße Portion	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chocthy	1	1	1	cheor:1	DRY:1	R:1	14	13	0.004464	0.000607	7.352041	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
olol	1	1	1	cheor:1	DRY:1	R:1	14	13	0.004464	0.000607	7.352041	Holz-Grundansatz	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
os	1	1	1	cheor:1	DRY:1	R:1	14	14	0.004464	0.000607	7.352041	Zubereitung	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
rol	1	1	1	cheo:1	DRY:1	R:1	14	11	0.004464	0.000607	7.352041	Wurzelstoff	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
shed	1	1	1	sheo:1	MOIST:1	L:1	14	12	0.004464	0.000607	7.352041	Einweichen bis zur mittleren Stufe abschließen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oteody	1	1	1	sheor:1	MOIST:1	R:1	15	14	0.004464	0.000651	6.861905	abgekühlter, fertiger Ansatz	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tchey	1	1	1	sheor:1	MOIST:1	R:1	16	15	0.004464	0.000694	6.433036	kalt und trocken in der Mitte des Grades	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kchey	1	1	1	sheo:1	MOIST:1	R:1	17	17	0.004464	0.000737	6.054622	heiß-trocken, Mittelstufe	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oaiin	1	1	1	sheo:1	MOIST:1	L:1	17	14	0.004464	0.000737	6.054622	drei Ansatzportionen	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
daly	1	1	1	sheo:1	MOIST:1	R:1	18	16	0.004464	0.000781	5.718254	abgewogener Rohstoffposten I, Grundform	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
shaiin	1	1	1	sheor:1	MOIST:1	R:1	18	16	0.004464	0.000781	5.718254	feucht, Grad III	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kchol	1	1	1	cheo:1	DRY:1	R:1	19	16	0.004464	0.000824	5.417293	erhitztes Trockengut	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qor	1	1	1	cheo:1	DRY:1	L:1	19	17	0.004464	0.000824	5.417293	nimm eine Drogenportion	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ckhey	1	1	1	cheor:1	DRY:1	R:1	20	15	0.004464	0.000867	5.146429	Arzneikompositum in der Gradmitte	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kchy	1	1	1	cheo:1	DRY:1	R:1	21	19	0.004464	0.000911	4.901361	heiß und trocken am Anfang des Grades	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokor	1	1	1	cheo:1	DRY:1	L:1	21	18	0.004464	0.000911	4.901361	heiße Drogenportion	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheeky	1	1	1	cheo:1	DRY:1	L:1	22	21	0.004464	0.000954	4.678571	trocken am Gradende, dann heiß am Gradanfang	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
lkeedy	1	1	1	cheo:1	DRY:1	R:1	23	13	0.004464	0.000998	4.475155	Drogenholz, heiß am Gradende, abgeschlossen	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
otor	1	1	1	cheo:1	DRY:1	R:1	24	22	0.004464	0.001041	4.288690	kalte Drogenportion im Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qo	1	1	1	sheo:1	MOIST:1	R:1	24	16	0.004464	0.001041	4.288690	nehmen	PROCESS_OR_CLOSE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sheody	1	1	1	sheo:1	MOIST:1	R:1	24	20	0.004464	0.001041	4.288690	feucht angesetzt; Anfangsstufe abgeschlossen	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
olkaiin	1	1	1	cheor:1	DRY:1	R:1	25	22	0.004464	0.001084	4.117143	heiß; Wert III	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
