parse_unit_id	statement_id	record_unit_id	unit_kind	source_event_ids	visible_surface_sequence	literal_value_sequence	construction_reading_de
U024	H2-S002	H2	ATOMIC_CARD	E026	otol	Fortgang	Fortgang
U025	H2-S002	H2	ABA_RETURN_FRAME	E027|E028|E029	chol cholor chol	weiter > derselbe Ansatz > weiter	Weiter im selben Ansatz, dann den Fortgang wieder aufnehmen.
U026	H2-S002	H2	ATOMIC_CARD	E030	daiin	Sollwert	Sollwert
U027	H2-S002	H2	ATOMIC_CARD	E031	dar	davon	davon
U028	H2-S003	H2	ATOMIC_CARD	E032	oykchor	Zubereitungsgefäß	Zubereitungsgefäß
U029	H2-S003	H2	ATOMIC_CARD	E033	shor	Ansatz	Ansatz
U030	H2-S003	H2	ATOMIC_CARD	E034	chor	Ansatz	Ansatz
U031	H2-S003	H2	ABA_RETURN_FRAME	E035|E036|E037	chy kaiiin dy	dies > Bearbeitungsstufe > dies	Diesen Posten durch die Bearbeitungsstufe führen und als denselben Posten halten.
U032	H2-S003	H2	ATOMIC_CARD	E038	chodaiin	Zugabemaß	Zugabemaß
U033	H3-S001	H3	ATOMIC_CARD	E039	tshol	Kochgut	Kochgut
U034	H3-S001	H3	ATOMIC_CARD	E040	schoal	Sudansatz	Sudansatz
U035	H3-S001	H3	ATOMIC_CARD	E041	cfhy	auswringen	auswringen
U036	H3-S001	H3	ATOMIC_CARD	E042	shfydaiin	Stehzeit	Stehzeit
U037	H3-S001	H3	ATOMIC_CARD	E043	cphy	nachseihen	nachseihen
U038	H3-S001	H3	ATOMIC_CARD	E044	shey	Ergebnis	Ergebnis
U039	H3-S001	H3	ATOMIC_CARD	E045	tchody	kalt stellen; Schluss	kalt stellen; Schluss
U040	H3-S002	H3	ATOMIC_CARD	E046	shoyty	Zugabeteil	Zugabeteil
U041	H3-S003	H3	ATOMIC_CARD	E047	dchol	vom vorigen	vom vorigen
U042	H3-S003	H3	ABA_RETURN_FRAME	E048|E049|E050	chy kchy dy	dies > Bearbeiten > dies	Diesen Posten bearbeiten und als denselben Posten weiterführen.
U043	H3-S003	H3	ATOMIC_CARD	E051	daiin	Sollwert	Sollwert
U044	H3-S004	H3	ATOMIC_CARD	E052	qotchy	nächster Posten	nächster Posten
U045	H3-S004	H3	ATOMIC_CARD	E053	okchol	weiter einsetzen	weiter einsetzen
U046	H3-S004	H3	ATOMIC_CARD	E054	cthy	bereit	bereit
U047	H3-S004	H3	ATOMIC_CARD	E055	dy	dies	dies
U048	H4-S001	H4	ATOMIC_CARD	E056	qokaiin	bemessen	bemessen
U049	H4-S001	H4	ATOMIC_CARD	E057	chaiin	Sollwert	Sollwert
U050	H4-S001	H4	ATOMIC_CARD	E058	ykain	erste Portion	erste Portion
U051	H4-S001	H4	ATOMIC_CARD	E059	ykan	zweite Portion	zweite Portion
U052	H4-S001	H4	ATOMIC_CARD	E060	ody	abkühlen; Schluss	abkühlen; Schluss
U053	H4-S002	H4	ATOMIC_CARD	E061	daiin	Sollwert	Sollwert
U054	H4-S002	H4	ATOMIC_CARD	E062	chedy	überführen	überführen
U055	H4-S002	H4	ATOMIC_CARD	E063	talam	Verwahrort	Verwahrort
U056	H4-S003	H4	ATOMIC_CARD	E064	ykaiin	Sollportion	Sollportion
U057	H4-S003	H4	ATOMIC_CARD	E065	cheoar	Quellauszug	Quellauszug
U058	H4-S003	H4	ATOMIC_CARD	E066	cheeky	länger bearbeiten	länger bearbeiten
U059	H4-S003	H4	ATOMIC_CARD	E067	oldy	Schluss	Schluss
U060	H4-S004	H4	ATOMIC_CARD	E068	aiin	Sollwert	Sollwert
U061	H4-S004	H4	ATOMIC_CARD	E069	okal	dorthin einsetzen	dorthin einsetzen
U062	H4-S004	H4	ATOMIC_CARD	E070	oltchy	Folgebereitung	Folgebereitung
U063	H4-S004	H4	ATOMIC_CARD	E071	or	Ansatz	Ansatz
U064	H4-S004	H4	ATOMIC_CARD	E072	y	dies	dies
U065	H4-S004	H4	ATOMIC_CARD	E073	orain	Bereitungsanteil	Bereitungsanteil
U066	H5-S001	H5	ATOMIC_CARD	E074	chochor	Zugabeansatz	Zugabeansatz
U067	H5-S001	H5	ATOMIC_CARD	E075	cho	weitere Zutat	weitere Zutat
U068	H5-S001	H5	ATOMIC_CARD	E076	chodaly	Zielzugabe	Zielzugabe
U069	H5-S001	H5	ATOMIC_CARD	E077	daiin	Sollwert	Sollwert
U070	H5-S001	H5	ATOMIC_CARD	E078	sho	weitere Zutat	weitere Zutat
U071	H5-S001	H5	ATOMIC_CARD	E079	kchol	weiter bearbeiten	weiter bearbeiten
U072	H5-S001	H5	ATOMIC_CARD	E080	otchor	Folgeansatz	Folgeansatz
U073	H5-S001	H5	ATOMIC_CARD	E081	choky	einsetzen	einsetzen
U074	H5-S001	H5	ATOMIC_CARD	E082	dal	dorthin	dorthin
U075	H5-S002	H5	ATOMIC_CARD	E083	schol	vom vorigen	vom vorigen
U076	H5-S002	H5	ATOMIC_CARD	E084	choy	Zugabeposten	Zugabeposten
U077	H5-S002	H5	ATOMIC_CARD	E085	choky	einsetzen	einsetzen
U078	H5-S002	H5	ATOMIC_CARD	E086	cheeckhody	auftragen; Schluss	auftragen; Schluss
U079	H5-S003	H5	ATOMIC_CARD	E087	sh	Stängel	Stängel
U080	H5-S003	H5	ATOMIC_CARD	E088	cho	weitere Zutat	weitere Zutat
U081	H5-S003	H5	ATOMIC_CARD	E089	kchey	Kurzbearbeitung	Kurzbearbeitung
U082	H5-S003	H5	ATOMIC_CARD	E090	qokokchy	erneut einsetzen	erneut einsetzen
U083	H5-S004	H5	ATOMIC_CARD	E091	okchy	weiterbearbeiten	weiterbearbeiten
U084	H5-S004	H5	ATOMIC_CARD	E092	chokcheo	Auszug einsetzen	Auszug einsetzen
U085	H5-S004	H5	ATOMIC_CARD	E093	kchal	Zielbearbeitung	Zielbearbeitung
U086	H5-S005	H5	ATOMIC_CARD	E094	sho	weitere Zutat	weitere Zutat
U087	H5-S005	H5	ATOMIC_CARD	E095	chokchy	weiterbearbeiten	weiterbearbeiten
U088	H5-S005	H5	ATOMIC_CARD	E096	kchoar	bearbeiteter Quellauszug	bearbeiteter Quellauszug
U089	H5-S005	H5	ATOMIC_CARD	E097	sotodan	Folgeanwendung	Folgeanwendung
U090	H5-S006	H5	ATOMIC_CARD	E098	otchey	das nächste	das nächste
U091	H5-S006	H5	ATOMIC_CARD	E099	keol	kurz weiterbearbeiten	kurz weiterbearbeiten
U092	H5-S006	H5	ATOMIC_CARD	E100	daiin	Sollwert	Sollwert
U093	B1-S001	B1	ATOMIC_CARD	E101	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U094	B1-S002	B1	ATOMIC_CARD	E102	okaiin	bemessen	bemessen
U095	B1-S002	B1	ATOMIC_CARD	E103	kair	Beckenlauf	Beckenlauf
U096	B1-S002	B1	ATOMIC_CARD	E104	okal	dorthin einsetzen	dorthin einsetzen
U097	B1-S002	B1	ATOMIC_CARD	E105	sar	davon	davon
U098	B1-S002	B1	ATOMIC_CARD	E106	ol	weiter	weiter
U099	B1-S002	B1	ATOMIC_CARD	E107	kain	Portion	Portion
U100	B1-S002	B1	ATOMIC_CARD	E108	olkain	weiterer Anteil	weiterer Anteil
U101	B1-S002	B1	ATOMIC_CARD	E109	al	dorthin	dorthin
U102	B1-S002	B1	ATOMIC_CARD	E110	ol	weiter	weiter
U103	B1-S002	B1	ATOMIC_CARD	E111	rol	Anschluss	Anschluss
U104	B1-S002	B1	ATOMIC_CARD	E112	dl	Zusatz	Zusatz
U105	B1-S002	B1	ATOMIC_CARD	E113	olor	derselbe Ansatz	derselbe Ansatz
U106	B1-S002	B1	ATOMIC_CARD	E114	ol	weiter	weiter
U107	B1-S002	B1	ATOMIC_CARD	E115	sheckhal	Kurze Zielpassage	Kurze Zielpassage
U108	B1-S002	B1	ABA_RETURN_FRAME	E116|E117|E118	daiin qokeedal daiin	Sollwert > Langer Zieleinsatz > Sollwert	Den Sollwert während des langen Zieleinsatzes beibehalten.
U109	B1-S002	B1	ATOMIC_CARD	E119	chckhy	durchleiten	durchleiten
U110	B1-S002	B1	ATOMIC_CARD	E120	schedy	überführen; Schluss	überführen; Schluss
U111	B1-S003	B1	ATOMIC_CARD	E121	qol	weiter	weiter
U112	B1-S003	B1	ATOMIC_CARD	E122	sshkchdy	Haltetransfer; Schluss	Haltetransfer; Schluss
U113	B1-S004	B1	ATOMIC_CARD	E123	chedy	überführen	überführen
U114	B1-S004	B1	ATOMIC_CARD	E124	ol	weiter	weiter
U115	B1-S004	B1	ATOMIC_CARD	E125	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U116	B1-S005	B1	ATOMIC_CARD	E126	qolchedy	weiterführen; Schluss	weiterführen; Schluss
U117	B1-S006	B1	ATOMIC_CARD	E127	qokain	Anteil zugeben	Anteil zugeben
U118	B1-S006	B1	ATOMIC_CARD	E128	shckhy	durchleiten	durchleiten
U119	B1-S006	B1	ATOMIC_CARD	E129	dl	Zusatz	Zusatz
U120	B1-S006	B1	ATOMIC_CARD	E130	ral	Zielmarke	Zielmarke
U121	B1-S007	B1	ATOMIC_CARD	E131	qokchdy	einführen; Schluss	einführen; Schluss
U122	B1-S008	B1	ATOMIC_CARD	E132	chey	dies	dies
U123	B1-S008	B1	ABA_RETURN_FRAME	E133|E134|E135	ol cheky ol	weiter > kurz wärmen > weiter	Den laufenden Gang kurz wärmen und danach denselben Gang fortsetzen.
U124	B1-S008	B1	ATOMIC_CARD	E136	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U125	B1-S009	B1	ATOMIC_CARD	E137	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U126	B1-S010	B1	ATOMIC_CARD	E138	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U127	B1-S011	B1	ATOMIC_CARD	E139	chckhy	durchleiten	durchleiten
U128	B1-S011	B1	ATOMIC_CARD	E140	qoky	einsetzen	einsetzen
U129	B1-S012	B1	ATOMIC_CARD	E141	lsho	Waschgang	Waschgang
U130	B1-S012	B1	ATOMIC_CARD	E142	qokey	kurz einwirken	kurz einwirken
U131	B1-S012	B1	ATOMIC_CARD	E143	lshedy	Waschgang; Schluss	Waschgang; Schluss
U132	B1-S013	B1	ATOMIC_CARD	E144	lshedy	Waschgang; Schluss	Waschgang; Schluss
U133	B1-S014	B1	ATOMIC_CARD	E145	chedy	überführen	überführen
U134	B1-S014	B1	ATOMIC_CARD	E146	qolky	Weiterweg	Weiterweg
U135	B1-S014	B1	ATOMIC_CARD	E147	lchedal	Zielabführung	Zielabführung
U136	B1-S014	B1	ATOMIC_CARD	E148	qol	weiter	weiter
U137	B1-S014	B1	ATOMIC_CARD	E149	otar	Folgequelle	Folgequelle
U138	B1-S015	B1	ATOMIC_CARD	E150	ytey	Kurzteil	Kurzteil
U139	B1-S015	B1	ATOMIC_CARD	E151	okchedy	einführen; Schluss	einführen; Schluss
U140	B1-S016	B1	ATOMIC_CARD	E152	qokal	dorthin einsetzen	dorthin einsetzen
U141	B1-S016	B1	ATOMIC_CARD	E153	okeey	lange einwirken	lange einwirken
U142	B1-S016	B1	ATOMIC_CARD	E154	qol	weiter	weiter
U143	B1-S016	B1	ATOMIC_CARD	E155	cheedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U144	B1-S017	B1	ATOMIC_CARD	E156	sal	dorthin	dorthin
U145	B1-S017	B1	ATOMIC_CARD	E157	teol	kurz weiterführen	kurz weiterführen
U146	B1-S017	B1	ATOMIC_CARD	E158	dchdy	Transfer; Schluss	Transfer; Schluss
U147	B1-S018	B1	ATOMIC_CARD	E159	ly	Auffanggefäß	Auffanggefäß
U148	B1-S018	B1	ATOMIC_CARD	E160	dsheol	Kurzhalt	Kurzhalt
U149	B1-S018	B1	ATOMIC_CARD	E161	oiiin	Arbeitsstufe	Arbeitsstufe
U150	B1-S018	B1	ATOMIC_CARD	E162	olkeedy	lange sammeln; Schluss	lange sammeln; Schluss
U151	B1-S019	B1	ATOMIC_CARD	E163	tedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U152	B1-S020	B1	ATOMIC_CARD	E164	cheky	kurz wärmen	kurz wärmen
U153	B1-S020	B1	ATOMIC_CARD	E165	shckhedy	durchlassen; Schluss	durchlassen; Schluss
U154	B1-S021	B1	ATOMIC_CARD	E166	chal	dorthin	dorthin
U155	B2-S001	B2	ATOMIC_CARD	E167	dchedy	überführen; Schluss	überführen; Schluss
U156	B2-S002	B2	ATOMIC_CARD	E168	qolchedy	weiterführen; Schluss	weiterführen; Schluss
U157	B2-S003	B2	ATOMIC_CARD	E169	qokain	Anteil zugeben	Anteil zugeben
U158	B2-S003	B2	ATOMIC_CARD	E170	dy	dies	dies
U159	B2-S003	B2	ATOMIC_CARD	E171	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U160	B2-S004	B2	ATOMIC_CARD	E172	qokal	dorthin einsetzen	dorthin einsetzen
U161	B2-S004	B2	ATOMIC_CARD	E173	lcheckhy	Abführpassage	Abführpassage
U162	B2-S004	B2	ATOMIC_CARD	E174	lched	Abführung	Abführung
U163	B2-S004	B2	ATOMIC_CARD	E175	qokeey	lange einwirken	lange einwirken
U164	B2-S004	B2	ATOMIC_CARD	E176	lcheckhedy	Trennabzug; Schluss	Trennabzug; Schluss
U165	B2-S005	B2	ATOMIC_CARD	E177	qokaly	Zieleinsatz	Zieleinsatz
U166	B2-S005	B2	ATOMIC_CARD	E178	solkaiin	Sollsammlung	Sollsammlung
U167	B2-S005	B2	ATOMIC_CARD	E179	chckhy	durchleiten	durchleiten
U168	B2-S005	B2	ATOMIC_CARD	E180	qokaiin	bemessen	bemessen
U169	B2-S005	B2	ATOMIC_CARD	E181	qokaiin	bemessen	bemessen
U170	B2-S005	B2	ATOMIC_CARD	E182	octheol	Fortsetzung vorbereiten	Fortsetzung vorbereiten
U171	B2-S005	B2	ATOMIC_CARD	E183	chkeey	Langwärmen	Langwärmen
U172	B2-S005	B2	ATOMIC_CARD	E184	ldy	abziehen; Schluss	abziehen; Schluss
U173	B2-S006	B2	ATOMIC_CARD	E185	oteey	Langfolge	Langfolge
U174	B2-S006	B2	ATOMIC_CARD	E186	qokal	dorthin einsetzen	dorthin einsetzen
U175	B2-S006	B2	ATOMIC_CARD	E187	sheckhy	Kurzpassage	Kurzpassage
U176	B2-S006	B2	ATOMIC_CARD	E188	qoky	einsetzen	einsetzen
U177	B2-S007	B2	ATOMIC_CARD	E189	dshedy	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss
U178	B2-S008	B2	ATOMIC_CARD	E190	sotaiin	Folgemaß	Folgemaß
U179	B2-S008	B2	ATOMIC_CARD	E191	qokar	Quelleinsatz	Quelleinsatz
U180	B2-S008	B2	ATOMIC_CARD	E192	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U181	B2-S009	B2	ATOMIC_CARD	E193	solshedy	Folgeabsetzen; Schluss	Folgeabsetzen; Schluss
U182	B2-S010	B2	ATOMIC_CARD	E194	qokeey	lange einwirken	lange einwirken
U183	B2-S010	B2	ATOMIC_CARD	E195	qoky	einsetzen	einsetzen
U184	B2-S010	B2	ATOMIC_CARD	E196	ls	Auslass	Auslass
U185	B2-S010	B2	ATOMIC_CARD	E197	cheey	Ergebnis	Ergebnis
U186	B2-S011	B2	ABA_RETURN_FRAME	E198|E199|E200	okain char okain	Anteil zugeben > davon > Anteil zugeben	Einen Anteil zugeben, davon nehmen und denselben Zugabegang wiederholen.
U187	B2-S011	B2	ATOMIC_CARD	E201	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U188	B2-S012	B2	ATOMIC_CARD	E202	lchy	Abführgut	Abführgut
U189	B2-S012	B2	ATOMIC_CARD	E203	cheey	Ergebnis	Ergebnis
U190	B2-S012	B2	ATOMIC_CARD	E204	qcthey	kurz vorbereiten	kurz vorbereiten
U191	B2-S012	B2	ATOMIC_CARD	E205	qokeey	lange einwirken	lange einwirken
U192	B2-S012	B2	ATOMIC_CARD	E206	lcheey	Klarabzug	Klarabzug
U193	B2-S012	B2	ATOMIC_CARD	E207	daiin	Sollwert	Sollwert
U194	B2-S012	B2	ATOMIC_CARD	E208	chey	dies	dies
U195	B2-S012	B2	ATOMIC_CARD	E209	qokeeedy	Volleinsatz; Schluss	Volleinsatz; Schluss
U196	B2-S013	B2	ATOMIC_CARD	E210	lchedy	abführen; Schluss	abführen; Schluss
U197	B2-S014	B2	ATOMIC_CARD	E211	lar	Quellabzug	Quellabzug
U198	B2-S015	B2	ATOMIC_CARD	E212	tshey	Folgeklarlauf	Folgeklarlauf
U199	B2-S015	B2	ATOMIC_CARD	E213	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U200	B2-S016	B2	ATOMIC_CARD	E214	cheal	dorthin	dorthin
U201	B2-S016	B2	ATOMIC_CARD	E215	lchedar	Quellabführung	Quellabführung
U202	B2-S016	B2	ATOMIC_CARD	E216	ches	teilen	teilen
U203	B2-S016	B2	ATOMIC_CARD	E217	aiin	Sollwert	Sollwert
U204	B2-S016	B2	ATOMIC_CARD	E218	oteey	Langfolge	Langfolge
U205	B2-S016	B2	ATOMIC_CARD	E219	qokaiin	bemessen	bemessen
U206	B2-S016	B2	ATOMIC_CARD	E220	okey	kurz einwirken	kurz einwirken
U207	B2-S016	B2	ATOMIC_CARD	E221	pchedy	Zuführung; Schluss	Zuführung; Schluss
U208	B2-S017	B2	ATOMIC_CARD	E222	rsheal	Kurzhalt am Ziel	Kurzhalt am Ziel
U209	B2-S017	B2	ATOMIC_CARD	E223	daldy	Zielschluss	Zielschluss
U210	B2-S018	B2	ATOMIC_CARD	E224	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U211	B2-S019	B2	ATOMIC_CARD	E225	rshedy	Vollwaschung; Schluss	Vollwaschung; Schluss
U212	B2-S020	B2	ATOMIC_CARD	E226	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss
U213	B2-S021	B2	ATOMIC_CARD	E227	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U214	B2-S022	B2	ATOMIC_CARD	E228	lochedy	Abführung; Schluss	Abführung; Schluss
U215	B3-S001	B3	ATOMIC_CARD	E229	olkeedy	lange sammeln; Schluss	lange sammeln; Schluss
U216	B3-S002	B3	ATOMIC_CARD	E230	qotal	danach dorthin	danach dorthin
U217	B3-S002	B3	ATOMIC_CARD	E231	chkeedy	Langwärmen; Schluss	Langwärmen; Schluss
U218	B3-S003	B3	ABA_RETURN_FRAME	E232|E233|E234	chey daiin chey	dies > Sollwert > dies	Diesen Bestand auf Sollwert setzen und als denselben Bestand weiterführen.
U219	B3-S003	B3	ATOMIC_CARD	E235	lchedy	abführen; Schluss	abführen; Schluss
U220	B3-S004	B3	ATOMIC_CARD	E236	qokaiin	bemessen	bemessen
U221	B3-S004	B3	ATOMIC_CARD	E237	qotal	danach dorthin	danach dorthin
U222	B3-S004	B3	ATOMIC_CARD	E238	dar	davon	davon
U223	B3-S005	B3	ATOMIC_CARD	E239	schedy	überführen; Schluss	überführen; Schluss
U224	B3-S006	B3	ATOMIC_CARD	E240	chedchy	Postentransfer	Postentransfer
U225	B3-S006	B3	ATOMIC_CARD	E241	qokal	dorthin einsetzen	dorthin einsetzen
U226	B3-S006	B3	ATOMIC_CARD	E242	olchedy	weiterführen; Schluss	weiterführen; Schluss
U227	B3-S007	B3	ATOMIC_CARD	E243	qokaiin	bemessen	bemessen
U228	B3-S007	B3	ATOMIC_CARD	E244	chedy	überführen	überführen
U229	B3-S007	B3	ATOMIC_CARD	E245	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U230	B3-S008	B3	ATOMIC_CARD	E246	lchedy	abführen; Schluss	abführen; Schluss
U231	B3-S009	B3	ATOMIC_CARD	E247	qoky	einsetzen	einsetzen
U232	B3-S010	B3	ATOMIC_CARD	E248	pchedal	Zielzuführung	Zielzuführung
U233	B3-S010	B3	ATOMIC_CARD	E249	otedy	Kurzfolge; Schluss	Kurzfolge; Schluss
U234	B3-S011	B3	ATOMIC_CARD	E250	shecthedchy	Vorbereitungstransfer	Vorbereitungstransfer
U235	B3-S011	B3	ATOMIC_CARD	E251	qoky	einsetzen	einsetzen
U236	B3-S011	B3	ATOMIC_CARD	E252	chedy	überführen	überführen
U237	B3-S011	B3	ATOMIC_CARD	E253	chary	Quellposten	Quellposten
U238	B3-S012	B3	ATOMIC_CARD	E254	sor	Ansatz	Ansatz
U239	B3-S012	B3	ATOMIC_CARD	E255	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U240	B3-S013	B3	ATOMIC_CARD	E256	qokaiin	bemessen	bemessen
U241	B3-S013	B3	ATOMIC_CARD	E257	chkain	Portion	Portion
U242	B3-S013	B3	ATOMIC_CARD	E258	shcthey	kurz vorbereiten	kurz vorbereiten
U243	B3-S013	B3	ATOMIC_CARD	E259	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U244	B3-S014	B3	ATOMIC_CARD	E260	okair	Laufeinsatz	Laufeinsatz
U245	B3-S014	B3	ATOMIC_CARD	E261	sheedy	Langabsetzen; Schluss	Langabsetzen; Schluss
U246	B3-S015	B3	ATOMIC_CARD	E262	lchedy	abführen; Schluss	abführen; Schluss
U247	B3-S016	B3	ATOMIC_CARD	E263	lo	Abzug	Abzug
U248	B3-S016	B3	ATOMIC_CARD	E264	qokchedy	einführen; Schluss	einführen; Schluss
U249	B3-S017	B3	ATOMIC_CARD	E265	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U250	B3-S018	B3	ATOMIC_CARD	E266	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U251	B3-S019	B3	ATOMIC_CARD	E267	qokshedy	Einsatzabsetzen; Schluss	Einsatzabsetzen; Schluss
U252	B3-S020	B3	ATOMIC_CARD	E268	dal	dorthin	dorthin
U253	B3-S020	B3	ATOMIC_CARD	E269	lchedy	abführen; Schluss	abführen; Schluss
U254	B3-S021	B3	ATOMIC_CARD	E270	qokaiin	bemessen	bemessen
U255	B3-S021	B3	ATOMIC_CARD	E271	shcthy	bereit	bereit
U256	B3-S021	B3	ATOMIC_CARD	E272	dal	dorthin	dorthin
U257	B3-S021	B3	ATOMIC_CARD	E273	sy	dies	dies
U258	B3-S021	B3	ATOMIC_CARD	E274	saiin	Sollwert	Sollwert
U259	B3-S021	B3	ATOMIC_CARD	E275	shedal	am Ziel absetzen	am Ziel absetzen
U260	B3-S021	B3	ATOMIC_CARD	E276	shecthy	Kurzvorbereitung	Kurzvorbereitung
U261	B3-S021	B3	ATOMIC_CARD	E277	chey	dies	dies
U262	B3-S021	B3	ATOMIC_CARD	E278	tal	dorthin	dorthin
U263	B3-S021	B3	ATOMIC_CARD	E279	shcthy	bereit	bereit
U264	B3-S021	B3	ATOMIC_CARD	E280	dalchdy	Zieltransfer; Schluss	Zieltransfer; Schluss
U265	B3-S022	B3	ATOMIC_CARD	E281	qotchedy	Folgetransfer; Schluss	Folgetransfer; Schluss
U266	B3-S023	B3	ATOMIC_CARD	E282	lchedy	abführen; Schluss	abführen; Schluss
U267	B3-S024	B3	ATOMIC_CARD	E283	tchedy	überführen; Schluss	überführen; Schluss
U268	B3-S025	B3	ATOMIC_CARD	E284	qokchdy	einführen; Schluss	einführen; Schluss
U269	B3-S026	B3	ATOMIC_CARD	E285	cheedar	Quelltransfer	Quelltransfer
U270	B3-S026	B3	ATOMIC_CARD	E286	chldaiin	Sollabsetzung	Sollabsetzung
U271	B3-S026	B3	ATOMIC_CARD	E287	chedy	überführen	überführen
U272	B3-S026	B3	ATOMIC_CARD	E288	qokain	Anteil zugeben	Anteil zugeben
U273	B3-S026	B3	ATOMIC_CARD	E289	checthy	bereit	bereit
U274	B3-S026	B3	ATOMIC_CARD	E290	chealror	Zielbereitung	Zielbereitung
U275	B3-S026	B3	ATOMIC_CARD	E291	solkeedy	lange sammeln; Schluss	lange sammeln; Schluss
U276	B3-S027	B3	ATOMIC_CARD	E292	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss
U277	B3-S028	B3	ATOMIC_CARD	E293	qokeey	lange einwirken	lange einwirken
U278	B3-S028	B3	ATOMIC_CARD	E294	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U279	B3-S029	B3	ATOMIC_CARD	E295	sol	weiter	weiter
U280	B3-S029	B3	ATOMIC_CARD	E296	cheeety	Vollteil	Vollteil
U281	B3-S029	B3	ATOMIC_CARD	E297	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U282	B3-S030	B3	ATOMIC_CARD	E298	qoky	einsetzen	einsetzen
U283	B3-S030	B3	ATOMIC_CARD	E299	saiin	Sollwert	Sollwert
U284	B3-S030	B3	ATOMIC_CARD	E300	schedair	Weiterlauf	Weiterlauf
U285	B3-S030	B3	ATOMIC_CARD	E301	otchedy	Folgetransfer; Schluss	Folgetransfer; Schluss
U286	B3-S031	B3	ATOMIC_CARD	E302	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U287	B3-S032	B3	ATOMIC_CARD	E303	chedain	Anteilstransfer	Anteilstransfer
U288	B3-S032	B3	ATOMIC_CARD	E304	chedy	überführen	überführen
U289	B3-S032	B3	ATOMIC_CARD	E305	qotedaiin	Kurzsoll	Kurzsoll
U290	B3-S032	B3	ATOMIC_CARD	E306	otaiin	Folgemaß	Folgemaß
U291	B3-S032	B3	ATOMIC_CARD	E307	otedy	Kurzfolge; Schluss	Kurzfolge; Schluss
U292	B3-S033	B3	ATOMIC_CARD	E308	ldy	abziehen; Schluss	abziehen; Schluss
