statement_id	record_unit_id	visible_owner	visible_sequence	source_event_count	parse_unit_count	aba_frame_count	parse_unit_ids	construction_aware_reading	fluent_construction_aware_de	revision_status
H5-S006	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchey keol daiin	3	3	0	U090|U091|U092	[KARTE:das nächste] [KARTE:kurz weiterbearbeiten] [KARTE:Sollwert]	Zum nächsten Posten wechseln, kurz weiterbearbeiten und auf Sollmaß bringen.	UNCHANGED
B1-S001	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	1	1	0	U093	[KARTE:kurz einwirken; Schluss]	Kurz einwirken lassen; Schluss.	UNCHANGED
B1-S002	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	19	17	1	U094|U095|U096|U097|U098|U099|U100|U101|U102|U103|U104|U105|U106|U107|U108|U109|U110	[KARTE:bemessen] [KARTE:Beckenlauf] [KARTE:dorthin einsetzen] [KARTE:davon] [KARTE:weiter] [KARTE:Portion] [KARTE:weiterer Anteil] [KARTE:dorthin] [KARTE:weiter] [KARTE:Anschluss] [KARTE:Zusatz] [KARTE:derselbe Ansatz] [KARTE:weiter] [KARTE:Kurze Zielpassage] [ABA:Den Sollwert während des langen Zieleinsatzes beibehalten.] [KARTE:durchleiten] [KARTE:überführen; Schluss]	Eine Portion ansetzen, weiterführen und am Ziel einsetzen; denselben Sollwert während des langen Zieleinsatzes halten, durchleiten und überführen; Schluss.	ABA_REWRITTEN
B1-S003	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qol sshkchdy	2	2	0	U111|U112	[KARTE:weiter] [KARTE:Haltetransfer; Schluss]	Weiterführen und haltend übertragen; Schluss.	UNCHANGED
B1-S004	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy ol shedy	3	3	0	U113|U114|U115	[KARTE:überführen] [KARTE:weiter] [KARTE:kurz absetzen; Schluss]	Überführen, weiterführen und kurz absetzen lassen; Schluss.	UNCHANGED
B1-S005	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qolchedy	1	1	0	U116	[KARTE:weiterführen; Schluss]	Weiterführen; Schluss.	UNCHANGED
B1-S006	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokain shckhy dl ral	4	4	0	U117|U118|U119|U120	[KARTE:Anteil zugeben] [KARTE:durchleiten] [KARTE:Zusatz] [KARTE:Zielmarke]	Einen Anteil zugeben, durchleiten und den Zusatz an der Zielmarke halten.	UNCHANGED
B1-S007	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokchdy	1	1	0	U121	[KARTE:einführen; Schluss]	In die offene Zielstelle einführen; Schluss.	UNCHANGED
B1-S008	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	chey ol cheky ol shedy	5	3	1	U122|U123|U124	[KARTE:dies] [ABA:Den laufenden Gang kurz wärmen und danach denselben Gang fortsetzen.] [KARTE:kurz absetzen; Schluss]	Denselben laufenden Gang kurz wärmen und weiterführen, dann kurz absetzen; Schluss.	ABA_REWRITTEN
B1-S009	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	1	1	0	U125	[KARTE:kurz einwirken; Schluss]	Kurz einwirken lassen; Schluss.	UNCHANGED
B1-S010	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	1	1	0	U126	[KARTE:kurz einwirken; Schluss]	Kurz einwirken lassen; Schluss.	UNCHANGED
B1-S011	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	chckhy qoky	2	2	0	U127|U128	[KARTE:durchleiten] [KARTE:einsetzen]	Durch den verbundenen Gang leiten und einsetzen.	UNCHANGED
B1-S012	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	lsho qokey lshedy	3	3	0	U129|U130|U131	[KARTE:Waschgang] [KARTE:kurz einwirken] [KARTE:Waschgang; Schluss]	Waschen, kurz einwirken lassen und nochmals waschen; Schluss.	UNCHANGED
B1-S013	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	lshedy	1	1	0	U132	[KARTE:Waschgang; Schluss]	Einen Waschgang ausführen; Schluss.	UNCHANGED
B1-S014	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	chedy qolky lchedal qol otar	5	5	0	U133|U134|U135|U136|U137	[KARTE:überführen] [KARTE:Weiterweg] [KARTE:Zielabführung] [KARTE:weiter] [KARTE:Folgequelle]	Überführen, über den Weiterweg an der Zielstelle abführen und zur Folgequelle weitergehen.	UNCHANGED
B1-S015	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	ytey okchedy	2	2	0	U138|U139	[KARTE:Kurzteil] [KARTE:einführen; Schluss]	Den kurzen Teil aus der eben gesetzten Quelle einführen; Schluss.	UNCHANGED
B1-S016	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	qokal okeey qol cheedy	4	4	0	U140|U141|U142|U143	[KARTE:dorthin einsetzen] [KARTE:lange einwirken] [KARTE:weiter] [KARTE:kurz absetzen; Schluss]	Am Ziel einsetzen, länger einwirken lassen, weiterführen und kurz absetzen lassen; Schluss.	UNCHANGED
B1-S017	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	sal teol dchdy	3	3	0	U144|U145|U146	[KARTE:dorthin] [KARTE:kurz weiterführen] [KARTE:Transfer; Schluss]	Dorthin bringen, kurz weiterführen und übertragen; Schluss.	UNCHANGED
B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	ly dsheol oiiin olkeedy	4	4	0	U147|U148|U149|U150	[KARTE:Auffanggefäß] [KARTE:Kurzhalt] [KARTE:Arbeitsstufe] [KARTE:lange sammeln; Schluss]	Im Auffanggefäß kurz halten, die Arbeitsstufe setzen und länger auffangen; Schluss.	UNCHANGED
B1-S019	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	tedy	1	1	0	U151	[KARTE:kurz absetzen; Schluss]	Kurz absetzen lassen; Schluss.	UNCHANGED
B1-S020	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	cheky shckhedy	2	2	0	U152|U153	[KARTE:kurz wärmen] [KARTE:durchlassen; Schluss]	Kurz wärmen und durchlassen; Schluss.	UNCHANGED
B1-S021	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	chal	1	1	0	U154	[KARTE:dorthin]	Dorthin bringen.	UNCHANGED
B2-S001	B2	obere Paarbecken-/Zylinderstation	dchedy	1	1	0	U155	[KARTE:überführen; Schluss]	In die obere Paarbeckenstation überführen; Schluss.	UNCHANGED
B2-S002	B2	obere Paarbecken-/Zylinderstation	qolchedy	1	1	0	U156	[KARTE:weiterführen; Schluss]	Durch die obere Station weiterführen; Schluss.	UNCHANGED
B2-S003	B2	obere Paarbecken-/Zylinderstation	qokain dy qokeedy	3	3	0	U157|U158|U159	[KARTE:Anteil zugeben] [KARTE:dies] [KARTE:lange einwirken; Schluss]	Einen Anteil zugeben, diesen Posten länger einwirken lassen; Schluss.	UNCHANGED
B2-S004	B2	obere Paarbecken-/Zylinderstation	qokal lcheckhy lched qokeey lcheckhedy	5	5	0	U160|U161|U162|U163|U164	[KARTE:dorthin einsetzen] [KARTE:Abführpassage] [KARTE:Abführung] [KARTE:lange einwirken] [KARTE:Trennabzug; Schluss]	Am Ziel einsetzen, durchleiten, abführen, länger einwirken und getrennt abziehen; Schluss.	UNCHANGED
B2-S005	B2	obere Paarbecken-/Zylinderstation	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	8	8	0	U165|U166|U167|U168|U169|U170|U171|U172	[KARTE:Zieleinsatz] [KARTE:Sollsammlung] [KARTE:durchleiten] [KARTE:bemessen] [KARTE:bemessen] [KARTE:Fortsetzung vorbereiten] [KARTE:Langwärmen] [KARTE:abziehen; Schluss]	Am Ziel einsetzen, bis zum Soll sammeln, durchleiten, zweimal bemessen, die Fortsetzung vorbereiten, länger wärmen und abziehen; Schluss.	UNCHANGED
B2-S006	B2	obere Paarbecken-/Zylinderstation	oteey qokal sheckhy qoky	4	4	0	U173|U174|U175|U176	[KARTE:Langfolge] [KARTE:dorthin einsetzen] [KARTE:Kurzpassage] [KARTE:einsetzen]	Die lange Folge ausführen, dorthin einsetzen, durch die kurze Passage führen und einsetzen.	UNCHANGED
B2-S007	B2	mittlere linke Geräte-/Inline-Knotenstation	dshedy	1	1	0	U177	[KARTE:Frischwasser zugeben; Schluss]	An der mittleren linken Knotenstation Frischwasser zugeben; Schluss.	UNCHANGED
B2-S008	B2	mittlere linke Geräte-/Inline-Knotenstation	sotaiin qokar shedy	3	3	0	U178|U179|U180	[KARTE:Folgemaß] [KARTE:Quelleinsatz] [KARTE:kurz absetzen; Schluss]	Das Folgemaß aus der Quelle einsetzen und kurz absetzen lassen; Schluss.	UNCHANGED
B2-S009	B2	mittlere linke Geräte-/Inline-Knotenstation	solshedy	1	1	0	U181	[KARTE:Folgeabsetzen; Schluss]	Den Folgeposten absetzen lassen; Schluss.	UNCHANGED
B2-S010	B2	mittlere linke Geräte-/Inline-Knotenstation	qokeey qoky ls cheey	4	4	0	U182|U183|U184|U185	[KARTE:lange einwirken] [KARTE:einsetzen] [KARTE:Auslass] [KARTE:Ergebnis]	Länger einwirken lassen, einsetzen und den klaren Auszug zum Auslass führen.	UNCHANGED
B2-S011	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	okain char okain qokeedy	4	2	1	U186|U187	[ABA:Einen Anteil zugeben, davon nehmen und denselben Zugabegang wiederholen.] [KARTE:lange einwirken; Schluss]	Anteil zugeben, davon nehmen, denselben Zugabegang wiederholen und länger einwirken; Schluss.	ABA_REWRITTEN
B2-S012	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	8	8	0	U188|U189|U190|U191|U192|U193|U194|U195	[KARTE:Abführgut] [KARTE:Ergebnis] [KARTE:kurz vorbereiten] [KARTE:lange einwirken] [KARTE:Klarabzug] [KARTE:Sollwert] [KARTE:dies] [KARTE:Volleinsatz; Schluss]	Abführgut auf Ergebnis kurz vorbereiten, länger einwirken, klar abziehen, auf Sollwert bringen und vollständig einsetzen; Schluss.	UNCHANGED
B2-S013	B2	unteres grünes Mehrfigurenfeld	lchedy	1	1	0	U196	[KARTE:abführen; Schluss]	In das untere grüne Mehrfigurenfeld abführen; Schluss.	UNCHANGED
B2-S014	B2	unteres grünes Mehrfigurenfeld	lar	1	1	0	U197	[KARTE:Quellabzug]	Aus der Quelle abziehen.	UNCHANGED
B2-S015	B2	lokale Randstationen des unteren Feldes	tshey qokeedy	2	2	0	U198|U199	[KARTE:Folgeklarlauf] [KARTE:lange einwirken; Schluss]	An der lokalen Randstation den Folgeklarlauf länger einwirken lassen; Schluss.	UNCHANGED
B2-S016	B2	lokale Randstationen des unteren Feldes	cheal lchedar ches aiin oteey qokaiin okey pchedy	8	8	0	U200|U201|U202|U203|U204|U205|U206|U207	[KARTE:dorthin] [KARTE:Quellabführung] [KARTE:teilen] [KARTE:Sollwert] [KARTE:Langfolge] [KARTE:bemessen] [KARTE:kurz einwirken] [KARTE:Zuführung; Schluss]	Dorthin führen, davon abführen, teilen, auf Sollwert bringen, die Folge bemessen, kurz einwirken und zuführen; Schluss.	UNCHANGED
B2-S017	B2	lokale Randstationen des unteren Feldes	rsheal daldy	2	2	0	U208|U209	[KARTE:Kurzhalt am Ziel] [KARTE:Zielschluss]	Am Ziel kurz halten und den Zielschritt schließen.	UNCHANGED
B2-S018	B2	lokale Randstationen des unteren Feldes	qokeedy	1	1	0	U210	[KARTE:lange einwirken; Schluss]	Länger einwirken lassen; Schluss.	UNCHANGED
B2-S019	B2	lokale Randstationen des unteren Feldes	rshedy	1	1	0	U211	[KARTE:Vollwaschung; Schluss]	Eine Vollwaschung ausführen; Schluss.	UNCHANGED
B2-S020	B2	lokale Randstationen des unteren Feldes	qoteedy	1	1	0	U212	[KARTE:lange Folgestufe; Schluss]	Die folgende Stufe länger halten; Schluss.	UNCHANGED
B2-S021	B2	lokale Randstationen des unteren Feldes	qokeedy	1	1	0	U213	[KARTE:lange einwirken; Schluss]	Länger einwirken lassen; Schluss.	UNCHANGED
B2-S022	B2	lokale Randstationen des unteren Feldes	lochedy	1	1	0	U214	[KARTE:Abführung; Schluss]	Abführen; Schluss.	UNCHANGED
B3-S001	B3	obere offene Fächer-Randstation	olkeedy	1	1	0	U215	[KARTE:lange sammeln; Schluss]	An der oberen offenen Randstation länger auffangen; Schluss.	UNCHANGED
B3-S002	B3	obere offene Fächer-Randstation	qotal chkeedy	2	2	0	U216|U217	[KARTE:danach dorthin] [KARTE:Langwärmen; Schluss]	Danach zur nächsten Stelle führen und dort länger erwärmen; Schluss.	UNCHANGED
B3-S003	B3	obere offene Fächer-Randstation	chey daiin chey lchedy	4	2	1	U218|U219	[ABA:Diesen Bestand auf Sollwert setzen und als denselben Bestand weiterführen.] [KARTE:abführen; Schluss]	Diesen Bestand auf Sollwert setzen, als denselben Bestand aktiv halten und abführen; Schluss.	ABA_REWRITTEN
B3-S004	B3	obere offene Fächer-Randstation	qokaiin qotal dar	3	3	0	U220|U221|U222	[KARTE:bemessen] [KARTE:danach dorthin] [KARTE:davon]	Davon eine Menge abmessen und zur folgenden Stelle bringen.	UNCHANGED
B3-S005	B3	mittlere runde Gefäß-Randstation	schedy	1	1	0	U223	[KARTE:überführen; Schluss]	In die mittlere runde Randstation überführen; Schluss.	UNCHANGED
B3-S006	B3	mittlere runde Gefäß-Randstation	chedchy qokal olchedy	3	3	0	U224|U225|U226	[KARTE:Postentransfer] [KARTE:dorthin einsetzen] [KARTE:weiterführen; Schluss]	Den Posten übertragen, am Ziel einsetzen und weiterführen; Schluss.	UNCHANGED
B3-S007	B3	mittlere runde Gefäß-Randstation	qokaiin chedy qokeedy	3	3	0	U227|U228|U229	[KARTE:bemessen] [KARTE:überführen] [KARTE:lange einwirken; Schluss]	Bemessen, überführen und länger einwirken lassen; Schluss.	UNCHANGED
B3-S008	B3	mittlere runde Gefäß-Randstation	lchedy	1	1	0	U230	[KARTE:abführen; Schluss]	Aus der Station abführen; Schluss.	UNCHANGED
B3-S009	B3	mittlere runde Gefäß-Randstation	qoky	1	1	0	U231	[KARTE:einsetzen]	Den Posten einsetzen.	UNCHANGED
B3-S010	B3	untere korbartige Gefäß-Randstation	pchedal otedy	2	2	0	U232|U233	[KARTE:Zielzuführung] [KARTE:Kurzfolge; Schluss]	Der unteren korbartigen Randstation zuführen und kurz weiterführen; Schluss.	UNCHANGED
B3-S011	B3	untere korbartige Gefäß-Randstation	shecthedchy qoky chedy chary	4	4	0	U234|U235|U236|U237	[KARTE:Vorbereitungstransfer] [KARTE:einsetzen] [KARTE:überführen] [KARTE:Quellposten]	Die Vorbereitung übertragen, einsetzen, weiterführen und beim Quellposten belassen.	UNCHANGED
B3-S012	B3	untere korbartige Gefäß-Randstation	sor shedy	2	2	0	U238|U239	[KARTE:Ansatz] [KARTE:kurz absetzen; Schluss]	Den Ansatz kurz absetzen lassen; Schluss.	UNCHANGED
B3-S013	B3	untere korbartige Gefäß-Randstation	qokaiin chkain shcthey qokedy	4	4	0	U240|U241|U242|U243	[KARTE:bemessen] [KARTE:Portion] [KARTE:kurz vorbereiten] [KARTE:kurz einwirken; Schluss]	Eine Portion bemessen, kurz vorbereiten und kurz einwirken lassen; Schluss.	UNCHANGED
B3-S014	B3	untere korbartige Gefäß-Randstation	okair sheedy	2	2	0	U244|U245	[KARTE:Laufeinsatz] [KARTE:Langabsetzen; Schluss]	In den Lauf einsetzen und länger absetzen lassen; Schluss.	UNCHANGED
B3-S015	B3	untere korbartige Gefäß-Randstation	lchedy	1	1	0	U246	[KARTE:abführen; Schluss]	Aus der Station abführen; Schluss.	UNCHANGED
B3-S016	B3	untere korbartige Gefäß-Randstation	lo qokchedy	2	2	0	U247|U248	[KARTE:Abzug] [KARTE:einführen; Schluss]	Abziehen und in die nächste Station einführen; Schluss.	UNCHANGED
B3-S017	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokeedy	1	1	0	U249	[KARTE:lange einwirken; Schluss]	Länger einwirken lassen; Schluss.	UNCHANGED
B3-S018	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shedy	1	1	0	U250	[KARTE:kurz absetzen; Schluss]	Kurz absetzen lassen; Schluss.	UNCHANGED
B3-S019	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokshedy	1	1	0	U251	[KARTE:Einsatzabsetzen; Schluss]	Nach dem Einsatz absetzen lassen; Schluss.	UNCHANGED
B3-S020	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal lchedy	2	2	0	U252|U253	[KARTE:dorthin] [KARTE:abführen; Schluss]	Dorthin führen und abführen; Schluss.	UNCHANGED
B3-S021	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	11	11	0	U254|U255|U256|U257|U258|U259|U260|U261|U262|U263|U264	[KARTE:bemessen] [KARTE:bereit] [KARTE:dorthin] [KARTE:dies] [KARTE:Sollwert] [KARTE:am Ziel absetzen] [KARTE:Kurzvorbereitung] [KARTE:dies] [KARTE:dorthin] [KARTE:bereit] [KARTE:Zieltransfer; Schluss]	Bemessen, bereitstellen und dorthin bringen; Sollwert am Ziel absetzen, kurz vorbereiten, dorthin bringen, bereitstellen und ans Ziel übertragen; Schluss.	UNCHANGED
B3-S022	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qotchedy	1	1	0	U265	[KARTE:Folgetransfer; Schluss]	Zur folgenden Station übertragen; Schluss.	UNCHANGED
B3-S023	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lchedy	1	1	0	U266	[KARTE:abführen; Schluss]	Aus der Station abführen; Schluss.	UNCHANGED
B3-S024	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	tchedy	1	1	0	U267	[KARTE:überführen; Schluss]	Überführen; Schluss.	UNCHANGED
B3-S025	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchdy	1	1	0	U268	[KARTE:einführen; Schluss]	In die nächste Station einführen; Schluss.	UNCHANGED
B3-S026	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	7	7	0	U269|U270|U271|U272|U273|U274|U275	[KARTE:Quelltransfer] [KARTE:Sollabsetzung] [KARTE:überführen] [KARTE:Anteil zugeben] [KARTE:bereit] [KARTE:Zielbereitung] [KARTE:lange sammeln; Schluss]	Von der Quelle übertragen, auf Sollwert absetzen, überführen, Anteil zugeben, bereitstellen, am Ziel vorbereiten und länger sammeln; Schluss.	UNCHANGED
B3-S027	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qoteedy	1	1	0	U276	[KARTE:lange Folgestufe; Schluss]	Die folgende Stufe länger halten; Schluss.	UNCHANGED
B3-S028	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qokeey qokedy	2	2	0	U277|U278	[KARTE:lange einwirken] [KARTE:kurz einwirken; Schluss]	Länger einwirken lassen, dann den kurzen Einwirkpunkt schließen.	UNCHANGED
B3-S029	B3	Hauptpaar am sichtbaren ungerichteten Bogen	sol cheeety qokedy	3	3	0	U279|U280|U281	[KARTE:weiter] [KARTE:Vollteil] [KARTE:kurz einwirken; Schluss]	Weiterführen, den vollen Anteil nehmen und kurz einwirken lassen; Schluss.	UNCHANGED
B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qoky saiin schedair otchedy	4	4	0	U282|U283|U284|U285	[KARTE:einsetzen] [KARTE:Sollwert] [KARTE:Weiterlauf] [KARTE:Folgetransfer; Schluss]	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	UNCHANGED
B3-S031	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	1	1	0	U286	[KARTE:lange einwirken; Schluss]	Länger einwirken lassen; Schluss.	UNCHANGED
