event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	current_short_default_de	current_layer
65	H4-S003	H4	f55v	cheoar	MC085	Auszug+Quelle	UNCHANGED_LEARNED_SECTION_CARD
66	H4-S003	H4	f55v	cheeky	MC032	länger bearbeiten	REVISED_SHARED_17
67	H4-S003	H4	f55v	oldy	MC019	fortsetzen; abschließen	REVISED_SHARED_17
68	H4-S004	H4	f55v	aiin	MC039	Sollmaß	REVISED_SHARED_17
69	H4-S004	H4	f55v	okal	MC040	dorthin einsetzen	REVISED_SHARED_17
70	H4-S004	H4	f55v	oltchy	MC021	weiter+bereit+Posten	UNCHANGED_LEARNED_SECTION_CARD
71	H4-S004	H4	f55v	or	MC080	Arbeitsansatz	REVISED_SHARED_17
72	H4-S004	H4	f55v	y	MC123	dieser Posten	REVISED_SHARED_17
73	H4-S004	H4	f55v	orain	MC072	Ansatz+Anteil	UNCHANGED_LEARNED_SECTION_CARD
74	H5-S001	H5	f56r	chochor	MC125	Zutat+Ansatz	UNCHANGED_LEARNED_SECTION_CARD
75	H5-S001	H5	f56r	cho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24
76	H5-S001	H5	f56r	chodaly	MC010	Zutat+Ziel+Posten	UNCHANGED_LEARNED_SECTION_CARD
77	H5-S001	H5	f56r	daiin	MC039	Sollmaß	REVISED_SHARED_17
78	H5-S001	H5	f56r	sho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24
79	H5-S001	H5	f56r	kchol	MC090	bearbeiten+weiter	UNCHANGED_LEARNED_SECTION_CARD
80	H5-S001	H5	f56r	otchor	MC013	nächster Arbeitsansatz	REVISED_EXTENSION_CORE_24
81	H5-S001	H5	f56r	choky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
82	H5-S001	H5	f56r	dal	MC154	dorthin	REVISED_SHARED_17
83	H5-S002	H5	f56r	schol	MC142	vom vorigen Posten	REVISED_EXTENSION_CORE_24
84	H5-S002	H5	f56r	choy	MC131	Zutat+Posten	UNCHANGED_LEARNED_SECTION_CARD
85	H5-S002	H5	f56r	choky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
86	H5-S002	H5	f56r	cheeckhody	MC099	länger+Durchlass+Zutat+Schluss	UNCHANGED_LEARNED_SECTION_CARD
87	H5-S003	H5	f56r	sh	MC114	halten	UNCHANGED_LEARNED_SECTION_CARD
88	H5-S003	H5	f56r	cho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24
89	H5-S003	H5	f56r	kchey	MC122	bearbeiten+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
90	H5-S003	H5	f56r	qokokchy	MC015	ansetzen+ansetzen+Posten	UNCHANGED_LEARNED_SECTION_CARD
91	H5-S004	H5	f56r	okchy	MC103	diesen Posten weiterbearbeiten	REVISED_EXTENSION_CORE_24
92	H5-S004	H5	f56r	chokcheo	MC006	ansetzen+Auszug	UNCHANGED_LEARNED_SECTION_CARD
93	H5-S004	H5	f56r	kchal	MC077	bearbeiten+Ziel	UNCHANGED_LEARNED_SECTION_CARD
94	H5-S005	H5	f56r	sho	MC034	weitere Zutat	REVISED_EXTENSION_CORE_24
95	H5-S005	H5	f56r	chokchy	MC103	diesen Posten weiterbearbeiten	REVISED_EXTENSION_CORE_24
96	H5-S005	H5	f56r	kchoar	MC136	Auszug+Quelle	UNCHANGED_LEARNED_SECTION_CARD
97	H5-S005	H5	f56r	sotodan	MC068	danach+anwenden	UNCHANGED_LEARNED_SECTION_CARD
98	H5-S006	H5	f56r	otchey	MC171	der nächste Posten	REVISED_SHARED_17
99	H5-S006	H5	f56r	keol	MC104	kurz+weiter	UNCHANGED_LEARNED_SECTION_CARD
100	H5-S006	H5	f56r	daiin	MC039	Sollmaß	REVISED_SHARED_17
101	B1-S001	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
102	B1-S002	B1	f81v	okaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
103	B1-S002	B1	f81v	kair	MC023	Lauf	UNCHANGED_LEARNED_SECTION_CARD
104	B1-S002	B1	f81v	okal	MC040	dorthin einsetzen	REVISED_SHARED_17
105	B1-S002	B1	f81v	sar	MC055	davon	REVISED_SHARED_17
106	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
107	B1-S002	B1	f81v	kain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24
108	B1-S002	B1	f81v	olkain	MC097	weiter+Anteil	UNCHANGED_LEARNED_SECTION_CARD
109	B1-S002	B1	f81v	al	MC154	dorthin	REVISED_SHARED_17
110	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
111	B1-S002	B1	f81v	rol	MC016	weiter	UNCHANGED_LEARNED_SECTION_CARD
112	B1-S002	B1	f81v	dl	MC012	Zusatz	REVISED_EXTENSION_CORE_24
113	B1-S002	B1	f81v	olor	MC157	damit weiter	REVISED_SHARED_17
114	B1-S002	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
115	B1-S002	B1	f81v	sheckhal	MC058	Durchlass+kurz+Ziel	UNCHANGED_LEARNED_SECTION_CARD
116	B1-S002	B1	f81v	daiin	MC039	Sollmaß	REVISED_SHARED_17
117	B1-S002	B1	f81v	qokeedal	MC096	ansetzen+länger+Ziel	UNCHANGED_LEARNED_SECTION_CARD
118	B1-S002	B1	f81v	daiin	MC039	Sollmaß	REVISED_SHARED_17
119	B1-S002	B1	f81v	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24
120	B1-S002	B1	f81v	schedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24
121	B1-S003	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17
122	B1-S003	B1	f81v	sshkchdy	MC061	halten+bearbeiten+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
123	B1-S004	B1	f81v	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
124	B1-S004	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
125	B1-S004	B1	f81v	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
126	B1-S005	B1	f81v	qolchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24
127	B1-S006	B1	f81v	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
128	B1-S006	B1	f81v	shckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24
129	B1-S006	B1	f81v	dl	MC012	Zusatz	REVISED_EXTENSION_CORE_24
130	B1-S006	B1	f81v	ral	MC056	Ziel	UNCHANGED_LEARNED_SECTION_CARD
131	B1-S007	B1	f81v	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24
132	B1-S008	B1	f81v	chey	MC123	dieser Posten	REVISED_SHARED_17
133	B1-S008	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
134	B1-S008	B1	f81v	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24
135	B1-S008	B1	f81v	ol	MC153	weiter	REVISED_SHARED_17
136	B1-S008	B1	f81v	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
137	B1-S009	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
138	B1-S010	B1	f81v	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
139	B1-S011	B1	f81v	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24
140	B1-S011	B1	f81v	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
141	B1-S012	B1	f81v	lsho	MC130	waschen	UNCHANGED_LEARNED_SECTION_CARD
142	B1-S012	B1	f81v	qokey	MC007	kurz einwirken	REVISED_EXTENSION_CORE_24
143	B1-S012	B1	f81v	lshedy	MC038	waschen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
144	B1-S013	B1	f81v	lshedy	MC038	waschen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
145	B1-S014	B1	f81v	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
146	B1-S014	B1	f81v	qolky	MC134	weiter	UNCHANGED_LEARNED_SECTION_CARD
147	B1-S014	B1	f81v	lchedal	MC051	abführen+umsetzen+Ziel	UNCHANGED_LEARNED_SECTION_CARD
148	B1-S014	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17
149	B1-S014	B1	f81v	otar	MC121	danach+Quelle	UNCHANGED_LEARNED_SECTION_CARD
150	B1-S015	B1	f81v	ytey	MC109	Posten+kurz+Teil	UNCHANGED_LEARNED_SECTION_CARD
151	B1-S015	B1	f81v	okchedy	MC005	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24
152	B1-S016	B1	f81v	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17
153	B1-S016	B1	f81v	okeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
154	B1-S016	B1	f81v	qol	MC153	weiter	REVISED_SHARED_17
155	B1-S016	B1	f81v	cheedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
156	B1-S017	B1	f81v	sal	MC154	dorthin	REVISED_SHARED_17
157	B1-S017	B1	f81v	teol	MC106	kurz+weiter	UNCHANGED_LEARNED_SECTION_CARD
158	B1-S017	B1	f81v	dchdy	MC139	umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
159	B1-S018	B1	f81v	ly	MC118	abführen+Posten	UNCHANGED_LEARNED_SECTION_CARD
160	B1-S018	B1	f81v	dsheol	MC076	halten+kurz+weiter	UNCHANGED_LEARNED_SECTION_CARD
161	B1-S018	B1	f81v	oiiin	MC033	Stufe	UNCHANGED_LEARNED_SECTION_CARD
162	B1-S018	B1	f81v	olkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24
163	B1-S019	B1	f81v	tedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
164	B1-S020	B1	f81v	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24
165	B1-S020	B1	f81v	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24
166	B1-S021	B1	f81v	chal	MC154	dorthin	REVISED_SHARED_17
167	B2-S001	B2	f82r	dchedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24
168	B2-S002	B2	f82r	qolchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24
169	B2-S003	B2	f82r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
170	B2-S003	B2	f82r	dy	MC123	dieser Posten	REVISED_SHARED_17
171	B2-S003	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
172	B2-S004	B2	f82r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17
173	B2-S004	B2	f82r	lcheckhy	MC168	abführen+Durchlass+Posten	UNCHANGED_LEARNED_SECTION_CARD
174	B2-S004	B2	f82r	lched	MC127	abführen+umsetzen	UNCHANGED_LEARNED_SECTION_CARD
175	B2-S004	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
176	B2-S004	B2	f82r	lcheckhedy	MC133	abführen+trennen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
177	B2-S005	B2	f82r	qokaly	MC054	ansetzen+Ziel+Posten	UNCHANGED_LEARNED_SECTION_CARD
178	B2-S005	B2	f82r	solkaiin	MC036	sammeln+Sollmaß	UNCHANGED_LEARNED_SECTION_CARD
179	B2-S005	B2	f82r	chckhy	MC035	durchführen	REVISED_EXTENSION_CORE_24
180	B2-S005	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
181	B2-S005	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
182	B2-S005	B2	f82r	octheol	MC112	bereit+weiter	UNCHANGED_LEARNED_SECTION_CARD
183	B2-S005	B2	f82r	chkeey	MC166	wärmen+länger+Posten	UNCHANGED_LEARNED_SECTION_CARD
184	B2-S005	B2	f82r	ldy	MC004	abziehen; schließen	REVISED_EXTENSION_CORE_24
185	B2-S006	B2	f82r	oteey	MC063	danach+länger+Posten	UNCHANGED_LEARNED_SECTION_CARD
186	B2-S006	B2	f82r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17
187	B2-S006	B2	f82r	sheckhy	MC132	Durchlass+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
188	B2-S006	B2	f82r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
189	B2-S007	B2	f82r	dshedy	MC138	absetzen+kurz+Schluss	UNCHANGED_LEARNED_SECTION_CARD
190	B2-S008	B2	f82r	sotaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24
191	B2-S008	B2	f82r	qokar	MC044	ansetzen+Quelle	UNCHANGED_LEARNED_SECTION_CARD
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
193	B2-S009	B2	f82r	solshedy	MC149	weiter+absetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
194	B2-S010	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
195	B2-S010	B2	f82r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
196	B2-S010	B2	f82r	ls	MC065	abführen	UNCHANGED_LEARNED_SECTION_CARD
197	B2-S010	B2	f82r	cheey	MC119	Klarlauf	REVISED_SHARED_17
198	B2-S011	B2	f82r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
199	B2-S011	B2	f82r	char	MC055	davon	REVISED_SHARED_17
200	B2-S011	B2	f82r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24
201	B2-S011	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
202	B2-S012	B2	f82r	lchy	MC008	abführen+Posten	UNCHANGED_LEARNED_SECTION_CARD
203	B2-S012	B2	f82r	cheey	MC119	Klarlauf	REVISED_SHARED_17
204	B2-S012	B2	f82r	qcthey	MC073	bereit+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
205	B2-S012	B2	f82r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24
206	B2-S012	B2	f82r	lcheey	MC066	abführen+Ergebnis	UNCHANGED_LEARNED_SECTION_CARD
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	REVISED_SHARED_17
208	B2-S012	B2	f82r	chey	MC123	dieser Posten	REVISED_SHARED_17
209	B2-S012	B2	f82r	qokeeedy	MC140	ansetzen+vollständig+Schluss	UNCHANGED_LEARNED_SECTION_CARD
210	B2-S013	B2	f82r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
211	B2-S014	B2	f82r	lar	MC029	abführen+Quelle	UNCHANGED_LEARNED_SECTION_CARD
212	B2-S015	B2	f82r	tshey	MC141	Ergebnis	UNCHANGED_LEARNED_SECTION_CARD
213	B2-S015	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
214	B2-S016	B2	f82r	cheal	MC154	dorthin	REVISED_SHARED_17
215	B2-S016	B2	f82r	lchedar	MC011	abführen+umsetzen+Quelle	UNCHANGED_LEARNED_SECTION_CARD
216	B2-S016	B2	f82r	ches	MC152	teilen	UNCHANGED_LEARNED_SECTION_CARD
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	REVISED_SHARED_17
218	B2-S016	B2	f82r	oteey	MC063	danach+länger+Posten	UNCHANGED_LEARNED_SECTION_CARD
219	B2-S016	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	REVISED_EXTENSION_CORE_24
221	B2-S016	B2	f82r	pchedy	MC070	zuführen+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
222	B2-S017	B2	f82r	rsheal	MC102	halten+kurz+Ziel	UNCHANGED_LEARNED_SECTION_CARD
223	B2-S017	B2	f82r	daldy	MC079	Ziel+Schluss	UNCHANGED_LEARNED_SECTION_CARD
224	B2-S018	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
225	B2-S019	B2	f82r	rshedy	MC084	waschen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
226	B2-S020	B2	f82r	qoteedy	MC173	danach+länger+Schluss	UNCHANGED_LEARNED_SECTION_CARD
227	B2-S021	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
228	B2-S022	B2	f82r	lochedy	MC167	abführen+umsetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
229	B3-S001	B3	f83r	olkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24
231	B3-S002	B3	f83r	chkeedy	MC110	wärmen+länger+Schluss	UNCHANGED_LEARNED_SECTION_CARD
232	B3-S003	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	REVISED_SHARED_17
234	B3-S003	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17
235	B3-S003	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
236	B3-S004	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24
238	B3-S004	B3	f83r	dar	MC055	davon	REVISED_SHARED_17
239	B3-S005	B3	f83r	schedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24
240	B3-S006	B3	f83r	chedchy	MC064	umsetzen+Posten	UNCHANGED_LEARNED_SECTION_CARD
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17
242	B3-S006	B3	f83r	olchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24
243	B3-S007	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
244	B3-S007	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
245	B3-S007	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
246	B3-S008	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
247	B3-S009	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
248	B3-S010	B3	f83r	pchedal	MC126	zuführen+umsetzen+Ziel	UNCHANGED_LEARNED_SECTION_CARD
249	B3-S010	B3	f83r	otedy	MC135	danach+kurz+Schluss	UNCHANGED_LEARNED_SECTION_CARD
250	B3-S011	B3	f83r	shecthedchy	MC043	bereit+umsetzen+Posten	UNCHANGED_LEARNED_SECTION_CARD
251	B3-S011	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17
252	B3-S011	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17
253	B3-S011	B3	f83r	chary	MC009	Quelle+Posten	UNCHANGED_LEARNED_SECTION_CARD
254	B3-S012	B3	f83r	sor	MC080	Arbeitsansatz	REVISED_SHARED_17
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
256	B3-S013	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
257	B3-S013	B3	f83r	chkain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24
258	B3-S013	B3	f83r	shcthey	MC073	bereit+kurz+Posten	UNCHANGED_LEARNED_SECTION_CARD
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24
260	B3-S014	B3	f83r	okair	MC081	ansetzen+Lauf	UNCHANGED_LEARNED_SECTION_CARD
261	B3-S014	B3	f83r	sheedy	MC003	absetzen+länger+Schluss	UNCHANGED_LEARNED_SECTION_CARD
262	B3-S015	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
263	B3-S016	B3	f83r	lo	MC030	abführen	UNCHANGED_LEARNED_SECTION_CARD
264	B3-S016	B3	f83r	qokchedy	MC005	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24
265	B3-S017	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24
267	B3-S019	B3	f83r	qokshedy	MC151	ansetzen+absetzen+Schluss	UNCHANGED_LEARNED_SECTION_CARD
268	B3-S020	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17
269	B3-S020	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24
270	B3-S021	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17
271	B3-S021	B3	f83r	shcthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17
272	B3-S021	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17
273	B3-S021	B3	f83r	sy	MC123	dieser Posten	REVISED_SHARED_17
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17
275	B3-S021	B3	f83r	shedal	MC113	absetzen+Ziel	UNCHANGED_LEARNED_SECTION_CARD
