event_serial	statement_id	record_unit_id	page	section	visible_surface	master_card_id	old_short_default_de	revised_short_default_de	continuous_statement_context_de
120	B1-S002	B1	f81v	BIO	schedy	MC025	umsetzen+Schluss	übertragen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
125	B1-S004	B1	f81v	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
126	B1-S005	B1	f81v	BIO	qolchedy	MC028	weiter+umsetzen+Schluss	weiter übertragen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe
127	B1-S006	B1	f81v	BIO	qokain	MC017	ansetzen+Anteil	einen Anteil zugeben	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
128	B1-S006	B1	f81v	BIO	shckhy	MC035	Durchlass+Posten	durchführen	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
129	B1-S006	B1	f81v	BIO	dl	MC012	Zusatz	Zusatz	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
131	B1-S007	B1	f81v	BIO	qokchdy	MC088	ansetzen+umsetzen+Schluss	einsetzen, übertragen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe
134	B1-S008	B1	f81v	BIO	cheky	MC147	wärmen+kurz+Posten	kurz wärmen	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
136	B1-S008	B1	f81v	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
137	B1-S009	B1	f81v	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
138	B1-S010	B1	f81v	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
139	B1-S011	B1	f81v	BIO	chckhy	MC035	Durchlass+Posten	durchführen	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
142	B1-S012	B1	f81v	BIO	qokey	MC007	ansetzen+kurz+Posten	kurz einwirken	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
151	B1-S015	B1	f81v	BIO	okchedy	MC005	ansetzen+umsetzen+Schluss	einsetzen, übertragen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
153	B1-S016	B1	f81v	BIO	okeey	MC002	ansetzen+länger+Posten	länger einwirken	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
155	B1-S016	B1	f81v	BIO	cheedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
162	B1-S018	B1	f81v	BIO	olkeedy	MC045	sammeln+länger+Schluss	länger auffangen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
163	B1-S019	B1	f81v	BIO	tedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe
164	B1-S020	B1	f81v	BIO	cheky	MC147	wärmen+kurz+Posten	kurz wärmen	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
165	B1-S020	B1	f81v	BIO	shckhedy	MC143	trennen+Schluss	seihen; schließen	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
167	B2-S001	B2	f82r	BIO	dchedy	MC025	umsetzen+Schluss	übertragen; schließen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze um und schließe.
168	B2-S002	B2	f82r	BIO	qolchedy	MC028	weiter+umsetzen+Schluss	weiter übertragen; schließen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Führe weiter und schließe.
169	B2-S003	B2	f82r	BIO	qokain	MC017	ansetzen+Anteil	einen Anteil zugeben	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Gib eine Portion zu, setze den Posten länger an und schließe.
171	B2-S003	B2	f82r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Gib eine Portion zu, setze den Posten länger an und schließe.
175	B2-S004	B2	f82r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe.
179	B2-S005	B2	f82r	BIO	chckhy	MC035	Durchlass+Posten	durchführen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
184	B2-S005	B2	f82r	BIO	ldy	MC004	abführen+Schluss	abziehen; schließen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
190	B2-S008	B2	f82r	BIO	sotaiin	MC060	danach+Sollmaß	nächstes Sollmaß	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
192	B2-S008	B2	f82r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
194	B2-S010	B2	f82r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
198	B2-S011	B2	f82r	BIO	okain	MC017	ansetzen+Anteil	einen Anteil zugeben	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
200	B2-S011	B2	f82r	BIO	okain	MC017	ansetzen+Anteil	einen Anteil zugeben	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
201	B2-S011	B2	f82r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
205	B2-S012	B2	f82r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
210	B2-S013	B2	f82r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Für den Ansatz des grünen Mehrpersonenbeckens: Führe ab und schließe.
213	B2-S015	B2	f82r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
220	B2-S016	B2	f82r	BIO	okey	MC007	ansetzen+kurz+Posten	kurz einwirken	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
224	B2-S018	B2	f82r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
227	B2-S021	B2	f82r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
229	B3-S001	B3	f83r	BIO	olkeedy	MC045	sammeln+länger+Schluss	länger auffangen; schließen	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.
230	B3-S002	B3	f83r	BIO	qotal	MC093	danach+Ziel	danach dorthin	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.
235	B3-S003	B3	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
237	B3-S004	B3	f83r	BIO	qotal	MC093	danach+Ziel	danach dorthin	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.
239	B3-S005	B3	f83r	BIO	schedy	MC025	umsetzen+Schluss	übertragen; schließen	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.
242	B3-S006	B3	f83r	BIO	olchedy	MC028	weiter+umsetzen+Schluss	weiter übertragen; schließen	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.
245	B3-S007	B3	f83r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
246	B3-S008	B3	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Für die Charge des runden Randgefäßes: Führe ab und schließe.
255	B3-S012	B3	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.
257	B3-S013	B3	f83r	BIO	chkain	MC105	Anteil	einen Anteil	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
259	B3-S013	B3	f83r	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
262	B3-S015	B3	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.
264	B3-S016	B3	f83r	BIO	qokchedy	MC005	ansetzen+umsetzen+Schluss	einsetzen, übertragen; schließen	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.
265	B3-S017	B3	f83r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Den örtlichen Übergangsansatz länger ansetzen und schließen.
266	B3-S018	B3	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.
269	B3-S020	B3	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.
282	B3-S023	B3	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Den Übergangsansatz abführen und schließen.
283	B3-S024	B3	f83r	BIO	tchedy	MC025	umsetzen+Schluss	übertragen; schließen	Den Übergangsansatz umsetzen und schließen.
284	B3-S025	B3	f83r	BIO	qokchdy	MC088	ansetzen+umsetzen+Schluss	einsetzen, übertragen; schließen	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.
288	B3-S026	B3	f83r	BIO	qokain	MC017	ansetzen+Anteil	einen Anteil zugeben	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
291	B3-S026	B3	f83r	BIO	solkeedy	MC045	sammeln+länger+Schluss	länger auffangen; schließen	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
293	B3-S028	B3	f83r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
294	B3-S028	B3	f83r	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
297	B3-S029	B3	f83r	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
302	B3-S031	B3	f83r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.
306	B3-S032	B3	f83r	BIO	otaiin	MC060	danach+Sollmaß	nächstes Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
308	B3-S033	B3	f83r	BIO	ldy	MC004	abführen+Schluss	abziehen; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.
312	B3-S034	B3	f83r	BIO	otaiin	MC060	danach+Sollmaß	nächstes Sollmaß	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
314	B3-S034	B3	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
315	B4-S001	B4	f83r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
317	B4-S002	B4	f83r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
318	B4-S002	B4	f83r	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
320	B4-S003	B4	f83r	BIO	otal	MC093	danach+Ziel	danach dorthin	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
322	B4-S003	B4	f83r	BIO	qokeey	MC002	ansetzen+länger+Posten	länger einwirken	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
325	B4-S003	B4	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
329	B4-S005	B4	f83r	BIO	qokeedy	MC082	ansetzen+länger+Schluss	länger einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
330	B4-S006	B4	f83r	BIO	shckhedy	MC143	trennen+Schluss	seihen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
331	B4-S007	B4	f83r	BIO	shckhedy	MC143	trennen+Schluss	seihen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
335	B4-S008	B4	f83r	BIO	qokedy	MC083	ansetzen+kurz+Schluss	kurz einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
336	B4-S009	B4	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
339	B4-S011	B4	f83r	BIO	cheky	MC147	wärmen+kurz+Posten	kurz wärmen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
341	B4-S011	B4	f83r	BIO	okain	MC017	ansetzen+Anteil	einen Anteil zugeben	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
345	B4-S012	B4	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
347	B4-S013	B4	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
352	B4-S015	B4	f83r	BIO	qokain	MC017	ansetzen+Anteil	einen Anteil zugeben	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
354	B4-S015	B4	f83r	BIO	kain	MC105	Anteil	einen Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
357	B4-S015	B4	f83r	BIO	lchedy	MC155	abführen+umsetzen+Schluss	abführen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
361	B4-S016	B4	f83r	BIO	shedy	MC128	absetzen+kurz+Schluss	kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
363	B5-S002	B5	f83r	BIO	qokchdy	MC088	ansetzen+umsetzen+Schluss	einsetzen, übertragen; schließen	An der linken figurenlosen Dienststation: Setze um und schließe
