statement_id	record_unit_id	page	literal_current_card_reading_de	fluent_context_de
B2-S006	B2	f82r	danach+länger+Posten | dorthin einsetzen | Durchlass+kurz+Posten | diesen Posten einsetzen	Für die Arbeitsflüssigkeit der oberen Doppelbecken mit Mittelzylinder: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
B2-S007	B2	f82r	absetzen+kurz+Schluss	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe.
B2-S008	B2	f82r	nächstes Sollmaß | ansetzen+Quelle | kurz absetzen; schließen	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe.
B2-S009	B2	f82r	weiter+absetzen+Schluss	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Lass weiter absetzen und schließe.
B2-S010	B2	f82r	länger einwirken | diesen Posten einsetzen | abführen | Klarlauf	Für die Charge des linken Mittelgeräts mit seinem Einzelknoten: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
B2-S011	B2	f82r	einen Anteil zugeben | davon | einen Anteil zugeben | länger einwirken; schließen	Für die liegende Figur im kleinen Becken: Nimm aus dem gesetzten Ansatz eine Portion, gib eine weitere Portion zu, lasse sie länger einwirken und schließe den Schritt.
B2-S012	B2	f82r	abführen+Posten | Klarlauf | bereit+kurz+Posten | länger einwirken | abführen+Ergebnis | Sollmaß | dieser Posten | ansetzen+vollständig+Schluss	Ziehe den Anwendungsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.
B2-S013	B2	f82r	abführen; schließen	Für den Ansatz des grünen Mehrpersonenbeckens: Führe ab und schließe.
B2-S014	B2	f82r	abführen+Quelle	Für den Ansatz des grünen Mehrpersonenbeckens: Führe von dort ab.
B2-S015	B2	f82r	Ergebnis | länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
B2-S016	B2	f82r	dorthin | abführen+umsetzen+Quelle | teilen | Sollmaß | danach+länger+Posten | auf Sollmaß stellen | kurz einwirken | zuführen+umsetzen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.
B2-S017	B2	f82r	halten+kurz+Ziel | Ziel+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
B2-S018	B2	f82r	länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
B2-S019	B2	f82r	waschen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Waschgang aus und schließe.
B2-S020	B2	f82r	danach+länger+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Nimm die lange Folge und schließe.
B2-S021	B2	f82r	länger einwirken; schließen	Für die Rand- und Servicebadansatz des unteren Beckens: Setze länger an und schließe.
B2-S022	B2	f82r	abführen+umsetzen+Schluss	Für die Rand- und Servicebadansatz des unteren Beckens: Führe den Rest ab und schließe.
B3-S001	B3	f83r	länger auffangen; schließen	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.
B3-S002	B3	f83r	danach dorthin | wärmen+länger+Schluss	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.
B3-S003	B3	f83r	dieser Posten | Sollmaß | dieser Posten | abführen; schließen	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.
B3-S004	B3	f83r	auf Sollmaß stellen | danach dorthin | davon	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.
B3-S005	B3	f83r	übertragen; schließen	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.
B3-S006	B3	f83r	umsetzen+Posten | dorthin einsetzen | weiter übertragen; schließen	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.
B3-S007	B3	f83r	auf Sollmaß stellen | diesen Posten übertragen | länger einwirken; schließen	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
B3-S008	B3	f83r	abführen; schließen	Für die Charge des runden Randgefäßes: Führe ab und schließe.
B3-S009	B3	f83r	diesen Posten einsetzen	Für die Charge des runden Randgefäßes: Setze den Posten an.
B3-S010	B3	f83r	zuführen+umsetzen+Ziel | danach+kurz+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.
B3-S011	B3	f83r	bereit+umsetzen+Posten | diesen Posten einsetzen | diesen Posten übertragen | Quelle+Posten	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
B3-S012	B3	f83r	Arbeitsansatz | kurz absetzen; schließen	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.
B3-S013	B3	f83r	auf Sollmaß stellen | einen Anteil | bereit+kurz+Posten | kurz einwirken; schließen	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
B3-S014	B3	f83r	ansetzen+Lauf | absetzen+länger+Schluss	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.
B3-S015	B3	f83r	abführen; schließen	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.
B3-S016	B3	f83r	abführen | einsetzen, übertragen; schließen	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.
B3-S017	B3	f83r	länger einwirken; schließen	Den örtlichen Übergangsansatz länger ansetzen und schließen.
B3-S018	B3	f83r	kurz absetzen; schließen	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.
B3-S019	B3	f83r	ansetzen+absetzen+Schluss	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.
B3-S020	B3	f83r	dorthin | abführen; schließen	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.
B3-S021	B3	f83r	auf Sollmaß stellen | diesen Posten bereitstellen | dorthin | dieser Posten | Sollmaß | absetzen+Ziel | bereit+kurz+Posten | dieser Posten | dorthin | diesen Posten bereitstellen | Ziel+umsetzen+Schluss	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
B3-S022	B3	f83r	danach+umsetzen+Schluss	Danach den nächsten Übergangsansatz umsetzen und schließen.
B3-S023	B3	f83r	abführen; schließen	Den Übergangsansatz abführen und schließen.
B3-S024	B3	f83r	übertragen; schließen	Den Übergangsansatz umsetzen und schließen.
B3-S025	B3	f83r	einsetzen, übertragen; schließen	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.
B3-S026	B3	f83r	umsetzen+Quelle | absetzen+Sollmaß | diesen Posten übertragen | einen Anteil zugeben | diesen Posten bereitstellen | Ziel+Ansatz | länger auffangen; schließen	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
B3-S027	B3	f83r	danach+länger+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.
B3-S028	B3	f83r	länger einwirken | kurz einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
B3-S029	B3	f83r	weiter | vollständig+Teil | kurz einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
B3-S030	B3	f83r	diesen Posten einsetzen | Sollmaß | Lauf | danach+umsetzen+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
B3-S031	B3	f83r	länger einwirken; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.
B3-S032	B3	f83r	umsetzen+Anteil | diesen Posten übertragen | danach+kurz+Sollmaß | nächstes Sollmaß | danach+kurz+Schluss	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
B3-S033	B3	f83r	abziehen; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.
B3-S034	B3	f83r	Stufe | diesen Posten bereitstellen | einen Teil abtrennen | nächstes Sollmaß | Ziel+Posten | kurz absetzen; schließen	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
B4-S001	B4	f83r	länger einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
B4-S002	B4	f83r	weiter+Posten | länger einwirken | kurz einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
B4-S003	B4	f83r	diesen Posten übertragen | danach dorthin | der nächste Posten | länger einwirken | diesen Posten einsetzen | weiter | kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
B4-S004	B4	f83r	ansetzen+Posten+festbinden	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe
B4-S005	B4	f83r	Tuch | diesen Posten übertragen | länger einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
B4-S006	B4	f83r	seihen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
B4-S007	B4	f83r	seihen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
B4-S008	B4	f83r	Sollmaß | länger bearbeiten | halten+länger+Posten | kurz einwirken; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
B4-S009	B4	f83r	kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
B4-S010	B4	f83r	fortsetzen; abschließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe
B4-S011	B4	f83r	Sollmaß | kurz wärmen | ansetzen+länger+weiter | einen Anteil zugeben | diesen Posten übertragen | weiter | abführen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
B4-S012	B4	f83r	abführen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
B4-S013	B4	f83r	ansetzen+weiter | kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
B4-S014	B4	f83r	Arbeitsansatz | dieser Posten | ansetzen+Durchlass+kurz+Posten | Lauf+Posten+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
B4-S015	B4	f83r	einen Anteil zugeben | Klarlauf | einen Anteil | Durchlass+Ziel | sammeln+kurz+Posten | abführen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
B4-S016	B4	f83r	weiter+Anteil | dorthin | ausgießen+Quelle | kurz absetzen; schließen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
B5-S001	B5	f83r	danach+umsetzen+Schluss	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe
B5-S002	B5	f83r	einsetzen, übertragen; schließen	An der linken figurenlosen Dienststation: Setze um und schließe
B5-S003	B5	f83r	absetzen+Ziel | dorthin | weiter | abführen+weiter | umsetzen+Ziel | Sollmaß | weiter | Stufe | diesen Posten übertragen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
B6-S001	B6	f83r	sammeln+länger+Posten | bearbeiten+kurz+Posten | Ziel+Posten | weiter | Sollmaß | weiter | Tuch | dieser Posten | Ziel	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
