paragraph	locus	index	raw	D	H	status	input_attribute_grammars	timing_note	repeat_obligation	joint	joint_status	branch	U	A	N	al_reference_M	row_status
f6v|f6v.6-f6v.21	f6v.8	2	chor	Blüten	Blüten	ASSUMED		UNCHANGED	UNCHANGED	Blüten	ASSUMED	INHERITED	Blüten	Blüten	Blüten		recorded
f6v|f6v.6-f6v.21	f6v.8	3	okchey	zerstoße fein	zerstoße fein	ASSUMED		UNCHANGED	UNCHANGED	zerstoße fein	ASSUMED	INHERITED	zerstoße fein	zerstoße fein	zerstoße fein		recorded
f6v|f6v.6-f6v.21	f6v.8	4	qokom	erwärme portionsweise	erwärme portionsweise	ASSUMED		UNCHANGED	UNCHANGED	erwärme portionsweise	ASSUMED	INHERITED	erwärme portionsweise	erwärme portionsweise	erwärme portionsweise		recorded
f6v|f6v.6-f6v.21	f6v.9	1	oeeo	miss ab	miss ab	ASSUMED		UNCHANGED	UNCHANGED	miss ab	ASSUMED	INHERITED	miss ab	miss ab	miss ab		recorded
f6v|f6v.6-f6v.21	f6v.9	2	dal	Maß	Maß	ASSUMED		UNCHANGED	UNCHANGED	Maß	ASSUMED	INHERITED	Maß	Maß	Maß		recorded
f6v|f6v.6-f6v.21	f6v.9	3	chor	Blüten	Blüten	ASSUMED		UNCHANGED	UNCHANGED	Blüten	ASSUMED	INHERITED	Blüten	Blüten	Blüten		recorded
f6v|f6v.6-f6v.21	f6v.9	4	cthom	Kräuterportion	Kräuterportion	ASSUMED		UNCHANGED	UNCHANGED	Kräuterportion	ASSUMED	INHERITED	Kräuterportion	Kräuterportion	Kräuterportion		recorded
f6v|f6v.6-f6v.21	f6v.9	5	s	jeweils	jeweils	ASSUMED		UNCHANGED	UNCHANGED	jeweils	ASSUMED	INHERITED	jeweils	jeweils	jeweils		recorded
f6v|f6v.6-f6v.21	f6v.10	1	qokchod	trockne vollständig	trockne vollständig	ASSUMED		UNCHANGED	UNCHANGED	trockne vollständig	ASSUMED	INHERITED	trockne vollständig	trockne vollständig	trockne vollständig		recorded
f6v|f6v.6-f6v.21	f6v.10	2	ychear	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED		UNCHANGED	UNCHANGED	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	INHERITED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]		recorded
f6v|f6v.6-f6v.21	f6v.10	3	kchdy	feines Pulver	feines Pulver	ASSUMED		UNCHANGED	UNCHANGED	feines Pulver	ASSUMED	INHERITED	feines Pulver	feines Pulver	feines Pulver		recorded
f6v|f6v.6-f6v.21	f6v.11	1	lor	mit	mit	ASSUMED		UNCHANGED	UNCHANGED	mit	ASSUMED	INHERITED	mit	mit	mit		recorded
f6v|f6v.6-f6v.21	f6v.11	2	char	Blütenanteil	Blütenanteil	ASSUMED		UNCHANGED	UNCHANGED	Blütenanteil	ASSUMED	INHERITED	Blütenanteil	Blütenanteil	Blütenanteil		recorded
f6v|f6v.6-f6v.21	f6v.11	3	otam	Ansatzmasse	Ansatzmasse	ASSUMED		UNCHANGED	UNCHANGED	Ansatzmasse	ASSUMED	INHERITED	Ansatzmasse	Ansatzmasse	Ansatzmasse		recorded
f6v|f6v.6-f6v.21	f6v.11	4	ctho	Krautmehl	Krautmehl	ASSUMED		UNCHANGED	UNCHANGED	Krautmehl	ASSUMED	INHERITED	Krautmehl	Krautmehl	Krautmehl		recorded
f6v|f6v.6-f6v.21	f6v.11	5	m	danach	danach	ASSUMED		UNCHANGED	UNCHANGED	danach	ASSUMED	INHERITED	danach	danach	danach		recorded
f6v|f6v.6-f6v.21	f6v.11	6	dy	fertig	fertig	ASSUMED		UNCHANGED	UNCHANGED	fertig	ASSUMED	INHERITED	fertig	fertig	fertig		recorded
f6v|f6v.6-f6v.21	f6v.12	1	ytcho[s:r]	[ungelesen: ytcho[s:r]]	[ungelesen: ytcho[s:r]]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: ytcho[s:r]]	UNREAD	INHERITED	[ungelesen: ytcho[s:r]]	[ungelesen: ytcho[s:r]]	[ungelesen: ytcho[s:r]]		recorded
f6v|f6v.6-f6v.21	f6v.12	2	shy	feucht	feucht	ASSUMED		UNCHANGED	UNCHANGED	feucht	ASSUMED	INHERITED	feucht	feucht	feucht		recorded
f6v|f6v.6-f6v.21	f6v.12	3	qokam	erwärme	erwärme	ASSUMED		UNCHANGED	UNCHANGED	erwärme	ASSUMED	INHERITED	erwärme	erwärme	erwärme		recorded
f6v|f6v.6-f6v.21	f6v.12	4	cthy	Kraut	Kraut	ASSUMED		UNCHANGED	UNCHANGED	Kraut	ASSUMED	INHERITED	Kraut	Kraut	Kraut		recorded
f6v|f6v.6-f6v.21	f6v.13	1	yodaiin	weitere Dosis Q	weitere Dosis Q	ASSUMED		UNCHANGED	UNCHANGED	weitere Dosis Q	ASSUMED	INHERITED	weitere Dosis Q	weitere Dosis Q	weitere Dosis Q		recorded
f6v|f6v.6-f6v.21	f6v.13	2	cthy	Kraut	Kraut	ASSUMED		UNCHANGED	UNCHANGED	Kraut	ASSUMED	INHERITED	Kraut	Kraut	Kraut		recorded
f6v|f6v.6-f6v.21	f6v.13	3	s	jeweils	jeweils	ASSUMED		UNCHANGED	UNCHANGED	jeweils	ASSUMED	INHERITED	jeweils	jeweils	jeweils		recorded
f6v|f6v.6-f6v.21	f6v.13	4	chor	Blüten	Blüten	ASSUMED		UNCHANGED	UNCHANGED	Blüten	ASSUMED	INHERITED	Blüten	Blüten	Blüten		recorded
f6v|f6v.6-f6v.21	f6v.13	5	oees	gemischt	gemischt	ASSUMED		UNCHANGED	UNCHANGED	gemischt	ASSUMED	INHERITED	gemischt	gemischt	gemischt		recorded
f6v|f6v.6-f6v.21	f6v.13	6	or	Anteil	Anteil	ASSUMED		UNCHANGED	UNCHANGED	Anteil	ASSUMED	INHERITED	Anteil	Anteil	Anteil		recorded
f6v|f6v.6-f6v.21	f6v.14	1	qokor	erhitze	erhitze	ASSUMED		UNCHANGED	UNCHANGED	erhitze	ASSUMED	INHERITED	erhitze	erhitze	erhitze		recorded
f6v|f6v.6-f6v.21	f6v.14	2	chol	trockne	erhitze	ASSUMED		UNCHANGED	UNCHANGED	erhitze	ASSUMED	H	erhitze	erhitze	erhitze		recorded
f6v|f6v.6-f6v.21	f6v.14	3	cthol	Krautpulver	Krautpulver	ASSUMED		UNCHANGED	UNCHANGED	Krautpulver	ASSUMED	INHERITED	Krautpulver	Krautpulver	Krautpulver		recorded
f6v|f6v.6-f6v.21	f6v.14	4	tchalody	fein gesiebt	fein gesiebt	ASSUMED		UNCHANGED	UNCHANGED	fein gesiebt	ASSUMED	INHERITED	fein gesiebt	fein gesiebt	fein gesiebt		recorded
f6v|f6v.6-f6v.21	f6v.15	1	chockhy	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED		UNCHANGED	UNCHANGED	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	INHERITED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]		recorded
f6v|f6v.6-f6v.21	f6v.15	2	s	jeweils	jeweils	ASSUMED		UNCHANGED	UNCHANGED	jeweils	ASSUMED	INHERITED	jeweils	jeweils	jeweils		recorded
f6v|f6v.6-f6v.21	f6v.15	3	or	Anteil	Anteil	ASSUMED		UNCHANGED	UNCHANGED	Anteil	ASSUMED	INHERITED	Anteil	Anteil	Anteil		recorded
f6v|f6v.6-f6v.21	f6v.15	4	chy	heiß	heiß	ASSUMED		UNCHANGED	UNCHANGED	heiß	ASSUMED	INHERITED	heiß	heiß	heiß		recorded
f6v|f6v.6-f6v.21	f6v.15	5	s	jeweils	jeweils	ASSUMED		UNCHANGED	UNCHANGED	jeweils	ASSUMED	INHERITED	jeweils	jeweils	jeweils		recorded
f6v|f6v.6-f6v.21	f6v.15	6	ain	Maßzahl P	Maßzahl P	ASSUMED		UNCHANGED	UNCHANGED	Maßzahl P	ASSUMED	INHERITED	Maßzahl P	Maßzahl P	Maßzahl P		recorded
f6v|f6v.6-f6v.21	f6v.15	7	ar	Teil	Teil	ASSUMED		UNCHANGED	UNCHANGED	Teil	ASSUMED	INHERITED	Teil	Teil	Teil		recorded
f6v|f6v.6-f6v.21	f6v.16	1	ochy	kühle	kühle	ASSUMED		UNCHANGED	UNCHANGED	kühle	ASSUMED	INHERITED	kühle	kühle	kühle		recorded
f6v|f6v.6-f6v.21	f6v.16	2	cthar	kleine Kräuterportion	kleine Kräuterportion	ASSUMED		UNCHANGED	UNCHANGED	kleine Kräuterportion	ASSUMED	INHERITED	kleine Kräuterportion	kleine Kräuterportion	kleine Kräuterportion		recorded
f6v|f6v.6-f6v.21	f6v.16	3	cth[a:o]r	[ungelesen: cth[a:o]r]	[ungelesen: cth[a:o]r]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: cth[a:o]r]	UNREAD	INHERITED	[ungelesen: cth[a:o]r]	[ungelesen: cth[a:o]r]	[ungelesen: cth[a:o]r]		recorded
f6v|f6v.6-f6v.21	f6v.16	4	cthy	Kraut	Kraut	ASSUMED		UNCHANGED	UNCHANGED	Kraut	ASSUMED	INHERITED	Kraut	Kraut	Kraut		recorded
f6v|f6v.6-f6v.21	f6v.17	1	y	und	und	ASSUMED		UNCHANGED	UNCHANGED	und	ASSUMED	INHERITED	und	und	und		recorded
f6v|f6v.6-f6v.21	f6v.17	2	chaies	weich	weich	ASSUMED		UNCHANGED	UNCHANGED	weich	ASSUMED	INHERITED	weich	weich	weich		recorded
f6v|f6v.6-f6v.21	f6v.17	3	ckhal	presse aus	presse aus	ASSUMED		UNCHANGED	UNCHANGED	presse aus	ASSUMED	INHERITED	presse aus	presse aus	presse aus		recorded
f6v|f6v.6-f6v.21	f6v.17	4	cthodam	Kräuterrückstand	Kräuterrückstand	ASSUMED		UNCHANGED	UNCHANGED	Kräuterrückstand	ASSUMED	INHERITED	Kräuterrückstand	Kräuterrückstand	Kräuterrückstand		recorded
f6v|f6v.6-f6v.21	f6v.17	5	dy	fertig	fertig	ASSUMED		UNCHANGED	UNCHANGED	fertig	ASSUMED	INHERITED	fertig	fertig	fertig		recorded
f6v|f6v.6-f6v.21	f6v.18	1	ytchocthol	benetztes Krautmehl	benetztes Krautmehl	ASSUMED		UNCHANGED	UNCHANGED	benetztes Krautmehl	ASSUMED	INHERITED	benetztes Krautmehl	benetztes Krautmehl	benetztes Krautmehl		recorded
f6v|f6v.6-f6v.21	f6v.18	2	ches	stampfe	stampfe	ASSUMED		UNCHANGED	UNCHANGED	stampfe	ASSUMED	INHERITED	stampfe	stampfe	stampfe		recorded
f6v|f6v.6-f6v.21	f6v.18	3	{ith}or	[ungelesen: {ith}or]	[ungelesen: {ith}or]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: {ith}or]	UNREAD	INHERITED	[ungelesen: {ith}or]	[ungelesen: {ith}or]	[ungelesen: {ith}or]		recorded
f6v|f6v.6-f6v.21	f6v.19	1	ocholy	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	ASSUMED		UNCHANGED	UNCHANGED	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	ASSUMED	INHERITED	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]		recorded
f6v|f6v.6-f6v.21	f6v.19	2	kchos	zerreibe	zerreibe	ASSUMED		UNCHANGED	UNCHANGED	zerreibe	ASSUMED	INHERITED	zerreibe	zerreibe	zerreibe		recorded
f6v|f6v.6-f6v.21	f6v.19	3	chy	heiß	heiß	ASSUMED		UNCHANGED	UNCHANGED	heiß	ASSUMED	INHERITED	heiß	heiß	heiß		recorded
f6v|f6v.6-f6v.21	f6v.19	4	dor	abgemessene Menge	abgemessene Menge	ASSUMED		UNCHANGED	UNCHANGED	abgemessene Menge	ASSUMED	INHERITED	abgemessene Menge	abgemessene Menge	abgemessene Menge		recorded
f6v|f6v.6-f6v.21	f6v.20	1	dchor	Blütenportion	Blütenportion	ASSUMED		UNCHANGED	UNCHANGED	Blütenportion	ASSUMED	INHERITED	Blütenportion	Blütenportion	Blütenportion		recorded
f6v|f6v.6-f6v.21	f6v.20	2	choldar	Trockenanteil [nominale Qualität: Stoffkonstitution]	Trockenanteil [nominale Qualität: Stoffkonstitution]	ASSUMED		UNCHANGED	UNCHANGED	Trockenanteil [nominale Qualität: Stoffkonstitution]	ASSUMED	INHERITED	Trockenanteil [nominale Qualität: Stoffkonstitution]	Trockenanteil [nominale Qualität: Stoffkonstitution]	Trockenanteil [nominale Qualität: Stoffkonstitution]		recorded
f6v|f6v.6-f6v.21	f6v.20	3	okol	Grundansatz	Grundansatz	ASSUMED		UNCHANGED	UNCHANGED	Grundansatz	ASSUMED	INHERITED	Grundansatz	Grundansatz	Grundansatz		recorded
f6v|f6v.6-f6v.21	f6v.20	4	daiin	Dosis Q	Dosis Q	ASSUMED		UNCHANGED	UNCHANGED	Dosis Q	ASSUMED	INHERITED	Dosis Q	Dosis Q	Dosis Q		recorded
f6v|f6v.6-f6v.21	f6v.21	1	ycheor	zum Schluss	zum Schluss	ASSUMED		UNCHANGED	UNCHANGED	zum Schluss	ASSUMED	INHERITED	zum Schluss	zum Schluss	zum Schluss		recorded
f6v|f6v.6-f6v.21	f6v.21	2	chor	Blüten	Blüten	ASSUMED		UNCHANGED	UNCHANGED	Blüten	ASSUMED	INHERITED	Blüten	Blüten	Blüten		recorded
f6v|f6v.6-f6v.21	f6v.21	3	octham	bewahre auf	bewahre auf	ASSUMED		UNCHANGED	UNCHANGED	bewahre auf	ASSUMED	INHERITED	bewahre auf	bewahre auf	bewahre auf		recorded
f9v|f9v.5-f9v.12	f9v.5	1	pchor	nimm	nimm	ASSUMED		UNCHANGED	UNCHANGED	nimm	ASSUMED	INHERITED	nimm	nimm	nimm		recorded
f9v|f9v.5-f9v.12	f9v.5	2	ypcheey	[ungelesen: ypcheey]	[ungelesen: ypcheey]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: ypcheey]	UNREAD	INHERITED	[ungelesen: ypcheey]	[ungelesen: ypcheey]	[ungelesen: ypcheey]		recorded
f9v|f9v.5-f9v.12	f9v.5	3	qotor	kühle ab	kühle ab	ASSUMED		UNCHANGED	UNCHANGED	kühle ab	ASSUMED	INHERITED	kühle ab	kühle ab	kühle ab		recorded
f9v|f9v.5-f9v.12	f9v.5	4	ypchy	[ungelesen: ypchy]	[ungelesen: ypchy]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: ypchy]	UNREAD	INHERITED	[ungelesen: ypchy]	[ungelesen: ypchy]	[ungelesen: ypchy]		recorded
f9v|f9v.5-f9v.12	f9v.5	5	olcfholy	[ungelesen: olcfholy]	[ungelesen: olcfholy]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: olcfholy]	UNREAD	INHERITED	[ungelesen: olcfholy]	[ungelesen: olcfholy]	[ungelesen: olcfholy]		recorded
f9v|f9v.5-f9v.12	f9v.5	6	t[o:e]	[ungelesen: t[o:e]]	[ungelesen: t[o:e]]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: t[o:e]]	UNREAD	INHERITED	[ungelesen: t[o:e]]	[ungelesen: t[o:e]]	[ungelesen: t[o:e]]		recorded
f9v|f9v.5-f9v.12	f9v.5	7	ar	Teil	Teil	ASSUMED		UNCHANGED	UNCHANGED	Teil	ASSUMED	INHERITED	Teil	Teil	Teil		recorded
f9v|f9v.5-f9v.12	f9v.5	8	chty	[ungelesen: chty]	[ungelesen: chty]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: chty]	UNREAD	INHERITED	[ungelesen: chty]	[ungelesen: chty]	[ungelesen: chty]		recorded
f9v|f9v.5-f9v.12	f9v.5	9	daiiin	[ungelesen: daiiin]	[ungelesen: daiiin]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: daiiin]	UNREAD	INHERITED	[ungelesen: daiiin]	[ungelesen: daiiin]	[ungelesen: daiiin]		recorded
f9v|f9v.5-f9v.12	f9v.6	1	odol	abgemessene Zubereitung	abgemessene Zubereitung	ASSUMED		UNCHANGED	UNCHANGED	abgemessene Zubereitung	ASSUMED	INHERITED	abgemessene Zubereitung	abgemessene Zubereitung	abgemessene Zubereitung		recorded
f9v|f9v.5-f9v.12	f9v.6	2	choy	grob	grob	ASSUMED		UNCHANGED	UNCHANGED	grob	ASSUMED	INHERITED	grob	grob	grob		recorded
f9v|f9v.5-f9v.12	f9v.6	3	ksheody	[ungelesen: ksheody]	[ungelesen: ksheody]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: ksheody]	UNREAD	INHERITED	[ungelesen: ksheody]	[ungelesen: ksheody]	[ungelesen: ksheody]		recorded
f9v|f9v.5-f9v.12	f9v.6	4	chody	getrocknetes Material	getrocknetes Material	ASSUMED		UNCHANGED	UNCHANGED	getrocknetes Material	ASSUMED	INHERITED	getrocknetes Material	getrocknetes Material	getrocknetes Material		recorded
f9v|f9v.5-f9v.12	f9v.6	5	da[in:iin]	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: da[in:iin]]	UNREAD	INHERITED	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]		recorded
f9v|f9v.5-f9v.12	f9v.6	6	otchy	[ungelesen: otchy]	[ungelesen: otchy]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: otchy]	UNREAD	INHERITED	[ungelesen: otchy]	[ungelesen: otchy]	[ungelesen: otchy]		recorded
f9v|f9v.5-f9v.12	f9v.6	7	cthod	[ungelesen: cthod]	[ungelesen: cthod]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: cthod]	UNREAD	INHERITED	[ungelesen: cthod]	[ungelesen: cthod]	[ungelesen: cthod]		recorded
f9v|f9v.5-f9v.12	f9v.6	8	yko	[ungelesen: yko]	[ungelesen: yko]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: yko]	UNREAD	INHERITED	[ungelesen: yko]	[ungelesen: yko]	[ungelesen: yko]		recorded
f9v|f9v.5-f9v.12	f9v.7	1	qo	nimm	nimm	ASSUMED		UNCHANGED	UNCHANGED	nimm	ASSUMED	INHERITED	nimm	nimm	nimm		recorded
f9v|f9v.5-f9v.12	f9v.7	2	chol	trockne	erhitze	ASSUMED		UNCHANGED	UNCHANGED	erhitze	ASSUMED	H	erhitze	erhitze	erhitze		recorded
f9v|f9v.5-f9v.12	f9v.7	3	chol	trockne	erhitze	ASSUMED		UNCHANGED	UNCHANGED	erhitze	ASSUMED	H	erhitze	erhitze	erhitze		recorded
f9v|f9v.5-f9v.12	f9v.7	4	{ct}chy	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: {ct}chy]	UNREAD	INHERITED	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]		recorded
f9v|f9v.5-f9v.12	f9v.7	5	daiin	Dosis Q	Dosis Q	ASSUMED		UNCHANGED	UNCHANGED	Dosis Q	ASSUMED	INHERITED	Dosis Q	Dosis Q	Dosis Q		recorded
f9v|f9v.5-f9v.12	f9v.7	6	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED		UNCHANGED	UNCHANGED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	INHERITED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]		recorded
f9v|f9v.5-f9v.12	f9v.7	7	dor	abgemessene Menge	abgemessene Menge	ASSUMED		UNCHANGED	UNCHANGED	abgemessene Menge	ASSUMED	INHERITED	abgemessene Menge	abgemessene Menge	abgemessene Menge		recorded
f9v|f9v.5-f9v.12	f9v.7	8	daim	[ungelesen: daim]	[ungelesen: daim]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: daim]	UNREAD	INHERITED	[ungelesen: daim]	[ungelesen: daim]	[ungelesen: daim]		recorded
f9v|f9v.5-f9v.12	f9v.8	1	soiin	[ungelesen: soiin]	[ungelesen: soiin]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: soiin]	UNREAD	INHERITED	[ungelesen: soiin]	[ungelesen: soiin]	[ungelesen: soiin]		recorded
f9v|f9v.5-f9v.12	f9v.8	2	daiin	Dosis Q	Dosis Q	ASSUMED		UNCHANGED	UNCHANGED	Dosis Q	ASSUMED	INHERITED	Dosis Q	Dosis Q	Dosis Q		recorded
f9v|f9v.5-f9v.12	f9v.8	3	qokcho	verarbeite warm	verarbeite warm	ASSUMED		UNCHANGED	UNCHANGED	verarbeite warm	ASSUMED	INHERITED	verarbeite warm	verarbeite warm	verarbeite warm		recorded
f9v|f9v.5-f9v.12	f9v.8	4	rokyd	[ungelesen: rokyd]	[ungelesen: rokyd]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: rokyd]	UNREAD	INHERITED	[ungelesen: rokyd]	[ungelesen: rokyd]	[ungelesen: rokyd]		recorded
f9v|f9v.5-f9v.12	f9v.8	5	daly	[ungelesen: daly]	[ungelesen: daly]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: daly]	UNREAD	INHERITED	[ungelesen: daly]	[ungelesen: daly]	[ungelesen: daly]		recorded
f9v|f9v.5-f9v.12	f9v.9	1	daiin	Dosis Q	Dosis Q	ASSUMED		UNCHANGED	UNCHANGED	Dosis Q	ASSUMED	INHERITED	Dosis Q	Dosis Q	Dosis Q		recorded
f9v|f9v.5-f9v.12	f9v.9	2	chy	heiß	heiß	ASSUMED		UNCHANGED	UNCHANGED	heiß	ASSUMED	INHERITED	heiß	heiß	heiß		recorded
f9v|f9v.5-f9v.12	f9v.9	3	tor	[ungelesen: tor]	[ungelesen: tor]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: tor]	UNREAD	INHERITED	[ungelesen: tor]	[ungelesen: tor]	[ungelesen: tor]		recorded
f9v|f9v.5-f9v.12	f9v.9	4	chyty	[ungelesen: chyty]	[ungelesen: chyty]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: chyty]	UNREAD	INHERITED	[ungelesen: chyty]	[ungelesen: chyty]	[ungelesen: chyty]		recorded
f9v|f9v.5-f9v.12	f9v.9	5	dary	[ungelesen: dary]	[ungelesen: dary]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: dary]	UNREAD	INHERITED	[ungelesen: dary]	[ungelesen: dary]	[ungelesen: dary]		recorded
f9v|f9v.5-f9v.12	f9v.9	6	ytoldy	[ungelesen: ytoldy]	[ungelesen: ytoldy]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: ytoldy]	UNREAD	INHERITED	[ungelesen: ytoldy]	[ungelesen: ytoldy]	[ungelesen: ytoldy]		recorded
f9v|f9v.5-f9v.12	f9v.10	1	oty	kühl	kühl	ASSUMED		UNCHANGED	UNCHANGED	kühl	ASSUMED	INHERITED	kühl	kühl	kühl		recorded
f9v|f9v.5-f9v.12	f9v.10	2	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED		UNCHANGED	UNCHANGED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	INHERITED	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]		recorded
f9v|f9v.5-f9v.12	f9v.10	3	chol	trockne	erhitze	ASSUMED		UNCHANGED	UNCHANGED	erhitze	ASSUMED	H	erhitze	erhitze	erhitze		recorded
f9v|f9v.5-f9v.12	f9v.10	4	chy	heiß	heiß	ASSUMED		UNCHANGED	UNCHANGED	heiß	ASSUMED	INHERITED	heiß	heiß	heiß		recorded
f9v|f9v.5-f9v.12	f9v.10	5	kyty	[ungelesen: kyty]	[ungelesen: kyty]	UNREAD		UNCHANGED	UNCHANGED	[ungelesen: kyty]	UNREAD	INHERITED	[ungelesen: kyty]	[ungelesen: kyty]	[ungelesen: kyty]		recorded
f9v|f9v.5-f9v.12	f9v.11	1	ychor	nimm	nimm	TARGET_HYPOTHESES		UNCHANGED	UNCHANGED	nimm	TARGET_HYPOTHESES	N	nimm	nimm	nimm		recorded
f9v|f9v.5-f9v.12	f9v.11	2	chshoty	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	ASSUMED		UNCHANGED	UNCHANGED	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	ASSUMED	INHERITED	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]		recorded
