statement_id	record_unit_id	page	visible_owner_trace	owner_break_inside_statement	card_layer_trace	shared_card_count	local_card_count	terse_apprentice_recitation_de
B1-S011	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G G	2	0	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: durchleiten — einsetzen.
B1-S012	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	L G L	1	2	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: waschen — kurz einwirken — waschen; Schritt schließen.
B1-S013	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	L	0	1	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: waschen; Schritt schließen.
B1-S014	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G L L G L	2	3	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: überführen — weiter — abführen übertragen Ziel — weiter — danach Quelle.
B1-S015	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	L G	1	1	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: Posten kurz Teil — einführen; Schluss.
B1-S016	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G G G G	4	0	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.
B1-S017	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G L L	1	2	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: dorthin — kurz weiter — übertragen; Schritt schließen.
B1-S018	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	L L G G	2	2	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: abführen Posten — halten kurz weiter — Arbeitsstufe — lange sammeln; Schluss.
B1-S019	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G	1	0	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz absetzen; Schluss.
B1-S020	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G G	2	0	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz wärmen — seihen; Schluss.
B1-S021	B1	f81v	gemeinsames zweireihiges Figuren-/Beckenfeld	NO	G	1	0	Beim Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: dorthin.
B2-S001	B2	f82r	obere Paarbecken-/Zylinderstation	NO	G	1	0	Beim Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.
B2-S002	B2	f82r	obere Paarbecken-/Zylinderstation	NO	G	1	0	Beim Besitzer »obere Paarbecken-/Zylinderstation«: weiterführen; Schluss.
B2-S003	B2	f82r	obere Paarbecken-/Zylinderstation	NO	G G G	3	0	Beim Besitzer »obere Paarbecken-/Zylinderstation«: Anteil zugeben — dies — lange einwirken; Schluss.
B2-S004	B2	f82r	obere Paarbecken-/Zylinderstation	NO	G L L G L	2	3	Beim Besitzer »obere Paarbecken-/Zylinderstation«: dorthin einsetzen — abführen Passage Posten — abführen übertragen — lange einwirken — abführen trennen; Schritt schließen.
B2-S005	B2	f82r	obere Paarbecken-/Zylinderstation	NO	L L G G G L L G	4	4	Beim Besitzer »obere Paarbecken-/Zylinderstation«: einsetzen Ziel Posten — auffangen Sollmaß — durchleiten — bemessen — bemessen — bereitstellen weiter — wärmen länger Posten — abziehen; Schluss.
B2-S006	B2	f82r	obere Paarbecken-/Zylinderstation	NO	L G L G	2	2	Beim Besitzer »obere Paarbecken-/Zylinderstation«: danach länger Posten — dorthin einsetzen — Passage kurz Posten — einsetzen.
B2-S007	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	NO	L	0	1	Beim Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: absetzen kurz; Schritt schließen.
B2-S008	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	NO	G L G	2	1	Beim Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Folgemaß — einsetzen Quelle — kurz absetzen; Schluss.
B2-S009	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	NO	L	0	1	Beim Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: weiter absetzen; Schritt schließen.
B2-S010	B2	f82r	mittlere linke Geräte-/Inline-Knotenstation	NO	G G L G	3	1	Beim Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: lange einwirken — einsetzen — abführen — Klarauszug.
B2-S011	B2	f82r	ungelöste mittlere rechte Linie-/Liegepodeststation	NO	G G G G	4	0	Beim Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.
B2-S012	B2	f82r	ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld	YES	L G G G L G G L	5	3	Beim Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«; dann Besitzer »unteres grünes Mehrfigurenfeld«: abführen Posten — Klarauszug — kurz vorbereiten — lange einwirken — abführen Klarlauf — Sollmaß — dies — einsetzen vollständig; Schritt schließen.
B2-S013	B2	f82r	unteres grünes Mehrfigurenfeld	NO	G	1	0	Beim Besitzer »unteres grünes Mehrfigurenfeld«: abführen; Schluss.
B2-S014	B2	f82r	unteres grünes Mehrfigurenfeld	NO	L	0	1	Beim Besitzer »unteres grünes Mehrfigurenfeld«: abführen Quelle.
B2-S015	B2	f82r	lokale Randstationen des unteren Feldes	NO	L G	1	1	Beim Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.
B2-S016	B2	f82r	lokale Randstationen des unteren Feldes	NO	G L L G L G G L	4	4	Beim Besitzer »lokale Randstationen des unteren Feldes«: dorthin — abführen übertragen Quelle — teilen — Sollmaß — danach länger Posten — bemessen — kurz einwirken — zuführen übertragen; Schritt schließen.
B2-S017	B2	f82r	lokale Randstationen des unteren Feldes	NO	L L	0	2	Beim Besitzer »lokale Randstationen des unteren Feldes«: halten kurz Ziel — Ziel; Schritt schließen.
B2-S018	B2	f82r	lokale Randstationen des unteren Feldes	NO	G	1	0	Beim Besitzer »lokale Randstationen des unteren Feldes«: lange einwirken; Schluss.
B2-S019	B2	f82r	lokale Randstationen des unteren Feldes	NO	L	0	1	Beim Besitzer »lokale Randstationen des unteren Feldes«: waschen; Schritt schließen.
B2-S020	B2	f82r	lokale Randstationen des unteren Feldes	NO	G	1	0	Beim Besitzer »lokale Randstationen des unteren Feldes«: lange Folgestufe; Schluss.
B2-S021	B2	f82r	lokale Randstationen des unteren Feldes	NO	G	1	0	Beim Besitzer »lokale Randstationen des unteren Feldes«: lange einwirken; Schluss.
B2-S022	B2	f82r	lokale Randstationen des unteren Feldes	NO	L	0	1	Beim Besitzer »lokale Randstationen des unteren Feldes«: abführen übertragen; Schritt schließen.
B3-S001	B3	f83r	obere offene Fächer-Randstation	NO	G	1	0	Beim Besitzer »obere offene Fächer-Randstation«: lange sammeln; Schluss.
B3-S002	B3	f83r	obere offene Fächer-Randstation	NO	G L	1	1	Beim Besitzer »obere offene Fächer-Randstation«: danach dorthin — wärmen länger; Schritt schließen.
B3-S003	B3	f83r	obere offene Fächer-Randstation	NO	G G G G	4	0	Beim Besitzer »obere offene Fächer-Randstation«: dies — Sollmaß — dies — abführen; Schluss.
B3-S004	B3	f83r	obere offene Fächer-Randstation	NO	G G G	3	0	Beim Besitzer »obere offene Fächer-Randstation«: bemessen — danach dorthin — davon.
B3-S005	B3	f83r	mittlere runde Gefäß-Randstation	NO	G	1	0	Beim Besitzer »mittlere runde Gefäß-Randstation«: überführen; Schluss.
B3-S006	B3	f83r	mittlere runde Gefäß-Randstation	NO	L G G	2	1	Beim Besitzer »mittlere runde Gefäß-Randstation«: übertragen Posten — dorthin einsetzen — weiterführen; Schluss.
B3-S007	B3	f83r	mittlere runde Gefäß-Randstation	NO	G G G	3	0	Beim Besitzer »mittlere runde Gefäß-Randstation«: bemessen — überführen — lange einwirken; Schluss.
B3-S008	B3	f83r	mittlere runde Gefäß-Randstation	NO	G	1	0	Beim Besitzer »mittlere runde Gefäß-Randstation«: abführen; Schluss.
B3-S009	B3	f83r	mittlere runde Gefäß-Randstation	NO	G	1	0	Beim Besitzer »mittlere runde Gefäß-Randstation«: einsetzen.
B3-S010	B3	f83r	untere korbartige Gefäß-Randstation	NO	L L	0	2	Beim Besitzer »untere korbartige Gefäß-Randstation«: zuführen übertragen Ziel — danach kurz; Schritt schließen.
B3-S011	B3	f83r	untere korbartige Gefäß-Randstation	NO	L G G L	2	2	Beim Besitzer »untere korbartige Gefäß-Randstation«: bereitstellen übertragen Posten — einsetzen — überführen — Quelle Posten.
B3-S012	B3	f83r	untere korbartige Gefäß-Randstation	NO	G G	2	0	Beim Besitzer »untere korbartige Gefäß-Randstation«: Ansatz — kurz absetzen; Schluss.
B3-S013	B3	f83r	untere korbartige Gefäß-Randstation	NO	G G G G	4	0	Beim Besitzer »untere korbartige Gefäß-Randstation«: bemessen — Anteil — kurz vorbereiten — kurz einwirken; Schluss.
B3-S014	B3	f83r	untere korbartige Gefäß-Randstation	NO	L L	0	2	Beim Besitzer »untere korbartige Gefäß-Randstation«: einsetzen Lauf — absetzen länger; Schritt schließen.
B3-S015	B3	f83r	untere korbartige Gefäß-Randstation	NO	G	1	0	Beim Besitzer »untere korbartige Gefäß-Randstation«: abführen; Schluss.
B3-S016	B3	f83r	untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	YES	L G	1	1	Beim Besitzer »untere korbartige Gefäß-Randstation«; dann Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: abführen — einführen; Schluss.
B3-S017	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G	1	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: lange einwirken; Schluss.
B3-S018	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G	1	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: kurz absetzen; Schluss.
B3-S019	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	L	0	1	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: einsetzen absetzen; Schritt schließen.
B3-S020	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G G	2	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: dorthin — abführen; Schluss.
B3-S021	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G G G G G G L G G G L	9	2	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: bemessen — bereit — dorthin — dies — Sollmaß — am Ziel absetzen — bereitstellen kurz Posten — dies — dorthin — bereit — Ziel übertragen; Schritt schließen.
B3-S022	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	L	0	1	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: danach übertragen; Schritt schließen.
B3-S023	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G	1	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: abführen; Schluss.
B3-S024	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G	1	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: überführen; Schluss.
B3-S025	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NO	G	1	0	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«: einführen; Schluss.
B3-S026	B3	f83r	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen	YES	L L G G G L G	4	3	Beim Besitzer »ungelöster Zwischenposten zwischen Randstapel und Hauptpaar«; dann Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: übertragen Quelle — absetzen Sollmaß — überführen — Anteil zugeben — bereit — Ziel Bereitung — lange sammeln; Schluss.
B3-S027	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange Folgestufe; Schluss.
B3-S028	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G	2	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken — kurz einwirken; Schluss.
B3-S029	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G L G	2	1	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: weiter — vollständig Teil — kurz einwirken; Schluss.
B3-S030	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G L L	2	2	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: einsetzen — Sollmaß — Lauf — danach übertragen; Schritt schließen.
B3-S031	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
B3-S032	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	L G L G L	2	3	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: übertragen Anteil — überführen — danach kurz Sollmaß — Folgemaß — danach kurz; Schritt schließen.
B3-S033	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: abziehen; Schluss.
B3-S034	B3	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G G G L G	5	1	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: Arbeitsstufe — bereit — Anteil — Folgemaß — Ziel Posten — kurz absetzen; Schluss.
B4-S001	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: lange einwirken; Schluss.
B4-S002	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	L G G	2	1	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: weiter Posten — lange einwirken — kurz einwirken; Schluss.
B4-S003	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G G G G G G	7	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: überführen — danach dorthin — das nächste — lange einwirken — einsetzen — weiter — kurz absetzen; Schluss.
B4-S004	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	L	0	1	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: einsetzen Posten festbinden.
B4-S005	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G G	3	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: Einlage — überführen — lange einwirken; Schluss.
B4-S006	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: seihen; Schluss.
B4-S007	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: seihen; Schluss.
B4-S008	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G G L G	3	1	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: Sollmaß — länger bearbeiten — halten länger Posten — kurz einwirken; Schluss.
B4-S009	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: kurz absetzen; Schluss.
B4-S010	B4	f83r	Hauptpaar am sichtbaren ungerichteten Bogen	NO	G	1	0	Beim Besitzer »Hauptpaar am sichtbaren ungerichteten Bogen«: fertig.
B4-S011	B4	f83r	linke offene Fransen-/Unterlaufstation	NO	G G L G G G L	5	2	Beim Besitzer »linke offene Fransen-/Unterlaufstation«: Sollmaß — kurz wärmen — einsetzen länger weiter — Anteil zugeben — überführen — weiter — abführen kurz; Schritt schließen.
B4-S012	B4	f83r	linke offene Fransen-/Unterlaufstation	NO	G	1	0	Beim Besitzer »linke offene Fransen-/Unterlaufstation«: abführen; Schluss.
B4-S013	B4	f83r	linke offene Fransen-/Unterlaufstation	NO	L G	1	1	Beim Besitzer »linke offene Fransen-/Unterlaufstation«: einsetzen weiter — kurz absetzen; Schluss.
B4-S014	B4	f83r	linke offene Fransen-/Unterlaufstation	NO	G G L L	2	2	Beim Besitzer »linke offene Fransen-/Unterlaufstation«: Ansatz — dies — Kurzpassage — Lauf Posten; Schritt schließen.
B4-S015	B4	f83r	linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation	YES	G G G L L G	4	2	Beim Besitzer »linke offene Fransen-/Unterlaufstation«; dann Besitzer »rechte S-Lauf-/Mehrarmknotenstation«: Anteil zugeben — Klarauszug — Anteil — Passage Ziel — auffangen kurz Posten — abführen; Schluss.
B4-S016	B4	f83r	rechte S-Lauf-/Mehrarmknotenstation	NO	G G L G	3	1	Beim Besitzer »rechte S-Lauf-/Mehrarmknotenstation«: weiterer Anteil — dorthin — ausgießen Quelle — kurz absetzen; Schluss.
B5-S001	B5	f83r	linker offener Fransen-Endposten	NO	L	0	1	Beim Besitzer »linker offener Fransen-Endposten«: danach übertragen; Schritt schließen.
B5-S002	B5	f83r	linker offener Fransen-Endposten	NO	G	1	0	Beim Besitzer »linker offener Fransen-Endposten«: einführen; Schluss.
B5-S003	B5	f83r	linker offener Fransen-Endposten	NO	G G G L L G G L G	6	3	Beim Besitzer »linker offener Fransen-Endposten«: am Ziel absetzen — dorthin — weiter — abführen weiter — übertragen Ziel — Sollmaß — weiter — Arbeitsstufe — überführen.
B6-S001	B6	f83r	rechter S-Lauf-/Mehrarm-Endposten	NO	L L L G G G G G L	5	4	Beim Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: auffangen länger Posten — bearbeiten kurz Posten — Ziel Posten — weiter — Sollmaß — weiter — Einlage — dies — Ziel.
