model	edition	paragraph	at	word	hypothesis	kind	polarity	patient	patient_word	patient_hypothesis	status	intervening
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.31|G008	ches	stampfe	ACTION	POSITIVE				MISSING_PATIENT	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G002	ykeey	erwärme erneut	ACTION	POSITIVE	IT2a|f116r.32|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	ol lchedy rshey qokeedy chtain oly soraiin
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G006	sheey	benetze	ACTION	POSITIVE	IT2a|f116r.33|G005	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.34|G010	qokam	erwärme	ACTION	POSITIVE	IT2a|f116r.34|G001	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	ar raiin shek okain yrshey qolchey okain shckhy
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.34|G001	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	ar raiin shek okain yrshey qolchey okain shckhy qokam shedy
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G004	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.35|G003	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G001	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.35|G008	cthar	kleine Kräuterportion	LEFT_PATIENT_ASSUMED	shckhy qoear
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G004	okeey	erwärme vorsichtig	ACTION	POSITIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G008	chey	prüfe	ACTION	POSITIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G004	cheey	zerreibe fein	ACTION	POSITIVE	IT2a|f116r.36|G009	sheckhy	Mischung	LEFT_PATIENT_ASSUMED	qcthhy qoklain pairain sheekly oiin
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G008	qoky	erwärme mäßig	ACTION	POSITIVE	IT2a|f116r.36|G009	sheckhy	Mischung	LEFT_PATIENT_ASSUMED	qcthhy qoklain pairain sheekly oiin cheey lkeey olkeey lchey
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.37|G011	sham	feuchte Masse	LEFT_PATIENT_ASSUMED	daiin
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G011	shy	feucht	QUALITY	POSITIVE	IT2a|f116r.38|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okain chedy qokeedy raiin
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.39|G002	chey	prüfe	ACTION	POSITIVE	IT2a|f116r.39|G001	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.41|G008	qokchy	mische ein	ACTION	POSITIVE	IT2a|f116r.41|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.42|G001	qo	nimm	ACTION	POSITIVE	IT2a|f116r.41|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokchy chckhy orain
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.43|G013	qokam	erwärme	ACTION	POSITIVE	IT2a|f116r.43|G012	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.44|G008	chey	prüfe	ACTION	POSITIVE	IT2a|f116r.44|G002	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	shckhy ol lcheor chky raiin
NRC	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.45|G005	chy	heiß	QUALITY	POSITIVE	IT2a|f116r.45|G002	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokas aleey
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G007	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.43|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G010	chey	prüfe	ACTION	POSITIVE	IT2a|f75v.43|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokeey qotedy olkedy
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G012	dy	fertig	QUALITY	POSITIVE	IT2a|f75v.43|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokeey qotedy olkedy chey tal
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G008	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G009	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G011	qoky	erwärme mäßig	ACTION	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G012	dy	fertig	QUALITY	POSITIVE	IT2a|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky
NRC	IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.48|G001	qokeor	erhitze den Auszug	ACTION	POSITIVE	IT2a|f75v.47|G009	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olshedy oldy
NRC	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G001	okchey	zerstoße fein	ACTION	POSITIVE				MISSING_PATIENT	
NRC	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G002	qoky	erwärme mäßig	ACTION	POSITIVE				MISSING_PATIENT	
NRC	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.31|G004	chey	prüfe	ACTION	POSITIVE	IT2a|f80r.30|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	daiin ol qokal checthy sol
NRC	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.32|G002	qoky	erwärme mäßig	ACTION	POSITIVE	IT2a|f80r.30|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	daiin ol qokal checthy sol chey okalol okaly qokeedy oly solchey
NRC	IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.33|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f80r.32|G006	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	okain ol solchey
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.31|G003	ckhal	presse aus	ACTION	POSITIVE				MISSING_PATIENT	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.31|G008	ches	stampfe	ACTION	POSITIVE				MISSING_PATIENT	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.33|G002	ykeey	erwärme erneut	ACTION	POSITIVE	ZL3b|f116r.32|G007	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	lchedy rshey qokeedy chtain oly soraiin
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.33|G006	sheey	benetze	ACTION	POSITIVE	ZL3b|f116r.33|G005	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.34|G012	qokam	erwärme	ACTION	POSITIVE	ZL3b|f116r.34|G010	okaiin	Dosis des Grundansatzes	LEFT_PATIENT_ASSUMED	shckhy
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.35|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f116r.34|G010	okaiin	Dosis des Grundansatzes	LEFT_PATIENT_ASSUMED	shckhy qokam shedy
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.35|G004	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f116r.35|G003	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.36|G001	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f116r.35|G008	cthar	kleine Kräuterportion	LEFT_PATIENT_ASSUMED	shckhy qorar
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.36|G004	okeey	erwärme vorsichtig	ACTION	POSITIVE	ZL3b|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.36|G009	sheckhy	vermische	ACTION	NEGATIVE	ZL3b|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.37|G006	cheey	zerreibe fein	ACTION	POSITIVE	ZL3b|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey sheckhy q{cthh}y qokl ain pairain sheek l y oiin
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.37|G010	qoky	erwärme mäßig	ACTION	POSITIVE	ZL3b|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey sheckhy q{cthh}y qokl ain pairain sheek l y oiin cheey lkeey olkeey lchey
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.38|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f116r.37|G013	sham	feuchte Masse	LEFT_PATIENT_ASSUMED	daiin
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.38|G011	shy	feucht	QUALITY	POSITIVE	ZL3b|f116r.38|G007	okaiin	Dosis des Grundansatzes	LEFT_PATIENT_ASSUMED	chedy qokeedy raiin
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.41|G009	qokchy	mische ein	ACTION	POSITIVE	ZL3b|f116r.41|G008	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.42|G001	qo	nimm	ACTION	POSITIVE	ZL3b|f116r.41|G008	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokchy chckhy orain
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.42|G003	sheckhy	vermische	ACTION	POSITIVE	ZL3b|f116r.42|G002	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.43|G010	oty	kühl	QUALITY	POSITIVE	ZL3b|f116r.42|G008	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokan cham [a:o]s??? ar al shear teey chcphy rain cphan ydar
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.43|G012	qokam	erwärme	ACTION	POSITIVE	ZL3b|f116r.43|G011	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.45|G005	chy	heiß	QUALITY	NEGATIVE	ZL3b|f116r.44|G005	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	lcheor chky raiin chey qol okam odain sh??y qoka[r:s] oleey
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.43|G006	qokeey	erhitze anhaltend	ACTION	POSITIVE				MISSING_PATIENT	
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.43|G011	dy	fertig	QUALITY	NEGATIVE				MISSING_PATIENT	
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.44|G003	sheckhy	vermische	ACTION	POSITIVE	ZL3b|f75v.44|G002	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G008	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G009	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G011	qoky	erwärme mäßig	ACTION	POSITIVE	ZL3b|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G012	dy	fertig	QUALITY	POSITIVE	ZL3b|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky
AMV	ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.46|G003	sheckhy	vermische	ACTION	POSITIVE	ZL3b|f75v.45|G002	qokar	erwärmter Anteil	LEFT_PATIENT_ASSUMED	olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy ychey qotain
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G001	okchey	zerstoße fein	ACTION	POSITIVE				MISSING_PATIENT	
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G002	qoky	erwärme mäßig	ACTION	POSITIVE				MISSING_PATIENT	
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G007	sheey	benetze	ACTION	POSITIVE	ZL3b|f80r.29|G004	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	shedy qol
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.32|G002	qoky	erwärme mäßig	ACTION	NEGATIVE	ZL3b|f80r.30|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	dainol qokal checthy sol chey okalol okaly qokeedy oly solchey
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.32|G005	sheckhy	vermische	ACTION	POSITIVE	ZL3b|f80r.30|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	dainol qokal checthy sol chey okalol okaly qokeedy oly solchey qoky r cheykain
AMV	ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.33|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	ZL3b|f80r.32|G008	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	solchey
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.31|G003	ckhal	presse aus	ACTION	POSITIVE				MISSING_PATIENT	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.31|G008	ches	stampfe	ACTION	POSITIVE				MISSING_PATIENT	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G002	ykeey	erwärme erneut	ACTION	POSITIVE	IT2a|f116r.32|G007	ol	Zubereitungsposten	LEFT_PATIENT_ASSUMED	lchedy rshey qokeedy chtain oly soraiin
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G006	sheey	benetze	ACTION	POSITIVE	IT2a|f116r.33|G005	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.34|G010	qokam	erwärme	ACTION	POSITIVE	IT2a|f116r.34|G001	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	ar raiin shek okain yrshey qolchey okain shckhy
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.34|G001	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	ar raiin shek okain yrshey qolchey okain shckhy qokam shedy
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G004	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.35|G003	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G001	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.35|G008	cthar	kleine Kräuterportion	LEFT_PATIENT_ASSUMED	shckhy qoear
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G004	okeey	erwärme vorsichtig	ACTION	POSITIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G009	sheckhy	vermische	ACTION	NEGATIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G004	cheey	zerreibe fein	ACTION	POSITIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey sheckhy qcthhy qoklain pairain sheekly oiin
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G008	qoky	erwärme mäßig	ACTION	POSITIVE	IT2a|f116r.36|G003	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okeey lkain l dain chey sheckhy qcthhy qoklain pairain sheekly oiin cheey lkeey olkeey lchey
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G002	qokeey	erhitze anhaltend	ACTION	POSITIVE	IT2a|f116r.37|G011	sham	feuchte Masse	LEFT_PATIENT_ASSUMED	daiin
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G011	shy	feucht	QUALITY	POSITIVE	IT2a|f116r.38|G006	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	okain chedy qokeedy raiin
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.41|G008	qokchy	mische ein	ACTION	NEGATIVE	IT2a|f116r.41|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.42|G001	qo	nimm	ACTION	POSITIVE	IT2a|f116r.41|G007	shey	Zubereitung B	LEFT_PATIENT_ASSUMED	qokchy chckhy orain
AMV	IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.42|G003	sheckhy	vermische	ACTION	POSITIVE	IT2a|f116r.42|G002	qokain	erwärmte Dosis P	LEFT_PATIENT_ASSUMED	
