attachment_id	expression_id	page	physical_folio	locus	expression_line_position	amount_mode	amount_expression_eva	amount_head_surface	amount_value_surface	amount_candidate_de	content_side	content_surface	content_ordinal	content_axes	content_role_label_de	content_candidate_de	content_semantic_confidence	content_semantic_source	surface_amount_attachment_occurrences	attachment_confidence	position_condition_expected_side	position_condition_agreement	candidate_phrase_de	identity_rivals_de	written_line_eva	scope	literal_identity_confirmed	confirmed_plaintext	component_export_credit
G760-A011	G760-E0059	f111r	f111	f111r.39	FIRST	FUSED	saiin	s	aiin	drei Drachmen	R	chckhedy	2	DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	Zubereitung	Arzneikompositum: trocken, Gradmitte, abgeschlossen	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Drachmen; Zubereitung: Arzneikompositum: trocken, Gradmitte, abgeschlossen	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A012	G760-E0067	f111v	f111	f111v.51	FIRST	FUSED	sain	s	ain	zwei Drachmen	R	cheal	2	DRY|MATERIAL|MIDDLE_STAGE	Stoff	Rohstoffklasse I, trocken in der Gradmitte	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	R	1	Menge: zwei Drachmen; Stoff: Rohstoffklasse I, trocken in der Gradmitte	getrocknete Droge || trockener Pflanzenteil || Pulver	sain cheal chckhy okain okal aiin choty chckhy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A013	G760-E0074	f112r	f112	f112r.35	FIRST	FUSED	sain	s	ain	zwei Drachmen	R	olaiin	2	AMOUNT|MATERIAL	Stoff	drei Portionen Drogenstoff	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	R	1	Menge: zwei Drachmen; Stoff: drei Portionen Drogenstoff	Drogenstoff || Pflanzenteil || gelernter Stoffname	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A014	G760-E0093	f113v	f113	f113v.40	FIRST	FUSED	oraiin	or	aiin	drei Portionen	R	cheor	2	DRY|PART|MATERIAL	Stoff	trockener Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	3	C2_RECURRENT_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Portionen; Stoff: trockener Drogenteil	getrocknete Droge || trockener Pflanzenteil || Pulver	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A015	G760-E0094	f113v	f113	f113v.40	MIDDLE	SEPARATED	ar aiin	ar	aiin	drei Anteile	L	oteey	4	COLD|PREPARATION|END_STAGE	Zubereitung	kalter Ansatz am Ende des Grades	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Anteile; Zubereitung: kalter Ansatz am Ende des Grades	Kaltansatz || Mazerat || gekühlte Zubereitung	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A016	G760-E0098	f114r	f114	f114r.36	MIDDLE	FUSED	sain	s	ain	zwei Drachmen	R	otchedy	9	COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	Zubereitung	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	0	Menge: zwei Drachmen; Zubereitung: kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Kaltansatz || Mazerat || gekühlte Zubereitung	ychedar ady otar ain ykeodaiin qoeedaiin qokal sain otchedy qokar	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A017	G760-E0099	f114r	f114	f114r.37	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	L	odar	1	AMOUNT|PART|PREPARATION|PROCESS	Zubereitung	Anteil I des Ansatzes abmessen	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Zubereitung: Anteil I des Ansatzes abmessen	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A018	G760-E0106	f115v	f115	f115v.10	FIRST	FUSED	saiin	s	aiin	drei Drachmen	R	sho	2	MOIST|PREPARATION	Zubereitung	feuchter Ansatz	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Drachmen; Zubereitung: feuchter Ansatz	Mazerat || Feuchtansatz || Wasser-/Weinansatz	saiin sho sheody okaiin dalchedy oteeo chedy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A019	G760-E0113	f15r	f15	f15r.10	MIDDLE	FUSED	saiiin	s	aiiin	vier Drachmen	L	okshy	3	HOT|MOIST|PREPARATION|BEGIN_STAGE	Zubereitung	heiß-feuchter Ansatz am Anfang des Grades	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: vier Drachmen; Zubereitung: heiß-feuchter Ansatz am Anfang des Grades	Mazerat || Feuchtansatz || Wasser-/Weinansatz	ychain chy okshy saiiin dolchds	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A020	G760-E0118	f22v	f22	f22v.4	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	R	odaiin	5	PREPARATION|LEVEL_III	Zubereitung	Zubereitung, Wertstufe III	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	0	Menge: drei Drachmen; Zubereitung: Zubereitung, Wertstufe III	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	otchaiin shoty qoky saiin odaiin ytaiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A021	G760-E0123	f2r	f2	f2r.10	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	L	keol	7	HOT|MATERIAL	Stoff	heißer Drogenstoff	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Drachmen; Stoff: heißer Drogenstoff	Drogenstoff || Pflanzenteil || gelernter Stoffname	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A022	G760-E0133	f37v	f37	f37v.6	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	L	ytchor	2	COLD|DRY|AMOUNT|MATERIAL	Stoff	kalt-trockene Portion dieser Droge	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Drachmen; Stoff: kalt-trockene Portion dieser Droge	getrocknete Droge || trockener Pflanzenteil || Pulver	yokor ytchor saiin oty	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A023	G760-E0137	f39v	f39	f39v.1	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	L	kar	8	HOT|PART|MATERIAL	Stoff	heiße Drogenfraktion I	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Stoff: heiße Drogenfraktion I	Drogenstoff || Pflanzenteil || gelernter Stoffname	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A024	G760-E0141	f39v	f39	f39v.9	MIDDLE	SEPARATED	ar ain	ar	ain	zwei Anteile	R	cheor	6	DRY|PART|MATERIAL	Stoff	trockener Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	3	C2_RECURRENT_EXACT_AMOUNT_CONTACT	L	0	Menge: zwei Anteile; Stoff: trockener Drogenteil	getrocknete Droge || trockener Pflanzenteil || Pulver	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A025	G760-E0152	f43v	f43	f43v.12	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	L	oteol	9	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Stoff/Zubereitung	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Stoff/Zubereitung: Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Kaltansatz || Mazerat || gekühlte Zubereitung	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A026	G760-E0152	f43v	f43	f43v.12	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	R	odain	12	PREPARATION|LEVEL_II	Zubereitung	Zubereitung, Wertstufe II	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	0	Menge: drei Portionen; Zubereitung: Zubereitung, Wertstufe II	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A027	G760-E0154	f47v	f47	f47v.6	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	L	cheor	2	DRY|PART|MATERIAL	Stoff	trockener Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	3	C2_RECURRENT_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Drachmen; Stoff: trockener Drogenteil	getrocknete Droge || trockener Pflanzenteil || Pulver	chody cheor saiin dochod chol	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A028	G760-E0156	f51v	f51	f51v.3	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	L	dchol	6	DRY|AMOUNT|MATERIAL	Stoff	Maß trockenen Materials	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Drachmen; Stoff: Maß trockenen Materials	getrocknete Droge || trockener Pflanzenteil || Pulver	tchody cthy chckhey qod ytchody dchol saiin ytam	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A029	G760-E0158	f55r	f55	f55r.2	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	L	okair	1	HOT|PART|MATERIAL|PREPARATION	Stoff/Zubereitung	heiße Drogenfraktion II im Ansatz	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Stoff/Zubereitung: heiße Drogenfraktion II im Ansatz	Dekokt || erhitzter Ansatz || warme Zubereitung	okair or aiin chody ykair y qokar okar ol ykar ar al	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A030	G760-E0164	f58r	f58	f58r.41	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	L	chokal	2	HOT|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	Stoff/Zubereitung	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Drachmen; Stoff/Zubereitung: Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	getrocknete Droge || trockener Pflanzenteil || Pulver	dchol chokal saiin dal okal s alchey	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A031	G760-E0165	f58v	f58	f58v.4	FIRST	SEPARATED	or aiin	or	aiin	drei Portionen	R	okair	3	HOT|PART|MATERIAL|PREPARATION	Stoff/Zubereitung	heiße Drogenfraktion II im Ansatz	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Portionen; Stoff/Zubereitung: heiße Drogenfraktion II im Ansatz	Dekokt || erhitzter Ansatz || warme Zubereitung	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A032	G760-E0169	f75r	f75	f75r.24	MIDDLE	FUSED	sain	s	ain	zwei Drachmen	L	qolkary	3	HOT|PART|MATERIAL	Stoff	gib die erste erhitzte Drogenfraktion hinzu	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: zwei Drachmen; Stoff: gib die erste erhitzte Drogenfraktion hinzu	Drogenstoff || Pflanzenteil || gelernter Stoffname	qokain olkeey qolkary sain checthy lor ol	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A033	G760-E0194	f77r	f77	f77r.29	FIRST	FUSED	saiin	s	aiin	drei Drachmen	R	cheeol	2	DRY|MATERIAL|END_STAGE	Stoff	vollständig getrockneter Drogenstoff	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Drachmen; Stoff: vollständig getrockneter Drogenstoff	getrocknete Droge || trockener Pflanzenteil || Pulver	saiin cheeol qokeedy qokeedy qotal	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A034	G760-E0198	f78r	f78	f78r.23	FIRST	FUSED	sain	s	ain	zwei Drachmen	R	sheor	2	MOIST|PART|MATERIAL	Stoff	feuchter Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	3	C2_RECURRENT_EXACT_AMOUNT_CONTACT	R	1	Menge: zwei Drachmen; Stoff: feuchter Drogenteil	frischer Drogenteil || eingeweichter Pflanzenteil || feuchte Droge	sain sheor olkchdy roiin okeedy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A035	G760-E0215	f80r	f80	f80r.27	MIDDLE	FUSED	oraiin	or	aiin	drei Portionen	L	olkain	6	HOT|MATERIAL|LEVEL_II	Stoff	heißes Drogenmaterial, Grad II	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Stoff: heißes Drogenmaterial, Grad II	Drogenstoff || Pflanzenteil || gelernter Stoffname	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A036	G760-E0223	f83r	f83	f83r.19	MIDDLE	FUSED	sain	s	ain	zwei Drachmen	L	ockhey	3	PREPARATION|MIDDLE_STAGE	Zubereitung	Ansatz eines Arzneikompositums in der Gradmitte	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: zwei Drachmen; Zubereitung: Ansatz eines Arzneikompositums in der Gradmitte	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A037	G760-E0239	f85r2	f85	f85r2.4	MIDDLE	FUSED	oraiin	or	aiin	drei Portionen	L	sheo	2	MOIST|PREPARATION	Zubereitung	Feuchtzubereitung	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Zubereitung: Feuchtzubereitung	Mazerat || Feuchtansatz || Wasser-/Weinansatz	dair sheo oraiin chol daiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A038	G760-E0245	f86v5	f86	f86v5.13	MIDDLE	SEPARATED	or aiin	or	aiin	drei Portionen	L	cthy	7	MATERIAL	Stoff	Blattgut	C2_CROSS_PASS_EXPLORATORY	GDT758_COMPLETE_WHOLE_OVERRIDE	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Portionen; Stoff: Blattgut	Drogenstoff || Pflanzenteil || gelernter Stoffname	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A039	G760-E0246	f86v5	f86	f86v5.14	MIDDLE	SEPARATED	ar aiin	ar	aiin	drei Anteile	L	ody	4	PREPARATION|CLOSE|END_STAGE	Zubereitung	fertiggestellter Ansatz	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	L	1	Menge: drei Anteile; Zubereitung: fertiggestellter Ansatz	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A040	G760-E0258	f86v6	f86	f86v6.39	MIDDLE	FUSED	oraiin	or	aiin	drei Portionen	R	cheoty	10	COLD|DRY|PREPARATION|BEGIN_STAGE	Zubereitung	trocken angesetzte kalte Zubereitung am Gradanfang	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	0	Menge: drei Portionen; Zubereitung: trocken angesetzte kalte Zubereitung am Gradanfang	Kaltansatz || Mazerat || gekühlte Zubereitung	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A041	G760-E0263	f88r	f88	f88r.10	MIDDLE	FUSED	saiin	s	aiin	drei Drachmen	R	cheos	4	DRY|AMOUNT|PREPARATION	Zubereitung	Charge eines mitteltrockenen Ansatzes	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	L	0	Menge: drei Drachmen; Zubereitung: Charge eines mitteltrockenen Ansatzes	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A042	G760-E0266	f88v	f88	f88v.26	FIRST	FUSED	saiin	s	aiin	drei Drachmen	R	choky	2	HOT|DRY|PREPARATION|BEGIN_STAGE	Zubereitung	heiß-trockene Zubereitung, Grundform	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	1	C0_SINGLE_EXACT_AMOUNT_CONTACT	R	1	Menge: drei Drachmen; Zubereitung: heiß-trockene Zubereitung, Grundform	Dekokt || erhitzter Ansatz || warme Zubereitung	saiin choky cheor shy	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
G760-A043	G760-E0274	f95v1	f95	f95v1.12	MIDDLE	SEPARATED	s aiin	s	aiin	drei Drachmen	R	ody	4	PREPARATION|CLOSE|END_STAGE	Zubereitung	fertiggestellter Ansatz	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	2	C1_REPEATED_EXACT_AMOUNT_CONTACT	L	0	Menge: drei Drachmen; Zubereitung: fertiggestellter Ansatz	Ansatz || Arzneizubereitung || gelernter Zubereitungsname	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	THIS_EXACT_AMOUNT_CONTENT_CONTACT_ONLY	0	0	0
