fused_s_revision_id	expression_id	page	locus	surface	value_surface	value_label	line_position	paragraph_start_line	left_surface	right_surface	clean_content_attachment_sides	gdt759_global_candidate_de	gdt760_context_render_de	context_decision	exact_content_phrase_license	working_drachm_candidate_retained	unconditional_global_spoken_drachm_overlay_allowed	simple_ordinal_entry_default_allowed	old_seed_reading_quarantined	confirmed_unit	confirmed_lexeme	component_export_credit
G760-S015	G760-E0040	f108r	f108r.30	saiin	aiin	III	MIDDLE	0	okchedy	alkan	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S016	G760-E0042	f108v	f108v.11	sain	ain	II	FIRST	0	LINE_EDGE	al	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S017	G760-E0045	f108v	f108v.33	sain	ain	II	FIRST	0	LINE_EDGE	ain	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S018	G760-E0046	f108v	f108v.37	sain	ain	II	FIRST	0	LINE_EDGE	sheor	R	zwei Drachmen	Menge: zwei Drachmen; Stoff: feuchter Drogenteil	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S019	G760-E0047	f108v	f108v.39	sain	ain	II	FIRST	0	LINE_EDGE	chey	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S020	G760-E0048	f108v	f108v.46	saiin	aiin	III	FIRST	0	LINE_EDGE	sheeain	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S021	G760-E0049	f108v	f108v.49	saiin	aiin	III	FIRST	0	LINE_EDGE	okain	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S022	G760-E0050	f108v	f108v.52	saiin	aiin	III	FIRST	0	LINE_EDGE	cheol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S023	G760-E0052	f10v	f10v.1	sain	ain	II	LAST	1	otydy	LINE_EDGE	L	zwei Drachmen	Menge: zwei Drachmen; Zubereitung: kalter Ansatz in Grundform, fertig	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S024	G760-E0053	f111r	f111r.4	saiin	aiin	III	FIRST	0	LINE_EDGE	oteedy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S025	G760-E0054	f111r	f111r.5	saiin	aiin	III	FIRST	0	LINE_EDGE	sheekshy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S026	G760-E0056	f111r	f111r.19	saiin	aiin	III	FIRST	0	LINE_EDGE	okeeol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S027	G760-E0057	f111r	f111r.24	sain	ain	II	FIRST	0	LINE_EDGE	chckhey	R	zwei Drachmen	Menge: zwei Drachmen; Zubereitung: Arzneikompositum: trocken, Gradmitte	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S028	G760-E0059	f111r	f111r.39	saiin	aiin	III	FIRST	0	LINE_EDGE	chckhedy	R	drei Drachmen	Menge: drei Drachmen; Zubereitung: Arzneikompositum: trocken, Gradmitte, abgeschlossen	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S029	G760-E0060	f111r	f111r.40	saiin	aiin	III	FIRST	0	LINE_EDGE	al	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S030	G760-E0062	f111r	f111r.52	sain	ain	II	MIDDLE	0	shckhy	chckhy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S031	G760-E0063	f111v	f111v.17	saiin	aiin	III	MIDDLE	0	chckhy	ar	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S032	G760-E0064	f111v	f111v.22	saiin	aiin	III	FIRST	0	LINE_EDGE	ychear	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S033	G760-E0066	f111v	f111v.47	sain	ain	II	FIRST	0	LINE_EDGE	cheey	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S034	G760-E0067	f111v	f111v.51	sain	ain	II	FIRST	0	LINE_EDGE	cheal	R	zwei Drachmen	Menge: zwei Drachmen; Stoff: Rohstoffklasse I, trocken in der Gradmitte	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S035	G760-E0069	f112r	f112r.2	saiin	aiin	III	FIRST	0	LINE_EDGE	oar	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S036	G760-E0070	f112r	f112r.9	saiin	aiin	III	FIRST	0	LINE_EDGE	ol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S037	G760-E0071	f112r	f112r.18	saiin	aiin	III	FIRST	0	LINE_EDGE	al	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S038	G760-E0074	f112r	f112r.35	sain	ain	II	FIRST	0	LINE_EDGE	olaiin	R	zwei Drachmen	Menge: zwei Drachmen; Stoff: drei Portionen Drogenstoff	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S039	G760-E0075	f112r	f112r.36	sain	ain	II	FIRST	0	LINE_EDGE	ol	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S040	G760-E0076	f112r	f112r.40	sain	ain	II	FIRST	0	LINE_EDGE	okal	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S041	G760-E0079	f112v	f112v.5	sain	ain	II	FIRST	0	LINE_EDGE	aiiin	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S042	G760-E0080	f112v	f112v.6	saiin	aiin	III	FIRST	0	LINE_EDGE	ol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S043	G760-E0081	f112v	f112v.14	sain	ain	II	FIRST	0	LINE_EDGE	air	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S044	G760-E0082	f112v	f112v.16	saiin	aiin	III	FIRST	0	LINE_EDGE	okeey	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S045	G760-E0083	f112v	f112v.18	saiin	aiin	III	FIRST	0	LINE_EDGE	or	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S046	G760-E0085	f112v	f112v.21	saiin	aiin	III	FIRST	0	LINE_EDGE	chekain	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S047	G760-E0086	f112v	f112v.34	saiin	aiin	III	FIRST	0	LINE_EDGE	chedaiin	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S048	G760-E0087	f112v	f112v.37	sain	ain	II	MIDDLE	0	teedal	ar	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S049	G760-E0091	f113r	f113r.49	sain	ain	II	FIRST	0	LINE_EDGE	cheeey	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S050	G760-E0098	f114r	f114r.36	sain	ain	II	MIDDLE	0	qokal	otchedy	R	zwei Drachmen	Menge: zwei Drachmen; Zubereitung: kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S051	G760-E0102	f115r	f115r.14	saiin	aiin	III	MIDDLE	0	cheey	cheedy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S052	G760-E0105	f115r	f115r.28	saiin	aiin	III	MIDDLE	0	al	cheody	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S053	G760-E0106	f115v	f115v.10	saiin	aiin	III	FIRST	0	LINE_EDGE	sho	R	drei Drachmen	Menge: drei Drachmen; Zubereitung: feuchter Ansatz	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S054	G760-E0107	f115v	f115v.15	saiin	aiin	III	FIRST	0	LINE_EDGE	chol	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S055	G760-E0109	f116r	f116r.14	sain	ain	II	FIRST	0	LINE_EDGE	cheychear	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S056	G760-E0112	f15r	f15r.6	saiin	aiin	III	MIDDLE	0	chdy	okear	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S057	G760-E0113	f15r	f15r.10	saiiin	aiiin	IV	MIDDLE	0	okshy	dolchds	L	vier Drachmen	Menge: vier Drachmen; Zubereitung: heiß-feuchter Ansatz am Anfang des Grades	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S058	G760-E0114	f16r	f16r.9	saiin	aiin	III	FIRST	0	LINE_EDGE	ytaiin	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S059	G760-E0115	f16v	f16v.11	saiin	aiin	III	LAST	0	chkchy	LINE_EDGE	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S060	G760-E0117	f21r	f21r.2	saiin	aiin	III	FIRST	0	LINE_EDGE	chcphy	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S061	G760-E0118	f22v	f22v.4	saiin	aiin	III	MIDDLE	0	qoky	odaiin	R	drei Drachmen	Menge: drei Drachmen; Zubereitung: Zubereitung, Wertstufe III	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S062	G760-E0119	f24v	f24v.8	sain	ain	II	LAST	0	shol	LINE_EDGE	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S063	G760-E0122	f2r	f2r.6	saiin	aiin	III	FIRST	0	LINE_EDGE	dain	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S064	G760-E0123	f2r	f2r.10	saiin	aiin	III	MIDDLE	0	keol	eaiin	L	drei Drachmen	Menge: drei Drachmen; Stoff: heißer Drogenstoff	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S065	G760-E0124	f2r	f2r.12	saiin	aiin	III	MIDDLE	0	chan	chety	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S066	G760-E0126	f33r	f33r.4	saiin	aiin	III	MIDDLE	0	aiiin	okaiin	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S067	G760-E0133	f37v	f37v.6	saiin	aiin	III	MIDDLE	0	ytchor	oty	L	drei Drachmen	Menge: drei Drachmen; Stoff: kalt-trockene Portion dieser Droge	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S068	G760-E0135	f39r	f39r.8	saiin	aiin	III	MIDDLE	0	chy	chckhy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S069	G760-E0138	f39v	f39v.3	saiin	aiin	III	MIDDLE	0	fchody	or	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S070	G760-E0144	f40r	f40r.10	saiin	aiin	III	FIRST	0	LINE_EDGE	olcheey	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S071	G760-E0147	f40v	f40v.18	saiin	aiin	III	FIRST	0	LINE_EDGE	otain	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S072	G760-E0149	f42v	f42v.6	saiin	aiin	III	MIDDLE	0	sy	cthar	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S073	G760-E0150	f42v	f42v.8	saiin	aiin	III	LAST	0	sodal	LINE_EDGE	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S074	G760-E0151	f43r	f43r.12	saiin	aiin	III	LAST	0	dy	LINE_EDGE	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S075	G760-E0154	f47v	f47v.6	saiin	aiin	III	MIDDLE	0	cheor	dochod	L	drei Drachmen	Menge: drei Drachmen; Stoff: trockener Drogenteil	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S076	G760-E0156	f51v	f51v.3	saiin	aiin	III	MIDDLE	0	dchol	ytam	L	drei Drachmen	Menge: drei Drachmen; Stoff: Maß trockenen Materials	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S077	G760-E0163	f58r	f58r.7	saiin	aiin	III	FIRST	0	LINE_EDGE	cholkeey	NONE	drei Drachmen	Mengenform III am Zeilenanfang; drei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S078	G760-E0164	f58r	f58r.41	saiin	aiin	III	MIDDLE	0	chokal	dal	L	drei Drachmen	Menge: drei Drachmen; Stoff/Zubereitung: Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S079	G760-E0167	f75r	f75r.15	sain	ain	II	FIRST	0	LINE_EDGE	qokain	NONE	zwei Drachmen	Mengenform II am Zeilenanfang; zwei Drachmen bleibt Leitkandidat	AMOUNT_FIRST_FORMULA_REFERENCE_NOT_DIRECTLY_ATTACHED	0	1	0	0	1	0	0	0
G760-S080	G760-E0168	f75r	f75r.15	saiin	aiin	III	MIDDLE	0	qolkeeoly	chedy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S081	G760-E0169	f75r	f75r.24	sain	ain	II	MIDDLE	0	qolkary	checthy	L	zwei Drachmen	Menge: zwei Drachmen; Stoff: gib die erste erhitzte Drogenfraktion hinzu	OCCURRENCE_AMOUNT_PLUS_CONTENT_PHRASE_LICENSED	1	1	0	0	1	0	0	0
G760-S082	G760-E0170	f75r	f75r.44	sain	ain	II	MIDDLE	0	dchedy	okedy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S083	G760-E0171	f75v	f75v.17	saiin	aiin	III	MIDDLE	0	ld	ckhy	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S084	G760-E0172	f76r	f76r.1	sain	ain	II	MIDDLE	1	opchdy	as	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S085	G760-E0173	f76r	f76r.12	saiin	aiin	III	MIDDLE	0	dain	s	NONE	drei Drachmen	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
G760-S086	G760-E0176	f76r	f76r.21	sain	ain	II	MIDDLE	0	dar	shedy	NONE	zwei Drachmen	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_FORMULA_REFERENCE_OPEN	0	1	0	0	1	0	0	0
