phrase_id	expression_id	page	locus	amount_expression_eva	amount_candidate_de	content_attachment	content_candidate_map_de	working_phrase_de	working_confidence	attachment_decision	written_line_eva	candidate_not_plaintext	confirmed_lexeme	component_export_credit
G760-P019	G760-E0113	f15r	f15r.10	saiiin	vier Drachmen	L	okshy=heiß-feuchter Ansatz am Anfang des Grades	Menge: vier Drachmen; Zubereitung: heiß-feuchter Ansatz am Anfang des Grades	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	ychain chy okshy saiiin dolchds	1	0	0
G760-P020	G760-E0118	f22v	f22v.4	saiin	drei Drachmen	R	odaiin=Zubereitung, Wertstufe III	Menge: drei Drachmen; Zubereitung: Zubereitung, Wertstufe III	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	otchaiin shoty qoky saiin odaiin ytaiin	1	0	0
G760-P021	G760-E0123	f2r	f2r.10	saiin	drei Drachmen	L	keol=heißer Drogenstoff	Menge: drei Drachmen; Stoff: heißer Drogenstoff	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	1	0	0
G760-P022	G760-E0133	f37v	f37v.6	saiin	drei Drachmen	L	ytchor=kalt-trockene Portion dieser Droge	Menge: drei Drachmen; Stoff: kalt-trockene Portion dieser Droge	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	yokor ytchor saiin oty	1	0	0
G760-P023	G760-E0137	f39v	f39v.1	or aiin	drei Portionen	L	kar=heiße Drogenfraktion I	Menge: drei Portionen; Stoff: heiße Drogenfraktion I	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	1	0	0
G760-P024	G760-E0141	f39v	f39v.9	ar ain	zwei Anteile	R	cheor=trockener Drogenteil	Menge: zwei Anteile; Stoff: trockener Drogenteil	C2_RECURRENT_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	1	0	0
G760-P025	G760-E0152	f43v	f43v.12	or aiin	drei Portionen	AMBIGUOUS_BILATERAL	oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen || odain=Zubereitung, Wertstufe II	links Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; Menge: drei Portionen; rechts Zubereitung, Wertstufe II	C0_BILATERAL_ATTACHMENT_AMBIGUOUS	DO_NOT_FORCE_LEFT_OR_RIGHT_ATTACHMENT	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	1	0	0
G760-P026	G760-E0154	f47v	f47v.6	saiin	drei Drachmen	L	cheor=trockener Drogenteil	Menge: drei Drachmen; Stoff: trockener Drogenteil	C2_RECURRENT_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	chody cheor saiin dochod chol	1	0	0
G760-P027	G760-E0156	f51v	f51v.3	saiin	drei Drachmen	L	dchol=Maß trockenen Materials	Menge: drei Drachmen; Stoff: Maß trockenen Materials	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	tchody cthy chckhey qod ytchody dchol saiin ytam	1	0	0
G760-P028	G760-E0158	f55r	f55r.2	or aiin	drei Portionen	L	okair=heiße Drogenfraktion II im Ansatz	Menge: drei Portionen; Stoff/Zubereitung: heiße Drogenfraktion II im Ansatz	C1_REPEATED_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	okair or aiin chody ykair y qokar okar ol ykar ar al	1	0	0
G760-P029	G760-E0164	f58r	f58r.41	saiin	drei Drachmen	L	chokal=Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	Menge: drei Drachmen; Stoff/Zubereitung: Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	dchol chokal saiin dal okal s alchey	1	0	0
G760-P030	G760-E0165	f58v	f58v.4	or aiin	drei Portionen	R	okair=heiße Drogenfraktion II im Ansatz	Menge: drei Portionen; Stoff/Zubereitung: heiße Drogenfraktion II im Ansatz	C1_REPEATED_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	1	0	0
G760-P031	G760-E0169	f75r	f75r.24	sain	zwei Drachmen	L	qolkary=gib die erste erhitzte Drogenfraktion hinzu	Menge: zwei Drachmen; Stoff: gib die erste erhitzte Drogenfraktion hinzu	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	qokain olkeey qolkary sain checthy lor ol	1	0	0
G760-P032	G760-E0194	f77r	f77r.29	saiin	drei Drachmen	R	cheeol=vollständig getrockneter Drogenstoff	Menge: drei Drachmen; Stoff: vollständig getrockneter Drogenstoff	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	saiin cheeol qokeedy qokeedy qotal	1	0	0
G760-P033	G760-E0198	f78r	f78r.23	sain	zwei Drachmen	R	sheor=feuchter Drogenteil	Menge: zwei Drachmen; Stoff: feuchter Drogenteil	C2_RECURRENT_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	sain sheor olkchdy roiin okeedy	1	0	0
G760-P034	G760-E0215	f80r	f80r.27	oraiin	drei Portionen	L	olkain=heißes Drogenmaterial, Grad II	Menge: drei Portionen; Stoff: heißes Drogenmaterial, Grad II	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor	1	0	0
G760-P035	G760-E0223	f83r	f83r.19	sain	zwei Drachmen	L	ockhey=Ansatz eines Arzneikompositums in der Gradmitte	Menge: zwei Drachmen; Zubereitung: Ansatz eines Arzneikompositums in der Gradmitte	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	1	0	0
G760-P036	G760-E0239	f85r2	f85r2.4	oraiin	drei Portionen	L	sheo=Feuchtzubereitung	Menge: drei Portionen; Zubereitung: Feuchtzubereitung	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	dair sheo oraiin chol daiin	1	0	0
G760-P037	G760-E0245	f86v5	f86v5.13	or aiin	drei Portionen	L	cthy=Blattgut	Menge: drei Portionen; Stoff: Blattgut	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	1	0	0
G760-P038	G760-E0246	f86v5	f86v5.14	ar aiin	drei Anteile	L	ody=fertiggestellter Ansatz	Menge: drei Anteile; Zubereitung: fertiggestellter Ansatz	C1_REPEATED_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	1	0	0
G760-P039	G760-E0258	f86v6	f86v6.39	oraiin	drei Portionen	R	cheoty=trocken angesetzte kalte Zubereitung am Gradanfang	Menge: drei Portionen; Zubereitung: trocken angesetzte kalte Zubereitung am Gradanfang	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	1	0	0
G760-P040	G760-E0263	f88r	f88r.10	saiin	drei Drachmen	R	cheos=Charge eines mitteltrockenen Ansatzes	Menge: drei Drachmen; Zubereitung: Charge eines mitteltrockenen Ansatzes	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	1	0	0
G760-P041	G760-E0266	f88v	f88v.26	saiin	drei Drachmen	R	choky=heiß-trockene Zubereitung, Grundform	Menge: drei Drachmen; Zubereitung: heiß-trockene Zubereitung, Grundform	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	saiin choky cheor shy	1	0	0
G760-P042	G760-E0274	f95v1	f95v1.12	s aiin	drei Drachmen	R	ody=fertiggestellter Ansatz	Menge: drei Drachmen; Zubereitung: fertiggestellter Ansatz	C1_REPEATED_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	1	0	0
G760-P043	G760-E0276	f96r	f96r.11	s aiin	drei Drachmen	R	chokey=heiß-trockener Ansatz in der Gradmitte	Menge: drei Drachmen; Zubereitung: heiß-trockener Ansatz in der Gradmitte	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	teol cheody shodol qokchod s aiin chokey	1	0	0
G760-P044	G760-E0277	f99r	f99r.17	oraiin	drei Portionen	L	ckhor=Portion Arzneikompositum	Menge: drei Portionen; Zubereitung: Portion Arzneikompositum	C0_SINGLE_EXACT_AMOUNT_CONTACT	ONE_CLEAN_CONTENT_CONTACT	dcheor chr al yckhy okeol ckhor oraiin chor qokeeor chory	1	0	0
