expression_id	page	physical_folio	locus	line_number	section	language	hand	paragraph_id	paragraph_start_line	paragraph_end_line	mode	head_surface	value_surface	value_label	value_number	source_expression_eva	start_ordinal	end_ordinal	line_token_count	expression_line_position	written_line_eva	left_surface	left_ordinal	left_reader_exact	left_source_composed_quarantined	left_axes	left_axis_class	left_semantic_candidate_de	left_semantic_confidence	left_semantic_source	right_surface	right_ordinal	right_reader_exact	right_source_composed_quarantined	right_axes	right_axis_class	right_semantic_candidate_de	right_semantic_confidence	right_semantic_source	content_attachment_sides	clean_content_attachment_count	amount_candidate_de	amount_rivals_de	amount_working_confidence	exact_normalized_boundary_bridges_for_type	this_zl3b_locus_is_exact_boundary_bridge	gdt760_render_de	renderer_scope	global_unit_identity_confirmed	confirmed_plaintext	component_export_credit
G760-E0011	f103v	f103	f103v.36	36	S	B	3	f103v-P010	0	1	FUSED	s	aiin	III	3	saiin	1	1	5	FIRST	saiin shey qokeey oshey olshedy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	shey	2	1	0	NONE	OPEN	feucht in der Mitte des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0012	f103v	f103	f103v.43	43	S	B	3	f103v-P013	1	0	FUSED	or	ain	II	2	orain	1	1	9	FIRST	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	chckhey	2	1	0	DRY|PREPARATION|MIDDLE_STAGE	CONTENT_PREP	Arzneikompositum: trocken, Gradmitte	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	zwei Portionen	Dosis/Dosen || Teil/Teile	C1_BOUNDARY_SUPPORTED	1	0	Menge: zwei Portionen; Zubereitung: Arzneikompositum: trocken, Gradmitte	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0013	f104r	f104	f104r.1	1	S	B	3	f104r-P001	1	0	FUSED	s	ain	II	2	sain	10	10	10	LAST	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	qopchedy	9	1	1	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	HOLD	GDT754_PROVENANCE_SIEVE	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0014	f104r	f104	f104r.14	14	S	B	3	f104r-P004	0	0	FUSED	s	aiin	III	3	saiin	6	6	10	MIDDLE	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	cheolor	5	0	0	NONE	EDGE_OR_NONEXACT	[cheolor:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	olkeechey	7	0	0	NONE	EDGE_OR_NONEXACT	[olkeechey:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0015	f104r	f104	f104r.20	20	S	B	3	f104r-P006	0	0	SEPARATED	ar	ain	II	2	ar ain	9	10	12	MIDDLE	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	cheeekan	8	0	0	NONE	EDGE_OR_NONEXACT	[cheeekan:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	ar	11	1	0	NONE	OPEN	Anteil	C2_MULTIWHOLE_EXPLORATORY	GDT758_COMPLETE_WHOLE_OVERRIDE	NONE	0	zwei Anteile	Portion/Portionen || Fraktion/Fraktionen	C1_RECURRENT_PAIR	0	0	zwei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0016	f104r	f104	f104r.37	37	S	B	3	f104r-P011	0	0	FUSED	or	aiin	III	3	oraiin	5	5	10	MIDDLE	okaiin cheodal qoaiin okar oraiin okar oteody qokaiin okal qotir	okar	4	1	0	NONE	OPEN	heiße Drogenfraktion I im Ansatz	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	okar	6	1	0	NONE	OPEN	heiße Drogenfraktion I im Ansatz	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0017	f104r	f104	f104r.39	39	S	B	3	f104r-P012	1	0	SEPARATED	ar	aiin	III	3	ar aiin	2	3	11	MIDDLE	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino	pcholor	1	1	0	NONE	OPEN	[pcholor:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	alkchdy	4	0	0	NONE	EDGE_OR_NONEXACT	[alkchdy:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0018	f104r	f104	f104r.45	45	S	B	3	f104r-P013	0	1	SEPARATED	s	aiin	III	3	s aiin	4	5	11	MIDDLE	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	l	3	1	0	NONE	OPEN	Pfund / Gewichtseinheit	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	otain	6	1	0	NONE	OPEN	kalt im Zubereitungsrahmen, Grad II	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	drei Drachmen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0019	f104v	f104	f104v.14	14	S	B	3	f104v-P004	0	1	SEPARATED	s	aiin	III	3	s aiin	4	5	7	MIDDLE	ytedy qokeeo lcheolshedy s aiin cheky daindl	lcheolshedy	3	1	0	NONE	OPEN	[lcheolshedy:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	cheky	6	1	0	NONE	OPEN	bis zur mittleren Trockenstufe, dann leicht erhitzen	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	drei Drachmen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0020	f104v	f104	f104v.38	38	S	B	3	f104v-P012	0	0	SEPARATED	or	aiin	III	3	or aiin	7	8	13	MIDDLE	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	chey	6	1	0	NONE	OPEN	trocken in der Mitte des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	cheo	9	1	0	DRY|PREPARATION	CONTENT_PREP	trocken angesetzte Zubereitung	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Menge: drei Portionen; Zubereitung: trocken angesetzte Zubereitung	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0021	f105r	f105	f105r.7	7	S	B	3	f105r-P002	0	0	SEPARATED	or	aiiin	IV	4	or aiiin	3	4	10	MIDDLE	ysheeody ykeeos or aiiin shey qodaiiin qokeed qokeey saiin aiirody	ykeeos	2	1	0	NONE	OPEN	[ykeeos:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	shey	5	1	0	NONE	OPEN	feucht in der Mitte des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	vier Portionen	Dosis/Dosen || Teil/Teile	C1_RECURRENT_PAIR	0	0	vier Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0022	f105r	f105	f105r.21	21	S	B	3	f105r-P005	0	0	FUSED	s	aiin	III	3	saiin	6	6	11	MIDDLE	ycheo lkedy qoeey qokedy qokedal saiin otol shody chedy okaiin chekaim	qokedal	5	1	0	NONE	OPEN	[qokedal:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	otol	7	1	0	COLD|PREPARATION	CONTENT_PREP	kaltes Zubereitungsgut	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Menge: drei Drachmen; Zubereitung: kaltes Zubereitungsgut	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0023	f105r	f105	f105r.24	24	S	B	3	f105r-P006	1	0	SEPARATED	ar	aiiin	IV	4	ar aiiin	6	7	13	MIDDLE	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	paiin	5	1	0	NONE	OPEN	Pulver, Charge III	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	chpaiikey	8	1	0	NONE	OPEN	[chpaiikey:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	vier Anteile	Portion/Portionen || Fraktion/Fraktionen	C1_RECURRENT_PAIR	0	0	vier Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0024	f105v	f105	f105v.13	13	S	B	3	f105v-P003	0	1	FUSED	s	aiin	III	3	saiin	1	1	8	FIRST	saiin opchedy qokchdy otar al kair okees lkchdal	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	opchedy	2	0	1	NONE	EDGE_OR_NONEXACT	QUARANTINED_SOURCE_COMPOSITION	HOLD	GDT754_PROVENANCE_SIEVE	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0025	f105v	f105	f105v.15	15	S	B	3	f105v-P004	0	0	FUSED	or	aiin	III	3	oraiin	12	12	13	MIDDLE	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	daiin	11	1	0	NONE	OPEN	Grad-/Maßwert III	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	r	13	1	0	NONE	OPEN	Wurzel	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0026	f105v	f105	f105v.26	26	S	B	3	f105v-P008	0	0	SEPARATED	or	aiin	III	3	or aiin	6	7	12	MIDDLE	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	otal	5	1	0	NONE	OPEN	Rohstoffklasse I im Ansatz, kalt am Gradanfang	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	chedor	8	1	0	NONE	OPEN	[chedor:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Portionen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0027	f105v	f105	f105v.30	30	S	B	3	f105v-P009	0	0	SEPARATED	s	aiin	III	3	s aiin	10	11	12	MIDDLE	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	aiin	9	1	0	NONE	OPEN	Menge III	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	sy	12	1	0	NONE	OPEN	Saatgut in Grundform	W2_PROVISIONAL_WORKING	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	drei Drachmen	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0028	f106r	f106	f106r.31	31	S	B	3	f106r-P010	0	1	FUSED	or	aiin	III	3	oraiin	6	6	6	LAST	yshar chkar aiiiky ral cheol oraiin	cheol	5	1	0	NONE	OPEN	trockener Drogenstoff	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	NONE	0	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Mengenform III; Leitkandidat drei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0029	f106r	f106	f106r.40	40	S	B	3	f106r-P014	0	0	SEPARATED	ar	aiin	III	3	ar aiin	2	3	11	MIDDLE	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	shaiin	1	1	0	NONE	OPEN	feucht, Grad III	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	sheey	4	1	0	NONE	OPEN	feucht am Ende des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
G760-E0030	f106v	f106	f106v.8	8	S	B	3	f106v-P002	0	1	FUSED	or	aiin	III	3	oraiin	1	1	5	FIRST	oraiin cheo rol aiin otaiin	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	cheo	2	1	0	DRY|PREPARATION	CONTENT_PREP	trocken angesetzte Zubereitung	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Menge: drei Portionen; Zubereitung: trocken angesetzte Zubereitung	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0031	f106v	f106	f106v.19	19	S	B	3	f106v-P006	0	1	FUSED	s	ain	II	2	sain	9	9	9	LAST	darshy otaiin otal chedy r ain olaiin otaiin sain	otaiin	8	1	0	NONE	OPEN	kalt im Zubereitungsrahmen, Grad III	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0032	f107v	f107	f107v.3	3	S	B	3	f107v-P001	0	0	FUSED	s	ain	II	2	sain	1	1	13	FIRST	sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	ain	2	1	0	NONE	OPEN	Menge-/Klassenwert II	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	zwei Drachmen	zwei gleiche Teile || zwei Unzen	C0_SINGLETON_PAIR	0	0	Mengenform II; Leitkandidat zwei Drachmen; Rivalen zwei gleiche Teile || zwei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0033	f107v	f107	f107v.9	9	S	B	3	f107v-P003	0	0	FUSED	s	aiin	III	3	saiin	1	1	12	FIRST	saiin shey kedy qokain qokedy qokaiin y lkaiin qoky lkal tar aty	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	shey	2	0	0	NONE	EDGE_OR_NONEXACT	feucht in der Mitte des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0034	f107v	f107	f107v.17	17	S	B	3	f107v-P005	0	0	FUSED	s	aiin	III	3	saiin	1	1	11	FIRST	saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	or	2	1	0	NONE	OPEN	Drogenportion	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Drachmen	drei gleiche Teile || drei Unzen	C1_BOUNDARY_REPLICATED	4	0	Mengenform III; Leitkandidat drei Drachmen; Rivalen drei gleiche Teile || drei Unzen	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0035	f107v	f107	f107v.26	26	S	B	3	f107v-P008	0	0	FUSED	or	aiin	III	3	oraiin	1	1	12	FIRST	oraiin sheor qokain cheody qokain otal okaiin olkeeo r ar al oldy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	sheor	2	1	0	MOIST|PART|MATERIAL	CONTENT_PREP	feuchter Drogenteil	W3_SOLID_WORKING_THEORY	GDT734_CLEAN_EXACT_WHOLE_CELL	R	1	drei Portionen	Dosis/Dosen || Teil/Teile	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	Menge: drei Portionen; Stoff: feuchter Drogenteil	EXACT_AMOUNT_PLUS_ONE_CLEAN_CONTENT_CONTACT	0	0	0
G760-E0036	f107v	f107	f107v.33	33	S	B	3	f107v-P010	0	0	FUSED	or	ain	II	2	orain	1	1	11	FIRST	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy	LINE_EDGE	0	0	0	NONE	EDGE_OR_NONEXACT	NONE	NONE	LINE_EDGE	chol	2	1	0	NONE	OPEN	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	GDT758_COMPLETE_WHOLE_OVERRIDE	NONE	0	zwei Portionen	Dosis/Dosen || Teil/Teile	C1_BOUNDARY_SUPPORTED	1	0	Mengenform II; Leitkandidat zwei Portionen; Rivalen Dosis/Dosen || Teil/Teile	FUSED_AMOUNT_CANDIDATE_REFERENCE_OPEN	0	0	0
G760-E0037	f108r	f108	f108r.11	11	S	B	3	f108r-P003	0	0	SEPARATED	ar	aiin	III	3	ar aiin	2	3	11	MIDDLE	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly	teodeey	1	1	0	NONE	OPEN	[teodeey:?]	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	okeey	4	1	0	NONE	OPEN	heißer Ansatz am Ende des Grades	NA	GDT734_CLEAN_EXACT_WHOLE_CELL	NONE	0	drei Anteile	Portion/Portionen || Fraktion/Fraktionen	C2_RECURRENT_BOUNDARY_SUPPORTED	1	0	drei Anteile	EXACT_SEPARATED_AMOUNT_SPAN	0	0	0
