family_id	base_headword_de	joint_tuple_id	surface_family	occurrence_count	event_ids	statement_ids	pages	owner_sequences	neighbor_contexts_de	previous_shared_headword_de	resolved_reading_de	variant_axis	variant_value	decision_class	reason_de
F04_BECKEN	Becken	e2eb77ca9d9e1a8ba29a	qolchey	1	E316	B4-S002	f83r	B4_MAIN_ARCH_LINKED_PAIR	E316:START>länger ansetzen	Becken	Arbeitsbecken	VESSEL_ROLE	WORK	CONTEXTUAL_SUBTYPE	Beginnt eine lokale Ansetzvariante am Hauptpaar.
F05_SPUEL	Spülung	9247e38d29c79a0d2fa5	cheeety	1	E296	B3-S029	f83r	B3_MAIN_ARCH_LINKED_PAIR	E296:fortsetzen>kurz ansetzen; Schluss	Spülung	Vorspülung	PROCESS_ROLE	PRIOR_PASS	CONTEXTUAL_SUBTYPE	Steht nach Fortsetzen und vor dem nächsten Kurzprogramm.
F05_SPUEL	Spülung	d4a31dbcf1ed6d9e5aa9	tshey	1	E212	B2-S015	f82r	B2_LOWER_POOL_EDGE_STATIONS	E212:START>länger ansetzen; Schluss	Spülung	Spülwasser	PROCESS_ROLE	MEDIUM	CONTEXTUAL_SUBTYPE	Besetzt ausdrücklich den Mediumslot.
F06_STELLE	Stelle	5fca8fc3dee57e1d8c1f	lcheey	1	E206	B2-S012	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	E206:länger ansetzen>Sollmaß	Stelle	Körperstelle	OWNER_DOMAIN	FIGURE_POOL	CONTEXTUAL_SUBTYPE	Liegt im Besitzerwechsel zum unteren Mehrfigurenpool.
F06_STELLE	Stelle	c205570c49d4d93c23d3	qolky	1	E146	B1-S014	f81v	B1_SHARED_TWO_ROW_POOL	E146:umsetzen>Auslass	Stelle	Station	OWNER_DOMAIN	APPARATUS_POOL	CONTEXTUAL_SUBTYPE	Liegt im technischen Auslass-/Auffangmodul des gemeinsamen Pools.
F07_TUCH	Tuch	2d2e37ccb2dacc53ee5a	solkaiin	1	E178	B2-S005	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E178:dies dort ansetzen>durchleiten	Tuch	Seihtuch	TOOL_ROLE	FILTER	CONTEXTUAL_SUBTYPE	Steht unmittelbar vor Durchleiten in den oberen Paarbecken.
F07_TUCH	Tuch	53cd0637c6820ba5e91f	dain	2	E327|E379	B4-S005|B6-S001	f83r	B4_MAIN_ARCH_LINKED_PAIR|B6_RIGHT_S_RUN_MULTIPORT_STATION	E327:START>umsetzen|E379:fortsetzen>dieser Posten	Tuch	Tuch	TOOL_ROLE	GENERAL_INSERT	CONTEXTUAL_SUBTYPE	Wird in zwei verschiedenen Stationen allgemein eingelegt.
F08_WARM	warm	1496a731803a9f48d2e1	rol	1	E111	B1-S002	f81v	B1_SHARED_TWO_ROW_POOL	E111:fortsetzen>Badzusatz	warm	weiter warm	THERMAL_STATE	CONTINUING	CONTEXTUAL_SUBTYPE	Trägt zugleich ORDER und STATE im langen Poolprogramm.
F08_WARM	warm	8c97dfde96fbc78e3355	lol	1	E367	B5-S003	f83r	B5_LEFT_OPEN_FRINGE_STATION	E367:fortsetzen>dort umsetzen	warm	warm	THERMAL_STATE	GENERAL	CONTEXTUAL_SUBTYPE	Einfacher warmer Zustand zwischen Fortsetzung und Zielumsetzung.
F08_WARM	warm	cb57b696b815fdef9cb7	shecthy	1	E276	B3-S021	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	E276:dort absetzen>dieser Posten	warm	handwarm	THERMAL_STATE	TOUCH_THRESHOLD	CONTEXTUAL_SUBTYPE	Folgt auf Absetzen und markiert die Berührungsschwelle.
F09_WASCH	waschen	c10aec6d4dd877ec8bd8	choy	1	E084	H5-S002	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E084:Vorposten>Posten ansetzen	waschen	abwaschen	ACTION_SCOPE	OPEN_TARGET_ACTION	CONTEXTUAL_SUBTYPE	Offene Herbal-Handlung an der bezeichneten Stelle.
F09_WASCH	waschen	7f68f60279efe6b28cd7	rshedy	1	E225	B2-S019	f82r	B2_LOWER_POOL_EDGE_STATIONS	E225:START>END	waschen	Waschgang	ACTION_SCOPE	TERMINAL_PROGRAM	TERMINAL_ROUTINE_VARIANT	Alleinstehendes geschlossenes Biological-Programm.
F10_UEBERLAUF	Überlauf	c1913ec4ff84148da6d3	sheckhy	1	E187	B2-S006	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	E187:dort ansetzen>Posten ansetzen	Überlauf	Überlauf	STATION_ID	UPPER_BASINS	STATION_LOCAL_SYNONYM	Lokales Zeichen der oberen Paarbecken-/Zylinderstation.
F10_UEBERLAUF	Überlauf	ecce30bc8dcc400bf2c8	qockhey	1	E350	B4-S014	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	E350:dieser Posten>Wasserlauf schließen; Schluss	Überlauf	Überlauf	STATION_ID	LEFT_FRINGE	STATION_LOCAL_SYNONYM	Lokales Zeichen des linken offenen Fransenpostens.
