edition	paragraph	page	physical_folio	fold	length	locked_tokens	locked_types	informative	baseline_windows	compatible_windows	distinct_compatible_plaintexts	outcome
ZL3b	G807-P0626	f114v	f114	B	28	1	1	False	8405	0	0	FIXED_KEY_CONTRADICTION
ZL3b	G807-P0627	f114v	f114	B	23	0	0	False	103	18	18	COMPATIBLE
ZL3b	G807-P0662	f116r	f116	A	32	9	7	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0012	f4r	f4	A	33	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0014	f4v	f4	A	44	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0034	f10r	f10	B	42	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0036	f10v	f10	B	24	4	1	False	1	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0037	f10v	f10	B	29	4	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0045	f14r	f14	B	34	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0051	f16r	f16	A	29	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0052	f16r	f16	A	21	0	0	False	20145	5632	5626	COMPATIBLE
IT2a	G807-P0053	f16v	f16	A	36	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0054	f16v	f16	A	37	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0061	f18v	f18	B	71	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0065	f20r	f20	A	26	1	1	False	10813	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0066	f20r	f20	A	26	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0067	f20r	f20	A	33	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0068	f20v	f20	A	35	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0074	f22r	f22	B	30	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0086	f24v	f24	A	33	0	0	False	4494	772	772	COMPATIBLE
IT2a	G807-P0087	f24v	f24	A	47	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0096	f28v	f28	A	22	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0097	f28v	f28	A	20	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0104	f30r	f30	B	52	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0106	f30v	f30	B	63	7	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0111	f32r	f32	A	46	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0119	f34v	f34	B	53	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0120	f34v	f34	B	62	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0124	f36r	f36	A	22	1	1	False	17766	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0127	f36v	f36	A	39	4	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0143	f40v	f40	A	50	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0148	f42r	f42	B	28	1	1	False	45	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0159	f44r	f44	A	26	1	1	False	10813	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0160	f44r	f44	A	22	1	1	False	17766	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0161	f44r	f44	A	27	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0162	f44v	f44	A	25	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0163	f44v	f44	A	34	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0170	f46r	f46	B	57	9	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0171	f46r	f46	B	37	5	5	True	6	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0172	f46r	f46	B	22	0	0	False	98	20	20	COMPATIBLE
IT2a	G807-P0173	f46r	f46	B	30	2	2	True	6570	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0174	f46r	f46	B	11	0	0	False	1271	750	749	COMPATIBLE
IT2a	G807-P0180	f48r	f48	A	89	3	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0195	f52v	f52	A	35	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0198	f54v	f54	B	90	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0206	f56v	f56	A	54	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0207	f58r	f58	B	138	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0208	f58r	f58	B	93	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0209	f58r	f58	B	136	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0210	f58v	f58	B	215	8	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0211	f58v	f58	B	57	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0212	f58v	f58	B	43	5	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0213	f58v	f58	B	50	4	4	True	493	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0214	f66r	f66	B	58	6	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0216	f66r	f66	B	37	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0217	f66r	f66	B	31	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0218	f66r	f66	B	112	5	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0219	f66v	f66	B	42	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0220	f66v	f66	B	25	0	0	False	70	11	11	COMPATIBLE
IT2a	G807-P0232	f76r	f76	A	58	8	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0233	f76r	f76	A	74	11	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0234	f76r	f76	A	57	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0235	f76v	f76	A	91	10	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0236	f76v	f76	A	58	9	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0237	f76v	f76	A	86	13	8	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0238	f76v	f76	A	86	11	8	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0239	f76v	f76	A	25	5	4	True	2	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0240	f76v	f76	A	54	8	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0247	f78r	f78	B	171	11	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0248	f78r	f78	B	116	13	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0249	f78v	f78	B	175	18	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0250	f78v	f78	B	117	8	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0267	f80r	f80	A	53	7	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0268	f80r	f80	A	64	5	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0269	f80r	f80	A	52	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0270	f80r	f80	A	68	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0271	f80v	f80	A	47	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0272	f80v	f80	A	61	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0273	f80v	f80	A	44	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0274	f80v	f80	A	33	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0275	f80v	f80	A	37	7	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0276	f80v	f80	A	26	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0277	f80v	f80	A	69	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0278	f80v	f80	A	61	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0284	f82r	f82	B	77	15	9	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0285	f82r	f82	B	126	22	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0286	f82v	f82	B	57	8	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0287	f82v	f82	B	37	3	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0288	f82v	f82	B	51	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0289	f82v	f82	B	62	4	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0290	f82v	f82	B	40	7	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0291	f82v	f82	B	51	6	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0315	f86v3	f86	B	55	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0319	f86v3	f86	B	50	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0320	f86v3	f86	B	49	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0321	f86v5	f86	B	62	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0322	f86v5	f86	B	53	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0323	f86v5	f86	B	60	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0324	f86v5	f86	B	75	5	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0325	f86v5	f86	B	131	7	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0326	f86v6	f86	B	131	8	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0327	f86v6	f86	B	73	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0328	f86v6	f86	B	112	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0329	f86v6	f86	B	163	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0334	f88r	f88	A	46	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0335	f88r	f88	A	40	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0338	f88v	f88	A	48	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0339	f88v	f88	A	46	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0371	f100r	f100	A	36	3	2	True	3	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0372	f100r	f100	A	56	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0373	f100v	f100	A	76	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0374	f102r1	f102	B	29	1	1	False	7415	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0377	f102v1	f102	B	71	7	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0412	f104r	f104	A	41	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0413	f104r	f104	A	49	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0414	f104r	f104	A	20	1	1	False	22896	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0415	f104r	f104	A	41	2	2	True	7	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0416	f104r	f104	A	25	2	2	True	12232	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0417	f104r	f104	A	29	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0418	f104r	f104	A	50	4	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0419	f104r	f104	A	32	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0420	f104r	f104	A	41	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0421	f104r	f104	A	19	3	3	True	245	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0422	f104r	f104	A	25	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0423	f104r	f104	A	35	0	0	False	18	1	1	COMPATIBLE
IT2a	G807-P0424	f104r	f104	A	31	4	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0425	f104v	f104	A	50	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0426	f104v	f104	A	24	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0427	f104v	f104	A	44	3	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0428	f104v	f104	A	31	1	1	False	27	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0429	f104v	f104	A	41	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0430	f104v	f104	A	31	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0431	f104v	f104	A	48	3	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0432	f104v	f104	A	22	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0433	f104v	f104	A	31	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0434	f104v	f104	A	34	1	1	False	4	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0435	f104v	f104	A	16	1	1	False	38929	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0436	f104v	f104	A	48	7	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0437	f104v	f104	A	38	10	7	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0458	f106r	f106	B	28	3	2	True	14	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0459	f106r	f106	B	42	2	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0460	f106r	f106	B	17	1	1	False	34056	41	41	COMPATIBLE
IT2a	G807-P0461	f106r	f106	B	26	5	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0462	f106r	f106	B	20	2	2	True	202	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0463	f106r	f106	B	28	3	3	True	1	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0464	f106r	f106	B	37	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0465	f106r	f106	B	20	2	2	True	152	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0466	f106r	f106	B	22	1	1	False	17766	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0468	f106r	f106	B	19	2	2	True	26107	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0469	f106r	f106	B	15	1	1	False	44553	49	49	COMPATIBLE
IT2a	G807-P0470	f106r	f106	B	13	0	0	False	58158	26102	26059	COMPATIBLE
IT2a	G807-P0471	f106r	f106	B	39	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0472	f106r	f106	B	55	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0473	f106v	f106	B	45	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0474	f106v	f106	B	39	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0475	f106v	f106	B	18	0	0	False	29795	9852	9838	COMPATIBLE
IT2a	G807-P0476	f106v	f106	B	42	2	2	True	7	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0477	f106v	f106	B	27	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0478	f106v	f106	B	19	1	1	False	282	3	3	COMPATIBLE
IT2a	G807-P0479	f106v	f106	B	16	0	0	False	38929	14490	14468	COMPATIBLE
IT2a	G807-P0480	f106v	f106	B	37	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0481	f106v	f106	B	19	2	2	True	26107	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0482	f106v	f106	B	36	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0483	f106v	f106	B	19	2	1	False	232	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0484	f106v	f106	B	27	2	2	True	2	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0485	f106v	f106	B	26	4	3	True	48	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0486	f106v	f106	B	20	2	2	True	22896	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0487	f106v	f106	B	59	12	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0517	f108r	f108	A	39	3	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0518	f108r	f108	A	35	7	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0519	f108r	f108	A	63	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0520	f108r	f108	A	28	7	6	True	42	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0521	f108r	f108	A	38	7	5	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0522	f108r	f108	A	26	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0523	f108r	f108	A	50	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0524	f108r	f108	A	17	1	1	False	34056	3	3	COMPATIBLE
IT2a	G807-P0525	f108r	f108	A	36	6	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0526	f108r	f108	A	19	1	1	False	26107	252	250	COMPATIBLE
IT2a	G807-P0527	f108r	f108	A	18	5	5	True	29795	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0528	f108r	f108	A	59	9	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0529	f108r	f108	A	32	5	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0530	f108r	f108	A	31	5	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0531	f108v	f108	A	41	4	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0532	f108v	f108	A	20	3	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0533	f108v	f108	A	53	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0534	f108v	f108	A	31	9	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0535	f108v	f108	A	46	6	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0536	f108v	f108	A	116	14	8	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0537	f108v	f108	A	263	49	11	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0552	f112r	f112	A	78	9	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0553	f112r	f112	A	34	7	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0555	f112r	f112	A	33	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0556	f112r	f112	A	34	3	2	True	6	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0557	f112r	f112	A	36	6	5	True	11	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0558	f112r	f112	A	30	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0559	f112r	f112	A	26	4	3	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0560	f112r	f112	A	19	2	2	True	190	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0561	f112r	f112	A	28	1	1	False	8405	1	1	COMPATIBLE
IT2a	G807-P0563	f112v	f112	A	52	5	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0564	f112v	f112	A	28	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0565	f112v	f112	A	35	4	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0566	f112v	f112	A	45	7	6	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0567	f112v	f112	A	24	2	2	True	86	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0568	f112v	f112	A	35	4	4	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0569	f112v	f112	A	28	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0570	f112v	f112	A	15	0	0	False	536	244	244	COMPATIBLE
IT2a	G807-P0571	f112v	f112	A	34	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0572	f112v	f112	A	33	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0573	f112v	f112	A	24	6	5	True	98	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0574	f112v	f112	A	31	1	1	False	5795	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0575	f112v	f112	A	31	1	1	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0607	f114r	f114	B	21	0	0	False	20145	5632	5626	COMPATIBLE
IT2a	G807-P0608	f114r	f114	B	41	5	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0609	f114r	f114	B	28	3	2	True	47	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0610	f114r	f114	B	26	2	2	True	10813	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0611	f114r	f114	B	55	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0612	f114r	f114	B	29	2	2	True	51	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0613	f114r	f114	B	18	0	0	False	311	126	126	COMPATIBLE
IT2a	G807-P0614	f114r	f114	B	44	3	3	True	3	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0615	f114r	f114	B	45	3	3	True	3	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0616	f114r	f114	B	29	2	2	True	3	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0617	f114r	f114	B	42	0	0	False	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0618	f114r	f114	B	29	4	3	True	31	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0619	f114r	f114	B	40	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0620	f114v	f114	B	48	3	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0621	f114v	f114	B	20	1	1	False	22896	1	1	COMPATIBLE
IT2a	G807-P0622	f114v	f114	B	27	2	2	True	0	0	0	NO_BASELINE_PATTERN_WINDOW
IT2a	G807-P0623	f114v	f114	B	25	1	1	False	49	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0624	f114v	f114	B	38	2	2	True	2	0	0	FIXED_KEY_CONTRADICTION
IT2a	G807-P0625	f114v	f114	B	13	0	0	False	58158	26102	26059	COMPATIBLE
