global_running_event_id	global_statement_id	card_ordinal_in_statement	physical_page	register	owner_class	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	template	imperative_clause_de	owner_local_atom_reading_de	portable_back_projection_de	roundtrip_exact
G407-E0011	G407-S001	11	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	sory	S+OR+Y	S	NONE	OR|Y	NONE	ACTION_ARGUMENT	Wähle die Eintragseinheit und den laufenden Eintrag.	AUSWÄHLEN · EINTRAGSEINHEIT · LAUFENDER EINTRAG	WÄHLEN · EINHEIT · POSTEN	YES
G407-E0012	G407-S001	12	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	ckhar	CH+K+AR	CH|K	NONE	NONE	Y	MULTI_ACTION	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	ENTNEHMEN · ZUORDNEN · AUSGANGSZEILE	NEHMEN · GEBEN · AUSGANG	YES
G407-E0013	G407-S001	13	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	or	OR	NONE	K	OR	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang ordne die Eintragseinheit zu.	EINTRAGSEINHEIT	EINHEIT	YES
G407-E0014	G407-S001	14	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	y	Y	NONE	K	Y	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang ordne den laufenden Eintrag zu.	LAUFENDER EINTRAG	POSTEN	YES
G407-E0015	G407-S001	15	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	kair	K+AIR	K	NONE	NONE	Y	ACTION_RELATION	Ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn.	ZUORDNEN · LESEBAHN	GEBEN · BAHN	YES
G407-E0016	G407-S001	16	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	chtaiin	CH+T+AIIN	CH|T	NONE	AIIN	NONE	MULTI_ACTION	Entnimm den Kennwert und lege den Kennwert fest.	ENTNEHMEN · FESTLEGEN · KENNWERT	NEHMEN · EINSTELLEN · WERT	YES
G407-E0017	G407-S001	17	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	shar	SH+AR	SH	NONE	NONE	AIIN	ACTION_RELATION	Halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	FESTHALTEN · AUSGANGSZEILE	HALTEN · AUSGANG	YES
G407-E0018	G407-S001	18	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	ase	A_ADDR+S+E	S	NONE	NONE	AIIN	GRADED_ACTION	Wähle den Kennwert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	HIER · AUSWÄHLEN · GRAD I	HIER · WÄHLEN · GRAD I	YES
G407-E0019	G407-S001	19	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	CH|T	NONE	NONE	AIIN	MULTI_ACTION	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	ENTNEHMEN · FESTLEGEN · AUSGANGSZEILE	NEHMEN · EINSTELLEN · AUSGANG	YES
G407-E0020	G407-S001	20	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	CH|T	NONE	NONE	AIIN	MULTI_ACTION	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	ENTNEHMEN · FESTLEGEN · AUSGANGSZEILE	NEHMEN · EINSTELLEN · AUSGANG	YES
G407-E0021	G407-S001	21	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	dan	AIN	NONE	T	AIN	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang lege den Teilwert fest.	TEILWERT	ANTEIL	YES
G407-E0022	G407-S001	22	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	syaiir	S+Y+IIN+R	S|R	NONE	Y	NONE	MULTI_ACTION	Wähle den laufenden Eintrag und kennzeichne den laufenden Eintrag; auf der bezeichneten Stufe.	AUSWÄHLEN · LAUFENDER EINTRAG · STUFE · KENNZEICHNEN	WÄHLEN · POSTEN · STUFE · MARKIEREN	YES
G407-E0023	G407-S001	23	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	sheky	SH+E+K+Y	SH|K	NONE	Y	NONE	MULTI_ACTION	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.	FESTHALTEN · GRAD I · ZUORDNEN · LAUFENDER EINTRAG	HALTEN · GRAD I · GEBEN · POSTEN	YES
G407-E0024	G407-S001	24	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	or	OR	NONE	K	OR	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang ordne die Eintragseinheit zu.	EINTRAGSEINHEIT	EINHEIT	YES
G407-E0025	G407-S001	25	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	K	NONE	Y|AIIN	NONE	ACTION_ARGUMENT	Ordne den laufenden Eintrag und den Kennwert zu.	LAUFENDER EINTRAG · ZUORDNEN · KENNWERT	POSTEN · GEBEN · WERT	YES
G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	SH	NONE	NONE	AIIN	ACTION_ONLY	Halte den Kennwert [wie zuvor] fest; als Ausführung; an der bezeichneten Stelle.	FESTHALTEN · AUSFÜHRUNG · HIER	HALTEN · AUSFÜHRUNG · HIER	YES
G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	CH|T	NONE	Y	NONE	MULTI_ACTION	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung.	ENTNEHMEN · FESTLEGEN · AUSFÜHRUNG · AUSGANGSZEILE · LAUFENDER EINTRAG	NEHMEN · EINSTELLEN · AUSFÜHRUNG · AUSGANG · POSTEN	YES
G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	CH|T|S	NONE	NONE	Y	MULTI_ACTION	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	ENTNEHMEN · FESTLEGEN · GRAD I · AUSWÄHLEN	NEHMEN · EINSTELLEN · GRAD I · WÄHLEN	YES
G407-E0029	G407-S001	29	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	NONE	S	AIIN	NONE	INHERITED_RELATION	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der bezeichneten Stelle.	HIER · AUSGANGSZEILE · KENNWERT	HIER · AUSGANG · WERT	YES
G407-E0030	G407-S001	30	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	sy	Y	NONE	S	Y	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang wähle den laufenden Eintrag.	LAUFENDER EINTRAG	POSTEN	YES
G407-E0031	G407-S001	31	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	S	NONE	NONE	Y	GRADED_ACTION	Wähle den laufenden Eintrag [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	AUSWÄHLEN · AUSFÜHRUNG · STUFE	WÄHLEN · AUSFÜHRUNG · STUFE	YES
G407-E0032	G407-S001	32	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	NONE	S	Y	NONE	INHERITED_GRADE	Danach im laufenden Gang wähle den laufenden Eintrag; auf Grad II.	NÄCHSTER EINTRAG · GRAD II · LAUFENDER EINTRAG	DANACH · GRAD II · POSTEN	YES
G407-E0033	G407-S001	33	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	NONE	S	NONE	Y	INHERITED_GRADE	Danach im laufenden Gang wähle den laufenden Eintrag [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NÄCHSTER EINTRAG · GRAD I · AUSFÜHRUNG · HIER	DANACH · GRAD I · AUSFÜHRUNG · HIER	YES
G407-E0034	G407-S001	34	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	R	NONE	Y	NONE	ORDERED_ACTION	Weiter und danach kennzeichne den laufenden Eintrag.	KENNZEICHNEN · WEITERFÜHREN · NÄCHSTER EINTRAG · LAUFENDER EINTRAG	MARKIEREN · FORTSETZEN · DANACH · POSTEN	YES
G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	CH|T	NONE	NONE	Y	MULTI_ACTION	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; von der Ausgangszeile; mit der lokalen Variante.	ENTNEHMEN · FESTLEGEN · VARIANTE · AUSGANGSZEILE	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	YES
G407-E0036	G407-S001	36	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	daiin	AIIN	NONE	T	AIIN	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang lege den Kennwert fest.	KENNWERT	WERT	YES
G407-E0037	G407-S001	37	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	OK	NONE	AIIN	NONE	ACTION_ARGUMENT	Trage den Kennwert ein.	EINTRAGEN · KENNWERT	SETZEN · WERT	YES
G407-E0038	G407-S001	38	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	or	OR	NONE	OK	OR	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang trage die Eintragseinheit ein.	EINTRAGSEINHEIT	EINHEIT	YES
G407-E0039	G407-S001	39	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	okan	OK+AN	OK	NONE	NONE	OR	ACTION_ONLY	Trage die Eintragseinheit [wie zuvor] ein; in der bezeichneten Klasse.	EINTRAGEN · KLASSE	SETZEN · KLASSE	YES
G407-E0040	G407-S001	40	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	sair	S+AIR	S	NONE	NONE	OR	ACTION_RELATION	Wähle die Eintragseinheit [wie zuvor]; entlang der Lesebahn.	AUSWÄHLEN · LESEBAHN	WÄHLEN · BAHN	YES
G407-E0041	G407-S001	41	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	y	Y	NONE	S	Y	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang wähle den laufenden Eintrag.	LAUFENDER EINTRAG	POSTEN	YES
G407-E0042	G407-S001	42	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	chear	CH+E+AR	CH	NONE	NONE	Y	GRADED_ACTION	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; auf Grad I.	ENTNEHMEN · GRAD I · AUSGANGSZEILE	NEHMEN · GRAD I · AUSGANG	YES
G407-E0043	G407-S001	43	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	CH|T	NONE	AIIN	NONE	MULTI_ACTION	Entnimm den Kennwert und lege den Kennwert fest.	ENTNEHMEN · FESTLEGEN · KENNWERT	NEHMEN · EINSTELLEN · WERT	YES
G407-E0044	G407-S001	44	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	CH|P	NONE	NONE	AIIN	MULTI_ACTION	Entnimm den Kennwert [wie zuvor] und setze den Kennwert [wie zuvor] ein; von der Ausgangszeile.	ENTNEHMEN · IN EINTRAG EINSETZEN · AUSGANGSZEILE	NEHMEN · EINSETZEN · AUSGANG	YES
G407-E0045	G407-S001	45	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	CH	NONE	AIIN	NONE	ACTION_ARGUMENT	Entnimm den Kennwert; an der bezeichneten Stelle.	ENTNEHMEN · HIER · KENNWERT	NEHMEN · HIER · WERT	YES
G407-E0046	G407-S001	46	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	SH	NONE	Y|Y	NONE	ACTION_ARGUMENT_RELATION	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; von der Ausgangszeile; an der bezeichneten Stelle, an der bezeichneten Stelle und mit der lokalen Variante.	LAUFENDER EINTRAG · HIER · AUSGANGSZEILE · HIER · VARIANTE · FESTHALTEN · LAUFENDER EINTRAG	POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	YES
G407-E0047	G407-S002	1	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	NONE	NONE	NONE	NONE	CONTROL_ONLY	Von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	AUSFÜHRUNG · HIER · AUSGANGSZEILE	AUSFÜHRUNG · HIER · AUSGANG	YES
G407-E0048	G407-S002	2	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	shol	SH+OL	SH	NONE	NONE	NONE	ORDERED_ACTION	Weiter halte fest.	FESTHALTEN · WEITERFÜHREN	HALTEN · FORTSETZEN	YES
G407-E0049	G407-S002	3	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	CH|P	NONE	Y	NONE	MULTI_ACTION	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; als Ausführung.	ENTNEHMEN · IN EINTRAG EINSETZEN · AUSFÜHRUNG · LAUFENDER EINTRAG	NEHMEN · EINSETZEN · AUSFÜHRUNG · POSTEN	YES
G407-E0050	G407-S002	4	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	NONE	P	Y	NONE	INHERITED_RELATION	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	AUSFÜHRUNG · LAUFENDER EINTRAG · HIER · AUSGANGSZEILE	AUSFÜHRUNG · POSTEN · HIER · AUSGANG	YES
G407-E0051	G407-S002	5	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	sh	SH	SH	NONE	NONE	Y	ACTION_ONLY	Halte den laufenden Eintrag [wie zuvor] fest.	FESTHALTEN	HALTEN	YES
G407-E0052	G407-S002	6	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	s	S	S	NONE	NONE	Y	ACTION_ONLY	Wähle den laufenden Eintrag [wie zuvor].	AUSWÄHLEN	WÄHLEN	YES
G407-E0053	G407-S002	7	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	CH	NONE	AIIN	NONE	ACTION_ARGUMENT	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	ENTNEHMEN · HIER · AUSFÜHRUNG · KENNWERT	NEHMEN · HIER · AUSFÜHRUNG · WERT	YES
G407-E0054	G407-S002	8	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	SH	NONE	Y	NONE	ACTION_ARGUMENT_RELATION	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	FESTHALTEN · AUSFÜHRUNG · HIER · AUSGANGSZEILE · LAUFENDER EINTRAG	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · POSTEN	YES
G407-E0055	G407-S002	9	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	SH	NONE	Y|Y	NONE	GRADED_ACTION	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.	LAUFENDER EINTRAG · FESTHALTEN · GRAD I · LAUFENDER EINTRAG	POSTEN · HALTEN · GRAD I · POSTEN	YES
G407-E0056	G407-S002	10	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	shody	SH+O+DY	SH	NONE	NONE	Y	ACTION_ONLY	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.	FESTHALTEN · AUSFÜHRUNG · SCHLUSS	HALTEN · AUSFÜHRUNG · SCHLUSS	YES
G407-E0057	G407-S003	1	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	OK|CH	NONE	Y	NONE	MULTI_ACTION	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.	EINTRAGEN · ENTNEHMEN · AUSFÜHRUNG · LAUFENDER EINTRAG	SETZEN · NEHMEN · AUSFÜHRUNG · POSTEN	YES
G407-E0058	G407-S003	2	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	CH	NONE	NONE	Y	ORDERED_ACTION	Danach und weiter entnimm den laufenden Eintrag [wie zuvor].	NÄCHSTER EINTRAG · ENTNEHMEN · WEITERFÜHREN	DANACH · NEHMEN · FORTSETZEN	YES
G407-E0059	G407-S003	3	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	CH|CH|T	NONE	Y	NONE	MULTI_ACTION	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.	ENTNEHMEN · AUSFÜHRUNG · ENTNEHMEN · FESTLEGEN · LAUFENDER EINTRAG	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	YES
G407-E0060	G407-S003	4	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	os	OS	NONE	T	NONE	Y	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.	VORBEZUG	VORBEZUG	YES
G407-E0061	G407-S003	5	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	chy	Y	NONE	T	Y	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang lege den laufenden Eintrag fest.	LAUFENDER EINTRAG	POSTEN	YES
G407-E0062	G407-S003	6	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	dain	AIN	NONE	T	AIN	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang lege den Teilwert fest.	TEILWERT	ANTEIL	YES
G407-E0063	G407-S003	7	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	chor	CH+OR	CH	NONE	OR	NONE	ACTION_ARGUMENT	Entnimm die Eintragseinheit.	ENTNEHMEN · EINTRAGSEINHEIT	NEHMEN · EINHEIT	YES
G407-E0064	G407-S003	8	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	kos	K+O+S	K|S	NONE	NONE	OR	MULTI_ACTION	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.	ZUORDNEN · AUSFÜHRUNG · AUSWÄHLEN	GEBEN · AUSFÜHRUNG · WÄHLEN	YES
G407-E0065	G407-S003	9	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	daiin	AIIN	NONE	S	AIIN	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang wähle den Kennwert.	KENNWERT	WERT	YES
G407-E0066	G407-S003	10	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	shos	SH+O+S	SH|S	NONE	NONE	AIIN	MULTI_ACTION	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.	FESTHALTEN · AUSFÜHRUNG · AUSWÄHLEN	HALTEN · AUSFÜHRUNG · WÄHLEN	YES
G407-E0067	G407-S003	11	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	CH	NONE	NONE	AIIN	ORDERED_ACTION	Weiter entnimm den Kennwert [wie zuvor]; an der bezeichneten Stelle.	ENTNEHMEN · HIER · WEITERFÜHREN	NEHMEN · HIER · FORTSETZEN	YES
G407-E0068	G407-S003	12	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	shody	SH+O+DY	SH	NONE	NONE	AIIN	ACTION_ONLY	Halte den Kennwert [wie zuvor] fest; als Ausführung; schließe den Schritt.	FESTHALTEN · AUSFÜHRUNG · SCHLUSS	HALTEN · AUSFÜHRUNG · SCHLUSS	YES
G407-E0069	G407-S004	1	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	dain	AIN	NONE	SH	AIN	NONE	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang halte den Teilwert fest.	TEILWERT	ANTEIL	YES
G407-E0070	G407-S004	2	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	os	OS	NONE	SH	NONE	AIN	INHERITED_ARGUMENT_OR_CONTROL	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.	VORBEZUG	VORBEZUG	YES
G407-E0071	G407-S004	3	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	T	NONE	NONE	AIN	GRADED_ACTION	Lege den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung; schließe den Schritt.	FESTLEGEN · GRAD I · AUSFÜHRUNG · SCHLUSS	EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	YES
G407-E0072	G407-S005	1	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_C	ydain	Y+AIN	NONE	NONE	Y|AIN	NONE	CONTROL_ONLY	Bezug: den laufenden Eintrag und den Teilwert.	LAUFENDER EINTRAG · TEILWERT	POSTEN · ANTEIL	YES
G407-E0073	G407-S005	2	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	CH|P|S	NONE	AIIN	NONE	MULTI_ACTION	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.	ENTNEHMEN · IN EINTRAG EINSETZEN · GRAD I · AUSWÄHLEN · KENNWERT	NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT	YES
