master_card_id	master_form	registered_surfaces	event_count	observed_surfaces	canonical_exact	five_rule_exact	net_exact_match_change	triggered_rules	residual_events
MC041	okchol	okchol	1	okchol	1	1	0	NONE	0
MC042	cheedar	cheedar	1	cheedar	1	1	0	NONE	0
MC043	shecthedchy	shecthedchy	1	shecthedchy	1	1	0	NONE	0
MC044	qokar	qokar	1	qokar	1	1	0	NONE	0
MC045	olkeedy	olkeedy|solkeedy	3	olkeedy|solkeedy	2	2	0	NONE	1
MC046	raly	raly	1	raly	1	1	0	NONE	0
MC047	ykain	ykain	1	ykain	1	1	0	NONE	0
MC048	kaiiin	kaiiin	1	kaiiin	1	1	0	NONE	0
MC049	schoal	schoal	1	schoal	1	1	0	NONE	0
MC050	solkey	solkey	1	solkey	1	1	0	NONE	0
MC051	lchedal	lchedal	1	lchedal	1	1	0	NONE	0
MC052	qekey	qekey	1	qekey	1	1	0	NONE	0
MC053	otol	otol	1	otol	1	1	0	NONE	0
MC054	qokaly	qokaly	1	qokaly	1	1	0	NONE	0
MC055	char	char|dar|sar	5	char|dar|sar	2	2	0	NONE	3
MC056	ral	ral	1	ral	1	1	0	NONE	0
MC057	otchedy	otchedy|qotchedy	2	otchedy|qotchedy	1	1	0	NONE	1
MC058	sheckhal	sheckhal	1	sheckhal	1	1	0	NONE	0
MC059	dain	dain	2	dain	2	2	0	NONE	0
MC060	otaiin	otaiin|sotaiin	3	otaiin|sotaiin	2	2	0	NONE	1
MC061	sshkchdy	sshkchdy	1	sshkchdy	1	1	0	NONE	0
MC062	shoyty	shoyty	1	shoyty	1	1	0	NONE	0
MC063	oteey	oteey	2	oteey	2	2	0	NONE	0
MC064	chedchy	chedchy	1	chedchy	1	1	0	NONE	0
MC065	ls	ls	1	ls	1	1	0	NONE	0
MC066	lcheey	lcheey	1	lcheey	1	1	0	NONE	0
MC067	otchdy	otchdy	1	otchdy	1	1	0	NONE	0
MC068	sotodan	sotodan	1	sotodan	1	1	0	NONE	0
MC069	otytchol	otytchol	1	otytchol	1	1	0	NONE	0
MC070	pchedy	pchedy	1	pchedy	1	1	0	NONE	0
MC071	dchey	dchey	1	dchey	1	1	0	NONE	0
MC072	orain	orain	1	orain	1	1	0	NONE	0
MC073	qcthey	qcthey|shcthey	2	qcthey|shcthey	1	1	0	NONE	1
MC074	chdy	chdy|chedy	11	chdy|chedy	1	1	0	NONE	10
MC075	ycheor	ycheor	1	ycheor	1	1	0	NONE	0
MC076	dsheol	dsheol	1	dsheol	1	1	0	NONE	0
MC077	kchal	kchal	1	kchal	1	1	0	NONE	0
MC078	olsaly	olsaly	1	olsaly	1	1	0	NONE	0
MC079	daldy	daldy	1	daldy	1	1	0	NONE	0
MC080	chor	chor|or|shor|sor	7	chor|or|shor|sor	3	4	1	R4	3
MC081	okair	okair	1	okair	1	1	0	NONE	0
MC082	qokeedy	qokeedy	10	qokeedy	10	10	0	NONE	0
MC083	qokedy	qokedy	8	qokedy	8	8	0	NONE	0
MC084	rshedy	rshedy	1	rshedy	1	1	0	NONE	0
MC085	cheoar	cheoar	1	cheoar	1	1	0	NONE	0
MC086	chety	chety|chty	2	chety|chty	1	1	0	NONE	1
MC087	chodaiin	chodaiin	1	chodaiin	1	1	0	NONE	0
MC088	qokchdy	qokchdy	3	qokchdy	3	3	0	NONE	0
MC089	skar	skar	1	skar	1	1	0	NONE	0
MC090	kchol	kchol	1	kchol	1	1	0	NONE	0
MC091	dairydy	dairydy	1	dairydy	1	1	0	NONE	0
MC092	lol	lol	1	lol	1	1	0	NONE	0
MC093	otal	otal|qotal	3	otal|qotal	1	2	1	R1	1
MC094	cheeety	cheeety	1	cheeety	1	1	0	NONE	0
MC095	sheey	sheey	1	sheey	1	1	0	NONE	0
MC096	qokeedal	qokeedal	1	qokeedal	1	1	0	NONE	0
MC097	olkain	olkain|qolkain	2	olkain|qolkain	1	1	0	NONE	1
MC098	tshol	tshol	1	tshol	1	1	0	NONE	0
MC099	cheeckhody	cheeckhody	1	cheeckhody	1	1	0	NONE	0
MC100	ody	ody	1	ody	1	1	0	NONE	0
MC101	ldalor	ldalor	1	ldalor	1	1	0	NONE	0
MC102	rsheal	rsheal	1	rsheal	1	1	0	NONE	0
MC103	chokchy	chokchy|okchy|qokchy	3	chokchy|okchy|qokchy	1	1	0	NONE	2
MC104	keol	keol	1	keol	1	1	0	NONE	0
MC105	chkain	chkain|kain	3	chkain|kain	1	1	0	NONE	2
MC106	teol	teol	1	teol	1	1	0	NONE	0
MC107	qotchy	qotchy	1	qotchy	1	1	0	NONE	0
MC108	etyd	etyd	1	etyd	1	1	0	NONE	0
MC109	ytey	ytey	1	ytey	1	1	0	NONE	0
MC110	chkeedy	chkeedy	1	chkeedy	1	1	0	NONE	0
MC111	shfydaiin	shfydaiin	1	shfydaiin	1	1	0	NONE	0
MC112	octheol	octheol	1	octheol	1	1	0	NONE	0
MC113	shedal	shedal	2	shedal	2	2	0	NONE	0
MC114	sh	sh	1	sh	1	1	0	NONE	0
MC115	qoctholy	qoctholy	1	qoctholy	1	1	0	NONE	0
MC116	schedair	schedair	1	schedair	1	1	0	NONE	0
MC117	kchy	kchy	1	kchy	1	1	0	NONE	0
MC118	ly	ly	1	ly	1	1	0	NONE	0
MC119	cheey	cheey|shey	4	cheey|shey	2	2	0	NONE	2
MC120	okaiin	okaiin|qokaiin	9	okaiin|qokaiin	1	2	1	R1	7
MC121	otar	otar	1	otar	1	1	0	NONE	0
MC122	kchey	kchey	1	kchey	1	1	0	NONE	0
MC123	chey	chey|chy|dy|shy|sy|y	18	chey|chy|dy|shy|sy|y	7	7	0	NONE	11
MC124	lkedy	lkedy	1	lkedy	1	1	0	NONE	0
MC125	chochor	chochor	1	chochor	1	1	0	NONE	0
MC126	pchedal	pchedal	1	pchedal	1	1	0	NONE	0
MC127	lched	lched	1	lched	1	1	0	NONE	0
MC128	cheedy	cheedy|shedy|tedy	12	cheedy|shedy|tedy	1	8	7	R5	4
MC129	cfhy	cfhy	1	cfhy	1	1	0	NONE	0
MC130	lsho	lsho	1	lsho	1	1	0	NONE	0
MC131	choy	choy	1	choy	1	1	0	NONE	0
MC132	sheckhy	sheckhy	1	sheckhy	1	1	0	NONE	0
MC133	lcheckhedy	lcheckhedy	1	lcheckhedy	1	1	0	NONE	0
MC134	qolky	qolky	1	qolky	1	1	0	NONE	0
MC135	otedy	otedy	2	otedy	2	2	0	NONE	0
MC136	kchoar	kchoar	1	kchoar	1	1	0	NONE	0
MC137	shecthy	shecthy	1	shecthy	1	1	0	NONE	0
MC138	dshedy	dshedy	1	dshedy	1	1	0	NONE	0
MC139	dchdy	dchdy	1	dchdy	1	1	0	NONE	0
MC140	qokeeedy	qokeeedy	1	qokeeedy	1	1	0	NONE	0
MC141	tshey	tshey	1	tshey	1	1	0	NONE	0
MC142	dchol	dchol|schol	2	dchol|schol	1	1	0	NONE	1
MC143	shckhedy	shckhedy	3	shckhedy	3	3	0	NONE	0
MC144	chldaiin	chldaiin	1	chldaiin	1	1	0	NONE	0
MC145	chedain	chedain	1	chedain	1	1	0	NONE	0
MC146	chealror	chealror	1	chealror	1	1	0	NONE	0
MC147	cheky	cheky	3	cheky	3	3	0	NONE	0
MC148	ykan	ykan	1	ykan	1	1	0	NONE	0
MC149	solshedy	solshedy	1	solshedy	1	1	0	NONE	0
MC150	okeeol	okeeol	1	okeeol	1	1	0	NONE	0
MC151	qokshedy	qokshedy	1	qokshedy	1	1	0	NONE	0
MC152	ches	ches	1	ches	1	1	0	NONE	0
MC153	cheol	cheol|chol|ol|qol|sol|tol	19	cheol|chol|ol|qol|sol|tol	1	2	1	R4	17
MC154	al	al|chal|cheal|dal|sal|tal	10	al|chal|cheal|dal|sal|tal	1	1	0	R3	9
MC155	lchedy	lchedy	8	lchedy	8	8	0	NONE	0
MC156	cphy	cphy	1	cphy	1	1	0	NONE	0
MC157	cholor	cholor|olor	2	cholor|olor	1	1	0	NONE	1
MC158	cthoor	cthoor	1	cthoor	1	1	0	NONE	0
MC159	os	os	1	os	1	1	0	NONE	0
MC160	talam	talam	1	talam	1	1	0	NONE	0
MC161	checthy	checthy|cthy|shcthy	7	checthy|cthy|shcthy	2	2	0	NONE	5
MC162	qolchey	qolchey	1	qolchey	1	1	0	NONE	0
MC163	qotchol	qotchol	1	qotchol	1	1	0	NONE	0
MC164	qokylddy	qokylddy	1	qokylddy	1	1	0	NONE	0
MC165	qockhey	qockhey	1	qockhey	1	1	0	NONE	0
MC166	chkeey	chkeey	1	chkeey	1	1	0	NONE	0
MC167	lochedy	lochedy	1	lochedy	1	1	0	NONE	0
MC168	lcheckhy	lcheckhy	1	lcheckhy	1	1	0	NONE	0
MC169	cthaiin	cthaiin	1	cthaiin	1	1	0	NONE	0
MC170	ykaiin	ykaiin	1	ykaiin	1	1	0	NONE	0
MC171	otchey	otchey	2	otchey	2	2	0	NONE	0
MC172	daiiin	daiiin	1	daiiin	1	1	0	NONE	0
MC173	qoteedy	qoteedy	2	qoteedy	2	2	0	NONE	0
