page	locus	target_surfaces	zl3b_line	v30_tokenwise_de	v31_tokenwise_de	complete_v31
f102v2	f102v2.22	or	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	Grad-/Maßwert II | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	Grad-/Maßwert II | Drogenportion | Menge III | trockener Drogenstoff | [s:?] | [oiir:?] | trocken; nominal trockenes Gut/Material | feucht am Ende des Grades | [qockhy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keo:?] | [r:?] | [okeody:?] | [okeor:?] | [cho:?]	False
f102v2	f102v2.23	or	okey okey shey okey oiees or eey	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | [oiees:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [eey:?]	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | [oiees:?] | Drogenportion | [eey:?]	False
f102v2	f102v2.32	ar	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	False
f102v2	f102v2.37	ar|kor|or	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	[tchor:?] | [ar:?] | trocken in der Mitte des Grades | [kor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qoeeey:?] | heiß am Ende des Grades | [okeoroly:?] | Samenfraktion I	[tchor:?] | Drogenfraktion I | trocken in der Mitte des Grades | heiße Drogenportion | Drogenportion | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qoeeey:?] | heiß am Ende des Grades | [okeoroly:?] | Samenfraktion I	False
f103r	f103r.13	qokar	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Portion | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	[podar:?] | feuchter Drogenteil | kalt in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | heiße Drogenfraktion I | trockenes Arzneikompositum am Gradanfang | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | kalt und feucht am Anfang des Grades, abgeschlossen | [dal:?] | [kasol:?]	False
f103r	f103r.17	or	sar shey qokey keedy qokeey chckhy qokal oty or aiin	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Arzneikompositum: trocken, Gradanfang | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Arzneikompositum: trocken, Gradanfang | heiße Substanz | kalter Ansatz am Anfang des Grades | Drogenportion | Menge III	True
f103r	f103r.2	ar	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | [ar:?] | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | [lkeey:?] | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | [opchedy:?] | [peshol:?] | trockenes Pulver | Drogenfraktion I | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | [lkeey:?] | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	False
f103r	f103r.22	qotar|ar|otar	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	[dalshy:?] | heiß im Zubereitungsrahmen, Grad II | [shckhody:?] | [shdal:?] | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | [qotar:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | trockenes Pulver | [ar:?] | [otar:?] | [opchy:?]	[dalshy:?] | heiß im Zubereitungsrahmen, Grad II | [shckhody:?] | [shdal:?] | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | trockenes Pulver | Drogenfraktion I | kalte Drogenfraktion I im Ansatz | [opchy:?]	False
f103r	f103r.3	or|kar|otar	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | [kar:?] | [otar:?] | [chal:?]	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Drogenportion | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | heiße Drogenfraktion I | kalte Drogenfraktion I im Ansatz | [chal:?]	False
f103r	f103r.43	tar	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	[tar:?] | [cheal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | [qotal:?] | [sheal:?] | heiße Substanz | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	kalte Drogenfraktion I | [cheal:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | [qotal:?] | [sheal:?] | heiße Substanz | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	False
f103r	f103r.5	rkar	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	[pocharal:?] | [okedar:?] | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | heiß in der Mitte des Grades | heiße Holzfraktion I | [sheeky:?] | [okalor:?] | feucht in der Mitte des Grades, abgeschlossen | [yt:?] | [rkar:?] | [ota:?] | heißer Ansatz am Anfang des Grades, abgeschlossen	[pocharal:?] | [okedar:?] | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | heiß in der Mitte des Grades | heiße Holzfraktion I | [sheeky:?] | [okalor:?] | feucht in der Mitte des Grades, abgeschlossen | [yt:?] | heiße Wurzelfraktion I | [ota:?] | heißer Ansatz am Anfang des Grades, abgeschlossen	False
f103r	f103r.8	qotar	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	[daroal:?] | heißer Ansatz in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | [rain:?] | [okechy:?] | [qoisal:?] | [qotar:?] | [adchey:?] | [ofeeo:?] | [ltdy:?] | [olkechdy:?] | [lo:?]	[daroal:?] | heißer Ansatz in der Mitte des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | [rain:?] | [okechy:?] | [qoisal:?] | kalte Drogenfraktion I | [adchey:?] | [ofeeo:?] | [ltdy:?] | [olkechdy:?] | [lo:?]	False
f103r	f103r.9	ar	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	[oteeos:?] | [ar:?] | [cheal:?] | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | [dy:?] | [okeedaram:?]	[oteeos:?] | Drogenfraktion I | [cheal:?] | heißer Ansatz am Ende des Grades | feucht in der Mitte des Grades | [lkaiin:?] | feucht in der Mitte des Grades | [lkeor:?] | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [l:?] | [dy:?] | [okeedaram:?]	False
f103v	f103v.10	or	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	Teil-/Nominalträger; genaue Basisbedeutung offen | trocken am Ende des Grades | [qokeeshy:?] | heißer Ansatz am Ende des Grades | Drogenholzzubereitung, Form III | [oy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Holzportion | Menge III | feuchter Drogenteil | kalt im qo-Rahmen, Grad II | [olldy:?]	Drogenportion | trocken am Ende des Grades | [qokeeshy:?] | heißer Ansatz am Ende des Grades | Drogenholzzubereitung, Form III | [oy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Holzportion | Menge III | feuchter Drogenteil | kalt im qo-Rahmen, Grad II | [olldy:?]	False
f103v	f103v.14	otar	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam	[teeol:?] | feuchtes Material | feuchter Ansatz | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [oshedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | [otar:?] | Menge III | [otam:?]	[teeol:?] | feuchtes Material | feuchter Ansatz | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | [oshedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß, Grad II | kalte Drogenfraktion I im Ansatz | Menge III | [otam:?]	False
f103v	f103v.15	ar	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay	[tchedal:?] | feucht in der Mitte des Grades | Drogenholz, trocken gebunden, Form II | Drogenholz, getrocknete Kurz-/Kompaktform | [ch:?] | [ar:?] | [olchey:?] | [lcheody:?] | kalt in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | [otay:?]	[tchedal:?] | feucht in der Mitte des Grades | Drogenholz, trocken gebunden, Form II | Drogenholz, getrocknete Kurz-/Kompaktform | [ch:?] | Drogenfraktion I | [olchey:?] | [lcheody:?] | kalt in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | [otay:?]	False
f103v	f103v.20	otar	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	Pulverstoff | [char:?] | [otar:?] | heiß, Grad III, im Ansatzrahmen | [shay:?] | [oteal:?] | heiß im Zubereitungsrahmen, Grad II | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	Pulverstoff | [char:?] | kalte Drogenfraktion I im Ansatz | heiß, Grad III, im Ansatzrahmen | [shay:?] | [oteal:?] | heiß im Zubereitungsrahmen, Grad II | [qotal:?] | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [lolain:?]	False
f103v	f103v.21	tar	tokain shal qokeed oteedy sheoky shay tar teor otam oll	[tokain:?] | [shal:?] | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | [tar:?] | [teor:?] | [otam:?] | [oll:?]	[tokain:?] | [shal:?] | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | kalte Drogenfraktion I | [teor:?] | [otam:?] | [oll:?]	False
f103v	f103v.23	ar|or	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	[ycheody:?] | [l:?] | [ar:?] | trocken am Ende des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Ansatz aus kaltem Rohstoff, Form I | [otear:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [ar:?] | heiß am Ende des Grades | kalt am Anfang des Grades	[ycheody:?] | [l:?] | Drogenfraktion I | trocken am Ende des Grades | Drogenportion | Menge-/Klassenwert IV | kalter Ansatz am Ende des Grades | Ansatz aus kaltem Rohstoff, Form I | [otear:?] | Drogenportion | Drogenfraktion I | heiß am Ende des Grades | kalt am Anfang des Grades	False
f103v	f103v.24	ar	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	[ykeey:?] | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | Wurzelportion | Menge III | [olan:?] | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | [ar:?] | [y:?] | heiß, Grad II	[ykeey:?] | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | Wurzelportion | Menge III | [olan:?] | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | [y:?] | heiß, Grad II	False
f103v	f103v.27	qotar	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	[fcheody:?] | [arar:?] | heißer Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | getrocknetes Drogenholz | [oteal:?] | [lpar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [qotar:?] | [otaryly:?]	[fcheody:?] | [arar:?] | heißer Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | getrocknetes Drogenholz | [oteal:?] | [lpar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | [otaryly:?]	False
f103v	f103v.3	or	qok or chedy qokey dar chcthy char qoty shdy okeedy qokeey qokain	[qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	[qok:?] | Drogenportion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | abgemessene Fraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [char:?] | kalt am Anfang des Grades | feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß, Grad II	False
f103v	f103v.41	qoar|otar	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	Grad-/Maßwert III | feucht in der Mitte des Grades | [l:?] | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | [qoar:?] | [shas:?] | [al:?] | [otar:?] | feucht in der Mitte des Grades, abgeschlossen | [y:?] | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	Grad-/Maßwert III | feucht in der Mitte des Grades | [l:?] | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | Drogenfraktion I | [shas:?] | [al:?] | kalte Drogenfraktion I im Ansatz | feucht in der Mitte des Grades, abgeschlossen | [y:?] | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	False
f103v	f103v.44	ar	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	[qkain:?] | feucht in der Mitte des Grades | [ar:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [rain:?] | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?] | feucht in der Mitte des Grades | Drogenfraktion I | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [rain:?] | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	False
f103v	f103v.45	or|otar	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	heißer Ansatz in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, trocken gebunden, Form II | [lkain:?] | Arzneikompositum: feucht, Gradanfang | feuchtes Arzneikompositum am Gradanfang | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II | [otar:?] | [oly:?]	heißer Ansatz in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, trocken gebunden, Form II | [lkain:?] | Arzneikompositum: feucht, Gradanfang | feuchtes Arzneikompositum am Gradanfang | Drogenportion | Menge-/Klassenwert II | kalte Drogenfraktion I im Ansatz | [oly:?]	False
f103v	f103v.9	qotar	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	[pchal:?] | [shal:?] | [shorchdy:?] | [okeor:?] | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | getrocknetes Pulver | kalt und trocken in der Mitte des Grades, abgeschlossen | [qotar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Holzfraktion I	[pchal:?] | [shal:?] | [shorchdy:?] | [okeor:?] | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | getrocknetes Pulver | kalt und trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiße Holzfraktion I	False
f104r	f104r.11	okar	otodchy lkeody qokair otoly shodar cheey okar olkeedy	[otodchy:?] | [lkeody:?] | [qokair:?] | [otoly:?] | [shodar:?] | trocken am Ende des Grades | [okar:?] | [olkeedy:?]	[otodchy:?] | [lkeody:?] | [qokair:?] | [otoly:?] | [shodar:?] | trocken am Ende des Grades | heiße Drogenfraktion I im Ansatz | [olkeedy:?]	False
f104r	f104r.13	okar	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	[olcheol:?] | [qodain:?] | [chokar:?] | [okcho:?] | [lkain:?] | [okar:?] | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	[olcheol:?] | [qodain:?] | [chokar:?] | [okcho:?] | [lkain:?] | heiße Drogenfraktion I im Ansatz | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	False
f104r	f104r.15	okar	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	Samenportion | [chodaiin:?] | [chody:?] | [okar:?] | [otolkeechdy:?] | Ansatz aus heißem Rohstoff, Form I | heiß, Grad III | [cheodaiin:?]	Samenportion | [chodaiin:?] | [chody:?] | heiße Drogenfraktion I im Ansatz | [otolkeechdy:?] | Ansatz aus heißem Rohstoff, Form I | heiß, Grad III | [cheodaiin:?]	False
f104r	f104r.17	qokar|okar	ykeeshedy olkeeody qotey qokar chedy qokedy oteechy chyteody okar ody	[ykeeshedy:?] | [olkeeody:?] | kalt in der Mitte des Grades | heiße Portion | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [oteechy:?] | [chyteody:?] | [okar:?] | [ody:?]	[ykeeshedy:?] | [olkeeody:?] | kalt in der Mitte des Grades | heiße Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [oteechy:?] | [chyteody:?] | heiße Drogenfraktion I im Ansatz | [ody:?]	False
f104r	f104r.18	or	dcheeokeody qokain qolar or chockhar otalkshedy	[dcheeokeody:?] | heiß, Grad II | [qolar:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [chockhar:?] | [otalkshedy:?]	[dcheeokeody:?] | heiß, Grad II | [qolar:?] | Drogenportion | [chockhar:?] | [otalkshedy:?]	False
f104r	f104r.19	otar|qotar|otor	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	[toaiin:?] | [chdar:?] | [otar:?] | [shd:?] | [qotar:?] | [olkchedy:?] | trocken angesetzte heiße Zubereitung am Gradende | [kary:?] | [opair:?] | [otor:?] | [airod:?] | [lshd:?]	[toaiin:?] | [chdar:?] | kalte Drogenfraktion I im Ansatz | [shd:?] | kalte Drogenfraktion I | [olkchedy:?] | trocken angesetzte heiße Zubereitung am Gradende | [kary:?] | [opair:?] | kalte Drogenportion im Ansatz | [airod:?] | [lshd:?]	False
f104r	f104r.2	ar	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	[o:?] | [ar:?] | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | [s:?] | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | [chcthedy:?] | [teedaram:?]	[o:?] | Drogenfraktion I | Menge III | [yteeody:?] | [cheedaiin:?] | [cheodar:?] | [s:?] | Menge III | trocken in der Mitte des Grades | [tair:?] | [os:?] | Menge III | [chcthedy:?] | [teedaram:?]	False
