decision_id	surface	reading_id	input_category	dispatch_class	whole_family	expected_old_meaning_de	new_meaning_de	decision_basis	strongest_rival	open_slot_de	component_export_credit	historical_confirmation
G728-D014	ddor	ddor#GLOBAL	REDUNDANT	PORTION	MEASURED_PORTION	eine Portion als Dosis abmessen	eine Portion abmessen	EXISTING_PORTION_HEAD_MAKES_DOSE_REDUNDANT	MASS	Art der Messung und absolute Einheit offen	0	H0_NONE
G728-D015	dedy	dedy#GLOBAL	SINGULAR_OBJECT	PORTION	PROCESSED_WORK_PORTION	miss eine Dosis auf Mittelstufe ab und stelle sie fertig	eine Portion auf Mittelstufe abmessen und fertigstellen	WORK_PORTION_WITH_MEASURING_ACTION	HOLD	Patient und Stufenachse bleiben Ganzwortdefaults	0	H0_NONE
G728-D016	deeedy	deeedy#GLOBAL	COMPOUND	PORTION	FINAL_WORK_PORTION	messe die Enddosis ab und schließe nach langer Stufe ab	die letzte Portion abmessen und nach langer Stufe abschließen	FINAL_POSITION_IN_WORK_SEQUENCE_NOT_POSOLOGY	WERT	Endfunktion und Patient bleiben Ganzwortdefaults	0	H0_NONE
G728-D017	deey	deey#GLOBAL	COMPOUND	PORTION	FINAL_WORK_PORTION	die Enddosis abmessen	die letzte Portion abmessen	FINAL_POSITION_IN_WORK_SEQUENCE_NOT_POSOLOGY	WERT	Endfunktion und Patient bleiben Ganzwortdefaults	0	H0_NONE
G728-D018	dey	dey#GLOBAL	SINGULAR_OBJECT	PORTION	PROCESSED_WORK_PORTION	miss eine Dosis auf Mittelstufe ab und schließe den Posten	eine Portion auf Mittelstufe abmessen und den Posten abschließen	WORK_PORTION_WITH_MEASURING_ACTION	HOLD	Patient und Stufenachse bleiben Ganzwortdefaults	0	H0_NONE
G728-D019	dlshedy	dlshedy#GLOBAL	SINGULAR_OBJECT	PORTION	WOOD_DRUG_WORK_PORTION	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	eine Portion Holzdroge bis zur Mittelstufe einweichen und abschließen	WORK_PORTION_WITH_VISIBLE_MATERIAL_HEAD	HOLD	Holzstoffidentität und Prozesspatient offen	0	H0_NONE
G728-D020	dochod	dochod#GLOBAL	SINGULAR_OBJECT	PORTION	DRY_PREPARATION_PRODUCT_PORTION	eine Dosis abgeschlossener Trockenansatz	eine Portion abgeschlossenen Trockenansatzes	PRODUCT_AMOUNT_WITHOUT_ADMINISTRATION	TEIL	Produktstatus und Stoffidentität offen	0	H0_NONE
G728-D021	dolas	dolas#GLOBAL	SINGULAR_OBJECT	TEIL	PARTITIVE_MATERIAL_MEASURE	eine Dosis Drogenstoff als gleiche Charge abmessen	Drogenstoff anteilig abmessen	EXACT_WHOLE_PART_OR_RATIO_LINK_OUTRANKS_PORTION	PORTION	Gleichheit und Anzahl der Teile sowie absolute Einheit offen	0	H0_NONE
G728-D022	doly	doly#GLOBAL	SINGULAR_OBJECT	MASS	DECANTED_LIQUID_MEASURE	eine Dosis Abguss	ein Maß Abguss	EXACT_WHOLE_MEASURE_FAMILY_PLUS_DECANTED_LIQUID	PORTION	absolute Einheit und Flüssigkeitsidentität offen	0	H0_NONE
G728-D023	dosg	dosg#GLOBAL	SINGULAR_OBJECT	PORTION	RESIDUE_PORTION	eine Dosis Rückstand	eine Portion Rückstand	PRODUCT_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Singleton-W0; Rückstand und Menge bleiben schwach	0	H0_NONE
G728-D024	dsheol	dsheol#GLOBAL	SINGULAR_OBJECT	PORTION	SOAKED_DRUG_PORTION	eine Dosis eingeweichte Droge	eine Portion eingeweichter Droge	MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D025	dsho	dsho#GLOBAL	SINGULAR_OBJECT	PORTION	MOIST_PREPARATION_PORTION	eine Dosis Feuchtansatz abmessen	eine Portion Feuchtansatz abmessen	WORK_PORTION_WITH_VISIBLE_PREPARATION_HEAD	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D026	dshoy	dshoy#GLOBAL	COMPOUND	PORTION	SOAKED_PREPARATION_PORTION	eine leicht eingeweichte Ansatzdosis abmessen	eine Portion leicht eingeweichten Ansatzes abmessen	PREPARATION_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D027	dshy	dshy#GLOBAL	SINGULAR_OBJECT	PORTION	MOIST_DRUG_PORTION	eine Dosis leicht angefeuchtete Droge	eine Portion leicht angefeuchteter Droge	MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D028	eeeodaiin	eeeodaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_LONG_PROCESS_PREPARATION	drei Dosen eines lang behandelten Ansatzes	drei Portionen eines lang behandelten Ansatzes	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	WERT	Langstufe und Ansatzidentität offen	0	H0_NONE
G728-D029	kodaiin	kodaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_HEATED_PREPARATION_AMOUNT	erhitzte Zubereitung, Dosis III	drei Portionen erhitzter Zubereitung	VISIBLE_PREPARATION_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Zubereitungsidentität offen	0	H0_NONE
G728-D030	lodaiin	lodaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_WOOD_DRUG_PREPARATION_AMOUNT	Drogenholzzubereitung, Dosis III	drei Portionen Drogenholzzubereitung	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Holzstoffidentität offen	0	H0_NONE
G728-D031	lsheedain	lsheedain#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_SOAKED_WOOD_DRUG_AMOUNT	Holzdroge vollständig einweichen und zwei Dosen abmessen	Holzdroge vollständig einweichen und zwei Portionen abmessen	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Prozesspatient offen	0	H0_NONE
G728-D032	odaiin	odaiin#GLOBAL	COMPOUND	WERT	OD_OPEN_VALUE_LADDER	Zubereitungsdosis III	Zubereitung, Wertstufe III	OPEN_OD_HEAD_DOES_NOT_SELECT_AMOUNT_OR_GRADE	PORTION	Sachachse der Wertstufe offen	0	H0_NONE
G728-D033	odain	odain#GLOBAL	COMPOUND	WERT	OD_OPEN_VALUE_LADDER	Zubereitungsdosis II	Zubereitung, Wertstufe II	OPEN_OD_HEAD_DOES_NOT_SELECT_AMOUNT_OR_GRADE	PORTION	Sachachse der Wertstufe offen	0	H0_NONE
G728-D034	odan	odan#GLOBAL	COMPOUND	WERT	OD_OPEN_VALUE_LADDER	Zubereitungsdosis I	Zubereitung, Wertstufe I	OPEN_OD_HEAD_DOES_NOT_SELECT_AMOUNT_OR_GRADE	PORTION	Sachachse der Wertstufe offen	0	H0_NONE
G728-D035	oeedaiin	oeedaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_FINISHED_PREPARATION_AMOUNT	drei Dosen vollständig bereiteten Ansatzes	drei Portionen vollständig bereiteten Ansatzes	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D036	olchdaiin	olchdaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_DRY_DRUG_INPUT_AMOUNT	Holzdrogenansatz aus drei Dosen Trockendroge	Holzdrogenansatz aus drei Portionen Trockendroge	COUNTED_INPUT_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D037	olchedaiin	olchedaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_DRY_DRUG_MATERIAL_AMOUNT	drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs	drei Portionen bis zur Mittelstufe getrockneten Drogenstoffs	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D038	otaldiin	otaldiin#GLOBAL	SINGULAR_OBJECT	PORTION	COLD_RAW_PREPARATION_PORTION	miss eine Dosis kalten Rohstoff-I-Ansatzes in Zubereitungsform III ab	eine Portion kalten Rohstoff-I-Ansatzes in Zubereitungsform III abmessen	WORK_PORTION_WITH_VISIBLE_PREPARATION_HEAD	MASS	absolute Einheit und beide Indexachsen offen	0	H0_NONE
G728-D039	oteedaiin	oteedaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_COOLED_PREPARATION_AMOUNT	drei Dosen vollständig gekühlten Ansatzes abmessen	drei Portionen vollständig gekühlten Ansatzes abmessen	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D040	pchodain	pchodain#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_DRY_POWDER_AMOUNT	zwei Dosen getrockneten Pulveransatzes abmessen	zwei Portionen getrockneten Pulveransatzes abmessen	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Pulveridentität offen	0	H0_NONE
G728-D041	podaiin	podaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_POWDER_PREPARATION_AMOUNT	Pulverzubereitung, Dosis III	drei Portionen Pulverzubereitung	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Pulveridentität offen	0	H0_NONE
G728-D042	qodchy	qodchy#GLOBAL	SINGULAR_OBJECT	PORTION	TAKEN_DRY_DRUG_PORTION	nimm eine Dosis Trockendroge	eine Portion Trockendroge nehmen	TAKE_IS_INGREDIENT_HANDLING_NOT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D043	qokeedain	qokeedain#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_FULLY_HEATED_AMOUNT	erhitze vollständig und miss zwei Dosen ab	vollständig erhitzen und zwei Portionen abmessen	COUNTED_WORK_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Patient der Heiz- und Messhandlung offen	0	H0_NONE
G728-D044	rodaiin	rodaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_ROOT_PREPARATION_AMOUNT	Wurzel/Wurzeldrogezubereitung, Dosis III	drei Portionen Wurzel-/Wurzeldrogezubereitung	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Wurzelidentität offen	0	H0_NONE
G728-D045	schodain	schodain#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_DRY_SEED_PREPARATION_AMOUNT	trockener Samenansatz, Dosis II	zwei Portionen trockenen Samenansatzes	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Saatgutidentität offen	0	H0_NONE
G728-D046	shdaiin	shdaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_SOAKED_DRUG_AMOUNT	drei Dosen eingeweichte Droge	drei Portionen eingeweichter Droge	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D047	shdpchy	shdpchy#GLOBAL	SINGULAR_OBJECT	PORTION	MOISTENED_POWDER_PORTION	feuchte eine Dosis Pulver an und trockne sie leicht an	eine Portion Pulver anfeuchten und leicht antrocknen	WORK_PORTION_WITH_VISIBLE_MATERIAL_HEAD	HOLD	Pulveridentität und Prozesspatient offen	0	H0_NONE
G728-D048	shedaiin	shedaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_MIDDLE_SOAKED_DRUG_AMOUNT	drei Dosen bis zur Mittelstufe eingeweichter Droge	drei Portionen bis zur Mittelstufe eingeweichter Droge	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D049	shedain	shedain#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_MIDDLE_SOAKED_DRUG_AMOUNT	zwei Dosen bis zur Mittelstufe eingeweichter Droge	zwei Portionen bis zur Mittelstufe eingeweichter Droge	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Stoffidentität offen	0	H0_NONE
G728-D050	sheodaiin	sheodaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_SOAKED_PREPARATION_AMOUNT	drei Dosen eingeweichter Ansatz	drei Portionen eingeweichter Ansatz	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D051	shodaiin	shodaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_MOIST_PREPARATION_AMOUNT	drei Dosen Feuchtansatz	drei Portionen Feuchtansatz	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Ansatzidentität offen	0	H0_NONE
G728-D052	shsodaiin	shsodaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_MOIST_SEED_PREPARATION_AMOUNT	drei Dosen angefeuchteter Saatgutzubereitung	drei Portionen angefeuchteter Saatgutzubereitung	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	MASS	absolute Einheit und Saatgutidentität offen	0	H0_NONE
G728-D053	sodaiin	sodaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_SEED_PREPARATION_AMOUNT	Samen/Saatgutzubereitung, Dosis III	drei Portionen Samen-/Saatgutzubereitung	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Saatgutidentität offen	0	H0_NONE
G728-D054	sotchdaiin	sotchdaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_SEED_PROCESS_AMOUNT	drei Dosen Saatgutzubereitung abkühlen und trocknen	drei Portionen Saatgutzubereitung abkühlen und trocknen	COUNTED_WORK_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Patientenbindung der beiden Handlungen offen	0	H0_NONE
G728-D055	sqokeodaiin	sqokeodaiin#GLOBAL	COUNTED_PLURAL	PORTION	COUNTED_HEATED_SEED_PREPARATION_AMOUNT	drei Dosen erhitzter Saatgutzubereitung der Mittelstufe	drei Portionen erhitzter Saatgutzubereitung der Mittelstufe	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	WERT	Mengenachse und Saatgutidentität offen	0	H0_NONE
G728-D056	taldain	taldain#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_COLD_RAW_MATERIAL_AMOUNT	kalter Rohstoff I, Dosis II	kalter Rohstoff I: zwei Portionen	VISIBLE_MATERIAL_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Rohstoffidentität offen	0	H0_NONE
G728-D057	ycheodain	ycheodain#GLOBAL	COUNTED_PLURAL	PORTION	DEICTIC_DRY_PREPARATION_AMOUNT	nimm hierzu zwei Dosen Trockenansatz	hierzu zwei Portionen Trockenansatz nehmen	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Rückbezugsquelle außerhalb des Ganzworts offen	0	H0_NONE
G728-D058	yckhodaiin	yckhodaiin#GLOBAL	ROMAN_AXIS	PORTION	INDEXED_COMPOSITE_PREPARATION_AMOUNT	Eintrag: Kompositum-Ansatz, Dosis III	Eintrag: drei Portionen Kompositum-Ansatz	VISIBLE_PREPARATION_HEAD_SELECTS_CARDINAL_AMOUNT	WERT	Mengenachse und Kompositumidentität offen	0	H0_NONE
G728-D059	ykeedan	ykeedan#GLOBAL	ROMAN_AXIS	PORTION	DEICTIC_HEATED_PORTION_AMOUNT	erhitze hiervon vollständig und miss eine Dosis I ab	das Vorstehende vollständig erhitzen und hiervon eine Portion abmessen	VALUE_I_REALIZED_AS_ONE_WORK_PORTION	HOLD	Rückbezugsquelle und absolute Einheit offen	0	H0_NONE
G728-D060	yodaiin	yodaiin#GLOBAL	COUNTED_PLURAL	PORTION	DEICTIC_PREPARATION_AMOUNT	miss hiervon drei Dosen Ansatz ab	hiervon drei Portionen Ansatz abmessen	COUNTED_MATERIAL_AMOUNT_WITHOUT_ADMINISTRATION	HOLD	Rückbezugsquelle und absolute Einheit offen	0	H0_NONE
