assignment_ordinal	source_kind	slot_id	source_event_or_card_id	statement_or_record_id	physical_page	register	locus	owner_de	surface	surface_template	name_slot_in_label	raw_name_core	content_class	class_core_key	type_default_id	label_slot_count	occurrence_role	visual_object_context	semantic_family	name_role	segmentation_status	gdt585_primary_default_de	composition_atom_de	gdt582_legacy_house_alias_de	strongest_rival_de	working_basis	primary_governor_key	guard
11	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0127:NAME_1	P1008-E0127	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127	f72r	CELESTIAL	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	{NAME_1}sh{NAME_2}	1	o	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::o	GDT582-N010	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert O	Ringwert O	NONE	gelernter Figuren- oder Sternname O	3_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
12	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0127:NAME_2	P1008-E0127	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127	f72r	CELESTIAL	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	{NAME_1}sh{NAME_2}	2	odady	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::odady	GDT582-N011	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	CARRIED_OR_ATTRIBUTE_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert ODADY	Ringwert ODADY	NONE	gelernter Figuren- oder Sternname ODADY	1_OCCURRENCES__CARRIED_OR_ATTRIBUTE_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0127	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
13	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0128:NAME_1	P1008-E0128	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0128	f72r	CELESTIAL	f72r1.3	lokale Kennung für Tierkreis-Ringgruppe A	chdaiirdainy	{NAME_1}ainy	1	chdaiird	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::chdaiird	GDT582-N012	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert CHDAIIRD	Ringwert CHDAIIRD	NONE	gelernter Figuren- oder Sternname CHDAIIRD	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0128	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
14	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0133:NAME_1	P1008-E0133	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133	f72r	CELESTIAL	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	{NAME_1}alsh{NAME_2}	1	yt	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::yt	GDT582-N013	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert YT	Ringwert YT	NONE	gelernter Figuren- oder Sternname YT	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
15	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0133:NAME_2	P1008-E0133	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133	f72r	CELESTIAL	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	{NAME_1}alsh{NAME_2}	2	dy	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::dy	GDT582-N009	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert DY	Ringwert DY	NONE	gelernter Figuren- oder Sternname DY	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0133	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
16	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0135:NAME_1	P1008-E0135	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0135	f72r	CELESTIAL	f72r1.7	lokale Kennung für Tierkreis-Ringgruppe A	alif	al{NAME_1}	1	if	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::if	GDT582-N014	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert IF	Ringwert IF	NONE	gelernter Figuren- oder Sternname IF	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0135	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
17	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0139:NAME_1	P1008-E0139	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0139	f72r	CELESTIAL	f72r1.10	lokale Kennung für Tierkreis-Ringgruppe A	otalef	otal{NAME_1}	1	ef	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ef	GDT582-N015	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert EF	Ringwert EF	NONE	gelernter Figuren- oder Sternname EF	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0139	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
18	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0172:NAME_1	P1008-E0172	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0172	f72r	CELESTIAL	f72r1.14	lokale Kennung für Tierkreis-Ringgruppe B	otchoshy	ot{NAME_1}shy	1	cho	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::cho	GDT582-N016	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert CHO	Ringwert CHO	NONE	gelernter Figuren- oder Sternname CHO	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0172	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
19	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0173:NAME_1	P1008-E0173	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0173	f72r	CELESTIAL	f72r1.15	lokale Kennung für Tierkreis-Ringgruppe B	otchdal	ot{NAME_1}dal	1	ch	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ch	GDT582-N017	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert CH	Ringwert CH	NONE	gelernter Figuren- oder Sternname CH	3_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0173	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
20	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0190:NAME_1	P1008-E0190	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0190	f72r	CELESTIAL	f72r2.1	lokale Kennung für Tierkreis-Ringgruppe D	ofchdamy	of{NAME_1}	1	chdamy	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::chdamy	GDT582-N018	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert CHDAMY	Ringwert CHDAMY	NONE	gelernter Figuren- oder Sternname CHDAMY	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0190	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
21	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0191:NAME_1	P1008-E0191	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0191	f72r	CELESTIAL	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	oklairdy	ok{NAME_1}air{NAME_2}	1	l	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::l	GDT582-N019	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert L	Ringwert L	NONE	gelernter Figuren- oder Sternname L	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0191	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
22	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0191:NAME_2	P1008-E0191	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0191	f72r	CELESTIAL	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	oklairdy	ok{NAME_1}air{NAME_2}	2	dy	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::dy	GDT582-N009	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert DY	Ringwert DY	NONE	gelernter Figuren- oder Sternname DY	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0191	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
23	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0193:NAME_1	P1008-E0193	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0193	f72r	CELESTIAL	f72r2.4	lokale Kennung für Tierkreis-Ringgruppe D	okairy	okair{NAME_1}	1	y	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::y	GDT582-N020	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert Y	Ringwert Y	NONE	gelernter Figuren- oder Sternname Y	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0193	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
24	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0194:NAME_1	P1008-E0194	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0194	f72r	CELESTIAL	f72r2.5	lokale Kennung für Tierkreis-Ringgruppe D	okealar	ok{NAME_1}alar	1	e	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::e	GDT582-N021	1	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert E	Ringwert E	NONE	gelernter Figuren- oder Sternname E	2_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0194	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
25	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0243:NAME_1	P1008-E0243	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0243	f72r	CELESTIAL	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	oteeary	ot{NAME_1}ar{NAME_2}	1	ee	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::ee	GDT582-N022	2	PRIMARY_RECORD_VALUE	STAR_BEARING_FIGURE_LABEL	LONG_LEARNED_RING_VALUE	LEARNED_PRIMARY_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	gelernter Ringfiguren- oder Sternwert EE	Ringwert EE	NONE	gelernter Figuren- oder Sternname EE	1_OCCURRENCES__PRIMARY_RECORD_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0243	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
26	GDT581_NAME_SPAN	LOCAL_NAME:P1008-E0243:NAME_2	P1008-E0243	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0243	f72r	CELESTIAL	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	oteeary	ot{NAME_1}ar{NAME_2}	2	y	STAR_BEARING_RING_POSITION	STAR_BEARING_RING_POSITION::y	GDT582-N020	2	CARRIED_FIGURE_OR_ATTRIBUTE_VALUE	STAR_BEARING_FIGURE_LABEL	SHORT_REPEATED_RING_VALUE	REPEATED_PRIMARY_AND_CARRIED_RING_VALUE	OPAQUE_LEARNED_OR_REUSABLE_VALUE	wiederkehrender Ring- oder Kalenderwert Y	Ringwert Y	NONE	gelernter Figuren- oder Sternname Y	4_OCCURRENCES__PRIMARY_AND_CARRIED_VALUE__POSITION_FROM_PANEL_RING_LOCUS	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0243	EXACT_GDT581_SPAN__ONE_PRIMARY_DEFAULT__TECHNICAL_SHELL_FIXED
