state_id	surfaces	context	occurrences	pages	no_strict_q_on_page	nearest_dry	nearest_moist	nearest_moist_rate	within_one_line_dry	within_one_line_moist	within_one_line_moist_rate	corpus_q_dry	corpus_q_moist	corpus_q_moist_rate	working_default_de	status	claim_limit
SHEDY	shedy	SECTION_C__LANG_B	8	2	0	5	3	0.375000	4	3	0.428571	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHEDY	shedy	SECTION_H__LANG_B	36	17	16	16	4	0.200000	9	3	0.250000	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHEDY	shedy	SECTION_P__LANG_A	1	1	1	0	0	0.000000	0	0	0.000000	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHEDY	shedy	SECTION_S__LANG_A	1	1	1	0	0	0.000000	0	0	0.000000	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHEDY	shedy	SECTION_S__LANG_B	117	22	0	85	32	0.273504	31	5	0.138889	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHEDY	shedy	SECTION_T__LANG_B	43	5	0	43	0	0.000000	7	0	0.000000	455	57	0.111328	feucht oder Feuchtklasse	REGISTER_LOCAL_MOIST_CLASS_DEFAULT_WEAK	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	ALL_SAFE_NO_F1R	436	81	72	284	80	0.219780	83	22	0.209524	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_B__LANG_B	185	17	47	98	40	0.289855	18	11	0.379310	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_C__LANG_B	8	2	0	5	3	0.375000	4	3	0.428571	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_H__LANG_A	18	13	4	14	0	0.000000	7	0	0.000000	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_H__LANG_B	46	19	19	23	4	0.148148	11	3	0.214286	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_P__LANG_A	2	2	1	1	0	0.000000	0	0	0.000000	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_S__LANG_A	1	1	1	0	0	0.000000	0	0	0.000000	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_S__LANG_B	128	22	0	96	32	0.250000	35	5	0.125000	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
SHODY_OR_SHEDY	shedy|shody	SECTION_T__LANG_B	48	5	0	47	1	0.020833	8	0	0.000000	455	57	0.111328	keine gemeinsame Bedeutung; nur formale Nachbarschaft	MERGE_REJECTED	chody is the strongest dry-class candidate. shody's moist reading is rejected by its own context. shedy retains only a weak register-local moist-class reading; fresh and moistened are separate hypotheses and are not merged here.
