scope	mode	symbol_axis	semantic_axis	mapping	target_fraction	source_fraction	absolute_error
HERBAL_A	EXACT_Y_EY	CH_SH	THERMAL	SH=HOT	0.084906	0.814815	0.729909
HERBAL_A	EXACT_Y_EY	CH_SH	MOISTURE	CH=DRY	0.915094	0.888889	0.026205
HERBAL_A	EXACT_Y_EY	CH_SH	MOISTURE	SH=DRY	0.084906	0.888889	0.803983
HERBAL_A	Q_PREFIX	KT	THERMAL	K=HOT	0.462963	0.814815	0.351852
HERBAL_A	Q_PREFIX	KT	THERMAL	T=HOT	0.537037	0.814815	0.277778
HERBAL_A	Q_PREFIX	KT	MOISTURE	K=DRY	0.462963	0.888889	0.425926
HERBAL_A	Q_PREFIX	KT	MOISTURE	T=DRY	0.537037	0.888889	0.351852
HERBAL_A	Q_PREFIX	CH_SH	THERMAL	CH=HOT	0.939815	0.814815	0.125000
HERBAL_A	Q_PREFIX	CH_SH	THERMAL	SH=HOT	0.060185	0.814815	0.754630
HERBAL_A	Q_PREFIX	CH_SH	MOISTURE	CH=DRY	0.939815	0.888889	0.050926
HERBAL_A	Q_PREFIX	CH_SH	MOISTURE	SH=DRY	0.060185	0.888889	0.828704
HERBAL_A	SUBSTRING	KT	THERMAL	K=HOT	0.488660	0.814815	0.326155
HERBAL_A	SUBSTRING	KT	THERMAL	T=HOT	0.511340	0.814815	0.303475
HERBAL_A	SUBSTRING	KT	MOISTURE	K=DRY	0.488660	0.888889	0.400229
HERBAL_A	SUBSTRING	KT	MOISTURE	T=DRY	0.511340	0.888889	0.377549
HERBAL_A	SUBSTRING	CH_SH	THERMAL	CH=HOT	0.865979	0.814815	0.051165
HERBAL_A	SUBSTRING	CH_SH	THERMAL	SH=HOT	0.134021	0.814815	0.680794
HERBAL_A	SUBSTRING	CH_SH	MOISTURE	CH=DRY	0.865979	0.888889	0.022910
HERBAL_A	SUBSTRING	CH_SH	MOISTURE	SH=DRY	0.134021	0.888889	0.754868
