surface	final_recipe	compressed_cover_rank	selected_compressed_cover	segment_count	canonical_segment_count	learned_segment_count	alias_penalty_total	visible_trace	evidence_trace	exact_surface_reconstruction	exact_recipe_reconstruction	guard
dairykodas	D_ADDR+AIR+Y+K+O+DA+S	5	NO	6	5	1	0.010969892	d→D_ADDR | air→AIR | yk→Y+K | o→O | da→DA | s→S	d:CANONICAL_AND_LEARNED:n1129:share0.905373 | air:CANONICAL_AND_LEARNED:n74:share0.936709 | yk:LEARNED_SHORT_RENDERER:n138:share0.896104 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | da:CANONICAL_AND_LEARNED:n55:share0.808824 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dairykodas	D_ADDR+AIR+Y+K+O+DA+S	6	NO	6	5	1	0.025131443	dair→D_ADDR+AIR | y→Y | k→K | o→O | da→DA | s→S	dair:LEARNED_SHORT_RENDERER:n21:share0.777778 | y:CANONICAL_AND_LEARNED:n2848:share0.984105 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | da:CANONICAL_AND_LEARNED:n55:share0.808824 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dairykodas	D_ADDR+AIR+Y+K+O+DA+S	7	NO	6	5	1	0.033647224	d→D_ADDR | air→AIR | y→Y | k→K | oda→O+DA | s→S	d:CANONICAL_AND_LEARNED:n1129:share0.905373 | air:CANONICAL_AND_LEARNED:n74:share0.936709 | y:CANONICAL_AND_LEARNED:n2848:share0.984105 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | oda:LEARNED_SHORT_RENDERER:n10:share0.714286 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dairykodas	D_ADDR+AIR+Y+K+O+DA+S	8	NO	7	7	0	0.000000000	d→D_ADDR | air→AIR | y→Y | k→K | o→O | da→DA | s→S	d:CANONICAL_AND_LEARNED:n1129:share0.905373 | air:CANONICAL_AND_LEARNED:n74:share0.936709 | y:CANONICAL_AND_LEARNED:n2848:share0.984105 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | da:CANONICAL_AND_LEARNED:n55:share0.808824 | s:CANONICAL_AND_LEARNED:n791:share0.743421	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dalalshedy	AL+AL+SH+E+DY	1	YES	3	1	2	0.274385385	dal→AL | al→AL | shedy→SH+E+DY	dal:LEARNED_RENDERER_ALIAS:n99:share0.798387 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | shedy:LEARNED_SHORT_RENDERER:n159:share0.981481	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dalalshedy	AL+AL+SH+E+DY	2	NO	4	2	2	0.274336242	dal→AL | al→AL | she→SH+E | dy→DY	dal:LEARNED_RENDERER_ALIAS:n99:share0.798387 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | she:LEARNED_SHORT_RENDERER:n490:share0.981964 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dalalshedy	AL+AL+SH+E+DY	3	NO	4	2	2	0.281470154	dal→AL | al→AL | sh→SH | edy→E+DY	dal:LEARNED_RENDERER_ALIAS:n99:share0.798387 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
dalalshedy	AL+AL+SH+E+DY	4	NO	5	4	1	0.272516172	dal→AL | al→AL | sh→SH | e→E | dy→DY	dal:LEARNED_RENDERER_ALIAS:n99:share0.798387 | al:CANONICAL_AND_LEARNED:n519:share0.920213 | sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
folchol	LOCAL_CHAR_F+OL+OL	1	YES	3	2	1	0.520708611	f→LOCAL_CHAR_F | ol→OL | chol→OL	f:CANONICAL_AND_LEARNED:n90:share0.947368 | ol:CANONICAL_AND_LEARNED:n956:share0.965657 | chol:LEARNED_RENDERER_ALIAS:n113:share0.812950	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	1	YES	3	1	2	0.030272325	k→K | od→O+D_ADDR | ary→AR+Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | od:LEARNED_SHORT_RENDERER:n226:share0.849624 | ary:LEARNED_SHORT_RENDERER:n20:share0.869565	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	2	NO	3	2	1	0.030538165	k→K | odar→O+D_ADDR+AR | y→Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | odar:LEARNED_SHORT_RENDERER:n14:share0.736842 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	3	NO	4	3	1	0.013976194	k→K | o→O | d→D_ADDR | ary→AR+Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | d:CANONICAL_AND_LEARNED:n1129:share0.905373 | ary:LEARNED_SHORT_RENDERER:n20:share0.869565	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	4	NO	4	3	1	0.016296131	k→K | od→O+D_ADDR | ar→AR | y→Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | od:LEARNED_SHORT_RENDERER:n226:share0.849624 | ar:CANONICAL_AND_LEARNED:n590:share0.976821 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	5	NO	4	3	1	0.017946849	k→K | o→O | dar→D_ADDR+AR | y→Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | dar:LEARNED_SHORT_RENDERER:n117:share0.835714 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kodary	K+O+D_ADDR+AR+Y	6	NO	5	5	0	0.000000000	k→K | o→O | d→D_ADDR | ar→AR | y→Y	k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | d:CANONICAL_AND_LEARNED:n1129:share0.905373 | ar:CANONICAL_AND_LEARNED:n590:share0.976821 | y:CANONICAL_AND_LEARNED:n2848:share0.984105	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
kody	K+O+DY	1	YES	3	3	0	0.000000000	k→K | o→O | dy→DY	k:CANONICAL_AND_LEARNED:n937:share0.961026 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	1	YES	3	2	1	0.000000000	o→O | far→LOCAL_CHAR_F+AR | am→AM_ADDR	o:CANONICAL_AND_LEARNED:n1340:share0.949681 | far:LEARNED_SHORT_RENDERER:n13:share1.000000 | am:CANONICAL_AND_LEARNED:n84:share0.965517	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	2	NO	3	2	1	0.000000000	of→O+LOCAL_CHAR_F | ar→AR | am→AM_ADDR	of:LEARNED_SHORT_RENDERER:n26:share1.000000 | ar:CANONICAL_AND_LEARNED:n590:share0.976821 | am:CANONICAL_AND_LEARNED:n84:share0.965517	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	3	NO	4	4	0	0.000000000	o→O | f→LOCAL_CHAR_F | ar→AR | am→AM_ADDR	o:CANONICAL_AND_LEARNED:n1340:share0.949681 | f:CANONICAL_AND_LEARNED:n90:share0.947368 | ar:CANONICAL_AND_LEARNED:n590:share0.976821 | am:CANONICAL_AND_LEARNED:n84:share0.965517	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	1	YES	2	0	2	0.044015067	qoe→CARRIER_Q+O+E | kedy→K+E+DY	qoe:LEARNED_SHORT_RENDERER:n10:share0.833333 | kedy:LEARNED_SHORT_RENDERER:n34:share0.772727	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	2	NO	3	1	2	0.023947997	qoe→CARRIER_Q+O+E | ke→K+E | dy→DY	qoe:LEARNED_SHORT_RENDERER:n10:share0.833333 | ke:LEARNED_SHORT_RENDERER:n102:share0.944444 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	3	NO	3	1	2	0.027186138	qoe→CARRIER_Q+O+E | k→K | edy→E+DY	qoe:LEARNED_SHORT_RENDERER:n10:share0.833333 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	4	NO	3	1	2	0.030038872	q→CARRIER_Q | oe→O+E | kedy→K+E+DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | oe:LEARNED_SHORT_RENDERER:n69:share0.958333 | kedy:LEARNED_SHORT_RENDERER:n34:share0.772727	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	5	NO	3	1	2	0.069895440	qo→CARRIER_Q+O | e→E | kedy→K+E+DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | kedy:LEARNED_SHORT_RENDERER:n34:share0.772727	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	6	NO	3	0	3	0.102710200	qo→CARRIER_Q+O | ek→E+K | edy→E+DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	7	NO	4	2	2	0.009971802	q→CARRIER_Q | oe→O+E | ke→K+E | dy→DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | oe:LEARNED_SHORT_RENDERER:n69:share0.958333 | ke:LEARNED_SHORT_RENDERER:n102:share0.944444 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	8	NO	4	2	2	0.013209943	q→CARRIER_Q | oe→O+E | k→K | edy→E+DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | oe:LEARNED_SHORT_RENDERER:n69:share0.958333 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	9	NO	4	3	1	0.018232156	qoe→CARRIER_Q+O+E | k→K | e→E | dy→DY	qoe:LEARNED_SHORT_RENDERER:n10:share0.833333 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	10	NO	4	3	1	0.025782911	q→CARRIER_Q | o→O | e→E | kedy→K+E+DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | kedy:LEARNED_SHORT_RENDERER:n34:share0.772727	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	11	NO	4	2	2	0.049828370	qo→CARRIER_Q+O | e→E | ke→K+E | dy→DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | ke:LEARNED_SHORT_RENDERER:n102:share0.944444 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	12	NO	4	2	2	0.053066511	qo→CARRIER_Q+O | e→E | k→K | edy→E+DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	13	NO	4	2	2	0.058597671	q→CARRIER_Q | o→O | ek→E+K | edy→E+DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	14	NO	4	2	2	0.093756218	qo→CARRIER_Q+O | ek→E+K | e→E | dy→DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	15	NO	5	4	1	0.004255961	q→CARRIER_Q | oe→O+E | k→K | e→E | dy→DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | oe:LEARNED_SHORT_RENDERER:n69:share0.958333 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	16	NO	5	4	1	0.005715841	q→CARRIER_Q | o→O | e→E | ke→K+E | dy→DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | ke:LEARNED_SHORT_RENDERER:n102:share0.944444 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	17	NO	5	4	1	0.008953982	q→CARRIER_Q | o→O | e→E | k→K | edy→E+DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | edy:LEARNED_SHORT_RENDERER:n395:share0.914352	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	18	NO	5	4	1	0.044112529	qo→CARRIER_Q+O | e→E | k→K | e→E | dy→DY	qo:LEARNED_SHORT_RENDERER:n101:share0.643312 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	19	NO	5	4	1	0.049643689	q→CARRIER_Q | o→O | ek→E+K | e→E | dy→DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | ek:LEARNED_SHORT_RENDERER:n56:share0.608696 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoekedy	CARRIER_Q+O+E+K+E+DY	20	NO	6	6	0	0.000000000	q→CARRIER_Q | o→O | e→E | k→K | e→E | dy→DY	q:CANONICAL_AND_LEARNED:n147:share0.980000 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | k:CANONICAL_AND_LEARNED:n937:share0.961026 | e:CANONICAL_AND_LEARNED:n1411:share0.920417 | dy:CANONICAL_STEM:n0:share0.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qokshd	OK+SH+D_ADDR	1	YES	2	0	2	0.267125871	qok→OK | shd→SH+D_ADDR	qok:LEARNED_RENDERER_ALIAS:n712:share0.995804 | shd:LEARNED_SHORT_RENDERER:n33:share0.846154	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qokshd	OK+SH+D_ADDR	2	NO	3	2	1	0.250420463	qok→OK | sh→SH | d→D_ADDR	qok:LEARNED_RENDERER_ALIAS:n712:share0.995804 | sh:CANONICAL_AND_LEARNED:n1298:share0.985573 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	1	YES	2	0	2	0.257749566	qot→OT | eeod→EE+O+D_ADDR	qot:LEARNED_RENDERER_ALIAS:n226:share0.974138 | eeod:LEARNED_SHORT_RENDERER:n19:share0.950000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	2	NO	2	0	2	0.272749983	qotee→OT+EE | od→O+D_ADDR	qotee:LEARNED_SHORT_RENDERER:n15:share0.937500 | od:LEARNED_SHORT_RENDERER:n226:share0.849624	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	3	NO	3	2	1	0.256453852	qotee→OT+EE | o→O | d→D_ADDR	qotee:LEARNED_SHORT_RENDERER:n15:share0.937500 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	4	NO	3	1	2	0.260218828	qot→OT | eeo→EE+O | d→D_ADDR	qot:LEARNED_RENDERER_ALIAS:n226:share0.974138 | eeo:LEARNED_SHORT_RENDERER:n38:share0.926829 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	5	NO	3	1	2	0.268916368	qot→OT | ee→EE | od→O+D_ADDR	qot:LEARNED_RENDERER_ALIAS:n226:share0.974138 | ee:CANONICAL_AND_LEARNED:n630:share0.915698 | od:LEARNED_SHORT_RENDERER:n226:share0.849624	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
qoteeod	OT+EE+O+D_ADDR	6	NO	4	3	1	0.252620237	qot→OT | ee→EE | o→O | d→D_ADDR	qot:LEARNED_RENDERER_ALIAS:n226:share0.974138 | ee:CANONICAL_AND_LEARNED:n630:share0.915698 | o:CANONICAL_AND_LEARNED:n1340:share0.949681 | d:CANONICAL_AND_LEARNED:n1129:share0.905373	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
rotaiin	R+OT+AIIN	1	YES	2	1	1	0.000000000	r→R | otaiin→OT+AIIN	r:CANONICAL_AND_LEARNED:n199:share0.861472 | otaiin:LEARNED_SHORT_RENDERER:n11:share1.000000	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
rotaiin	R+OT+AIIN	2	NO	3	3	0	0.000000000	r→R | ot→OT | aiin→AIIN	r:CANONICAL_AND_LEARNED:n199:share0.861472 | ot:CANONICAL_AND_LEARNED:n512:share0.942910 | aiin:CANONICAL_AND_LEARNED:n474:share0.995798	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
shekair	SH+E+K+AIR	1	YES	2	1	1	0.006252036	shek→SH+E+K | air→AIR	shek:LEARNED_SHORT_RENDERER:n31:share0.939394 | air:CANONICAL_AND_LEARNED:n74:share0.936709	YES	YES	EXACT_MONOTONE_FULL_SURFACE_COVER__OLD26_ALIAS_DECK_ONLY
