route_id	card_ordinal	candidate_recipe	source_neighbor_recipe	changed_atom_position	source_atom	source_value_de	target_atom	target_value_de	factor_family	direct_shared_frame_count	source_trace	target_trace	semantic_trace_delta_count	source_workshop_phrase_de	target_workshop_phrase_de	natural_phrase_changed	unchanged_slots_preserved	sample_observed_surface	sample_observed_clause_de	workshop_distinction_de	decision
NR011	3	CH+AR	CH+L	2	L	VERBINDUNG	AR	AUSGANG	RELATION	9	1:ACTION_HEAD=NEHMEN | 2:RELATION=VERBINDUNG	1:ACTION_HEAD=NEHMEN | 2:RELATION=AUSGANG	1	Nimm über die Verbindung.	Nimm vom Ausgang.	YES	YES	chl	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR012	3	CH+AR	S+AR	1	S	WÄHLEN	CH	NEHMEN	ACTION_HEAD	12	1:ACTION_HEAD=WÄHLEN | 2:RELATION=AUSGANG	1:ACTION_HEAD=NEHMEN | 2:RELATION=AUSGANG	1	Wähle vom Ausgang.	Nimm vom Ausgang.	YES	YES	schar	Wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	NEHMEN eröffnet eine Übergabe; WÄHLEN bestimmt eher den gewünschten Wert oder Anteil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR013	4	SH+AIN	CHD+AIN	1	CHD	BEARBEITEN	SH	HALTEN	ACTION_HEAD	14	1:ACTION_HEAD=BEARBEITEN | 2:ARGUMENT=ANTEIL	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=ANTEIL	1	Bearbeite den Anteil.	Halte den Anteil.	YES	YES	chedain	Bearbeite den Stationsanteil.	HALTEN nimmt Gradstufen; BEARBEITEN ist fast immer der letzte ungradierte Handlungskopf.	REVERSIBLE_ONE_ROOT_CONTRAST
NR014	4	SH+AIN	SH+AIIN	2	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=WERT	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=ANTEIL	1	Halte den Wert.	Halte den Anteil.	YES	YES	shaiin	Halte den Kennwert fest.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR015	4	SH+AIN	SH+OR	2	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=EINHEIT	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=ANTEIL	1	Halte die Einheit.	Halte den Anteil.	YES	YES	shor	Halte die Arbeitseinheit.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR016	4	SH+AIN	SH+Y	2	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=POSTEN	1:ACTION_HEAD=HALTEN | 2:ARGUMENT=ANTEIL	1	Halte den Posten.	Halte den Anteil.	YES	YES	shchey	Halte den Stationsposten.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR017	5	AIIN+AIN	AIIN+Y	2	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:ARGUMENT=WERT | 2:ARGUMENT=POSTEN	1:ARGUMENT=WERT | 2:ARGUMENT=ANTEIL	1	Wert des Postens.	Wert des Anteils.	YES	YES	aiiny	Im laufenden Gang bearbeite den Stationswert und den Stationsposten.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR018	5	AIIN+AIN	OR+AIN	1	OR	EINHEIT	AIIN	WERT	ARGUMENT	27	1:ARGUMENT=EINHEIT | 2:ARGUMENT=ANTEIL	1:ARGUMENT=WERT | 2:ARGUMENT=ANTEIL	1	Einheit des Anteils.	Wert des Anteils.	YES	YES	orain	Im laufenden Gang stelle die Arbeitseinheit und den Materialanteil ein.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR019	5	AIIN+AIN	Y+AIN	1	Y	POSTEN	AIIN	WERT	ARGUMENT	37	1:ARGUMENT=POSTEN | 2:ARGUMENT=ANTEIL	1:ARGUMENT=WERT | 2:ARGUMENT=ANTEIL	1	Anteil des Postens.	Wert des Anteils.	YES	YES	ydain	Bezug: den laufenden Eintrag und den Teilwert.	POSTEN bleibt als aktives Objekt handlungsfähig; WERT füllt eine Einstellung aus.	REVERSIBLE_ONE_ROOT_CONTRAST
NR020	6	AIN+Y	AIIN+Y	1	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:ARGUMENT=WERT | 2:ARGUMENT=POSTEN	1:ARGUMENT=ANTEIL | 2:ARGUMENT=POSTEN	1	Wert des Postens.	Anteil des Postens.	YES	YES	aiiny	Im laufenden Gang bearbeite den Stationswert und den Stationsposten.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR021	6	AIN+Y	OR+Y	1	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ARGUMENT=EINHEIT | 2:ARGUMENT=POSTEN	1:ARGUMENT=ANTEIL | 2:ARGUMENT=POSTEN	1	Einheit des Postens.	Anteil des Postens.	YES	YES	orchey	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR022	6	AIN+Y	Y+Y	1	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:ARGUMENT=POSTEN | 2:ARGUMENT=POSTEN	1:ARGUMENT=ANTEIL | 2:ARGUMENT=POSTEN	1	Äußerer Posten; innerer Posten.	Anteil des Postens.	YES	YES	ychy	Im laufenden Gang stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR023	7	AIR+AIIN	AL+AIIN	1	AL	ZIELORT	AIR	BAHN	RELATION	8	1:RELATION=ZIELORT | 2:ARGUMENT=WERT	1:RELATION=BAHN | 2:ARGUMENT=WERT	1	Am Zielort: Wert.	Entlang der Bahn: Wert.	YES	YES	alaiin	Im laufenden Gang wähle den Positionswert; zur Zielposition.	ZIELORT ist eine Adresse; BAHN ist der Wegwert, auf dem der Gang läuft.	REVERSIBLE_ONE_ROOT_CONTRAST
NR024	7	AIR+AIIN	AR+AIIN	1	AR	AUSGANG	AIR	BAHN	RELATION	10	1:RELATION=AUSGANG | 2:ARGUMENT=WERT	1:RELATION=BAHN | 2:ARGUMENT=WERT	1	Vom Ausgang: Wert.	Entlang der Bahn: Wert.	YES	YES	araiin	Im laufenden Gang wähle den Stationswert; von der Ausgangsstation.	AUSGANG und BAHN sind verschiedene Relationstypen mit verschiedenen Binderegeln.	REVERSIBLE_ONE_ROOT_CONTRAST
NR025	7	AIR+AIIN	L+AIIN	1	L	VERBINDUNG	AIR	BAHN	RELATION	3	1:RELATION=VERBINDUNG | 2:ARGUMENT=WERT	1:RELATION=BAHN | 2:ARGUMENT=WERT	1	Über die Verbindung: Wert.	Entlang der Bahn: Wert.	YES	YES	llaiir	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR026	8	AIR+OL	AL+OL	1	AL	ZIELORT	AIR	BAHN	RELATION	8	1:RELATION=ZIELORT | 2:ORDER_CONTROL=FORTSETZEN	1:RELATION=BAHN | 2:ORDER_CONTROL=FORTSETZEN	1	Weiter: Am Zielort.	Weiter: Entlang der Bahn.	YES	YES	alol	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	ZIELORT ist eine Adresse; BAHN ist der Wegwert, auf dem der Gang läuft.	REVERSIBLE_ONE_ROOT_CONTRAST
NR027	8	AIR+OL	AR+OL	1	AR	AUSGANG	AIR	BAHN	RELATION	10	1:RELATION=AUSGANG | 2:ORDER_CONTROL=FORTSETZEN	1:RELATION=BAHN | 2:ORDER_CONTROL=FORTSETZEN	1	Weiter: Vom Ausgang.	Weiter: Entlang der Bahn.	YES	YES	arol	Weiter im laufenden Gang ordne die Positionseinheit [wie zuvor] zu; von der Ausgangsposition.	AUSGANG und BAHN sind verschiedene Relationstypen mit verschiedenen Binderegeln.	REVERSIBLE_ONE_ROOT_CONTRAST
NR028	8	AIR+OL	L+OL	1	L	VERBINDUNG	AIR	BAHN	RELATION	3	1:RELATION=VERBINDUNG | 2:ORDER_CONTROL=FORTSETZEN	1:RELATION=BAHN | 2:ORDER_CONTROL=FORTSETZEN	1	Weiter: Über die Verbindung.	Weiter: Entlang der Bahn.	YES	YES	chlol	Weiter im laufenden Gang stelle den Arbeitswert [wie zuvor] ein; über die Verbindung im Pflanzenartikel.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR029	9	AIR+Y	AL+Y	1	AL	ZIELORT	AIR	BAHN	RELATION	8	1:RELATION=ZIELORT | 2:ARGUMENT=POSTEN	1:RELATION=BAHN | 2:ARGUMENT=POSTEN	1	Am Zielort: Posten.	Entlang der Bahn: Posten.	YES	YES	aly	Im laufenden Gang nimm den Positionsposten auf; zur Zielposition.	ZIELORT ist eine Adresse; BAHN ist der Wegwert, auf dem der Gang läuft.	REVERSIBLE_ONE_ROOT_CONTRAST
NR030	9	AIR+Y	AR+Y	1	AR	AUSGANG	AIR	BAHN	RELATION	10	1:RELATION=AUSGANG | 2:ARGUMENT=POSTEN	1:RELATION=BAHN | 2:ARGUMENT=POSTEN	1	Vom Ausgang: Posten.	Entlang der Bahn: Posten.	YES	YES	chary	Im laufenden Gang bearbeite den Stationsposten; von der Ausgangsstation.	AUSGANG und BAHN sind verschiedene Relationstypen mit verschiedenen Binderegeln.	REVERSIBLE_ONE_ROOT_CONTRAST
NR031	9	AIR+Y	L+Y	1	L	VERBINDUNG	AIR	BAHN	RELATION	3	1:RELATION=VERBINDUNG | 2:ARGUMENT=POSTEN	1:RELATION=BAHN | 2:ARGUMENT=POSTEN	1	Über die Verbindung: Posten.	Entlang der Bahn: Posten.	YES	YES	ly	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR032	10	AR+AIN	AR+AIIN	2	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:RELATION=AUSGANG | 2:ARGUMENT=WERT	1:RELATION=AUSGANG | 2:ARGUMENT=ANTEIL	1	Vom Ausgang: Wert.	Vom Ausgang: Anteil.	YES	YES	araiin	Im laufenden Gang wähle den Stationswert; von der Ausgangsstation.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR033	10	AR+AIN	AR+Y	2	Y	POSTEN	AIN	ANTEIL	ARGUMENT	23	1:RELATION=AUSGANG | 2:ARGUMENT=POSTEN	1:RELATION=AUSGANG | 2:ARGUMENT=ANTEIL	1	Vom Ausgang: Posten.	Vom Ausgang: Anteil.	YES	YES	chary	Im laufenden Gang bearbeite den Stationsposten; von der Ausgangsstation.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR034	10	AR+AIN	L+AIN	1	L	VERBINDUNG	AR	AUSGANG	RELATION	9	1:RELATION=VERBINDUNG | 2:ARGUMENT=ANTEIL	1:RELATION=AUSGANG | 2:ARGUMENT=ANTEIL	1	Über die Verbindung: Anteil.	Vom Ausgang: Anteil.	YES	YES	ldain	Im laufenden Gang nimm den Drogenanteil; über die Gefäßverbindung.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR035	11	CARRIER_Q+O+Y	CARRIER_Q+O+AIIN	3	AIIN	WERT	Y	POSTEN	ARGUMENT	37	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=WERT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSTEN	1	Beginne mit der Ausführung des Werts.	Beginne mit der Ausführung des Postens.	YES	YES	qoaiin	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als neuen Einsatz und als Ausführung.	POSTEN bleibt als aktives Objekt handlungsfähig; WERT füllt eine Einstellung aus.	REVERSIBLE_ONE_ROOT_CONTRAST
NR036	11	CARRIER_Q+O+Y	CARRIER_Q+O+AIN	3	AIN	ANTEIL	Y	POSTEN	ARGUMENT	23	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=ANTEIL	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSTEN	1	Beginne mit der Ausführung des Anteils.	Beginne mit der Ausführung des Postens.	YES	YES	qodain	Im laufenden Gang halte den Materialanteil; als neuen Einsatz und als Ausführung.	POSTEN wird weiterbearbeitet; ANTEIL begrenzt den gemeinten Teil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR037	11	CARRIER_Q+O+Y	CARRIER_Q+O+OR	3	OR	EINHEIT	Y	POSTEN	ARGUMENT	38	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=EINHEIT	1:FORMAL_CONTROL=BEGINNMARKER | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:ARGUMENT=POSTEN	1	Beginne mit der Ausführung der Einheit.	Beginne mit der Ausführung des Postens.	YES	YES	qoor	Im laufenden Gang nimm die Ansatzeinheit; als neuen Einsatz und als Ausführung.	POSTEN ist der laufende Referent; EINHEIT ist der Rahmen, der weiteren Inhalt tragen kann.	REVERSIBLE_ONE_ROOT_CONTRAST
NR038	12	CH+AIN	CH+AIIN	2	AIIN	WERT	AIN	ANTEIL	ARGUMENT	23	1:ACTION_HEAD=NEHMEN | 2:ARGUMENT=WERT	1:ACTION_HEAD=NEHMEN | 2:ARGUMENT=ANTEIL	1	Nimm den Wert.	Nimm den Anteil.	YES	YES	chaiin	Nimm den Arbeitswert.	WERT ist die portablere Einstellgröße; ANTEIL ist stärker besitzer- und Teilstruktur-gebunden.	REVERSIBLE_ONE_ROOT_CONTRAST
NR039	12	CH+AIN	CH+OR	2	OR	EINHEIT	AIN	ANTEIL	ARGUMENT	16	1:ACTION_HEAD=NEHMEN | 2:ARGUMENT=EINHEIT	1:ACTION_HEAD=NEHMEN | 2:ARGUMENT=ANTEIL	1	Nimm die Einheit.	Nimm den Anteil.	YES	YES	chor	Entnimm die Eintragseinheit.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
NR040	12	CH+AIN	S+AIN	1	S	WÄHLEN	CH	NEHMEN	ACTION_HEAD	12	1:ACTION_HEAD=WÄHLEN | 2:ARGUMENT=ANTEIL	1:ACTION_HEAD=NEHMEN | 2:ARGUMENT=ANTEIL	1	Wähle den Anteil.	Nimm den Anteil.	YES	YES	sain	Wähle den Materialanteil.	NEHMEN eröffnet eine Übergabe; WÄHLEN bestimmt eher den gewünschten Wert oder Anteil.	REVERSIBLE_ONE_ROOT_CONTRAST
NR041	13	CH+E+O+AIR	CH+E+O+AL	4	AL	ZIELORT	AIR	BAHN	RELATION	8	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=ZIELORT	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=BAHN	1	Nimm am Zielort auf Grad I als Ausführung.	Nimm entlang der Bahn auf Grad I als Ausführung.	YES	YES	cheodal	Nimm; zum Zielgefäß; auf Grad I und als Ausführung.	ZIELORT ist eine Adresse; BAHN ist der Wegwert, auf dem der Gang läuft.	REVERSIBLE_ONE_ROOT_CONTRAST
NR042	13	CH+E+O+AIR	CH+E+O+AR	4	AR	AUSGANG	AIR	BAHN	RELATION	10	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=AUSGANG	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=BAHN	1	Nimm vom Ausgang auf Grad I als Ausführung.	Nimm entlang der Bahn auf Grad I als Ausführung.	YES	YES	cheoar	Nimm den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I und als Ausführung.	AUSGANG und BAHN sind verschiedene Relationstypen mit verschiedenen Binderegeln.	REVERSIBLE_ONE_ROOT_CONTRAST
NR043	13	CH+E+O+AIR	CH+E+O+L	4	L	VERBINDUNG	AIR	BAHN	RELATION	3	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=VERBINDUNG	1:ACTION_HEAD=NEHMEN | 2:GRADE=GRAD I | 3:FORMAL_CONTROL=AUSFÜHRUNG | 4:RELATION=BAHN	1	Nimm über die Verbindung auf Grad I als Ausführung.	Nimm entlang der Bahn auf Grad I als Ausführung.	YES	YES	cheol	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR044	14	CH+K+L	CH+K+AIR	3	AIR	BAHN	L	VERBINDUNG	RELATION	3	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=BAHN	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=VERBINDUNG	1	Nimm; gib entlang der Bahn.	Nimm; gib über die Verbindung.	YES	YES	chekair	Entnimm den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; entlang der Stationsbahn.	VERBINDUNG eröffnet einen Anschluss; BAHN bezeichnet den Verlauf dieses Anschlusses.	REVERSIBLE_ONE_ROOT_CONTRAST
NR045	14	CH+K+L	CH+K+AL	3	AL	ZIELORT	L	VERBINDUNG	RELATION	16	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=ZIELORT	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=VERBINDUNG	1	Nimm; gib am Zielort.	Nimm; gib über die Verbindung.	YES	YES	ckhal	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	ZIELORT adressiert das Ankommen; VERBINDUNG hält einen folgenden Gang offen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR046	14	CH+K+L	CH+K+AR	3	AR	AUSGANG	L	VERBINDUNG	RELATION	9	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=AUSGANG	1:ACTION_HEAD=NEHMEN | 2:ACTION_HEAD=GEBEN | 3:RELATION=VERBINDUNG	1	Nimm; gib vom Ausgang.	Nimm; gib über die Verbindung.	YES	YES	ckhar	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	AUSGANG nennt die Herkunft; VERBINDUNG trägt die Fortsetzung.	REVERSIBLE_ONE_ROOT_CONTRAST
NR047	15	CH+O+D_ADDR+OR	CH+O+D_ADDR+AIIN	4	AIIN	WERT	OR	EINHEIT	ARGUMENT	27	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=WERT	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=EINHEIT	1	Nimm den Wert als Ausführung hier.	Nimm die Einheit als Ausführung hier.	YES	YES	chodaiin	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.	WERT füllt eine Einheit aus; EINHEIT kann selbst weiteren Inhalt aufnehmen.	REVERSIBLE_ONE_ROOT_CONTRAST
NR048	15	CH+O+D_ADDR+OR	CH+O+D_ADDR+AIN	4	AIN	ANTEIL	OR	EINHEIT	ARGUMENT	16	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=ANTEIL	1:ACTION_HEAD=NEHMEN | 2:FORMAL_CONTROL=AUSFÜHRUNG | 3:LOCAL_OR_CLASS_SIGN=HIER | 4:ARGUMENT=EINHEIT	1	Nimm den Anteil als Ausführung hier.	Nimm die Einheit als Ausführung hier.	YES	YES	chodain	Entnimm den Teilwert; als Ausführung; an der bezeichneten Stelle.	ANTEIL teilt den Besitzer; EINHEIT bündelt einen selbständigen Arbeits- oder Eintragsblock.	REVERSIBLE_ONE_ROOT_CONTRAST
