event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	portable_card_value_de	owner_argument_policy	portable_scope
52	H3-S004	H3	f11r	qotchy	MC107	danach · Posten	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
53	H3-S004	H3	f11r	okchol	MC041	einsetzen · weiter	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
54	H3-S004	H3	f11r	cthy	MC161	bereit	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
55	H3-S004	H3	f11r	dy	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
56	H4-S001	H4	f55v	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
57	H4-S001	H4	f55v	chaiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
58	H4-S001	H4	f55v	ykain	MC047	Posten · Anteil	ACTIVE_ITEM_AND_LOCAL_UNIT	LOCAL_LEARNED_WHOLE_CARD
59	H4-S001	H4	f55v	ykan	MC148	Posten · Anteil	ACTIVE_ITEM_AND_LOCAL_UNIT	LOCAL_LEARNED_WHOLE_CARD
60	H4-S001	H4	f55v	ody	MC100	kühlen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
61	H4-S002	H4	f55v	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
62	H4-S002	H4	f55v	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
63	H4-S002	H4	f55v	talam	MC160	Ziel · verwahren	VISIBLE_APPLICATION_OR_STORAGE_OWNER	LOCAL_LEARNED_WHOLE_CARD
64	H4-S003	H4	f55v	ykaiin	MC170	Posten · Sollmaß	ACTIVE_ITEM_AND_LOCAL_UNIT	LOCAL_LEARNED_WHOLE_CARD
65	H4-S003	H4	f55v	cheoar	MC085	Auszug · Quelle	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
66	H4-S003	H4	f55v	cheeky	MC032	länger bearbeiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
67	H4-S003	H4	f55v	oldy	MC019	fertig	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
68	H4-S004	H4	f55v	aiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
69	H4-S004	H4	f55v	okal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
70	H4-S004	H4	f55v	oltchy	MC021	weiter · bereitstellen · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
71	H4-S004	H4	f55v	or	MC080	Ansatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
72	H4-S004	H4	f55v	y	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
73	H4-S004	H4	f55v	orain	MC072	Bereitung · Anteil	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
74	H5-S001	H5	f56r	chochor	MC125	Zugabe · Bereitung	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
75	H5-S001	H5	f56r	cho	MC034	weitere Zutat	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
76	H5-S001	H5	f56r	chodaly	MC010	Zugabe · Ziel · Posten	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
77	H5-S001	H5	f56r	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
78	H5-S001	H5	f56r	sho	MC034	weitere Zutat	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
79	H5-S001	H5	f56r	kchol	MC090	bearbeiten · weiter	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
80	H5-S001	H5	f56r	otchor	MC013	Folgeansatz	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
81	H5-S001	H5	f56r	choky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
82	H5-S001	H5	f56r	dal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
83	H5-S002	H5	f56r	schol	MC142	vom vorigen	INHERITED_SOURCE_OR_PREVIOUS_BATCH	ACTIVE_CROSS_RECORD
84	H5-S002	H5	f56r	choy	MC131	Zugabe · Posten	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
85	H5-S002	H5	f56r	choky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
86	H5-S002	H5	f56r	cheeckhody	MC099	Langpassage; Schluss	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
87	H5-S003	H5	f56r	sh	MC114	halten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
88	H5-S003	H5	f56r	cho	MC034	weitere Zutat	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
89	H5-S003	H5	f56r	kchey	MC122	bearbeiten · kurz · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
90	H5-S003	H5	f56r	qokokchy	MC015	einsetzen · einsetzen · Posten	LOCAL_EXEMPLAR_OWNER	LOCAL_LEARNED_WHOLE_CARD
91	H5-S004	H5	f56r	okchy	MC103	weiterbearbeiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
92	H5-S004	H5	f56r	chokcheo	MC006	einsetzen · Auszug	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
93	H5-S004	H5	f56r	kchal	MC077	bearbeiten · Ziel	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
94	H5-S005	H5	f56r	sho	MC034	weitere Zutat	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
95	H5-S005	H5	f56r	chokchy	MC103	weiterbearbeiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
96	H5-S005	H5	f56r	kchoar	MC136	Auszug · Quelle	PICTURE_MATERIAL_OR_LOCAL_PREPARATION	LOCAL_LEARNED_WHOLE_CARD
97	H5-S005	H5	f56r	sotodan	MC068	danach · anwenden	VISIBLE_APPLICATION_OR_STORAGE_OWNER	LOCAL_LEARNED_WHOLE_CARD
98	H5-S006	H5	f56r	otchey	MC171	das nächste	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
99	H5-S006	H5	f56r	keol	MC104	kurz · weiter	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
100	H5-S006	H5	f56r	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
101	B1-S001	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
102	B1-S002	B1	f81v	okaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
103	B1-S002	B1	f81v	kair	MC023	Lauf	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
104	B1-S002	B1	f81v	okal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
105	B1-S002	B1	f81v	sar	MC055	davon	INHERITED_SOURCE_OR_PREVIOUS_BATCH	ACTIVE_CROSS_RECORD
106	B1-S002	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
107	B1-S002	B1	f81v	kain	MC105	Anteil	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
108	B1-S002	B1	f81v	olkain	MC097	weiterer Anteil	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
109	B1-S002	B1	f81v	al	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
110	B1-S002	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
111	B1-S002	B1	f81v	rol	MC016	weiter	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
112	B1-S002	B1	f81v	dl	MC012	Zusatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
113	B1-S002	B1	f81v	olor	MC157	derselbe Ansatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
114	B1-S002	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
115	B1-S002	B1	f81v	sheckhal	MC058	Passage · kurz · Ziel	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
116	B1-S002	B1	f81v	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
117	B1-S002	B1	f81v	qokeedal	MC096	einsetzen · länger · Ziel	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
118	B1-S002	B1	f81v	daiin	MC039	Sollmaß	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
119	B1-S002	B1	f81v	chckhy	MC035	durchleiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
120	B1-S002	B1	f81v	schedy	MC025	überführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
121	B1-S003	B1	f81v	qol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
122	B1-S003	B1	f81v	sshkchdy	MC061	Haltetransfer; Schluss	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
123	B1-S004	B1	f81v	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
124	B1-S004	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
125	B1-S004	B1	f81v	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
126	B1-S005	B1	f81v	qolchedy	MC028	weiterführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
127	B1-S006	B1	f81v	qokain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
128	B1-S006	B1	f81v	shckhy	MC035	durchleiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
129	B1-S006	B1	f81v	dl	MC012	Zusatz	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
130	B1-S006	B1	f81v	ral	MC056	Ziel	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
131	B1-S007	B1	f81v	qokchdy	MC088	einführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
132	B1-S008	B1	f81v	chey	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
133	B1-S008	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
134	B1-S008	B1	f81v	cheky	MC147	kurz wärmen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
135	B1-S008	B1	f81v	ol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
136	B1-S008	B1	f81v	shedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
137	B1-S009	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
138	B1-S010	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
139	B1-S011	B1	f81v	chckhy	MC035	durchleiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
140	B1-S011	B1	f81v	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
141	B1-S012	B1	f81v	lsho	MC130	waschen	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
142	B1-S012	B1	f81v	qokey	MC007	kurz einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
143	B1-S012	B1	f81v	lshedy	MC038	waschen; schließen	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
144	B1-S013	B1	f81v	lshedy	MC038	waschen; schließen	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
145	B1-S014	B1	f81v	chedy	MC074	überführen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
146	B1-S014	B1	f81v	qolky	MC134	weiter	ACTIVE_SEQUENCE	LOCAL_LEARNED_WHOLE_CARD
147	B1-S014	B1	f81v	lchedal	MC051	abführen · übertragen · Ziel	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
148	B1-S014	B1	f81v	qol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
149	B1-S014	B1	f81v	otar	MC121	danach · Quelle	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
150	B1-S015	B1	f81v	ytey	MC109	Posten · kurz · Teil	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
151	B1-S015	B1	f81v	okchedy	MC005	einführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
152	B1-S016	B1	f81v	qokal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
153	B1-S016	B1	f81v	okeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
154	B1-S016	B1	f81v	qol	MC153	weiter	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
155	B1-S016	B1	f81v	cheedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
156	B1-S017	B1	f81v	sal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
157	B1-S017	B1	f81v	teol	MC106	kurz · weiter	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
158	B1-S017	B1	f81v	dchdy	MC139	übertragen; schließen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
159	B1-S018	B1	f81v	ly	MC118	abführen · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
160	B1-S018	B1	f81v	dsheol	MC076	halten · kurz · weiter	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
161	B1-S018	B1	f81v	oiiin	MC033	Arbeitsstufe	ACTIVE_BIO_ITEM_OR_STATION	ACTIVE_BIO_CROSS_RECORD
162	B1-S018	B1	f81v	olkeedy	MC045	lange sammeln; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
163	B1-S019	B1	f81v	tedy	MC128	kurz absetzen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
164	B1-S020	B1	f81v	cheky	MC147	kurz wärmen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
165	B1-S020	B1	f81v	shckhedy	MC143	seihen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
166	B1-S021	B1	f81v	chal	MC154	dorthin	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
167	B2-S001	B2	f82r	dchedy	MC025	überführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
168	B2-S002	B2	f82r	qolchedy	MC028	weiterführen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
169	B2-S003	B2	f82r	qokain	MC017	Anteil zugeben	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
170	B2-S003	B2	f82r	dy	MC123	dies	ACTIVE_WORK_ITEM	ACTIVE_CROSS_RECORD
171	B2-S003	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
172	B2-S004	B2	f82r	qokal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
173	B2-S004	B2	f82r	lcheckhy	MC168	abführen · Passage · Posten	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
174	B2-S004	B2	f82r	lched	MC127	abführen · übertragen	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
175	B2-S004	B2	f82r	qokeey	MC002	lange einwirken	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
176	B2-S004	B2	f82r	lcheckhedy	MC133	abführen · trennen; schließen	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
177	B2-S005	B2	f82r	qokaly	MC054	einsetzen · Ziel · Posten	LOCAL_SOURCE_PATH_TARGET	LOCAL_LEARNED_WHOLE_CARD
178	B2-S005	B2	f82r	solkaiin	MC036	auffangen · Sollmaß	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
179	B2-S005	B2	f82r	chckhy	MC035	durchleiten	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
180	B2-S005	B2	f82r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
181	B2-S005	B2	f82r	qokaiin	MC120	bemessen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
182	B2-S005	B2	f82r	octheol	MC112	bereitstellen · weiter	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
183	B2-S005	B2	f82r	chkeey	MC166	wärmen · länger · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
184	B2-S005	B2	f82r	ldy	MC004	abziehen; Schluss	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
185	B2-S006	B2	f82r	oteey	MC063	danach · länger · Posten	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
186	B2-S006	B2	f82r	qokal	MC040	dorthin einsetzen	VISIBLE_OR_REGISTERED_TARGET	ACTIVE_CROSS_RECORD
187	B2-S006	B2	f82r	sheckhy	MC132	Passage · kurz · Posten	LOCAL_MEDIUM_PATH_OR_PRODUCT	LOCAL_LEARNED_WHOLE_CARD
188	B2-S006	B2	f82r	qoky	MC026	einsetzen	ACTIVE_WORK_ITEM_OR_BATCH	ACTIVE_CROSS_RECORD
189	B2-S007	B2	f82r	dshedy	MC138	absetzen · kurz; schließen	ACTIVE_BATCH_OR_STATION_STATE	LOCAL_LEARNED_WHOLE_CARD
190	B2-S008	B2	f82r	sotaiin	MC060	Folgemaß	ACTIVE_SEQUENCE	ACTIVE_CROSS_RECORD
