edition	model	sector	clock	title_locus	title_raw	title_representation	title_definite	body_loci	body_representation	body_known_mask
IT2a	LITERAL	3	11:30	f67r2.3	soy shr okar	soy shr okar	True	f67r2.19,f67r2.20,f67r2.21,f67r2.22	ydchos ain ar amy chocfhy saral rain am or okal	1111111111
IT2a	LITERAL	4	00:30	f67r2.4	shekchy ?ykor	shekchy ?ykor	False	f67r2.23,f67r2.24,f67r2.25	eoporchy salsoiin sodar ofor ar ydag	111111
IT2a	LITERAL	5	01:30	f67r2.5	ykeody okchy	ykeody okchy	True	f67r2.26,f67r2.27,f67r2.28	yteoor yto ykor okeor aiin am okain am	11111111
IT2a	LITERAL	6	02:30	f67r2.6	dchetdy	dchetdy	True	f67r2.29,f67r2.30,f67r2.31	ytody saiin ochol olol opcholdy	11111
IT2a	LITERAL	7	03:30	f67r2.7	rfchykchey ykchys	rfchykchey ykchys	True	f67r2.32,f67r2.33,f67r2.34	dorar odar ais aloiin dakan osar odal dfar oeoldan	111111111
IT2a	LITERAL	8	04:30	f67r2.8	chkchdar	chkchdar	True	f67r2.35,f67r2.36,f67r2.37	chol daiin okol ytor daiin or ytoaiin	1111111
IT2a	LITERAL	9	05:30	f67r2.9	ykar ykaly	ykar ykaly	True	f67r2.38,f67r2.39,f67r2.40	otoldos octhole sor chedaiin dy yteos oiin om	11111111
IT2a	LITERAL	10	06:30	f67r2.10	lkshykchy okar	lkshykchy okar	True	f67r2.41,f67r2.42,f67r2.43	ytoeopchey chekody soshe chos ockhy daiin aiin os yrl	111111111
IT2a	LITERAL	11	07:30	f67r2.11	chky chykchr chy	chky chykchr chy	True	f67r2.44,f67r2.45,f67r2.46,f67r2.47	ofydy sheody aiin ycheody es odaiiin yekees oraly yfain	111111111
IT2a	LITERAL	12	08:30	f67r2.12	ykchs ykchos	ykchs ykchos	True	f67r2.48,f67r2.49,f67r2.50,f67r2.51	todaiin dain dy orchoer aiin choeey sar dacsa?ry?	11111110
IT2a	LEGACY_ROOT_EXACT	1	09:30	f67r2.1	ykchyr aram	Hr ar	True	f67r2.13,f67r2.14,f67r2.15	ood+H ai al+d o+H oii ol+d l+Hs+od	1111111
IT2a	LEGACY_ROOT_EXACT	2	10:30	f67r2.2	ykecho ols eesydy	e+Ho ol+s eesd	True	f67r2.16,f67r2.17,f67r2.18	odaiin otocs oekain y otchoy soraiis dy o+H aii al	0000000111
IT2a	LEGACY_ROOT_EXACT	3	11:30	f67r2.3	soy shr okar	o Hr ok	True	f67r2.19,f67r2.20,f67r2.21,f67r2.22	Hos ai ar a Ho+cfh ar r a or ok	1111111111
IT2a	LEGACY_ROOT_EXACT	4	00:30	f67r2.4	shekchy ?ykor	shekchy ?ykor	False	f67r2.23,f67r2.24,f67r2.25	e+o+H al+s+oii od o ar a	111111
IT2a	LEGACY_ROOT_EXACT	5	01:30	f67r2.5	ykeody okchy	e+od ok+H	True	f67r2.26,f67r2.27,f67r2.28	e+o o or ok+or aii a ok a	11111111
IT2a	LEGACY_ROOT_EXACT	6	02:30	f67r2.6	dchetdy	H+td	True	f67r2.29,f67r2.30,f67r2.31	od aii o+H ol+ol o+H+d	11111
IT2a	LEGACY_ROOT_EXACT	7	03:30	f67r2.7	rfchykchey ykchys	r+Hk+H Hs	True	f67r2.32,f67r2.33,f67r2.34	or od ai+s al+oii a+k os od ar o+ol+d	111111111
IT2a	LEGACY_ROOT_EXACT	8	04:30	f67r2.8	chkchdar	Hk+Hd	True	f67r2.35,f67r2.36,f67r2.37	H aii ok+ol or aii or o	1111111
IT2a	LEGACY_ROOT_EXACT	9	05:30	f67r2.9	ykar ykaly	ar al	True	f67r2.38,f67r2.39,f67r2.40	ot+ol+d+os o+cth+e sor chedaiin dy e+os oii o	11000111
IT2a	LEGACY_ROOT_EXACT	10	06:30	f67r2.10	lkshykchy okar	l+k+Hk+H ok	True	f67r2.41,f67r2.42,f67r2.43	o+o+H H+k+od o+H Hos o+ckh aii aii os rl	111111111
IT2a	LEGACY_ROOT_EXACT	11	07:30	f67r2.11	chky chykchr chy	Hk Hk+Hr H	True	f67r2.44,f67r2.45,f67r2.46,f67r2.47	od H+od aii H+od es od e+kees or ai	111111111
IT2a	LEGACY_ROOT_EXACT	12	08:30	f67r2.12	ykchs ykchos	Hs Hos	True	f67r2.48,f67r2.49,f67r2.50,f67r2.51	todaiin dain dy or+Hoer aii Ho ar dacsa?ry?	00011110
RF1b	LITERAL	1	09:30	f67r2.1	ykshy s aram	ykshy s aram	False	f67r2.13,f67r2.14,f67r2.15	opodeeol s ain aldy soeey doiin oldy dolchsody	11111111
RF1b	LITERAL	2	10:30	f67r2.2	ykecho ols eesydy	ykecho ols eesydy	False	f67r2.16,f67r2.17,f67r2.18	odaiiin otoes oekain y otchey soraiir dy qofch@222; @152;aiin dal	1111000001
RF1b	LITERAL	3	11:30	f67r2.3	sey shs okar	sey shs okar	True	f67r2.19,f67r2.20,f67r2.21,f67r2.22	ydchos ain ar amy chocfhy saral sain am @221;r okal	1111111101
RF1b	LITERAL	4	00:30	f67r2.4	shekchy sykos	shekchy sykos	True	f67r2.23,f67r2.24,f67r2.25	oporch@222; salsain sodar ofor ar ydam	011111
RF1b	LITERAL	5	01:30	f67r2.5	ykeo@152;y okchy	ykeo@152;y okchy	False	f67r2.26,f67r2.27,f67r2.28	yteoor yto ykor okeor aiin am okain am	11111111
RF1b	LITERAL	6	02:30	f67r2.6	dchetay	dchetay	True	f67r2.29,f67r2.30,f67r2.31	ytody saiin ochol olol opchol@152;y	11110
RF1b	LITERAL	7	03:30	f67r2.7	ykchy kchey ykchys	ykchy kchey ykchys	True	f67r2.32,f67r2.33,f67r2.34	d@221;rar odar air al@221;iin dokan oear odal ofar oeoldan	011011111
RF1b	LITERAL	8	04:30	f67r2.8	chkchdar	chkchdar	True	f67r2.35,f67r2.36,f67r2.37	chol @152;iin okol ytor daiin or ytoaiin	1011111
RF1b	LITERAL	9	05:30	f67r2.9	ykar ykaly	ykar ykaly	True	f67r2.38,f67r2.39,f67r2.40	otoldos octhole sor che@152;@221;iin dy yteos oiin @221;g	11101110
RF1b	LITERAL	10	06:30	f67r2.10	lkshykchy okar	lkshykchy okar	True	f67r2.41,f67r2.42,f67r2.43	ytoeopchey chekody sosho chos ockhy daiin aiin os qrgs	111110000
RF1b	LITERAL	11	07:30	f67r2.11	chky chy@176;chr chy	chky chy@176;chr chy	False	f67r2.44,f67r2.45,f67r2.46,f67r2.47	ofydy sheody aiin ycheo@152;y es odaiiin yekees oraly yfain	111000111
RF1b	LITERAL	12	08:30	f67r2.12	ykees ykchos	ykees ykchos	True	f67r2.48,f67r2.49,f67r2.50,f67r2.51	todaiin dain dy oschoer aiin choee@221; sal da@152;aiin	11111010
RF1b	LEGACY_ROOT_EXACT	1	09:30	f67r2.1	ykshy s aram	H s ar	False	f67r2.13,f67r2.14,f67r2.15	ood+e+ol s ai al+d o oii ol+d ol+Hs+od	11111111
RF1b	LEGACY_ROOT_EXACT	2	10:30	f67r2.2	ykecho ols eesydy	e+Ho ol+s eesd	False	f67r2.16,f67r2.17,f67r2.18	odaiiin otoes oekain y otchey soraiir dy qofch@222; @152;aiin dal	0000000000
RF1b	LEGACY_ROOT_EXACT	3	11:30	f67r2.3	sey shs okar	e Hs ok	True	f67r2.19,f67r2.20,f67r2.21,f67r2.22	Hos ai ar a Ho+cfh ar sain am @221;r ok	1111110001
RF1b	LEGACY_ROOT_EXACT	4	00:30	f67r2.4	shekchy sykos	H+k+H k+os	True	f67r2.23,f67r2.24,f67r2.25	oporch@222; salsain od o ar a	001111
RF1b	LEGACY_ROOT_EXACT	5	01:30	f67r2.5	ykeo@152;y okchy	ykeo@152;y okchy	False	f67r2.26,f67r2.27,f67r2.28	e+o o or ok+or aii a ok a	11111111
RF1b	LEGACY_ROOT_EXACT	6	02:30	f67r2.6	dchetay	H+t	True	f67r2.29,f67r2.30,f67r2.31	od aii o+H ol+ol opchol@152;y	11110
RF1b	LEGACY_ROOT_EXACT	7	03:30	f67r2.7	ykchy kchey ykchys	H H Hs	True	f67r2.32,f67r2.33,f67r2.34	d@221;rar odar air al@221;iin ok o od o o+ol+d	000011111
RF1b	LEGACY_ROOT_EXACT	8	04:30	f67r2.8	chkchdar	Hk+Hd	True	f67r2.35,f67r2.36,f67r2.37	chol @152;iin okol or aii or o	0001111
RF1b	LEGACY_ROOT_EXACT	9	05:30	f67r2.9	ykar ykaly	ar al	True	f67r2.38,f67r2.39,f67r2.40	ot+ol+d+os o+cth+e sor che@152;@221;iin dy yteos oiin @221;g	11000000
RF1b	LEGACY_ROOT_EXACT	10	06:30	f67r2.10	lkshykchy okar	l+k+Hk+H ok	True	f67r2.41,f67r2.42,f67r2.43	o+o+H H+k+od o+Ho Hos o+ckh aii aii os r+s	111110000
RF1b	LEGACY_ROOT_EXACT	11	07:30	f67r2.11	chky chy@176;chr chy	chky chy@176;chr chy	False	f67r2.44,f67r2.45,f67r2.46,f67r2.47	od H+od aii ycheo@152;y es odaiiin e+kees or ai	111000111
RF1b	LEGACY_ROOT_EXACT	12	08:30	f67r2.12	ykees ykchos	ees Hos	True	f67r2.48,f67r2.49,f67r2.50,f67r2.51	todaiin dain dy os+Hoer aii choee@221; sal da@152;aiin	00011000
