event_id	pass910_event_id	dictionary_entry_id	physical_page	source_page	register	locus	source_kind	usage_class	line_order	token_index	surface	visible_owner_de	owner_binding_required	owner_description_de	component_recipe	meaning_mode	repair_origin	prior_local_code	atomic_reading_de	fluent_token_de	line_is_sentence_end	analysis_source	reading_channel	spoken_unit_id	second_reading_de	transfer_decision
P912-E0162	P910-E0162	P912-D0215	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	2	chol	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	FORTSETZEN	fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.	COMPOSED_PROSE_KEEP
P912-E0163	P910-E0163	P912-D0369	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	3	dol	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · FORTSETZEN	an der Teiladresse; fortsetzen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.	COMPOSED_PROSE_KEEP
P912-E0164	P910-E0164	P912-D1166	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	4	shkchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	SH+K+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	HALTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Ansatz halten; Material zugeben; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0100	Weiter aus diesem Teil diesen Posten halten und zugeben.	COMPOSED_PROSE_KEEP
P912-E0165	P910-E0165	P912-D1286	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	5	ydal	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+AL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · ZIELSTELLE	diesen Posten; zur Zielstelle	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.	COMPOSED_PROSE_KEEP
P912-E0166	P910-E0166	P912-D1187	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	6	shy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.	COMPOSED_PROSE_KEEP
P912-E0167	P910-E0167	P912-D1314	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	7	ykchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	diesen Posten; Material zugeben; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0101	Diesen Posten zugeben zur Ziel- oder Anschlussstelle.	COMPOSED_PROSE_KEEP
P912-E0168	P910-E0168	P912-D1028	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	8	qoty	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OT+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · DIESER POSTEN	danach; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0102	Danach nach Sollmaß diesen Posten wählen.	COMPOSED_PROSE_KEEP
P912-E0169	P910-E0169	P912-D0289	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	9	daiin	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	SOLL-MASS	nach Sollmaß	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0102	Danach nach Sollmaß diesen Posten wählen.	COMPOSED_PROSE_KEEP
P912-E0170	P910-E0170	P912-D1059	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	10	s	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	S	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	KONTEXT/PROBE	prüfen oder weitergehen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0102	Danach nach Sollmaß diesen Posten wählen.	COMPOSED_PROSE_KEEP
P912-E0171	P910-E0171	P912-D1272	f13r	f13r	HERBAL	f13r.2	P	PROSE	2	11	y	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0103	Diesen Posten wählen.	COMPOSED_PROSE_KEEP
P912-E0172	P910-E0172	P912-D1059	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	1	s	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	S	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	KONTEXT/PROBE	prüfen oder weitergehen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0103	Diesen Posten wählen.	COMPOSED_PROSE_KEEP
P912-E0173	P910-E0173	P912-D1272	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	2	y	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0104	Aus diesem Teil diesen Posten und den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0174	P910-E0174	P912-D0346	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	3	dchor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	an der Teiladresse; den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0104	Aus diesem Teil diesen Posten und den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0175	P910-E0175	P912-D1108	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	4	shaiin	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	SH+AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	HALTEN · SOLL-MASS	den Ansatz halten; nach Sollmaß	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0105	Nach Sollmaß halten.	COMPOSED_PROSE_KEEP
P912-E0176	P910-E0176	P912-D0545	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	5	oeees	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	O+EEE+S	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG · VOLL · KONTEXT/PROBE	den Verarbeitungsgang ausführen; vollständig; prüfen oder weitergehen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0106	Vollständig ausführen und wählen.	COMPOSED_PROSE_KEEP
P912-E0177	P910-E0177	P912-D1341	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	6	ykor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG	diesen Posten; Material zugeben; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0107	Diesen Posten und den Ansatz zugeben.	COMPOSED_PROSE_KEEP
P912-E0178	P910-E0178	P912-D0226	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	7	chor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0108	Den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0179	P910-E0179	P912-D1381	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	8	ytshy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+T+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	diesen Posten; den Teil bearbeiten; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0109	Diesen Posten einstellen.	COMPOSED_PROSE_KEEP
P912-E0180	P910-E0180	P912-D1314	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	9	ykchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+K+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	diesen Posten; Material zugeben; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0110	Diesen Posten zugeben.	COMPOSED_PROSE_KEEP
P912-E0181	P910-E0181	P912-D0431	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	10	kchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	K+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ZUORDNEN/ZUGEBEN · DIESER POSTEN	Material zugeben; diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0111	Diesen Posten zugeben.	COMPOSED_PROSE_KEEP
P912-E0182	P910-E0182	P912-D0322	f13r	f13r	HERBAL	f13r.3	P	PROSE	3	11	dar	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+AR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · QUELLSTELLE	an der Teiladresse; von der Quellstelle	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0112	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.	COMPOSED_PROSE_KEEP
P912-E0183	P910-E0183	P912-D0922	f13r	f13r	HERBAL	f13r.4	P	PROSE	4	1	qodchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	O+D_ADDR+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG · TEILADRESSE · DIESER POSTEN	den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0112	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.	COMPOSED_PROSE_KEEP
P912-E0184	P910-E0184	P912-D1362	f13r	f13r	HERBAL	f13r.4	P	PROSE	4	2	ytchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y+T+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	diesen Posten; den Teil bearbeiten; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0113	Diesen Posten einstellen.	COMPOSED_PROSE_KEEP
P912-E0185	P910-E0185	P912-D0800	f13r	f13r	HERBAL	f13r.4	P	PROSE	4	3	otchor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OT+CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0114	Danach den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0186	P910-E0186	P912-D1180	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	1	shorodo	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	SH+OR+O+D_ADDR+O	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	HALTEN · ANSATZ/EINTRAG · GANG · TEILADRESSE · GANG	den Ansatz halten; mit dem Pflanzenansatz; den Verarbeitungsgang ausführen; an der Teiladresse; den Verarbeitungsgang ausführen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0115	Aus diesem Teil den Ansatz halten und ausführen.	COMPOSED_PROSE_KEEP
P912-E0187	P910-E0187	P912-D1187	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	2	shy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0116	Diesen Posten einstellen.	COMPOSED_PROSE_KEEP
P912-E0188	P910-E0188	P912-D1270	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	3	tshy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	T+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	BEARBEITEN/MARKIEREN · DIESER POSTEN	den Teil bearbeiten; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0116	Diesen Posten einstellen.	COMPOSED_PROSE_KEEP
P912-E0189	P910-E0189	P912-D0429	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	4	kchol	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	K+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ZUORDNEN/ZUGEBEN · FORTSETZEN	Material zugeben; fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0117	Weiter zugeben.	COMPOSED_PROSE_KEEP
P912-E0190	P910-E0190	P912-D0382	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	5	dpchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+P+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · BEGINNEN/EINSETZEN · DIESER POSTEN	an der Teiladresse; den Teil einsetzen; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0118	Aus diesem Teil diesen Posten einsetzen.	COMPOSED_PROSE_KEEP
P912-E0191	P910-E0191	P912-D0998	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	6	qopchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	O+P+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG · BEGINNEN/EINSETZEN · DIESER POSTEN	den Verarbeitungsgang ausführen; den Teil einsetzen; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0119	Diesen Posten ausführen und einsetzen.	COMPOSED_PROSE_KEEP
P912-E0192	P910-E0192	P912-D0798	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	7	otchol	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OT+CH+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; den Pflanzenteil entnehmen; fortsetzen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0120	Danach weiter entnehmen.	COMPOSED_PROSE_KEEP
P912-E0193	P910-E0193	P912-D0056	f13r	f13r	HERBAL	f13r.5	P	PROSE	5	8	cfholdy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	CFH+OL+DY	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TRENNEN/PRESSEN · FORTSETZEN · SCHLUSS	auspressen oder trennen; fortsetzen; den Schritt schließen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0121	Weiter pressen; fertig.	COMPOSED_PROSE_KEEP
P912-E0194	P910-E0194	P912-D1249	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	1	tchor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	T+CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Teil bearbeiten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0122	Den Ansatz einstellen und entnehmen.	COMPOSED_PROSE_KEEP
P912-E0195	P910-E0195	P912-D0378	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	2	dor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	D_ADDR+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · ANSATZ/EINTRAG	an der Teiladresse; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0123	Danach weiter aus diesem Teil nach Sollmaß den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0196	P910-E0196	P912-D0289	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	3	daiin	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	SOLL-MASS	nach Sollmaß	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0123	Danach weiter aus diesem Teil nach Sollmaß den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0197	P910-E0197	P912-D1013	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	4	qotchol	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OT+CH+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; den Pflanzenteil entnehmen; fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0123	Danach weiter aus diesem Teil nach Sollmaß den Ansatz entnehmen.	COMPOSED_PROSE_KEEP
P912-E0198	P910-E0198	P912-D0604	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	5	okchy	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OK+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSETZEN · DIESER POSTEN	die Zubereitung ansetzen; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0124	Diesen Posten ansetzen.	COMPOSED_PROSE_KEEP
P912-E0199	P910-E0199	P912-D0602	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	6	okchor	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	OK+CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSETZEN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	die Zubereitung ansetzen; den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0125	Den Ansatz ansetzen und entnehmen.	COMPOSED_PROSE_KEEP
P912-E0200	P910-E0200	P912-D0564	f13r	f13r	HERBAL	f13r.6	P	PROSE	6	7	oiin	grosse abgebildete Pflanze mit Knollenwurzel	NO	grosse abgebildete Pflanze mit Knollenwurzel	O+IIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG · STUFE	den Verarbeitungsgang ausführen; auf der Stufe	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0126	Auf der angegebenen Stufe ausführen.	COMPOSED_PROSE_KEEP
