source_page	physical_page	locus	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	complete_second_reading_de
f75r	f75r	f75r.21	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	oqokain · chey · qckhsy · or · ysheor · ol · lor · am	O+OK+AIN | Y | CKH+Y | OR | Y+SH+E+OR | OL | L+OR | AM_ADDR	3	Als eine Portion ausführen und ansetzen. Diesen Posten und den Ansatz kurz halten durch den Durchlass. Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
f75r	f75r	f75r.22	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	odar · shey · qokain · chedy · or · shey · kar · chedy · sar	O+D_ADDR+AR | SH+E+Y | OK+AIN | CHD+Y | OR | SH+E+Y | K+AR | CHD+Y | S+AR	8	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle. Diesen Posten kurz halten. Als eine Portion ansetzen. Diesen Posten umsetzen. Den Ansatz und diesen Posten kurz halten. Von der Entnahmestelle zugeben. Diesen Posten umsetzen. Von der Entnahmestelle wählen.
f75r	f75r	f75r.23	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	pchey · kshey · qokeey · qokal · sshey · qol · chedyqokam	P+Y | K+SH+E+Y | OK+EE+Y | OK+AL | S+SH+E+Y | OL | CHD+Y+OK+AM_ADDR	6	Diesen Posten einsetzen. Diesen Posten kurz zugeben und halten. Diesen Posten länger ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Diesen Posten kurz wählen und halten. Weiter diesen Posten umsetzen und ansetzen zur Innenstelle.
f75r	f75r	f75r.24	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	qokain · olkeey · qolkary · sain · checthy · lor · ol	OK+AIN | SOLK+EE+Y | SOLK+AR+Y | S+AIN | CTH+Y | L+OR | OL	6	Als eine Portion ansetzen. Diesen Posten länger auffangen. Von der Entnahmestelle diesen Posten auffangen. Als eine Portion wählen. Diesen Posten bereitstellen. Weiter als eine Portion den Ansatz wählen in den nächsten Lauf.
f75r	f75r	f75r.25	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	sain · shckhy · qokeedy · shy · dy · qokeedy · lchedy · ram	S+AIN | SH+CKH+Y | OK+EE+DY | Y | Y | OK+EE+DY | L+CHD+DY | R+AM_ADDR	6	Weiter als eine Portion den Ansatz wählen in den nächsten Lauf. Diesen Posten halten durch den Durchlass. Länger ansetzen; fertig. Diesen Posten länger ansetzen; fertig. Umsetzen in den nächsten Lauf; fertig. Kennzeichnen zur Innenstelle.
f75r	f75r	f75r.26	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	dain · ol · sheol · dain · ol · qoly · dar · ajy	AIN | OL | SH+E+OL | AIN | OL | OL+Y | D_ADDR+AR | A_ADDR+Y	2	Weiter als eine Portion kurz halten. Weiter aus diesem Teil von der Entnahmestelle von der lokalen Stelle als eine Portion diesen Posten und den Ansatz einsetzen und halten zur Ziel- oder Anschlussstelle.
f75r	f75r	f75r.27	PROSE	mehrstufige Becken-, Figuren- und Laufseite	11	pdalshor · shtol · qoty · pshar · shedy · okaldy · dar · otar · otody · dy · rol	P+D_ADDR+AL+SH+OR | SH+T+OL | OT+Y | P+SH+AR | SHED+DY | OK+AL+DY | D_ADDR+AR | OT+AR | OT+O+DY | Y | R+OL	7	Weiter aus diesem Teil von der Entnahmestelle von der lokalen Stelle als eine Portion diesen Posten und den Ansatz einsetzen und halten zur Ziel- oder Anschlussstelle. Weiter halten und einstellen. Danach von der Entnahmestelle diesen Posten einsetzen und halten. Absetzen; fertig. Ansetzen zur Ziel- oder Anschlussstelle; fertig. Danach aus diesem Teil von der Entnahmestelle ausführen; fertig. Weiter diesen Posten kennzeichnen.
f75r	f75r	f75r.28	PROSE	mehrstufige Becken-, Figuren- und Laufseite	11	tchedy · pchedy · qokeey · sol · oldair · shecthy · qol · l · sheedy · qokeedy · lolchedy	T+CHD+Y | P+CHD+DY | OK+EE+Y | OL | OL+D_ADDR+AIR | SH+E+CTH+Y | OL | L | SH+EE+DY | OK+EE+DY | L+OL+CHD+DY	7	Diesen Posten einstellen und umsetzen. Einsetzen und umsetzen; fertig. Diesen Posten länger ansetzen. Weiter aus diesem Teil diesen Posten kurz halten und bereitstellen entlang des Laufs. Weiter länger halten in den nächsten Lauf; fertig. Länger ansetzen; fertig. Weiter umsetzen in den nächsten Lauf; fertig.
f75r	f75r	f75r.29	PROSE	mehrstufige Becken-, Figuren- und Laufseite	12	dain · chkal · dy · lo · lkaiin · ol · okeedyqol · dain · olchey · qokeedy · chedy · qotan	AIN | CHK+AL | Y | L+O | L+K+AIIN | OL | OK+EE+DY+OL | AIN | OL+Y | OK+EE+DY | CHD+Y | OT+AN	7	Als eine Portion behandeln zur Ziel- oder Anschlussstelle. Diesen Posten ausführen in den nächsten Lauf. Nach Sollmaß zugeben in den nächsten Lauf. Weiter länger ansetzen; fertig. Weiter als eine Portion diesen Posten länger ansetzen; fertig. Diesen Posten umsetzen. Danach ausführen.
f75r	f75r	f75r.30	PROSE	mehrstufige Becken-, Figuren- und Laufseite	14	qo · dain · cheeky · qokey · qokain · cheky · qokal · dain · chedy · o · kalol · shedy · okar · olom	O | AIN | CHK+EE+Y | OK+E+Y | OK+AIN | CHK+E+Y | OK+AL | AIN | CHD+Y | O | K+AL+OL | SHED+DY | OK+AR | OL+O+AM_ADDR	12	Danach ausführen. Als eine Portion diesen Posten länger behandeln. Diesen Posten kurz ansetzen. Als eine Portion ansetzen. Diesen Posten kurz behandeln. Ansetzen zur Ziel- oder Anschlussstelle. Als eine Portion diesen Posten umsetzen. Ausführen. Weiter zugeben zur Ziel- oder Anschlussstelle. Absetzen; fertig. Von der Entnahmestelle ansetzen. Weiter ausführen zur Innenstelle.
f75r	f75r	f75r.31	PROSE	mehrstufige Becken-, Figuren- und Laufseite	9	dshedy · qokey · chckhy · qokar · shedy · chey · qoked · qokedy · daldy	SH+E+DY | OK+E+Y | CKH+Y | OK+AR | SHED+DY | Y | OK+E+D_ADDR | OK+E+DY | AL+DY	7	Kurz halten; fertig. Diesen Posten kurz ansetzen. Von der Entnahmestelle diesen Posten ansetzen durch den Durchlass. Absetzen; fertig. Aus diesem Teil diesen Posten kurz ansetzen. Kurz ansetzen; fertig. Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
f75r	f75r	f75r.32	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	polshy · dal · shedy · qokain · dar · chsdy · shedy · qotar · shedy · ldy	P+OL+SH+Y | AL | SHED+DY | OK+AIN | D_ADDR+AR | CH+S+DY | SHED+DY | OT+AR | SHED+DY | L+DY	7	Weiter diesen Posten einsetzen und halten. Absetzen zur Ziel- oder Anschlussstelle; fertig. Als eine Portion ansetzen. Aus diesem Teil von der Entnahmestelle entnehmen und wählen; fertig. Absetzen; fertig. Danach von der Entnahmestelle absetzen; fertig. In den nächsten Lauf weiterarbeiten; fertig.
f75r	f75r	f75r.33	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	qokeey · l · shedy · qo · l · chedy · qokain · chcthedy · ltedy · darom	OK+EE+Y | L | SHED+DY | O | L | CHD+Y | OK+AIN | CH+CTH+E+DY | L+T+E+DY | D_ADDR+AR+O+AM_ADDR	8	Diesen Posten länger ansetzen. Absetzen in den nächsten Lauf; fertig. Ausführen. Diesen Posten umsetzen in den nächsten Lauf. Als eine Portion ansetzen. Kurz entnehmen und bereitstellen; fertig. Kurz einstellen in den nächsten Lauf; fertig. Aus diesem Teil von der Entnahmestelle ausführen zur Innenstelle.
f75r	f75r	f75r.34	PROSE	mehrstufige Becken-, Figuren- und Laufseite	10	s · olkedy · okal · dar · oty · okar · otar · ol · kain · oltedy	S | SOLK+E+DY | OK+AL | D_ADDR+AR | OT+Y | OK+AR | OT+AR | OL | K+AIN | OL+T+E+DY	6	Wählen. Kurz auffangen; fertig. Ansetzen zur Ziel- oder Anschlussstelle. Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen. Danach weiter von der Entnahmestelle als eine Portion zugeben. Weiter kurz einstellen; fertig.
f75r	f75r	f75r.35	PROSE	mehrstufige Becken-, Figuren- und Laufseite	8	qokain · sheety · qokain · dar · dar · shedy · qokain · oldy	OK+AIN | SH+EE+T+Y | OK+AIN | D_ADDR+AR | D_ADDR+AR | SHED+DY | OK+AIN | OL+DY	6	Als eine Portion ansetzen. Diesen Posten länger halten und einstellen. Als eine Portion ansetzen. Aus diesem Teil von der Entnahmestelle absetzen; fertig. Als eine Portion ansetzen. Weiter weiterarbeiten; fertig.
f75r	f75r	f75r.36	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	sol · keedy · qokeedy · qokey · okar · otar · dardardy	OL | K+EE+DY | OK+EE+DY | OK+E+Y | OK+AR | OT+AR | D_ADDR+AR+D_ADDR+AR+DY	5	Weiter länger zugeben; fertig. Länger ansetzen; fertig. Diesen Posten kurz ansetzen. Von der Entnahmestelle ansetzen. Danach von der Entnahmestelle aus diesem Teil weiterarbeiten; fertig.
f75r	f75r	f75r.37	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	qokedy · dy · sheety · qokedy · qokeedy · qokechdy · lol	OK+E+DY | Y | SH+EE+T+Y | OK+E+DY | OK+EE+DY | OK+E+CHD+DY | L+OL	6	Kurz ansetzen; fertig. Diesen Posten länger halten und einstellen. Kurz ansetzen; fertig. Länger ansetzen; fertig. Kurz ansetzen und umsetzen; fertig. Weiter länger ansetzen in den nächsten Lauf; fertig.
f75r	f75r	f75r.38	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	qokeedy · qokeedy · qokedy · qokedy · qokeedy · ldy	OK+EE+DY | OK+EE+DY | OK+E+DY | OK+E+DY | OK+EE+DY | L+DY	6	Weiter länger ansetzen in den nächsten Lauf; fertig. Länger ansetzen; fertig. Kurz ansetzen; fertig. Kurz ansetzen; fertig. Länger ansetzen; fertig. In den nächsten Lauf weiterarbeiten; fertig.
f75r	f75r	f75r.39	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	yshedy · qokeedy · qokeedy · olkeedy · otey · koldy	Y+SH+E+DY | OK+EE+DY | OK+EE+DY | SOLK+EE+DY | OT+E+Y | K+OL+DY	5	Diesen Posten kurz halten; fertig. Länger ansetzen; fertig. Länger ansetzen; fertig. Länger auffangen; fertig. Danach weiter diesen Posten kurz zugeben; fertig.
f75r	f75r	f75r.40	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	dar · shedy · qokain · shedy · dal · keedy · rshedy	D_ADDR+AR | SHED+DY | OK+AIN | SHED+DY | AL | K+EE+DY | R+SHED+DY	5	Aus diesem Teil von der Entnahmestelle absetzen; fertig. Als eine Portion ansetzen. Absetzen; fertig. Länger zugeben zur Ziel- oder Anschlussstelle; fertig. Kennzeichnen und absetzen; fertig.
f75r	f75r	f75r.41	PROSE	mehrstufige Becken-, Figuren- und Laufseite	7	sokeedy · qokeedy · oteedy · qoky · dy · keedy · sy	S+OK+EE+DY | OK+EE+DY | OT+EE+DY | OK+Y | Y | K+EE+DY | Y	6	Länger wählen und ansetzen; fertig. Länger ansetzen; fertig. Danach länger weiterarbeiten; fertig. Diesen Posten ansetzen. Diesen Posten länger zugeben; fertig. Diesen Posten kurz halten; fertig.
f75r	f75r	f75r.42	PROSE	mehrstufige Becken-, Figuren- und Laufseite	6	dshedy · qokedy · qokeedy · qoteey · qoteedy · dor	SH+E+DY | OK+E+DY | OK+EE+DY | OT+EE+Y | OT+EE+DY | D_ADDR+OR	5	Diesen Posten kurz halten; fertig. Kurz ansetzen; fertig. Länger ansetzen; fertig. Danach diesen Posten länger weiterarbeiten; fertig. Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig.
