surface	reading_id	current_working_meaning_de	current_layer	current_semantic_scope	source_dictionary_occurrences	source_dictionary_pages	source_dictionary_loci	current_score_not_probability	current_confidence	source_gdt	source_decision_id	source_card_type	source_composition	source_composition_axes	source_patient_or_carrier_components	source_strength	source_status	source_rival_de	literal_identity	confirmed_lexeme	component_export_credit	current_cache_cells	current_cache_pages	current_reader_exact_cells	current_reader_exact_pages	current_source_prose_active_cells	current_source_prose_active_pages	current_authority_counts	gdt737_quarantine_decision	gdt737_retired_head_words
lky	lky#GLOBAL	Holzdroge, leicht erhitzt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	19	13	18	76	W3_SOLID_WORKING_THEORY	GDT664	G664-D120	PRODUCTIVE_COMPOUND	L_WOOD+KY_HOT_START	HOT|BEGIN_STAGE|MATERIAL	L_WOOD	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE	rohes Drogenholz	OPEN	0	0	19	13	16	11	19	13	lky#GLOBAL:19	QUARANTINE_RETIRED_HEAD_NOUN_DERIVATION	holz
ykedy	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	18	16	18	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D108	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	HOT|MIDDLE_STAGE|CLOSE|PASS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	diese Droge auf mittlerer Heizstufe abgeschlossen	OPEN	0	0	18	16	6	6	18	16	ykedy#GLOBAL:18	NO_GDT737_QUARANTINE_ROW	NONE
orain	orain#GLOBAL	Drogenportion II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	16	14	16	76	W3_SOLID_WORKING_THEORY	GDT664	G664-D039	PRODUCTIVE_COMPOUND	OR_PORTION+A+IN_II	LEVEL_II|PART	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE	Qualitätsgrad II	OPEN	0	0	16	14	14	12	16	14	orain#GLOBAL:16	NO_GDT737_QUARANTINE_ROW	NONE
chky	chky#GLOBAL	getrocknete Droge leicht erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	15	14	14	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D026	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	leicht heiß getrocknete Droge	OPEN	0	0	15	14	15	14	15	14	chky#GLOBAL:15	NO_GDT737_QUARANTINE_ROW	NONE
qockhey	qockhey#GLOBAL	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	14	13	14	68	W3_SOLID_WORKING_THEORY	GDT666	G666-D080	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|CKH_COMPOSITE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Arzneikompositum-Ansatz auf mittlerer Stufe	OPEN	0	0	14	13	12	11	14	13	qockhey#GLOBAL:14	NO_GDT737_QUARANTINE_ROW	NONE
ychor	ychor#GLOBAL	nimm hiervon den Pflanzenteil	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	14	14	14	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D040	PRODUCTIVE_COMPOUND	Y_REFERENCE+CHOR_PLANT_PART	PART|PASS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Pflanzenteil dieser Droge	OPEN	0	0	14	14	13	13	14	14	ychor#GLOBAL:14	NO_GDT737_QUARANTINE_ROW	NONE
cthody	cthody#GLOBAL	fertiger Krautansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	13	11	13	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D047	PRODUCTIVE_COMPOUND	CTH_HERB+O_PREP+DY_FINISHED	MATERIAL|PREPARATION|CLOSE	CTH_HERB|O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Krautansatz fertigstellen	OPEN	0	0	13	11	12	11	13	11	cthody#GLOBAL:13	NO_GDT737_QUARANTINE_ROW	NONE
ykol	ykol#GLOBAL	erhitze hiervon den Drogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	12	12	12	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D038	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+OL_MATERIAL	HOT|MATERIAL|PASS	OL_MATERIAL	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	erhitzter Drogenstoff dieser Droge	OPEN	0	0	12	12	9	9	12	12	ykol#GLOBAL:12	NO_GDT737_QUARANTINE_ROW	NONE
olar	olar#GLOBAL	erste Holzrohstofffraktion im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	11	9	11	66	W3_SOLID_WORKING_THEORY	GDT664	G664-D033	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+AR_FRACTION_I	LEVEL_I|PART|MATERIAL|PREPARATION	O_PREP|L_WOOD	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierter Grundauszug, Fraktion I	OPEN	0	0	11	9	7	6	11	9	olar#GLOBAL:11	NO_GDT737_QUARANTINE_ROW	NONE
otaly	otaly#GLOBAL	Rohstoff-I-Ansatz leicht kühlen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	11	10	11	68	W3_SOLID_WORKING_THEORY	GDT666	G666-D007	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+AL_RAW_I+Y_START_OR_CLOSE	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	O_PREP|AL_RAW_I	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	kalter Rohstoff-I-Ansatz in Grundform	OPEN	0	0	11	10	11	10	11	10	otaly#GLOBAL:11	NO_GDT737_QUARANTINE_ROW	NONE
qolchedy	qolchedy#GLOBAL	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	11	9	11	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D133	PRODUCTIVE_COMPOUND	QOL_ADD+CH_DRY+E_MIDDLE+DY_FINISHED	DRY|MIDDLE_STAGE|PROCESS|CLOSE	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	gib fertig getrocknetes Drogenmaterial hinzu	OPEN	0	0	11	9	7	6	11	9	qolchedy#GLOBAL:11	NO_GDT737_QUARANTINE_ROW	NONE
chdam	chdam#GLOBAL	ein Maß Trockendroge abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	10	8	9	73	W3_SOLID_WORKING_THEORY	GDT666	G666-D018	PRODUCTIVE_COMPOUND	CH_DRY+D_MEASURE+AM_UNIT_I	DRY|LEVEL_I|AMOUNT|PROCESS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	ein Maß Trockendroge	OPEN	0	0	10	8	4	4	10	8	chdam#GLOBAL:10	NO_GDT737_QUARANTINE_ROW	NONE
olchy	olchy#GLOBAL	Holzdroge im Ansatz leicht getrocknet	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	9	9	9	76	W3_SOLID_WORKING_THEORY	GDT664	G664-D097	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CHY_DRY_BASE	DRY|MATERIAL|PREPARATION|PROCESS	O_PREP|L_WOOD|CHY_DRY_BASE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE	lexikalisierte trockene Drogenbasis	OPEN	0	0	9	9	6	6	9	9	olchy#GLOBAL:9	NO_GDT737_QUARANTINE_ROW	NONE
qopchey	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	9	9	9	76	W3_SOLID_WORKING_THEORY	GDT666	G666-D096	PRODUCTIVE_COMPOUND	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP|P_POWDER	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	trockne Pulver bis zur Mittelstufe	OPEN	0	0	9	9	9	9	9	9	qopchey#GLOBAL:9	NO_GDT737_QUARANTINE_ROW	NONE
arol	arol#GLOBAL	Grundauszug, Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	8	8	8	61	W3_SOLID_WORKING_THEORY	GDT664	G664-D072	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OL_BASE	LEVEL_I|PART|MATERIAL|PREPARATION	OL_BASE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Wurzelstoff statt Auszugsfraktion	OPEN	0	0	8	8	6	6	8	8	arol#GLOBAL:8	NO_GDT737_QUARANTINE_ROW	NONE
dchdy	dchdy#GLOBAL	Trockendroge abmessen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	8	8	8	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D063	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+DY_FINISHED	DRY|AMOUNT|PROCESS|CLOSE	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	abgemessene fertig getrocknete Droge	OPEN	0	0	8	8	3	3	8	8	dchdy#GLOBAL:8	NO_GDT737_QUARANTINE_ROW	NONE
qokody	qokody#GLOBAL	Ansatz erhitzen und fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	8	8	8	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D071	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+O_PREP+DY_FINISHED	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	fertiger erhitzter Ansatz	OPEN	0	0	8	8	7	7	8	8	qokody#GLOBAL:8	NO_GDT737_QUARANTINE_ROW	NONE
alol	alol#GLOBAL	Drogenstoff aus Rohdroge I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	7	6	7	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D010	PRODUCTIVE_COMPOUND	AL_RAW_I+OL_MATERIAL	LEVEL_I|MATERIAL	AL_RAW_I|OL_MATERIAL	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Rohdroge I im Grundansatz	OPEN	0	0	7	6	7	6	7	6	alol#GLOBAL:7	NO_GDT737_QUARANTINE_ROW	NONE
chekar	chekar#GLOBAL	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	7	7	7	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D055	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+AR_FRACTION_I	HOT|DRY|MIDDLE_STAGE|LEVEL_I|PART|PROCESS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	die erste Trockenfraktion erhitzen	OPEN	0	0	7	7	6	6	7	7	chekar#GLOBAL:7	NO_GDT737_QUARANTINE_ROW	NONE
qoked	qoked#GLOBAL	bis zur Mittelstufe erhitzen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	7	6	7	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D090	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+E_MIDDLE+D_TERM_CLOSE	HOT|MIDDLE_STAGE|PROCESS|CLOSE	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Erhitzungsstufe Mitte abgeschlossen	OPEN	0	0	7	6	5	5	7	6	qoked#GLOBAL:7	NO_GDT737_QUARANTINE_ROW	NONE
chokar	chokar#GLOBAL	erste heiß getrocknete Ansatzfraktion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	6	6	6	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D139	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+AR_FRACTION_I	HOT|DRY|LEVEL_I|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	die erste Trockenansatzfraktion erhitzen	OPEN	0	0	6	6	6	6	6	6	chokar#GLOBAL:6	NO_GDT737_QUARANTINE_ROW	NONE
daram	daram#GLOBAL	ein Maß Fraktion I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	6	6	6	53	W2_PROVISIONAL_WORKING	GDT664	G664-D071	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+AM_UNIT_I	LEVEL_I|AMOUNT|PART|PROCESS	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Wurzelmaß I	OPEN	0	0	6	6	3	3	6	6	daram#GLOBAL:6	NO_GDT737_QUARANTINE_ROW	NONE
okoiin	okoiin#GLOBAL	erhitzter Ansatz in Zubereitungsform III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	6	5	6	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D034	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+O_PREP+IIN_FORM_III	HOT|LEVEL_III|MATERIAL|PREPARATION	O_PREP|O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	drei Teile erhitzter Ansatz	OPEN	0	0	6	5	4	4	6	5	okoiin#GLOBAL:6	NO_GDT737_QUARANTINE_ROW	NONE
ycheor	ycheor#GLOBAL	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	6	5	6	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D064	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+E_MIDDLE+OR_PORTION	DRY|MIDDLE_STAGE|PART|PROCESS|PASS	NONE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	bis zur Mittelstufe getrocknete Portion dieser Droge	OPEN	0	0	6	5	6	5	6	5	ycheor#GLOBAL:6	NO_GDT737_QUARANTINE_ROW	NONE
chokor	chokor#GLOBAL	eine Portion erhitzten Trockenansatzes	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	4	5	68	W3_SOLID_WORKING_THEORY	GDT666	G666-D084	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+K_HOT+OR_PORTION	HOT|DRY|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	eine Portion heiß getrocknete Droge	OPEN	0	0	5	4	5	4	5	4	chokor#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
daiidy	daiidy#GLOBAL	drei Maße, vollständig abgeteilt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	5	5	53	W2_PROVISIONAL_WORKING	GDT664	G664-D074	PRODUCTIVE_COMPOUND	D_MEASURE+A+II_VALUE+DY_FINISHED	LEVEL_II|AMOUNT|PROCESS|CLOSE	NONE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	Rohstoffmenge III	OPEN	0	0	5	5	4	4	5	5	daiidy#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
ochor	ochor#GLOBAL	Pflanzenteil im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	5	5	63	W3_SOLID_WORKING_THEORY	GDT666	G666-D059	PRODUCTIVE_COMPOUND	O_PREP+CHOR_PLANT_PART	PART|MATERIAL|PREPARATION	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Trockenportion im Ansatz	OPEN	0	0	5	5	5	5	5	5	ochor#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
odor	odor#GLOBAL	eine Portion Ansatz abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	5	5	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D146	PRODUCTIVE_COMPOUND	O_PREP+D_MEASURE+OR_PORTION	AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	abgemessene Ansatzportion	OPEN	0	0	5	5	3	3	5	5	odor#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
olkeeody	olkeeody#GLOBAL	vollständig ausgekochter Holzdrogenauszug	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	5	5	61	W3_SOLID_WORKING_THEORY	GDT664	G664-D083	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	HOT|END_STAGE|MATERIAL|PREPARATION|CLOSE	O_PREP|L_WOOD|O_EXTRACT	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE	lexikalisierter vollständig ausgekochter Grundauszug	OPEN	0	0	5	5	4	4	5	5	olkeeody#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
otaldy	otaldy#GLOBAL	kalten Rohstoff-I-Ansatz fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	5	5	5	71	W3_SOLID_WORKING_THEORY	GDT666	G666-D111	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+AL_RAW_I+DY_FINISHED	COLD|LEVEL_I|MATERIAL|PREPARATION|CLOSE	O_PREP|AL_RAW_I	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	fertiger kalter Rohstoff-I-Ansatz	OPEN	0	0	5	5	3	3	5	5	otaldy#GLOBAL:5	NO_GDT737_QUARANTINE_ROW	NONE
cheodar	cheodar#GLOBAL	die erste Fraktion des mitteltrockenen Ansatzes abmessen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D013	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	DRY|MIDDLE_STAGE|LEVEL_I|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	erste Trockenansatzfraktion der Mittelstufe	OPEN	0	0	4	4	3	3	4	4	cheodar#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
cholky	cholky#GLOBAL	getrockneten Drogenstoff leicht erhitzen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D147	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+K_HOT+Y_START_OR_CLOSE	HOT|DRY|BEGIN_STAGE|MATERIAL|PROCESS|CLOSE	OL_MATERIAL	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	leicht erhitzter Trockenstoff	OPEN	0	0	4	4	3	3	4	4	cholky#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
chot	chot#GLOBAL	abgekühlter Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT666	G666-D022	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD	COLD|DRY|MATERIAL|PREPARATION|PROCESS	O_PREP	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE	Trockenansatz abkühlen	OPEN	0	0	4	4	3	3	4	4	chot#GLOBAL:4	NO_GDT737_QUARANTINE_ROW	NONE
