statement_id	register	record_unit_id	page	events	event_ids	phase_runs	templates_used	template_covered_events	template_workshop_sentence_de
H5-S001	HERBAL	H5	f56r	9	E074|E075|E076|E077|E078|E079|E080|E081|E082	9	M06	2	[Zutat aus dem Ansatz abziehen] [Zutat] Führe den Posten „Zugabe“ zur Stelle und setze dort Menge oder Stufe. [diese Zutat an die Stelle; Maß] [Zutat] [weiter zuführen] [danach Ansatz abziehen] [verwende den laufenden Pflanzenansatz] [Stelle]
H5-S002	HERBAL	H5	f56r	4	E083|E084|E085|E086	4	NONE	0	[fortsetzen] [diese Zutat] [verwende Zugabe] [länger durch den Durchlass; Schluss]
H5-S003	HERBAL	H5	f56r	4	E087|E088|E089|E090	4	NONE	0	[halten] [Zutat] [Zugabe kurz zuführen] [Zugabe erneut ansetzen]
H5-S004	HERBAL	H5	f56r	3	E091|E092|E093	2	NONE	0	[Zugabe ansetzen; Auszug ansetzen] [an die Stelle zuführen]
H5-S005	HERBAL	H5	f56r	4	E094|E095|E096|E097	3	M06	2	[Zutat; Zugabe ansetzen] Führe den Posten „Zugabe“ zur Stelle und setze dort Menge oder Stufe. [Zutat aus dem Vorrat zuführen; danach eine Portion]
H5-S006	HERBAL	H5	f56r	3	E098|E099|E100	3	NONE	0	[nächster Posten] [kurz weiter zuführen] [Maß]
B1-S001	BIOLOGICAL	B1	f81v	1	E101	1	NONE	0	[kurz ansetzen; Schluss]
B1-S002	BIOLOGICAL	B1	f81v	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	16	M04|M07|M04|M07|M09	12	Nimm vom Posten „Beckenposten“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [bemessen; Wasser zuführen] [an die Stelle setzen] Führe den Posten „Arbeitsflüssigkeit“ weiter und beginne damit den nächsten Arbeitsgang. [aus der Arbeitsflüssigkeit; fortsetzen] Nimm vom Posten „Arbeitsflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [eine Portion; weitere Portion; Stelle] [fortsetzen] [weiter abkühlen] Führe den Posten „zweite Teilportion von Arbeitsflüssigkeit“ weiter und beginne damit den nächsten Arbeitsgang. [weiterführen; weiterer Ansatz; fortsetzen] [kurz an der Durchlassstelle] [Maß] Setze den Posten „laufender Stationsansatz“ an der Zielstelle an und bestimme Menge oder Dauer. [länger an der Stelle halten; Maß] [durchführen; umsetzen; Schluss]
B1-S003	BIOLOGICAL	B1	f81v	2	E121|E122	2	NONE	0	[fortsetzen] [gebuendelt umsetzen; Schluss]
B1-S004	BIOLOGICAL	B1	f81v	3	E123|E124|E125	3	M07	2	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang. [laufender Stationsansatz umsetzen; fortsetzen] [absetzen; Schluss]
B1-S005	BIOLOGICAL	B1	f81v	1	E126	1	NONE	0	[weiterführen; Schluss]
B1-S006	BIOLOGICAL	B1	f81v	4	E127|E128|E129|E130	3	M04	3	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [eine Portion zugeben; durchführen; weiterführen] [an der Stelle abkühlen]
B1-S007	BIOLOGICAL	B1	f81v	1	E131	1	NONE	0	[Ansatz umsetzen; Schluss]
B1-S008	BIOLOGICAL	B1	f81v	5	E132|E133|E134|E135|E136	5	M07	2	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang. [laufender Stationsansatz; fortsetzen] [kurz wärmen] [fortsetzen] [absetzen; Schluss]
B1-S009	BIOLOGICAL	B1	f81v	1	E137	1	NONE	0	[kurz ansetzen; Schluss]
B1-S010	BIOLOGICAL	B1	f81v	1	E138	1	NONE	0	[kurz ansetzen; Schluss]
B1-S011	BIOLOGICAL	B1	f81v	2	E139|E140	2	NONE	0	[durchführen] [verwende den laufenden Stationsansatz]
B1-S012	BIOLOGICAL	B1	f81v	3	E141|E142|E143	2	NONE	0	[Waschgang] [kurz ansetzen; Waschgang; Schluss]
B1-S013	BIOLOGICAL	B1	f81v	1	E144	1	NONE	0	[Waschgang; Schluss]
B1-S014	BIOLOGICAL	B1	f81v	5	E145|E146|E147|E148|E149	5	M03	3	[laufender Stationsansatz umsetzen] [laufender Stationsansatz auffangen] Führe den Posten „aufgefangener Bestand des laufender Stationsansatz“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter. [zum Auslass führen; fortsetzen; danach von aufgefangener Bestand des laufender Stationsansatz]
B1-S015	BIOLOGICAL	B1	f81v	2	E150|E151	2	NONE	0	[aufgefangener Bestand des laufender Stationsansatz kurz füllen] [Ansatz umsetzen; Schluss]
B1-S016	BIOLOGICAL	B1	f81v	4	E152|E153|E154|E155	4	NONE	0	[an die Stelle setzen] [länger ansetzen] [fortsetzen] [absetzen; Schluss]
B1-S017	BIOLOGICAL	B1	f81v	3	E156|E157|E158	3	NONE	0	[Stelle] [kurz fortsetzen] [umsetzen; Schluss]
B1-S018	BIOLOGICAL	B1	f81v	4	E159|E160|E161|E162	4	NONE	0	[laufender Stationsansatz führen] [kurz halten] [Sollstand] [länger auffangen; Schluss]
B1-S019	BIOLOGICAL	B1	f81v	1	E163	1	NONE	0	[absetzen; Schluss]
B1-S020	BIOLOGICAL	B1	f81v	2	E164|E165	1	NONE	0	[kurz wärmen; seihen; Schluss]
B1-S021	BIOLOGICAL	B1	f81v	1	E166	1	NONE	0	[Stelle]
B2-S001	BIOLOGICAL	B2	f82r	1	E167	1	NONE	0	[umsetzen; Schluss]
B2-S002	BIOLOGICAL	B2	f82r	1	E168	1	NONE	0	[weiterführen; Schluss]
B2-S003	BIOLOGICAL	B2	f82r	3	E169|E170|E171	2	M05	3	Setze für den Posten „obere Beckenflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben. [eine Portion zugeben; Teilportion von obere Beckenflüssigkeit; länger ansetzen; Schluss]
B2-S004	BIOLOGICAL	B2	f82r	5	E172|E173|E174|E175|E176	5	M09	2	Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer. [an die Stelle setzen; Teilportion von obere Beckenflüssigkeit zum Durchlass führen] [hinausführen] [länger ansetzen] [hinaus seihen; Schluss]
B2-S005	BIOLOGICAL	B2	f82r	8	E177|E178|E179|E180|E181|E182|E183|E184	7	M09|M06|M04	7	Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer. [Teilportion von obere Beckenflüssigkeit an die Stelle setzen; Auffangmass] Führe den Posten „Teilportion von obere Beckenflüssigkeit“ zur Stelle und setze dort Menge oder Stufe. [durchführen; bemessen; bemessen] [kurz bereit fortsetzen] Nimm vom Posten „Teilportion von obere Beckenflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [Teilportion von obere Beckenflüssigkeit länger wärmen; abführen; Schluss]
B2-S006	BIOLOGICAL	B2	f82r	4	E185|E186|E187|E188	4	M09	2	[nächsten Posten länger halten] Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer. [an die Stelle setzen; Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten] [verwende Teilportion von obere Beckenflüssigkeit]
B2-S007	BIOLOGICAL	B2	f82r	1	E189	1	NONE	0	[kurz halten; Schluss]
B2-S008	BIOLOGICAL	B2	f82r	3	E190|E191|E192	3	M04	2	Nimm vom Posten „Flüssigkeit am Zwischenknoten“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [nächstes Maß; von Flüssigkeit am Zwischenknoten einsetzen] [absetzen; Schluss]
B2-S009	BIOLOGICAL	B2	f82r	1	E193	1	NONE	0	[mit dem Vorigen kurz absetzen; Schluss]
B2-S010	BIOLOGICAL	B2	f82r	4	E194|E195|E196|E197	4	NONE	0	[länger ansetzen] [verwende Flüssigkeit am Zwischenknoten] [abführen] [Klarauszug]
B2-S011	BIOLOGICAL	B2	f82r	4	E198|E199|E200|E201	2	M05	4	Setze für den Posten „Posten der Einzelstation“ Menge oder Stufe und halte ihn wie angegeben. [eine Portion zugeben; von Teilportion des Postens der Einzelstation; eine Portion zugeben; länger ansetzen; Schluss]
B2-S012	BIOLOGICAL	B2	f82r	8	E202|E203|E204|E205|E206|E207|E208|E209	7	NONE	0	[zweite Teilportion des Postens der Einzelstation abziehen] [Klarauszug; Ergebnisbestand kurz bereithalten] [länger ansetzen] [Ergebnisbestand länger abziehen] [Maß] [Fraktion des Ergebnisbestands] [vollständig ansetzen; Schluss]
B2-S013	BIOLOGICAL	B2	f82r	1	E210	1	NONE	0	[hinausführen; Schluss]
B2-S014	BIOLOGICAL	B2	f82r	1	E211	1	NONE	0	[von Fraktion des Ergebnisbestands abführen]
B2-S015	BIOLOGICAL	B2	f82r	2	E212|E213	1	NONE	0	[Flüssigkeit am Beckenrand kurz halten; länger ansetzen; Schluss]
B2-S016	BIOLOGICAL	B2	f82r	8	E214|E215|E216|E217|E218|E219|E220|E221	7	M07|M05|M05	7	Führe den Posten „Flüssigkeit am Beckenrand“ weiter und beginne damit den nächsten Arbeitsgang. [Stelle; von Flüssigkeit am Beckenrand hinausführen; teilen] Setze für den Posten „Flüssigkeit am Beckenrand“ Menge oder Stufe und halte ihn wie angegeben. [Maß; nächsten Posten länger halten] Setze für den Posten „Flüssigkeit am Beckenrand“ Menge oder Stufe und halte ihn wie angegeben. [bemessen; kurz ansetzen] [hineinführen; Schluss]
B2-S017	BIOLOGICAL	B2	f82r	2	E222|E223	2	NONE	0	[an der Stelle kurz abkühlen] [an der Stelle schließen]
B2-S018	BIOLOGICAL	B2	f82r	1	E224	1	NONE	0	[länger ansetzen; Schluss]
B2-S019	BIOLOGICAL	B2	f82r	1	E225	1	NONE	0	[abkühlen und absetzen; Schluss]
B2-S020	BIOLOGICAL	B2	f82r	1	E226	1	NONE	0	[nächsten Schritt länger halten; Schluss]
B2-S021	BIOLOGICAL	B2	f82r	1	E227	1	NONE	0	[länger ansetzen; Schluss]
B2-S022	BIOLOGICAL	B2	f82r	1	E228	1	NONE	0	[weiter hinausführen; Schluss]
B3-S001	BIOLOGICAL	B3	f83r	1	E229	1	NONE	0	[länger auffangen; Schluss]
B3-S002	BIOLOGICAL	B3	f83r	2	E230|E231	2	NONE	0	[Folgestelle] [länger wärmen; Schluss]
B3-S003	BIOLOGICAL	B3	f83r	4	E232|E233|E234|E235	4	NONE	0	[aufgefangener Bestand des Gut der Fächerstation] [Maß] [aufgefangener Bestand des Gut der Fächerstation] [hinausführen; Schluss]
B3-S004	BIOLOGICAL	B3	f83r	3	E236|E237|E238	2	M04	3	Nimm vom Posten „aufgefangener Bestand des Gut der Fächerstation“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [bemessen; Folgestelle; von aufgefangener Bestand des Gut der Fächerstation]
B3-S005	BIOLOGICAL	B3	f83r	1	E239	1	NONE	0	[umsetzen; Schluss]
B3-S006	BIOLOGICAL	B3	f83r	3	E240|E241|E242	3	NONE	0	[Gefäßflüssigkeit umsetzen] [an die Stelle setzen] [weiterführen; Schluss]
B3-S007	BIOLOGICAL	B3	f83r	3	E243|E244|E245	3	M04	2	Nimm vom Posten „Gefäßflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [bemessen; Gefäßflüssigkeit umsetzen] [länger ansetzen; Schluss]
B3-S008	BIOLOGICAL	B3	f83r	1	E246	1	NONE	0	[hinausführen; Schluss]
B3-S009	BIOLOGICAL	B3	f83r	1	E247	1	NONE	0	[verwende Gefäßflüssigkeit]
B3-S010	BIOLOGICAL	B3	f83r	2	E248|E249	2	NONE	0	[an der Stelle hineinführen] [kurzer Folgeschritt; Schluss]
B3-S011	BIOLOGICAL	B3	f83r	4	E250|E251|E252|E253	3	NONE	0	[Gut im Korbgefäß kurz bereit umsetzen] [verwende Gut im Korbgefäß] [Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen]
B3-S012	BIOLOGICAL	B3	f83r	2	E254|E255	2	NONE	0	[Ansatz] [absetzen; Schluss]
B3-S013	BIOLOGICAL	B3	f83r	4	E256|E257|E258|E259	2	M05	4	Setze für den Posten „laufender Stationsansatz“ Menge oder Stufe und halte ihn wie angegeben. [bemessen; eine Portion; Teilportion aus dem laufenden Stationsansatz kurz bereithalten; kurz ansetzen; Schluss]
B3-S014	BIOLOGICAL	B3	f83r	2	E260|E261	2	NONE	0	[Wasser in Gang setzen] [länger absetzen; Schluss]
B3-S015	BIOLOGICAL	B3	f83r	1	E262	1	NONE	0	[hinausführen; Schluss]
B3-S016	BIOLOGICAL	B3	f83r	2	E263|E264	1	NONE	0	[hinausführen; Ansatz umsetzen; Schluss]
B3-S017	BIOLOGICAL	B3	f83r	1	E265	1	NONE	0	[länger ansetzen; Schluss]
B3-S018	BIOLOGICAL	B3	f83r	1	E266	1	NONE	0	[absetzen; Schluss]
B3-S019	BIOLOGICAL	B3	f83r	1	E267	1	NONE	0	[kurz absetzen; Schluss]
B3-S020	BIOLOGICAL	B3	f83r	2	E268|E269	1	NONE	0	[Stelle; hinausführen; Schluss]
B3-S021	BIOLOGICAL	B3	f83r	11	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	9	M06	3	[bemessen] [bereit] Führe den Posten „laufender Stationsansatz“ zur Stelle und setze dort Menge oder Stufe. [Stelle; laufender Stationsansatz; Maß] [an der Stelle absetzen] [laufender Stationsansatz kurz bereit halten] [laufender Stationsansatz; Stelle] [bereit] [an der Stelle überführen; Schluss]
B3-S022	BIOLOGICAL	B3	f83r	1	E281	1	NONE	0	[danach umsetzen; Schluss]
B3-S023	BIOLOGICAL	B3	f83r	1	E282	1	NONE	0	[hinausführen; Schluss]
B3-S024	BIOLOGICAL	B3	f83r	1	E283	1	NONE	0	[umsetzen; Schluss]
B3-S025	BIOLOGICAL	B3	f83r	1	E284	1	NONE	0	[Ansatz umsetzen; Schluss]
B3-S026	BIOLOGICAL	B3	f83r	7	E285|E286|E287|E288|E289|E290|E291	7	M02	3	[länger aus der Quelle führen] Setze für den Posten „laufender Stationsansatz“ das erste Maß, bewege ihn und setze am Ziel das nächste Maß. [Abfuehrmass; laufender Stationsansatz umsetzen; eine Portion zugeben] [bereit] [Ansatz an der Stelle abkühlen] [länger auffangen; Schluss]
B3-S027	BIOLOGICAL	B3	f83r	1	E292	1	NONE	0	[nächsten Schritt länger halten; Schluss]
B3-S028	BIOLOGICAL	B3	f83r	2	E293|E294	1	NONE	0	[länger ansetzen; kurz ansetzen; Schluss]
B3-S029	BIOLOGICAL	B3	f83r	3	E295|E296|E297	2	NONE	0	[fortsetzen] [aufgefangener Bestand des Flüssigkeit des Hauptpaares vollständig füllen; kurz ansetzen; Schluss]
B3-S030	BIOLOGICAL	B3	f83r	4	E298|E299|E300|E301	3	M09	2	Setze den Posten „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ an der Zielstelle an und bestimme Menge oder Dauer. [verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Maß] [Wasser weiterführen; danach umsetzen; Schluss]
B3-S031	BIOLOGICAL	B3	f83r	1	E302	1	NONE	0	[länger ansetzen; Schluss]
B3-S032	BIOLOGICAL	B3	f83r	5	E303|E304|E305|E306|E307	2	M05	5	Setze für den Posten „Arbeitsflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben. [eine Portion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss]
B3-S033	BIOLOGICAL	B3	f83r	1	E308	1	NONE	0	[abführen; Schluss]
B3-S034	BIOLOGICAL	B3	f83r	6	E309|E310|E311|E312|E313|E314	5	NONE	0	[Sollstand] [bereit] [Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Maß] [Teilportion aus der Arbeitsflüssigkeit an der Stelle fortsetzen] [absetzen; Schluss]
B4-S001	BIOLOGICAL	B4	f83r	1	E315	1	NONE	0	[länger ansetzen; Schluss]
B4-S002	BIOLOGICAL	B4	f83r	3	E316|E317|E318	2	NONE	0	[Flüssigkeit des Hauptpaares weiterführen] [länger ansetzen; kurz ansetzen; Schluss]
B4-S003	BIOLOGICAL	B4	f83r	7	E319|E320|E321|E322|E323|E324|E325	6	NONE	0	[Flüssigkeit des Hauptpaares umsetzen; Folgestelle] [nächster Posten] [länger ansetzen] [verwende nächster Arbeitsposten] [fortsetzen] [absetzen; Schluss]
B4-S004	BIOLOGICAL	B4	f83r	1	E326	1	NONE	0	[nächster Arbeitsposten befestigen; Schluss]
B4-S005	BIOLOGICAL	B4	f83r	3	E327|E328|E329	2	M05	3	Setze für den Posten „nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben. [Portion; Teilportion von nächster Arbeitsposten umsetzen; länger ansetzen; Schluss]
B4-S006	BIOLOGICAL	B4	f83r	1	E330	1	NONE	0	[seihen; Schluss]
B4-S007	BIOLOGICAL	B4	f83r	1	E331	1	NONE	0	[seihen; Schluss]
B4-S008	BIOLOGICAL	B4	f83r	4	E332|E333|E334|E335	2	M05	4	Setze für den Posten „Teilportion von nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben. [Maß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten; kurz ansetzen; Schluss]
B4-S009	BIOLOGICAL	B4	f83r	1	E336	1	NONE	0	[absetzen; Schluss]
B4-S010	BIOLOGICAL	B4	f83r	1	E337	1	NONE	0	[fortsetzen; Schluss]
B4-S011	BIOLOGICAL	B4	f83r	7	E338|E339|E340|E341|E342|E343|E344	5	M05	3	Setze für den Posten „Gut der Randstation“ Menge oder Stufe und halte ihn wie angegeben. [Maß; kurz wärmen; länger fortsetzen] [eine Portion zugeben; Teilportion von Gut der Randstation umsetzen] [fortsetzen] [kurz abführen; Schluss]
B4-S012	BIOLOGICAL	B4	f83r	1	E345	1	NONE	0	[hinausführen; Schluss]
B4-S013	BIOLOGICAL	B4	f83r	2	E346|E347	2	NONE	0	[Fortsetzung einsetzen] [absetzen; Schluss]
B4-S014	BIOLOGICAL	B4	f83r	4	E348|E349|E350|E351	4	NONE	0	[Ansatz] [laufender Stationsansatz] [laufender Stationsansatz kurz durchführen] [Wasserlauf schließen]
B4-S015	BIOLOGICAL	B4	f83r	6	E352|E353|E354|E355|E356|E357	6	M04	2	[eine Portion zugeben] [Klarauszug] Nimm vom Posten „Ergebnisbestand“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [eine Portion; Durchlassstelle] [kurz auffangen] [hinausführen; Schluss]
B4-S016	BIOLOGICAL	B4	f83r	4	E358|E359|E360|E361	3	M04	3	Nimm vom Posten „aufgefangener Bestand des Flüssigkeit der Mehrarmstation“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle. [weitere Portion; Stelle; aus dem Vorrat zuführen] [absetzen; Schluss]
B5-S001	BIOLOGICAL	B5	f83r	1	E362	1	NONE	0	[danach umsetzen; Schluss]
B5-S002	BIOLOGICAL	B5	f83r	1	E363	1	NONE	0	[Ansatz umsetzen; Schluss]
B5-S003	BIOLOGICAL	B5	f83r	9	E364|E365|E366|E367|E368|E369|E370|E371|E372	9	M03|M09|M01	8	[an der Stelle absetzen] Führe den Posten „laufender Stationsansatz“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter. [Stelle; fortsetzen; weiterführen] Setze den Posten „laufender Stationsansatz“ an der Zielstelle an und bestimme Menge oder Dauer. [an der Stelle umsetzen; Maß] Bereite den Posten „laufender Stationsansatz“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle. [fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen]
B6-S001	BIOLOGICAL	B6	f83r	9	E373|E374|E375|E376|E377|E378|E379|E380|E381	7	M08|M01	6	[länger auffangen] [aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen] Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür Menge oder Stufe. [fortsetzen; Maß] Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle. [fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen]
