occurrence_id	template_id	phase_pattern	register	record_unit_id	page	statement_id	run_start	event_ids	concrete_referent_de	template_sentence_de	actual_span_de	selected_in_greedy_edition
O020	M06	MOVE>MEASURE	HERBAL	H4	f55v	H4-S003	2	E065|E066	zweite Teilportion von Pflanzenmaterial	Führe den Posten „zweite Teilportion von Pflanzenmaterial“ zur Stelle und setze dort Menge oder Stufe.	Auszug aus der Quelle; zweite Teilportion vom Pflanzenmaterial länger wärmen	NO
O021	M06	MOVE>MEASURE	HERBAL	H4	f55v	H4-S004	5	E072|E073	laufender Pflanzenansatz	Führe den Posten „laufender Pflanzenansatz“ zur Stelle und setze dort Menge oder Stufe.	laufender Pflanzenansatz; Ansatzportion	YES
O022	M09	APPLY>MEASURE	HERBAL	H4	f55v	H4-S004	2	E069|E070	zweite Teilportion von Pflanzenmaterial	Setze den Posten „zweite Teilportion von Pflanzenmaterial“ an der Zielstelle an und bestimme Menge oder Dauer.	an die Stelle setzen; zweite Teilportion vom Pflanzenmaterial weiter füllen	YES
O023	M06	MOVE>MEASURE	HERBAL	H5	f56r	H5-S001	3	E076|E077	Zugabe	Führe den Posten „Zugabe“ zur Stelle und setze dort Menge oder Stufe.	diese Zutat an die Stelle; Maß	YES
O024	M06	MOVE>MEASURE	HERBAL	H5	f56r	H5-S005	2	E096|E097	Zugabe	Führe den Posten „Zugabe“ zur Stelle und setze dort Menge oder Stufe.	Zutat aus dem Vorrat zuführen; danach eine Portion	YES
O025	M01	PREPARE>MEASURE>MOVE	BIOLOGICAL	B1	f81v	B1-S002	5	E106|E107|E108|E109	Arbeitsflüssigkeit	Bereite den Posten „Arbeitsflüssigkeit“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	fortsetzen; eine Portion; weitere Portion; Stelle	NO
O026	M04	MEASURE>MOVE	BIOLOGICAL	B1	f81v	B1-S002	1	E102|E103	Beckenposten	Nimm vom Posten „Beckenposten“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	bemessen; Wasser zuführen	YES
O027	M04	MEASURE>MOVE	BIOLOGICAL	B1	f81v	B1-S002	6	E107|E108|E109	Arbeitsflüssigkeit	Nimm vom Posten „Arbeitsflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	eine Portion; weitere Portion; Stelle	YES
O028	M04	MEASURE>MOVE	BIOLOGICAL	B1	f81v	B1-S002	15	E118|E119|E120	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Maß; durchführen; umsetzen; Schluss	NO
O029	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S002	4	E105|E106	Arbeitsflüssigkeit	Führe den Posten „Arbeitsflüssigkeit“ weiter und beginne damit den nächsten Arbeitsgang.	aus der Arbeitsflüssigkeit; fortsetzen	YES
O030	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S002	7	E109|E110	zweite Teilportion von Arbeitsflüssigkeit	Führe den Posten „zweite Teilportion von Arbeitsflüssigkeit“ weiter und beginne damit den nächsten Arbeitsgang.	Stelle; fortsetzen	NO
O031	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S002	10	E112|E113|E114	zweite Teilportion von Arbeitsflüssigkeit	Führe den Posten „zweite Teilportion von Arbeitsflüssigkeit“ weiter und beginne damit den nächsten Arbeitsgang.	weiterführen; weiterer Ansatz; fortsetzen	YES
O032	M08	PREPARE>MEASURE	BIOLOGICAL	B1	f81v	B1-S002	5	E106|E107|E108	Arbeitsflüssigkeit	Bereite den Posten „Arbeitsflüssigkeit“ und setze dafür Menge oder Stufe.	fortsetzen; eine Portion; weitere Portion	NO
O033	M09	APPLY>MEASURE	BIOLOGICAL	B1	f81v	B1-S002	14	E117|E118	laufender Stationsansatz	Setze den Posten „laufender Stationsansatz“ an der Zielstelle an und bestimme Menge oder Dauer.	länger an der Stelle halten; Maß	YES
O034	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S004	1	E123|E124	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	laufender Stationsansatz umsetzen; fortsetzen	YES
O035	M04	MEASURE>MOVE	BIOLOGICAL	B1	f81v	B1-S006	1	E127|E128|E129	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	eine Portion zugeben; durchführen; weiterführen	YES
O036	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S008	1	E132|E133	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	laufender Stationsansatz; fortsetzen	YES
O037	M03	MOVE>PREPARE>MOVE	BIOLOGICAL	B1	f81v	B1-S014	3	E147|E148|E149	aufgefangener Bestand des laufender Stationsansatz	Führe den Posten „aufgefangener Bestand des laufender Stationsansatz“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter.	zum Auslass führen; fortsetzen; danach von aufgefangener Bestand des laufender Stationsansatz	YES
O038	M07	MOVE>PREPARE	BIOLOGICAL	B1	f81v	B1-S014	3	E147|E148	aufgefangener Bestand des laufender Stationsansatz	Führe den Posten „aufgefangener Bestand des laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	zum Auslass führen; fortsetzen	YES
O039	M05	MEASURE>HOLD	BIOLOGICAL	B2	f82r	B2-S003	1	E169|E170|E171	obere Beckenflüssigkeit	Setze für den Posten „obere Beckenflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben.	eine Portion zugeben; Teilportion von obere Beckenflüssigkeit; länger ansetzen; Schluss	YES
O040	M04	MEASURE>MOVE	BIOLOGICAL	B2	f82r	B2-S004	2	E173|E174	Teilportion von obere Beckenflüssigkeit	Nimm vom Posten „Teilportion von obere Beckenflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Teilportion von obere Beckenflüssigkeit zum Durchlass führen; hinausführen	NO
O041	M09	APPLY>MEASURE	BIOLOGICAL	B2	f82r	B2-S004	1	E172|E173	Teilportion von obere Beckenflüssigkeit	Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer.	an die Stelle setzen; Teilportion von obere Beckenflüssigkeit zum Durchlass führen	YES
O042	M02	MEASURE>MOVE>MEASURE	BIOLOGICAL	B2	f82r	B2-S005	2	E178|E179|E180|E181	Teilportion von obere Beckenflüssigkeit	Setze für den Posten „Teilportion von obere Beckenflüssigkeit“ das erste Maß, bewege ihn und setze am Ziel das nächste Maß.	Auffangmass; durchführen; bemessen; bemessen	NO
O043	M04	MEASURE>MOVE	BIOLOGICAL	B2	f82r	B2-S005	2	E178|E179	Teilportion von obere Beckenflüssigkeit	Nimm vom Posten „Teilportion von obere Beckenflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Auffangmass; durchführen	NO
O044	M04	MEASURE>MOVE	BIOLOGICAL	B2	f82r	B2-S005	6	E183|E184	Teilportion von obere Beckenflüssigkeit	Nimm vom Posten „Teilportion von obere Beckenflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Teilportion von obere Beckenflüssigkeit länger wärmen; abführen; Schluss	YES
O045	M05	MEASURE>HOLD	BIOLOGICAL	B2	f82r	B2-S005	4	E180|E181|E182	Teilportion von obere Beckenflüssigkeit	Setze für den Posten „Teilportion von obere Beckenflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben.	bemessen; bemessen; kurz bereit fortsetzen	NO
O046	M06	MOVE>MEASURE	BIOLOGICAL	B2	f82r	B2-S005	3	E179|E180|E181	Teilportion von obere Beckenflüssigkeit	Führe den Posten „Teilportion von obere Beckenflüssigkeit“ zur Stelle und setze dort Menge oder Stufe.	durchführen; bemessen; bemessen	YES
O047	M09	APPLY>MEASURE	BIOLOGICAL	B2	f82r	B2-S005	1	E177|E178	Teilportion von obere Beckenflüssigkeit	Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer.	Teilportion von obere Beckenflüssigkeit an die Stelle setzen; Auffangmass	YES
O048	M09	APPLY>MEASURE	BIOLOGICAL	B2	f82r	B2-S006	2	E186|E187	Teilportion von obere Beckenflüssigkeit	Setze den Posten „Teilportion von obere Beckenflüssigkeit“ an der Zielstelle an und bestimme Menge oder Dauer.	an die Stelle setzen; Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten	YES
O049	M04	MEASURE>MOVE	BIOLOGICAL	B2	f82r	B2-S008	1	E190|E191	Flüssigkeit am Zwischenknoten	Nimm vom Posten „Flüssigkeit am Zwischenknoten“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	nächstes Maß; von Flüssigkeit am Zwischenknoten einsetzen	YES
O050	M05	MEASURE>HOLD	BIOLOGICAL	B2	f82r	B2-S011	1	E198|E199|E200|E201	Posten der Einzelstation	Setze für den Posten „Posten der Einzelstation“ Menge oder Stufe und halte ihn wie angegeben.	eine Portion zugeben; von Teilportion des Postens der Einzelstation; eine Portion zugeben; länger ansetzen; Schluss	YES
O051	M05	MEASURE>HOLD	BIOLOGICAL	B2	f82r	B2-S016	3	E217|E218	Flüssigkeit am Beckenrand	Setze für den Posten „Flüssigkeit am Beckenrand“ Menge oder Stufe und halte ihn wie angegeben.	Maß; nächsten Posten länger halten	YES
O052	M05	MEASURE>HOLD	BIOLOGICAL	B2	f82r	B2-S016	5	E219|E220	Flüssigkeit am Beckenrand	Setze für den Posten „Flüssigkeit am Beckenrand“ Menge oder Stufe und halte ihn wie angegeben.	bemessen; kurz ansetzen	YES
O053	M07	MOVE>PREPARE	BIOLOGICAL	B2	f82r	B2-S016	1	E214|E215|E216	Flüssigkeit am Beckenrand	Führe den Posten „Flüssigkeit am Beckenrand“ weiter und beginne damit den nächsten Arbeitsgang.	Stelle; von Flüssigkeit am Beckenrand hinausführen; teilen	YES
O054	M08	PREPARE>MEASURE	BIOLOGICAL	B2	f82r	B2-S016	2	E216|E217	Flüssigkeit am Beckenrand	Bereite den Posten „Flüssigkeit am Beckenrand“ und setze dafür Menge oder Stufe.	teilen; Maß	NO
O055	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S004	1	E236|E237|E238	aufgefangener Bestand des Gut der Fächerstation	Nimm vom Posten „aufgefangener Bestand des Gut der Fächerstation“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	bemessen; Folgestelle; von aufgefangener Bestand des Gut der Fächerstation	YES
O056	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S007	1	E243|E244	Gefäßflüssigkeit	Nimm vom Posten „Gefäßflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	bemessen; Gefäßflüssigkeit umsetzen	YES
O057	M05	MEASURE>HOLD	BIOLOGICAL	B3	f83r	B3-S013	1	E256|E257|E258|E259	laufender Stationsansatz	Setze für den Posten „laufender Stationsansatz“ Menge oder Stufe und halte ihn wie angegeben.	bemessen; eine Portion; Teilportion aus dem laufenden Stationsansatz kurz bereithalten; kurz ansetzen; Schluss	YES
O058	M06	MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S021	3	E272|E273|E274	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Stelle und setze dort Menge oder Stufe.	Stelle; laufender Stationsansatz; Maß	YES
O059	M02	MEASURE>MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S026	2	E286|E287|E288	laufender Stationsansatz	Setze für den Posten „laufender Stationsansatz“ das erste Maß, bewege ihn und setze am Ziel das nächste Maß.	Abfuehrmass; laufender Stationsansatz umsetzen; eine Portion zugeben	YES
O060	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S026	2	E286|E287	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Abfuehrmass; laufender Stationsansatz umsetzen	YES
O061	M06	MOVE>MEASURE	BIOLOGICAL	B3	f83r	B3-S026	3	E287|E288	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Stelle und setze dort Menge oder Stufe.	laufender Stationsansatz umsetzen; eine Portion zugeben	NO
O062	M04	MEASURE>MOVE	BIOLOGICAL	B3	f83r	B3-S030	2	E299|E300|E301	aufgefangener Bestand des Flüssigkeit des Hauptpaares	Nimm vom Posten „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Maß; Wasser weiterführen; danach umsetzen; Schluss	NO
O063	M09	APPLY>MEASURE	BIOLOGICAL	B3	f83r	B3-S030	1	E298|E299	aufgefangener Bestand des Flüssigkeit des Hauptpaares	Setze den Posten „aufgefangener Bestand des Flüssigkeit des Hauptpaares“ an der Zielstelle an und bestimme Menge oder Dauer.	verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Maß	YES
O064	M05	MEASURE>HOLD	BIOLOGICAL	B3	f83r	B3-S032	1	E303|E304|E305|E306|E307	Arbeitsflüssigkeit	Setze für den Posten „Arbeitsflüssigkeit“ Menge oder Stufe und halte ihn wie angegeben.	eine Portion überführen; Teilportion aus der Arbeitsflüssigkeit umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss	YES
O065	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S005	1	E327|E328|E329	nächster Arbeitsposten	Setze für den Posten „nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben.	Portion; Teilportion von nächster Arbeitsposten umsetzen; länger ansetzen; Schluss	YES
O066	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S008	1	E332|E333|E334|E335	Teilportion von nächster Arbeitsposten	Setze für den Posten „Teilportion von nächster Arbeitsposten“ Menge oder Stufe und halte ihn wie angegeben.	Maß; Teilportion von nächster Arbeitsposten länger wärmen; Teilportion von nächster Arbeitsposten länger halten; kurz ansetzen; Schluss	YES
O067	M05	MEASURE>HOLD	BIOLOGICAL	B4	f83r	B4-S011	1	E338|E339|E340	Gut der Randstation	Setze für den Posten „Gut der Randstation“ Menge oder Stufe und halte ihn wie angegeben.	Maß; kurz wärmen; länger fortsetzen	YES
O068	M04	MEASURE>MOVE	BIOLOGICAL	B4	f83r	B4-S015	3	E354|E355	Ergebnisbestand	Nimm vom Posten „Ergebnisbestand“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	eine Portion; Durchlassstelle	YES
O069	M04	MEASURE>MOVE	BIOLOGICAL	B4	f83r	B4-S016	1	E358|E359|E360	aufgefangener Bestand des Flüssigkeit der Mehrarmstation	Nimm vom Posten „aufgefangener Bestand des Flüssigkeit der Mehrarmstation“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	weitere Portion; Stelle; aus dem Vorrat zuführen	YES
O070	M01	PREPARE>MEASURE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	7	E370|E371|E372	laufender Stationsansatz	Bereite den Posten „laufender Stationsansatz“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen	YES
O071	M03	MOVE>PREPARE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	2	E365|E366|E367	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ zur Arbeitsstelle, bearbeite ihn dort und führe ihn weiter.	Stelle; fortsetzen; weiterführen	YES
O072	M04	MEASURE>MOVE	BIOLOGICAL	B5	f83r	B5-S003	8	E371|E372	laufender Stationsansatz	Nimm vom Posten „laufender Stationsansatz“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	zweite Stufe; laufender Stationsansatz umsetzen	NO
O073	M07	MOVE>PREPARE	BIOLOGICAL	B5	f83r	B5-S003	2	E365|E366	laufender Stationsansatz	Führe den Posten „laufender Stationsansatz“ weiter und beginne damit den nächsten Arbeitsgang.	Stelle; fortsetzen	YES
O074	M08	PREPARE>MEASURE	BIOLOGICAL	B5	f83r	B5-S003	7	E370|E371	laufender Stationsansatz	Bereite den Posten „laufender Stationsansatz“ und setze dafür Menge oder Stufe.	fortsetzen; zweite Stufe	YES
O075	M09	APPLY>MEASURE	BIOLOGICAL	B5	f83r	B5-S003	5	E368|E369	laufender Stationsansatz	Setze den Posten „laufender Stationsansatz“ an der Zielstelle an und bestimme Menge oder Dauer.	an der Stelle umsetzen; Maß	YES
O076	M01	PREPARE>MEASURE>MOVE	BIOLOGICAL	B6	f83r	B6-S001	5	E378|E379|E380|E381	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ vor, setze die angegebene Menge oder Stufe und führe ihn zur bezeichneten Stelle.	fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen	YES
O077	M04	MEASURE>MOVE	BIOLOGICAL	B6	f83r	B6-S001	6	E379|E380|E381	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Nimm vom Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ das angegebene Maß und führe diesen Teil zur bezeichneten Stelle.	Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Stelle führen	NO
O078	M08	PREPARE>MEASURE	BIOLOGICAL	B6	f83r	B6-S001	3	E376|E377	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür Menge oder Stufe.	fortsetzen; Maß	YES
O079	M08	PREPARE>MEASURE	BIOLOGICAL	B6	f83r	B6-S001	5	E378|E379|E380	aufgefangener Bestand des rechte Nachtragsflüssigkeit	Bereite den Posten „aufgefangener Bestand des rechte Nachtragsflüssigkeit“ und setze dafür Menge oder Stufe.	fortsetzen; Portion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit	YES
