frame_id	head	root_before_a	left_surface	right_surface	values	distinct_values	occurrences	all_value_tokens_triple_stable	surfaces_by_value	loci_by_value	sections	example_lines
G627-F027	da	d	<START>	sheckhy	II|III	2	2	1	II:dain;III:daiin	II:f108r.45;III:f103r.23	S	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal / daiin sheckhy lchedy chckhy shol
G627-F028	da	d	<START>	shedy	II|III	2	3	1	II:dain;III:daiin	II:f111r.6;III:f26r.8,f79r.33	B|H|S	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary / daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy / daiin shedy qotshedy oteeedy oteedy chey qokain ol
G627-F029	da	d	<START>	sheey	II|III	2	2	1	II:dain;III:daiin	II:f112v.10;III:f103v.34	S	dain sheey okchedy oror / daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G627-F030	da	d	<START>	shey	II|III	2	7	0	II:dain;III:daiin	II:f103v.6,f75r.2;III:f103v.2,f103v.41,f103v.7,f108v.22,f66r.80	B|S|T	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam / dain shey ly ssheol qoldy chedykar chekeedy ror / daiin shey qokal shedy qokeedy qoteor shey qoty chckhy qotain chalr / daiin shey l shey lshey qoar shas al otar shedy y lchdy rar
G627-F031	da	d	chor	<END>	II|III	2	2	1	II:dain;III:daiin	II:f42v.1;III:f2v.2	H	cho sheey qocho taiin shols chol chor dain / kcho kchy sho shol qotcho loeees qoty chor daiin
G627-F032	da	d	cthaiin	<END>	II|III	2	2	0	II:dain;III:daiin	II:f8v.8;III:f32v.9	H	okcholksh chol chol chol cthaiin dain / qotchy cfhy skey chocthy daiin cthaiin daiin
G627-F033	da	d	daiin	<END>	II|III	2	4	0	II:dain;III:daiin	II:f14r.1,f37v.15;III:f19v.4,f25v.5	H	pcho daiin chopol shoiin daiin dain / soiiin cheoky daiin dain / ytch chcthy qotol daiin daiin / dar chokeey dshor dshey qochol dol cho daiin daiin
G627-F034	da	d	dain	<END>	II|III	2	2	0	II:dain;III:daiin	II:f38v.6;III:f37r.11	H	sho keeey key tey daiin daiiin dain dain / okchor daiin ckhy dain daiin
G627-F035	da	d	dcho	<END>	II|III	2	2	0	II:dain;III:daiin	II:f8r.8;III:f32v.4	H	dcho dain / or chr chor dor chaiin qotcho r chy dcho daiin
G627-F036	da	d	dchol	<END>	I|III	2	2	1	I:dan;III:daiin	I:f32r.19;III:f37r.6	H	dol dchol dan / shor shol qokchy qotomody dchol daiin
G627-F037	da	d	dol	<END>	II|III	2	3	0	II:dain;III:daiin	II:f23r.5;III:f45r.5,f7v.9	H	ychor qokchol ytym chol dair chol ar ol ol dol dain / kol sho pchor kchey ty opchaldy otshy qokchy dol daiin / sho keeo daiir chokchy dor deol dy dol daiin
G627-F038	da	d	okchey	<END>	II|III	2	2	1	II:dain;III:daiin	II:f79r.37;III:f13r.8	B|H	lcheol ol ol sheey olsheey sholkeey okchey dain / shochy qokchy torchy k s okchey daiin
G627-F039	da	d	qokol	<END>	II|III	2	2	0	II:dain;III:daiin	II:f102r1.5;III:f104v.11	P|S	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain / ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin
G627-F040	da	d	shol	<END>	II|III	2	5	0	II:dain;III:daiin	II:f42r.10;III:f15v.8,f20v.4,f22v.14,f56v.13	H	choty dol ksheo cthor otol cthol chol shol dain / ytchor chor ol oiin oty shol daiin / sho or aiin shol daiin / qotchy olshly shol daiin
G627-F041	da	d	y	<END>	II|III	2	4	0	II:dain;III:daiin	II:f116r.19;III:f113v.37,f66r.62,f89r1.10	P|S|T	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain / qol aiin olaiin oteeey lchedy qokair y daiin / ol cheeky daiir chky axor akar y daiin / tdain s chol cheoky cheody qokar dal chor y daiin
G627-F042	oka	ok	<START>	ol	II|III	2	2	1	II:okain;III:okaiin	II:f107v.30;III:f106r.28	S	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky / okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl
G627-F043	oka	ok	<START>	y	II|III	2	2	1	II:okain;III:okaiin	II:f77v.1;III:f36v.9	B|H	okain y kal / okaiin y kcholqod chory
G627-F044	oka	ok	chckhy	okal	II|III	2	2	1	II:okain;III:okaiin	II:f111v.51;III:f107v.17	S	sain cheal chckhy okain okal aiin choty chckhy / saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam
G627-F045	oka	ok	otey	<END>	II|III	2	2	1	II:okain;III:okaiin	II:f81r.7;III:f34r.5	B|H	dshees okain chcthy otey okain / qoteedy shedy shedy ol okes ar ykeed l chedy otey okaiin
G627-F046	oka	ok	qokain	ol	II|III	2	2	1	II:okain;III:okaiin	II:f80r.32;III:f81v.6	B	solchey qoky r cheykain sheckhy qokain okain ol / qokain okaiin ol chedy cheol lky l s aiin okain daldy
G627-F047	oka	ok	shey	chedy	II|III	2	2	0	II:okain;III:okaiin	II:f75v.49;III:f116r.38	B|S	por shey okain chedy qolsheol olchedy / daiin qokeey lshey qokaiin chkar shey okaiin chedy qokeedy raiin shy
G627-F048	ola	ol	<START>	cheo	II|III	2	2	1	II:olain;III:olaiin	II:f115v.27;III:f114v.31	S	olain cheo lkain cheey qot cheody lor aiin oteed chkal kchetam / olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar
G627-F049	ota	ot	otaiin	<END>	II|III	2	2	0	II:otain;III:otaiin	II:f86v5.3;III:f104r.45	S|T	shedy chdy qokar okeeey sheokaiin cheoky oteeodail otaiin otain / daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin
G627-F050	qoka	qok	<START>	ar	II|III	2	2	0	II:qokain;III:qokaiin	II:f116r.34;III:f107r.41	S	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam / qokaiin ar ockhey qokal otal otam
G627-F051	qoka	qok	<START>	chedy	II|III	2	2	1	II:qokain;III:qokaiin	II:f82v.22;III:f83v.30	B	qokain chedy qolkshey qotal shey qokain ol checkhy ly / qokaiin chedy qokal otal chedy qotals
G627-F052	qoka	qok	<START>	chey	II|III	2	2	1	II:qokain;III:qokaiin	II:f116r.39;III:f106v.39	S	qokain chey olr ain shey qokain o l keey keeey lkeal or al lom / qokaiin chey kar oteol
G627-F053	qoka	qok	<START>	ol	II|III	2	2	1	II:qokain;III:qokaiin	II:f80v.40;III:f76r.56	B|T	qokain ol cheeor olar chey tchar ol chedy qotal olchedy / qokaiin ol shedy qokeey or shdy
G627-F054	qoka	qok	<START>	olkeey	II|III	2	2	1	II:qokain;III:qokaiin	II:f75r.24;III:f86v6.11	B|T	qokain olkeey qolkary sain checthy lor ol / qokaiin olkeey qokeor or cheeaiin yteedy qoko lchdol or chcphar ar
G627-F055	qoka	qok	<START>	shedy	II|III	2	2	1	II:qokain;III:qokaiin	II:f79r.41;III:f77r.34	B	qokain shedy qotain oteedy chkain ol ol chedy oly / qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin
G627-F056	qoka	qok	<START>	sheol	II|III	2	3	1	II:qokain;III:qokaiin	II:f111v.16,f82v.8;III:f77v.18	B|S	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am / qokain sheol qoteedy chedy qokey qokedy qokol chedy chedy lchy / qokaiin sheol ekedy qokey qokal dal daly
G627-F057	qoka	qok	chedy	chedy	II|III	2	2	1	II:qokain;III:qokaiin	II:f79v.6;III:f76v.32	B	ycheckhey r ain chedy qokain chedy ol shedy dar ytam / tain sheey qotain chedy qokaiin chedy taiin chckhedy otol oty
G627-F058	qoka	qok	chedy	shedy	II|III	2	2	1	II:qokain;III:qokaiin	II:f80r.29;III:f77r.16	B	okchey qoky chedy qokain shedy qol sheey qokal dar ary / sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol
G627-F059	qoka	qok	chey	otain	II|III	2	2	1	II:qokain;III:qokaiin	II:f79r.18;III:f107r.14	B|S	solor olshey qokaiin chey qokain otain otain otal ol dam / cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain
G627-F060	qoka	qok	shedy	chedy	I|III	2	3	1	I:qokan;III:qokaiin	I:f80r.45;III:f103v.6,f107v.35	B|S	okain shedy qokan chedy qotain cheky lteey lolom / dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam / polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G627-F061	qoka	qok	shey	<END>	II|III	2	2	0	II:qokain;III:qokaiin	II:f75r.20;III:f94v.7	B|H	ry shey qor chey lchey lo ydain shey qokain / toky shey qokaiin
G627-F062	qoka	qok	shey	chedy	II|III	2	4	0	II:qokain;III:qokaiin	II:f111v.39,f75r.22,f80v.12;III:f103r.19	B|S	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy / odar shey qokain chedy or shey kar chedy sar / ycheol kain shey qokain chedy qokol olkain shy l / okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr
G627-F063	qoka	qok	shey	ol	II|III	2	2	1	II:qokain;III:qokaiin	II:f82v.22;III:f80v.20	B	qokain chedy qolkshey qotal shey qokain ol checkhy ly / ysheeyqorar ol cheey daiin shey qokaiin ol okaiin
G627-F064	sa	s	<START>	al	II|III	2	4	0	II:sain;III:saiin	II:f108v.11,f75r.14;III:f111r.40,f112r.18	B|S	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy / sain al keishy qokain dy olshedy qokain chckhy qokain otar aly / saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lainal / saiin al key chey dalchd aiin okal chody chedy cham
G627-F065	sa	s	<START>	chey	II|III	2	2	0	II:sain;III:saiin	II:f108v.39;III:f103r.7	S	sain chey lkedain chey rar ain al chear olor chedaiin oteey chedy rl / saiin chey shs olshedy qokeey okeeody qoedy ol shedy
G627-F066	sa	s	<START>	ol	II|III	2	6	0	II:sain;III:saiin	II:f112r.36,f116r.6,f81r.15,f82r.33;III:f112r.9,f112v.6	B|S	sain ol checkhy olchain okeey olam / sain ol lchedy chedy otey chedy lain otedy oteey / sain ol cheedy qokeedy otedy / sain ol cheol ey cheor chey
G627-F067	sa	s	<START>	olaiin	II|III	2	2	0	II:sain;III:saiin	II:f112r.35;III:f76r.49	S|T	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy / saiin olaiin oky shol sain oky l kar chedy lkar al loral
G627-F068	sa	s	<START>	or	II|III	2	3	1	II:sain;III:saiin	II:f85r2.2;III:f107v.17,f112v.18	C|S	sain or or aiin opchdy / saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam / saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am
G627-F069	sa	s	<START>	shckhy	II|III	2	2	0	II:sain;III:saiin	II:f75r.25;III:f76r.48	B|T	sain shckhy qokeedy shy dy qokeedy lchedy ram / saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal
G627-F070	sa	s	<START>	shedy	II|III	2	3	0	II:sain;III:saiin	II:f76r.35;III:f26r.5,f79r.9	B|H|T	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy / saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey / saiin shedy psheedy qokar sheol qolchey qoty qokal qokam
G627-F071	sa	s	<START>	shey	II|III	2	5	0	II:sain;III:saiin	II:f103v.8;III:f103v.36,f107v.9,f82v.26,f82v.36	B|S	sain shey olsheey dair chekoal okeey / saiin shey qokeey oshey olshedy / saiin shey kedy qokain qokedy qokaiin y lkaiin qoky lkal tar aty / saiin shey qokol chol qol sheedy qokal shedy qokaiin
G627-F072	sa	s	<START>	ytaiin	II|III	2	2	1	II:sain;III:saiin	II:f86v3.7;III:f16r.9	C|H	sain ytaiin ytapy odeeey dal dair ytam / saiin ytaiin
