original	context_index	variant	case	decision	lifted_witnesses	independent_meaning_capacity
L02_012	4	8	WRAP07	VERIFIED_SHARED_READING	2	0
L02_109	4	8	WRAP07	VERIFIED_SHARED_READING	2	0
L02_115	4	8	WRAP07	VERIFIED_SHARED_READING	2	0
L02_212	4	8	WRAP07	VERIFIED_SHARED_READING	2	0
L02_215	4	8	WRAP07	VERIFIED_SHARED_READING	2	0
L02_009	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_012	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_109	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_115	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_212	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_215	4	10	WRAP08	VERIFIED_SHARED_READING	2	0
L02_024	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_042	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_094	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_130	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_182	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_200	2	0	WRAP09	VERIFIED_SHARED_READING	1	0
L02_024	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_042	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_094	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_130	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_182	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_200	2	2	WRAP10	VERIFIED_SHARED_READING	2	0
L02_024	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_042	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_094	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_130	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_182	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_200	2	8	WRAP11	VERIFIED_SHARED_READING	2	0
L02_024	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_042	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_094	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_130	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_182	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_200	2	10	WRAP12	VERIFIED_SHARED_READING	2	0
L02_024	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_042	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_094	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_130	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_182	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_200	4	0	WRAP13	VERIFIED_SHARED_READING	2	0
L02_024	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_042	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_094	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_130	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_182	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_200	4	2	WRAP14	VERIFIED_SHARED_READING	2	0
L02_024	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_042	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_094	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_130	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_182	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_200	4	8	WRAP15	VERIFIED_SHARED_READING	2	0
L02_024	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_042	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_094	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_130	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_182	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_200	4	10	WRAP16	VERIFIED_SHARED_READING	2	0
L02_026	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_036	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_101	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_121	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_186	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_196	2	0	WRAP17	VERIFIED_SHARED_READING	1	0
L02_026	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_036	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_101	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_121	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_186	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_196	2	2	WRAP18	VERIFIED_SHARED_READING	1	0
L02_026	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_036	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_101	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_121	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_186	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_196	2	4	WRAP19	VERIFIED_SHARED_READING	2	0
L02_026	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_036	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_101	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_121	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_186	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_196	2	6	WRAP20	VERIFIED_SHARED_READING	2	0
L02_026	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_036	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_101	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_121	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_186	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_196	4	0	WRAP21	VERIFIED_SHARED_READING	2	0
L02_026	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_036	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_101	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_121	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_186	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_196	4	2	WRAP22	VERIFIED_SHARED_READING	2	0
L02_026	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_036	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_101	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_121	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_186	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_196	4	4	WRAP23	VERIFIED_SHARED_READING	2	0
L02_026	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_036	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_101	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_121	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_186	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_196	4	6	WRAP24	VERIFIED_SHARED_READING	2	0
L02_027	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_039	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_100	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_124	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_185	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_197	2	0	WRAP25	VERIFIED_SHARED_READING	1	0
L02_027	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_039	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_100	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_124	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_185	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_197	2	2	WRAP26	VERIFIED_SHARED_READING	1	0
L02_027	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_039	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_100	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_124	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_185	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_197	2	4	WRAP27	VERIFIED_SHARED_READING	2	0
L02_027	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_039	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_100	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_124	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_185	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_197	2	6	WRAP28	VERIFIED_SHARED_READING	2	0
L02_027	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_039	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_100	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_124	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_185	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_197	2	8	WRAP29	VERIFIED_SHARED_READING	2	0
L02_027	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_039	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_100	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_124	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_185	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_197	2	10	WRAP30	VERIFIED_SHARED_READING	1	0
L02_027	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_039	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_100	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_124	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_185	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_197	2	12	WRAP31	VERIFIED_SHARED_READING	2	0
L02_027	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_039	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_100	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_124	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_185	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_197	2	14	WRAP32	VERIFIED_SHARED_READING	2	0
L02_027	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_039	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_100	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_124	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_185	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_197	4	0	WRAP33	VERIFIED_SHARED_READING	2	0
L02_027	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_039	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_100	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_124	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_185	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_197	4	2	WRAP34	VERIFIED_SHARED_READING	2	0
L02_027	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_039	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_100	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_124	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_185	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_197	4	4	WRAP35	VERIFIED_SHARED_READING	2	0
L02_027	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_039	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_100	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_124	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_185	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_197	4	6	WRAP36	VERIFIED_SHARED_READING	2	0
L02_027	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_039	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_100	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_124	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_185	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_197	4	8	WRAP37	VERIFIED_SHARED_READING	2	0
L02_027	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_039	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_100	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_124	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_185	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_197	4	10	WRAP38	VERIFIED_SHARED_READING	2	0
L02_027	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_039	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_100	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_124	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_185	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_197	4	12	WRAP39	VERIFIED_SHARED_READING	2	0
L02_027	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_039	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_100	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_124	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_185	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_197	4	14	WRAP40	VERIFIED_SHARED_READING	2	0
L02_028	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_038	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_103	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_123	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_188	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_198	2	4	WRAP41	VERIFIED_SHARED_READING	2	0
L02_028	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_038	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_103	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_123	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_188	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_198	2	6	WRAP42	VERIFIED_SHARED_READING	2	0
L02_028	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_038	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_103	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_123	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_188	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_198	2	12	WRAP43	VERIFIED_SHARED_READING	2	0
L02_028	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_038	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_103	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_123	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_188	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_198	2	14	WRAP44	VERIFIED_SHARED_READING	2	0
L02_028	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_038	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_103	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_123	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_188	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_198	4	4	WRAP45	VERIFIED_SHARED_READING	2	0
L02_028	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_038	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_103	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_123	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_188	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_198	4	6	WRAP46	VERIFIED_SHARED_READING	2	0
L02_028	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_038	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_103	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_123	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_188	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_198	4	12	WRAP47	VERIFIED_SHARED_READING	2	0
L02_028	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_038	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_103	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_123	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_188	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_198	4	14	WRAP48	VERIFIED_SHARED_READING	2	0
L02_054	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_057	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_064	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_070	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_077	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_080	2	0	WRAP49	VERIFIED_SHARED_READING	1	0
L02_054	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_057	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_064	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_070	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_077	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_080	2	2	WRAP50	VERIFIED_SHARED_READING	1	0
L02_054	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_057	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_064	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_070	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_077	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_080	4	0	WRAP51	VERIFIED_SHARED_READING	2	0
L02_054	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
L02_057	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
L02_064	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
L02_070	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
L02_077	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
L02_080	4	2	WRAP52	VERIFIED_SHARED_READING	2	0
