case	engine	word	value	old	wrapper_connected
WRAP01	independent	qokal	TRAVEL_TOGETHER	True	True
WRAP01	independent	qokas	RETURN_EXCLUDING	False	False
WRAP01	independent	qokchdy	THEN	False	True
WRAP01	independent	qokchedy	UNATTENDED	True	True
WRAP01	independent	qokedol	FAR_BANK	True	False
WRAP01	independent	qokedy	G	True	False
WRAP01	independent	qokeedy	CONVEY_OUT	True	False
WRAP01	independent	qokeey	TAKE_OUT	True	False
WRAP01	independent	qoky	FERRY	True	True
WRAP01	independent	qop[eee:che]dar	M	False	False
WRAP01	independent	qotal	THEN	False	True
WRAP01	independent	qotedaiin	LEAVE	True	False
WRAP01	independent	qotedy	OUTWARD	True	True
WRAP01	independent	qoteedy	B	True	False
WRAP01	independent	qotor	THERE	False	True
WRAP01	independent	saiin	C	True	False
WRAP01	independent	sain	WHEN	True	False
WRAP01	independent	sar	UNSAFE	True	True
WRAP01	independent	schedair	LIKEWISE	True	False
WRAP01	independent	shdy	WITHOUT_HARM	True	True
WRAP01	independent	she	PAIRS	False	True
WRAP01	independent	shecthedy	JOINING_RESULT	True	False
WRAP01	independent	shecthy	REST_CARGO	True	False
WRAP01	independent	shedaiin	PAIRS	True	True
WRAP01	independent	shedain	AT_MOST_ONE	False	False
WRAP01	independent	shedy	M	True	True
WRAP01	independent	sheedy	THEN	False	False
WRAP01	independent	sheekar	THEN	False	False
WRAP01	independent	shey	EXAMPLE	True	True
WRAP01	independent	shocphedy	CARGOS	True	False
WRAP01	independent	shos	LEAVE	False	False
WRAP01	independent	soiiin	THUS	True	False
WRAP01	independent	sol	THEN	True	True
WRAP01	independent	soldy	HARM	True	True
WRAP01	independent	solkaiin	ALL	False	True
WRAP01	independent	solkchy	LEAVE	False	False
WRAP01	independent	solkeedy	WITH_TRIP	True	False
WRAP01	independent	sor	CONVEY_OUT	False	True
WRAP01	independent	taipar	BESIDES	False	False
WRAP01	independent	tchdy	THEN	False	True
WRAP01	independent	tchedy	FINALLY	True	True
WRAP01	independent	todalain	G	False	False
WRAP01	independent	tshol	THEN	False	False
WRAP01	independent	y	THERE	False	True
WRAP01	independent	yk	LEAVE	False	True
WRAP01	independent	ykaiin	THERE	False	True
WRAP01	independent	ykain	RETURN	False	True
WRAP01	independent	ykeey	THEN	False	False
WRAP01	independent	ytchdy	EXAMPLE	False	True
WRAP02	primary	[a:y]lo[s:r]am	THUS	False	False
WRAP02	primary	[sh:{c's}]ear	FERRY	False	False
WRAP02	primary	ald	THEN	False	False
WRAP02	primary	alol	THEN	False	False
WRAP02	primary	ar	W	False	True
WRAP02	primary	ariin	THEN	False	True
WRAP02	primary	chckhdy	WOULD_BE	True	False
WRAP02	primary	chckhy	THERE	False	False
WRAP02	primary	checthy	ALL	True	False
WRAP02	primary	ched	WITHOUT_AGENT	True	True
WRAP02	primary	chedain	NEXT	True	True
WRAP02	primary	chedy	W	True	True
WRAP02	primary	cheeety	RETURN_EXCLUDING	True	False
WRAP02	primary	cheeor	THEN	False	False
WRAP02	primary	chefchdy	WHEN	False	False
WRAP02	primary	chety	UNHARMED	True	False
WRAP02	primary	chkaiin	EXAMPLE	False	False
WRAP02	primary	chky	M	False	False
WRAP02	primary	chody	AT_MOST_ONE	False	False
WRAP02	primary	daiiin	THEN	False	False
WRAP02	primary	daiin	G	False	True
WRAP02	primary	dair	UNSAFE	False	False
WRAP02	primary	dal	BESIDES	True	False
WRAP02	primary	dar	HARM	False	True
WRAP02	primary	dariin	G	False	True
WRAP02	primary	darin	ATTENDED_BY	False	False
WRAP02	primary	dy	THEN	False	True
WRAP02	primary	ka[r:s]	C	False	False
WRAP02	primary	kaiin	LEAVE	False	True
WRAP02	primary	kar	FERRY	False	True
WRAP02	primary	kchdy	BESIDES	False	True
WRAP02	primary	kchedy	FERRY	False	True
WRAP02	primary	keodaiin	FERRY	False	False
WRAP02	primary	laiin	FORBIDDEN	False	False
WRAP02	primary	lchedy	W	True	True
WRAP02	primary	ldy	ALONE	True	True
WRAP02	primary	lkedy	PAIRED_WITH	True	False
WRAP02	primary	o	PAIRS	False	False
WRAP02	primary	ockhey	FORBIDDEN	True	False
WRAP02	primary	ockhody	THEN	False	False
WRAP02	primary	odam	W	False	False
WRAP02	primary	okain	RETURN_EXCLUDING	False	True
WRAP02	primary	okal	G	False	True
WRAP02	primary	okam	RETURN	False	False
WRAP02	primary	okar	WITH_TRIP	False	True
WRAP02	primary	okchedy	WITH_TRIP	False	True
WRAP02	primary	okeody	RETURN_EXCLUDING	False	False
WRAP02	primary	oky	W	False	True
WRAP02	primary	ol	G	False	True
WRAP02	primary	olfchedy	COLOC	False	False
WRAP02	primary	olk[ee:a]dy	FERRY	False	False
WRAP02	primary	olkair	CARGOS	False	False
WRAP02	primary	ols	W	False	False
WRAP02	primary	olsaly	ATTENDED_BY	True	False
WRAP02	primary	opalke	UNHARMED	False	False
WRAP02	primary	opchey	HOME	False	False
WRAP02	primary	opshedy	HOME	True	False
WRAP02	primary	or	FERRY	False	True
WRAP02	primary	orolkain	RETURN_EXCLUDING	False	False
WRAP02	primary	orsheckhy	M	False	False
WRAP02	primary	otaiin	THERE	True	False
WRAP02	primary	otal	THEN	False	True
WRAP02	primary	otchdy	WITHOUT_HARM	False	True
WRAP02	primary	otchedy	OTHER_CARGO	True	True
WRAP02	primary	otedy	RETURN	True	True
WRAP02	primary	otor	COLOC	True	True
WRAP02	primary	otshdy	GOAL	True	True
WRAP02	primary	pchdy	M	False	False
WRAP02	primary	pdalshdy	INIT	True	False
WRAP02	primary	psheor	INIT	False	False
WRAP02	primary	qetal	AT_MOST_ONE	True	False
WRAP02	primary	qokaiin	THEN	False	True
WRAP02	primary	qokain	THERE	False	True
WRAP02	primary	qokal	TRAVEL_TOGETHER	True	True
WRAP02	primary	qokas	FERRY	False	False
WRAP02	primary	qokchdy	THEN	False	True
WRAP02	primary	qokchedy	UNATTENDED	True	True
WRAP02	primary	qokedol	FAR_BANK	True	False
WRAP02	primary	qokedy	G	True	False
WRAP02	primary	qokeedy	CONVEY_OUT	True	False
WRAP02	primary	qokeey	TAKE_OUT	True	False
WRAP02	primary	qoky	FERRY	True	True
WRAP02	primary	qop[eee:che]dar	M	False	False
WRAP02	primary	qotal	THEN	False	True
WRAP02	primary	qotedaiin	LEAVE	True	False
WRAP02	primary	qotedy	OUTWARD	True	True
WRAP02	primary	qoteedy	B	True	False
WRAP02	primary	qotor	THEN	False	True
WRAP02	primary	saiin	C	True	False
WRAP02	primary	sain	WHEN	True	False
WRAP02	primary	sar	UNSAFE	True	True
WRAP02	primary	schedair	LIKEWISE	True	False
WRAP02	primary	shdy	WITHOUT_HARM	True	True
WRAP02	primary	she	FERRY	False	True
WRAP02	primary	shecthedy	JOINING_RESULT	True	False
WRAP02	primary	shecthy	REST_CARGO	True	False
WRAP02	primary	shedaiin	PAIRS	True	True
WRAP02	primary	shedain	FIRST_CARGO	False	False
WRAP02	primary	shedy	M	True	True
WRAP02	primary	sheedy	FIRST_CARGO	False	False
WRAP02	primary	sheekar	FAR_BANK	False	False
WRAP02	primary	shey	EXAMPLE	True	True
WRAP02	primary	shocphedy	CARGOS	True	False
WRAP02	primary	shos	THEN	False	False
WRAP02	primary	soiiin	THUS	True	False
WRAP02	primary	sol	THEN	True	True
WRAP02	primary	soldy	HARM	True	True
WRAP02	primary	solkaiin	ALL	False	True
WRAP02	primary	solkchy	LEAVE	False	False
WRAP02	primary	solkeedy	WITH_TRIP	True	False
WRAP02	primary	sor	WITHOUT_AGENT	False	True
WRAP02	primary	taipar	THEN	False	False
WRAP02	primary	tchdy	THEN	False	True
WRAP02	primary	tchedy	FINALLY	True	True
WRAP02	primary	todalain	FIRST_CARGO	False	False
WRAP02	primary	tshol	THEN	False	False
WRAP02	primary	y	RETURN	False	True
WRAP02	primary	yk	RETURN	False	True
WRAP02	primary	ykaiin	GOAL	False	True
WRAP02	primary	ykain	G	False	True
WRAP02	primary	ykeey	G	False	False
WRAP02	primary	ytchdy	FIRST_CARGO	False	True
WRAP02	independent	[a:y]lo[s:r]am	THUS	False	False
WRAP02	independent	[sh:{c's}]ear	ALONE	False	False
WRAP02	independent	ald	THEN	False	False
WRAP02	independent	alol	THERE	False	False
WRAP02	independent	ar	LEAVE	False	True
WRAP02	independent	ariin	WHEN	False	True
WRAP02	independent	chckhdy	WOULD_BE	True	False
WRAP02	independent	chckhy	THERE	False	False
WRAP02	independent	checthy	ALL	True	False
WRAP02	independent	ched	WITHOUT_AGENT	True	True
WRAP02	independent	chedain	NEXT	True	True
WRAP02	independent	chedy	W	True	True
WRAP02	independent	cheeety	RETURN_EXCLUDING	True	False
WRAP02	independent	cheeor	M	False	False
WRAP02	independent	chefchdy	HARM	False	False
WRAP02	independent	chety	UNHARMED	True	False
WRAP02	independent	chkaiin	WOULD_BE	False	False
WRAP02	independent	chky	M	False	False
WRAP02	independent	chody	PAIRED_WITH	False	False
WRAP02	independent	daiiin	G	False	False
WRAP02	independent	daiin	G	False	True
WRAP02	independent	dair	GOAL	False	False
WRAP02	independent	dal	BESIDES	True	False
WRAP02	independent	dar	THEN	False	True
WRAP02	independent	dariin	M	False	True
WRAP02	independent	darin	ATTENDED_BY	False	False
WRAP02	independent	dy	THEN	False	True
WRAP02	independent	ka[r:s]	FORBIDDEN	False	False
WRAP02	independent	kaiin	LEAVE	False	True
WRAP02	independent	kar	THEN	False	True
WRAP02	independent	kchdy	UNATTENDED	False	True
WRAP02	independent	kchedy	G	False	True
WRAP02	independent	keodaiin	THEN	False	False
WRAP02	independent	laiin	WITHOUT_HARM	False	False
WRAP02	independent	lchedy	W	True	True
WRAP02	independent	ldy	ALONE	True	True
WRAP02	independent	lkedy	PAIRED_WITH	True	False
WRAP02	independent	o	FAR_BANK	False	False
WRAP02	independent	ockhey	FORBIDDEN	True	False
WRAP02	independent	ockhody	G	False	False
WRAP02	independent	odam	UNSAFE	False	False
WRAP02	independent	okain	THERE	False	True
WRAP02	independent	okal	AT_MOST_ONE	False	True
WRAP02	independent	okam	THERE	False	False
WRAP02	independent	okar	THEN	False	True
WRAP02	independent	okchedy	WITHOUT_AGENT	False	True
WRAP02	independent	okeody	THEN	False	False
WRAP02	independent	oky	FERRY	False	True
WRAP02	independent	ol	FERRY	False	True
WRAP02	independent	olfchedy	COLOC	False	False
WRAP02	independent	olk[ee:a]dy	EXAMPLE	False	False
WRAP02	independent	olkair	CARGOS	False	False
WRAP02	independent	ols	THEN	False	False
WRAP02	independent	olsaly	ATTENDED_BY	True	False
WRAP02	independent	opalke	UNHARMED	False	False
WRAP02	independent	opchey	HOME	False	False
WRAP02	independent	opshedy	HOME	True	False
WRAP02	independent	or	THEN	False	True
WRAP02	independent	orolkain	CONVEY_OUT	False	False
WRAP02	independent	orsheckhy	NEXT	False	False
WRAP02	independent	otaiin	THERE	True	False
WRAP02	independent	otal	UNSAFE	False	True
WRAP02	independent	otchdy	THEN	False	True
WRAP02	independent	otchedy	OTHER_CARGO	True	True
WRAP02	independent	otedy	RETURN	True	True
WRAP02	independent	otor	COLOC	True	True
WRAP02	independent	otshdy	GOAL	True	True
WRAP02	independent	pchdy	W	False	False
WRAP02	independent	pdalshdy	INIT	True	False
WRAP02	independent	psheor	INIT	False	False
WRAP02	independent	qetal	AT_MOST_ONE	True	False
WRAP02	independent	qokaiin	THEN	False	True
WRAP02	independent	qokain	THERE	False	True
WRAP02	independent	qokal	TRAVEL_TOGETHER	True	True
WRAP02	independent	qokas	FERRY	False	False
WRAP02	independent	qokchdy	THEN	False	True
WRAP02	independent	qokchedy	UNATTENDED	True	True
WRAP02	independent	qokedol	FAR_BANK	True	False
WRAP02	independent	qokedy	G	True	False
WRAP02	independent	qokeedy	CONVEY_OUT	True	False
WRAP02	independent	qokeey	TAKE_OUT	True	False
WRAP02	independent	qoky	FERRY	True	True
WRAP02	independent	qop[eee:che]dar	M	False	False
WRAP02	independent	qotal	THEN	False	True
WRAP02	independent	qotedaiin	LEAVE	True	False
WRAP02	independent	qotedy	OUTWARD	True	True
WRAP02	independent	qoteedy	B	True	False
WRAP02	independent	qotor	BESIDES	False	True
WRAP02	independent	saiin	C	True	False
WRAP02	independent	sain	WHEN	True	False
WRAP02	independent	sar	UNSAFE	True	True
WRAP02	independent	schedair	LIKEWISE	True	False
WRAP02	independent	shdy	WITHOUT_HARM	True	True
WRAP02	independent	she	PAIRS	False	True
WRAP02	independent	shecthedy	JOINING_RESULT	True	False
WRAP02	independent	shecthy	REST_CARGO	True	False
WRAP02	independent	shedaiin	PAIRS	True	True
WRAP02	independent	shedain	THEN	False	False
WRAP02	independent	shedy	M	True	True
WRAP02	independent	sheedy	THEN	False	False
WRAP02	independent	sheekar	THEN	False	False
WRAP02	independent	shey	EXAMPLE	True	True
WRAP02	independent	shocphedy	CARGOS	True	False
WRAP02	independent	shos	LEAVE	False	False
WRAP02	independent	soiiin	THUS	True	False
WRAP02	independent	sol	THEN	True	True
WRAP02	independent	soldy	HARM	True	True
WRAP02	independent	solkaiin	ALL	False	True
WRAP02	independent	solkchy	LEAVE	False	False
WRAP02	independent	solkeedy	WITH_TRIP	True	False
WRAP02	independent	sor	CONVEY_OUT	False	True
WRAP02	independent	taipar	THEN	False	False
WRAP02	independent	tchdy	THEN	False	True
WRAP02	independent	tchedy	FINALLY	True	True
WRAP02	independent	todalain	G	False	False
WRAP02	independent	tshol	THEN	False	False
WRAP02	independent	y	THERE	False	True
WRAP02	independent	yk	LEAVE	False	True
WRAP02	independent	ykaiin	THERE	False	True
WRAP02	independent	ykain	RETURN	False	True
WRAP02	independent	ykeey	THEN	False	False
WRAP02	independent	ytchdy	NEXT	False	True
WRAP03	primary	[a:y]lo[s:r]am	THUS	False	False
WRAP03	primary	[sh:{c's}]ear	THERE	False	False
WRAP03	primary	ald	THEN	False	False
WRAP03	primary	alol	W	False	False
WRAP03	primary	ar	FERRY	False	True
WRAP03	primary	ariin	WHEN	False	True
WRAP03	primary	chckhdy	WOULD_BE	True	False
WRAP03	primary	chckhy	THERE	False	False
WRAP03	primary	checthy	ALL	True	False
WRAP03	primary	ched	WITHOUT_AGENT	True	True
WRAP03	primary	chedain	NEXT	True	True
WRAP03	primary	chedy	W	True	True
WRAP03	primary	cheeety	RETURN_EXCLUDING	True	False
WRAP03	primary	cheeor	THEN	False	False
WRAP03	primary	chefchdy	WITHOUT_HARM	False	False
WRAP03	primary	chety	UNHARMED	True	False
WRAP03	primary	chkaiin	FERRY	False	False
WRAP03	primary	chky	M	False	False
WRAP03	primary	chody	THEN	False	False
WRAP03	primary	daiiin	THEN	False	False
WRAP03	primary	daiin	W	False	True
WRAP03	primary	dair	THEN	False	False
WRAP03	primary	dal	BESIDES	True	False
WRAP03	primary	dar	THEN	False	True
WRAP03	primary	dariin	M	False	True
WRAP03	primary	darin	ATTENDED_BY	False	False
WRAP03	primary	dy	THEN	False	True
WRAP03	primary	ka[r:s]	FORBIDDEN	False	False
WRAP03	primary	kaiin	LEAVE	False	True
WRAP03	primary	kar	THEN	False	True
WRAP03	primary	kchdy	RETURN	False	True
WRAP03	primary	kchedy	G	False	True
WRAP03	primary	keodaiin	THEN	False	False
WRAP03	primary	laiin	FAR_BANK	False	False
WRAP03	primary	lchedy	W	True	True
WRAP03	primary	ldy	ALONE	True	True
WRAP03	primary	lkedy	PAIRED_WITH	True	False
WRAP03	primary	o	GOAL	False	False
WRAP03	primary	ockhey	FORBIDDEN	True	False
WRAP03	primary	ockhody	THEN	False	False
WRAP03	primary	odam	C	False	False
WRAP03	primary	okain	C	False	True
WRAP03	primary	okal	FERRY	False	True
WRAP03	primary	okam	FIRST_CARGO	False	False
WRAP03	primary	okar	THEN	False	True
WRAP03	primary	okchedy	WITHOUT_AGENT	False	True
WRAP03	primary	okeody	FERRY	False	False
WRAP03	primary	oky	THEN	False	True
WRAP03	primary	ol	RETURN_EXCLUDING	False	True
WRAP03	primary	olfchedy	COLOC	False	False
WRAP03	primary	olk[ee:a]dy	RETURN_EXCLUDING	False	False
WRAP03	primary	olkair	CARGOS	False	False
WRAP03	primary	ols	THEN	False	False
WRAP03	primary	olsaly	ATTENDED_BY	True	False
WRAP03	primary	opalke	UNHARMED	False	False
WRAP03	primary	opchey	HOME	False	False
WRAP03	primary	opshedy	HOME	True	False
WRAP03	primary	or	THEN	False	True
WRAP03	primary	orolkain	M	False	False
WRAP03	primary	orsheckhy	THEN	False	False
WRAP03	primary	otaiin	THERE	True	False
WRAP03	primary	otal	UNSAFE	False	True
WRAP03	primary	otchdy	THEN	False	True
WRAP03	primary	otchedy	OTHER_CARGO	True	True
WRAP03	primary	otedy	RETURN	True	True
WRAP03	primary	otor	COLOC	True	True
WRAP03	primary	otshdy	GOAL	True	True
WRAP03	primary	pchdy	ALONE	False	False
WRAP03	primary	pdalshdy	INIT	True	False
WRAP03	primary	psheor	INIT	False	False
WRAP03	primary	qetal	AT_MOST_ONE	True	False
WRAP03	primary	qokaiin	THEN	False	True
WRAP03	primary	qokain	THERE	False	True
WRAP03	primary	qokal	TRAVEL_TOGETHER	True	True
WRAP03	primary	qokas	RETURN_EXCLUDING	False	False
WRAP03	primary	qokchdy	THEN	False	True
WRAP03	primary	qokchedy	UNATTENDED	True	True
WRAP03	primary	qokedol	FAR_BANK	True	False
WRAP03	primary	qokedy	G	True	False
WRAP03	primary	qokeedy	CONVEY_OUT	True	False
WRAP03	primary	qokeey	TAKE_OUT	True	False
WRAP03	primary	qoky	FERRY	True	True
WRAP03	primary	qop[eee:che]dar	M	False	False
WRAP03	primary	qotal	THEN	False	True
WRAP03	primary	qotedaiin	LEAVE	True	False
WRAP03	primary	qotedy	OUTWARD	True	True
WRAP03	primary	qoteedy	B	True	False
WRAP03	primary	qotor	W	False	True
WRAP03	primary	saiin	C	True	False
WRAP03	primary	sain	WHEN	True	False
WRAP03	primary	sar	UNSAFE	True	True
WRAP03	primary	schedair	LIKEWISE	True	False
WRAP03	primary	shdy	WITHOUT_HARM	True	True
WRAP03	primary	she	PAIRS	False	True
WRAP03	primary	shecthedy	JOINING_RESULT	True	False
WRAP03	primary	shecthy	REST_CARGO	True	False
WRAP03	primary	shedaiin	PAIRS	True	True
WRAP03	primary	shedain	AT_MOST_ONE	False	False
WRAP03	primary	shedy	M	True	True
WRAP03	primary	sheedy	THEN	False	False
WRAP03	primary	sheekar	THEN	False	False
WRAP03	primary	shey	EXAMPLE	True	True
WRAP03	primary	shocphedy	CARGOS	True	False
WRAP03	primary	shos	FERRY	False	False
WRAP03	primary	soiiin	THUS	True	False
WRAP03	primary	sol	THEN	True	True
WRAP03	primary	soldy	HARM	True	True
WRAP03	primary	solkaiin	ALL	False	True
