semantic_head_cell_id	future_card_id	priority_rank	support_kind	support_cell_id	frozen_frame	target_action_root	target_action_recipe	register	alternate_action_root	alternate_action_recipe	event_count	event_ids	source_pages	observed_clause_form_count	observed_clauses_de	expected_portable_remainder_de	observed_portable_remainder_variant_count	observed_portable_remainders_de	all_portable_remainders_match	expected_owner_remainder_de	observed_owner_remainder_variant_count	observed_owner_remainders_de	all_owner_remainders_match	action_atom_reading_form_count	action_atom_readings_de	explicit_argument_roots	inherited_argument_roots	all_component_orders_match	all_source_roundtrips_exact
G496-H023	G495-F005	5	NONTR	G494-NS031	@ACTION+AIN	T	T+AIN	HERBAL	S	S+AIN	3	G496-E074|G496-E075|G496-E076	f17r|f24v|f95v	1	Wähle den Materialanteil.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	PFLANZENTEIL WÄHLEN	AIN	NONE	YES	YES
G496-H024	G495-F005	5	NONTR	G494-NS032	@ACTION+AIN	T	T+AIN	HERBAL	CHD	CHD+AIN	1	G496-E077	f95v	1	Bearbeite den Materialanteil.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	MATERIAL BEARBEITEN	AIN	NONE	YES	YES
G496-H025	G495-F006	6	NONTR	G494-NS035	@ACTION+AIN	R	R+AIN	HERBAL	OK	OK+AIN	7	G496-E078|G496-E079|G496-E080|G496-E081|G496-E082|G496-E083|G496-E084	f18r|f55v|f95v	1	Setze den Materialanteil im Arbeitsgang an.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	ARBEITSGANG ANSETZEN	AIN	NONE	YES	YES
G496-H026	G495-F006	6	NONTR	G494-NS036	@ACTION+AIN	R	R+AIN	HERBAL	K	K+AIN	1	G496-E085	f95v	1	Gib den Materialanteil zu.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	MATERIAL ZUGEBEN	AIN	NONE	YES	YES
G496-H027	G495-F006	6	NONTR	G494-NS037	@ACTION+AIN	R	R+AIN	HERBAL	S	S+AIN	3	G496-E086|G496-E087|G496-E088	f17r|f24v|f95v	1	Wähle den Materialanteil.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	PFLANZENTEIL WÄHLEN	AIN	NONE	YES	YES
G496-H028	G495-F006	6	NONTR	G494-NS038	@ACTION+AIN	R	R+AIN	HERBAL	CHD	CHD+AIN	1	G496-E089	f95v	1	Bearbeite den Materialanteil.	ANTEIL	1	ANTEIL	YES	MATERIALANTEIL	1	MATERIALANTEIL	YES	1	MATERIAL BEARBEITEN	AIN	NONE	YES	YES
G496-H029	G495-F007	7	NONTR	G494-NS096	@ACTION+Y	R	R+Y	HERBAL	OK	OK+Y	17	G496-E090|G496-E091|G496-E092|G496-E093|G496-E094|G496-E095|G496-E096|G496-E097|G496-E098|G496-E099|G496-E100|G496-E101|G496-E102|G496-E103|G496-E104|G496-E105|G496-E106	f10r|f13r|f17r|f18r|f55v|f56r|f95v	1	Setze den Pflanzenposten im Arbeitsgang an.	POSTEN	1	POSTEN	YES	PFLANZENPOSTEN	1	PFLANZENPOSTEN	YES	1	ARBEITSGANG ANSETZEN	Y	NONE	YES	YES
G496-H030	G495-F007	7	NONTR	G494-NS097	@ACTION+Y	R	R+Y	HERBAL	K	K+Y	3	G496-E107|G496-E108|G496-E109	f11r|f13r	1	Gib den Pflanzenposten zu.	POSTEN	1	POSTEN	YES	PFLANZENPOSTEN	1	PFLANZENPOSTEN	YES	1	MATERIAL ZUGEBEN	Y	NONE	YES	YES
G496-H031	G495-F007	7	NONTR	G494-NS098	@ACTION+Y	R	R+Y	HERBAL	CHD	CHD+Y	7	G496-E110|G496-E111|G496-E112|G496-E113|G496-E114|G496-E115|G496-E116	f55v|f56r|f95v	1	Bearbeite den Pflanzenposten.	POSTEN	1	POSTEN	YES	PFLANZENPOSTEN	1	PFLANZENPOSTEN	YES	1	MATERIAL BEARBEITEN	Y	NONE	YES	YES
G496-H032	G495-F007	7	OPPOSITE_TR	G494-TRS019	@ACTION+Y	R	R+Y	HERBAL	T	T+Y	2	G496-E117|G496-E118	f10r|f13r	1	Stelle den Pflanzenposten ein.	POSTEN	1	POSTEN	YES	PFLANZENPOSTEN	1	PFLANZENPOSTEN	YES	1	ARBEITSSTUFE EINSTELLEN	Y	NONE	YES	YES
G496-H033	G495-F008	8	NONTR	G494-NS075	@ACTION+OL	R	R+OL	HERBAL	OK	OK+OL	8	G496-E119|G496-E120|G496-E121|G496-E122|G496-E123|G496-E124|G496-E125|G496-E126	f10r|f11r|f17r|f18r|f24v|f56r	2	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	FORTSETZEN	1	FORTSETZEN	YES	PFLANZENBEHANDLUNG FORTSETZEN	1	PFLANZENBEHANDLUNG FORTSETZEN	YES	1	ARBEITSGANG ANSETZEN	NONE	OR|Y	YES	YES
G496-H034	G495-F008	8	NONTR	G494-NS076	@ACTION+OL	R	R+OL	HERBAL	SH	SH+OL	6	G496-E127|G496-E128|G496-E129|G496-E130|G496-E131|G496-E132	f13r|f17r|f24v|f56r|f95v	3	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	FORTSETZEN	1	FORTSETZEN	YES	PFLANZENBEHANDLUNG FORTSETZEN	1	PFLANZENBEHANDLUNG FORTSETZEN	YES	1	MATERIAL HALTEN	NONE	AIIN|OR|Y	YES	YES
G496-H035	G495-F008	8	NONTR	G494-NS077	@ACTION+OL	R	R+OL	HERBAL	K	K+OL	4	G496-E133|G496-E134|G496-E135|G496-E136	f11r|f13r|f56r	1	Weiter gib den Pflanzenposten [wie zuvor] zu.	FORTSETZEN	1	FORTSETZEN	YES	PFLANZENBEHANDLUNG FORTSETZEN	1	PFLANZENBEHANDLUNG FORTSETZEN	YES	1	MATERIAL ZUGEBEN	NONE	Y	YES	YES
G496-H036	G495-F008	8	OPPOSITE_TR	G494-TRS015	@ACTION+OL	R	R+OL	HERBAL	T	T+OL	3	G496-E137|G496-E138|G496-E139	f11r|f56r	2	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	FORTSETZEN	1	FORTSETZEN	YES	PFLANZENBEHANDLUNG FORTSETZEN	1	PFLANZENBEHANDLUNG FORTSETZEN	YES	1	ARBEITSSTUFE EINSTELLEN	NONE	AIIN|Y	YES	YES
G496-H037	G495-F009	9	NONTR	G494-NS044	@ACTION+AL	T	T+AL	HERBAL	OK	OK+AL	7	G496-E140|G496-E141|G496-E142|G496-E143|G496-E144|G496-E145|G496-E146	f18r|f55v|f95v	3	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	ARBEITSGANG ANSETZEN	NONE	AIIN|OR|Y	YES	YES
G496-H038	G495-F009	9	NONTR	G494-NS045	@ACTION+AL	T	T+AL	HERBAL	CH	CH+AL	1	G496-E147	f56r	1	Nimm; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	PFLANZENTEIL NEHMEN	NONE	NONE	YES	YES
G496-H039	G495-F009	9	NONTR	G494-NS046	@ACTION+AL	T	T+AL	HERBAL	K	K+AL	1	G496-E148	f55v	1	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	MATERIAL ZUGEBEN	NONE	Y	YES	YES
G496-H040	G495-F010	10	NONTR	G494-NS090	@ACTION+Y	T	T+Y	PHARMA	OK	OK+Y	7	G496-E149|G496-E150|G496-E151|G496-E152|G496-E153|G496-E154|G496-E155	f88r|f88v|f89r	1	Setze den Drogenposten als Ansatz an.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ANSATZ ANSETZEN	Y	NONE	YES	YES
G496-H041	G495-F010	10	NONTR	G494-NS091	@ACTION+Y	T	T+Y	PHARMA	K	K+Y	1	G496-E156	f89r	1	Gib den Drogenposten zu.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ZUTAT ZUGEBEN	Y	NONE	YES	YES
G496-H042	G495-F010	10	NONTR	G494-NS092	@ACTION+Y	T	T+Y	PHARMA	CHD	CHD+Y	1	G496-E157	f89r	1	Bearbeite den Drogenposten.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ANSATZ BEARBEITEN	Y	NONE	YES	YES
G496-H043	G495-F011	11	NONTR	G494-NS049	@ACTION+AL	R	R+AL	HERBAL	OK	OK+AL	7	G496-E158|G496-E159|G496-E160|G496-E161|G496-E162|G496-E163|G496-E164	f18r|f55v|f95v	3	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	ARBEITSGANG ANSETZEN	NONE	AIIN|OR|Y	YES	YES
G496-H044	G495-F011	11	NONTR	G494-NS050	@ACTION+AL	R	R+AL	HERBAL	CH	CH+AL	1	G496-E165	f56r	1	Nimm; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	PFLANZENTEIL NEHMEN	NONE	NONE	YES	YES
G496-H045	G495-F011	11	NONTR	G494-NS051	@ACTION+AL	R	R+AL	HERBAL	K	K+AL	1	G496-E166	f55v	1	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	ZIELORT	1	ZIELORT	YES	ZIELSTELLE	1	ZIELSTELLE	YES	1	MATERIAL ZUGEBEN	NONE	Y	YES	YES
G496-H046	G495-F012	12	NONTR	G494-NS100	@ACTION+Y	R	R+Y	PHARMA	OK	OK+Y	7	G496-E167|G496-E168|G496-E169|G496-E170|G496-E171|G496-E172|G496-E173	f88r|f88v|f89r	1	Setze den Drogenposten als Ansatz an.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ANSATZ ANSETZEN	Y	NONE	YES	YES
G496-H047	G495-F012	12	NONTR	G494-NS101	@ACTION+Y	R	R+Y	PHARMA	K	K+Y	1	G496-E174	f89r	1	Gib den Drogenposten zu.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ZUTAT ZUGEBEN	Y	NONE	YES	YES
G496-H048	G495-F012	12	NONTR	G494-NS102	@ACTION+Y	R	R+Y	PHARMA	CHD	CHD+Y	1	G496-E175	f89r	1	Bearbeite den Drogenposten.	POSTEN	1	POSTEN	YES	DROGENPOSTEN	1	DROGENPOSTEN	YES	1	ANSATZ BEARBEITEN	Y	NONE	YES	YES
G496-H049	G495-F013	13	NONTR	G494-NS025	@ACTION+AIIN	R	R+AIIN	PHARMA	OK	OK+AIIN	1	G496-E176	f88r	1	Setze den Mengenwert als Ansatz an.	WERT	1	WERT	YES	MENGENWERT	1	MENGENWERT	YES	1	ANSATZ ANSETZEN	AIIN	NONE	YES	YES
G496-H050	G495-F013	13	NONTR	G494-NS026	@ACTION+AIIN	R	R+AIIN	PHARMA	CH	CH+AIIN	1	G496-E177	f89r	1	Nimm den Mengenwert.	WERT	1	WERT	YES	MENGENWERT	1	MENGENWERT	YES	1	DROGENPOSTEN NEHMEN	AIIN	NONE	YES	YES
G496-H051	G495-F013	13	NONTR	G494-NS027	@ACTION+AIIN	R	R+AIIN	PHARMA	S	S+AIIN	6	G496-E178|G496-E179|G496-E180|G496-E181|G496-E182|G496-E183	f88r|f88v|f89r	1	Wähle den Mengenwert.	WERT	1	WERT	YES	MENGENWERT	1	MENGENWERT	YES	1	DROGENPOSTEN WÄHLEN	AIIN	NONE	YES	YES
G496-H052	G495-F013	13	OPPOSITE_TR	G494-TRS005	@ACTION+AIIN	R	R+AIIN	PHARMA	T	T+AIIN	1	G496-E184	f89r	1	Stelle den Mengenwert ein.	WERT	1	WERT	YES	MENGENWERT	1	MENGENWERT	YES	1	ANSATZWERT EINSTELLEN	AIIN	NONE	YES	YES
G496-H053	G495-F014	14	NONTR	G494-NS069	@ACTION+OL	T	T+OL	CELESTIAL	OK	OK+OL	3	G496-E185|G496-E186|G496-E187	f67r2|f71v	2	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	POSITION SETZEN	NONE	AIIN|Y	YES	YES
G496-H054	G495-F014	14	NONTR	G494-NS070	@ACTION+OL	T	T+OL	CELESTIAL	SH	SH+OL	2	G496-E188|G496-E189	f72r	2	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	POSITION HALTEN	NONE	OR|Y	YES	YES
G496-H055	G495-F014	14	NONTR	G494-NS071	@ACTION+OL	T	T+OL	CELESTIAL	K	K+OL	1	G496-E190	f72r	1	Weiter ordne den Positionswert [wie zuvor] zu.	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	WERT ZUORDNEN	NONE	AIIN	YES	YES
G496-H056	G495-F015	15	NONTR	G494-NS078	@ACTION+OL	R	R+OL	CELESTIAL	OK	OK+OL	3	G496-E191|G496-E192|G496-E193	f67r2|f71v	2	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	POSITION SETZEN	NONE	AIIN|Y	YES	YES
G496-H057	G495-F015	15	NONTR	G494-NS079	@ACTION+OL	R	R+OL	CELESTIAL	SH	SH+OL	2	G496-E194|G496-E195	f72r	2	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	POSITION HALTEN	NONE	OR|Y	YES	YES
G496-H058	G495-F015	15	NONTR	G494-NS080	@ACTION+OL	R	R+OL	CELESTIAL	K	K+OL	1	G496-E196	f72r	1	Weiter ordne den Positionswert [wie zuvor] zu.	FORTSETZEN	1	FORTSETZEN	YES	RINGFOLGE FORTSETZEN	1	RINGFOLGE FORTSETZEN	YES	1	WERT ZUORDNEN	NONE	AIIN	YES	YES
G496-H059	G495-F016	16	NONTR	G494-NS072	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	OK	OK+OL	1	G496-E197	f1r	1	Weiter trage den Kennwert [wie zuvor] ein.	FORTSETZEN	1	FORTSETZEN	YES	WEITERFÜHREN	1	WEITERFÜHREN	YES	1	EINTRAGEN	NONE	AIIN	YES	YES
G496-H060	G495-F016	16	NONTR	G494-NS073	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	SH	SH+OL	3	G496-E198|G496-E199|G496-E200	f1r	3	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	FORTSETZEN	1	FORTSETZEN	YES	WEITERFÜHREN	1	WEITERFÜHREN	YES	1	FESTHALTEN	NONE	AIIN|Y	YES	YES
G496-H061	G495-F016	16	NONTR	G494-NS074	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	K	K+OL	1	G496-E201	f1r	1	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	FORTSETZEN	1	FORTSETZEN	YES	WEITERFÜHREN	1	WEITERFÜHREN	YES	1	ZUORDNEN	NONE	Y	YES	YES
G496-H062	G495-F016	16	OPPOSITE_TR	G494-TRS014	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	T	T+OL	1	G496-E202	f1r	1	Weiter lege den laufenden Eintrag [wie zuvor] fest.	FORTSETZEN	1	FORTSETZEN	YES	WEITERFÜHREN	1	WEITERFÜHREN	YES	1	FESTLEGEN	NONE	Y	YES	YES
G496-H063	G495-F017	17	NONTR	G494-NS001	@ACTION	T	T	SOURCE_SECTION_T	OK	OK	2	G496-E203|G496-E204	f1r	2	Trage den laufenden Eintrag [wie zuvor] ein. || Trage die Eintragseinheit [wie zuvor] ein.	EMPTY	1	EMPTY	YES	EMPTY	1	EMPTY	YES	1	EINTRAGEN	NONE	OR|Y	YES	YES
G496-H064	G495-F017	17	NONTR	G494-NS002	@ACTION	T	T	SOURCE_SECTION_T	SH	SH	1	G496-E205	f1r	1	Halte den laufenden Eintrag [wie zuvor] fest.	EMPTY	1	EMPTY	YES	EMPTY	1	EMPTY	YES	1	FESTHALTEN	NONE	Y	YES	YES
G496-H065	G495-F017	17	NONTR	G494-NS003	@ACTION	T	T	SOURCE_SECTION_T	S	S	1	G496-E206	f1r	1	Wähle den laufenden Eintrag [wie zuvor].	EMPTY	1	EMPTY	YES	EMPTY	1	EMPTY	YES	1	AUSWÄHLEN	NONE	Y	YES	YES
G496-H066	G495-F017	17	OPPOSITE_TR	G494-TRS001	@ACTION	T	T	SOURCE_SECTION_T	R	R	1	G496-E207	f1r	1	Kennzeichne den laufenden Eintrag [wie zuvor].	EMPTY	1	EMPTY	YES	EMPTY	1	EMPTY	YES	1	KENNZEICHNEN	NONE	Y	YES	YES
G496-H067	G495-F018	18	NONTR	G494-NS011	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	OK	OK+AIIN	1	G496-E208	f1r	1	Trage den Kennwert ein.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	EINTRAGEN	AIIN	NONE	YES	YES
G496-H068	G495-F018	18	NONTR	G494-NS012	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	SH	SH+AIIN	1	G496-E209	f1r	1	Halte den Kennwert fest.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	FESTHALTEN	AIIN	NONE	YES	YES
G496-H069	G495-F018	18	NONTR	G494-NS013	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	K	K+AIIN	2	G496-E210|G496-E211	f1r	1	Ordne den Kennwert zu.	WERT	1	WERT	YES	KENNWERT	1	KENNWERT	YES	1	ZUORDNEN	AIIN	NONE	YES	YES
