family_event_id	future_card_id	priority_rank	support_kind	support_cell_id	target_action_root	target_action_recipe	frozen_frame	register	alternate_action_root	alternate_action_recipe	source_event_id	source_statement_id	source_page	source_surface	source_owner_class	source_owner_de	observed_clause_de	action_atom_reading_de	explicit_argument_roots	inherited_argument_root	expected_portable_remainder_de	observed_portable_remainder_de	portable_remainder_match	expected_owner_remainder_de	observed_owner_remainder_de	owner_remainder_match	component_order_match	source_roundtrip_exact
G496-E011	G495-F001	1	NONTR	G494-NS007	T	T	@ACTION	BIOLOGICAL	S	S	G407-E3321	G407-S526	f82r	s	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	Wähle den Stationsposten [wie zuvor].	STATION WÄHLEN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E012	G495-F001	1	NONTR	G494-NS007	T	T	@ACTION	BIOLOGICAL	S	S	G407-E3544	G407-S579	f83r	s	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Wähle den Stationsanteil [wie zuvor].	STATION WÄHLEN	NONE	AIN	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E013	G495-F001	1	NONTR	G494-NS007	T	T	@ACTION	BIOLOGICAL	S	S	G407-E3571	G407-S586	f83r	s	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Wähle den Stationsposten [wie zuvor].	STATION WÄHLEN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E014	G495-F001	1	NONTR	G494-NS007	T	T	@ACTION	BIOLOGICAL	S	S	G407-E3702	G407-S629	f83r	s	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Wähle den Stationsposten [wie zuvor].	STATION WÄHLEN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E015	G495-F001	1	NONTR	G494-NS007	T	T	@ACTION	BIOLOGICAL	S	S	G407-E3716	G407-S635	f83r	s	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Wähle den Stationsposten [wie zuvor].	STATION WÄHLEN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E016	G495-F001	1	NONTR	G494-NS008	T	T	@ACTION	BIOLOGICAL	CHD	CHD	G407-E2428	G407-S321	f77r	ched	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Bearbeite den Stationswert [wie zuvor].	POSTEN BEARBEITEN	NONE	AIIN	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E017	G495-F001	1	NONTR	G494-NS008	T	T	@ACTION	BIOLOGICAL	CHD	CHD	G407-E3624	G407-S599	f83r	ched	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Bearbeite den Stationsanteil [wie zuvor].	POSTEN BEARBEITEN	NONE	AIN	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E018	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E1463	G407-S086	f75r	r	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E019	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E1527	G407-S101	f75r	r	BAD_ODER_BECKENFELD	großes Bad-/Stationsblatt mit dreieckiger Insel	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E020	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E1912	G407-S210	f76r	r	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt A2	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E021	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E2127	G407-S254	f76r	r	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt A8	Markiere.	STATION MARKIEREN	NONE	NONE	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E022	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E2152	G407-S259	f76r	r	TEXTBLOCK_MIT_SEITENBESITZER	unbebilderter Textabschnitt A8	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E023	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E2513	G407-S353	f77r	r	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E024	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E2656	G407-S386	f77r	r	LOKALE_STATIONSGRUPPE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E025	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E3063	G407-S468	f81v	r	BAD_ODER_BECKENFELD	gemeinsames zweireihiges Badfeld	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E026	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E3237	G407-S507	f82r	r	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E027	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E3273	G407-S513	f82r	r	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E028	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E3296	G407-S521	f82r	r	BAD_ODER_BECKENFELD	mehrere getrennte Bad- und Leitungsstationen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E029	G495-F001	1	OPPOSITE_TR	G494-TRS002	T	T	@ACTION	BIOLOGICAL	R	R	G407-E3532	G407-S579	f83r	r	LOKALE_STATIONSGRUPPE	Variantenatlas lokaler Becken und Anwendungen	Markiere den Stationsposten [wie zuvor].	STATION MARKIEREN	NONE	Y	EMPTY	EMPTY	YES	EMPTY	EMPTY	YES	YES	YES
G496-E030	G495-F002	2	NONTR	G494-NS052	R	R+AL	@ACTION+AL	CELESTIAL	OK	OK+AL	G407-E1049	G407-S054	f68r1	chokal	STERNTAFEL_ODER_STERNRING	mehrteilige Sternstellentafel	Setze den Positionsposten [wie zuvor]; zur Zielposition.	POSITION SETZEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E031	G495-F002	2	NONTR	G494-NS052	R	R+AL	@ACTION+AL	CELESTIAL	OK	OK+AL	G407-E1130	G407-S059	f71v	okal	LOKALE_RINGGRUPPE	dritte lokale Ringgruppe	Setze den Positionswert [wie zuvor]; zur Zielposition.	POSITION SETZEN	NONE	AIIN	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E032	G495-F002	2	NONTR	G494-NS052	R	R+AL	@ACTION+AL	CELESTIAL	OK	OK+AL	G407-E1201	G407-S065	f72r	chokal	TIERKREISRING	Tierkreis-Ringgruppe B	Setze den Positionsposten [wie zuvor]; zur Zielposition.	POSITION SETZEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E033	G495-F002	2	NONTR	G494-NS052	R	R+AL	@ACTION+AL	CELESTIAL	OK	OK+AL	G407-E1255	G407-S067	f72r	okedal	TIERKREISRING	Tierkreis-Ringgruppe D	Setze den Positionswert [wie zuvor]; zur Zielposition.	POSITION SETZEN	NONE	AIIN	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E034	G495-F002	2	NONTR	G494-NS052	R	R+AL	@ACTION+AL	CELESTIAL	OK	OK+AL	G407-E1278	G407-S069	f72r	okal	TIERKREISRING	Tierkreis-Ringgruppe E	Setze den Positionsposten [wie zuvor]; zur Zielposition.	POSITION SETZEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E035	G495-F002	2	NONTR	G494-NS053	R	R+AL	@ACTION+AL	CELESTIAL	CH	CH+AL	G407-E1096	G407-S057	f71v	chal	STERNTAFEL_ODER_STERNRING	zweite lokale Figuren-/Sternringgruppe	Nimm auf; zur Zielposition.	POSITION AUFNEHMEN	NONE	NONE	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E036	G495-F002	2	NONTR	G494-NS053	R	R+AL	@ACTION+AL	CELESTIAL	CH	CH+AL	G407-E1215	G407-S066	f72r	chal	TIERKREISRING	Tierkreis-Ringgruppe C	Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	POSITION AUFNEHMEN	NONE	AIIN	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E037	G495-F002	2	NONTR	G494-NS054	R	R+AL	@ACTION+AL	CELESTIAL	K	K+AL	G407-E1136	G407-S059	f71v	kal	LOKALE_RINGGRUPPE	dritte lokale Ringgruppe	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	WERT ZUORDNEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E038	G495-F002	2	NONTR	G494-NS055	R	R+AL	@ACTION+AL	CELESTIAL	S	S+AL	G407-E0990	G407-S050	f67r2	sal	HIMMELSRAD_UND_TABELLE	zwei getrennte Himmelsräder und Tabelle	Wähle den Positionswert [wie zuvor]; zur Zielposition.	POSITION WÄHLEN	NONE	AIIN	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E039	G495-F002	2	NONTR	G494-NS055	R	R+AL	@ACTION+AL	CELESTIAL	S	S+AL	G407-E1169	G407-S063	f72r	sal	TIERKREISRING	Tierkreis-Ringgruppe A	Wähle den Positionswert [wie zuvor]; zur Zielposition.	POSITION WÄHLEN	NONE	AIIN	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E040	G495-F002	2	NONTR	G494-NS056	R	R+AL	@ACTION+AL	CELESTIAL	CHD	CHD+AL	G407-E1144	G407-S061	f72r	chedal	TIERKREISRING	Tierkreis-Ringgruppe A	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	EINTRAG BEARBEITEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E041	G495-F002	2	OPPOSITE_TR	G494-TRS008	R	R+AL	@ACTION+AL	CELESTIAL	T	T+AL	G407-E1108	G407-S057	f71v	tal	STERNTAFEL_ODER_STERNRING	zweite lokale Figuren-/Sternringgruppe	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	WERT EINSTELLEN	NONE	Y	ZIELORT	ZIELORT	YES	ZIELPOSITION	ZIELPOSITION	YES	YES	YES
G496-E042	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1132	G407-S059	f71v	okaiin	LOKALE_RINGGRUPPE	dritte lokale Ringgruppe	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E043	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1178	G407-S063	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe A	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E044	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1193	G407-S065	f72r	chokaiin	TIERKREISRING	Tierkreis-Ringgruppe B	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E045	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1194	G407-S065	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe B	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E046	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1231	G407-S067	f72r	okalaiin	TIERKREISRING	Tierkreis-Ringgruppe D	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E047	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1289	G407-S071	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe F	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E048	G495-F003	3	NONTR	G494-NS014	T	T+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1298	G407-S071	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe F	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E049	G495-F003	3	NONTR	G494-NS015	T	T+AIIN	@ACTION+AIIN	CELESTIAL	K	K+AIIN	G407-E1106	G407-S057	f71v	kaiin	STERNTAFEL_ODER_STERNRING	zweite lokale Figuren-/Sternringgruppe	Ordne den Positionswert zu.	WERT ZUORDNEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E050	G495-F003	3	NONTR	G494-NS016	T	T+AIIN	@ACTION+AIIN	CELESTIAL	S	S+AIIN	G407-E0942	G407-S045	f67r2	saiin	HIMMELSRAD_UND_TABELLE	zwei getrennte Himmelsräder und Tabelle	Wähle den Positionswert.	POSITION WÄHLEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E051	G495-F003	3	NONTR	G494-NS016	T	T+AIIN	@ACTION+AIIN	CELESTIAL	S	S+AIIN	G407-E1257	G407-S067	f72r	saiin	TIERKREISRING	Tierkreis-Ringgruppe D	Wähle den Positionswert.	POSITION WÄHLEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E052	G495-F003	3	NONTR	G494-NS017	T	T+AIIN	@ACTION+AIIN	CELESTIAL	CHD	CHD+AIIN	G407-E0961	G407-S048	f67r2	chedaiin	HIMMELSRAD_UND_TABELLE	zwei getrennte Himmelsräder und Tabelle	Bearbeite den Positionswert.	EINTRAG BEARBEITEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E053	G495-F003	3	NONTR	G494-NS017	T	T+AIIN	@ACTION+AIIN	CELESTIAL	CHD	CHD+AIIN	G407-E1305	G407-S072	f72r	chedaiin	TIERKREISRING	Tierkreis-Ringgruppe G	Bearbeite den Positionswert.	EINTRAG BEARBEITEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E054	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1132	G407-S059	f71v	okaiin	LOKALE_RINGGRUPPE	dritte lokale Ringgruppe	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E055	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1178	G407-S063	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe A	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E056	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1193	G407-S065	f72r	chokaiin	TIERKREISRING	Tierkreis-Ringgruppe B	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E057	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1194	G407-S065	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe B	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E058	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1231	G407-S067	f72r	okalaiin	TIERKREISRING	Tierkreis-Ringgruppe D	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E059	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1289	G407-S071	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe F	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E060	G495-F004	4	NONTR	G494-NS021	R	R+AIIN	@ACTION+AIIN	CELESTIAL	OK	OK+AIIN	G407-E1298	G407-S071	f72r	okaiin	TIERKREISRING	Tierkreis-Ringgruppe F	Setze den Positionswert.	POSITION SETZEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E061	G495-F004	4	NONTR	G494-NS022	R	R+AIIN	@ACTION+AIIN	CELESTIAL	K	K+AIIN	G407-E1106	G407-S057	f71v	kaiin	STERNTAFEL_ODER_STERNRING	zweite lokale Figuren-/Sternringgruppe	Ordne den Positionswert zu.	WERT ZUORDNEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E062	G495-F004	4	NONTR	G494-NS023	R	R+AIIN	@ACTION+AIIN	CELESTIAL	S	S+AIIN	G407-E0942	G407-S045	f67r2	saiin	HIMMELSRAD_UND_TABELLE	zwei getrennte Himmelsräder und Tabelle	Wähle den Positionswert.	POSITION WÄHLEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E063	G495-F004	4	NONTR	G494-NS023	R	R+AIIN	@ACTION+AIIN	CELESTIAL	S	S+AIIN	G407-E1257	G407-S067	f72r	saiin	TIERKREISRING	Tierkreis-Ringgruppe D	Wähle den Positionswert.	POSITION WÄHLEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E064	G495-F004	4	NONTR	G494-NS024	R	R+AIIN	@ACTION+AIIN	CELESTIAL	CHD	CHD+AIIN	G407-E0961	G407-S048	f67r2	chedaiin	HIMMELSRAD_UND_TABELLE	zwei getrennte Himmelsräder und Tabelle	Bearbeite den Positionswert.	EINTRAG BEARBEITEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E065	G495-F004	4	NONTR	G494-NS024	R	R+AIIN	@ACTION+AIIN	CELESTIAL	CHD	CHD+AIIN	G407-E1305	G407-S072	f72r	chedaiin	TIERKREISRING	Tierkreis-Ringgruppe G	Bearbeite den Positionswert.	EINTRAG BEARBEITEN	AIIN	NONE	WERT	WERT	YES	POSITIONSWERT	POSITIONSWERT	YES	YES	YES
G496-E066	G495-F005	5	NONTR	G494-NS029	T	T+AIN	@ACTION+AIN	HERBAL	OK	OK+AIN	G407-E0550	G407-S026	f18r	okain	BLÜTEN_UND_GANZPFLANZE	große abgebildete Blütenpflanze	Setze den Materialanteil im Arbeitsgang an.	ARBEITSGANG ANSETZEN	AIN	NONE	ANTEIL	ANTEIL	YES	MATERIALANTEIL	MATERIALANTEIL	YES	YES	YES
G496-E067	G495-F005	5	NONTR	G494-NS029	T	T+AIN	@ACTION+AIN	HERBAL	OK	OK+AIN	G407-E0719	G407-S034	f55v	qokain	BLÜTEN_UND_GANZPFLANZE	große aromatische Doldenpflanze	Setze den Materialanteil im Arbeitsgang an.	ARBEITSGANG ANSETZEN	AIN	NONE	ANTEIL	ANTEIL	YES	MATERIALANTEIL	MATERIALANTEIL	YES	YES	YES
G496-E068	G495-F005	5	NONTR	G494-NS029	T	T+AIN	@ACTION+AIN	HERBAL	OK	OK+AIN	G407-E4452	G407-S692	f95v	okain	GANZPFLANZE	F95V_WHOLE_PLANT	Setze den Materialanteil im Arbeitsgang an.	ARBEITSGANG ANSETZEN	AIN	NONE	ANTEIL	ANTEIL	YES	MATERIALANTEIL	MATERIALANTEIL	YES	YES	YES
G496-E069	G495-F005	5	NONTR	G494-NS029	T	T+AIN	@ACTION+AIN	HERBAL	OK	OK+AIN	G407-E4465	G407-S695	f95v	okain	GANZPFLANZE	F95V_WHOLE_PLANT	Setze den Materialanteil im Arbeitsgang an.	ARBEITSGANG ANSETZEN	AIN	NONE	ANTEIL	ANTEIL	YES	MATERIALANTEIL	MATERIALANTEIL	YES	YES	YES
G496-E070	G495-F005	5	NONTR	G494-NS029	T	T+AIN	@ACTION+AIN	HERBAL	OK	OK+AIN	G407-E4471	G407-S695	f95v	qokain	GANZPFLANZE	F95V_WHOLE_PLANT	Setze den Materialanteil im Arbeitsgang an.	ARBEITSGANG ANSETZEN	AIN	NONE	ANTEIL	ANTEIL	YES	MATERIALANTEIL	MATERIALANTEIL	YES	YES	YES
