copy_order	source_item_id	source_unit_id	formal_parse	profile	choice_rule	generated_surface	observed_surface	same_formal_card
133	E166	B1	AL	P1_EARLY_HERBAL	d->t	tal	chal	YES
134	E166	B1	AL	P2_LATE_HERBAL	d->BARE	al	chal	YES
135	E166	B1	AL	P3_BIOLOGICAL	d->BARE	al	chal	YES
136	E166	B1	AL	P4_CELESTIAL	d->che	cheal	chal	YES
137	E167	B2	CHD+DY	P1_EARLY_HERBAL	s->s	schedy	dchedy	YES
138	E167	B2	CHD+DY	P2_LATE_HERBAL	s->s	schedy	dchedy	YES
139	E167	B2	CHD+DY	P3_BIOLOGICAL	s->d	dchedy	dchedy	YES
140	E167	B2	CHD+DY	P4_CELESTIAL	s->s	schedy	dchedy	YES
141	E170	B2	Y	P1_EARLY_HERBAL	che->sh	shy	dy	YES
142	E170	B2	Y	P2_LATE_HERBAL	che->BARE	y	dy	YES
143	E170	B2	Y	P3_BIOLOGICAL	che->sh	shy	dy	YES
144	E170	B2	Y	P4_CELESTIAL	che->sh	shy	dy	YES
145	E190	B2	OT+AIIN	P1_EARLY_HERBAL	BARE->q	qotaiin	sotaiin	YES
146	E190	B2	OT+AIIN	P2_LATE_HERBAL	BARE->ch	chotaiin	sotaiin	YES
147	E190	B2	OT+AIIN	P3_BIOLOGICAL	BARE->q	qotaiin	sotaiin	YES
148	E190	B2	OT+AIIN	P4_CELESTIAL	BARE->d	dotaiin	sotaiin	YES
149	E198	B2	OK+AIN	P1_EARLY_HERBAL	q->q	qokain	okain	YES
150	E198	B2	OK+AIN	P2_LATE_HERBAL	q->BARE	okain	okain	YES
151	E198	B2	OK+AIN	P3_BIOLOGICAL	q->BARE	okain	okain	YES
152	E198	B2	OK+AIN	P4_CELESTIAL	q->q	qokain	okain	YES
153	E200	B2	OK+AIN	P1_EARLY_HERBAL	q->q	qokain	okain	YES
154	E200	B2	OK+AIN	P2_LATE_HERBAL	q->BARE	okain	okain	YES
155	E200	B2	OK+AIN	P3_BIOLOGICAL	q->BARE	okain	okain	YES
156	E200	B2	OK+AIN	P4_CELESTIAL	q->q	qokain	okain	YES
157	E214	B2	AL	P1_EARLY_HERBAL	d->t	tal	cheal	YES
158	E214	B2	AL	P2_LATE_HERBAL	d->BARE	al	cheal	YES
159	E214	B2	AL	P3_BIOLOGICAL	d->BARE	al	cheal	YES
160	E214	B2	AL	P4_CELESTIAL	d->che	cheal	cheal	YES
161	E217	B2	AIIN	P1_EARLY_HERBAL	d->t	taiin	aiin	YES
162	E217	B2	AIIN	P2_LATE_HERBAL	d->BARE	aiin	aiin	YES
163	E217	B2	AIIN	P3_BIOLOGICAL	d->BARE	aiin	aiin	YES
164	E217	B2	AIIN	P4_CELESTIAL	d->che	cheaiin	aiin	YES
165	E238	B3	AR	P1_EARLY_HERBAL	ch->d	dar	dar	YES
166	E238	B3	AR	P2_LATE_HERBAL	ch->BARE	ar	dar	YES
167	E238	B3	AR	P3_BIOLOGICAL	ch->s	sar	dar	YES
168	E238	B3	AR	P4_CELESTIAL	ch->BARE	ar	dar	YES
169	E242	B3	OL+CHD+DY	P1_EARLY_HERBAL	q->q	qolchedy	olchedy	YES
170	E242	B3	OL+CHD+DY	P2_LATE_HERBAL	q->BARE	olchedy	olchedy	YES
171	E242	B3	OL+CHD+DY	P3_BIOLOGICAL	q->BARE	olchedy	olchedy	YES
172	E242	B3	OL+CHD+DY	P4_CELESTIAL	q->q	qolchedy	olchedy	YES
173	E254	B3	OR	P1_EARLY_HERBAL	ch->d	dor	sor	YES
174	E254	B3	OR	P2_LATE_HERBAL	ch->BARE	or	sor	YES
175	E254	B3	OR	P3_BIOLOGICAL	ch->s	sor	sor	YES
176	E254	B3	OR	P4_CELESTIAL	ch->BARE	or	sor	YES
177	E257	B3	K+AIN	P1_EARLY_HERBAL	BARE->q	qkain	chkain	YES
178	E257	B3	K+AIN	P2_LATE_HERBAL	BARE->ch	chkain	chkain	YES
179	E257	B3	K+AIN	P3_BIOLOGICAL	BARE->q	qkain	chkain	YES
180	E257	B3	K+AIN	P4_CELESTIAL	BARE->d	dkain	chkain	YES
181	E258	B3	CTH+E+Y	P1_EARLY_HERBAL	q->q	qcthey	shcthey	YES
182	E258	B3	CTH+E+Y	P2_LATE_HERBAL	q->BARE	cthey	shcthey	YES
183	E258	B3	CTH+E+Y	P3_BIOLOGICAL	q->BARE	cthey	shcthey	YES
184	E258	B3	CTH+E+Y	P4_CELESTIAL	q->q	qcthey	shcthey	YES
185	E264	B3	OK+CHD+DY	P1_EARLY_HERBAL	BARE->q	qokchedy	qokchedy	YES
186	E264	B3	OK+CHD+DY	P2_LATE_HERBAL	BARE->ch	chokchedy	qokchedy	YES
187	E264	B3	OK+CHD+DY	P3_BIOLOGICAL	BARE->q	qokchedy	qokchedy	YES
188	E264	B3	OK+CHD+DY	P4_CELESTIAL	BARE->d	dokchedy	qokchedy	YES
189	E271	B3	CTH+Y	P1_EARLY_HERBAL	che->sh	shcthy	shcthy	YES
190	E271	B3	CTH+Y	P2_LATE_HERBAL	che->BARE	cthy	shcthy	YES
191	E271	B3	CTH+Y	P3_BIOLOGICAL	che->sh	shcthy	shcthy	YES
192	E271	B3	CTH+Y	P4_CELESTIAL	che->sh	shcthy	shcthy	YES
193	E273	B3	Y	P1_EARLY_HERBAL	che->sh	shy	sy	YES
194	E273	B3	Y	P2_LATE_HERBAL	che->BARE	y	sy	YES
195	E273	B3	Y	P3_BIOLOGICAL	che->sh	shy	sy	YES
196	E273	B3	Y	P4_CELESTIAL	che->sh	shy	sy	YES
197	E278	B3	AL	P1_EARLY_HERBAL	d->t	tal	tal	YES
198	E278	B3	AL	P2_LATE_HERBAL	d->BARE	al	tal	YES
199	E278	B3	AL	P3_BIOLOGICAL	d->BARE	al	tal	YES
200	E278	B3	AL	P4_CELESTIAL	d->che	cheal	tal	YES
201	E279	B3	CTH+Y	P1_EARLY_HERBAL	che->sh	shcthy	shcthy	YES
202	E279	B3	CTH+Y	P2_LATE_HERBAL	che->BARE	cthy	shcthy	YES
203	E279	B3	CTH+Y	P3_BIOLOGICAL	che->sh	shcthy	shcthy	YES
204	E279	B3	CTH+Y	P4_CELESTIAL	che->sh	shcthy	shcthy	YES
205	E281	B3	OT+CHD+DY	P1_EARLY_HERBAL	BARE->q	qotchedy	qotchedy	YES
206	E281	B3	OT+CHD+DY	P2_LATE_HERBAL	BARE->ch	chotchedy	qotchedy	YES
207	E281	B3	OT+CHD+DY	P3_BIOLOGICAL	BARE->q	qotchedy	qotchedy	YES
208	E281	B3	OT+CHD+DY	P4_CELESTIAL	BARE->d	dotchedy	qotchedy	YES
209	E283	B3	CHD+DY	P1_EARLY_HERBAL	s->s	schedy	tchedy	YES
210	E283	B3	CHD+DY	P2_LATE_HERBAL	s->s	schedy	tchedy	YES
211	E283	B3	CHD+DY	P3_BIOLOGICAL	s->d	dchedy	tchedy	YES
212	E283	B3	CHD+DY	P4_CELESTIAL	s->s	schedy	tchedy	YES
213	E291	B3	SOLK+EE+DY	P1_EARLY_HERBAL	BARE->q	qolkeedy	solkeedy	YES
214	E291	B3	SOLK+EE+DY	P2_LATE_HERBAL	BARE->ch	cholkeedy	solkeedy	YES
215	E291	B3	SOLK+EE+DY	P3_BIOLOGICAL	BARE->q	qolkeedy	solkeedy	YES
216	E291	B3	SOLK+EE+DY	P4_CELESTIAL	BARE->d	dolkeedy	solkeedy	YES
217	E299	B3	AIIN	P1_EARLY_HERBAL	d->t	taiin	saiin	YES
218	E299	B3	AIIN	P2_LATE_HERBAL	d->BARE	aiin	saiin	YES
219	E299	B3	AIIN	P3_BIOLOGICAL	d->BARE	aiin	saiin	YES
220	E299	B3	AIIN	P4_CELESTIAL	d->che	cheaiin	saiin	YES
221	E309	B3	O+IIN	P1_EARLY_HERBAL	BARE->q	qoiiin	soiiin	YES
222	E309	B3	O+IIN	P2_LATE_HERBAL	BARE->ch	choiiin	soiiin	YES
223	E309	B3	O+IIN	P3_BIOLOGICAL	BARE->q	qoiiin	soiiin	YES
224	E309	B3	O+IIN	P4_CELESTIAL	BARE->d	doiiin	soiiin	YES
225	E311	B3	T+Y	P1_EARLY_HERBAL	ch->d	dty	chety	YES
226	E311	B3	T+Y	P2_LATE_HERBAL	ch->BARE	ty	chety	YES
227	E311	B3	T+Y	P3_BIOLOGICAL	ch->s	sty	chety	YES
228	E311	B3	T+Y	P4_CELESTIAL	ch->BARE	ty	chety	YES
229	E320	B4	OT+AL	P1_EARLY_HERBAL	q->q	qotal	otal	YES
230	E320	B4	OT+AL	P2_LATE_HERBAL	q->BARE	otal	otal	YES
231	E320	B4	OT+AL	P3_BIOLOGICAL	q->BARE	otal	otal	YES
232	E320	B4	OT+AL	P4_CELESTIAL	q->q	qotal	otal	YES
233	E324	B4	OL	P1_EARLY_HERBAL	BARE->q	qol	tol	YES
234	E324	B4	OL	P2_LATE_HERBAL	BARE->ch	chol	tol	YES
235	E324	B4	OL	P3_BIOLOGICAL	BARE->q	qol	tol	YES
236	E324	B4	OL	P4_CELESTIAL	BARE->d	dol	tol	YES
237	E341	B4	OK+AIN	P1_EARLY_HERBAL	q->q	qokain	okain	YES
238	E341	B4	OK+AIN	P2_LATE_HERBAL	q->BARE	okain	okain	YES
239	E341	B4	OK+AIN	P3_BIOLOGICAL	q->BARE	okain	okain	YES
240	E341	B4	OK+AIN	P4_CELESTIAL	q->q	qokain	okain	YES
241	E342	B4	CHD+Y	P1_EARLY_HERBAL	che->sh	shdy	chdy	YES
242	E342	B4	CHD+Y	P2_LATE_HERBAL	che->BARE	dy	chdy	YES
243	E342	B4	CHD+Y	P3_BIOLOGICAL	che->sh	shdy	chdy	YES
244	E342	B4	CHD+Y	P4_CELESTIAL	che->sh	shdy	chdy	YES
245	E348	B4	OR	P1_EARLY_HERBAL	ch->d	dor	or	YES
246	E348	B4	OR	P2_LATE_HERBAL	ch->BARE	or	or	YES
247	E348	B4	OR	P3_BIOLOGICAL	ch->s	sor	or	YES
248	E348	B4	OR	P4_CELESTIAL	ch->BARE	or	or	YES
249	E353	B4	WHOLE[cheey|shey]	P1_EARLY_HERBAL	che->sh	shey	shey	YES
250	E353	B4	WHOLE[cheey|shey]	P2_LATE_HERBAL	che->BARE	ey	shey	YES
251	E353	B4	WHOLE[cheey|shey]	P3_BIOLOGICAL	che->sh	shey	shey	YES
252	E353	B4	WHOLE[cheey|shey]	P4_CELESTIAL	che->sh	shey	shey	YES
253	E358	B4	OL+K+AIN	P1_EARLY_HERBAL	BARE->q	qolkain	qolkain	YES
254	E358	B4	OL+K+AIN	P2_LATE_HERBAL	BARE->ch	cholkain	qolkain	YES
255	E358	B4	OL+K+AIN	P3_BIOLOGICAL	BARE->q	qolkain	qolkain	YES
256	E358	B4	OL+K+AIN	P4_CELESTIAL	BARE->d	dolkain	qolkain	YES
257	E366	B5	OL	P1_EARLY_HERBAL	BARE->q	qol	cheol	YES
258	E366	B5	OL	P2_LATE_HERBAL	BARE->ch	chol	cheol	YES
259	E366	B5	OL	P3_BIOLOGICAL	BARE->q	qol	cheol	YES
260	E366	B5	OL	P4_CELESTIAL	BARE->d	dol	cheol	YES
261	E369	B5	AIIN	P1_EARLY_HERBAL	d->t	taiin	aiin	YES
262	E369	B5	AIIN	P2_LATE_HERBAL	d->BARE	aiin	aiin	YES
263	E369	B5	AIIN	P3_BIOLOGICAL	d->BARE	aiin	aiin	YES
264	E369	B5	AIIN	P4_CELESTIAL	d->che	cheaiin	aiin	YES
265	E377	B6	AIIN	P1_EARLY_HERBAL	s->s	saiin	daiin	YES
266	E377	B6	AIIN	P2_LATE_HERBAL	s->s	saiin	daiin	YES
267	E377	B6	AIIN	P3_BIOLOGICAL	s->d	daiin	daiin	YES
268	E377	B6	AIIN	P4_CELESTIAL	s->s	saiin	daiin	YES
269	A:001	A1	Y+K+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	cheykchey	ykshy	YES
270	A:001	A1	Y+K+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	yky	ykshy	YES
271	A:001	A1	Y+K+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	dykdy	ykshy	YES
272	A:001	A1	Y+K+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	chykchy	ykshy	YES
273	A:013	A1	OK+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	okchey	okchy	YES
274	A:013	A1	OK+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	oky	okchy	YES
275	A:013	A1	OK+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	okdy	okchy	YES
276	A:013	A1	OK+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	okchy	okchy	YES
277	A:015	A1	Y+K+Y	P1_EARLY_HERBAL	INNER_Y_ALLOGRAPH	cheykchey	ykchy	YES
278	A:015	A1	Y+K+Y	P2_LATE_HERBAL	INNER_Y_ALLOGRAPH	yky	ykchy	YES
279	A:015	A1	Y+K+Y	P3_BIOLOGICAL	INNER_Y_ALLOGRAPH	dykdy	ykchy	YES
280	A:015	A1	Y+K+Y	P4_CELESTIAL	INNER_Y_ALLOGRAPH	chykchy	ykchy	YES
281	A:026	A1	Y	P1_EARLY_HERBAL	d->t	ty	chy	YES
282	A:026	A1	Y	P2_LATE_HERBAL	d->BARE	y	chy	YES
283	A:026	A1	Y	P3_BIOLOGICAL	d->BARE	y	chy	YES
284	A:026	A1	Y	P4_CELESTIAL	d->che	chey	chy	YES
285	A:040	A1	Y	P1_EARLY_HERBAL	d->t	ty	y	YES
286	A:040	A1	Y	P2_LATE_HERBAL	d->BARE	y	y	YES
287	A:040	A1	Y	P3_BIOLOGICAL	d->BARE	y	y	YES
288	A:040	A1	Y	P4_CELESTIAL	d->che	chey	y	YES
289	A:045	A1	AIIN	P1_EARLY_HERBAL	BARE->q	qaiin	daiin	YES
290	A:045	A1	AIIN	P2_LATE_HERBAL	BARE->ch	chaiin	daiin	YES
291	A:045	A1	AIIN	P3_BIOLOGICAL	BARE->q	qaiin	daiin	YES
292	A:045	A1	AIIN	P4_CELESTIAL	BARE->d	daiin	daiin	YES
293	A:073	A1	AIIN	P1_EARLY_HERBAL	BARE->q	qaiin	saiin	YES
294	A:073	A1	AIIN	P2_LATE_HERBAL	BARE->ch	chaiin	saiin	YES
295	A:073	A1	AIIN	P3_BIOLOGICAL	BARE->q	qaiin	saiin	YES
296	A:073	A1	AIIN	P4_CELESTIAL	BARE->d	daiin	saiin	YES
297	A:090	A1	AIIN	P1_EARLY_HERBAL	BARE->q	qaiin	daiin	YES
298	A:090	A1	AIIN	P2_LATE_HERBAL	BARE->ch	chaiin	daiin	YES
299	A:090	A1	AIIN	P3_BIOLOGICAL	BARE->q	qaiin	daiin	YES
300	A:090	A1	AIIN	P4_CELESTIAL	BARE->d	daiin	daiin	YES
301	A:095	A1	OR	P1_EARLY_HERBAL	BARE->q	qor	sor	YES
302	A:095	A1	OR	P2_LATE_HERBAL	BARE->ch	chor	sor	YES
303	A:095	A1	OR	P3_BIOLOGICAL	BARE->q	qor	sor	YES
304	A:095	A1	OR	P4_CELESTIAL	BARE->d	dor	sor	YES
305	A:106	A1	AIIN	P1_EARLY_HERBAL	BARE->q	qaiin	daiin	YES
306	A:106	A1	AIIN	P2_LATE_HERBAL	BARE->ch	chaiin	daiin	YES
307	A:106	A1	AIIN	P3_BIOLOGICAL	BARE->q	qaiin	daiin	YES
308	A:106	A1	AIIN	P4_CELESTIAL	BARE->d	daiin	daiin	YES
309	A:120	A1	AIN	P1_EARLY_HERBAL	BARE->q	qain	dain	YES
310	A:120	A1	AIN	P2_LATE_HERBAL	BARE->ch	chain	dain	YES
311	A:120	A1	AIN	P3_BIOLOGICAL	BARE->q	qain	dain	YES
312	A:120	A1	AIN	P4_CELESTIAL	BARE->d	dain	dain	YES
313	A:126	A1	AL	P1_EARLY_HERBAL	d->t	tal	sal	YES
314	A:126	A1	AL	P2_LATE_HERBAL	d->BARE	al	sal	YES
315	A:126	A1	AL	P3_BIOLOGICAL	d->BARE	al	sal	YES
316	A:126	A1	AL	P4_CELESTIAL	d->che	cheal	sal	YES
317	A:130	A1	Y	P1_EARLY_HERBAL	d->t	ty	y	YES
318	A:130	A1	Y	P2_LATE_HERBAL	d->BARE	y	y	YES
319	A:130	A1	Y	P3_BIOLOGICAL	d->BARE	y	y	YES
320	A:130	A1	Y	P4_CELESTIAL	d->che	chey	y	YES
321	A:133	A1	OL	P1_EARLY_HERBAL	ch->d	dol	tol	YES
322	A:133	A1	OL	P2_LATE_HERBAL	ch->BARE	ol	tol	YES
323	A:133	A1	OL	P3_BIOLOGICAL	ch->s	sol	tol	YES
324	A:133	A1	OL	P4_CELESTIAL	ch->BARE	ol	tol	YES
