source_reading_id	decision	family_ids	decomposition	old_lexical_core_de	v85_lexical_core_de	v85_context_realization_de	repair_mode	score_delta_lexical_core	lexical_core_cap	context_realization_cap	resolved_debt_atom	evidence_class	evidence_de	counterevidence_de	open_semantic_slots	component_global_export_allowed	occurrence_bound_span_override	occurrence_bound_span_role_override	occurrence_bound_span_export_override
qokal#1	REVISE	F_AL|F_STATE|F_REF	QOK+AL	Rohstoffklasse I, heiß am Gradanfang	heißes Material I, Anfangsstufe	Material I im heißen Anfangsansatz	ATLAS_FAMILY_CORE_CONTEXT	8	59	39	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	158 reader-exakte GDT656-Atlaspositionen tragen die QOK-Heiß-/AL-I-Schnittmenge; die aktive Stelle zeigt Material, Hitze und Gradlage.	Nur eine aktive Stelle; QOK kann ein gelerntes Ganzwortfeld sein und QO bleibt ohne freien Wortwert.	MATERIAL_IDENTITY|QO_ROLE	0	NONE	NONE	1
shal#1	REVISE	F_AL|F_STATE	SH+AL	Rohstoffklasse I, feucht am Gradanfang	feuchtes Material I, Anfangsstufe	feuchtes Material I, Anfangsstufe	ATLAS_FAMILY_CORE	8	59	59	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	Elf reader-exakte GDT656-Atlaspositionen tragen die feuchte SH-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale.	Nur eine aktive Stelle; Materialart und historischer Wert bleiben offen.	MATERIAL_IDENTITY	0	NONE	NONE	1
shdal#1	REVISE	F_AL|F_STATE	SH+DAL	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchtes, abgemessenes Material I, Anfangsstufe	feuchtes, abgemessenes Material I, Anfangsstufe	ATLAS_FAMILY_CORE	8	59	59	ROHSTOFF+MENGENHAUPT	ATLAS_FAMILY_INTERSECTION	Zwei aktive Positionen auf zwei Seiten sowie die akzeptierte GDT655-SH+DAL-Schwester tragen feucht, abgemessen, Material I und Anfangsstufe.	D|AL ist nicht frei belegt; weder Materialidentitaet noch Maßeinheit ist bekannt.	MATERIAL_IDENTITY|MEASURE_UNIT	0	NONE	NONE	1
shedal#1	REVISE	F_AL|F_STATE	SHE+DAL	feuchte abgemessene Rohstoffmenge I in der Gradmitte	feuchtes, abgemessenes Material I, Mittelstufe	feuchtes, abgemessenes Material I, Mittelstufe	ATLAS_FAMILY_CORE	8	59	59	ROHSTOFF+MENGENHAUPT	ATLAS_FAMILY_INTERSECTION	Die aktive Stelle und die akzeptierte GDT655-SHE+DAL-Schwester tragen feucht, abgemessen, Material I und Mittelstufe.	Singleton; SHE und DAL bleiben gebundene Ganzwortfelder, Material und Einheit unidentifiziert.	MATERIAL_IDENTITY|MEASURE_UNIT	0	NONE	NONE	1
tal#1	REVISE	F_AL|F_STATE	T+AL	Rohstoffklasse I, kalt am Gradanfang	kaltes Material I, Anfangsstufe	kaltes Material I, Anfangsstufe	ATLAS_FAMILY_CORE	8	59	59	ROHSTOFF+KLASSENHAUPT	ATLAS_FAMILY_INTERSECTION	14 reader-exakte GDT656-Atlaspositionen tragen die kalte T-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale.	Nur eine aktive Stelle; T kann eine Qualitaet statt einer Kuehlhandlung bezeichnen, Materialart bleibt offen.	MATERIAL_IDENTITY	0	NONE	NONE	1
cheol#1	REVISE	F_STATE|F_OL	CH+E+OL_WITHIN_EXACT_WHOLE	trockener Drogenstoff	trockenes Material	trockenes Material	EXACT_WHOLE_IDENTITY_RETREAT	10	39	39	DROGE	EXACT_WHOLE_STATE_INTERSECTION	Die exakte E+OL-Ganzform traegt nach GDT642 einen nominalen Kopf; GDT684 sieht MATERIAL_ROLE und STATE_DRY, GDT685 verbietet nur den Rueckexport eines universalen OL-Kopfes.	Singleton; Drogenidentitaet und freie CH/E/OL-Wortwerte sind nicht belegt.	MATERIAL_IDENTITY	0	NONE	NONE	1
cheop#1	REVISE	NONE	CHEOP_EXACT_WHOLE	bis zur Mittelstufe getrocknet	trocken, Mittelstufe	bis zur Mittelstufe getrockneter Pulverstoff	BOUND_COMPOUND_CORE_CONTEXT	0	39	39	ACTIVE_PROCESS_WORDING	BOUND_COMPOUND_REPAIR	GDT684 traegt STATE_DRY und VALUE_GRADE; IT2a und RF1b binden diese einzige Stelle laut GDT683 mit dem folgenden ol zu cheop ol.	OP besitzt keinen freien Wert; die Ganzform ist nur als linke Compoundkomponente beobachtet.	PATIENT|OP_VALUE	0	G683_CHEOP_OL	LEFT	0
ches#1	REVISE	F_STATE	CH+E_WITHIN_CHES_EXACT_WHOLE	trockenes Drogenmaterial, Mittelstufe	trocken, Mittelstufe	trockenes Material, Mittelstufe	EXACT_WHOLE_IDENTITY_RETREAT	14	39	39	DROGE	EXACT_WHOLE_STATE_INTERSECTION	GDT684 traegt MATERIAL_ROLE, STATE_DRY und VALUE_GRADE; der neue Kern behaelt genau Trockenheit und Mittelstufe.	Singleton; finales S und Materialidentitaet bleiben offen.	MATERIAL_IDENTITY|FINAL_S_VALUE	0	NONE	NONE	1
cholches#1	REVISE	F_STATE	CHOL+CHES_VISIBLE_WHOLE_ANALYSIS	nachgetrocknetes Drogenmaterial, Mittelstufe	nachgetrocknet, Mittelstufe	nachgetrocknetes Material, Mittelstufe	EXACT_WHOLE_IDENTITY_RETREAT	10	39	39	DROGE	EXACT_WHOLE_STATE_INTERSECTION	Die exakte Ganzform traegt zweimal sichtbare Trockenstruktur sowie MATERIAL_ROLE, STATE_DRY und VALUE_GRADE; nur der Drogenkopf wird entfernt.	Singleton; nach- bleibt eine Ganzwortlesung, keine frei exportierte Reihenfolge von CHOL und CHES.	MATERIAL_IDENTITY|INTERNAL_ORDER	0	NONE	NONE	1
dolkain#1	REVISE	F_STATE|F_N	DOLK+AIN_WITHIN_EXACT_WHOLE	abgemessenes heißes Drogenmaterial, Stufe II	abgemessen und heiß; Wert II	abgemessenes heißes Material, Stufe II	EXACT_WHOLE_CORE_CONTEXT_SPLIT	6	39	39	DROGE+GRADE_AS_WORD_CORE	EXACT_WHOLE_STATE_INTERSECTION	GDT684 traegt MATERIAL_ROLE, STATE_HOT und VALUE_GRADE; GDT711 lizenziert die abstrakte Wertleiter und trennt ihre lokale Gradrealisierung.	Singleton; die innere Grenze und eine konkrete Materialidentitaet bleiben offen.	MATERIAL_IDENTITY|VALUE_AXIS	0	NONE	NONE	1
kchey#1	REVISE	F_STATE|F_STAGE	K+CH+E+Y	heiß und trocken in der Mitte des Grades	heiß-trocken, Mittelstufe	heiß-trocken, Mittelstufe	DIRECT_STATE_CELL_NORMALIZATION	0	39	39	NONE	DIRECT_STATE_CELL	GDT647 belegt diese genaue Zustandszelle 18-mal auf 18 Seiten, davon 17 reader-exakt; die aktive Stelle traegt Hitze, Trockenheit und Mittelposition.	Die Felder sind Arbeitstags, keine historisch bestaetigten freien Morpheme.	NONE	0	NONE	NONE	1
keeaiin#1	REVISE	F_STATE|F_N	K+EE+AIIN_WITHIN_EXACT_WHOLE	vollständig erhitzt, Stufe III	heiß, Endstufe; Wert III	heiß, Endstufe III	EXACT_WHOLE_CORE_CONTEXT_SPLIT	0	39	39	ACTIVE_PROCESS_WORDING+GRADE_AS_WORD_CORE	EXACT_WHOLE_STATE_INTERSECTION	K+EE-Geschwister tragen heißen Endbereich; GDT711 traegt AIIN als Wert III, die aktive Stelle STATE_HOT und VALUE_GRADE.	Singleton; das fehlende terminale Y macht die Kreuzung zur Ganzwortlesung, nicht zu freien K/EE/AIIN-Woertern.	VALUE_AXIS|PATIENT	0	NONE	NONE	1
keeey#1	HOLD	NONE	KEEEY_EXACT_WHOLE	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	AUDITED_HOLD_OUTSIDE_STAGE_LATTICE	0	39	39	NONE	AUDITED_EXACT_WHOLE_HOLD	Die aktive Ganzform traegt STATE_HOT und VALUE_GRADE und besitzt bereits eine konkrete gelernte Ganzwortlesung.	EEE liegt ausserhalb der direkten GDT647-EE-Zelle; eine scheinbare K+EEE+Y-Zerlegung wuerde mehr behaupten als der Atlas.	EEE_VALUE|PATIENT	0	NONE	NONE	1
okol#1	HOLD	F_O|F_STATE|F_OL	O+K+OL_WITHIN_EXACT_WHOLE	heißer Ansatzstoff	heißer Ansatzstoff	heißer Ansatzstoff	AUDITED_HOLD_EXACT_NOMINAL_HEAD	0	39	39	NONE	AUDITED_EXACT_WHOLE_HOLD	Zwei aktive Stellen und die GDT665-Ganzwortkarte tragen einen heißen nominalen Ansatzkopf; O-Formen sind in GDT647 gerade die Ansatzschwestern.	Die konkrete Stoffart bleibt unbekannt und OL darf nicht als universelles Ansatzwort exportiert werden.	MATERIAL_IDENTITY	0	NONE	NONE	1
qokchy#1	REVISE	F_STATE|F_STAGE|F_REF	QO+K+CH+Y	heiß und trocken am Anfang des Grades	heiß-trocken, Anfangsstufe	heiß-trocken, Anfangsstufe	DIRECT_STATE_CELL_NORMALIZATION	0	39	39	NONE	DIRECT_STATE_CELL	GDT647 belegt diese genaue Zustandszelle 64-mal auf 50 Seiten, davon 58 reader-exakt.	QO bleibt ein gebundener Rahmen ohne freien deutschen Wortwert; die ganze Achse ist historisch unbestaetigt.	QO_ROLE	0	NONE	NONE	1
qokeeey#1	HOLD	NONE	QOKEEEY_EXACT_WHOLE	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	AUDITED_HOLD_OUTSIDE_STAGE_LATTICE	0	39	39	NONE	AUDITED_EXACT_WHOLE_HOLD	Die aktive Ganzform traegt STATE_HOT und VALUE_GRADE und besitzt eine konkrete exakte Ganzwortlesung.	GDT647 belegt QOKEEY, nicht QOKEEEY; EEE und QO duerfen nicht nachtraeglich freigesetzt werden.	EEE_VALUE|QO_ROLE|PATIENT	0	NONE	NONE	1
qotaiin#1	REVISE	F_STATE|F_N|F_REF	QO+T+AIIN_WITHIN_EXACT_WHOLE	kalt, Grad III	kalt; Wert III	kalt, Grad III	EXACT_WHOLE_CORE_CONTEXT_SPLIT	0	39	39	GRADE_AS_WORD_CORE	EXACT_WHOLE_STATE_INTERSECTION	GDT684 traegt STATE_COLD und VALUE_GRADE; GDT711 traegt AIIN als abstrakten Wert III und erlaubt Grad nur in der lokalen Realisierung.	Singleton; QO, T und AIIN bleiben gebundene Analysefelder und sind historisch unbestaetigt.	VALUE_AXIS|QO_ROLE	0	NONE	NONE	1
sheeey#1	REVISE	F_STATE	SH+EEE+Y_WITHIN_EXACT_WHOLE	vollständig eingeweichtes Gut der Schlussstufe	feucht, Endstufe	feuchtes Material, Endstufe	EXACT_WHOLE_CARRIER_RETREAT	14	39	39	GUT+ACTIVE_PROCESS_WORDING	SIBLING_STATE_INTERSECTION	GDT684 traegt MATERIAL_ROLE, STATE_WET und VALUE_GRADE; die SHEEY-Schwester belegt feucht plus Endstufe.	Singleton; das zusaetzliche E und die konkrete Einweichhandlung sind nicht separat lizenziert.	MATERIAL_IDENTITY|EXTRA_E_VALUE	0	NONE	NONE	1
sheey#1	REVISE	F_STATE|F_STAGE	SH+EE+Y	feucht am Ende des Grades	feucht, Endstufe	feucht, Endstufe	DIRECT_STATE_CELL_NORMALIZATION	0	39	39	NONE	DIRECT_STATE_CELL	GDT647 belegt diese genaue Zustandszelle 127-mal auf 64 Seiten, davon 105 reader-exakt.	Die Achse bleibt eine unbestaetigte Arbeitstheorie und SH/EE/Y werden nicht frei exportiert.	NONE	0	NONE	NONE	1
shkeol#1	REVISE	F_STATE|F_OL	SH+K+E+OL_WITHIN_EXACT_WHOLE	eingeweichter Drogenstoff, bis Mittelstufe erhitzt	feucht-heiß, Mittelstufe	feucht-heißes Material, Mittelstufe	EXACT_WHOLE_IDENTITY_RETREAT	10	39	39	DROGE+ACTIVE_PROCESS_WORDING	EXACT_WHOLE_STATE_INTERSECTION	GDT684 traegt MATERIAL_ROLE, STATE_WET, STATE_HOT und VALUE_GRADE; GDT685 laesst bei OL-Zustandsformen den konkreten Kopf lokal.	Singleton; keine direkte GDT647-Zelle dieser OL-Endform und keine freie SH/K/E/OL-Zerlegung.	MATERIAL_IDENTITY|PATIENT	0	NONE	NONE	1
shy#1	REVISE	F_STATE|F_STAGE	SH+Y	feucht am Anfang des Grades	feucht, Anfangsstufe	feucht, Anfangsstufe	DIRECT_STATE_CELL_NORMALIZATION	0	39	39	NONE	DIRECT_STATE_CELL	GDT647 belegt diese genaue Zustandszelle 95-mal auf 64 Seiten, davon 67 reader-exakt.	Die Achse bleibt unbestaetigt; SH und Y sind keine freien deutschen Woerter.	NONE	0	NONE	NONE	1
tshey#1	REVISE	F_STATE|F_STAGE	T+SH+E+Y	kalt und feucht in der Mitte des Grades	kalt-feucht, Mittelstufe	kalt-feucht, Mittelstufe	DIRECT_STATE_CELL_NORMALIZATION	0	39	39	NONE	DIRECT_STATE_CELL	GDT647 belegt diese genaue Zustandszelle achtmal auf acht Seiten, davon sechs reader-exakt.	T kann Qualitaet statt Kuehlhandlung sein; alle Komponenten bleiben familiengebunden.	NONE	0	NONE	NONE	1
tshol#1	REVISE	F_STATE|F_OL	T+SH+OL_WITHIN_EXACT_WHOLE	kalt eingeweichter Drogenstoff	kalt-feucht	kalt-feuchtes Material	EXACT_WHOLE_IDENTITY_RETREAT	10	39	39	DROGE+ACTIVE_PROCESS_WORDING	EXACT_WHOLE_STATE_INTERSECTION	GDT684 traegt MATERIAL_ROLE, STATE_COLD und STATE_WET; GDT685 erlaubt den Zustand, aber keinen universal erfundenen OL-Stoffkopf.	Singleton; Stoffart, Einweichhandlung und freie T/SH/OL-Werte bleiben offen.	MATERIAL_IDENTITY|PATIENT	0	NONE	NONE	1
