family_a	family_b	pair	prose_card_types	prose_events	prose_surfaces	astro_groups	astro_surfaces	register_status	workshop_use
AIIN	SOLK	AIIN+SOLK	1	1	solkaiin	0	NONE	PROSE_ONLY	prose-licensed combination
AIIN	TY	AIIN+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIIN	Y	AIIN+Y	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIIN	YTY_PART	AIIN+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	AIR	AIN+AIR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	AL	AIN+AL	0	0	NONE	1	salsain	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AIN	AR	AIN+AR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CHED_TRANSFER	AIN+CHED_TRANSFER	1	1	chedain	0	NONE	PROSE_ONLY	prose-licensed combination
AIN	CHEO	AIN+CHEO	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CHK	AIN+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CHO_INPUT	AIN+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CKH	AIN+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CKHE	AIN+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	CTH	AIN+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	DY	AIN+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	E_GRADE	AIN+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	IIN	AIN+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	K_BINDER	AIN+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	L	AIN+L	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	LSH	AIN+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	OK	AIN+OK	1	7	okain	1	okain	BOTH_REGISTERS	portable combination observed
AIN	OL	AIN+OL	1	2	olkain	0	NONE	PROSE_ONLY	prose-licensed combination
AIN	OR	AIN+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	OT	AIN+OT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	O_WITHDRAW	AIN+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	P	AIN+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	SHED	AIN+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	SOLK	AIN+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	TY	AIN+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	Y	AIN+Y	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIN	YTY_PART	AIN+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	AL	AIR+AL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	AR	AIR+AR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CHED_TRANSFER	AIR+CHED_TRANSFER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CHEO	AIR+CHEO	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CHK	AIR+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CHO_INPUT	AIR+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CKH	AIR+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CKHE	AIR+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	CTH	AIR+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	DY	AIR+DY	1	1	dairydy	0	NONE	PROSE_ONLY	prose-licensed combination
AIR	E_GRADE	AIR+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	IIN	AIR+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	K_BINDER	AIR+K_BINDER	1	1	kair	0	NONE	PROSE_ONLY	prose-licensed combination
AIR	L	AIR+L	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	LSH	AIR+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	OK	AIR+OK	1	1	okair	0	NONE	PROSE_ONLY	prose-licensed combination
AIR	OL	AIR+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	OR	AIR+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	OT	AIR+OT	0	0	NONE	1	qotair	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AIR	O_WITHDRAW	AIR+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	P	AIR+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	SHED	AIR+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	SOLK	AIR+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	TY	AIR+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AIR	Y	AIR+Y	1	1	dairydy	0	NONE	PROSE_ONLY	prose-licensed combination
AIR	YTY_PART	AIR+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	AR	AL+AR	0	0	NONE	2	saral	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AL	CHED_TRANSFER	AL+CHED_TRANSFER	4	4	chdal|dalchdy|lchedal|pchedal	0	NONE	PROSE_ONLY	prose-licensed combination
AL	CHEO	AL+CHEO	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	CHK	AL+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	CHO_INPUT	AL+CHO_INPUT	0	0	NONE	2	chokal|ytalchos	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AL	CKH	AL+CKH	2	2	chckhal|sheckhal	0	NONE	PROSE_ONLY	prose-licensed combination
AL	CKHE	AL+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	CTH	AL+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	DY	AL+DY	2	2	dalchdy|daldy	0	NONE	PROSE_ONLY	prose-licensed combination
AL	E_GRADE	AL+E_GRADE	3	3	qokeedal|rsheal|sheckhal	0	NONE	PROSE_ONLY	prose-licensed combination
AL	IIN	AL+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	K_BINDER	AL+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	L	AL+L	2	2	lchedal|ldalor	0	NONE	PROSE_ONLY	prose-licensed combination
AL	LSH	AL+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	OK	AL+OK	3	8	okal|qokaly|qokeedal	6	okal|okeal|okeeodal|okeodal|okoaly|okodaly	BOTH_REGISTERS	portable combination observed
AL	OL	AL+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	OR	AL+OR	1	1	chealror	1	oraly	BOTH_REGISTERS	portable combination observed
AL	OT	AL+OT	1	3	otal	2	otaldal|oteeal	BOTH_REGISTERS	portable combination observed
AL	O_WITHDRAW	AL+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	P	AL+P	1	1	pchedal	0	NONE	PROSE_ONLY	prose-licensed combination
AL	SHED	AL+SHED	1	2	shedal	0	NONE	PROSE_ONLY	prose-licensed combination
AL	SOLK	AL+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	TY	AL+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AL	Y	AL+Y	3	3	olsaly|qokaly|raly	0	NONE	PROSE_ONLY	prose-licensed combination
AL	YTY_PART	AL+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	CHED_TRANSFER	AR+CHED_TRANSFER	2	2	cheedar|lchedar	1	dchdar	BOTH_REGISTERS	portable combination observed
AR	CHEO	AR+CHEO	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	CHK	AR+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	CHO_INPUT	AR+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	CKH	AR+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	CKHE	AR+CKHE	0	0	NONE	1	eckhear	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AR	CTH	AR+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	DY	AR+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	E_GRADE	AR+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	IIN	AR+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	K_BINDER	AR+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	L	AR+L	2	2	lar|lchedar	0	NONE	PROSE_ONLY	prose-licensed combination
AR	LSH	AR+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	OK	AR+OK	1	1	qokar	10	okar|okardy|okear|okodar|okolar|ytokar	BOTH_REGISTERS	portable combination observed
AR	OL	AR+OL	0	0	NONE	2	okolar|olar	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
AR	OR	AR+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	OT	AR+OT	1	1	otar	4	otar|oteoarar|otoar|qotoear	BOTH_REGISTERS	portable combination observed
AR	O_WITHDRAW	AR+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	P	AR+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	SHED	AR+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	SOLK	AR+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	TY	AR+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
AR	Y	AR+Y	1	1	chary	0	NONE	PROSE_ONLY	prose-licensed combination
AR	YTY_PART	AR+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CHEO	CHED_TRANSFER+CHEO	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CHK	CHED_TRANSFER+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CHO_INPUT	CHED_TRANSFER+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CKH	CHED_TRANSFER+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CKHE	CHED_TRANSFER+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	CTH	CHED_TRANSFER+CTH	1	1	shecthedchy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	DY	CHED_TRANSFER+DY	8	14	dalchdy|dchdy|lochedy|okchedy|olchedy|otchdy|otchedy|qokchdy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	E_GRADE	CHED_TRANSFER+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	IIN	CHED_TRANSFER+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	K_BINDER	CHED_TRANSFER+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	L	CHED_TRANSFER+L	5	12	lched|lchedal|lchedar|lchedy|lochedy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	LSH	CHED_TRANSFER+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	OK	CHED_TRANSFER+OK	2	5	okchedy|qokchdy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	OL	CHED_TRANSFER+OL	1	3	olchedy	1	dolchedy	BOTH_REGISTERS	portable combination observed
CHED_TRANSFER	OR	CHED_TRANSFER+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	OT	CHED_TRANSFER+OT	2	3	otchdy|otchedy	2	otchdy|otochedy	BOTH_REGISTERS	portable combination observed
CHED_TRANSFER	O_WITHDRAW	CHED_TRANSFER+O_WITHDRAW	1	1	lochedy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	P	CHED_TRANSFER+P	2	2	pchedal|pchedy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	SHED	CHED_TRANSFER+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	SOLK	CHED_TRANSFER+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	TY	CHED_TRANSFER+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHED_TRANSFER	Y	CHED_TRANSFER+Y	3	13	chdy|chedchy|shecthedchy	0	NONE	PROSE_ONLY	prose-licensed combination
CHED_TRANSFER	YTY_PART	CHED_TRANSFER+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	CHK	CHEO+CHK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	CHO_INPUT	CHEO+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	CKH	CHEO+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	CKHE	CHEO+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	CTH	CHEO+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	DY	CHEO+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	E_GRADE	CHEO+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	IIN	CHEO+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	K_BINDER	CHEO+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	L	CHEO+L	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	LSH	CHEO+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	OK	CHEO+OK	1	1	chokcheo	0	NONE	PROSE_ONLY	prose-licensed combination
CHEO	OL	CHEO+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	OR	CHEO+OR	1	1	ycheor	1	cheokorchey	BOTH_REGISTERS	portable combination observed
CHEO	OT	CHEO+OT	0	0	NONE	1	otcheody	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
CHEO	O_WITHDRAW	CHEO+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	P	CHEO+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	SHED	CHEO+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	SOLK	CHEO+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	TY	CHEO+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	Y	CHEO+Y	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHEO	YTY_PART	CHEO+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	CHO_INPUT	CHK+CHO_INPUT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	CKH	CHK+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	CKHE	CHK+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	CTH	CHK+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	DY	CHK+DY	1	1	chkeedy	0	NONE	PROSE_ONLY	prose-licensed combination
CHK	E_GRADE	CHK+E_GRADE	4	7	cheeky|cheky|chkeedy|chkeey	0	NONE	PROSE_ONLY	prose-licensed combination
CHK	IIN	CHK+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	K_BINDER	CHK+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	L	CHK+L	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	LSH	CHK+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	OK	CHK+OK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	OL	CHK+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	OR	CHK+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	OT	CHK+OT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	O_WITHDRAW	CHK+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	P	CHK+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	SHED	CHK+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	SOLK	CHK+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	TY	CHK+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHK	Y	CHK+Y	3	6	cheeky|cheky|chkeey	0	NONE	PROSE_ONLY	prose-licensed combination
CHK	YTY_PART	CHK+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	CKH	CHO_INPUT+CKH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	CKHE	CHO_INPUT+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	CTH	CHO_INPUT+CTH	0	0	NONE	1	choctheeey	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
CHO_INPUT	DY	CHO_INPUT+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	E_GRADE	CHO_INPUT+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	IIN	CHO_INPUT+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	K_BINDER	CHO_INPUT+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	L	CHO_INPUT+L	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	LSH	CHO_INPUT+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	OK	CHO_INPUT+OK	0	0	NONE	1	okshor	ASTRO_ONLY_VISIBLE_COMBINATION	cross-register spelling lead
CHO_INPUT	OL	CHO_INPUT+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	OR	CHO_INPUT+OR	1	1	chochor	0	NONE	PROSE_ONLY	prose-licensed combination
CHO_INPUT	OT	CHO_INPUT+OT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	O_WITHDRAW	CHO_INPUT+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	P	CHO_INPUT+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	SHED	CHO_INPUT+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	SOLK	CHO_INPUT+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	TY	CHO_INPUT+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CHO_INPUT	Y	CHO_INPUT+Y	2	2	chodaly|choy	0	NONE	PROSE_ONLY	prose-licensed combination
CHO_INPUT	YTY_PART	CHO_INPUT+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	CKHE	CKH+CKHE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	CTH	CKH+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	DY	CKH+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	E_GRADE	CKH+E_GRADE	3	3	qockhey|sheckhal|sheckhy	0	NONE	PROSE_ONLY	prose-licensed combination
CKH	IIN	CKH+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	K_BINDER	CKH+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	L	CKH+L	1	1	lcheckhy	0	NONE	PROSE_ONLY	prose-licensed combination
CKH	LSH	CKH+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	OK	CKH+OK	1	1	qockhey	0	NONE	PROSE_ONLY	prose-licensed combination
CKH	OL	CKH+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	OR	CKH+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	OT	CKH+OT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	O_WITHDRAW	CKH+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	P	CKH+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	SHED	CKH+SHED	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	SOLK	CKH+SOLK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	TY	CKH+TY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKH	Y	CKH+Y	4	7	chckhy|lcheckhy|qockhey|sheckhy	0	NONE	PROSE_ONLY	prose-licensed combination
CKH	YTY_PART	CKH+YTY_PART	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	CTH	CKHE+CTH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	DY	CKHE+DY	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	E_GRADE	CKHE+E_GRADE	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	IIN	CKHE+IIN	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	K_BINDER	CKHE+K_BINDER	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	L	CKHE+L	1	1	lcheckhedy	0	NONE	PROSE_ONLY	prose-licensed combination
CKHE	LSH	CKHE+LSH	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	OK	CKHE+OK	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	OL	CKHE+OL	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	OR	CKHE+OR	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	OT	CKHE+OT	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	O_WITHDRAW	CKHE+O_WITHDRAW	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
CKHE	P	CKHE+P	0	0	NONE	0	NONE	UNSEEN_PAIR	do not invent without another parent
